Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
15:59,,47,,51 (+4),"GOOD FT by COMAN,SEAN",HENDRIX 47-51 (+4),,"GOOD FT by COMAN,SEAN",2
15:51,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",2
--,"REBOUND OFF by EZIGBO,UBA",,,,,,,"REBOUND OFF by EZIGBO,UBA",2
15:45,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",2
--,"REBOUND OFF by FOSTER,LANE",,,,,,,"REBOUND OFF by FOSTER,LANE",2
15:40,"MISS JUMPER by EZIGBO,UBA",,,,,,,"MISS JUMPER by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
15:31,,47,,54 (+7),"GOOD 3PTR by COMAN,SEAN(fastbreak)",HENDRIX 47-54 (+7),,"GOOD 3PTR by COMAN,SEAN(fastbreak)",2
15:18,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
15:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:18,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
15:18,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
15:18,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
15:18,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
15:18,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
15:18,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",2
15:18,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
15:18,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
15:01,"GOOD 3PTR by FOSTER,LANE",50,,54 (+4),,OU 50-54 (+4),,"GOOD 3PTR by FOSTER,LANE",2
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",2
14:49,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
14:49,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
14:44,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
14:44,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
14:39,"MISS JUMPER by FOSTER,LANE",,,,,,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND OFF by KOCH,WILL",,,,,,,"REBOUND OFF by KOCH,WILL",2
14:39,,,,,"FOUL  by ,DARVIS RASBERRY JR",,,"FOUL  by ,DARVIS RASBERRY JR",2
14:31,"MISS LAYUP by CHAMBERS,DIMETRI",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
14:21,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",,,"TURNOVER  by ,DARVIS RASBERRY JR",2
14:21,"STEAL  by MURRAH,JACK",,,,,,,"STEAL  by MURRAH,JACK",2
14:16,"MISS LAYUP by CHAMBERS,DIMETRI",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
14:05,,50,,56 (+6),"GOOD JUMPER by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",HENDRIX 50-56 (+6),,"GOOD JUMPER by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
13:48,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
13:48,,,,,"STEAL  by RYAN,JONATHAN",,,"STEAL  by RYAN,JONATHAN",2
13:42,,,,,"MISS 3PTR by WEAKLEY,CARTER",,,"MISS 3PTR by WEAKLEY,CARTER",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
13:31,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
13:00,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND OFF by RYAN,JONATHAN",,,"REBOUND OFF by RYAN,JONATHAN",2
12:54,,,,,"MISS JUMPER by RYAN,JONATHAN",,,"MISS JUMPER by RYAN,JONATHAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:45,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
12:25,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
12:13,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
11:57,"GOOD 3PTR by KOCH,WILL",53,,56 (+3),,OU 53-56 (+3),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by MURRAH,JACK",,,,,,,"ASSIST  by MURRAH,JACK",2
11:29,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",2
11:08,"GOOD JUMPER by KOCH,WILL(in the paint)",55,,56 (+1),,OU 55-56 (+1),,"GOOD JUMPER by KOCH,WILL(in the paint)",2
10:48,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
10:48,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
10:43,"MISS LAYUP by MURRAH,JACK",,,,,,,"MISS LAYUP by MURRAH,JACK",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
10:34,,55,,58 (+3),"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",HENDRIX 55-58 (+3),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
10:34,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
10:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:34,,,,,"MISS FT by ,DARVIS RASBERRY JR",,,"MISS FT by ,DARVIS RASBERRY JR",2
10:34,"SUB IN by KRIVITZKIN,TYLER",,,,,,,"SUB IN by KRIVITZKIN,TYLER",2
10:34,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
10:24,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
10:07,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",,,"TURNOVER  by ,DARVIS RASBERRY JR",2
10:07,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
09:56,"GOOD 3PTR by KOCH,WILL",58,,58,,OU 58-58 (0),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
09:23,,58,,61 (+3),"GOOD 3PTR by RYAN,JONATHAN",HENDRIX 58-61 (+3),,"GOOD 3PTR by RYAN,JONATHAN",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
09:08,"GOOD 3PTR by SONE,CARLOS",61,,61,,OU 61-61 (0),,"GOOD 3PTR by SONE,CARLOS",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
08:46,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
08:46,"BLOCK  by SONE,CARLOS",,,,,,,"BLOCK  by SONE,CARLOS",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
08:38,"MISS JUMPER by MURRAH,JACK",,,,,,,"MISS JUMPER by MURRAH,JACK",2
--,"REBOUND OFF by MURRAH,JACK",,,,,,,"REBOUND OFF by MURRAH,JACK",2
08:29,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
08:19,,61,,63 (+2),"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 61-63 (+2),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
08:19,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",2
08:19,,61,,64 (+3),"GOOD FT by COMAN,SEAN",HENDRIX 61-64 (+3),,"GOOD FT by COMAN,SEAN",2
08:19,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",2
08:19,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
08:19,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
08:19,"SUB OUT by KRIVITZKIN,TYLER",,,,,,,"SUB OUT by KRIVITZKIN,TYLER",2
08:19,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
08:19,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
08:19,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
08:19,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
08:19,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
08:19,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
08:19,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
08:19,,,,,"SUB OUT by ,DARVIS RASBERRY JR",,,"SUB OUT by ,DARVIS RASBERRY JR",2
08:07,"GOOD JUMPER by EZIGBO,UBA",63,,64 (+1),,OU 63-64 (+1),,"GOOD JUMPER by EZIGBO,UBA",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
07:52,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
07:52,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
07:48,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",65 (+1),,64,,OU 65-64 (-1),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
07:34,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:18,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
07:12,,,,,"TURNOVER  by WEAKLEY,CARTER",,,"TURNOVER  by WEAKLEY,CARTER",2
07:12,"STEAL  by EZIGBO,UBA",,,,,,,"STEAL  by EZIGBO,UBA",2
07:08,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",2
07:08,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,"REBOUND OFF by JENEI,RYAN",,,,,,,"REBOUND OFF by JENEI,RYAN",2
07:00,"GOOD LAYUP by JENEI,RYAN(in the paint)",67 (+3),,64,,OU 67-64 (-3),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
06:41,,67 (+1),,66,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 67-66 (-1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
06:31,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
06:19,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
06:19,,67,,67,"GOOD FT by CONRAD,ALEX",HENDRIX 67-67 (0),,"GOOD FT by CONRAD,ALEX",2
06:19,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
06:19,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
06:19,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
06:19,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
06:19,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
06:02,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
06:02,,,,,"STEAL  by PARKS,JACKSON",,,"STEAL  by PARKS,JACKSON",2
05:58,,,,,"MISS LAYUP by PARKS,JACKSON",,,"MISS LAYUP by PARKS,JACKSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:47,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
05:47,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
05:47,,67,,68 (+1),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 67-68 (+1),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
05:47,,67,,69 (+2),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 67-69 (+2),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
05:47,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
05:47,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
05:29,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by RYAN,JONATHAN",,,"REBOUND DEF by RYAN,JONATHAN",2
05:13,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
05:13,,67,,70 (+3),"GOOD FT by WEAKLEY,CARTER",HENDRIX 67-70 (+3),,"GOOD FT by WEAKLEY,CARTER",2
05:13,,67,,71 (+4),"GOOD FT by WEAKLEY,CARTER",HENDRIX 67-71 (+4),,"GOOD FT by WEAKLEY,CARTER",2
05:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:07,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
05:07,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
04:53,"TURNOVER  by MURRAH,JACK",,,,,,,"TURNOVER  by MURRAH,JACK",2
04:53,,,,,"STEAL  by PARKS,JACKSON",,,"STEAL  by PARKS,JACKSON",2
04:41,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
04:41,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
04:25,,,,,"MISS JUMPER by WEAKLEY,CARTER",,,"MISS JUMPER by WEAKLEY,CARTER",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
04:16,"GOOD 3PTR by CHAMBERS,DIMETRI",70,,71 (+1),,OU 70-71 (+1),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
03:59,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:59,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:59,,70,,72 (+2),"GOOD FT by CONRAD,ALEX",HENDRIX 70-72 (+2),,"GOOD FT by CONRAD,ALEX",2
03:59,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
03:59,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
03:59,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
03:59,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
03:44,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
03:25,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
03:17,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
03:07,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
03:07,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",2
03:07,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
03:07,"MISS FT by CHAMBERS,DIMETRI",,,,,,,"MISS FT by CHAMBERS,DIMETRI",2
03:07,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
03:07,,,,,"SUB OUT by WEAKLEY,CARTER",,,"SUB OUT by WEAKLEY,CARTER",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
02:42,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
02:27,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
01:57,,70,,74 (+4),"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HENDRIX 70-74 (+4),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
01:57,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
01:57,,70,,75 (+5),"GOOD FT by RYAN,JONATHAN",HENDRIX 70-75 (+5),,"GOOD FT by RYAN,JONATHAN",2
01:40,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
01:14,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
01:14,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:14,,70,,76 (+6),"GOOD FT by FITCH,CARL",HENDRIX 70-76 (+6),,"GOOD FT by FITCH,CARL",2
01:10,"TURNOVER  by JENEI,RYAN",,,,,,,"TURNOVER  by JENEI,RYAN",2
01:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:07,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",2
01:07,,70,,77 (+7),"GOOD FT by COMAN,SEAN(fastbreak)",HENDRIX 70-77 (+7),,"GOOD FT by COMAN,SEAN(fastbreak)",2
01:07,,70,,78 (+8),"GOOD FT by COMAN,SEAN(fastbreak)",HENDRIX 70-78 (+8),,"GOOD FT by COMAN,SEAN(fastbreak)",2
01:07,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
01:07,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
01:03,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
01:03,,,,,"STEAL  by CONRAD,ALEX",,,"STEAL  by CONRAD,ALEX",2
01:01,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",2
01:01,,70,,79 (+9),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 70-79 (+9),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
01:01,,70,,80 (+10),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 70-80 (+10),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
00:53,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
00:53,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",2
00:50,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",2
00:50,,70,,81 (+11),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 70-81 (+11),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
00:50,,70,,82 (+12),"GOOD FT by RYAN,JONATHAN(fastbreak)",HENDRIX 70-82 (+12),,"GOOD FT by RYAN,JONATHAN(fastbreak)",2
00:50,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
00:50,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
00:48,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
00:48,,,,,"STEAL  by CONRAD,ALEX",,,"STEAL  by CONRAD,ALEX",2
00:44,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
00:44,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:44,,70,,83 (+13),"GOOD FT by COMAN,SEAN(fastbreak)",HENDRIX 70-83 (+13),,"GOOD FT by COMAN,SEAN(fastbreak)",2
00:44,"SUB IN by BENNEFIELD,DYLAN",,,,,,,"SUB IN by BENNEFIELD,DYLAN",2
00:44,"SUB IN by REISMAN,ROBERT",,,,,,,"SUB IN by REISMAN,ROBERT",2
00:44,"SUB IN by CONROY,DREW",,,,,,,"SUB IN by CONROY,DREW",2
00:44,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
00:44,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
00:44,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
00:40,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
00:10,,,,,"MISS 3PTR by CONRAD,ALEX",,,"MISS 3PTR by CONRAD,ALEX",2
00:10,"BLOCK  by REISMAN,ROBERT",,,,,,,"BLOCK  by REISMAN,ROBERT",2
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",2
00:03,"GOOD LAYUP by BENNEFIELD,DYLAN(fastbreak)(in the paint)",72,,83 (+11),,OU 72-83 (+11),,"GOOD LAYUP by BENNEFIELD,DYLAN(fastbreak)(in the paint)",2
