Time Remaining,WC,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
18:14,"TURNOVER  by ACHIREM,OBED",,,,,,,"TURNOVER  by ACHIREM,OBED",2
17:58,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by SOW,BILAL",,,,,,,"REBOUND DEF by SOW,BILAL",2
17:47,"TURNOVER  by MANSFIELD,JEFFERY",,,,,,,"TURNOVER  by MANSFIELD,JEFFERY",2
17:47,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
17:34,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by SOW,BILAL",,,,,,,"REBOUND DEF by SOW,BILAL",2
17:26,"MISS 3PTR by CLARK,ANDREW",,,,,,,"MISS 3PTR by CLARK,ANDREW",2
17:26,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by RYAN,JONATHAN",,,"REBOUND DEF by RYAN,JONATHAN",2
17:10,,33,,39 (+6),"GOOD 3PTR by COMAN,SEAN",HENDRIX 33-39 (+6),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
17:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:00,"SUB IN by BIRD,BRYCE",,,,,,,"SUB IN by BIRD,BRYCE",2
17:00,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
17:00,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
17:00,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",2
17:00,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
17:00,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
16:57,"MISS 3PTR by MANSFIELD,JEFFERY",,,,,,,"MISS 3PTR by MANSFIELD,JEFFERY",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
16:48,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
16:41,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
16:41,"SUB IN by AARON,COLLMANN",,,,,,,"SUB IN by AARON,COLLMANN",2
16:41,"SUB IN by FREEMAN,ANTHONY",,,,,,,"SUB IN by FREEMAN,ANTHONY",2
16:41,"SUB OUT by LEWIS,JAYDEN",,,,,,,"SUB OUT by LEWIS,JAYDEN",2
16:41,"SUB OUT by SOW,BILAL",,,,,,,"SUB OUT by SOW,BILAL",2
16:40,"MISS 3PTR by AARON,COLLMANN",,,,,,,"MISS 3PTR by AARON,COLLMANN",2
--,"REBOUND OFF by FREEMAN,ANTHONY",,,,,,,"REBOUND OFF by FREEMAN,ANTHONY",2
16:16,"SUB IN by MITCHELL,TRAVIS",,,,,,,"SUB IN by MITCHELL,TRAVIS",2
16:16,"SUB OUT by ACHIREM,OBED",,,,,,,"SUB OUT by ACHIREM,OBED",2
16:16,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
16:16,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
16:08,"MISS JUMPER by MITCHELL,TRAVIS",,,,,,,"MISS JUMPER by MITCHELL,TRAVIS",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
16:01,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
16:01,"STEAL  by MITCHELL,TRAVIS",,,,,,,"STEAL  by MITCHELL,TRAVIS",2
15:56,"GOOD LAYUP by MANSFIELD,JEFFERY(fastbreak)(in the paint)",35,,39 (+4),,WC 35-39 (+4),,"GOOD LAYUP by MANSFIELD,JEFFERY(fastbreak)(in the paint)",2
--,"ASSIST  by MITCHELL,TRAVIS",,,,,,,"ASSIST  by MITCHELL,TRAVIS",2
15:25,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by BIRD,BRYCE",,,,,,,"REBOUND DEF by BIRD,BRYCE",2
15:10,"GOOD JUMPER by BIRD,BRYCE(in the paint)",37,,39 (+2),,WC 37-39 (+2),,"GOOD JUMPER by BIRD,BRYCE(in the paint)",2
14:52,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
14:28,"MISS 3PTR by FREEMAN,ANTHONY",,,,,,,"MISS 3PTR by FREEMAN,ANTHONY",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
14:19,"FOUL  by FREEMAN,ANTHONY",,,,,,,"FOUL  by FREEMAN,ANTHONY",2
14:07,,37,,41 (+4),"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",HENDRIX 37-41 (+4),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",2
14:01,"GOOD 3PTR by AARON,COLLMANN(fastbreak)",40,,41 (+1),,WC 40-41 (+1),,"GOOD 3PTR by AARON,COLLMANN(fastbreak)",2
--,"ASSIST  by FREEMAN,ANTHONY",,,,,,,"ASSIST  by FREEMAN,ANTHONY",2
13:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:48,"SUB IN by LEWIS,JAYDEN",,,,,,,"SUB IN by LEWIS,JAYDEN",2
13:48,"SUB OUT by FREEMAN,ANTHONY",,,,,,,"SUB OUT by FREEMAN,ANTHONY",2
13:29,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by AARON,COLLMANN",,,,,,,"REBOUND DEF by AARON,COLLMANN",2
13:12,"TURNOVER  by BIRD,BRYCE",,,,,,,"TURNOVER  by BIRD,BRYCE",2
13:12,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",2
13:04,,,,,"MISS LAYUP by DEITHLOFF,TYLER",,,"MISS LAYUP by DEITHLOFF,TYLER",2
--,"REBOUND DEF by BIRD,BRYCE",,,,,,,"REBOUND DEF by BIRD,BRYCE",2
12:56,"GOOD LAYUP by LEWIS,JAYDEN(fastbreak)(in the paint)",42 (+1),,41,,WC 42-41 (-1),,"GOOD LAYUP by LEWIS,JAYDEN(fastbreak)(in the paint)",2
12:56,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
12:56,"GOOD FT by LEWIS,JAYDEN(fastbreak)",43 (+2),,41,,WC 43-41 (-2),,"GOOD FT by LEWIS,JAYDEN(fastbreak)",2
12:56,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
12:56,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
12:56,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
12:56,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
12:56,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
12:56,,,,,"SUB OUT by ,DARVIS RASBERRY JR",,,"SUB OUT by ,DARVIS RASBERRY JR",2
12:38,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND DEF by AARON,COLLMANN",,,,,,,"REBOUND DEF by AARON,COLLMANN",2
12:30,"GOOD LAYUP by MITCHELL,TRAVIS(fastbreak)(in the paint)",45 (+4),,41,,WC 45-41 (-4),,"GOOD LAYUP by MITCHELL,TRAVIS(fastbreak)(in the paint)",2
--,"ASSIST  by MANSFIELD,JEFFERY",,,,,,,"ASSIST  by MANSFIELD,JEFFERY",2
12:11,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by AARON,COLLMANN",,,,,,,"REBOUND DEF by AARON,COLLMANN",2
12:00,"MISS 3PTR by AARON,COLLMANN",,,,,,,"MISS 3PTR by AARON,COLLMANN",2
12:00,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
11:51,"FOUL  by AARON,COLLMANN",,,,,,,"FOUL  by AARON,COLLMANN",2
11:51,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:51,,45 (+3),,42,"GOOD FT by FITCH,CARL",HENDRIX 45-42 (-3),,"GOOD FT by FITCH,CARL",2
11:51,"SUB IN by SOW,BILAL",,,,,,,"SUB IN by SOW,BILAL",2
11:51,"SUB IN by ACHIREM,OBED",,,,,,,"SUB IN by ACHIREM,OBED",2
11:51,"SUB OUT by MITCHELL,TRAVIS",,,,,,,"SUB OUT by MITCHELL,TRAVIS",2
11:51,"SUB OUT by AARON,COLLMANN",,,,,,,"SUB OUT by AARON,COLLMANN",2
11:51,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
11:51,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
11:43,"TURNOVER  by MANSFIELD,JEFFERY",,,,,,,"TURNOVER  by MANSFIELD,JEFFERY",2
11:43,,,,,"STEAL  by RYAN,JONATHAN",,,"STEAL  by RYAN,JONATHAN",2
11:37,"FOUL  by MANSFIELD,JEFFERY",,,,,,,"FOUL  by MANSFIELD,JEFFERY",2
11:37,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
11:37,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
11:23,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
11:08,"TURNOVER  by ACHIREM,OBED",,,,,,,"TURNOVER  by ACHIREM,OBED",2
10:56,,,,,"MISS JUMPER by RYAN,JONATHAN",,,"MISS JUMPER by RYAN,JONATHAN",2
--,"REBOUND DEF by ACHIREM,OBED",,,,,,,"REBOUND DEF by ACHIREM,OBED",2
10:38,"GOOD LAYUP by ACHIREM,OBED(in the paint)",47 (+5),,42,,WC 47-42 (-5),,"GOOD LAYUP by ACHIREM,OBED(in the paint)",2
--,"ASSIST  by MANSFIELD,JEFFERY",,,,,,,"ASSIST  by MANSFIELD,JEFFERY",2
10:32,"FOUL  by MANSFIELD,JEFFERY",,,,,,,"FOUL  by MANSFIELD,JEFFERY",2
10:32,"SUB IN by CLARK,ANDREW",,,,,,,"SUB IN by CLARK,ANDREW",2
10:32,"SUB OUT by BIRD,BRYCE",,,,,,,"SUB OUT by BIRD,BRYCE",2
10:09,,47 (+3),,44,"GOOD JUMPER by COMAN,SEAN(in the paint)",HENDRIX 47-44 (-3),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
09:57,"FOUL  by ACHIREM,OBED",,,,,,,"FOUL  by ACHIREM,OBED",2
09:57,"TURNOVER  by ACHIREM,OBED",,,,,,,"TURNOVER  by ACHIREM,OBED",2
09:40,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
09:30,"MISS 3PTR by MANSFIELD,JEFFERY",,,,,,,"MISS 3PTR by MANSFIELD,JEFFERY",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
09:14,,47 (+1),,46,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 47-46 (-1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
09:02,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
09:02,"GOOD FT by LEWIS,JAYDEN",48 (+2),,46,,WC 48-46 (-2),,"GOOD FT by LEWIS,JAYDEN",2
09:02,"GOOD FT by LEWIS,JAYDEN",49 (+3),,46,,WC 49-46 (-3),,"GOOD FT by LEWIS,JAYDEN",2
09:02,"SUB IN by FREEMAN,ANTHONY",,,,,,,"SUB IN by FREEMAN,ANTHONY",2
09:02,"SUB IN by MITCHELL,TRAVIS",,,,,,,"SUB IN by MITCHELL,TRAVIS",2
09:02,"SUB OUT by MANSFIELD,JEFFERY",,,,,,,"SUB OUT by MANSFIELD,JEFFERY",2
09:02,"SUB OUT by LEWIS,JAYDEN",,,,,,,"SUB OUT by LEWIS,JAYDEN",2
08:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:31,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:12,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
08:06,"GOOD 3PTR by CLARK,ANDREW",52 (+6),,46,,WC 52-46 (-6),,"GOOD 3PTR by CLARK,ANDREW",2
--,"ASSIST  by SOW,BILAL",,,,,,,"ASSIST  by SOW,BILAL",2
07:43,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by ACHIREM,OBED",,,,,,,"REBOUND DEF by ACHIREM,OBED",2
07:36,"GOOD 3PTR by FREEMAN,ANTHONY",55 (+9),,46,,WC 55-46 (-9),,"GOOD 3PTR by FREEMAN,ANTHONY",2
07:22,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
07:22,"STEAL  by ACHIREM,OBED",,,,,,,"STEAL  by ACHIREM,OBED",2
07:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:22,"SUB IN by BIRD,BRYCE",,,,,,,"SUB IN by BIRD,BRYCE",2
07:22,"SUB IN by LEWIS,JAYDEN",,,,,,,"SUB IN by LEWIS,JAYDEN",2
07:22,"SUB IN by MANSFIELD,JEFFERY",,,,,,,"SUB IN by MANSFIELD,JEFFERY",2
07:22,"SUB IN by AARON,COLLMANN",,,,,,,"SUB IN by AARON,COLLMANN",2
07:22,"SUB OUT by SOW,BILAL",,,,,,,"SUB OUT by SOW,BILAL",2
07:22,"SUB OUT by ACHIREM,OBED",,,,,,,"SUB OUT by ACHIREM,OBED",2
07:22,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
07:22,"SUB OUT by MITCHELL,TRAVIS",,,,,,,"SUB OUT by MITCHELL,TRAVIS",2
07:05,"MISS 3PTR by FREEMAN,ANTHONY",,,,,,,"MISS 3PTR by FREEMAN,ANTHONY",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
06:56,,55 (+7),,48,"GOOD JUMPER by COMAN,SEAN(in the paint)",HENDRIX 55-48 (-7),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
06:28,"MISS JUMPER by LEWIS,JAYDEN",,,,,,,"MISS JUMPER by LEWIS,JAYDEN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
06:13,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
06:02,"GOOD JUMPER by MANSFIELD,JEFFERY(in the paint)",57 (+9),,48,,WC 57-48 (-9),,"GOOD JUMPER by MANSFIELD,JEFFERY(in the paint)",2
05:35,"FOUL  by AARON,COLLMANN",,,,,,,"FOUL  by AARON,COLLMANN",2
05:35,,57 (+8),,49,"GOOD FT by RYAN,JONATHAN",HENDRIX 57-49 (-8),,"GOOD FT by RYAN,JONATHAN",2
05:35,,,,,"MISS FT by RYAN,JONATHAN",,,"MISS FT by RYAN,JONATHAN",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
05:35,"SUB IN by ACHIREM,OBED",,,,,,,"SUB IN by ACHIREM,OBED",2
05:35,"SUB OUT by FREEMAN,ANTHONY",,,,,,,"SUB OUT by FREEMAN,ANTHONY",2
05:09,"MISS JUMPER by BIRD,BRYCE",,,,,,,"MISS JUMPER by BIRD,BRYCE",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
04:59,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by ACHIREM,OBED",,,,,,,"REBOUND DEF by ACHIREM,OBED",2
04:51,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
04:51,"GOOD FT by ACHIREM,OBED(fastbreak)",58 (+9),,49,,WC 58-49 (-9),,"GOOD FT by ACHIREM,OBED(fastbreak)",2
04:51,"MISS FT by ACHIREM,OBED",,,,,,,"MISS FT by ACHIREM,OBED",2
04:51,"SUB IN by SOW,BILAL",,,,,,,"SUB IN by SOW,BILAL",2
04:51,"SUB IN by CLARK,ANDREW",,,,,,,"SUB IN by CLARK,ANDREW",2
04:51,"SUB OUT by LEWIS,JAYDEN",,,,,,,"SUB OUT by LEWIS,JAYDEN",2
04:51,"SUB OUT by AARON,COLLMANN",,,,,,,"SUB OUT by AARON,COLLMANN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
04:41,"FOUL  by MANSFIELD,JEFFERY",,,,,,,"FOUL  by MANSFIELD,JEFFERY",2
04:41,,58 (+8),,50,"GOOD FT by STANLEY,SETH",HENDRIX 58-50 (-8),,"GOOD FT by STANLEY,SETH",2
04:40,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
04:20,"MISS LAYUP by MANSFIELD,JEFFERY",,,,,,,"MISS LAYUP by MANSFIELD,JEFFERY",2
04:20,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,"REBOUND OFF by ACHIREM,OBED",,,,,,,"REBOUND OFF by ACHIREM,OBED",2
04:08,"MISS LAYUP by MANSFIELD,JEFFERY",,,,,,,"MISS LAYUP by MANSFIELD,JEFFERY",2
04:08,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:04,"MISS JUMPER by SOW,BILAL",,,,,,,"MISS JUMPER by SOW,BILAL",2
04:04,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
03:53,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
03:53,"SUB IN by LEWIS,JAYDEN",,,,,,,"SUB IN by LEWIS,JAYDEN",2
03:53,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
03:41,"MISS 3PTR by MANSFIELD,JEFFERY",,,,,,,"MISS 3PTR by MANSFIELD,JEFFERY",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
03:26,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
03:26,"BLOCK  by SOW,BILAL",,,,,,,"BLOCK  by SOW,BILAL",2
--,"REBOUND DEF by BIRD,BRYCE",,,,,,,"REBOUND DEF by BIRD,BRYCE",2
03:06,"GOOD 3PTR by MANSFIELD,JEFFERY",61 (+11),,50,,WC 61-50 (-11),,"GOOD 3PTR by MANSFIELD,JEFFERY",2
--,"ASSIST  by BIRD,BRYCE",,,,,,,"ASSIST  by BIRD,BRYCE",2
02:41,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
02:41,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
02:19,"GOOD 3PTR by SOW,BILAL",64 (+14),,50,,WC 64-50 (-14),,"GOOD 3PTR by SOW,BILAL",2
02:03,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
02:03,"STEAL  by BIRD,BRYCE",,,,,,,"STEAL  by BIRD,BRYCE",2
01:57,"TURNOVER  by BIRD,BRYCE",,,,,,,"TURNOVER  by BIRD,BRYCE",2
01:57,,,,,"STEAL  by RYAN,JONATHAN",,,"STEAL  by RYAN,JONATHAN",2
01:50,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
01:50,"STEAL  by MANSFIELD,JEFFERY",,,,,,,"STEAL  by MANSFIELD,JEFFERY",2
01:31,"MISS 3PTR by SOW,BILAL",,,,,,,"MISS 3PTR by SOW,BILAL",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
01:21,"FOUL  by ACHIREM,OBED",,,,,,,"FOUL  by ACHIREM,OBED",2
01:21,,64 (+13),,51,"GOOD FT by COMAN,SEAN",HENDRIX 64-51 (-13),,"GOOD FT by COMAN,SEAN",2
01:21,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
01:21,"SUB IN by CLARK,ANDREW",,,,,,,"SUB IN by CLARK,ANDREW",2
01:21,"SUB OUT by ACHIREM,OBED",,,,,,,"SUB OUT by ACHIREM,OBED",2
--,"REBOUND DEF by MANSFIELD,JEFFERY",,,,,,,"REBOUND DEF by MANSFIELD,JEFFERY",2
01:19,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
01:19,"GOOD FT by BIRD,BRYCE",65 (+14),,51,,WC 65-51 (-14),,"GOOD FT by BIRD,BRYCE",2
01:19,"GOOD FT by BIRD,BRYCE",66 (+15),,51,,WC 66-51 (-15),,"GOOD FT by BIRD,BRYCE",2
01:19,"SUB IN by ACHIREM,OBED",,,,,,,"SUB IN by ACHIREM,OBED",2
01:19,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
01:02,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
--,"REBOUND DEF by ACHIREM,OBED",,,,,,,"REBOUND DEF by ACHIREM,OBED",2
00:55,"MISS LAYUP by LEWIS,JAYDEN",,,,,,,"MISS LAYUP by LEWIS,JAYDEN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
00:46,"FOUL  by ACHIREM,OBED",,,,,,,"FOUL  by ACHIREM,OBED",2
00:46,,66 (+14),,52,"GOOD FT by COMAN,SEAN",HENDRIX 66-52 (-14),,"GOOD FT by COMAN,SEAN",2
00:46,,66 (+13),,53,"GOOD FT by COMAN,SEAN",HENDRIX 66-53 (-13),,"GOOD FT by COMAN,SEAN",2
00:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:46,"SUB IN by CLARK,ANDREW",,,,,,,"SUB IN by CLARK,ANDREW",2
00:46,"SUB OUT by ACHIREM,OBED",,,,,,,"SUB OUT by ACHIREM,OBED",2
00:46,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
00:46,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
00:44,"TURNOVER  by BIRD,BRYCE",,,,,,,"TURNOVER  by BIRD,BRYCE",2
00:44,"SUB IN by ACHIREM,OBED",,,,,,,"SUB IN by ACHIREM,OBED",2
00:44,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
00:42,"FOUL  by MANSFIELD,JEFFERY",,,,,,,"FOUL  by MANSFIELD,JEFFERY",2
00:41,,66 (+12),,54,"GOOD FT by STANLEY,SETH",HENDRIX 66-54 (-12),,"GOOD FT by STANLEY,SETH",2
00:41,,66 (+11),,55,"GOOD FT by STANLEY,SETH",HENDRIX 66-55 (-11),,"GOOD FT by STANLEY,SETH",2
00:41,,66 (+10),,56,"GOOD FT by STANLEY,SETH",HENDRIX 66-56 (-10),,"GOOD FT by STANLEY,SETH",2
00:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:41,"SUB IN by CLARK,ANDREW",,,,,,,"SUB IN by CLARK,ANDREW",2
00:41,"SUB OUT by ACHIREM,OBED",,,,,,,"SUB OUT by ACHIREM,OBED",2
00:24,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
00:24,"GOOD FT by LEWIS,JAYDEN",67 (+11),,56,,WC 67-56 (-11),,"GOOD FT by LEWIS,JAYDEN",2
00:24,"GOOD FT by LEWIS,JAYDEN",68 (+12),,56,,WC 68-56 (-12),,"GOOD FT by LEWIS,JAYDEN",2
00:24,"SUB IN by ACHIREM,OBED",,,,,,,"SUB IN by ACHIREM,OBED",2
00:24,"SUB OUT by CLARK,ANDREW",,,,,,,"SUB OUT by CLARK,ANDREW",2
00:18,,68 (+10),,58,"GOOD JUMPER by RYAN,JONATHAN(fastbreak)(in the paint)",HENDRIX 68-58 (-10),,"GOOD JUMPER by RYAN,JONATHAN(fastbreak)(in the paint)",2
00:10,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
00:10,"GOOD FT by BIRD,BRYCE",69 (+11),,58,,WC 69-58 (-11),,"GOOD FT by BIRD,BRYCE",2
00:10,"GOOD FT by BIRD,BRYCE",70 (+12),,58,,WC 70-58 (-12),,"GOOD FT by BIRD,BRYCE",2
00:05,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by ACHIREM,OBED",,,,,,,"REBOUND DEF by ACHIREM,OBED",2
