Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,BERRY,Game Score,Team Indicator,Play,Period
14:47,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
14:32,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
14:27,,,,,"MISS LAYUP by HONROTH,OWEN",,,"MISS LAYUP by HONROTH,OWEN",1
--,,,,,"REBOUND OFF by ELLIS,CHASE",,,"REBOUND OFF by ELLIS,CHASE",1
14:16,,,,,"MISS LAYUP by HONROTH,OWEN",,,"MISS LAYUP by HONROTH,OWEN",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
14:02,"GOOD 3PTR by STANLEY,SETH",8,,8,,HENDRIX 8-8 (0),,"GOOD 3PTR by STANLEY,SETH",1
13:42,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
13:28,"GOOD JUMPER by FITCH,CARL",10 (+2),,8,,HENDRIX 10-8 (+2),,"GOOD JUMPER by FITCH,CARL",1
13:06,,10,,10,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 10-10 (0),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"ASSIST  by RUSCIANO,ROBBIE",,,"ASSIST  by RUSCIANO,ROBBIE",1
12:46,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
12:38,,,,,"MISS 3PTR by HONROTH,OWEN",,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
12:27,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND DEF by RUSCIANO,ROBBIE",,,"REBOUND DEF by RUSCIANO,ROBBIE",1
12:12,,,,,"MISS JUMPER by JOHNSON,MICHAEL",,,"MISS JUMPER by JOHNSON,MICHAEL",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
12:05,"MISS LAYUP by COMAN,SEAN",,,,,,,"MISS LAYUP by COMAN,SEAN",1
12:05,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
12:05,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
12:05,,,,,"FOUL  by KRUEGER,JORDAN",,,"FOUL  by KRUEGER,JORDAN",1
12:05,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
12:05,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",1
12:05,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",1
12:05,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
12:05,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
12:05,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
12:05,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
12:05,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
12:05,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",1
12:05,,,,,"SUB IN by BENHAM,BRAXTON",,,"SUB IN by BENHAM,BRAXTON",1
12:05,,,,,"SUB IN by CAMPBELL,BLAKE",,,"SUB IN by CAMPBELL,BLAKE",1
12:05,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",1
12:05,,,,,"SUB OUT by JOHNSON,MICHAEL",,,"SUB OUT by JOHNSON,MICHAEL",1
12:05,,,,,"SUB OUT by HONROTH,OWEN",,,"SUB OUT by HONROTH,OWEN",1
12:05,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",1
12:05,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
12:00,"GOOD JUMPER by STANLEY,SETH(in the paint)",12 (+2),,10,,HENDRIX 12-10 (+2),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
11:28,,,,,"MISS JUMPER by CLARK,BRYCE",,,"MISS JUMPER by CLARK,BRYCE",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
11:13,"MISS LAYUP by DEITHLOFF,TYLER",,,,,,,"MISS LAYUP by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by CLARK,BRYCE",,,"REBOUND DEF by CLARK,BRYCE",1
11:02,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
10:50,,,,,"FOUL  by RUSCIANO,ROBBIE",,,"FOUL  by RUSCIANO,ROBBIE",1
10:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
10:50,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
10:50,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
10:50,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
10:50,,,,,"SUB OUT by RUSCIANO,ROBBIE",,,"SUB OUT by RUSCIANO,ROBBIE",1
10:38,"GOOD LAYUP by PARKS,JACKSON(in the paint)",14 (+4),,10,,HENDRIX 14-10 (+4),,"GOOD LAYUP by PARKS,JACKSON(in the paint)",1
10:16,,14 (+2),,12,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",BERRY 14-12 (+2),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",1
09:55,"MISS JUMPER by WEAKLEY,CARTER",,,,,,,"MISS JUMPER by WEAKLEY,CARTER",1
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",1
09:51,"FOUL  by WEAKLEY,CARTER",,,,,,,"FOUL  by WEAKLEY,CARTER",1
09:32,,,,,"FOUL  by CLARK,BRYCE",,,"FOUL  by CLARK,BRYCE",1
09:32,,,,,"TURNOVER  by CLARK,BRYCE",,,"TURNOVER  by CLARK,BRYCE",1
09:32,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
09:32,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
09:12,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",16 (+4),,12,,HENDRIX 16-12 (+4),,"GOOD JUMPER by DEITHLOFF,TYLER(in the paint)",1
08:55,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",1
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",1
08:43,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",1
08:43,,,,,"STEAL  by BENHAM,BRAXTON",,,"STEAL  by BENHAM,BRAXTON",1
08:39,,16 (+2),,14,"GOOD LAYUP by BENHAM,BRAXTON(fastbreak)(in the paint)",BERRY 16-14 (+2),,"GOOD LAYUP by BENHAM,BRAXTON(fastbreak)(in the paint)",1
08:14,"MISS 3PTR by ,DARVIS RASBERRY JR",,,,,,,"MISS 3PTR by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND DEF by BENHAM,BRAXTON",,,"REBOUND DEF by BENHAM,BRAXTON",1
08:00,,,,,"TURNOVER  by BENHAM,BRAXTON",,,"TURNOVER  by BENHAM,BRAXTON",1
08:00,,,,,"SUB IN by JOHNSON,MICHAEL",,,"SUB IN by JOHNSON,MICHAEL",1
08:00,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
08:00,,,,,"SUB OUT by BENHAM,BRAXTON",,,"SUB OUT by BENHAM,BRAXTON",1
08:00,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
07:46,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",1
--,,,,,"REBOUND DEF by CAMPBELL,BLAKE",,,"REBOUND DEF by CAMPBELL,BLAKE",1
07:41,,16,,16,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",BERRY 16-16 (0),,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",1
07:26,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
07:19,,,,,"TURNOVER  by ELLIS,CHASE",,,"TURNOVER  by ELLIS,CHASE",1
07:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:19,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
07:19,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",1
07:19,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
07:19,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
07:19,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
07:19,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
07:19,"SUB OUT by WEAKLEY,CARTER",,,,,,,"SUB OUT by WEAKLEY,CARTER",1
07:19,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
07:19,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",1
07:19,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
07:06,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",1
06:47,,,,,"MISS 3PTR by CAMPBELL,BLAKE",,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,,,,,"REBOUND OFF by BROOKS,AUSTIN",,,"REBOUND OFF by BROOKS,AUSTIN",1
06:32,,,,,"MISS LAYUP by BROOKS,AUSTIN",,,"MISS LAYUP by BROOKS,AUSTIN",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
06:23,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",1
06:22,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",1
06:22,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",1
06:05,,16,,18 (+2),"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",BERRY 16-18 (-2),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",1
06:04,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
06:04,,16,,19 (+3),"GOOD FT by CAMPBELL,BLAKE",BERRY 16-19 (-3),,"GOOD FT by CAMPBELL,BLAKE",1
06:04,,,,,"SUB IN by RUSCIANO,ROBBIE",,,"SUB IN by RUSCIANO,ROBBIE",1
06:04,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",1
05:56,"GOOD LAYUP by FITCH,CARL(in the paint)",18,,19 (+1),,HENDRIX 18-19 (-1),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
05:42,,18,,21 (+3),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 18-21 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"ASSIST  by CAMPBELL,BLAKE",,,"ASSIST  by CAMPBELL,BLAKE",1
05:24,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",1
05:24,,,,,"BLOCK  by BROOKS,AUSTIN",,,"BLOCK  by BROOKS,AUSTIN",1
--,,,,,"REBOUND DEF by BROOKS,AUSTIN",,,"REBOUND DEF by BROOKS,AUSTIN",1
05:02,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",1
05:02,,,,,"MISS FT by BROOKS,AUSTIN",,,"MISS FT by BROOKS,AUSTIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:02,,18,,22 (+4),"GOOD FT by BROOKS,AUSTIN",BERRY 18-22 (-4),,"GOOD FT by BROOKS,AUSTIN",1
05:02,,,,,"SUB IN by CLARK,BRYCE",,,"SUB IN by CLARK,BRYCE",1
05:02,,,,,"SUB IN by HONROTH,OWEN",,,"SUB IN by HONROTH,OWEN",1
05:02,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",1
05:02,,,,,"SUB OUT by CAMPBELL,BLAKE",,,"SUB OUT by CAMPBELL,BLAKE",1
04:42,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",1
--,,,,,"REBOUND DEF by RUSCIANO,ROBBIE",,,"REBOUND DEF by RUSCIANO,ROBBIE",1
04:35,,,,,"MISS LAYUP by ELLIS,CHASE",,,"MISS LAYUP by ELLIS,CHASE",1
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",1
04:28,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",1
04:10,,18,,24 (+6),"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",BERRY 18-24 (-6),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
03:50,"GOOD 3PTR by EATON,JACK",21,,24 (+3),,HENDRIX 21-24 (-3),,"GOOD 3PTR by EATON,JACK",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
03:38,"FOUL  by EATON,JACK",,,,,,,"FOUL  by EATON,JACK",1
03:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:38,,21,,25 (+4),"GOOD FT by JOHNSON,MICHAEL",BERRY 21-25 (-4),,"GOOD FT by JOHNSON,MICHAEL",1
03:38,,,,,"MISS FT by JOHNSON,MICHAEL",,,"MISS FT by JOHNSON,MICHAEL",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
03:38,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",1
03:38,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
03:38,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
03:38,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
03:38,,,,,"SUB IN by KRUEGER,JORDAN",,,"SUB IN by KRUEGER,JORDAN",1
03:38,,,,,"SUB OUT by ELLIS,CHASE",,,"SUB OUT by ELLIS,CHASE",1
03:17,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",1
03:17,,,,,"BLOCK  by RUSCIANO,ROBBIE",,,"BLOCK  by RUSCIANO,ROBBIE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
03:09,,,,,"FOUL  by RUSCIANO,ROBBIE",,,"FOUL  by RUSCIANO,ROBBIE",1
03:09,"GOOD FT by STANLEY,SETH",22,,25 (+3),,HENDRIX 22-25 (-3),,"GOOD FT by STANLEY,SETH",1
03:09,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:09,"GOOD FT by STANLEY,SETH",23,,25 (+2),,HENDRIX 23-25 (-2),,"GOOD FT by STANLEY,SETH",1
02:53,,,,,"TURNOVER  by HONROTH,OWEN",,,"TURNOVER  by HONROTH,OWEN",1
02:26,"MISS 3PTR by WEAKLEY,CARTER",,,,,,,"MISS 3PTR by WEAKLEY,CARTER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:26,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
02:20,"FOUL  by WEAKLEY,CARTER",,,,,,,"FOUL  by WEAKLEY,CARTER",1
01:49,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",1
01:49,,,,,"SUB OUT by CLARK,BRYCE",,,"SUB OUT by CLARK,BRYCE",1
01:44,,,,,"TURNOVER  by JOHNSON,MICHAEL",,,"TURNOVER  by JOHNSON,MICHAEL",1
01:16,"MISS 3PTR by WEAKLEY,CARTER",,,,,,,"MISS 3PTR by WEAKLEY,CARTER",1
--,"REBOUND OFF by PARKS,JACKSON",,,,,,,"REBOUND OFF by PARKS,JACKSON",1
01:10,"GOOD JUMPER by PARKS,JACKSON(in the paint)",25,,25,,HENDRIX 25-25 (0),,"GOOD JUMPER by PARKS,JACKSON(in the paint)",1
00:43,,,,,"MISS LAYUP by BROOKS,AUSTIN",,,"MISS LAYUP by BROOKS,AUSTIN",1
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",1
00:38,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:38,,,,,"SUB IN by ELLIS,CHASE",,,"SUB IN by ELLIS,CHASE",1
00:38,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",1
00:38,,,,,"SUB OUT by RUSCIANO,ROBBIE",,,"SUB OUT by RUSCIANO,ROBBIE",1
00:38,,,,,"SUB OUT by KRUEGER,JORDAN",,,"SUB OUT by KRUEGER,JORDAN",1
00:33,"MISS 3PTR by WEAKLEY,CARTER",,,,,,,"MISS 3PTR by WEAKLEY,CARTER",1
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",1
00:04,,,,,"MISS 3PTR by JOHNSON,MICHAEL",,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:36,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
19:36,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",2
19:15,,25,,28 (+3),"GOOD 3PTR by ELLIS,CHASE",BERRY 25-28 (-3),,"GOOD 3PTR by ELLIS,CHASE",2
--,,,,,"ASSIST  by JOHNSON,MICHAEL",,,"ASSIST  by JOHNSON,MICHAEL",2
18:50,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",2
18:50,,,,,"STEAL  by HONROTH,OWEN",,,"STEAL  by HONROTH,OWEN",2
18:45,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
18:45,,25,,29 (+4),"GOOD FT by ELLIS,CHASE(fastbreak)",BERRY 25-29 (-4),,"GOOD FT by ELLIS,CHASE(fastbreak)",2
18:45,,25,,30 (+5),"GOOD FT by ELLIS,CHASE(fastbreak)",BERRY 25-30 (-5),,"GOOD FT by ELLIS,CHASE(fastbreak)",2
18:30,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
18:08,,,,,"MISS LAYUP by ELLIS,CHASE",,,"MISS LAYUP by ELLIS,CHASE",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:55,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by HONROTH,OWEN",,,"REBOUND DEF by HONROTH,OWEN",2
17:23,,,,,"MISS 3PTR by COSTAS,RILEY",,,"MISS 3PTR by COSTAS,RILEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:22,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
17:06,,,,,"FOUL  by HONROTH,OWEN",,,"FOUL  by HONROTH,OWEN",2
17:06,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:06,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JOHNSON,MICHAEL",,,"REBOUND DEF by JOHNSON,MICHAEL",2
16:44,,25,,32 (+7),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 25-32 (-7),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
16:29,"GOOD JUMPER by EATON,JACK(in the paint)",27,,32 (+5),,HENDRIX 27-32 (-5),,"GOOD JUMPER by EATON,JACK(in the paint)",2
16:18,,,,,"MISS 3PTR by ELLIS,CHASE",,,"MISS 3PTR by ELLIS,CHASE",2
--,,,,,"REBOUND OFF by JOHNSON,MICHAEL",,,"REBOUND OFF by JOHNSON,MICHAEL",2
16:15,,27,,35 (+8),"GOOD 3PTR by JOHNSON,MICHAEL",BERRY 27-35 (-8),,"GOOD 3PTR by JOHNSON,MICHAEL",2
16:00,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
16:00,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
16:00,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
15:46,,27,,37 (+10),"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",BERRY 27-37 (-10),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
15:23,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
15:02,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:39,"GOOD 3PTR by STANLEY,SETH",30,,37 (+7),,HENDRIX 30-37 (-7),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
14:12,,30,,40 (+10),"GOOD 3PTR by ELLIS,CHASE",BERRY 30-40 (-10),,"GOOD 3PTR by ELLIS,CHASE",2
--,,,,,"ASSIST  by BROOKS,AUSTIN",,,"ASSIST  by BROOKS,AUSTIN",2
13:48,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,,,,,"REBOUND DEF by ELLIS,CHASE",,,"REBOUND DEF by ELLIS,CHASE",2
