Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
01:25,,,,,"MISS FT by ,DARVIS RASBERRY JR",,,"MISS FT by ,DARVIS RASBERRY JR",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
01:18,"MISS LAYUP by WALKER,JEFFERSON",,,,,,,"MISS LAYUP by WALKER,JEFFERSON",1
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
01:00,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",1
01:00,,20,,43 (+23),"GOOD FT by STANLEY,SETH",HENDRIX 20-43 (+23),,"GOOD FT by STANLEY,SETH",1
01:00,,20,,44 (+24),"GOOD FT by STANLEY,SETH",HENDRIX 20-44 (+24),,"GOOD FT by STANLEY,SETH",1
01:00,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",1
01:00,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
00:45,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",1
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",1
00:31,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",,,"MISS JUMPER by ,DARVIS RASBERRY JR",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
00:02,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
00:02,,,,,"STEAL  by MCMULLIN,COLTON",,,"STEAL  by MCMULLIN,COLTON",1
00:02,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",1
00:02,,20,,45 (+25),"GOOD FT by MCMULLIN,COLTON",HENDRIX 20-45 (+25),,"GOOD FT by MCMULLIN,COLTON",1
00:02,,20,,46 (+26),"GOOD FT by MCMULLIN,COLTON",HENDRIX 20-46 (+26),,"GOOD FT by MCMULLIN,COLTON",1
00:00,"MISS JUMPER by FITZGERALD,DAVID",,,,,,,"MISS JUMPER by FITZGERALD,DAVID",1
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",1
20:00,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
20:00,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
20:00,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
20:00,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
20:00,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
20:00,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
19:49,"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",22,,46 (+24),,RHODES 22-46 (+24),,"GOOD LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
--,"ASSIST  by COOK,JEREMIAH",,,,,,,"ASSIST  by COOK,JEREMIAH",2
19:32,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
19:32,,22,,47 (+25),"GOOD FT by STANLEY,SETH",HENDRIX 22-47 (+25),,"GOOD FT by STANLEY,SETH",2
19:32,,22,,48 (+26),"GOOD FT by STANLEY,SETH",HENDRIX 22-48 (+26),,"GOOD FT by STANLEY,SETH",2
19:19,,,,,"MISS 3PTR by PARKS,JACKSON",,,"MISS 3PTR by PARKS,JACKSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:08,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
18:56,,,,,"MISS JUMPER by PARKS,JACKSON",,,"MISS JUMPER by PARKS,JACKSON",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
18:40,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,"REBOUND OFF by AESCHLIMAN,SETH",,,,,,,"REBOUND OFF by AESCHLIMAN,SETH",2
18:31,"GOOD JUMPER by COOK,JEREMIAH",24,,48 (+24),,RHODES 24-48 (+24),,"GOOD JUMPER by COOK,JEREMIAH",2
18:10,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
18:10,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
18:10,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
18:01,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
17:32,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
17:21,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
17:21,,24,,49 (+25),"GOOD FT by PARKS,JACKSON",HENDRIX 24-49 (+25),,"GOOD FT by PARKS,JACKSON",2
17:21,,24,,50 (+26),"GOOD FT by PARKS,JACKSON",HENDRIX 24-50 (+26),,"GOOD FT by PARKS,JACKSON",2
17:21,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
17:21,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
17:21,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
17:21,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",2
17:05,"FOUL  by FITZGERALD,DAVID",,,,,,,"FOUL  by FITZGERALD,DAVID",2
16:40,"MISS JUMPER by WALKER,JEFFERSON",,,,,,,"MISS JUMPER by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
16:29,,24,,52 (+28),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 24-52 (+28),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
16:26,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
16:26,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
16:26,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
16:12,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
16:09,,24,,55 (+31),"GOOD 3PTR by STANLEY,SETH",HENDRIX 24-55 (+31),,"GOOD 3PTR by STANLEY,SETH",2
15:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:36,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
15:36,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
15:28,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
15:28,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:28,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
15:28,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
15:28,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",2
15:28,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
15:28,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
15:18,"MISS 3PTR by WHITE,ELIJAH",,,,,,,"MISS 3PTR by WHITE,ELIJAH",2
--,"REBOUND OFF by JAMES,MAC",,,,,,,"REBOUND OFF by JAMES,MAC",2
15:14,"GOOD TIPIN by JAMES,MAC(in the paint)",26,,55 (+29),,RHODES 26-55 (+29),,"GOOD TIPIN by JAMES,MAC(in the paint)",2
15:06,,26,,57 (+31),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 26-57 (+31),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by RYAN,JONATHAN",,,"ASSIST  by RYAN,JONATHAN",2
14:54,"GOOD JUMPER by GEORGETOWN II,ARNESS",28,,57 (+29),,RHODES 28-57 (+29),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,"ASSIST  by CLAYTON,TJ",,,,,,,"ASSIST  by CLAYTON,TJ",2
14:47,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
14:47,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
14:42,,28,,59 (+31),"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HENDRIX 28-59 (+31),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
14:27,"MISS JUMPER by CLAYTON,TJ",,,,,,,"MISS JUMPER by CLAYTON,TJ",2
14:27,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:21,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
14:21,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
14:21,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
14:21,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
14:10,"MISS 3PTR by FITZGERALD,DAVID",,,,,,,"MISS 3PTR by FITZGERALD,DAVID",2
--,"REBOUND OFF by FITZGERALD,DAVID",,,,,,,"REBOUND OFF by FITZGERALD,DAVID",2
14:02,"GOOD 3PTR by JAMES,MAC",31,,59 (+28),,RHODES 31-59 (+28),,"GOOD 3PTR by JAMES,MAC",2
--,"ASSIST  by FITZGERALD,DAVID",,,,,,,"ASSIST  by FITZGERALD,DAVID",2
13:50,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
13:49,"STEAL  by FITZGERALD,DAVID",,,,,,,"STEAL  by FITZGERALD,DAVID",2
13:44,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
13:44,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
13:44,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
13:34,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",2
13:33,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
13:33,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
13:27,,31,,61 (+30),"GOOD LAYUP by RYAN,JONATHAN(fastbreak)(in the paint)",HENDRIX 31-61 (+30),,"GOOD LAYUP by RYAN,JONATHAN(fastbreak)(in the paint)",2
13:14,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",2
13:10,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
13:10,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
13:10,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",2
13:10,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
13:03,,31,,63 (+32),"GOOD JUMPER by ,DARVIS RASBERRY JR(in the paint)",HENDRIX 31-63 (+32),,"GOOD JUMPER by ,DARVIS RASBERRY JR(in the paint)",2
12:48,"GOOD 3PTR by FITZGERALD,DAVID",34,,63 (+29),,RHODES 34-63 (+29),,"GOOD 3PTR by FITZGERALD,DAVID",2
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",2
12:12,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
12:11,"STEAL  by GEORGETOWN II,ARNESS",,,,,,,"STEAL  by GEORGETOWN II,ARNESS",2
12:07,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
12:07,"GOOD FT by FITZGERALD,DAVID",35,,63 (+28),,RHODES 35-63 (+28),,"GOOD FT by FITZGERALD,DAVID",2
12:07,"GOOD FT by FITZGERALD,DAVID",36,,63 (+27),,RHODES 36-63 (+27),,"GOOD FT by FITZGERALD,DAVID",2
12:07,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
12:07,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
12:07,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:07,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
11:59,,,,,"TURNOVER  by MCMULLIN,COLTON",,,"TURNOVER  by MCMULLIN,COLTON",2
11:57,"STEAL  by COOK,JEREMIAH",,,,,,,"STEAL  by COOK,JEREMIAH",2
11:55,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by WILLIAMS,JAYSON",,,,,,,"REBOUND OFF by WILLIAMS,JAYSON",2
11:49,"GOOD TIPIN by WILLIAMS,JAYSON(in the paint)",38,,63 (+25),,RHODES 38-63 (+25),,"GOOD TIPIN by WILLIAMS,JAYSON(in the paint)",2
11:42,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
11:40,"STEAL  by FITZGERALD,DAVID",,,,,,,"STEAL  by FITZGERALD,DAVID",2
11:38,"MISS JUMPER by FITZGERALD,DAVID",,,,,,,"MISS JUMPER by FITZGERALD,DAVID",2
--,"REBOUND OFF by WILLIAMS,JAYSON",,,,,,,"REBOUND OFF by WILLIAMS,JAYSON",2
11:27,"MISS 3PTR by FITZGERALD,DAVID",,,,,,,"MISS 3PTR by FITZGERALD,DAVID",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
11:07,,,,,"MISS LAYUP by RYAN,JONATHAN",,,"MISS LAYUP by RYAN,JONATHAN",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
11:02,"MISS 3PTR by FITZGERALD,DAVID",,,,,,,"MISS 3PTR by FITZGERALD,DAVID",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
10:48,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",2
10:48,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:48,,38,,64 (+26),"GOOD FT by ,DARVIS RASBERRY JR",HENDRIX 38-64 (+26),,"GOOD FT by ,DARVIS RASBERRY JR",2
10:48,,,,,"MISS FT by ,DARVIS RASBERRY JR",,,"MISS FT by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",2
10:48,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
10:48,"SUB OUT by FITZGERALD,DAVID",,,,,,,"SUB OUT by FITZGERALD,DAVID",2
10:48,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
10:48,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
10:48,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
10:48,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
10:48,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
10:48,,,,,"SUB OUT by MCMULLIN,COLTON",,,"SUB OUT by MCMULLIN,COLTON",2
10:42,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
10:37,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
10:34,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
10:31,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
10:26,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
10:23,"MISS JUMPER by SHEN,KEVIN",,,,,,,"MISS JUMPER by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
10:08,,38,,67 (+29),"GOOD 3PTR by STANLEY,SETH",HENDRIX 38-67 (+29),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",2
09:45,"MISS JUMPER by COOK,JEREMIAH",,,,,,,"MISS JUMPER by COOK,JEREMIAH",2
--,"REBOUND OFF by WALKER,JEFFERSON",,,,,,,"REBOUND OFF by WALKER,JEFFERSON",2
09:37,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
09:34,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:25,"GOOD FT by WALKER,JEFFERSON",39,,67 (+28),,RHODES 39-67 (+28),,"GOOD FT by WALKER,JEFFERSON",2
09:25,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
09:25,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
09:25,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
09:25,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
09:24,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
09:24,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
09:22,"MISS JUMPER by AESCHLIMAN,SETH",,,,,,,"MISS JUMPER by AESCHLIMAN,SETH",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
08:52,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
08:37,"TURNOVER  by AESCHLIMAN,SETH",,,,,,,"TURNOVER  by AESCHLIMAN,SETH",2
08:36,,,,,"STEAL  by EATON,JACK",,,"STEAL  by EATON,JACK",2
08:25,,39,,70 (+31),"GOOD 3PTR by STANLEY,SETH",HENDRIX 39-70 (+31),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",2
08:22,"FOUL  by COOK,JEREMIAH",,,,,,,"FOUL  by COOK,JEREMIAH",2
08:22,,39,,71 (+32),"GOOD FT by STANLEY,SETH",HENDRIX 39-71 (+32),,"GOOD FT by STANLEY,SETH",2
08:22,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
08:22,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
08:22,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
08:22,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
08:22,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",2
08:22,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
08:22,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",2
08:22,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
08:22,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
08:22,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
08:22,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
08:22,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
08:06,"MISS JUMPER by WHITE,ELIJAH",,,,,,,"MISS JUMPER by WHITE,ELIJAH",2
08:06,,,,,"BLOCK  by PARKS,JACKSON",,,"BLOCK  by PARKS,JACKSON",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
07:59,"MISS 3PTR by WHITE,ELIJAH",,,,,,,"MISS 3PTR by WHITE,ELIJAH",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
07:44,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by FITZGERALD,DAVID",,,,,,,"REBOUND DEF by FITZGERALD,DAVID",2
07:37,"TURNOVER  by FITZGERALD,DAVID",,,,,,,"TURNOVER  by FITZGERALD,DAVID",2
07:37,"FOUL  by FITZGERALD,DAVID",,,,,,,"FOUL  by FITZGERALD,DAVID",2
07:37,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:37,,,,,"SUB IN by MCMULLIN,COLTON",,,"SUB IN by MCMULLIN,COLTON",2
07:37,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
07:37,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
07:37,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
07:37,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
07:37,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
07:14,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
07:09,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",2
06:39,,,,,"MISS JUMPER by RYAN,JONATHAN",,,"MISS JUMPER by RYAN,JONATHAN",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
06:20,"GOOD JUMPER by FITZGERALD,DAVID",41,,71 (+30),,RHODES 41-71 (+30),,"GOOD JUMPER by FITZGERALD,DAVID",2
--,"ASSIST  by WILLIAMS,ZAVIEN",,,,,,,"ASSIST  by WILLIAMS,ZAVIEN",2
06:05,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
06:04,"STEAL  by WHITE,ELIJAH",,,,,,,"STEAL  by WHITE,ELIJAH",2
05:55,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",2
05:53,,,,,"STEAL  by WEAKLEY,CARTER",,,"STEAL  by WEAKLEY,CARTER",2
05:50,,41,,73 (+32),"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",HENDRIX 41-73 (+32),,"GOOD LAYUP by MCMULLIN,COLTON(in the paint)",2
--,,,,,"ASSIST  by WEAKLEY,CARTER",,,"ASSIST  by WEAKLEY,CARTER",2
05:35,"GOOD JUMPER by FITZGERALD,DAVID",43,,73 (+30),,RHODES 43-73 (+30),,"GOOD JUMPER by FITZGERALD,DAVID",2
05:17,,,,,"MISS 3PTR by WEAKLEY,CARTER",,,"MISS 3PTR by WEAKLEY,CARTER",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
05:04,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
04:47,,43,,75 (+32),"GOOD JUMPER by ,DARVIS RASBERRY JR",HENDRIX 43-75 (+32),,"GOOD JUMPER by ,DARVIS RASBERRY JR",2
04:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:43,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
04:43,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
04:43,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
04:43,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
04:43,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
04:43,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
04:43,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
04:43,"SUB OUT by FITZGERALD,DAVID",,,,,,,"SUB OUT by FITZGERALD,DAVID",2
04:43,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
04:43,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
04:43,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
04:43,,,,,"SUB OUT by ,DARVIS RASBERRY JR",,,"SUB OUT by ,DARVIS RASBERRY JR",2
04:18,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:13,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
04:13,,,,,"MISS FT by DEITHLOFF,TYLER",,,"MISS FT by DEITHLOFF,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:13,,,,,"MISS FT by DEITHLOFF,TYLER",,,"MISS FT by DEITHLOFF,TYLER",2
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",2
04:13,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
04:13,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
