Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
18:40,"MISS LAYUP by CONRAD,ALEX",,,,,,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
18:30,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:20,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
18:09,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND DEF by EATON,JACK",,,,,,,"REBOUND DEF by EATON,JACK",2
17:54,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
17:54,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:54,"GOOD FT by STANLEY,SETH",38 (+1),,37,,HENDRIX 38-37 (+1),,"GOOD FT by STANLEY,SETH",2
17:43,,38,,39 (+1),"GOOD JUMPER by KOCH,WILL",OU 38-39 (-1),,"GOOD JUMPER by KOCH,WILL",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
17:30,"GOOD LAYUP by CONRAD,ALEX(in the paint)",40 (+1),,39,,HENDRIX 40-39 (+1),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",2
17:18,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",2
17:10,"GOOD JUMPER by STANLEY,SETH(fastbreak)(in the paint)",42 (+3),,39,,HENDRIX 42-39 (+3),,"GOOD JUMPER by STANLEY,SETH(fastbreak)(in the paint)",2
16:44,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
16:30,"MISS 3PTR by DEITHLOFF,TYLER",,,,,,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
16:15,,,,,"MISS JUMPER by JENEI,RYAN",,,"MISS JUMPER by JENEI,RYAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
16:04,"GOOD JUMPER by COMAN,SEAN(in the paint)",44 (+5),,39,,HENDRIX 44-39 (+5),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
15:43,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
15:40,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
15:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:40,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
15:40,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
15:40,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
15:40,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
15:40,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
15:40,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
15:40,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
15:40,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
15:40,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
15:40,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
15:35,"TURNOVER  by ,DARVIS RASBERRY JR",,,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",2
15:35,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
15:26,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",2
15:26,"BLOCK  by RYAN,JONATHAN",,,,,,,"BLOCK  by RYAN,JONATHAN",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
15:12,"MISS JUMPER by PARKS,JACKSON",,,,,,,"MISS JUMPER by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
15:11,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",2
15:05,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,,,,,"REBOUND OFF by CHAMBERS,DIMETRI",,,"REBOUND OFF by CHAMBERS,DIMETRI",2
14:45,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:19,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
14:19,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",2
14:04,,44 (+3),,41,"GOOD JUMPER by FOSTER,LANE(in the paint)",OU 44-41 (+3),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
14:04,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
14:04,,44 (+2),,42,"GOOD FT by FOSTER,LANE",OU 44-42 (+2),,"GOOD FT by FOSTER,LANE",2
14:04,,,,,"SUB IN by BENNEFIELD,DYLAN",,,"SUB IN by BENNEFIELD,DYLAN",2
14:04,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
13:59,"GOOD LAYUP by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",46 (+4),,42,,HENDRIX 46-42 (+4),,"GOOD LAYUP by ,DARVIS RASBERRY JR(fastbreak)(in the paint)",2
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",2
13:59,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
13:57,"GOOD FT by ,DARVIS RASBERRY JR(fastbreak)",47 (+5),,42,,HENDRIX 47-42 (+5),,"GOOD FT by ,DARVIS RASBERRY JR(fastbreak)",2
13:57,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",2
13:57,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
13:44,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
13:44,"STEAL  by DEITHLOFF,TYLER",,,,,,,"STEAL  by DEITHLOFF,TYLER",2
13:39,"GOOD 3PTR by STANLEY,SETH(fastbreak)",50 (+8),,42,,HENDRIX 50-42 (+8),,"GOOD 3PTR by STANLEY,SETH(fastbreak)",2
--,"ASSIST  by DEITHLOFF,TYLER",,,,,,,"ASSIST  by DEITHLOFF,TYLER",2
13:20,,50 (+6),,44,"GOOD JUMPER by EZIGBO,UBA(in the paint)",OU 50-44 (+6),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
13:04,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",52 (+8),,44,,HENDRIX 52-44 (+8),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",2
--,"ASSIST  by WEAKLEY,CARTER",,,,,,,"ASSIST  by WEAKLEY,CARTER",2
13:04,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
13:04,"GOOD FT by ,DARVIS RASBERRY JR",53 (+9),,44,,HENDRIX 53-44 (+9),,"GOOD FT by ,DARVIS RASBERRY JR",2
13:04,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
13:04,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
13:04,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
13:04,,,,,"SUB OUT by BENNEFIELD,DYLAN",,,"SUB OUT by BENNEFIELD,DYLAN",2
12:47,,53 (+7),,46,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",OU 53-46 (+7),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
12:47,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
12:47,,53 (+6),,47,"GOOD FT by CHAMBERS,DIMETRI",OU 53-47 (+6),,"GOOD FT by CHAMBERS,DIMETRI",2
12:44,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
12:36,"MISS LAYUP by ,DARVIS RASBERRY JR",,,,,,,"MISS LAYUP by ,DARVIS RASBERRY JR",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:24,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:22,"FOUL  by ,DARVIS RASBERRY JR",,,,,,,"FOUL  by ,DARVIS RASBERRY JR",2
12:22,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
12:22,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",2
12:07,,53 (+4),,49,"GOOD JUMPER by EZIGBO,UBA(in the paint)",OU 53-49 (+4),,"GOOD JUMPER by EZIGBO,UBA(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
11:51,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:51,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
11:51,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
11:27,,53 (+1),,52,"GOOD 3PTR by MURRAH,JACK",OU 53-52 (+1),,"GOOD 3PTR by MURRAH,JACK",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
11:11,"TURNOVER  by PARKS,JACKSON",,,,,,,"TURNOVER  by PARKS,JACKSON",2
11:11,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
11:11,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
11:11,"SUB OUT by WEAKLEY,CARTER",,,,,,,"SUB OUT by WEAKLEY,CARTER",2
11:11,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
10:49,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
10:26,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
10:01,,,,,"TURNOVER  by MURRAH,JACK",,,"TURNOVER  by MURRAH,JACK",2
09:39,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
09:39,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
09:37,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
09:37,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
09:33,,53,,54 (+1),"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OU 53-54 (-1),,"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
09:24,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
09:24,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
09:20,,53,,56 (+3),"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OU 53-56 (-3),,"GOOD JUMPER by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
09:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
09:10,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
09:10,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
08:52,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
08:52,,,,,"BLOCK  by CHAMBERS,DIMETRI",,,"BLOCK  by CHAMBERS,DIMETRI",2
--,"REBOUND OFF by COMAN,SEAN",,,,,,,"REBOUND OFF by COMAN,SEAN",2
08:47,"GOOD 3PTR by PARKS,JACKSON",56,,56,,HENDRIX 56-56 (0),,"GOOD 3PTR by PARKS,JACKSON",2
08:31,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
08:31,"BLOCK  by PARKS,JACKSON",,,,,,,"BLOCK  by PARKS,JACKSON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:25,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
08:08,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
07:58,,56,,59 (+3),"GOOD 3PTR by EZIGBO,UBA",OU 56-59 (-3),,"GOOD 3PTR by EZIGBO,UBA",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
07:35,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
07:23,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
07:23,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
07:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:23,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
07:23,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
06:52,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
06:51,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
06:51,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
06:30,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",2
06:30,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:26,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
06:12,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
06:12,"GOOD FT by COMAN,SEAN",57,,59 (+2),,HENDRIX 57-59 (-2),,"GOOD FT by COMAN,SEAN",2
06:12,"GOOD FT by COMAN,SEAN",58,,59 (+1),,HENDRIX 58-59 (-1),,"GOOD FT by COMAN,SEAN",2
06:12,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
06:12,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
05:57,,58,,62 (+4),"GOOD 3PTR by SONE,CARLOS",OU 58-62 (-4),,"GOOD 3PTR by SONE,CARLOS",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
05:37,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
05:18,,58,,64 (+6),"GOOD LAYUP by JENEI,RYAN(in the paint)",OU 58-64 (-6),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
04:55,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
04:52,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
04:45,,58,,67 (+9),"GOOD 3PTR by MURRAH,JACK(fastbreak)",OU 58-67 (-9),,"GOOD 3PTR by MURRAH,JACK(fastbreak)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
04:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:30,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
04:30,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
04:30,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
04:30,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
04:30,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
04:30,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
04:30,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
04:30,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
04:29,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",2
04:29,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
04:22,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
04:10,"GOOD LAYUP by STANLEY,SETH(in the paint)",60,,67 (+7),,HENDRIX 60-67 (-7),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
04:10,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
04:09,"MISS FT by STANLEY,SETH",,,,,,,"MISS FT by STANLEY,SETH",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
03:53,,60,,70 (+10),"GOOD 3PTR by MURRAH,JACK",OU 60-70 (-10),,"GOOD 3PTR by MURRAH,JACK",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
03:33,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
03:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:33,"GOOD FT by STANLEY,SETH",61,,70 (+9),,HENDRIX 61-70 (-9),,"GOOD FT by STANLEY,SETH",2
03:33,"GOOD FT by STANLEY,SETH",62,,70 (+8),,HENDRIX 62-70 (-8),,"GOOD FT by STANLEY,SETH",2
03:33,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
03:33,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
03:13,,62,,73 (+11),"GOOD 3PTR by EZIGBO,UBA",OU 62-73 (-11),,"GOOD 3PTR by EZIGBO,UBA",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
02:43,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
02:25,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
02:14,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
01:49,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by PARKS,JACKSON",,,,,,,"REBOUND DEF by PARKS,JACKSON",2
01:37,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
01:33,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
01:33,,62,,74 (+12),"GOOD FT by CHAMBERS,DIMETRI",OU 62-74 (-12),,"GOOD FT by CHAMBERS,DIMETRI",2
01:33,,62,,75 (+13),"GOOD FT by CHAMBERS,DIMETRI",OU 62-75 (-13),,"GOOD FT by CHAMBERS,DIMETRI",2
01:33,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
01:33,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",2
01:33,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",2
01:33,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
01:33,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
01:33,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
01:27,"GOOD JUMPER by COMAN,SEAN(in the paint)",64,,75 (+11),,HENDRIX 64-75 (-11),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
01:26,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:26,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
01:26,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
01:18,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
01:18,,64,,76 (+12),"GOOD FT by CHAMBERS,DIMETRI",OU 64-76 (-12),,"GOOD FT by CHAMBERS,DIMETRI",2
01:18,,64,,77 (+13),"GOOD FT by CHAMBERS,DIMETRI",OU 64-77 (-13),,"GOOD FT by CHAMBERS,DIMETRI",2
01:18,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
01:18,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
01:11,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:09,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
01:09,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
00:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:56,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
00:56,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",2
00:56,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
00:56,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
00:56,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
00:56,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
00:56,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
00:56,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
00:56,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
00:56,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
00:38,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:38,,,,,"SUB IN by O'DONOGHUE,TYLER",,,"SUB IN by O'DONOGHUE,TYLER",2
00:38,,,,,"SUB IN by BAILEY,FRANKLIN",,,"SUB IN by BAILEY,FRANKLIN",2
00:38,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
00:38,,,,,"SUB IN by CONROY,DREW",,,"SUB IN by CONROY,DREW",2
00:38,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",2
00:38,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
00:38,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
00:38,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
00:38,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
00:38,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
00:26,"MISS 3PTR by PARKS,JACKSON",,,,,,,"MISS 3PTR by PARKS,JACKSON",2
--,,,,,"REBOUND DEF by BAILEY,FRANKLIN",,,"REBOUND DEF by BAILEY,FRANKLIN",2
