Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,DALLAS,Game Score,Team Indicator,Play,Period
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
16:26,,,,,"MISS LAYUP by TOUSSAINT,LETRELL",,,"MISS LAYUP by TOUSSAINT,LETRELL",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
16:14,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND OFF by ,DARVIS RASBERRY JR",2
16:07,"GOOD 3PTR by STANLEY,SETH",54 (+20),,34,,HENDRIX 54-34 (+20),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by ,DARVIS RASBERRY JR",,,,,,,"ASSIST  by ,DARVIS RASBERRY JR",2
15:53,,,,,"MISS JUMPER by LOVE,JAI",,,"MISS JUMPER by LOVE,JAI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:53,"FOUL  by PARKS,JACKSON",,,,,,,"FOUL  by PARKS,JACKSON",2
15:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:53,,54 (+19),,35,"GOOD FT by LOVE,JAI",DALLAS 54-35 (+19),,"GOOD FT by LOVE,JAI",2
15:53,,54 (+18),,36,"GOOD FT by LOVE,JAI",DALLAS 54-36 (+18),,"GOOD FT by LOVE,JAI",2
15:53,,,,,"SUB IN by BOYLE,JACK",,,"SUB IN by BOYLE,JACK",2
15:53,,,,,"SUB OUT by TOUSSAINT,LETRELL",,,"SUB OUT by TOUSSAINT,LETRELL",2
15:42,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
15:42,,,,,"STEAL  by JUAREZ,MARCUS",,,"STEAL  by JUAREZ,MARCUS",2
15:27,,,,,"MISS LAYUP by LOVE,JAI",,,"MISS LAYUP by LOVE,JAI",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
15:23,"MISS LAYUP by ,DARVIS RASBERRY JR",,,,,,,"MISS LAYUP by ,DARVIS RASBERRY JR",2
--,"REBOUND OFF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND OFF by ,DARVIS RASBERRY JR",2
15:19,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",56 (+20),,36,,HENDRIX 56-36 (+20),,"GOOD LAYUP by ,DARVIS RASBERRY JR(in the paint)",2
15:06,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",2
15:06,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
15:01,,,,,"MISS JUMPER by LOVE,JAI",,,"MISS JUMPER by LOVE,JAI",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
14:51,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",2
14:51,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
14:44,"MISS 3PTR by ,DARVIS RASBERRY JR",,,,,,,"MISS 3PTR by ,DARVIS RASBERRY JR",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
14:39,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by DEITHLOFF,TYLER",,,,,,,"REBOUND OFF by DEITHLOFF,TYLER",2
14:34,"TURNOVER  by DEITHLOFF,TYLER",,,,,,,"TURNOVER  by DEITHLOFF,TYLER",2
14:29,,,,,"TURNOVER  by JR,LOUIS CHRISTIFANO",,,"TURNOVER  by JR,LOUIS CHRISTIFANO",2
14:29,"STEAL  by COMAN,SEAN",,,,,,,"STEAL  by COMAN,SEAN",2
14:16,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
14:16,,,,,"BLOCK  by BOYLE,JACK",,,"BLOCK  by BOYLE,JACK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:16,"SUB IN by MCMULLIN,COLTON",,,,,,,"SUB IN by MCMULLIN,COLTON",2
14:16,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
14:16,,,,,"SUB IN by WASHINGTON,UNIIKYE",,,"SUB IN by WASHINGTON,UNIIKYE",2
14:16,,,,,"SUB OUT by JR,LOUIS CHRISTIFANO",,,"SUB OUT by JR,LOUIS CHRISTIFANO",2
14:10,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by LOVE,JAI",,,"REBOUND DEF by LOVE,JAI",2
14:03,,,,,"MISS LAYUP by LOVE,JAI",,,"MISS LAYUP by LOVE,JAI",2
--,,,,,"REBOUND OFF by BOYLE,JACK",,,"REBOUND OFF by BOYLE,JACK",2
13:58,,56 (+18),,38,"GOOD LAYUP by BOYLE,JACK(in the paint)",DALLAS 56-38 (+18),,"GOOD LAYUP by BOYLE,JACK(in the paint)",2
13:49,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",58 (+20),,38,,HENDRIX 58-38 (+20),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
13:35,,,,,"MISS LAYUP by JUAREZ,MARCUS",,,"MISS LAYUP by JUAREZ,MARCUS",2
--,,,,,"REBOUND OFF by HYDE,CAMERAN",,,"REBOUND OFF by HYDE,CAMERAN",2
13:21,,58 (+18),,40,"GOOD JUMPER by LOVE,JAI",DALLAS 58-40 (+18),,"GOOD JUMPER by LOVE,JAI",2
13:08,"MISS JUMPER by ,DARVIS RASBERRY JR",,,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:08,,,,,"FOUL  by LOVE,JAI",,,"FOUL  by LOVE,JAI",2
13:08,"MISS FT by ,DARVIS RASBERRY JR",,,,,,,"MISS FT by ,DARVIS RASBERRY JR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:08,"GOOD FT by ,DARVIS RASBERRY JR",59 (+19),,40,,HENDRIX 59-40 (+19),,"GOOD FT by ,DARVIS RASBERRY JR",2
13:08,,,,,"SUB IN by JR,LOUIS CHRISTIFANO",,,"SUB IN by JR,LOUIS CHRISTIFANO",2
13:08,,,,,"SUB OUT by HYDE,CAMERAN",,,"SUB OUT by HYDE,CAMERAN",2
12:51,,59 (+17),,42,"GOOD JUMPER by LOVE,JAI",DALLAS 59-42 (+17),,"GOOD JUMPER by LOVE,JAI",2
12:51,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
12:51,,59 (+16),,43,"GOOD FT by LOVE,JAI",DALLAS 59-43 (+16),,"GOOD FT by LOVE,JAI",2
12:51,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
12:51,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",2
12:33,,,,,"FOUL  by LOVE,JAI",,,"FOUL  by LOVE,JAI",2
12:18,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JUAREZ,MARCUS",,,"REBOUND DEF by JUAREZ,MARCUS",2
12:11,"FOUL  by MCMULLIN,COLTON",,,,,,,"FOUL  by MCMULLIN,COLTON",2
12:11,,59 (+15),,44,"GOOD FT by JR,LOUIS CHRISTIFANO(fastbreak)",DALLAS 59-44 (+15),,"GOOD FT by JR,LOUIS CHRISTIFANO(fastbreak)",2
12:11,,59 (+14),,45,"GOOD FT by JR,LOUIS CHRISTIFANO(fastbreak)",DALLAS 59-45 (+14),,"GOOD FT by JR,LOUIS CHRISTIFANO(fastbreak)",2
12:11,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
12:11,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",2
12:11,,,,,"SUB IN by HYDE,CAMERAN",,,"SUB IN by HYDE,CAMERAN",2
12:11,,,,,"SUB OUT by JUAREZ,MARCUS",,,"SUB OUT by JUAREZ,MARCUS",2
11:47,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,,,,,"REBOUND DEF by BOYLE,JACK",,,"REBOUND DEF by BOYLE,JACK",2
11:35,,,,,"TURNOVER  by LOVE,JAI",,,"TURNOVER  by LOVE,JAI",2
11:35,"STEAL  by RYAN,JONATHAN",,,,,,,"STEAL  by RYAN,JONATHAN",2
11:29,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
11:29,,,,,"STEAL  by BOYLE,JACK",,,"STEAL  by BOYLE,JACK",2
11:25,,59 (+12),,47,"GOOD DUNK by BOYLE,JACK(fastbreak)(in the paint)",DALLAS 59-47 (+12),,"GOOD DUNK by BOYLE,JACK(fastbreak)(in the paint)",2
11:19,"GOOD LAYUP by MCMULLIN,COLTON(fastbreak)(in the paint)",61 (+14),,47,,HENDRIX 61-47 (+14),,"GOOD LAYUP by MCMULLIN,COLTON(fastbreak)(in the paint)",2
11:19,,,,,"FOUL  by WASHINGTON,UNIIKYE",,,"FOUL  by WASHINGTON,UNIIKYE",2
11:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:19,"MISS FT by MCMULLIN,COLTON",,,,,,,"MISS FT by MCMULLIN,COLTON",2
--,,,,,"REBOUND DEF by JR,LOUIS CHRISTIFANO",,,"REBOUND DEF by JR,LOUIS CHRISTIFANO",2
11:00,,,,,"TURNOVER  by WASHINGTON,UNIIKYE",,,"TURNOVER  by WASHINGTON,UNIIKYE",2
10:48,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
10:48,,,,,"STEAL  by HYDE,CAMERAN",,,"STEAL  by HYDE,CAMERAN",2
10:32,,61 (+12),,49,"GOOD JUMPER by LOVE,JAI",DALLAS 61-49 (+12),,"GOOD JUMPER by LOVE,JAI",2
10:18,"MISS LAYUP by STANLEY,SETH",,,,,,,"MISS LAYUP by STANLEY,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:18,,,,,"FOUL  by BOYLE,JACK",,,"FOUL  by BOYLE,JACK",2
10:18,"GOOD FT by STANLEY,SETH",62 (+13),,49,,HENDRIX 62-49 (+13),,"GOOD FT by STANLEY,SETH",2
10:18,"GOOD FT by STANLEY,SETH",63 (+14),,49,,HENDRIX 63-49 (+14),,"GOOD FT by STANLEY,SETH",2
10:18,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",2
10:18,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
10:18,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",2
10:18,"SUB OUT by MCMULLIN,COLTON",,,,,,,"SUB OUT by MCMULLIN,COLTON",2
10:18,,,,,"SUB IN by JUAREZ,MARCUS",,,"SUB IN by JUAREZ,MARCUS",2
10:18,,,,,"SUB OUT by BOYLE,JACK",,,"SUB OUT by BOYLE,JACK",2
10:01,,,,,"MISS JUMPER by JR,LOUIS CHRISTIFANO",,,"MISS JUMPER by JR,LOUIS CHRISTIFANO",2
10:01,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:53,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",65 (+16),,49,,HENDRIX 65-49 (+16),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
09:53,,,,,"FOUL  by TOUSSAINT,LETRELL",,,"FOUL  by TOUSSAINT,LETRELL",2
09:53,"GOOD FT by STANLEY,SETH(fastbreak)",66 (+17),,49,,HENDRIX 66-49 (+17),,"GOOD FT by STANLEY,SETH(fastbreak)",2
09:52,,,,,"SUB IN by TOUSSAINT,LETRELL",,,"SUB IN by TOUSSAINT,LETRELL",2
09:52,,,,,"SUB OUT by WASHINGTON,UNIIKYE",,,"SUB OUT by WASHINGTON,UNIIKYE",2
09:43,,,,,"MISS JUMPER by LOVE,JAI",,,"MISS JUMPER by LOVE,JAI",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:38,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
09:38,,,,,"STEAL  by TOUSSAINT,LETRELL",,,"STEAL  by TOUSSAINT,LETRELL",2
09:28,,,,,"MISS 3PTR by JR,LOUIS CHRISTIFANO",,,"MISS 3PTR by JR,LOUIS CHRISTIFANO",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:03,,,,,"FOUL  by JUAREZ,MARCUS",,,"FOUL  by JUAREZ,MARCUS",2
09:03,"GOOD FT by CONRAD,ALEX",67 (+18),,49,,HENDRIX 67-49 (+18),,"GOOD FT by CONRAD,ALEX",2
09:03,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by JUAREZ,MARCUS",,,"REBOUND DEF by JUAREZ,MARCUS",2
09:03,,67 (+16),,51,"GOOD LAYUP by TOUSSAINT,LETRELL(in the paint)",DALLAS 67-51 (+16),,"GOOD LAYUP by TOUSSAINT,LETRELL(in the paint)",2
08:39,"GOOD LAYUP by COMAN,SEAN(in the paint)",69 (+18),,51,,HENDRIX 69-51 (+18),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
08:31,,,,,"MISS LAYUP by LOVE,JAI",,,"MISS LAYUP by LOVE,JAI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:31,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
08:31,,69 (+17),,52,"GOOD FT by LOVE,JAI(fastbreak)",DALLAS 69-52 (+17),,"GOOD FT by LOVE,JAI(fastbreak)",2
08:31,,69 (+16),,53,"GOOD FT by LOVE,JAI(fastbreak)",DALLAS 69-53 (+16),,"GOOD FT by LOVE,JAI(fastbreak)",2
08:26,,,,,"FOUL  by HYDE,CAMERAN",,,"FOUL  by HYDE,CAMERAN",2
08:26,"GOOD FT by STANLEY,SETH(fastbreak)",70 (+17),,53,,HENDRIX 70-53 (+17),,"GOOD FT by STANLEY,SETH(fastbreak)",2
08:26,"GOOD FT by STANLEY,SETH(fastbreak)",71 (+18),,53,,HENDRIX 71-53 (+18),,"GOOD FT by STANLEY,SETH(fastbreak)",2
08:06,,,,,"MISS 3PTR by JUAREZ,MARCUS",,,"MISS 3PTR by JUAREZ,MARCUS",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
08:00,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",73 (+20),,53,,HENDRIX 73-53 (+20),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
07:50,,,,,"TURNOVER  by LOVE,JAI",,,"TURNOVER  by LOVE,JAI",2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:50,,,,,"SUB IN by BOYLE,JACK",,,"SUB IN by BOYLE,JACK",2
07:50,,,,,"SUB OUT by TOUSSAINT,LETRELL",,,"SUB OUT by TOUSSAINT,LETRELL",2
07:33,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
07:28,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
07:23,"GOOD LAYUP by FITCH,CARL(in the paint)",75 (+22),,53,,HENDRIX 75-53 (+22),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
07:15,,,,,"MISS 3PTR by LOVE,JAI",,,"MISS 3PTR by LOVE,JAI",2
--,,,,,"REBOUND OFF by BOYLE,JACK",,,"REBOUND OFF by BOYLE,JACK",2
07:04,,,,,"MISS LAYUP by BOYLE,JACK",,,"MISS LAYUP by BOYLE,JACK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:01,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
06:59,,,,,"MISS FT by BOYLE,JACK",,,"MISS FT by BOYLE,JACK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:59,,,,,"MISS FT by BOYLE,JACK",,,"MISS FT by BOYLE,JACK",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
06:44,"GOOD LAYUP by CONRAD,ALEX(in the paint)",77 (+24),,53,,HENDRIX 77-53 (+24),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
06:33,,77 (+21),,56,"GOOD 3PTR by JUAREZ,MARCUS",DALLAS 77-56 (+21),,"GOOD 3PTR by JUAREZ,MARCUS",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
06:13,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
06:01,,77 (+19),,58,"GOOD LAYUP by LOVE,JAI(in the paint)",DALLAS 77-58 (+19),,"GOOD LAYUP by LOVE,JAI(in the paint)",2
--,,,,,"ASSIST  by BOYLE,JACK",,,"ASSIST  by BOYLE,JACK",2
06:01,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
06:01,,77 (+18),,59,"GOOD FT by LOVE,JAI",DALLAS 77-59 (+18),,"GOOD FT by LOVE,JAI",2
05:50,"GOOD LAYUP by STANLEY,SETH(in the paint)",79 (+20),,59,,HENDRIX 79-59 (+20),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
05:41,,79 (+18),,61,"GOOD JUMPER by JUAREZ,MARCUS",DALLAS 79-61 (+18),,"GOOD JUMPER by JUAREZ,MARCUS",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
05:18,"GOOD JUMPER by CONRAD,ALEX(in the paint)",81 (+20),,61,,HENDRIX 81-61 (+20),,"GOOD JUMPER by CONRAD,ALEX(in the paint)",2
05:05,,,,,"TURNOVER  by LOVE,JAI",,,"TURNOVER  by LOVE,JAI",2
05:05,"STEAL  by CONRAD,ALEX",,,,,,,"STEAL  by CONRAD,ALEX",2
04:54,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by LOVE,JAI",,,"REBOUND DEF by LOVE,JAI",2
04:48,,,,,"MISS 3PTR by HYDE,CAMERAN",,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
04:44,,,,,"FOUL TECH by BOYLE,JACK",,,"FOUL TECH by BOYLE,JACK",2
04:44,,,,,"FOUL  by BOYLE,JACK",,,"FOUL  by BOYLE,JACK",2
04:44,"FOUL TECH by CONRAD,ALEX",,,,,,,"FOUL TECH by CONRAD,ALEX",2
04:44,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
04:44,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
04:39,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
04:39,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
04:35,,,,,"FOUL  by JUAREZ,MARCUS",,,"FOUL  by JUAREZ,MARCUS",2
04:35,"GOOD FT by STANLEY,SETH",82 (+21),,61,,HENDRIX 82-61 (+21),,"GOOD FT by STANLEY,SETH",2
04:35,"GOOD FT by STANLEY,SETH",83 (+22),,61,,HENDRIX 83-61 (+22),,"GOOD FT by STANLEY,SETH",2
04:21,,,,,"MISS JUMPER by BOYLE,JACK",,,"MISS JUMPER by BOYLE,JACK",2
--,,,,,"REBOUND OFF by LOVE,JAI",,,"REBOUND OFF by LOVE,JAI",2
04:12,,,,,"MISS LAYUP by TOUSSAINT,LETRELL",,,"MISS LAYUP by TOUSSAINT,LETRELL",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
04:00,,,,,"SUB IN by TOUSSAINT,LETRELL",,,"SUB IN by TOUSSAINT,LETRELL",2
04:00,,,,,"SUB OUT by BOYLE,JACK",,,"SUB OUT by BOYLE,JACK",2
03:54,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",2
--,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",,,"REBOUND DEF by TOUSSAINT,LETRELL",2
03:44,,,,,"MISS JUMPER by HYDE,CAMERAN",,,"MISS JUMPER by HYDE,CAMERAN",2
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
03:29,"GOOD LAYUP by STANLEY,SETH(in the paint)",85 (+24),,61,,HENDRIX 85-61 (+24),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
03:20,,,,,"TURNOVER  by TOUSSAINT,LETRELL",,,"TURNOVER  by TOUSSAINT,LETRELL",2
03:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:20,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
03:20,"SUB IN by HURT,SEVAN",,,,,,,"SUB IN by HURT,SEVAN",2
03:20,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",2
03:20,"SUB IN by BOWER,CARSON",,,,,,,"SUB IN by BOWER,CARSON",2
03:20,"SUB IN by WEAVER,BRADEN",,,,,,,"SUB IN by WEAVER,BRADEN",2
03:20,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",2
03:20,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
03:20,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
03:20,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
03:20,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",2
02:48,"GOOD JUMPER by GIBSON,JASON",87 (+26),,61,,HENDRIX 87-61 (+26),,"GOOD JUMPER by GIBSON,JASON",2
02:39,,87 (+24),,63,"GOOD DUNK by TOUSSAINT,LETRELL(in the paint)",DALLAS 87-63 (+24),,"GOOD DUNK by TOUSSAINT,LETRELL(in the paint)",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
02:28,"MISS LAYUP by GIBSON,JASON",,,,,,,"MISS LAYUP by GIBSON,JASON",2
--,,,,,"REBOUND DEF by TOUSSAINT,LETRELL",,,"REBOUND DEF by TOUSSAINT,LETRELL",2
02:18,,,,,"MISS 3PTR by LOVE,JAI",,,"MISS 3PTR by LOVE,JAI",2
--,"REBOUND DEF by WEAKLEY,CARTER",,,,,,,"REBOUND DEF by WEAKLEY,CARTER",2
02:06,"MISS 3PTR by BOWER,CARSON",,,,,,,"MISS 3PTR by BOWER,CARSON",2
--,,,,,"REBOUND DEF by JR,LOUIS CHRISTIFANO",,,"REBOUND DEF by JR,LOUIS CHRISTIFANO",2
01:53,,87 (+21),,66,"GOOD 3PTR by HYDE,CAMERAN",DALLAS 87-66 (+21),,"GOOD 3PTR by HYDE,CAMERAN",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
01:38,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",89 (+23),,66,,HENDRIX 89-66 (+23),,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",2
--,"ASSIST  by BOWER,CARSON",,,,,,,"ASSIST  by BOWER,CARSON",2
01:28,,89 (+21),,68,"GOOD JUMPER by JR,LOUIS CHRISTIFANO(in the paint)",DALLAS 89-68 (+21),,"GOOD JUMPER by JR,LOUIS CHRISTIFANO(in the paint)",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
01:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:22,,,,,"SUB IN by TAYLOR,JACOB",,,"SUB IN by TAYLOR,JACOB",2
01:22,,,,,"SUB IN by PIZANA,AARON",,,"SUB IN by PIZANA,AARON",2
01:22,,,,,"SUB IN by DWYER,BLAKE",,,"SUB IN by DWYER,BLAKE",2
01:22,,,,,"SUB IN by HOLLOWAY,MATT",,,"SUB IN by HOLLOWAY,MATT",2
01:22,,,,,"SUB IN by DISARRO,CAYDEN",,,"SUB IN by DISARRO,CAYDEN",2
01:22,,,,,"SUB OUT by LOVE,JAI",,,"SUB OUT by LOVE,JAI",2
01:22,,,,,"SUB OUT by HYDE,CAMERAN",,,"SUB OUT by HYDE,CAMERAN",2
01:22,,,,,"SUB OUT by JR,LOUIS CHRISTIFANO",,,"SUB OUT by JR,LOUIS CHRISTIFANO",2
01:22,,,,,"SUB OUT by JUAREZ,MARCUS",,,"SUB OUT by JUAREZ,MARCUS",2
01:22,,,,,"SUB OUT by TOUSSAINT,LETRELL",,,"SUB OUT by TOUSSAINT,LETRELL",2
01:04,"GOOD LAYUP by HURT,SEVAN(in the paint)",91 (+23),,68,,HENDRIX 91-68 (+23),,"GOOD LAYUP by HURT,SEVAN(in the paint)",2
00:47,,,,,"MISS LAYUP by PIZANA,AARON",,,"MISS LAYUP by PIZANA,AARON",2
--,,,,,"REBOUND OFF by DISARRO,CAYDEN",,,"REBOUND OFF by DISARRO,CAYDEN",2
00:42,,91 (+21),,70,"GOOD LAYUP by DISARRO,CAYDEN(in the paint)",DALLAS 91-70 (+21),,"GOOD LAYUP by DISARRO,CAYDEN(in the paint)",2
00:34,"MISS 3PTR by WEAVER,BRADEN",,,,,,,"MISS 3PTR by WEAVER,BRADEN",2
--,,,,,"REBOUND DEF by HOLLOWAY,MATT",,,"REBOUND DEF by HOLLOWAY,MATT",2
00:21,,91 (+18),,73,"GOOD 3PTR by DWYER,BLAKE",DALLAS 91-73 (+18),,"GOOD 3PTR by DWYER,BLAKE",2
--,,,,,"ASSIST  by HOLLOWAY,MATT",,,"ASSIST  by HOLLOWAY,MATT",2
