Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
19:24,"GOOD TIPIN by COSTAS,RILEY(in the paint)",44 (+13),,31,,BERRY 44-31 (-13),,"GOOD TIPIN by COSTAS,RILEY(in the paint)",2
19:02,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
18:58,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
18:54,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
18:43,"MISS JUMPER by HONROTH,OWEN",,,,,,,"MISS JUMPER by HONROTH,OWEN",2
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",2
18:34,"GOOD LAYUP by HONROTH,OWEN(in the paint)",46 (+15),,31,,BERRY 46-31 (-15),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",2
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",2
18:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:05,,46 (+12),,34,"GOOD 3PTR by COMAN,SEAN",HENDRIX 46-34 (-12),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by CONRAD,ALEX",,,"ASSIST  by CONRAD,ALEX",2
17:37,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",2
17:35,,,,,"STEAL  by CONRAD,ALEX",,,"STEAL  by CONRAD,ALEX",2
17:33,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
17:21,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
17:06,,46 (+9),,37,"GOOD 3PTR by DEITHLOFF,TYLER",HENDRIX 46-37 (-9),,"GOOD 3PTR by DEITHLOFF,TYLER",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
17:03,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",2
17:03,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
17:03,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",2
17:03,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
17:03,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
17:03,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
16:52,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
16:41,,,,,"MISS 3PTR by ,DARVIS RASBERRY JR",,,"MISS 3PTR by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
16:25,"TURNOVER  by CRAFT,JAKE",,,,,,,"TURNOVER  by CRAFT,JAKE",2
16:23,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",2
16:18,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
16:11,"GOOD LAYUP by ELLIS,CHASE(fastbreak)(in the paint)",48 (+11),,37,,BERRY 48-37 (-11),,"GOOD LAYUP by ELLIS,CHASE(fastbreak)(in the paint)",2
16:07,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
16:07,"GOOD FT by ELLIS,CHASE",49 (+12),,37,,BERRY 49-37 (-12),,"GOOD FT by ELLIS,CHASE",2
15:52,,49 (+10),,39,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 49-39 (-10),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
15:40,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
15:31,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
15:19,"GOOD 3PTR by CRAFT,JAKE",52 (+13),,39,,BERRY 52-39 (-13),,"GOOD 3PTR by CRAFT,JAKE",2
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",2
15:00,,,,,"MISS LAYUP by ,DARVIS RASBERRY JR",,,"MISS LAYUP by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
14:51,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",2
14:51,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",2
--,"REBOUND OFF by ELLIS,CHASE",,,,,,,"REBOUND OFF by ELLIS,CHASE",2
14:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:42,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
14:42,"SUB IN by RUSCIANO,ROBBIE",,,,,,,"SUB IN by RUSCIANO,ROBBIE",2
14:42,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",2
14:42,"SUB IN by CARTER,COLBY",,,,,,,"SUB IN by CARTER,COLBY",2
14:42,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
14:42,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
14:42,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
14:42,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
14:42,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
14:42,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
14:24,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",54 (+15),,39,,BERRY 54-39 (-15),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",2
14:04,,54 (+13),,41,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",HENDRIX 54-41 (-13),,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",2
13:53,"MISS JUMPER by BENHAM,BRAXTON",,,,,,,"MISS JUMPER by BENHAM,BRAXTON",2
--,,,,,"REBOUND DEF by DEITHLOFF,TYLER",,,"REBOUND DEF by DEITHLOFF,TYLER",2
13:53,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
13:53,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
13:53,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
13:36,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",2
13:35,"STEAL  by COSTAS,RILEY",,,,,,,"STEAL  by COSTAS,RILEY",2
13:14,"MISS LAYUP by ELLIS,CHASE",,,,,,,"MISS LAYUP by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",2
13:12,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",2
13:12,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
13:12,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
13:12,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",2
13:12,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
13:12,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
13:12,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
13:12,,,,,"SUB OUT by WEAKLEY,CARTER",,,"SUB OUT by WEAKLEY,CARTER",2
13:12,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
13:08,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
13:06,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",2
13:05,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",56 (+15),,41,,BERRY 56-41 (-15),,"GOOD LAYUP by BENHAM,BRAXTON(in the paint)",2
12:55,,56 (+13),,43,"GOOD JUMPER by PARKS,JACKSON",HENDRIX 56-43 (-13),,"GOOD JUMPER by PARKS,JACKSON",2
12:26,"GOOD LAYUP by COSTAS,RILEY(in the paint)",58 (+15),,43,,BERRY 58-43 (-15),,"GOOD LAYUP by COSTAS,RILEY(in the paint)",2
12:09,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by SEGALL,RYAN",,,,,,,"REBOUND DEF by SEGALL,RYAN",2
11:47,"MISS LAYUP by SEGALL,RYAN",,,,,,,"MISS LAYUP by SEGALL,RYAN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
11:44,"FOUL  by BENHAM,BRAXTON",,,,,,,"FOUL  by BENHAM,BRAXTON",2
11:44,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:44,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
11:44,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
11:30,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
11:27,,58 (+13),,45,"GOOD TIPIN by FITCH,CARL(in the paint)",HENDRIX 58-45 (-13),,"GOOD TIPIN by FITCH,CARL(in the paint)",2
11:00,"MISS LAYUP by SEGALL,RYAN",,,,,,,"MISS LAYUP by SEGALL,RYAN",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
10:50,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
10:41,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",2
--,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",,,"REBOUND DEF by ,DARVIS RASBERRY JR",2
10:25,,,,,"MISS 3PTR by ,DARVIS RASBERRY JR",,,"MISS 3PTR by ,DARVIS RASBERRY JR",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
10:04,"GOOD JUMPER by RUSCIANO,ROBBIE",60 (+15),,45,,BERRY 60-45 (-15),,"GOOD JUMPER by RUSCIANO,ROBBIE",2
--,"ASSIST  by HONROTH,OWEN",,,,,,,"ASSIST  by HONROTH,OWEN",2
09:41,,,,,"MISS JUMPER by ,DARVIS RASBERRY JR",,,"MISS JUMPER by ,DARVIS RASBERRY JR",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
09:36,"FOUL  by SEGALL,RYAN",,,,,,,"FOUL  by SEGALL,RYAN",2
09:36,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
09:36,,,,,"SUB OUT by ,DARVIS RASBERRY JR",,,"SUB OUT by ,DARVIS RASBERRY JR",2
09:34,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by RUSCIANO,ROBBIE",,,,,,,"REBOUND DEF by RUSCIANO,ROBBIE",2
09:06,"GOOD 3PTR by RUSCIANO,ROBBIE",63 (+18),,45,,BERRY 63-45 (-18),,"GOOD 3PTR by RUSCIANO,ROBBIE",2
--,"ASSIST  by BENHAM,BRAXTON",,,,,,,"ASSIST  by BENHAM,BRAXTON",2
08:46,"FOUL  by BENHAM,BRAXTON",,,,,,,"FOUL  by BENHAM,BRAXTON",2
08:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:46,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
08:46,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
08:46,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
08:46,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
08:46,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
08:46,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
08:42,,63 (+16),,47,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 63-47 (-16),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
08:40,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
08:40,,63 (+15),,48,"GOOD FT by FITCH,CARL",HENDRIX 63-48 (-15),,"GOOD FT by FITCH,CARL",2
08:27,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",2
07:59,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
07:49,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
07:42,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:42,,,,,"SUB IN by ,DARVIS RASBERRY JR",,,"SUB IN by ,DARVIS RASBERRY JR",2
07:42,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
07:38,,,,,"TURNOVER  by WEAKLEY,CARTER",,,"TURNOVER  by WEAKLEY,CARTER",2
07:36,"STEAL  by ELLIS,CHASE",,,,,,,"STEAL  by ELLIS,CHASE",2
07:11,"GOOD 3PTR by JOHNSON,MICHAEL",66 (+18),,48,,BERRY 66-48 (-18),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by BROOKS,AUSTIN",,,,,,,"ASSIST  by BROOKS,AUSTIN",2
06:56,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",,,"TURNOVER  by ,DARVIS RASBERRY JR",2
06:56,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",2
06:56,"SUB OUT by RUSCIANO,ROBBIE",,,,,,,"SUB OUT by RUSCIANO,ROBBIE",2
06:44,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",2
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",2
06:28,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
06:21,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
06:19,"STEAL  by HONROTH,OWEN",,,,,,,"STEAL  by HONROTH,OWEN",2
05:58,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",68 (+20),,48,,BERRY 68-48 (-20),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
05:32,,68 (+18),,50,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",HENDRIX 68-50 (-18),,"GOOD LAYUP by DEITHLOFF,TYLER(in the paint)",2
05:00,"MISS LAYUP by BROOKS,AUSTIN",,,,,,,"MISS LAYUP by BROOKS,AUSTIN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
04:48,,68 (+15),,53,"GOOD 3PTR by WEAKLEY,CARTER",HENDRIX 68-53 (-15),,"GOOD 3PTR by WEAKLEY,CARTER",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
04:19,"GOOD LAYUP by HONROTH,OWEN(in the paint)",70 (+17),,53,,BERRY 70-53 (-17),,"GOOD LAYUP by HONROTH,OWEN(in the paint)",2
03:53,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",2
03:53,"SUB IN by SEGALL,RYAN",,,,,,,"SUB IN by SEGALL,RYAN",2
03:53,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
03:53,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
03:48,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
03:21,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by WEAKLEY,CARTER",,,"REBOUND DEF by WEAKLEY,CARTER",2
03:09,,70 (+14),,56,"GOOD 3PTR by COMAN,SEAN",HENDRIX 70-56 (-14),,"GOOD 3PTR by COMAN,SEAN",2
03:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:05,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
03:05,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
03:05,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",2
03:05,"SUB OUT by SEGALL,RYAN",,,,,,,"SUB OUT by SEGALL,RYAN",2
02:55,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
02:54,,,,,"STEAL  by WEAKLEY,CARTER",,,"STEAL  by WEAKLEY,CARTER",2
02:54,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
02:54,,70 (+13),,57,"GOOD FT by WEAKLEY,CARTER",HENDRIX 70-57 (-13),,"GOOD FT by WEAKLEY,CARTER",2
02:54,,70 (+12),,58,"GOOD FT by WEAKLEY,CARTER",HENDRIX 70-58 (-12),,"GOOD FT by WEAKLEY,CARTER",2
02:31,,,,,"FOUL  by ,DARVIS RASBERRY JR",,,"FOUL  by ,DARVIS RASBERRY JR",2
02:31,"MISS FT by BROOKS,AUSTIN",,,,,,,"MISS FT by BROOKS,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:31,"GOOD FT by BROOKS,AUSTIN",71 (+13),,58,,BERRY 71-58 (-13),,"GOOD FT by BROOKS,AUSTIN",2
02:31,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
02:31,,,,,"SUB OUT by ,DARVIS RASBERRY JR",,,"SUB OUT by ,DARVIS RASBERRY JR",2
02:18,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:12,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:58,,71 (+11),,60,"GOOD JUMPER by COMAN,SEAN(in the paint)",HENDRIX 71-60 (-11),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
01:49,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",2
01:49,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",2
01:33,"FOUL  by HONROTH,OWEN",,,,,,,"FOUL  by HONROTH,OWEN",2
01:33,,71 (+10),,61,"GOOD FT by COMAN,SEAN",HENDRIX 71-61 (-10),,"GOOD FT by COMAN,SEAN",2
01:33,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
01:25,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",73 (+12),,61,,BERRY 73-61 (-12),,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",2
01:11,,73 (+9),,64,"GOOD 3PTR by WEAKLEY,CARTER",HENDRIX 73-64 (-9),,"GOOD 3PTR by WEAKLEY,CARTER",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
00:59,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
00:57,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
00:57,"SUB IN by RUSCIANO,ROBBIE",,,,,,,"SUB IN by RUSCIANO,ROBBIE",2
00:57,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
00:57,,,,,"SUB IN by PARKS,JACKSON",,,"SUB IN by PARKS,JACKSON",2
00:57,,,,,"SUB IN by HURT,SEVAN",,,"SUB IN by HURT,SEVAN",2
00:57,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
00:57,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
00:50,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
00:47,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
00:47,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
00:47,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
00:47,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
00:47,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
00:47,,,,,"SUB OUT by HURT,SEVAN",,,"SUB OUT by HURT,SEVAN",2
00:39,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
00:33,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
00:33,"GOOD FT by JOHNSON,MICHAEL",74 (+10),,64,,BERRY 74-64 (-10),,"GOOD FT by JOHNSON,MICHAEL",2
00:33,"GOOD FT by JOHNSON,MICHAEL",75 (+11),,64,,BERRY 75-64 (-11),,"GOOD FT by JOHNSON,MICHAEL",2
00:23,,75 (+9),,66,"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 75-66 (-9),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
00:14,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",77 (+11),,66,,BERRY 77-66 (-11),,"GOOD LAYUP by HONROTH,OWEN(fastbreak)(in the paint)",2
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",2
00:10,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
