Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
15:13,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
14:47,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
14:47,"GOOD FT by STANLEY,SETH",8 (+6),,2,,HENDRIX 8-2 (+6),,"GOOD FT by STANLEY,SETH",1
14:47,"GOOD FT by STANLEY,SETH",9 (+7),,2,,HENDRIX 9-2 (+7),,"GOOD FT by STANLEY,SETH",1
14:47,"GOOD FT by STANLEY,SETH",10 (+8),,2,,HENDRIX 10-2 (+8),,"GOOD FT by STANLEY,SETH",1
14:47,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
14:47,"SUB IN by WEAKLEY,CARTER",,,,,,,"SUB IN by WEAKLEY,CARTER",1
14:47,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
14:47,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
14:47,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
14:47,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
14:32,,10 (+6),,4,"GOOD LAYUP by CLAYTON,TJ(in the paint)",RHODES 10-4 (+6),,"GOOD LAYUP by CLAYTON,TJ(in the paint)",1
14:07,"MISS 3PTR by WEAKLEY,CARTER",,,,,,,"MISS 3PTR by WEAKLEY,CARTER",1
--,"REBOUND OFF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND OFF by ,DARVIS RASBERRY JR",1
14:00,"TURNOVER  by ,DARVIS RASBERRY JR",,,,,,,"TURNOVER  by ,DARVIS RASBERRY JR",1
14:00,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",1
13:45,,,,,"MISS JUMPER by WALKER,JEFFERSON",,,"MISS JUMPER by WALKER,JEFFERSON",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
13:32,"GOOD 3PTR by WEAKLEY,CARTER",13 (+9),,4,,HENDRIX 13-4 (+9),,"GOOD 3PTR by WEAKLEY,CARTER",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
13:13,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",1
13:13,"SUB IN by DEITHLOFF,TYLER",,,,,,,"SUB IN by DEITHLOFF,TYLER",1
13:13,"SUB IN by PARKS,JACKSON",,,,,,,"SUB IN by PARKS,JACKSON",1
13:13,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",1
13:13,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",1
13:13,,,,,"SUB IN by AESCHLIMAN,SETH",,,"SUB IN by AESCHLIMAN,SETH",1
13:13,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",1
13:13,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
13:13,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
13:02,"MISS 3PTR by WEAKLEY,CARTER",,,,,,,"MISS 3PTR by WEAKLEY,CARTER",1
--,,,,,"REBOUND DEF by CLAYTON,TJ",,,"REBOUND DEF by CLAYTON,TJ",1
12:38,,,,,"MISS 3PTR by COOK,JEREMIAH",,,"MISS 3PTR by COOK,JEREMIAH",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
12:21,"MISS LAYUP by ,DARVIS RASBERRY JR",,,,,,,"MISS LAYUP by ,DARVIS RASBERRY JR",1
--,,,,,"REBOUND DEF by WALKER,JEFFERSON",,,"REBOUND DEF by WALKER,JEFFERSON",1
12:13,,13 (+7),,6,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",RHODES 13-6 (+7),,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",1
11:50,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
11:38,,13 (+4),,9,"GOOD 3PTR by WILEY,KOKI",RHODES 13-9 (+4),,"GOOD 3PTR by WILEY,KOKI",1
11:18,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",15 (+6),,9,,HENDRIX 15-9 (+6),,"GOOD LAYUP by WEAKLEY,CARTER(in the paint)",1
11:08,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",1
10:54,,,,,"MISS JUMPER by AESCHLIMAN,SETH",,,"MISS JUMPER by AESCHLIMAN,SETH",1
--,"REBOUND DEF by DEITHLOFF,TYLER",,,,,,,"REBOUND DEF by DEITHLOFF,TYLER",1
10:34,"GOOD JUMPER by ,DARVIS RASBERRY JR",17 (+8),,9,,HENDRIX 17-9 (+8),,"GOOD JUMPER by ,DARVIS RASBERRY JR",1
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",1
10:13,,,,,"MISS JUMPER by COOK,JEREMIAH",,,"MISS JUMPER by COOK,JEREMIAH",1
--,"REBOUND DEF by ,DARVIS RASBERRY JR",,,,,,,"REBOUND DEF by ,DARVIS RASBERRY JR",1
09:57,"MISS JUMPER by DEITHLOFF,TYLER",,,,,,,"MISS JUMPER by DEITHLOFF,TYLER",1
--,,,,,"REBOUND DEF by CLAYTON,TJ",,,"REBOUND DEF by CLAYTON,TJ",1
09:40,"FOUL  by ,DARVIS RASBERRY JR",,,,,,,"FOUL  by ,DARVIS RASBERRY JR",1
09:40,,17 (+7),,10,"GOOD FT by AESCHLIMAN,SETH",RHODES 17-10 (+7),,"GOOD FT by AESCHLIMAN,SETH",1
09:40,,17 (+6),,11,"GOOD FT by AESCHLIMAN,SETH",RHODES 17-11 (+6),,"GOOD FT by AESCHLIMAN,SETH",1
09:40,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",1
09:40,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",1
09:40,"SUB OUT by WEAKLEY,CARTER",,,,,,,"SUB OUT by WEAKLEY,CARTER",1
09:40,"SUB OUT by ,DARVIS RASBERRY JR",,,,,,,"SUB OUT by ,DARVIS RASBERRY JR",1
09:40,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
09:40,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
09:40,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
09:40,,,,,"SUB OUT by AESCHLIMAN,SETH",,,"SUB OUT by AESCHLIMAN,SETH",1
09:40,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
09:40,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",1
09:27,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
09:07,,,,,"MISS JUMPER by SHEN,KEVIN",,,"MISS JUMPER by SHEN,KEVIN",1
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",1
08:55,"GOOD 3PTR by PARKS,JACKSON",20 (+9),,11,,HENDRIX 20-11 (+9),,"GOOD 3PTR by PARKS,JACKSON",1
--,"ASSIST  by STANLEY,SETH",,,,,,,"ASSIST  by STANLEY,SETH",1
08:42,,20 (+6),,14,"GOOD 3PTR by WALKER,JEFFERSON",RHODES 20-14 (+6),,"GOOD 3PTR by WALKER,JEFFERSON",1
08:26,"GOOD JUMPER by PARKS,JACKSON(in the paint)",22 (+8),,14,,HENDRIX 22-14 (+8),,"GOOD JUMPER by PARKS,JACKSON(in the paint)",1
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",1
08:06,,,,,"MISS 3PTR by CLAYTON,TJ",,,"MISS 3PTR by CLAYTON,TJ",1
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",1
07:54,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
07:54,,,,,"STEAL  by CLAYTON,TJ",,,"STEAL  by CLAYTON,TJ",1
07:44,,22 (+6),,16,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",RHODES 22-16 (+6),,"GOOD JUMPER by WALKER,JEFFERSON(in the paint)",1
07:22,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
07:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:22,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:22,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
07:22,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
07:22,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
07:22,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",1
07:22,"SUB IN by EATON,JACK",,,,,,,"SUB IN by EATON,JACK",1
07:22,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",1
07:22,"SUB OUT by DEITHLOFF,TYLER",,,,,,,"SUB OUT by DEITHLOFF,TYLER",1
07:22,"SUB OUT by PARKS,JACKSON",,,,,,,"SUB OUT by PARKS,JACKSON",1
07:22,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
07:22,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
07:22,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",1
07:22,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
07:22,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
07:22,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",1
06:50,"GOOD 3PTR by STANLEY,SETH",25 (+9),,16,,HENDRIX 25-16 (+9),,"GOOD 3PTR by STANLEY,SETH",1
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",1
06:33,,25 (+7),,18,"GOOD JUMPER by GEORGETOWN II,ARNESS",RHODES 25-18 (+7),,"GOOD JUMPER by GEORGETOWN II,ARNESS",1
--,,,,,"ASSIST  by SHEN,KEVIN",,,"ASSIST  by SHEN,KEVIN",1
06:18,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
06:05,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
06:05,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",1
05:43,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:42,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
05:33,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
05:33,,,,,"SUB IN by AESCHLIMAN,SETH",,,"SUB IN by AESCHLIMAN,SETH",1
05:33,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
05:33,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
05:33,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
05:09,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
04:57,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",1
04:57,,,,,"STEAL  by WILEY,KOKI",,,"STEAL  by WILEY,KOKI",1
04:49,,,,,"TURNOVER  by AESCHLIMAN,SETH",,,"TURNOVER  by AESCHLIMAN,SETH",1
04:49,"STEAL  by STANLEY,SETH",,,,,,,"STEAL  by STANLEY,SETH",1
04:49,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",1
04:49,"SUB OUT by RYAN,JONATHAN",,,,,,,"SUB OUT by RYAN,JONATHAN",1
04:31,"GOOD 3PTR by COMAN,SEAN",28 (+10),,18,,HENDRIX 28-18 (+10),,"GOOD 3PTR by COMAN,SEAN",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
04:10,,28 (+8),,20,"GOOD JUMPER by WILEY,KOKI(in the paint)",RHODES 28-20 (+8),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
--,,,,,"ASSIST  by AESCHLIMAN,SETH",,,"ASSIST  by AESCHLIMAN,SETH",1
03:45,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",1
03:45,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",1
03:39,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",1
03:39,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
03:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:39,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",1
03:39,,,,,"SUB OUT by AESCHLIMAN,SETH",,,"SUB OUT by AESCHLIMAN,SETH",1
03:24,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
03:09,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
02:47,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",1
02:47,,,,,"BLOCK  by GEORGETOWN II,ARNESS",,,"BLOCK  by GEORGETOWN II,ARNESS",1
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",1
02:32,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
02:32,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
02:05,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",1
--,,,,,"REBOUND OFF by WILEY,KOKI",,,"REBOUND OFF by WILEY,KOKI",1
01:57,,28 (+6),,22,"GOOD JUMPER by JAMES,MAC(in the paint)",RHODES 28-22 (+6),,"GOOD JUMPER by JAMES,MAC(in the paint)",1
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",1
01:40,"GOOD LAYUP by CONRAD,ALEX(in the paint)",30 (+8),,22,,HENDRIX 30-22 (+8),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",1
01:26,,,,,"MISS JUMPER by WHITE,ELIJAH",,,"MISS JUMPER by WHITE,ELIJAH",1
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",1
01:15,"GOOD 3PTR by COMAN,SEAN",33 (+11),,22,,HENDRIX 33-22 (+11),,"GOOD 3PTR by COMAN,SEAN",1
--,"ASSIST  by EATON,JACK",,,,,,,"ASSIST  by EATON,JACK",1
01:02,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
01:02,"STEAL  by CONRAD,ALEX",,,,,,,"STEAL  by CONRAD,ALEX",1
00:57,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",35 (+13),,22,,HENDRIX 35-22 (+13),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",1
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",1
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:53,"SUB IN by RYAN,JONATHAN",,,,,,,"SUB IN by RYAN,JONATHAN",1
00:53,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",1
00:53,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",1
00:53,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",1
00:53,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",1
00:53,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
00:53,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
00:53,,,,,"SUB OUT by WHITE,ELIJAH",,,"SUB OUT by WHITE,ELIJAH",1
00:35,,,,,"MISS JUMPER by COOK,JEREMIAH",,,"MISS JUMPER by COOK,JEREMIAH",1
--,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
00:27,,35 (+11),,24,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",RHODES 35-24 (+11),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
00:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:20,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
00:20,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
00:20,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
00:20,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
00:04,"GOOD DUNK by FITCH,CARL(in the paint)",37 (+13),,24,,HENDRIX 37-24 (+13),,"GOOD DUNK by FITCH,CARL(in the paint)",1
19:36,,37 (+11),,26,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",RHODES 37-26 (+11),,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
19:03,"GOOD LAYUP by CONRAD,ALEX(in the paint)",39 (+13),,26,,HENDRIX 39-26 (+13),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
19:03,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
19:03,"GOOD FT by CONRAD,ALEX",40 (+14),,26,,HENDRIX 40-26 (+14),,"GOOD FT by CONRAD,ALEX",2
18:43,,40 (+12),,28,"GOOD JUMPER by WILEY,KOKI(in the paint)",RHODES 40-28 (+12),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
--,,,,,"ASSIST  by GEORGETOWN II,ARNESS",,,"ASSIST  by GEORGETOWN II,ARNESS",2
18:26,"MISS JUMPER by CONRAD,ALEX",,,,,,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
17:59,,,,,"MISS JUMPER by JAMES,MAC",,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:47,"MISS LAYUP by RYAN,JONATHAN",,,,,,,"MISS LAYUP by RYAN,JONATHAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:27,,,,,"MISS JUMPER by WILLIAMS,JAYSON",,,"MISS JUMPER by WILLIAMS,JAYSON",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:09,"GOOD JUMPER by STANLEY,SETH(in the paint)",42 (+14),,28,,HENDRIX 42-28 (+14),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
16:56,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
16:56,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
16:56,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
16:56,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
16:56,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
16:51,,,,,"MISS JUMPER by WALKER,JEFFERSON",,,"MISS JUMPER by WALKER,JEFFERSON",2
--,"REBOUND DEF by RYAN,JONATHAN",,,,,,,"REBOUND DEF by RYAN,JONATHAN",2
16:37,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",2
16:27,,,,,"MISS LAYUP by WALKER,JEFFERSON",,,"MISS LAYUP by WALKER,JEFFERSON",2
16:27,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by JAMES,MAC",,,"REBOUND OFF by JAMES,MAC",2
16:20,,,,,"FOUL  by CLAYTON,TJ",,,"FOUL  by CLAYTON,TJ",2
16:20,,,,,"TURNOVER  by CLAYTON,TJ",,,"TURNOVER  by CLAYTON,TJ",2
16:19,"SUB IN by ,DARVIS RASBERRY JR",,,,,,,"SUB IN by ,DARVIS RASBERRY JR",2
16:19,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
16:07,"FOUL  by RYAN,JONATHAN",,,,,,,"FOUL  by RYAN,JONATHAN",2
16:07,"TURNOVER  by RYAN,JONATHAN",,,,,,,"TURNOVER  by RYAN,JONATHAN",2
15:46,,42 (+12),,30,"GOOD JUMPER by GEORGETOWN II,ARNESS",RHODES 42-30 (+12),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
15:46,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
15:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:46,,42 (+11),,31,"GOOD FT by GEORGETOWN II,ARNESS",RHODES 42-31 (+11),,"GOOD FT by GEORGETOWN II,ARNESS",2
15:46,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
15:46,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
15:46,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
15:46,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
