,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,PlayOfPoss
0,0,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,19:32,,,,,"FOUL  by JUERGENS,JON",,,"FOUL  by JUERGENS,JON",1,foul,,otterbein university,"juergens,jon",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1172.0,centre college (ky.),1,0,0.0,1
1,1,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,19:32,"GOOD FT by WESLEY,TYLER",1.0,,0.0,,CENTRE 1-0 (+1),,"GOOD FT by WESLEY,TYLER",1,free throw,good,centre college (ky.),"wesley,tyler",1.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1172.0,centre college (ky.),1,0,0.0,0
2,2,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,19:32,"MISS FT by WESLEY,TYLER",1.0,,0.0,,,,"MISS FT by WESLEY,TYLER",1,free throw,missed,centre college (ky.),"wesley,tyler",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1172.0,centre college (ky.),1,0,0.0,0
3,3,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,"REBOUND OFF by TAYLOR,CHRIS",1.0,,0.0,,,,"REBOUND OFF by TAYLOR,CHRIS",1,offensive rebound,,centre college (ky.),"taylor,chris",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,centre college (ky.),1,0,0.0,0
4,4,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,19:20,"GOOD JUMPER by WESLEY,TYLER(in the paint)",3.0,,0.0,,CENTRE 3-0 (+3),,"GOOD JUMPER by WESLEY,TYLER(in the paint)",1,jumper,good,centre college (ky.),"wesley,tyler",2.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1160.0,centre college (ky.),1,0,0.0,0
5,5,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:46,,3.0,,0.0,"TURNOVER  by DAVIS,JASON",,,"TURNOVER  by DAVIS,JASON",1,turnover,,otterbein university,"davis,jason",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1126.0,centre college (ky.),1,0,0.0,0
6,6,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:22,"GOOD 3PTR by LOPEZ,COLLIN",6.0,,0.0,,CENTRE 6-0 (+6),,"GOOD 3PTR by LOPEZ,COLLIN",1,three pointer,good,centre college (ky.),"lopez,collin",3.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1102.0,centre college (ky.),1,0,0.0,0
7,7,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,"ASSIST  by TAYLOR,CHRIS",6.0,,0.0,,,,"ASSIST  by TAYLOR,CHRIS",1,assist,,centre college (ky.),"taylor,chris",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,centre college (ky.),1,0,0.0,0
8,8,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:13,,6.0,,0.0,"MISS LAYUP by DAVIS,JASON",,,"MISS LAYUP by DAVIS,JASON",1,layup,missed,otterbein university,"davis,jason",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1093.0,centre college (ky.),1,0,0.0,0
9,9,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:13,"BLOCK  by WESLEY,TYLER",6.0,,0.0,,,,"BLOCK  by WESLEY,TYLER",1,block,,centre college (ky.),"wesley,tyler",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1093.0,centre college (ky.),1,0,0.0,0
10,10,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,,6.0,,0.0,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1,offensive rebound,,otterbein university,,,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,centre college (ky.),1,0,0.0,0
11,11,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:07,,6.0,,0.0,"MISS JUMPER by CRUM,MARSHALL",,,"MISS JUMPER by CRUM,MARSHALL",1,jumper,missed,otterbein university,"crum,marshall",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1087.0,centre college (ky.),1,0,0.0,0
12,12,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,"REBOUND DEF by WHITESIDE,DONOVAN",6.0,,0.0,,,,"REBOUND DEF by WHITESIDE,DONOVAN",1,defensive rebound,,centre college (ky.),"whiteside,donovan",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,centre college (ky.),1,0,0.0,0
13,13,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,18:00,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",8.0,,0.0,,CENTRE 8-0 (+8),,"GOOD LAYUP by TAYLOR,CHRIS(fastbreak)(in the paint)",1,layup,good,centre college (ky.),"taylor,chris(fastbreak)",2.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1080.0,centre college (ky.),1,0,0.0,0
14,14,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,17:47,,8.0,,2.0,"GOOD LAYUP by CRUM,MARSHALL(in the paint)",OTT 8-2 (+6),,"GOOD LAYUP by CRUM,MARSHALL(in the paint)",1,layup,good,otterbein university,"crum,marshall",2.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1067.0,centre college (ky.),1,0,0.0,0
15,15,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,17:23,"TURNOVER  by LOPEZ,COLLIN",8.0,,2.0,,,,"TURNOVER  by LOPEZ,COLLIN",1,turnover,,centre college (ky.),"lopez,collin",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1043.0,centre college (ky.),1,0,0.0,0
16,16,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,17:22,,8.0,,2.0,"STEAL  by DAVIS,JASON",,,"STEAL  by DAVIS,JASON",1,steal,,otterbein university,,,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1042.0,centre college (ky.),1,0,0.0,0
17,17,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,17:19,,8.0,,4.0,"GOOD LAYUP by DAVIS,JASON(fastbreak)(in the paint)",OTT 8-4 (+4),,"GOOD LAYUP by DAVIS,JASON(fastbreak)(in the paint)",1,layup,good,otterbein university,"davis,jason(fastbreak)",2.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1039.0,otterbein university,2,0,0.0,1
18,18,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,16:52,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",10.0,,4.0,,CENTRE 10-4 (+6),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",1,layup,good,centre college (ky.),"taylor,chris",2.0,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",1012.0,otterbein university,2,0,0.0,0
19,19,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,"ASSIST  by WESLEY,TYLER",10.0,,4.0,,,,"ASSIST  by WESLEY,TYLER",1,assist,,centre college (ky.),"wesley,tyler",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,otterbein university,2,0,0.0,0
20,20,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,16:30,,10.0,,4.0,"MISS JUMPER by JUERGENS,JON",,,"MISS JUMPER by JUERGENS,JON",1,jumper,missed,otterbein university,"juergens,jon",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",990.0,otterbein university,2,0,0.0,0
21,21,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,"REBOUND DEF by LOPEZ,COLLIN",10.0,,4.0,,,,"REBOUND DEF by LOPEZ,COLLIN",1,defensive rebound,,centre college (ky.),"lopez,collin",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,otterbein university,2,0,0.0,0
22,22,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,16:17,"MISS LAYUP by SCINTA,BLAKE",10.0,,4.0,,,,"MISS LAYUP by SCINTA,BLAKE",1,layup,missed,centre college (ky.),"scinta,blake",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",977.0,centre college (ky.),3,0,0.0,1
23,23,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,--,,10.0,,4.0,"REBOUND DEF by BISCHOFF,JAKE",,,"REBOUND DEF by BISCHOFF,JAKE",1,defensive rebound,,otterbein university,"bischoff,jake",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",,centre college (ky.),3,0,0.0,0
24,24,757,Otterbein University,Centre College (Ky.),0,89-64,"28,36","47,42",1-3,3-1,,,11/23/13,8:25 p.m.,,"Westerville, Ohio -- Rike Center",Lose,2,False,485,False,16:10,,10.0,,4.0,"MISS JUMPER by BISCHOFF,JAKE",,,"MISS JUMPER by BISCHOFF,JAKE",1,jumper,missed,otterbein university,"bischoff,jake",,"['whiteside,donovan', 'wesley,tyler', 'scinta,blake', 'lopez,collin', 'taylor,chris']","['bischoff,jake', 'davis,jason', 'juergens,jon', 'crum,marshall', 'yazrombek,andy']",970.0,otterbein university,4,0,0.0,1
