Time Remaining,MC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
17:13,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
17:09,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
16:59,,53 (+16),,37,"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 53-37 (+16),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
16:45,"MISS 3PTR by JENKINS,KALEB",,,,,,,"MISS 3PTR by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
16:26,,53 (+14),,39,"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 53-39 (+14),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
16:26,"FOUL  by SPIKES,KALVIN",,,,,,,"FOUL  by SPIKES,KALVIN",2
16:26,,53 (+13),,40,"GOOD FT by FOSTER,LANE",OU 53-40 (+13),,"GOOD FT by FOSTER,LANE",2
16:26,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
16:26,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",2
16:26,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
16:26,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
16:26,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
16:26,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
16:22,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
16:00,"MISS JUMPER by JENKINS,KALEB",,,,,,,"MISS JUMPER by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
15:52,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
15:52,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",2
15:46,"TURNOVER  by JENKINS,KALEB",,,,,,,"TURNOVER  by JENKINS,KALEB",2
15:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:37,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
15:09,"MISS JUMPER by PELT,JUSTIN VAN",,,,,,,"MISS JUMPER by PELT,JUSTIN VAN",2
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",2
15:04,"MISS LAYUP by PELT,JUSTIN VAN",,,,,,,"MISS LAYUP by PELT,JUSTIN VAN",2
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",2
14:53,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
14:53,"GOOD FT by PELT,JUSTIN VAN",54 (+14),,40,,MC 54-40 (+14),,"GOOD FT by PELT,JUSTIN VAN",2
14:53,"GOOD FT by PELT,JUSTIN VAN",55 (+15),,40,,MC 55-40 (+15),,"GOOD FT by PELT,JUSTIN VAN",2
14:53,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
14:53,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
14:49,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",2
14:43,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
14:43,"MISS FT by PELT,JUSTIN VAN",,,,,,,"MISS FT by PELT,JUSTIN VAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:43,"GOOD FT by PELT,JUSTIN VAN",56 (+16),,40,,MC 56-40 (+16),,"GOOD FT by PELT,JUSTIN VAN",2
14:43,,,,,"SUB IN by DAY,JUSTIN",,,"SUB IN by DAY,JUSTIN",2
14:43,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",2
14:43,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
14:43,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
14:33,,,,,"MISS JUMPER by SONE,CARLOS",,,"MISS JUMPER by SONE,CARLOS",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
14:22,,56 (+14),,42,"GOOD JUMPER by ETIWE,TOJU",OU 56-42 (+14),,"GOOD JUMPER by ETIWE,TOJU",2
--,,,,,"ASSIST  by DAY,JUSTIN",,,"ASSIST  by DAY,JUSTIN",2
13:56,"GOOD 3PTR by JENKINS,KALEB",59 (+17),,42,,MC 59-42 (+17),,"GOOD 3PTR by JENKINS,KALEB",2
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",2
13:37,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
13:29,"STEAL  by JENKINS,KALEB",,,,,,,"STEAL  by JENKINS,KALEB",2
13:07,"GOOD 3PTR by JENKINS,KALEB",62 (+20),,42,,MC 62-42 (+20),,"GOOD 3PTR by JENKINS,KALEB",2
12:46,,62 (+18),,44,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OU 62-44 (+18),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
12:26,"GOOD 3PTR by GRANT,SHE'CHEM",65 (+21),,44,,MC 65-44 (+21),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",2
12:12,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
12:12,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
12:00,,,,,"MISS 3PTR by CAMMON,JOSH",,,"MISS 3PTR by CAMMON,JOSH",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
11:42,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
11:41,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
11:31,,65 (+19),,46,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",OU 65-46 (+19),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
11:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:28,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
11:28,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
10:56,"MISS JUMPER by HUGHES,ANTHONY",,,,,,,"MISS JUMPER by HUGHES,ANTHONY",2
--,"REBOUND OFF by HUGHES,ANTHONY",,,,,,,"REBOUND OFF by HUGHES,ANTHONY",2
10:53,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",67 (+21),,46,,MC 67-46 (+21),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
10:46,,,,,"MISS LAYUP by DAY,JUSTIN",,,"MISS LAYUP by DAY,JUSTIN",2
10:46,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
10:22,"MISS 3PTR by HUGHES,ANTHONY",,,,,,,"MISS 3PTR by HUGHES,ANTHONY",2
--,"REBOUND OFF by BECKER,SAXTON",,,,,,,"REBOUND OFF by BECKER,SAXTON",2
10:16,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",69 (+23),,46,,MC 69-46 (+23),,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",2
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",2
10:09,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
10:09,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",2
10:00,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
10:00,"TURNOVER  by HUGHES,ANTHONY",,,,,,,"TURNOVER  by HUGHES,ANTHONY",2
10:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:00,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
10:00,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",2
09:48,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
09:33,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
09:33,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
09:28,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:12,"GOOD 3PTR by JENKINS,KALEB",72 (+26),,46,,MC 72-46 (+26),,"GOOD 3PTR by JENKINS,KALEB",2
09:02,,72 (+23),,49,"GOOD 3PTR by DAY,JUSTIN",OU 72-49 (+23),,"GOOD 3PTR by DAY,JUSTIN",2
08:58,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
08:58,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",2
08:56,,,,,"FOUL  by DAY,JUSTIN",,,"FOUL  by DAY,JUSTIN",2
08:38,"GOOD JUMPER by BECKER,SAXTON",74 (+25),,49,,MC 74-49 (+25),,"GOOD JUMPER by BECKER,SAXTON",2
08:24,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
08:24,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:24,,74 (+24),,50,"GOOD FT by FOSTER,LANE",OU 74-50 (+24),,"GOOD FT by FOSTER,LANE",2
08:24,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
08:24,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
08:18,"TURNOVER  by HUGHES,ANTHONY",,,,,,,"TURNOVER  by HUGHES,ANTHONY",2
08:16,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
08:14,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:56,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
07:45,,,,,"MISS JUMPER by CAMMON,JOSH",,,"MISS JUMPER by CAMMON,JOSH",2
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",2
07:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:31,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
07:31,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
07:20,"MISS JUMPER by HUGHES,ANTHONY",,,,,,,"MISS JUMPER by HUGHES,ANTHONY",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
07:12,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
06:55,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
06:53,,,,,"STEAL  by DAY,JUSTIN",,,"STEAL  by DAY,JUSTIN",2
06:51,,74 (+22),,52,"GOOD LAYUP by SONE,CARLOS(fastbreak)(in the paint)",OU 74-52 (+22),,"GOOD LAYUP by SONE,CARLOS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
06:39,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:39,"SUB IN by JENKINS,KALEB",,,,,,,"SUB IN by JENKINS,KALEB",2
06:39,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
06:29,"GOOD JUMPER by BECKER,SAXTON",76 (+24),,52,,MC 76-52 (+24),,"GOOD JUMPER by BECKER,SAXTON",2
06:19,,,,,"TURNOVER  by CAMMON,JOSH",,,"TURNOVER  by CAMMON,JOSH",2
06:18,"STEAL  by BECKER,SAXTON",,,,,,,"STEAL  by BECKER,SAXTON",2
06:15,"MISS LAYUP by BECKER,SAXTON",,,,,,,"MISS LAYUP by BECKER,SAXTON",2
--,"REBOUND OFF by BECKER,SAXTON",,,,,,,"REBOUND OFF by BECKER,SAXTON",2
06:08,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",2
06:07,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
06:07,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
06:07,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
06:07,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
05:59,,76 (+22),,54,"GOOD LAYUP by DAY,JUSTIN(in the paint)",OU 76-54 (+22),,"GOOD LAYUP by DAY,JUSTIN(in the paint)",2
05:59,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
05:59,,76 (+21),,55,"GOOD FT by DAY,JUSTIN",OU 76-55 (+21),,"GOOD FT by DAY,JUSTIN",2
05:59,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
05:59,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
05:58,"GOOD LAYUP by JENKINS,KALEB(in the paint)",78 (+23),,55,,MC 78-55 (+23),,"GOOD LAYUP by JENKINS,KALEB(in the paint)",2
05:50,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
05:50,"MISS FT by JENKINS,KALEB",,,,,,,"MISS FT by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
05:48,,78 (+21),,57,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",OU 78-57 (+21),,"GOOD LAYUP by FOSTER,LANE(fastbreak)(in the paint)",2
05:31,"TURNOVER  by JENKINS,KALEB",,,,,,,"TURNOVER  by JENKINS,KALEB",2
05:30,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
05:29,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
05:29,"FOUL TECH by JENKINS,KALEB",,,,,,,"FOUL TECH by JENKINS,KALEB",2
05:29,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
05:29,,78 (+20),,58,"GOOD FT by DAY,JUSTIN",OU 78-58 (+20),,"GOOD FT by DAY,JUSTIN",2
05:29,,78 (+19),,59,"GOOD FT by DAY,JUSTIN",OU 78-59 (+19),,"GOOD FT by DAY,JUSTIN",2
05:24,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
05:05,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
05:05,"GOOD FT by HUGHES,ANTHONY",79 (+20),,59,,MC 79-59 (+20),,"GOOD FT by HUGHES,ANTHONY",2
05:05,"GOOD FT by HUGHES,ANTHONY",80 (+21),,59,,MC 80-59 (+21),,"GOOD FT by HUGHES,ANTHONY",2
04:57,,80 (+19),,61,"GOOD JUMPER by DAY,JUSTIN",OU 80-61 (+19),,"GOOD JUMPER by DAY,JUSTIN",2
04:47,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
04:47,"TURNOVER  by HUGHES,ANTHONY",,,,,,,"TURNOVER  by HUGHES,ANTHONY",2
04:30,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
04:30,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
04:30,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",2
04:30,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
04:30,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
04:30,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",2
04:30,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
04:30,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
04:23,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",82 (+21),,61,,MC 82-61 (+21),,"GOOD LAYUP by MILLER,JOSHUA(fastbreak)(in the paint)",2
04:15,,,,,"MISS LAYUP by DAY,JUSTIN",,,"MISS LAYUP by DAY,JUSTIN",2
04:15,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",2
03:58,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
03:58,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",2
03:52,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",84 (+23),,61,,MC 84-61 (+23),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
03:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:43,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
03:43,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
03:40,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
03:40,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",86 (+25),,61,,MC 86-61 (+25),,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",2
03:40,,,,,"MISS 3PTR by DAY,JUSTIN",,,"MISS 3PTR by DAY,JUSTIN",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
03:40,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
03:40,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
03:40,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
03:40,"MISS LAYUP by GILLIHAN,NEWLON",,,,,,,"MISS LAYUP by GILLIHAN,NEWLON",2
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",2
03:40,"GOOD TIPIN by PELT,JUSTIN VAN(in the paint)",88 (+27),,61,,MC 88-61 (+27),,"GOOD TIPIN by PELT,JUSTIN VAN(in the paint)",2
03:39,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
03:39,,88 (+26),,62,"GOOD FT by FOSTER,LANE",OU 88-62 (+26),,"GOOD FT by FOSTER,LANE",2
03:39,,88 (+25),,63,"GOOD FT by FOSTER,LANE",OU 88-63 (+25),,"GOOD FT by FOSTER,LANE",2
03:39,,,,,"SUB IN by CAMMON,JOSH",,,"SUB IN by CAMMON,JOSH",2
03:39,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
03:39,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
03:39,,,,,"SUB OUT by DAY,JUSTIN",,,"SUB OUT by DAY,JUSTIN",2
03:25,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",90 (+27),,63,,MC 90-63 (+27),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
03:19,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
03:14,"TURNOVER  by PELT,JUSTIN VAN",,,,,,,"TURNOVER  by PELT,JUSTIN VAN",2
03:13,,,,,"STEAL  by ETIWE,TOJU",,,"STEAL  by ETIWE,TOJU",2
03:11,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
03:05,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by HUGHES,ANTHONY",,,,,,,"REBOUND DEF by HUGHES,ANTHONY",2
02:42,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
02:42,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
02:42,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
02:42,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
02:33,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
01:53,"MISS FT by MILLER,JOSHUA",,,,,,,"MISS FT by MILLER,JOSHUA",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:53,"GOOD FT by MILLER,JOSHUA",91 (+28),,63,,MC 91-63 (+28),,"GOOD FT by MILLER,JOSHUA",2
01:53,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
01:53,"SUB IN by GIVENS,DONOVAN",,,,,,,"SUB IN by GIVENS,DONOVAN",2
01:53,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
01:53,"SUB IN by YOUNG,DILLON",,,,,,,"SUB IN by YOUNG,DILLON",2
01:53,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
01:53,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
01:53,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",2
01:53,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
01:53,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
01:53,"SUB OUT by HUGHES,ANTHONY",,,,,,,"SUB OUT by HUGHES,ANTHONY",2
01:53,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",2
01:53,,,,,"SUB IN by RILEY,CJ",,,"SUB IN by RILEY,CJ",2
01:53,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
01:53,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
01:53,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",2
01:53,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
01:53,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
01:53,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
01:53,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
01:53,,,,,"SUB OUT by CAMMON,JOSH",,,"SUB OUT by CAMMON,JOSH",2
--,,,,,"ASSIST  by FISCHER,DAVID",,,"ASSIST  by FISCHER,DAVID",2
01:50,,91 (+25),,66,"GOOD 3PTR by RILEY,CJ",OU 91-66 (+25),,"GOOD 3PTR by RILEY,CJ",2
01:26,"MISS LAYUP by YOUNG,DILLON",,,,,,,"MISS LAYUP by YOUNG,DILLON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:21,,,,,"MISS LAYUP by KRIVITZKIN,TYLER",,,"MISS LAYUP by KRIVITZKIN,TYLER",2
--,"REBOUND DEF by BURNETT,DREW",,,,,,,"REBOUND DEF by BURNETT,DREW",2
01:15,"GOOD LAYUP by WATSON,DOUG(in the paint)",93 (+27),,66,,MC 93-66 (+27),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
00:54,,,,,"MISS 3PTR by KRIVITZKIN,TYLER",,,"MISS 3PTR by KRIVITZKIN,TYLER",2
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",2
00:23,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:01,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
00:01,,93 (+26),,67,"GOOD FT by KRIVITZKIN,TYLER",OU 93-67 (+26),,"GOOD FT by KRIVITZKIN,TYLER",2
00:01,,93 (+25),,68,"GOOD FT by KRIVITZKIN,TYLER",OU 93-68 (+25),,"GOOD FT by KRIVITZKIN,TYLER",2
