Time Remaining,LETU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
06:01,,77 (+15),,62,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 77-62 (-15),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
06:01,"FOUL  by EBERHARDT,ANDREW",,,,,,,"FOUL  by EBERHARDT,ANDREW",2
06:01,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
06:01,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
06:01,"SUB OUT by WILSON,KYCE",,,,,,,"SUB OUT by WILSON,KYCE",2
06:01,"SUB IN by MOORE,JUSTIN",,,,,,,"SUB IN by MOORE,JUSTIN",2
06:01,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",2
--,"REBOUND DEF by MOORE,JUSTIN",,,,,,,"REBOUND DEF by MOORE,JUSTIN",2
05:47,"MISS 3PTR by WEST,NATE",,,,,,,"MISS 3PTR by WEST,NATE",2
--,,,,,"REBOUND DEF by GIVENS,DONOVAN",,,"REBOUND DEF by GIVENS,DONOVAN",2
05:35,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",2
05:35,"STEAL  by MOORE,JUSTIN",,,,,,,"STEAL  by MOORE,JUSTIN",2
05:26,"MISS JUMPER by MOORE,JUSTIN",,,,,,,"MISS JUMPER by MOORE,JUSTIN",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
05:22,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
05:22,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
05:22,,,,,"SUB OUT by GIVENS,DONOVAN",,,"SUB OUT by GIVENS,DONOVAN",2
05:22,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
05:22,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
05:22,"SUB OUT by RICHARDSON,WARREN",,,,,,,"SUB OUT by RICHARDSON,WARREN",2
05:22,"SUB IN by FOSNIGHT,BRICK",,,,,,,"SUB IN by FOSNIGHT,BRICK",2
05:11,"MISS LAYUP by EBERHARDT,ANDREW(in the paint)",,,,,,,"MISS LAYUP by EBERHARDT,ANDREW(in the paint)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
05:00,,,,,"MISS JUMPER by VAN PELT,JUSTIN(in the paint)",,,"MISS JUMPER by VAN PELT,JUSTIN(in the paint)",2
--,"REBOUND DEF by EBERHARDT,ANDREW",,,,,,,"REBOUND DEF by EBERHARDT,ANDREW",2
04:49,"MISS 3PTR by ARGUE,JOHN",,,,,,,"MISS 3PTR by ARGUE,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:32,"FOUL  by ARGUE,JOHN",,,,,,,"FOUL  by ARGUE,JOHN",2
04:32,,77 (+14),,63,"GOOD FT by GRANT,SHE'CHEM",Mill 77-63 (-14),,"GOOD FT by GRANT,SHE'CHEM",2
04:32,,77 (+13),,64,"GOOD FT by GRANT,SHE'CHEM",Mill 77-64 (-13),,"GOOD FT by GRANT,SHE'CHEM",2
04:32,"SUB OUT by ARGUE,JOHN",,,,,,,"SUB OUT by ARGUE,JOHN",2
04:32,"SUB IN by RICHARDSON,WARREN",,,,,,,"SUB IN by RICHARDSON,WARREN",2
04:26,"TURNOVER  by EBERHARDT,ANDREW",,,,,,,"TURNOVER  by EBERHARDT,ANDREW",2
04:26,,,,,"STEAL  by JENKINS,KALEB",,,"STEAL  by JENKINS,KALEB",2
04:22,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
04:22,"STEAL  by WEST,NATE",,,,,,,"STEAL  by WEST,NATE",2
04:19,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
04:12,"MISS JUMPER by WEST,NATE",,,,,,,"MISS JUMPER by WEST,NATE",2
--,"REBOUND OFF by RICHARDSON,WARREN",,,,,,,"REBOUND OFF by RICHARDSON,WARREN",2
04:06,"GOOD LAYUP by RICHARDSON,WARREN(in the paint)",79 (+15),,64,,LETU 79-64 (-15),,"GOOD LAYUP by RICHARDSON,WARREN(in the paint)",2
04:03,,,,,"TURNOVER  by BUSH,RODREEKAS",,,"TURNOVER  by BUSH,RODREEKAS",2
04:03,"STEAL  by MOORE,JUSTIN",,,,,,,"STEAL  by MOORE,JUSTIN",2
03:59,"GOOD DUNK by RICHARDSON,WARREN(fastbreak)(in the paint)",81 (+17),,64,,LETU 81-64 (-17),,"GOOD DUNK by RICHARDSON,WARREN(fastbreak)(in the paint)",2
--,"ASSIST  by MOORE,JUSTIN",,,,,,,"ASSIST  by MOORE,JUSTIN",2
03:50,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,"REBOUND DEF by MOORE,JUSTIN",,,,,,,"REBOUND DEF by MOORE,JUSTIN",2
03:43,"MISS LAYUP by MOORE,JUSTIN(in the paint)",,,,,,,"MISS LAYUP by MOORE,JUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
03:33,"FOUL  by WEST,NATE",,,,,,,"FOUL  by WEST,NATE",2
03:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:33,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
03:33,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
03:33,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
03:33,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
03:33,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
03:33,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
03:33,"SUB OUT by RICHARDSON,WARREN",,,,,,,"SUB OUT by RICHARDSON,WARREN",2
03:33,"SUB IN by MATTHEWS,KYLE",,,,,,,"SUB IN by MATTHEWS,KYLE",2
03:33,,81 (+16),,65,"GOOD FT by GRANT,SHE'CHEM",Mill 81-65 (-16),,"GOOD FT by GRANT,SHE'CHEM",2
03:33,,81 (+15),,66,"GOOD FT by GRANT,SHE'CHEM",Mill 81-66 (-15),,"GOOD FT by GRANT,SHE'CHEM",2
03:07,"MISS JUMPER by WEST,NATE",,,,,,,"MISS JUMPER by WEST,NATE",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
02:58,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND DEF by EBERHARDT,ANDREW",,,,,,,"REBOUND DEF by EBERHARDT,ANDREW",2
02:49,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
02:49,"MISS FT by MATTHEWS,KYLE",,,,,,,"MISS FT by MATTHEWS,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:49,"MISS FT by MATTHEWS,KYLE",,,,,,,"MISS FT by MATTHEWS,KYLE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:48,"FOUL  by FOSNIGHT,BRICK",,,,,,,"FOUL  by FOSNIGHT,BRICK",2
02:48,,,,,"MISS FT by VAN PELT,JUSTIN(fastbreak)",,,"MISS FT by VAN PELT,JUSTIN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:48,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:48,,,,,"SUB IN by GUSS,MARCUS",,,"SUB IN by GUSS,MARCUS",2
02:48,"SUB OUT by FOSNIGHT,BRICK",,,,,,,"SUB OUT by FOSNIGHT,BRICK",2
02:48,"SUB IN by ARGUE,JOHN",,,,,,,"SUB IN by ARGUE,JOHN",2
02:48,,,,,"MISS FT by VAN PELT,JUSTIN(fastbreak)",,,"MISS FT by VAN PELT,JUSTIN(fastbreak)",2
--,"REBOUND DEF by WEST,NATE",,,,,,,"REBOUND DEF by WEST,NATE",2
02:31,,,,,"FOUL  by MCLAURIN,RYAN",,,"FOUL  by MCLAURIN,RYAN",2
02:31,"GOOD FT by ARGUE,JOHN",82 (+16),,66,,LETU 82-66 (-16),,"GOOD FT by ARGUE,JOHN",2
02:31,"GOOD FT by ARGUE,JOHN",83 (+17),,66,,LETU 83-66 (-17),,"GOOD FT by ARGUE,JOHN",2
02:22,,,,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",,,"MISS LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,"REBOUND DEF by ARGUE,JOHN",,,,,,,"REBOUND DEF by ARGUE,JOHN",2
02:11,"GOOD JUMPER by ARGUE,JOHN(in the paint)",85 (+19),,66,,LETU 85-66 (-19),,"GOOD JUMPER by ARGUE,JOHN(in the paint)",2
--,"ASSIST  by WEST,NATE",,,,,,,"ASSIST  by WEST,NATE",2
02:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:02,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
02:02,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
01:57,,,,,"MISS 3PTR by GUSS,MARCUS",,,"MISS 3PTR by GUSS,MARCUS",2
--,"REBOUND DEF by MOORE,JUSTIN",,,,,,,"REBOUND DEF by MOORE,JUSTIN",2
01:45,,,,,"FOUL  by GUSS,MARCUS",,,"FOUL  by GUSS,MARCUS",2
01:45,"GOOD FT by WEST,NATE",86 (+20),,66,,LETU 86-66 (-20),,"GOOD FT by WEST,NATE",2
01:45,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
01:45,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
01:45,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
01:45,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
01:45,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
01:45,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
01:45,"GOOD FT by WEST,NATE",87 (+21),,66,,LETU 87-66 (-21),,"GOOD FT by WEST,NATE",2
01:30,"SUB OUT by EBERHARDT,ANDREW",,,,,,,"SUB OUT by EBERHARDT,ANDREW",2
01:30,"SUB OUT by MATTHEWS,KYLE",,,,,,,"SUB OUT by MATTHEWS,KYLE",2
01:30,"SUB IN by JONES,BREYDEN",,,,,,,"SUB IN by JONES,BREYDEN",2
01:30,"SUB IN by PAULK,TYLER",,,,,,,"SUB IN by PAULK,TYLER",2
01:24,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",2
--,"REBOUND DEF by JONES,BREYDEN",,,,,,,"REBOUND DEF by JONES,BREYDEN",2
01:09,"TURNOVER  by WEST,NATE",,,,,,,"TURNOVER  by WEST,NATE",2
01:09,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",2
01:05,,,,,"MISS LAYUP by MCLAURIN,RYAN(in the paint)",,,"MISS LAYUP by MCLAURIN,RYAN(in the paint)",2
--,"REBOUND DEF by MOORE,JUSTIN",,,,,,,"REBOUND DEF by MOORE,JUSTIN",2
01:00,"GOOD 3PTR by WEST,NATE(fastbreak)",90 (+24),,66,,LETU 90-66 (-24),,"GOOD 3PTR by WEST,NATE(fastbreak)",2
00:57,"SUB OUT by WEST,NATE",,,,,,,"SUB OUT by WEST,NATE",2
00:57,"SUB OUT by MOORE,JUSTIN",,,,,,,"SUB OUT by MOORE,JUSTIN",2
00:57,"SUB OUT by ARGUE,JOHN",,,,,,,"SUB OUT by ARGUE,JOHN",2
00:57,"SUB IN by HESTER,DEMARCUS",,,,,,,"SUB IN by HESTER,DEMARCUS",2
00:57,"SUB IN by GUIDRY,JOSH",,,,,,,"SUB IN by GUIDRY,JOSH",2
00:57,"SUB IN by THELEN,PAUL",,,,,,,"SUB IN by THELEN,PAUL",2
00:42,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",2
--,,,,,"REBOUND OFF by BUSH,RODREEKAS",,,"REBOUND OFF by BUSH,RODREEKAS",2
00:37,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",2
--,"REBOUND DEF by JONES,BREYDEN",,,,,,,"REBOUND DEF by JONES,BREYDEN",2
00:29,"MISS LAYUP by HESTER,DEMARCUS(in the paint)",,,,,,,"MISS LAYUP by HESTER,DEMARCUS(in the paint)",2
--,"REBOUND OFF by GUIDRY,JOSH",,,,,,,"REBOUND OFF by GUIDRY,JOSH",2
00:26,"MISS LAYUP by GUIDRY,JOSH(in the paint)",,,,,,,"MISS LAYUP by GUIDRY,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
00:21,,,,,"TURNOVER  by GUSS,MARCUS",,,"TURNOVER  by GUSS,MARCUS",2
