Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by JENKINS,KALEB",,,,,,,"REBOUND DEF by JENKINS,KALEB",2
06:47,"GOOD LAYUP by TURNER,JAMES(in the paint)",83 (+16),,67,,Mill 83-67 (+16),,"GOOD LAYUP by TURNER,JAMES(in the paint)",2
06:35,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
06:35,,,,,"MISS FT by JAMES,TRAI",,,"MISS FT by JAMES,TRAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:35,,83 (+15),,68,"GOOD FT by JAMES,TRAI",BU 83-68 (+15),,"GOOD FT by JAMES,TRAI",2
06:19,"TURNOVER  by YOUNG,DILLON",,,,,,,"TURNOVER  by YOUNG,DILLON",2
06:11,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
06:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:11,,,,,"MISS FT by DUPREE,RYAN",,,"MISS FT by DUPREE,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:11,,,,,"MISS FT by DUPREE,RYAN",,,"MISS FT by DUPREE,RYAN",2
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",2
06:11,"TURNOVER  by YOUNG,DILLON",,,,,,,"TURNOVER  by YOUNG,DILLON",2
06:11,,,,,"STEAL  by JONES,JUSTIN",,,"STEAL  by JONES,JUSTIN",2
06:11,,83 (+13),,70,"GOOD LAYUP by JAMES,TRAI(fastbreak)(in the paint)",BU 83-70 (+13),,"GOOD LAYUP by JAMES,TRAI(fastbreak)(in the paint)",2
06:11,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",,,,,,,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",2
--,,,,,"REBOUND DEF by DUPREE,RYAN",,,"REBOUND DEF by DUPREE,RYAN",2
06:05,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
05:28,,,,,"MISS FT by DUPREE,RYAN(fastbreak)",,,"MISS FT by DUPREE,RYAN(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:28,"SUB OUT by HUGHES,ANTHONY",,,,,,,"SUB OUT by HUGHES,ANTHONY",2
05:28,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
05:28,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
05:28,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
05:28,,,,,"SUB OUT by JAMES,TRAI",,,"SUB OUT by JAMES,TRAI",2
05:28,,,,,"SUB IN by COUCH,LUKE",,,"SUB IN by COUCH,LUKE",2
05:28,,83 (+12),,71,"GOOD FT by DUPREE,RYAN(fastbreak)",BU 83-71 (+12),,"GOOD FT by DUPREE,RYAN(fastbreak)",2
05:21,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
05:21,"GOOD FT by JENKINS,KALEB(fastbreak)",84 (+13),,71,,Mill 84-71 (+13),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
05:21,"GOOD FT by JENKINS,KALEB(fastbreak)",85 (+14),,71,,Mill 85-71 (+14),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
05:10,,,,,"MISS 3PTR by COUCH,LUKE",,,"MISS 3PTR by COUCH,LUKE",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
05:01,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:46,,,,,"MISS LAYUP by JONES,JUSTIN(in the paint)",,,"MISS LAYUP by JONES,JUSTIN(in the paint)",2
--,,,,,"REBOUND OFF by COOKS,BROSNAN",,,"REBOUND OFF by COOKS,BROSNAN",2
04:40,,85 (+12),,73,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",BU 85-73 (+12),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
04:25,"GOOD 3PTR by BECKER,SAXTON",88 (+15),,73,,Mill 88-73 (+15),,"GOOD 3PTR by BECKER,SAXTON",2
--,"ASSIST  by GRANT,SHE'CHEM",,,,,,,"ASSIST  by GRANT,SHE'CHEM",2
04:13,"FOUL  by YOUNG,DILLON",,,,,,,"FOUL  by YOUNG,DILLON",2
04:13,,88 (+14),,74,"GOOD FT by COUCH,LUKE",BU 88-74 (+14),,"GOOD FT by COUCH,LUKE",2
04:13,,88 (+13),,75,"GOOD FT by COUCH,LUKE",BU 88-75 (+13),,"GOOD FT by COUCH,LUKE",2
04:07,"GOOD DUNK by SPIKES,KALVIN(in the paint)",90 (+15),,75,,Mill 90-75 (+15),,"GOOD DUNK by SPIKES,KALVIN(in the paint)",2
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",2
04:06,"FOUL TECH by SPIKES,KALVIN",,,,,,,"FOUL TECH by SPIKES,KALVIN",2
04:06,,,,,"MISS FT by COUCH,LUKE(fastbreak)",,,"MISS FT by COUCH,LUKE(fastbreak)",2
04:06,,90 (+14),,76,"GOOD FT by COUCH,LUKE(fastbreak)",BU 90-76 (+14),,"GOOD FT by COUCH,LUKE(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:45,,90 (+11),,79,"GOOD 3PTR by ROBERTS,JOSHUA",BU 90-79 (+11),,"GOOD 3PTR by ROBERTS,JOSHUA",2
--,,,,,"ASSIST  by JONES,JUSTIN",,,"ASSIST  by JONES,JUSTIN",2
03:29,"TURNOVER  by JENKINS,KALEB",,,,,,,"TURNOVER  by JENKINS,KALEB",2
03:20,,,,,"MISS 3PTR by COOKS,BROSNAN",,,"MISS 3PTR by COOKS,BROSNAN",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
03:12,,,,,"FOUL  by ROBERTS,JOSHUA",,,"FOUL  by ROBERTS,JOSHUA",2
03:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:12,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
03:12,,,,,"SUB IN by PRUITT,KELVIN",,,"SUB IN by PRUITT,KELVIN",2
03:12,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",2
03:12,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
03:12,"GOOD FT by YOUNG,DILLON",91 (+12),,79,,Mill 91-79 (+12),,"GOOD FT by YOUNG,DILLON",2
03:12,"GOOD FT by YOUNG,DILLON",92 (+13),,79,,Mill 92-79 (+13),,"GOOD FT by YOUNG,DILLON",2
03:01,,92 (+10),,82,"GOOD 3PTR by COUCH,LUKE",BU 92-82 (+10),,"GOOD 3PTR by COUCH,LUKE",2
--,,,,,"ASSIST  by DUPREE,RYAN",,,"ASSIST  by DUPREE,RYAN",2
02:46,"MISS 3PTR by YOUNG,DILLON",,,,,,,"MISS 3PTR by YOUNG,DILLON",2
--,,,,,"REBOUND DEF by PRUITT,KELVIN",,,"REBOUND DEF by PRUITT,KELVIN",2
02:35,"FOUL  by MILLER,JOSHUA",,,,,,,"FOUL  by MILLER,JOSHUA",2
02:35,,92 (+9),,83,"GOOD FT by COUCH,LUKE",BU 92-83 (+9),,"GOOD FT by COUCH,LUKE",2
02:35,,92 (+8),,84,"GOOD FT by COUCH,LUKE",BU 92-84 (+8),,"GOOD FT by COUCH,LUKE",2
02:31,"TURNOVER  by YOUNG,DILLON",,,,,,,"TURNOVER  by YOUNG,DILLON",2
02:31,,,,,"STEAL  by JONES,JUSTIN",,,"STEAL  by JONES,JUSTIN",2
02:26,,92 (+6),,86,"GOOD LAYUP by COOKS,BROSNAN(fastbreak)(in the paint)",BU 92-86 (+6),,"GOOD LAYUP by COOKS,BROSNAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JONES,JUSTIN",,,"ASSIST  by JONES,JUSTIN",2
02:19,,,,,"FOUL  by COOKS,BROSNAN",,,"FOUL  by COOKS,BROSNAN",2
02:19,"GOOD FT by YOUNG,DILLON(fastbreak)",93 (+7),,86,,Mill 93-86 (+7),,"GOOD FT by YOUNG,DILLON(fastbreak)",2
02:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:19,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
02:19,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
02:19,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
02:19,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
02:19,"SUB IN by HUGHES,ANTHONY",,,,,,,"SUB IN by HUGHES,ANTHONY",2
02:19,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
02:19,"GOOD FT by YOUNG,DILLON(fastbreak)",94 (+8),,86,,Mill 94-86 (+8),,"GOOD FT by YOUNG,DILLON(fastbreak)",2
02:19,,,,,"SUB OUT by PRUITT,KELVIN",,,"SUB OUT by PRUITT,KELVIN",2
02:19,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
02:19,"FOUL TECH by HUGHES,ANTHONY",,,,,,,"FOUL TECH by HUGHES,ANTHONY",2
02:19,,94 (+7),,87,"GOOD FT by COUCH,LUKE(fastbreak)",BU 94-87 (+7),,"GOOD FT by COUCH,LUKE(fastbreak)",2
02:06,,94 (+5),,89,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",BU 94-89 (+5),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
--,,,,,"ASSIST  by DUPREE,RYAN",,,"ASSIST  by DUPREE,RYAN",2
01:58,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
01:20,"SUB OUT by HUGHES,ANTHONY",,,,,,,"SUB OUT by HUGHES,ANTHONY",2
01:20,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",2
01:20,,94 (+3),,91,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",BU 94-91 (+3),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
01:09,,,,,"FOUL  by COOKS,BROSNAN",,,"FOUL  by COOKS,BROSNAN",2
01:09,"GOOD FT by MCLAURIN,RYAN",95 (+4),,91,,Mill 95-91 (+4),,"GOOD FT by MCLAURIN,RYAN",2
01:09,"GOOD FT by MCLAURIN,RYAN",96 (+5),,91,,Mill 96-91 (+5),,"GOOD FT by MCLAURIN,RYAN",2
00:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:53,,,,,"TURNOVER  by COOKS,BROSNAN",,,"TURNOVER  by COOKS,BROSNAN",2
00:53,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
00:53,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
00:42,,,,,"FOUL  by JONES,JUSTIN",,,"FOUL  by JONES,JUSTIN",2
00:42,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
00:42,,,,,"SUB IN by PRUITT,KELVIN",,,"SUB IN by PRUITT,KELVIN",2
00:42,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
00:42,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",2
00:42,"GOOD FT by TURNER,JAMES",97 (+6),,91,,Mill 97-91 (+6),,"GOOD FT by TURNER,JAMES",2
00:42,"MISS FT by TURNER,JAMES",,,,,,,"MISS FT by TURNER,JAMES",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
00:34,,97 (+4),,93,"GOOD LAYUP by DUPREE,RYAN(in the paint)",BU 97-93 (+4),,"GOOD LAYUP by DUPREE,RYAN(in the paint)",2
00:30,,,,,"FOUL  by COOKS,BROSNAN",,,"FOUL  by COOKS,BROSNAN",2
00:30,"MISS FT by SPIKES,KALVIN",,,,,,,"MISS FT by SPIKES,KALVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:30,"MISS FT by SPIKES,KALVIN",,,,,,,"MISS FT by SPIKES,KALVIN",2
--,,,,,"REBOUND DEF by PRUITT,KELVIN",,,"REBOUND DEF by PRUITT,KELVIN",2
00:26,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
00:26,,97 (+3),,94,"GOOD FT by DUPREE,RYAN(fastbreak)",BU 97-94 (+3),,"GOOD FT by DUPREE,RYAN(fastbreak)",2
00:26,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
00:26,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
00:26,,,,,"MISS FT by DUPREE,RYAN(fastbreak)",,,"MISS FT by DUPREE,RYAN(fastbreak)",2
--,,,,,"REBOUND OFF by PRUITT,KELVIN",,,"REBOUND OFF by PRUITT,KELVIN",2
00:19,"MISS LAYUP by TURNER,JAMES(in the paint)",,,,,,,"MISS LAYUP by TURNER,JAMES(in the paint)",2
--,,,,,"REBOUND DEF by COOKS,BROSNAN",,,"REBOUND DEF by COOKS,BROSNAN",2
00:18,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
00:18,,97 (+2),,95,"GOOD FT by COOKS,BROSNAN",BU 97-95 (+2),,"GOOD FT by COOKS,BROSNAN",2
00:18,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
00:18,"SUB IN by JENKINS,KALEB",,,,,,,"SUB IN by JENKINS,KALEB",2
00:18,,,,,"MISS FT by COOKS,BROSNAN",,,"MISS FT by COOKS,BROSNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:08,,,,,"FOUL  by ROBERTS,JOSHUA",,,"FOUL  by ROBERTS,JOSHUA",2
00:08,"GOOD FT by YOUNG,DILLON",98 (+3),,95,,Mill 98-95 (+3),,"GOOD FT by YOUNG,DILLON",2
00:08,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
00:08,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
00:08,"GOOD FT by YOUNG,DILLON",99 (+4),,95,,Mill 99-95 (+4),,"GOOD FT by YOUNG,DILLON",2
00:08,"SUB OUT by YOUNG,DILLON",,,,,,,"SUB OUT by YOUNG,DILLON",2
00:08,"SUB IN by HUGHES,ANTHONY",,,,,,,"SUB IN by HUGHES,ANTHONY",2
00:03,,,,,"TURNOVER  by DUPREE,RYAN",,,"TURNOVER  by DUPREE,RYAN",2
00:03,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
00:01,,,,,"FOUL  by PRUITT,KELVIN",,,"FOUL  by PRUITT,KELVIN",2
00:01,,,,,"SUB OUT by PRUITT,KELVIN",,,"SUB OUT by PRUITT,KELVIN",2
00:01,,,,,"SUB IN by JAMES,TRAI",,,"SUB IN by JAMES,TRAI",2
00:01,"MISS FT by TURNER,JAMES(fastbreak)",,,,,,,"MISS FT by TURNER,JAMES(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:01,"MISS FT by TURNER,JAMES(fastbreak)",,,,,,,"MISS FT by TURNER,JAMES(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:01,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
00:01,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
