Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
16:56,"GOOD LAYUP by AUSTIN,DENZEL(in the paint)",47 (+3),,44,,LC 47-44 (-3),,"GOOD LAYUP by AUSTIN,DENZEL(in the paint)",2
16:56,,,,,"FOUL  by YOUNG,DILLON",,,"FOUL  by YOUNG,DILLON",2
16:56,"GOOD FT by AUSTIN,DENZEL",48 (+4),,44,,LC 48-44 (-4),,"GOOD FT by AUSTIN,DENZEL",2
16:43,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
16:29,,,,,"FOUL  by YOUNG,DILLON",,,"FOUL  by YOUNG,DILLON",2
16:29,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
16:29,"SUB IN by CALAIS,DONALD",,,,,,,"SUB IN by CALAIS,DONALD",2
16:20,"MISS 3PTR by CALAIS,DONALD",,,,,,,"MISS 3PTR by CALAIS,DONALD",2
--,,,,,"REBOUND DEF by YOUNG,DILLON",,,"REBOUND DEF by YOUNG,DILLON",2
16:05,,,,,"MISS JUMPER by MILLER,JOSHUA(in the paint)",,,"MISS JUMPER by MILLER,JOSHUA(in the paint)",2
--,"REBOUND DEF by RHONE,JAYLEN",,,,,,,"REBOUND DEF by RHONE,JAYLEN",2
15:57,"TURNOVER  by RHONE,JAYLEN",,,,,,,"TURNOVER  by RHONE,JAYLEN",2
15:57,,,,,"STEAL  by JENKINS,KALEB",,,"STEAL  by JENKINS,KALEB",2
15:52,,,,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",2
15:52,"BLOCK  by BLAKES,LOUIS",,,,,,,"BLOCK  by BLAKES,LOUIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:52,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
15:52,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
15:43,,48 (+1),,47,"GOOD 3PTR by YOUNG,DILLON",Mill 48-47 (-1),,"GOOD 3PTR by YOUNG,DILLON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
15:23,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
15:21,"MISS FT by BAKER,KAE'RON",,,,,,,"MISS FT by BAKER,KAE'RON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:21,"MISS FT by BAKER,KAE'RON",,,,,,,"MISS FT by BAKER,KAE'RON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:21,"SUB OUT by CALAIS,DONALD",,,,,,,"SUB OUT by CALAIS,DONALD",2
15:21,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
15:21,"GOOD FT by BAKER,KAE'RON",49 (+2),,47,,LC 49-47 (-2),,"GOOD FT by BAKER,KAE'RON",2
15:21,"SUB OUT by BAKER,KAE'RON",,,,,,,"SUB OUT by BAKER,KAE'RON",2
15:21,"SUB IN by MURPHY,C.J.",,,,,,,"SUB IN by MURPHY,C.J.",2
15:03,,,,,"MISS 3PTR by HUGHES,ANTHONY",,,"MISS 3PTR by HUGHES,ANTHONY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:51,"FOUL  by BLAKES,LOUIS",,,,,,,"FOUL  by BLAKES,LOUIS",2
14:51,"TURNOVER  by BLAKES,LOUIS",,,,,,,"TURNOVER  by BLAKES,LOUIS",2
14:51,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
14:51,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
14:29,,49,,49,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",Mill 49-49 (0),,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
14:10,"TURNOVER  by BLAKES,LOUIS",,,,,,,"TURNOVER  by BLAKES,LOUIS",2
13:55,,49,,51 (+2),"GOOD JUMPER by JENKINS,KALEB(in the paint)",Mill 49-51 (+2),,"GOOD JUMPER by JENKINS,KALEB(in the paint)",2
13:29,"MISS LAYUP by BLAKES,LOUIS(in the paint)",,,,,,,"MISS LAYUP by BLAKES,LOUIS(in the paint)",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
13:26,"SUB OUT by BLAKES,LOUIS",,,,,,,"SUB OUT by BLAKES,LOUIS",2
13:26,"SUB IN by BAKER,KAE'RON",,,,,,,"SUB IN by BAKER,KAE'RON",2
13:11,,49,,53 (+4),"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",Mill 49-53 (+4),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
12:50,"GOOD JUMPER by RHONE,JAYLEN(in the paint)",51,,53 (+2),,LC 51-53 (+2),,"GOOD JUMPER by RHONE,JAYLEN(in the paint)",2
12:36,"FOUL  by MURPHY,C.J.",,,,,,,"FOUL  by MURPHY,C.J.",2
12:36,"SUB OUT by MURPHY,C.J.",,,,,,,"SUB OUT by MURPHY,C.J.",2
12:36,"SUB IN by WALLACE,K.D.",,,,,,,"SUB IN by WALLACE,K.D.",2
12:30,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
12:30,"SUB IN by AMES,TREY",,,,,,,"SUB IN by AMES,TREY",2
12:25,"FOUL  by AMES,TREY",,,,,,,"FOUL  by AMES,TREY",2
12:25,,,,,"MISS FT by HUGHES,ANTHONY",,,"MISS FT by HUGHES,ANTHONY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:25,"SUB OUT by AMES,TREY",,,,,,,"SUB OUT by AMES,TREY",2
12:25,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
12:25,,51,,54 (+3),"GOOD FT by HUGHES,ANTHONY",Mill 51-54 (+3),,"GOOD FT by HUGHES,ANTHONY",2
12:04,"MISS JUMPER by WALLACE,K.D.(in the paint)",,,,,,,"MISS JUMPER by WALLACE,K.D.(in the paint)",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
11:52,,,,,"MISS 3PTR by HUGHES,ANTHONY",,,"MISS 3PTR by HUGHES,ANTHONY",2
--,"REBOUND DEF by WALLACE,K.D.",,,,,,,"REBOUND DEF by WALLACE,K.D.",2
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:39,"SUB OUT by WALLACE,K.D.",,,,,,,"SUB OUT by WALLACE,K.D.",2
11:39,"SUB IN by BROUSSARD,KEANDRE",,,,,,,"SUB IN by BROUSSARD,KEANDRE",2
11:34,"MISS 3PTR by BILBO,KJ",,,,,,,"MISS 3PTR by BILBO,KJ",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
11:23,,51,,57 (+6),"GOOD 3PTR by GILLIHAN,NEWLON",Mill 51-57 (+6),,"GOOD 3PTR by GILLIHAN,NEWLON",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
11:08,"GOOD 3PTR by AUSTIN,DENZEL",54,,57 (+3),,LC 54-57 (+3),,"GOOD 3PTR by AUSTIN,DENZEL",2
--,"ASSIST  by BAKER,KAE'RON",,,,,,,"ASSIST  by BAKER,KAE'RON",2
10:51,,54,,59 (+5),"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",Mill 54-59 (+5),,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
10:51,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
10:51,"SUB OUT by BAKER,KAE'RON",,,,,,,"SUB OUT by BAKER,KAE'RON",2
10:51,"SUB IN by BLAKES,LOUIS",,,,,,,"SUB IN by BLAKES,LOUIS",2
10:51,,54,,60 (+6),"GOOD FT by TULLOS,ZACHARY",Mill 54-60 (+6),,"GOOD FT by TULLOS,ZACHARY",2
10:36,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
10:23,"GOOD JUMPER by BROUSSARD,KEANDRE(in the paint)",56,,60 (+4),,LC 56-60 (+4),,"GOOD JUMPER by BROUSSARD,KEANDRE(in the paint)",2
10:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:05,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:05,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
10:05,"SUB IN by AMES,TREY",,,,,,,"SUB IN by AMES,TREY",2
09:53,,,,,"MISS 3PTR by HUGHES,ANTHONY",,,"MISS 3PTR by HUGHES,ANTHONY",2
--,,,,,"REBOUND OFF by GILLIHAN,NEWLON",,,"REBOUND OFF by GILLIHAN,NEWLON",2
09:43,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,"REBOUND DEF by BROUSSARD,KEANDRE",,,,,,,"REBOUND DEF by BROUSSARD,KEANDRE",2
09:21,"MISS 3PTR by RHONE,JAYLEN",,,,,,,"MISS 3PTR by RHONE,JAYLEN",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
09:18,"FOUL  by BLAKES,LOUIS",,,,,,,"FOUL  by BLAKES,LOUIS",2
09:18,,,,,"MISS FT by JENKINS,KALEB(fastbreak)",,,"MISS FT by JENKINS,KALEB(fastbreak)",2
--,"REBOUND DEF by AMES,TREY",,,,,,,"REBOUND DEF by AMES,TREY",2
08:51,"FOUL  by AMES,TREY",,,,,,,"FOUL  by AMES,TREY",2
08:51,"TURNOVER  by AMES,TREY",,,,,,,"TURNOVER  by AMES,TREY",2
08:51,"SUB OUT by BLAKES,LOUIS",,,,,,,"SUB OUT by BLAKES,LOUIS",2
08:51,"SUB IN by BAKER,KAE'RON",,,,,,,"SUB IN by BAKER,KAE'RON",2
08:51,"SUB OUT by AMES,TREY",,,,,,,"SUB OUT by AMES,TREY",2
08:51,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
08:23,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
08:08,"GOOD JUMPER by BAKER,KAE'RON(in the paint)",58,,60 (+2),,LC 58-60 (+2),,"GOOD JUMPER by BAKER,KAE'RON(in the paint)",2
07:59,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
07:59,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",2
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:43,"MISS JUMPER by RHONE,JAYLEN",,,,,,,"MISS JUMPER by RHONE,JAYLEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:39,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
07:39,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
07:39,"SUB OUT by AUSTIN,DENZEL",,,,,,,"SUB OUT by AUSTIN,DENZEL",2
07:39,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
07:39,"SUB IN by BLAKES,LOUIS",,,,,,,"SUB IN by BLAKES,LOUIS",2
07:39,"SUB IN by AMES,TREY",,,,,,,"SUB IN by AMES,TREY",2
07:31,"GOOD JUMPER by BAKER,KAE'RON(in the paint)",60,,60,,LC 60-60 (0),,"GOOD JUMPER by BAKER,KAE'RON(in the paint)",2
--,"ASSIST  by BROUSSARD,KEANDRE",,,,,,,"ASSIST  by BROUSSARD,KEANDRE",2
07:13,,,,,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",,,"MISS JUMPER by HUGHES,ANTHONY(in the paint)",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
07:04,,,,,"TURNOVER  by YOUNG,DILLON",,,"TURNOVER  by YOUNG,DILLON",2
07:04,"STEAL  by BAKER,KAE'RON",,,,,,,"STEAL  by BAKER,KAE'RON",2
06:45,"MISS JUMPER by BROUSSARD,KEANDRE(in the paint)",,,,,,,"MISS JUMPER by BROUSSARD,KEANDRE(in the paint)",2
--,"REBOUND OFF by AMES,TREY",,,,,,,"REBOUND OFF by AMES,TREY",2
06:40,"MISS LAYUP by AMES,TREY(in the paint)",,,,,,,"MISS LAYUP by AMES,TREY(in the paint)",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
06:27,,60,,62 (+2),"GOOD JUMPER by JENKINS,KALEB",Mill 60-62 (+2),,"GOOD JUMPER by JENKINS,KALEB",2
06:04,"TURNOVER  by BLAKES,LOUIS",,,,,,,"TURNOVER  by BLAKES,LOUIS",2
06:04,,,,,"STEAL  by JENKINS,KALEB",,,"STEAL  by JENKINS,KALEB",2
06:01,"FOUL  by RHONE,JAYLEN",,,,,,,"FOUL  by RHONE,JAYLEN",2
06:01,,,,,"MISS FT by JENKINS,KALEB(fastbreak)",,,"MISS FT by JENKINS,KALEB(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:01,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
06:01,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
06:01,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
06:01,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
06:01,"SUB OUT by RHONE,JAYLEN",,,,,,,"SUB OUT by RHONE,JAYLEN",2
06:01,"SUB OUT by BROUSSARD,KEANDRE",,,,,,,"SUB OUT by BROUSSARD,KEANDRE",2
06:01,"SUB IN by AUSTIN,DENZEL",,,,,,,"SUB IN by AUSTIN,DENZEL",2
06:01,"SUB IN by WALLACE,K.D.",,,,,,,"SUB IN by WALLACE,K.D.",2
06:01,,,,,"MISS FT by JENKINS,KALEB(fastbreak)",,,"MISS FT by JENKINS,KALEB(fastbreak)",2
--,"REBOUND DEF by AUSTIN,DENZEL",,,,,,,"REBOUND DEF by AUSTIN,DENZEL",2
05:48,"MISS 3PTR by BAKER,KAE'RON",,,,,,,"MISS 3PTR by BAKER,KAE'RON",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
05:44,"FOUL  by AMES,TREY",,,,,,,"FOUL  by AMES,TREY",2
05:44,"SUB OUT by AMES,TREY",,,,,,,"SUB OUT by AMES,TREY",2
05:44,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
05:44,,60,,63 (+3),"GOOD FT by TURNER,JAMES(fastbreak)",Mill 60-63 (+3),,"GOOD FT by TURNER,JAMES(fastbreak)",2
05:44,,60,,64 (+4),"GOOD FT by TURNER,JAMES(fastbreak)",Mill 60-64 (+4),,"GOOD FT by TURNER,JAMES(fastbreak)",2
05:28,"MISS 3PTR by AUSTIN,DENZEL",,,,,,,"MISS 3PTR by AUSTIN,DENZEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:03,,60,,66 (+6),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 60-66 (+6),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
04:50,,,,,"FOUL  by YOUNG,DILLON",,,"FOUL  by YOUNG,DILLON",2
04:50,"SUB OUT by WALLACE,K.D.",,,,,,,"SUB OUT by WALLACE,K.D.",2
04:50,"SUB IN by BROUSSARD,KEANDRE",,,,,,,"SUB IN by BROUSSARD,KEANDRE",2
04:41,"GOOD JUMPER by BLAKES,LOUIS(in the paint)",62,,66 (+4),,LC 62-66 (+4),,"GOOD JUMPER by BLAKES,LOUIS(in the paint)",2
04:15,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
04:15,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
04:15,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
04:15,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
03:54,"MISS LAYUP by AUSTIN,DENZEL(in the paint)",,,,,,,"MISS LAYUP by AUSTIN,DENZEL(in the paint)",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
03:38,"FOUL  by BILBO,KJ",,,,,,,"FOUL  by BILBO,KJ",2
03:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:38,,62,,67 (+5),"GOOD FT by SPIKES,KALVIN",Mill 62-67 (+5),,"GOOD FT by SPIKES,KALVIN",2
03:38,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",2
--,"REBOUND DEF by BILBO,KJ",,,,,,,"REBOUND DEF by BILBO,KJ",2
03:34,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
03:34,,,,,"FOUL TECH by TURNER,JAMES",,,"FOUL TECH by TURNER,JAMES",2
03:34,"MISS FT by AUSTIN,DENZEL(fastbreak)",,,,,,,"MISS FT by AUSTIN,DENZEL(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:34,"GOOD FT by AUSTIN,DENZEL(fastbreak)",63,,67 (+4),,LC 63-67 (+4),,"GOOD FT by AUSTIN,DENZEL(fastbreak)",2
03:34,"SUB OUT by BROUSSARD,KEANDRE",,,,,,,"SUB OUT by BROUSSARD,KEANDRE",2
03:34,"SUB IN by RHONE,JAYLEN",,,,,,,"SUB IN by RHONE,JAYLEN",2
03:34,"GOOD FT by BILBO,KJ",64,,67 (+3),,LC 64-67 (+3),,"GOOD FT by BILBO,KJ",2
03:34,"GOOD FT by BILBO,KJ",65,,67 (+2),,LC 65-67 (+2),,"GOOD FT by BILBO,KJ",2
03:17,,,,,"MISS JUMPER by BECKER,SAXTON",,,"MISS JUMPER by BECKER,SAXTON",2
03:17,"BLOCK  by AUSTIN,DENZEL",,,,,,,"BLOCK  by AUSTIN,DENZEL",2
--,"REBOUND DEF by BILBO,KJ",,,,,,,"REBOUND DEF by BILBO,KJ",2
03:01,"MISS 3PTR by BLAKES,LOUIS",,,,,,,"MISS 3PTR by BLAKES,LOUIS",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
02:58,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
02:58,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:58,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
02:58,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
02:58,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
02:47,"TURNOVER  by BILBO,KJ",,,,,,,"TURNOVER  by BILBO,KJ",2
02:47,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
02:47,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
02:47,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
02:47,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
02:32,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",2
--,,,,,"REBOUND OFF by HUGHES,ANTHONY",,,"REBOUND OFF by HUGHES,ANTHONY",2
02:16,,,,,"MISS LAYUP by YOUNG,DILLON(in the paint)",,,"MISS LAYUP by YOUNG,DILLON(in the paint)",2
02:16,"BLOCK  by BAKER,KAE'RON",,,,,,,"BLOCK  by BAKER,KAE'RON",2
--,"REBOUND DEF by RHONE,JAYLEN",,,,,,,"REBOUND DEF by RHONE,JAYLEN",2
01:56,"FOUL  by BAKER,KAE'RON",,,,,,,"FOUL  by BAKER,KAE'RON",2
01:56,"TURNOVER  by BAKER,KAE'RON",,,,,,,"TURNOVER  by BAKER,KAE'RON",2
01:33,,65,,69 (+4),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 65-69 (+4),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
01:33,"FOUL  by BAKER,KAE'RON",,,,,,,"FOUL  by BAKER,KAE'RON",2
01:33,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
01:33,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
01:33,,65,,70 (+5),"GOOD FT by HUGHES,ANTHONY",Mill 65-70 (+5),,"GOOD FT by HUGHES,ANTHONY",2
01:24,"MISS JUMPER by BAKER,KAE'RON(in the paint)",,,,,,,"MISS JUMPER by BAKER,KAE'RON(in the paint)",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
00:55,,,,,"MISS JUMPER by JENKINS,KALEB(in the paint)",,,"MISS JUMPER by JENKINS,KALEB(in the paint)",2
--,,,,,"REBOUND OFF by YOUNG,DILLON",,,"REBOUND OFF by YOUNG,DILLON",2
00:52,,65,,72 (+7),"GOOD LAYUP by YOUNG,DILLON(in the paint)",Mill 65-72 (+7),,"GOOD LAYUP by YOUNG,DILLON(in the paint)",2
00:51,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
00:51,,65,,73 (+8),"GOOD FT by YOUNG,DILLON",Mill 65-73 (+8),,"GOOD FT by YOUNG,DILLON",2
00:51,,,,,"MISS FT by YOUNG,DILLON",,,"MISS FT by YOUNG,DILLON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:41,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",2
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:41,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
00:41,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:41,"SUB OUT by BLAKES,LOUIS",,,,,,,"SUB OUT by BLAKES,LOUIS",2
00:41,"SUB IN by BROUSSARD,KEANDRE",,,,,,,"SUB IN by BROUSSARD,KEANDRE",2
00:41,"MISS FT by BILBO,KJ",,,,,,,"MISS FT by BILBO,KJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:41,"GOOD FT by BILBO,KJ",66,,73 (+7),,LC 66-73 (+7),,"GOOD FT by BILBO,KJ",2
00:41,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
00:41,"SUB IN by BLAKES,LOUIS",,,,,,,"SUB IN by BLAKES,LOUIS",2
00:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:40,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
00:40,,66,,74 (+8),"GOOD FT by BECKER,SAXTON(fastbreak)",Mill 66-74 (+8),,"GOOD FT by BECKER,SAXTON(fastbreak)",2
00:40,"SUB OUT by BAKER,KAE'RON",,,,,,,"SUB OUT by BAKER,KAE'RON",2
00:40,"SUB IN by BILBO,KJ",,,,,,,"SUB IN by BILBO,KJ",2
00:40,,66,,75 (+9),"GOOD FT by BECKER,SAXTON(fastbreak)",Mill 66-75 (+9),,"GOOD FT by BECKER,SAXTON(fastbreak)",2
00:40,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
00:40,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
00:37,"GOOD JUMPER by BLAKES,LOUIS(in the paint)",68,,75 (+7),,LC 68-75 (+7),,"GOOD JUMPER by BLAKES,LOUIS(in the paint)",2
00:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:37,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
00:37,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:37,"SUB OUT by BILBO,KJ",,,,,,,"SUB OUT by BILBO,KJ",2
00:37,"SUB IN by MURPHY,C.J.",,,,,,,"SUB IN by MURPHY,C.J.",2
00:36,"FOUL  by AUSTIN,DENZEL",,,,,,,"FOUL  by AUSTIN,DENZEL",2
00:36,,,,,"MISS FT by BECKER,SAXTON(fastbreak)",,,"MISS FT by BECKER,SAXTON(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:36,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
00:36,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
00:36,"SUB OUT by BROUSSARD,KEANDRE",,,,,,,"SUB OUT by BROUSSARD,KEANDRE",2
00:36,"SUB IN by CALAIS,DONALD",,,,,,,"SUB IN by CALAIS,DONALD",2
00:36,,68,,76 (+8),"GOOD FT by BECKER,SAXTON(fastbreak)",Mill 68-76 (+8),,"GOOD FT by BECKER,SAXTON(fastbreak)",2
00:36,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
00:36,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
00:29,"MISS 3PTR by CALAIS,DONALD",,,,,,,"MISS 3PTR by CALAIS,DONALD",2
--,,,,,"REBOUND DEF by YOUNG,DILLON",,,"REBOUND DEF by YOUNG,DILLON",2
00:25,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
00:25,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
00:25,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:25,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
