Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
00:36,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",2
00:36,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",2
00:36,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
00:36,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
00:36,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
00:36,,62,,73 (+11),"GOOD FT by TULLOS,ZACHARY(fastbreak)",Mill 62-73 (+11),,"GOOD FT by TULLOS,ZACHARY(fastbreak)",2
00:36,,62,,74 (+12),"GOOD FT by TULLOS,ZACHARY(fastbreak)",Mill 62-74 (+12),,"GOOD FT by TULLOS,ZACHARY(fastbreak)",2
00:30,"GOOD 3PTR by STARR,RYAN(fastbreak)",65,,74 (+9),,Sewan 65-74 (+9),,"GOOD 3PTR by STARR,RYAN(fastbreak)",2
--,"ASSIST  by GARWOOD,MACKIE",,,,,,,"ASSIST  by GARWOOD,MACKIE",2
00:29,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
00:29,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
00:29,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
00:29,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",2
00:29,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
00:27,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,"REBOUND OFF by WARLICK,JORDAN",,,,,,,"REBOUND OFF by WARLICK,JORDAN",2
00:20,"GOOD 3PTR by WARLICK,JORDAN",68,,74 (+6),,Sewan 68-74 (+6),,"GOOD 3PTR by WARLICK,JORDAN",2
00:19,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
00:19,,68,,75 (+7),"GOOD FT by MCLAURIN,RYAN(fastbreak)",Mill 68-75 (+7),,"GOOD FT by MCLAURIN,RYAN(fastbreak)",2
00:19,,68,,76 (+8),"GOOD FT by MCLAURIN,RYAN(fastbreak)",Mill 68-76 (+8),,"GOOD FT by MCLAURIN,RYAN(fastbreak)",2
00:17,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
00:17,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
00:17,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
00:17,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
00:17,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:17,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
00:17,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
00:15,"FOUL  by MCDONOUGH,SEAN",,,,,,,"FOUL  by MCDONOUGH,SEAN",2
00:15,,68,,77 (+9),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 68-77 (+9),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
00:15,,68,,78 (+10),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 68-78 (+10),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
00:10,"GOOD LAYUP by STARR,RYAN(in the paint)",70,,78 (+8),,Sewan 70-78 (+8),,"GOOD LAYUP by STARR,RYAN(in the paint)",2
00:09,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
00:09,,70,,79 (+9),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 70-79 (+9),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
00:09,,70,,80 (+10),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 70-80 (+10),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
00:06,"GOOD LAYUP by STARR,RYAN(in the paint)",72,,80 (+8),,Sewan 72-80 (+8),,"GOOD LAYUP by STARR,RYAN(in the paint)",2
