Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
19:14,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
19:09,,22,,48 (+26),"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",Mill 22-48 (+26),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
18:47,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
18:41,,22,,50 (+28),"GOOD JUMPER by JENKINS,KALEB(fastbreak)(in the paint)",Mill 22-50 (+28),,"GOOD JUMPER by JENKINS,KALEB(fastbreak)(in the paint)",2
18:26,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",24,,50 (+26),,BSC 24-50 (+26),,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",2
18:10,,24,,52 (+28),"GOOD JUMPER by SPIKES,KALVIN(in the paint)",Mill 24-52 (+28),,"GOOD JUMPER by SPIKES,KALVIN(in the paint)",2
17:46,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
17:46,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
17:46,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
17:46,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
17:46,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
17:46,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
17:46,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",2
17:46,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
17:46,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
17:35,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",26,,52 (+26),,BSC 26-52 (+26),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
17:18,,26,,55 (+29),"GOOD 3PTR by MCLAURIN,RYAN",Mill 26-55 (+29),,"GOOD 3PTR by MCLAURIN,RYAN",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
17:02,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",28,,55 (+27),,BSC 28-55 (+27),,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",2
16:40,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:30,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
16:15,,28,,57 (+29),"GOOD JUMPER by SPIKES,KALVIN(in the paint)",Mill 28-57 (+29),,"GOOD JUMPER by SPIKES,KALVIN(in the paint)",2
16:15,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
16:15,,28,,58 (+30),"GOOD FT by SPIKES,KALVIN",Mill 28-58 (+30),,"GOOD FT by SPIKES,KALVIN",2
16:02,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",30,,58 (+28),,BSC 30-58 (+28),,"GOOD JUMPER by O'SULLIVAN,CONOR(in the paint)",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
15:54,,30,,61 (+31),"GOOD 3PTR by JENKINS,KALEB(fastbreak)",Mill 30-61 (+31),,"GOOD 3PTR by JENKINS,KALEB(fastbreak)",2
15:35,"MISS 3PTR by BRIGHT JR.,BRUCE",,,,,,,"MISS 3PTR by BRIGHT JR.,BRUCE",2
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",2
15:23,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
15:23,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:20,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
15:20,"STEAL  by GONDA,MATT",,,,,,,"STEAL  by GONDA,MATT",2
15:11,"GOOD 3PTR by O'SULLIVAN,CONOR",33,,61 (+28),,BSC 33-61 (+28),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
15:05,"FOUL  by BRIGHT JR.,BRUCE",,,,,,,"FOUL  by BRIGHT JR.,BRUCE",2
15:05,,,,,"MISS FT by JENKINS,KALEB(fastbreak)",,,"MISS FT by JENKINS,KALEB(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:05,,33,,62 (+29),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 33-62 (+29),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
14:48,"GOOD 3PTR by SIGLER,EVAN",36,,62 (+26),,BSC 36-62 (+26),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by BRIGHT JR.,BRUCE",,,,,,,"ASSIST  by BRIGHT JR.,BRUCE",2
14:19,,,,,"MISS JUMPER by SPIKES,KALVIN",,,"MISS JUMPER by SPIKES,KALVIN",2
--,"REBOUND DEF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",2
13:58,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",2
13:44,"FOUL  by BRIGHT JR.,BRUCE",,,,,,,"FOUL  by BRIGHT JR.,BRUCE",2
13:44,,,,,"MISS FT by GILLIHAN,NEWLON",,,"MISS FT by GILLIHAN,NEWLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:44,,36,,63 (+27),"GOOD FT by GILLIHAN,NEWLON",Mill 36-63 (+27),,"GOOD FT by GILLIHAN,NEWLON",2
13:29,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:08,,36,,66 (+30),"GOOD 3PTR by MCLAURIN,RYAN",Mill 36-66 (+30),,"GOOD 3PTR by MCLAURIN,RYAN",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
12:49,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",2
12:49,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
12:49,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
12:49,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
12:49,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
12:49,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
12:49,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
12:36,"MISS JUMPER by GONDA,MATT",,,,,,,"MISS JUMPER by GONDA,MATT",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
12:32,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
12:32,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
12:26,,36,,68 (+32),"GOOD LAYUP by HUGHES,ANTHONY(fastbreak)(in the paint)",Mill 36-68 (+32),,"GOOD LAYUP by HUGHES,ANTHONY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",2
12:02,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",2
12:02,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
12:02,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
12:02,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",2
12:02,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
11:51,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
11:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:51,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
11:51,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
11:51,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
11:51,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
11:51,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
11:51,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
11:39,,36,,70 (+34),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 36-70 (+34),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
--,,,,,"ASSIST  by GRANT,SHE'CHEM",,,"ASSIST  by GRANT,SHE'CHEM",2
11:19,,,,,"FOUL  by GRANT,SHE'CHEM",,,"FOUL  by GRANT,SHE'CHEM",2
11:19,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
11:19,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
11:19,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
11:19,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
11:15,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",38,,70 (+32),,BSC 38-70 (+32),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",2
11:03,,38,,72 (+34),"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",Mill 38-72 (+34),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
10:53,"MISS JUMPER by BAK,CALVIN(in the paint)",,,,,,,"MISS JUMPER by BAK,CALVIN(in the paint)",2
10:53,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:36,"MISS 3PTR by FITZGERALD,PAUL",,,,,,,"MISS 3PTR by FITZGERALD,PAUL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:28,"GOOD LAYUP by BAK,CALVIN(in the paint)",40,,72 (+32),,BSC 40-72 (+32),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
--,"ASSIST  by FITZGERALD,PAUL",,,,,,,"ASSIST  by FITZGERALD,PAUL",2
10:12,,40,,74 (+34),"GOOD JUMPER by BECKER,SAXTON(in the paint)",Mill 40-74 (+34),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",2
--,,,,,"ASSIST  by BLANZ,BUCK",,,"ASSIST  by BLANZ,BUCK",2
09:51,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
09:39,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",2
09:39,"STEAL  by GONDA,MATT",,,,,,,"STEAL  by GONDA,MATT",2
09:36,"GOOD DUNK by MORRISON,JASON(fastbreak)(in the paint)",42,,74 (+32),,BSC 42-74 (+32),,"GOOD DUNK by MORRISON,JASON(fastbreak)(in the paint)",2
09:28,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",2
09:28,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
09:28,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
09:28,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
09:28,"SUB IN by MORRISON,JASON",,,,,,,"SUB IN by MORRISON,JASON",2
09:05,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",2
08:59,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
08:59,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",2
08:54,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
08:54,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
08:54,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
08:41,,,,,"MISS FT by BURNETT,DREW",,,"MISS FT by BURNETT,DREW",2
--,,,,,"REBOUND OFF by BLANZ,BUCK",,,"REBOUND OFF by BLANZ,BUCK",2
08:20,,42,,76 (+34),"GOOD LAYUP by BLANZ,BUCK(in the paint)",Mill 42-76 (+34),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
08:14,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
08:14,"MISS FT by MORRISON,JASON(fastbreak)",,,,,,,"MISS FT by MORRISON,JASON(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:14,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
08:14,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
08:14,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
08:14,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
08:14,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
08:14,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",2
08:14,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
08:14,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
08:14,"MISS FT by MORRISON,JASON(fastbreak)",,,,,,,"MISS FT by MORRISON,JASON(fastbreak)",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
07:53,,,,,"MISS JUMPER by BLANZ,BUCK(in the paint)",,,"MISS JUMPER by BLANZ,BUCK(in the paint)",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
07:43,"GOOD JUMPER by MORRISON,JASON(in the paint)",44,,76 (+32),,BSC 44-76 (+32),,"GOOD JUMPER by MORRISON,JASON(in the paint)",2
07:21,,44,,79 (+35),"GOOD 3PTR by BLANZ,BUCK",Mill 44-79 (+35),,"GOOD 3PTR by BLANZ,BUCK",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
07:08,"MISS JUMPER by MORRISON,JASON",,,,,,,"MISS JUMPER by MORRISON,JASON",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
06:52,,44,,81 (+37),"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",Mill 44-81 (+37),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",2
06:26,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
06:26,,,,,"STEAL  by BLANZ,BUCK",,,"STEAL  by BLANZ,BUCK",2
06:16,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
06:12,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
06:12,,,,,"STEAL  by YOUNG,DILLON",,,"STEAL  by YOUNG,DILLON",2
06:06,,44,,83 (+39),"GOOD LAYUP by YOUNG,DILLON(fastbreak)(in the paint)",Mill 44-83 (+39),,"GOOD LAYUP by YOUNG,DILLON(fastbreak)(in the paint)",2
05:52,"MISS JUMPER by O'SULLIVAN,CONOR(in the paint)",,,,,,,"MISS JUMPER by O'SULLIVAN,CONOR(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
05:51,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
05:51,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
05:51,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
05:51,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
05:51,"SUB OUT by MORRISON,JASON",,,,,,,"SUB OUT by MORRISON,JASON",2
05:51,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",2
05:34,,,,,"MISS JUMPER by BUSH,RODREEKAS(in the paint)",,,"MISS JUMPER by BUSH,RODREEKAS(in the paint)",2
--,"REBOUND DEF by BAK,CALVIN",,,,,,,"REBOUND DEF by BAK,CALVIN",2
05:21,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
05:15,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
05:15,,,,,"STEAL  by BUSH,RODREEKAS",,,"STEAL  by BUSH,RODREEKAS",2
04:52,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",2
--,,,,,"REBOUND OFF by BURNETT,DREW",,,"REBOUND OFF by BURNETT,DREW",2
04:52,"FOUL  by BRIGHT JR.,BRUCE",,,,,,,"FOUL  by BRIGHT JR.,BRUCE",2
04:52,,,,,"MISS FT by BURNETT,DREW",,,"MISS FT by BURNETT,DREW",2
--,"REBOUND DEF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",2
04:32,"MISS 3PTR by BRIGHT JR.,BRUCE",,,,,,,"MISS 3PTR by BRIGHT JR.,BRUCE",2
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",2
04:29,"GOOD LAYUP by SIGLER,EVAN(in the paint)",46,,83 (+37),,BSC 46-83 (+37),,"GOOD LAYUP by SIGLER,EVAN(in the paint)",2
04:15,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
04:15,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
04:15,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",2
04:15,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
04:15,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
04:15,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
04:15,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
04:15,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
04:15,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
04:03,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",2
--,"REBOUND OFF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND OFF by BRIGHT JR.,BRUCE",2
03:58,"MISS LAYUP by STEPHENS,TROY(in the paint)",,,,,,,"MISS LAYUP by STEPHENS,TROY(in the paint)",2
--,,,,,"REBOUND DEF by GIVENS,DONOVAN",,,"REBOUND DEF by GIVENS,DONOVAN",2
03:52,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
03:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:52,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:52,"SUB IN by LARSON,CLARK",,,,,,,"SUB IN by LARSON,CLARK",2
03:52,,,,,"MISS FT by WATSON,DOUG(fastbreak)",,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:52,,46,,84 (+38),"GOOD FT by WATSON,DOUG(fastbreak)",Mill 46-84 (+38),,"GOOD FT by WATSON,DOUG(fastbreak)",2
03:38,"TURNOVER  by BARNETT,CHARLIE",,,,,,,"TURNOVER  by BARNETT,CHARLIE",2
03:38,,,,,"STEAL  by BURNETT,DREW",,,"STEAL  by BURNETT,DREW",2
03:33,,46,,86 (+40),"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 46-86 (+40),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",2
03:16,"MISS JUMPER by LARSON,CLARK",,,,,,,"MISS JUMPER by LARSON,CLARK",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
03:07,,,,,"MISS LAYUP by BURNETT,DREW(in the paint)",,,"MISS LAYUP by BURNETT,DREW(in the paint)",2
--,"REBOUND DEF by BARNETT,CHARLIE",,,,,,,"REBOUND DEF by BARNETT,CHARLIE",2
02:55,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",,,,,,,"MISS JUMPER by BARNETT,CHARLIE(in the paint)",2
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",2
02:47,"FOUL  by BARNETT,CHARLIE",,,,,,,"FOUL  by BARNETT,CHARLIE",2
02:47,,46,,87 (+41),"GOOD FT by YOUNG,DILLON(fastbreak)",Mill 46-87 (+41),,"GOOD FT by YOUNG,DILLON(fastbreak)",2
02:47,,,,,"MISS FT by YOUNG,DILLON(fastbreak)",,,"MISS FT by YOUNG,DILLON(fastbreak)",2
--,"REBOUND DEF by BRIGHT JR.,BRUCE",,,,,,,"REBOUND DEF by BRIGHT JR.,BRUCE",2
02:37,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",2
--,,,,,"REBOUND DEF by BUSH,RODREEKAS",,,"REBOUND DEF by BUSH,RODREEKAS",2
02:21,,46,,89 (+43),"GOOD JUMPER by WATSON,DOUG(in the paint)",Mill 46-89 (+43),,"GOOD JUMPER by WATSON,DOUG(in the paint)",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
02:04,,,,,"FOUL  by BURNETT,DREW",,,"FOUL  by BURNETT,DREW",2
02:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:04,"GOOD FT by LARSON,CLARK",47,,89 (+42),,BSC 47-89 (+42),,"GOOD FT by LARSON,CLARK",2
02:04,"GOOD FT by LARSON,CLARK",48,,89 (+41),,BSC 48-89 (+41),,"GOOD FT by LARSON,CLARK",2
01:55,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",2
--,"REBOUND DEF by LARSON,CLARK",,,,,,,"REBOUND DEF by LARSON,CLARK",2
01:35,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by GIVENS,DONOVAN",,,"REBOUND DEF by GIVENS,DONOVAN",2
01:28,,,,,"MISS JUMPER by GIVENS,DONOVAN(in the paint)",,,"MISS JUMPER by GIVENS,DONOVAN(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:16,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
01:05,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND OFF by YOUNG,DILLON",,,"REBOUND OFF by YOUNG,DILLON",2
01:01,,48,,91 (+43),"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",Mill 48-91 (+43),,"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
00:48,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",2
00:42,,,,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",2
--,,,,,"REBOUND OFF by WATSON,DOUG",,,"REBOUND OFF by WATSON,DOUG",2
00:40,,48,,93 (+45),"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 48-93 (+45),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
00:40,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
00:40,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
00:40,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
00:40,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
00:40,,,,,"SUB OUT by GIVENS,DONOVAN",,,"SUB OUT by GIVENS,DONOVAN",2
00:40,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
00:40,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
00:40,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
00:40,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
00:40,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
