Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
19:48,,0,,2 (+2),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 0-2 (+2),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
19:28,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",1
19:20,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",1
19:12,,,,,"MISS LAYUP by MCLAURIN,RYAN(in the paint)",,,"MISS LAYUP by MCLAURIN,RYAN(in the paint)",1
--,,,,,"REBOUND OFF by VAN PELT,JUSTIN",,,"REBOUND OFF by VAN PELT,JUSTIN",1
19:07,,0,,4 (+4),"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",Mill 0-4 (+4),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",1
18:55,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",1
18:47,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",1
18:47,"STEAL  by WEHUNT,DAWSON",,,,,,,"STEAL  by WEHUNT,DAWSON",1
18:24,"TURNOVER  by JOHNSON,MICAH",,,,,,,"TURNOVER  by JOHNSON,MICAH",1
18:24,,,,,"STEAL  by VAN PELT,JUSTIN",,,"STEAL  by VAN PELT,JUSTIN",1
18:19,,0,,6 (+6),"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",Mill 0-6 (+6),,"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
18:02,"GOOD JUMPER by JOHNSON,MICAH",2,,6 (+4),,Berry 2-6 (+4),,"GOOD JUMPER by JOHNSON,MICAH",1
--,"ASSIST  by WEHUNT,DAWSON",,,,,,,"ASSIST  by WEHUNT,DAWSON",1
18:02,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
18:02,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
17:41,,2,,8 (+6),"GOOD JUMPER by SPIKES,KALVIN(in the paint)",Mill 2-8 (+6),,"GOOD JUMPER by SPIKES,KALVIN(in the paint)",1
17:17,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",1
17:08,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",1
--,,,,,"REBOUND OFF by SPIKES,KALVIN",,,"REBOUND OFF by SPIKES,KALVIN",1
16:59,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",1
16:59,"STEAL  by WEHUNT,DAWSON",,,,,,,"STEAL  by WEHUNT,DAWSON",1
16:52,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",1
16:52,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",1
16:52,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
16:52,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
16:38,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
16:18,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
16:18,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",1
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",1
16:12,,2,,10 (+8),"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",Mill 2-10 (+8),,"GOOD JUMPER by HUGHES,ANTHONY(fastbreak)(in the paint)",1
16:12,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",1
16:12,,2,,11 (+9),"GOOD FT by HUGHES,ANTHONY(fastbreak)",Mill 2-11 (+9),,"GOOD FT by HUGHES,ANTHONY(fastbreak)",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
15:55,"GOOD LAYUP by HAYNES,CALEB(in the paint)",4,,11 (+7),,Berry 4-11 (+7),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",1
15:43,,4,,14 (+10),"GOOD 3PTR by HUGHES,ANTHONY",Mill 4-14 (+10),,"GOOD 3PTR by HUGHES,ANTHONY",1
--,,,,,"ASSIST  by MCLAURIN,RYAN",,,"ASSIST  by MCLAURIN,RYAN",1
15:33,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
15:33,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
15:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:33,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",1
15:33,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",1
15:33,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",1
15:33,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
15:33,"SUB IN by ESTES,DJ",,,,,,,"SUB IN by ESTES,DJ",1
15:33,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
15:33,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",1
15:31,,,,,"FOUL  by HUGHES,ANTHONY",,,"FOUL  by HUGHES,ANTHONY",1
15:31,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",1
15:26,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
15:26,"SUB IN by SOWADA,COLLIN",,,,,,,"SUB IN by SOWADA,COLLIN",1
15:03,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",1
14:56,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",1
14:56,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",1
14:35,"MISS JUMPER by ESTES,DJ",,,,,,,"MISS JUMPER by ESTES,DJ",1
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",1
14:29,,,,,"MISS JUMPER by TULLOS,ZACHARY(in the paint)",,,"MISS JUMPER by TULLOS,ZACHARY(in the paint)",1
--,,,,,"REBOUND OFF by MCLAURIN,RYAN",,,"REBOUND OFF by MCLAURIN,RYAN",1
14:26,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
14:26,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:26,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
14:04,"MISS 3PTR by ESTES,DJ",,,,,,,"MISS 3PTR by ESTES,DJ",1
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",1
13:58,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",1
--,,,,,"REBOUND OFF by JENKINS,KALEB",,,"REBOUND OFF by JENKINS,KALEB",1
13:54,"FOUL  by SOWADA,COLLIN",,,,,,,"FOUL  by SOWADA,COLLIN",1
13:54,,,,,"MISS FT by JENKINS,KALEB",,,"MISS FT by JENKINS,KALEB",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:54,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
13:54,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
13:54,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",1
13:54,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",1
13:54,,4,,15 (+11),"GOOD FT by JENKINS,KALEB",Mill 4-15 (+11),,"GOOD FT by JENKINS,KALEB",1
13:27,"TURNOVER  by SOWADA,COLLIN",,,,,,,"TURNOVER  by SOWADA,COLLIN",1
13:27,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",1
13:10,"FOUL  by JONES,DREW",,,,,,,"FOUL  by JONES,DREW",1
13:05,"FOUL  by SOWADA,COLLIN",,,,,,,"FOUL  by SOWADA,COLLIN",1
13:05,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:05,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
13:05,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
13:05,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,"REBOUND DEF by HASLAM,ETHAN",,,,,,,"REBOUND DEF by HASLAM,ETHAN",1
12:43,"MISS LAYUP by HAYNES,CALEB(in the paint)",,,,,,,"MISS LAYUP by HAYNES,CALEB(in the paint)",1
12:43,,,,,"BLOCK  by SPIKES,KALVIN",,,"BLOCK  by SPIKES,KALVIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
12:38,"GOOD JUMPER by ESTES,DJ",6,,15 (+9),,Berry 6-15 (+9),,"GOOD JUMPER by ESTES,DJ",1
12:16,,6,,17 (+11),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 6-17 (+11),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",1
--,,,,,"ASSIST  by JENKINS,KALEB",,,"ASSIST  by JENKINS,KALEB",1
11:58,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",1
--,"REBOUND OFF by SOWADA,COLLIN",,,,,,,"REBOUND OFF by SOWADA,COLLIN",1
11:40,"MISS 3PTR by ESTES,DJ",,,,,,,"MISS 3PTR by ESTES,DJ",1
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",1
11:32,"FOUL  by HASLAM,ETHAN",,,,,,,"FOUL  by HASLAM,ETHAN",1
11:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:32,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",1
11:32,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",1
11:32,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",1
11:32,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",1
11:32,"SUB OUT by ESTES,DJ",,,,,,,"SUB OUT by ESTES,DJ",1
11:32,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
11:32,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",1
11:32,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
11:32,,6,,18 (+12),"GOOD FT by MCLAURIN,RYAN(fastbreak)",Mill 6-18 (+12),,"GOOD FT by MCLAURIN,RYAN(fastbreak)",1
11:32,,6,,19 (+13),"GOOD FT by MCLAURIN,RYAN(fastbreak)",Mill 6-19 (+13),,"GOOD FT by MCLAURIN,RYAN(fastbreak)",1
11:05,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",1
11:05,"MISS FT by HASLAM,ETHAN",,,,,,,"MISS FT by HASLAM,ETHAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:05,"GOOD FT by HASLAM,ETHAN",7,,19 (+12),,Berry 7-19 (+12),,"GOOD FT by HASLAM,ETHAN",1
11:05,"SUB OUT by SOWADA,COLLIN",,,,,,,"SUB OUT by SOWADA,COLLIN",1
11:05,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
10:38,,7,,22 (+15),"GOOD 3PTR by JENKINS,KALEB",Mill 7-22 (+15),,"GOOD 3PTR by JENKINS,KALEB",1
10:15,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",1
10:07,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:47,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",1
09:47,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
09:47,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
09:29,,7,,24 (+17),"GOOD JUMPER by BLANZ,BUCK(in the paint)",Mill 7-24 (+17),,"GOOD JUMPER by BLANZ,BUCK(in the paint)",1
09:11,"GOOD 3PTR by WEHUNT,DAWSON",10,,24 (+14),,Berry 10-24 (+14),,"GOOD 3PTR by WEHUNT,DAWSON",1
--,"ASSIST  by JONES,DREW",,,,,,,"ASSIST  by JONES,DREW",1
08:50,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",1
08:30,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",1
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",1
08:18,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",1
08:18,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",1
08:18,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",1
08:18,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",1
08:18,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",1
08:18,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",1
08:18,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",1
08:08,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",1
--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",1
08:03,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
08:03,,,,,"BLOCK  by VAN PELT,JUSTIN",,,"BLOCK  by VAN PELT,JUSTIN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
07:57,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",1
07:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:57,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",1
07:57,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",1
07:57,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",1
07:57,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",1
07:57,"MISS FT by JOHNSON,MICAH",,,,,,,"MISS FT by JOHNSON,MICAH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:57,"GOOD FT by JOHNSON,MICAH",11,,24 (+13),,Berry 11-24 (+13),,"GOOD FT by JOHNSON,MICAH",1
07:29,,11,,26 (+15),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 11-26 (+15),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",1
07:20,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",13,,26 (+13),,Berry 13-26 (+13),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",1
07:00,,,,,"MISS 3PTR by HUGHES,ANTHONY",,,"MISS 3PTR by HUGHES,ANTHONY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
06:55,,,,,"FOUL  by SPIKES,KALVIN",,,"FOUL  by SPIKES,KALVIN",1
06:33,"GOOD 3PTR by JOHNSON,MICAH",16,,26 (+10),,Berry 16-26 (+10),,"GOOD 3PTR by JOHNSON,MICAH",1
--,"ASSIST  by CLARK,ETHAN",,,,,,,"ASSIST  by CLARK,ETHAN",1
06:17,,,,,"TURNOVER  by YOUNG,DILLON",,,"TURNOVER  by YOUNG,DILLON",1
06:17,"STEAL  by HAYNES,CALEB",,,,,,,"STEAL  by HAYNES,CALEB",1
06:06,"GOOD LAYUP by HAYNES,CALEB(in the paint)",18,,26 (+8),,Berry 18-26 (+8),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",1
05:52,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",1
05:52,"BLOCK  by JOHNSON,MICAH",,,,,,,"BLOCK  by JOHNSON,MICAH",1
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",1
05:46,"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",20,,26 (+6),,Berry 20-26 (+6),,"GOOD LAYUP by JOHNSON,MICAH(fastbreak)(in the paint)",1
--,"ASSIST  by CLARK,ETHAN",,,,,,,"ASSIST  by CLARK,ETHAN",1
05:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:45,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",1
05:45,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",1
05:31,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",1
05:01,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",1
--,"REBOUND OFF by WEHUNT,DAWSON",,,,,,,"REBOUND OFF by WEHUNT,DAWSON",1
04:57,"GOOD LAYUP by WEHUNT,DAWSON(in the paint)",22,,26 (+4),,Berry 22-26 (+4),,"GOOD LAYUP by WEHUNT,DAWSON(in the paint)",1
04:35,,22,,28 (+6),"GOOD JUMPER by BECKER,SAXTON(in the paint)",Mill 22-28 (+6),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",1
04:22,"GOOD 3PTR by JOHNSON,MICAH",25,,28 (+3),,Berry 25-28 (+3),,"GOOD 3PTR by JOHNSON,MICAH",1
03:55,,,,,"MISS JUMPER by HUGHES,ANTHONY",,,"MISS JUMPER by HUGHES,ANTHONY",1
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",1
03:33,"GOOD 3PTR by JONES,DREW",28,,28,,Berry 28-28 (0),,"GOOD 3PTR by JONES,DREW",1
03:19,,,,,"TURNOVER  by YOUNG,DILLON",,,"TURNOVER  by YOUNG,DILLON",1
03:19,"STEAL  by WEHUNT,DAWSON",,,,,,,"STEAL  by WEHUNT,DAWSON",1
03:03,"MISS LAYUP by JOHNSON,MICAH(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICAH(in the paint)",1
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",1
02:48,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",1
02:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
