Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
17:26,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
17:26,"SUB OUT by HUGHES,ANTHONY",,,,,,,"SUB OUT by HUGHES,ANTHONY",2
17:26,"SUB OUT by JENKINS,KALEB",,,,,,,"SUB OUT by JENKINS,KALEB",2
17:25,,23,,34 (+11),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 23-34 (-11),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
17:07,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
17:07,,,,,"STEAL  by HAYNES,CALEB",,,"STEAL  by HAYNES,CALEB",2
16:40,,23,,36 (+13),"GOOD LAYUP by JONES,DREW(in the paint)",Berry 23-36 (-13),,"GOOD LAYUP by JONES,DREW(in the paint)",2
16:10,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",25,,36 (+11),,Mill 25-36 (-11),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
16:08,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
16:08,"MISS FT by SPIKES,KALVIN",,,,,,,"MISS FT by SPIKES,KALVIN",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
16:08,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
16:08,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
15:47,,,,,"MISS JUMPER by WEHUNT,DAWSON",,,"MISS JUMPER by WEHUNT,DAWSON",2
--,,,,,"REBOUND OFF by JONES,DREW",,,"REBOUND OFF by JONES,DREW",2
15:40,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",2
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",2
15:30,"GOOD 3PTR by MCLAURIN,RYAN",28,,36 (+8),,Mill 28-36 (-8),,"GOOD 3PTR by MCLAURIN,RYAN",2
15:08,,,,,"MISS LAYUP by WEHUNT,DAWSON",,,"MISS LAYUP by WEHUNT,DAWSON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:04,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:04,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
15:04,"SUB IN by YOUNG,DILLON",,,,,,,"SUB IN by YOUNG,DILLON",2
15:04,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
15:04,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
15:04,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
15:04,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
15:01,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",2
15:01,,,,,"STEAL  by COSTAS,RILEY",,,"STEAL  by COSTAS,RILEY",2
14:47,,28,,39 (+11),"GOOD 3PTR by JOHNSON,MICAH",Berry 28-39 (-11),,"GOOD 3PTR by JOHNSON,MICAH",2
--,,,,,"ASSIST  by HAYNES,CALEB",,,"ASSIST  by HAYNES,CALEB",2
14:21,"MISS JUMPER by PELT,JUSTIN VAN",,,,,,,"MISS JUMPER by PELT,JUSTIN VAN",2
14:20,,,,,"FOUL  by JOHNSON,MICAH",,,"FOUL  by JOHNSON,MICAH",2
14:20,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:57,"GOOD LAYUP by BLANZ,BUCK(in the paint)",30,,39 (+9),,Mill 30-39 (-9),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
13:28,,,,,"TURNOVER  by JOHNSON,MICAH",,,"TURNOVER  by JOHNSON,MICAH",2
13:28,"STEAL  by MCLAURIN,RYAN",,,,,,,"STEAL  by MCLAURIN,RYAN",2
13:23,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",32,,39 (+7),,Mill 32-39 (-7),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",2
13:23,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
13:23,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
13:13,,,,,"MISS LAYUP by GRIDLEY,ISAAC",,,"MISS LAYUP by GRIDLEY,ISAAC",2
13:13,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
12:55,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:27,,,,,"MISS LAYUP by COSTAS,RILEY",,,"MISS LAYUP by COSTAS,RILEY",2
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",2
12:27,,,,,"SUB IN by GRIDLEY,ISAAC",,,"SUB IN by GRIDLEY,ISAAC",2
12:27,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
12:26,"FOUL  by YOUNG,DILLON",,,,,,,"FOUL  by YOUNG,DILLON",2
12:26,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",2
12:26,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",2
12:26,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
12:26,,,,,"SUB OUT by GRIDLEY,ISAAC",,,"SUB OUT by GRIDLEY,ISAAC",2
12:09,"MISS LAYUP by SPIKES,KALVIN",,,,,,,"MISS LAYUP by SPIKES,KALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:40,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
11:40,,32,,40 (+8),"GOOD FT by SOWADA,COLLIN",Berry 32-40 (-8),,"GOOD FT by SOWADA,COLLIN",2
11:40,,,,,"MISS FT by SOWADA,COLLIN",,,"MISS FT by SOWADA,COLLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:40,,32,,41 (+9),"GOOD FT by SOWADA,COLLIN",Berry 32-41 (-9),,"GOOD FT by SOWADA,COLLIN",2
11:40,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
11:40,"SUB IN by HUGHES,ANTHONY",,,,,,,"SUB IN by HUGHES,ANTHONY",2
11:40,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
11:40,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
11:40,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
11:40,,,,,"SUB IN by ESTES,DJ",,,"SUB IN by ESTES,DJ",2
11:40,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
11:40,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
11:27,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",34,,41 (+7),,Mill 34-41 (-7),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
11:01,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",2
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",2
10:48,"TURNOVER  by SPIKES,KALVIN",,,,,,,"TURNOVER  by SPIKES,KALVIN",2
10:37,,34,,43 (+9),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 34-43 (-9),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by SOWADA,COLLIN",,,"ASSIST  by SOWADA,COLLIN",2
10:20,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
10:20,"MISS FT by MCLAURIN,RYAN",,,,,,,"MISS FT by MCLAURIN,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:20,"GOOD FT by MCLAURIN,RYAN",35,,43 (+8),,Mill 35-43 (-8),,"GOOD FT by MCLAURIN,RYAN",2
10:20,"SUB IN by JENKINS,KALEB",,,,,,,"SUB IN by JENKINS,KALEB",2
10:20,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
10:00,,35,,45 (+10),"GOOD JUMPER by HAYNES,CALEB(in the paint)",Berry 35-45 (-10),,"GOOD JUMPER by HAYNES,CALEB(in the paint)",2
09:43,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
09:43,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",2
09:43,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
09:35,"GOOD 3PTR by YOUNG,DILLON",38,,45 (+7),,Mill 38-45 (-7),,"GOOD 3PTR by YOUNG,DILLON",2
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",2
08:59,,,,,"MISS 3PTR by HAYNES,CALEB",,,"MISS 3PTR by HAYNES,CALEB",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
08:52,"FOUL  by PELT,JUSTIN VAN",,,,,,,"FOUL  by PELT,JUSTIN VAN",2
08:52,"TURNOVER  by PELT,JUSTIN VAN",,,,,,,"TURNOVER  by PELT,JUSTIN VAN",2
08:52,,,,,"SUB IN by WEHUNT,DAWSON",,,"SUB IN by WEHUNT,DAWSON",2
08:52,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
08:52,,,,,"SUB OUT by ESTES,DJ",,,"SUB OUT by ESTES,DJ",2
08:52,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
08:29,,38,,47 (+9),"GOOD LAYUP by JOHNSON,MICAH(in the paint)",Berry 38-47 (-9),,"GOOD LAYUP by JOHNSON,MICAH(in the paint)",2
--,,,,,"ASSIST  by HAYNES,CALEB",,,"ASSIST  by HAYNES,CALEB",2
08:13,"MISS JUMPER by HUGHES,ANTHONY",,,,,,,"MISS JUMPER by HUGHES,ANTHONY",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
07:54,,38,,49 (+11),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 38-49 (-11),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
07:40,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
07:40,,,,,"STEAL  by HASLAM,ETHAN",,,"STEAL  by HASLAM,ETHAN",2
07:23,,,,,"MISS JUMPER by HAYNES,CALEB",,,"MISS JUMPER by HAYNES,CALEB",2
07:23,"BLOCK  by PELT,JUSTIN VAN",,,,,,,"BLOCK  by PELT,JUSTIN VAN",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
07:07,"MISS LAYUP by YOUNG,DILLON",,,,,,,"MISS LAYUP by YOUNG,DILLON",2
--,,,,,"REBOUND DEF by JOHNSON,MICAH",,,"REBOUND DEF by JOHNSON,MICAH",2
06:44,,,,,"TURNOVER  by HAYNES,CALEB",,,"TURNOVER  by HAYNES,CALEB",2
06:44,"STEAL  by GRANT,SHE'CHEM",,,,,,,"STEAL  by GRANT,SHE'CHEM",2
06:39,"MISS LAYUP by GRANT,SHE'CHEM",,,,,,,"MISS LAYUP by GRANT,SHE'CHEM",2
06:38,,,,,"FOUL  by HASLAM,ETHAN",,,"FOUL  by HASLAM,ETHAN",2
06:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
06:38,,,,,"SUB IN by BROOKS,AUSTIN",,,"SUB IN by BROOKS,AUSTIN",2
06:38,,,,,"SUB IN by CLARK,ETHAN",,,"SUB IN by CLARK,ETHAN",2
06:38,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
06:38,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
06:36,,,,,"FOUL  by BROOKS,AUSTIN",,,"FOUL  by BROOKS,AUSTIN",2
--,"REBOUND OFF by HUGHES,ANTHONY",,,,,,,"REBOUND OFF by HUGHES,ANTHONY",2
06:29,"MISS JUMPER by GRANT,SHE'CHEM",,,,,,,"MISS JUMPER by GRANT,SHE'CHEM",2
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",2
06:20,"MISS LAYUP by YOUNG,DILLON",,,,,,,"MISS LAYUP by YOUNG,DILLON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:17,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
06:17,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
06:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:08,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
06:08,,,,,"SUB OUT by BROOKS,AUSTIN",,,"SUB OUT by BROOKS,AUSTIN",2
05:50,,,,,"MISS 3PTR by WEHUNT,DAWSON",,,"MISS 3PTR by WEHUNT,DAWSON",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
05:38,"GOOD 3PTR by JENKINS,KALEB",41,,49 (+8),,Mill 41-49 (-8),,"GOOD 3PTR by JENKINS,KALEB",2
05:13,,,,,"MISS 3PTR by JOHNSON,MICAH",,,"MISS 3PTR by JOHNSON,MICAH",2
05:13,"BLOCK  by TULLOS,ZACHARY",,,,,,,"BLOCK  by TULLOS,ZACHARY",2
--,,,,,"REBOUND OFF by JOHNSON,MICAH",,,"REBOUND OFF by JOHNSON,MICAH",2
05:00,,41,,52 (+11),"GOOD 3PTR by JOHNSON,MICAH",Berry 41-52 (-11),,"GOOD 3PTR by JOHNSON,MICAH",2
04:49,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",43,,52 (+9),,Mill 43-52 (-9),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
04:41,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",2
--,,,,,"REBOUND OFF by HAYNES,CALEB",,,"REBOUND OFF by HAYNES,CALEB",2
04:29,,,,,"MISS 3PTR by CLARK,ETHAN",,,"MISS 3PTR by CLARK,ETHAN",2
--,"REBOUND DEF by PELT,JUSTIN VAN",,,,,,,"REBOUND DEF by PELT,JUSTIN VAN",2
04:20,"MISS 3PTR by BURNETT,DREW",,,,,,,"MISS 3PTR by BURNETT,DREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:09,"FOUL  by PELT,JUSTIN VAN",,,,,,,"FOUL  by PELT,JUSTIN VAN",2
04:09,,,,,"MISS 3PTR by JONES,DREW",,,"MISS 3PTR by JONES,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:09,,,,,"FOUL  by CLARK,ETHAN",,,"FOUL  by CLARK,ETHAN",2
04:09,"GOOD FT by YOUNG,DILLON",44,,52 (+8),,Mill 44-52 (-8),,"GOOD FT by YOUNG,DILLON",2
04:09,"GOOD FT by YOUNG,DILLON",45,,52 (+7),,Mill 45-52 (-7),,"GOOD FT by YOUNG,DILLON",2
04:09,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
04:09,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
04:09,,,,,"SUB OUT by CLARK,ETHAN",,,"SUB OUT by CLARK,ETHAN",2
04:09,,,,,"SUB OUT by JOHNSON,MICAH",,,"SUB OUT by JOHNSON,MICAH",2
03:23,,45,,54 (+9),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 45-54 (-9),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by JONES,DREW",,,"ASSIST  by JONES,DREW",2
03:12,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
03:12,"GOOD FT by JENKINS,KALEB",46,,54 (+8),,Mill 46-54 (-8),,"GOOD FT by JENKINS,KALEB",2
03:12,"MISS FT by JENKINS,KALEB",,,,,,,"MISS FT by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by HASLAM,ETHAN",,,"REBOUND DEF by HASLAM,ETHAN",2
02:58,,46,,56 (+10),"GOOD LAYUP by HAYNES,CALEB(in the paint)",Berry 46-56 (-10),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by SOWADA,COLLIN",,,"ASSIST  by SOWADA,COLLIN",2
02:44,"MISS LAYUP by HUGHES,ANTHONY",,,,,,,"MISS LAYUP by HUGHES,ANTHONY",2
--,"REBOUND OFF by PELT,JUSTIN VAN",,,,,,,"REBOUND OFF by PELT,JUSTIN VAN",2
02:39,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",48,,56 (+8),,Mill 48-56 (-8),,"GOOD LAYUP by PELT,JUSTIN VAN(in the paint)",2
02:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:36,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
02:36,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",2
02:36,,,,,"SUB IN by SOWADA,COLLIN",,,"SUB IN by SOWADA,COLLIN",2
02:36,,,,,"SUB IN by JOHNSON,MICAH",,,"SUB IN by JOHNSON,MICAH",2
02:36,,,,,"SUB OUT by HASLAM,ETHAN",,,"SUB OUT by HASLAM,ETHAN",2
02:36,,,,,"SUB OUT by SOWADA,COLLIN",,,"SUB OUT by SOWADA,COLLIN",2
02:28,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
02:11,,,,,"MISS JUMPER by HAYNES,CALEB",,,"MISS JUMPER by HAYNES,CALEB",2
--,,,,,"REBOUND OFF by JONES,DREW",,,"REBOUND OFF by JONES,DREW",2
02:05,,,,,"MISS JUMPER by HAYNES,CALEB",,,"MISS JUMPER by HAYNES,CALEB",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
01:46,,,,,"FOUL  by SOWADA,COLLIN",,,"FOUL  by SOWADA,COLLIN",2
01:26,,48,,58 (+10),"GOOD LAYUP by SOWADA,COLLIN(in the paint)",Berry 48-58 (-10),,"GOOD LAYUP by SOWADA,COLLIN(in the paint)",2
01:25,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
01:25,,48,,59 (+11),"GOOD FT by SOWADA,COLLIN",Berry 48-59 (-11),,"GOOD FT by SOWADA,COLLIN",2
01:25,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
01:25,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
01:25,,,,,"SUB IN by HASLAM,ETHAN",,,"SUB IN by HASLAM,ETHAN",2
01:25,,,,,"SUB OUT by WEHUNT,DAWSON",,,"SUB OUT by WEHUNT,DAWSON",2
01:19,"GOOD FT by JENKINS,KALEB",49,,59 (+10),,Mill 49-59 (-10),,"GOOD FT by JENKINS,KALEB",2
01:19,"MISS FT by JENKINS,KALEB",,,,,,,"MISS FT by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by SOWADA,COLLIN",,,"REBOUND DEF by SOWADA,COLLIN",2
01:10,"TURNOVER  by HUGHES,ANTHONY",,,,,,,"TURNOVER  by HUGHES,ANTHONY",2
01:10,,,,,"STEAL  by JOHNSON,MICAH",,,"STEAL  by JOHNSON,MICAH",2
01:05,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",2
01:05,,49,,60 (+11),"GOOD FT by JOHNSON,MICAH",Berry 49-60 (-11),,"GOOD FT by JOHNSON,MICAH",2
01:05,,49,,61 (+12),"GOOD FT by JOHNSON,MICAH",Berry 49-61 (-12),,"GOOD FT by JOHNSON,MICAH",2
01:01,"GOOD 3PTR by BURNETT,DREW",52,,61 (+9),,Mill 52-61 (-9),,"GOOD 3PTR by BURNETT,DREW",2
--,"ASSIST  by JENKINS,KALEB",,,,,,,"ASSIST  by JENKINS,KALEB",2
00:59,"FOUL  by JENKINS,KALEB",,,,,,,"FOUL  by JENKINS,KALEB",2
00:56,,52,,62 (+10),"GOOD FT by SOWADA,COLLIN",Berry 52-62 (-10),,"GOOD FT by SOWADA,COLLIN",2
00:55,,52,,63 (+11),"GOOD FT by SOWADA,COLLIN",Berry 52-63 (-11),,"GOOD FT by SOWADA,COLLIN",2
00:55,,,,,"SUB IN by COSTAS,RILEY",,,"SUB IN by COSTAS,RILEY",2
00:55,,,,,"SUB OUT by JONES,DREW",,,"SUB OUT by JONES,DREW",2
00:43,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",54,,63 (+9),,Mill 54-63 (-9),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
00:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:41,"SUB IN by PELT,JUSTIN VAN",,,,,,,"SUB IN by PELT,JUSTIN VAN",2
00:41,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
00:41,,,,,"SUB IN by JONES,DREW",,,"SUB IN by JONES,DREW",2
00:41,,,,,"SUB OUT by COSTAS,RILEY",,,"SUB OUT by COSTAS,RILEY",2
00:34,"FOUL  by HUGHES,ANTHONY",,,,,,,"FOUL  by HUGHES,ANTHONY",2
00:34,,,,,"MISS FT by SOWADA,COLLIN",,,"MISS FT by SOWADA,COLLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:34,,54,,64 (+10),"GOOD FT by SOWADA,COLLIN",Berry 54-64 (-10),,"GOOD FT by SOWADA,COLLIN",2
00:34,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
00:34,"SUB OUT by PELT,JUSTIN VAN",,,,,,,"SUB OUT by PELT,JUSTIN VAN",2
00:27,"MISS LAYUP by JENKINS,KALEB",,,,,,,"MISS LAYUP by JENKINS,KALEB",2
--,,,,,"REBOUND DEF by HASLAM,ETHAN",,,"REBOUND DEF by HASLAM,ETHAN",2
00:24,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",2
00:24,,54,,65 (+11),"GOOD FT by HASLAM,ETHAN",Berry 54-65 (-11),,"GOOD FT by HASLAM,ETHAN",2
00:24,,54,,66 (+12),"GOOD FT by HASLAM,ETHAN",Berry 54-66 (-12),,"GOOD FT by HASLAM,ETHAN",2
00:16,"MISS 3PTR by YOUNG,DILLON",,,,,,,"MISS 3PTR by YOUNG,DILLON",2
--,,,,,"REBOUND DEF by SOWADA,COLLIN",,,"REBOUND DEF by SOWADA,COLLIN",2
00:10,,54,,68 (+14),"GOOD DUNK by JOHNSON,MICAH(fastbreak)(in the paint)",Berry 54-68 (-14),,"GOOD DUNK by JOHNSON,MICAH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SOWADA,COLLIN",,,"ASSIST  by SOWADA,COLLIN",2
