Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
00:24,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:01,"MISS 3PTR by DUPREE,RYAN",,,,,,,"MISS 3PTR by DUPREE,RYAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
20:00,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
20:00,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
20:00,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
20:00,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
20:00,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
20:00,"SUB OUT by JAMES,TRAI",,,,,,,"SUB OUT by JAMES,TRAI",2
20:00,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",2
20:00,"SUB OUT by REED,AUSTIN",,,,,,,"SUB OUT by REED,AUSTIN",2
20:00,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
20:00,"SUB IN by PHILLIPS,BRANDON",,,,,,,"SUB IN by PHILLIPS,BRANDON",2
20:00,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
19:48,"GOOD LAYUP by DUPREE,RYAN(in the paint)",33,,39 (+6),,BU 33-39 (+6),,"GOOD LAYUP by DUPREE,RYAN(in the paint)",2
--,"ASSIST  by PHILLIPS,BRANDON",,,,,,,"ASSIST  by PHILLIPS,BRANDON",2
19:30,,33,,41 (+8),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",Mill 33-41 (+8),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",2
19:12,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
18:51,"MISS JUMPER by DUPREE,RYAN",,,,,,,"MISS JUMPER by DUPREE,RYAN",2
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",2
18:41,,33,,43 (+10),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 33-43 (+10),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
18:22,"MISS JUMPER by PRUITT,KELVIN(in the paint)",,,,,,,"MISS JUMPER by PRUITT,KELVIN(in the paint)",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
18:15,,,,,"TURNOVER  by HUGHES,ANTHONY",,,"TURNOVER  by HUGHES,ANTHONY",2
17:59,"GOOD JUMPER by DUPREE,RYAN(in the paint)",35,,43 (+8),,BU 35-43 (+8),,"GOOD JUMPER by DUPREE,RYAN(in the paint)",2
17:43,,35,,45 (+10),"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",Mill 35-45 (+10),,"GOOD LAYUP by HUGHES,ANTHONY(in the paint)",2
--,,,,,"ASSIST  by SPIKES,KALVIN",,,"ASSIST  by SPIKES,KALVIN",2
17:31,"MISS LAYUP by DUPREE,RYAN(in the paint)",,,,,,,"MISS LAYUP by DUPREE,RYAN(in the paint)",2
17:31,,,,,"BLOCK  by SPIKES,KALVIN",,,"BLOCK  by SPIKES,KALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:15,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
17:15,"STEAL  by DUPREE,RYAN",,,,,,,"STEAL  by DUPREE,RYAN",2
17:02,"GOOD LAYUP by ROBERTS,JOSHUA(in the paint)",37,,45 (+8),,BU 37-45 (+8),,"GOOD LAYUP by ROBERTS,JOSHUA(in the paint)",2
--,"ASSIST  by DUPREE,RYAN",,,,,,,"ASSIST  by DUPREE,RYAN",2
16:41,,37,,47 (+10),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 37-47 (+10),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
16:18,,,,,"FOUL  by SPIKES,KALVIN",,,"FOUL  by SPIKES,KALVIN",2
16:18,"SUB OUT by PHILLIPS,BRANDON",,,,,,,"SUB OUT by PHILLIPS,BRANDON",2
16:18,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
16:15,"GOOD 3PTR by DUPREE,RYAN",40,,47 (+7),,BU 40-47 (+7),,"GOOD 3PTR by DUPREE,RYAN",2
--,"ASSIST  by COOKS,BROSNAN",,,,,,,"ASSIST  by COOKS,BROSNAN",2
15:57,,,,,"MISS 3PTR by YOUNG,DILLON",,,"MISS 3PTR by YOUNG,DILLON",2
--,"REBOUND DEF by ROBERTS,JOSHUA",,,,,,,"REBOUND DEF by ROBERTS,JOSHUA",2
15:49,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",42,,47 (+5),,BU 42-47 (+5),,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",2
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",2
15:28,,42,,49 (+7),"GOOD JUMPER by JENKINS,KALEB(in the paint)",Mill 42-49 (+7),,"GOOD JUMPER by JENKINS,KALEB(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
15:16,"MISS LAYUP by COOKS,BROSNAN(in the paint)",,,,,,,"MISS LAYUP by COOKS,BROSNAN(in the paint)",2
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",2
15:10,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
15:10,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:10,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
15:10,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
15:10,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
15:10,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
15:10,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
15:10,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
15:02,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
14:54,"MISS JUMPER by DUPREE,RYAN(in the paint)",,,,,,,"MISS JUMPER by DUPREE,RYAN(in the paint)",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
14:47,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
14:39,"FOUL  by DUPREE,RYAN",,,,,,,"FOUL  by DUPREE,RYAN",2
14:39,"TURNOVER  by DUPREE,RYAN",,,,,,,"TURNOVER  by DUPREE,RYAN",2
14:26,,,,,"MISS LAYUP by TULLOS,ZACHARY(in the paint)",,,"MISS LAYUP by TULLOS,ZACHARY(in the paint)",2
--,"REBOUND DEF by ROBERTS,JOSHUA",,,,,,,"REBOUND DEF by ROBERTS,JOSHUA",2
14:20,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
14:03,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
14:03,"GOOD FT by COOKS,BROSNAN",43,,49 (+6),,BU 43-49 (+6),,"GOOD FT by COOKS,BROSNAN",2
14:03,"GOOD FT by COOKS,BROSNAN",44,,49 (+5),,BU 44-49 (+5),,"GOOD FT by COOKS,BROSNAN",2
13:50,,,,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",,,"MISS LAYUP by HUGHES,ANTHONY(in the paint)",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
13:33,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
13:33,"GOOD FT by DUPREE,RYAN",45,,49 (+4),,BU 45-49 (+4),,"GOOD FT by DUPREE,RYAN",2
13:33,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
13:33,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
13:33,"MISS FT by DUPREE,RYAN",,,,,,,"MISS FT by DUPREE,RYAN",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
13:17,,45,,51 (+6),"GOOD JUMPER by TURNER,JAMES(in the paint)",Mill 45-51 (+6),,"GOOD JUMPER by TURNER,JAMES(in the paint)",2
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",2
13:03,"MISS JUMPER by DUPREE,RYAN(in the paint)",,,,,,,"MISS JUMPER by DUPREE,RYAN(in the paint)",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
12:49,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",2
12:49,"STEAL  by PRUITT,KELVIN",,,,,,,"STEAL  by PRUITT,KELVIN",2
12:44,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
12:44,"TURNOVER  by PRUITT,KELVIN",,,,,,,"TURNOVER  by PRUITT,KELVIN",2
12:44,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
12:44,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
12:44,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",2
12:44,"SUB IN by YOUNG,QUESHOD",,,,,,,"SUB IN by YOUNG,QUESHOD",2
12:32,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
12:17,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",2
12:17,"GOOD FT by COOKS,BROSNAN",46,,51 (+5),,BU 46-51 (+5),,"GOOD FT by COOKS,BROSNAN",2
12:17,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
12:17,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
12:17,,,,,"SUB OUT by JENKINS,KALEB",,,"SUB OUT by JENKINS,KALEB",2
12:17,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",2
12:17,"MISS FT by COOKS,BROSNAN",,,,,,,"MISS FT by COOKS,BROSNAN",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
11:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:54,"FOUL  by DUPREE,RYAN",,,,,,,"FOUL  by DUPREE,RYAN",2
11:54,"SUB OUT by DUPREE,RYAN",,,,,,,"SUB OUT by DUPREE,RYAN",2
11:54,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
11:34,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",2
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",2
11:10,"MISS JUMPER by COOKS,BROSNAN(in the paint)",,,,,,,"MISS JUMPER by COOKS,BROSNAN(in the paint)",2
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",2
10:59,,46,,54 (+8),"GOOD 3PTR by YOUNG,DILLON",Mill 46-54 (+8),,"GOOD 3PTR by YOUNG,DILLON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
10:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:54,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
10:54,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
10:31,"GOOD JUMPER by JONES,JUSTIN(in the paint)",48,,54 (+6),,BU 48-54 (+6),,"GOOD JUMPER by JONES,JUSTIN(in the paint)",2
10:13,,48,,56 (+8),"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",Mill 48-56 (+8),,"GOOD JUMPER by HUGHES,ANTHONY(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
09:57,,,,,"FOUL  by GILLIHAN,NEWLON",,,"FOUL  by GILLIHAN,NEWLON",2
09:57,"GOOD FT by COOKS,BROSNAN",49,,56 (+7),,BU 49-56 (+7),,"GOOD FT by COOKS,BROSNAN",2
09:57,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
09:57,"SUB IN by JAMES,TRAI",,,,,,,"SUB IN by JAMES,TRAI",2
09:57,"MISS FT by COOKS,BROSNAN",,,,,,,"MISS FT by COOKS,BROSNAN",2
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",2
09:42,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
09:42,"STEAL  by JONES,JUSTIN",,,,,,,"STEAL  by JONES,JUSTIN",2
09:39,"GOOD JUMPER by JONES,JUSTIN(fastbreak)(in the paint)",51,,56 (+5),,BU 51-56 (+5),,"GOOD JUMPER by JONES,JUSTIN(fastbreak)(in the paint)",2
09:39,,,,,"FOUL  by MILLER,JOSHUA",,,"FOUL  by MILLER,JOSHUA",2
09:39,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
09:39,,,,,"SUB IN by JENKINS,KALEB",,,"SUB IN by JENKINS,KALEB",2
09:39,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",2
09:39,"SUB IN by PHILLIPS,BRANDON",,,,,,,"SUB IN by PHILLIPS,BRANDON",2
09:39,"GOOD FT by JONES,JUSTIN(fastbreak)",52,,56 (+4),,BU 52-56 (+4),,"GOOD FT by JONES,JUSTIN(fastbreak)",2
09:26,"FOUL  by JAMES,TRAI",,,,,,,"FOUL  by JAMES,TRAI",2
09:26,,52,,57 (+5),"GOOD FT by JENKINS,KALEB",Mill 52-57 (+5),,"GOOD FT by JENKINS,KALEB",2
09:26,,52,,58 (+6),"GOOD FT by JENKINS,KALEB",Mill 52-58 (+6),,"GOOD FT by JENKINS,KALEB",2
09:06,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:05,"FOUL  by PHILLIPS,BRANDON",,,,,,,"FOUL  by PHILLIPS,BRANDON",2
08:40,,52,,60 (+8),"GOOD JUMPER by JENKINS,KALEB",Mill 52-60 (+8),,"GOOD JUMPER by JENKINS,KALEB",2
--,,,,,"ASSIST  by HUGHES,ANTHONY",,,"ASSIST  by HUGHES,ANTHONY",2
08:22,"MISS 3PTR by YOUNG,QUESHOD",,,,,,,"MISS 3PTR by YOUNG,QUESHOD",2
--,,,,,"REBOUND DEF by HUGHES,ANTHONY",,,"REBOUND DEF by HUGHES,ANTHONY",2
08:13,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
07:56,"GOOD JUMPER by PHILLIPS,BRANDON",54,,60 (+6),,BU 54-60 (+6),,"GOOD JUMPER by PHILLIPS,BRANDON",2
07:36,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:32,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
07:32,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
07:32,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
07:32,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
07:26,"MISS JUMPER by JONES,JUSTIN(in the paint)",,,,,,,"MISS JUMPER by JONES,JUSTIN(in the paint)",2
--,"REBOUND OFF by PHILLIPS,BRANDON",,,,,,,"REBOUND OFF by PHILLIPS,BRANDON",2
07:23,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",56,,60 (+4),,BU 56-60 (+4),,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",2
07:00,,56,,62 (+6),"GOOD JUMPER by BECKER,SAXTON(in the paint)",Mill 56-62 (+6),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",2
--,,,,,"ASSIST  by YOUNG,DILLON",,,"ASSIST  by YOUNG,DILLON",2
06:44,"MISS JUMPER by PHILLIPS,BRANDON(in the paint)",,,,,,,"MISS JUMPER by PHILLIPS,BRANDON(in the paint)",2
06:44,,,,,"BLOCK  by TULLOS,ZACHARY",,,"BLOCK  by TULLOS,ZACHARY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:44,,,,,"SUB OUT by HUGHES,ANTHONY",,,"SUB OUT by HUGHES,ANTHONY",2
06:44,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
06:28,"GOOD 3PTR by YOUNG,QUESHOD",59,,62 (+3),,BU 59-62 (+3),,"GOOD 3PTR by YOUNG,QUESHOD",2
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",2
06:15,,,,,"TURNOVER  by JENKINS,KALEB",,,"TURNOVER  by JENKINS,KALEB",2
06:15,"STEAL  by PHILLIPS,BRANDON",,,,,,,"STEAL  by PHILLIPS,BRANDON",2
06:10,"GOOD JUMPER by PHILLIPS,BRANDON(fastbreak)(in the paint)",61,,62 (+1),,BU 61-62 (+1),,"GOOD JUMPER by PHILLIPS,BRANDON(fastbreak)(in the paint)",2
--,"ASSIST  by YOUNG,QUESHOD",,,,,,,"ASSIST  by YOUNG,QUESHOD",2
06:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:08,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
06:08,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
05:57,"FOUL  by PHILLIPS,BRANDON",,,,,,,"FOUL  by PHILLIPS,BRANDON",2
05:57,,61,,63 (+2),"GOOD FT by BECKER,SAXTON",Mill 61-63 (+2),,"GOOD FT by BECKER,SAXTON",2
05:57,,61,,64 (+3),"GOOD FT by BECKER,SAXTON",Mill 61-64 (+3),,"GOOD FT by BECKER,SAXTON",2
05:42,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,,,,,"REBOUND DEF by JENKINS,KALEB",,,"REBOUND DEF by JENKINS,KALEB",2
05:29,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,"REBOUND DEF by JAMES,TRAI",,,,,,,"REBOUND DEF by JAMES,TRAI",2
05:21,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
05:21,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
05:21,"SUB IN by DUPREE,RYAN",,,,,,,"SUB IN by DUPREE,RYAN",2
05:21,"GOOD FT by JAMES,TRAI(fastbreak)",62,,64 (+2),,BU 62-64 (+2),,"GOOD FT by JAMES,TRAI(fastbreak)",2
05:21,"MISS FT by JAMES,TRAI(fastbreak)",,,,,,,"MISS FT by JAMES,TRAI(fastbreak)",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
05:10,,62,,66 (+4),"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",Mill 62-66 (+4),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by BECKER,SAXTON",,,"ASSIST  by BECKER,SAXTON",2
04:54,"MISS LAYUP by PHILLIPS,BRANDON(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS,BRANDON(in the paint)",2
--,"REBOUND OFF by PHILLIPS,BRANDON",,,,,,,"REBOUND OFF by PHILLIPS,BRANDON",2
04:50,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",64,,66 (+2),,BU 64-66 (+2),,"GOOD LAYUP by PHILLIPS,BRANDON(in the paint)",2
04:30,,64,,68 (+4),"GOOD JUMPER by BECKER,SAXTON(in the paint)",Mill 64-68 (+4),,"GOOD JUMPER by BECKER,SAXTON(in the paint)",2
04:15,"TURNOVER  by PHILLIPS,BRANDON",,,,,,,"TURNOVER  by PHILLIPS,BRANDON",2
04:15,,,,,"STEAL  by TURNER,JAMES",,,"STEAL  by TURNER,JAMES",2
04:14,"FOUL  by YOUNG,QUESHOD",,,,,,,"FOUL  by YOUNG,QUESHOD",2
04:14,,64,,69 (+5),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 64-69 (+5),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
04:14,,64,,70 (+6),"GOOD FT by JENKINS,KALEB(fastbreak)",Mill 64-70 (+6),,"GOOD FT by JENKINS,KALEB(fastbreak)",2
04:03,"TURNOVER  by PHILLIPS,BRANDON",,,,,,,"TURNOVER  by PHILLIPS,BRANDON",2
03:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:57,"SUB OUT by YOUNG,QUESHOD",,,,,,,"SUB OUT by YOUNG,QUESHOD",2
03:57,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
03:39,,,,,"MISS 3PTR by JENKINS,KALEB",,,"MISS 3PTR by JENKINS,KALEB",2
03:39,"BLOCK  by DUPREE,RYAN",,,,,,,"BLOCK  by DUPREE,RYAN",2
--,"REBOUND DEF by JAMES,TRAI",,,,,,,"REBOUND DEF by JAMES,TRAI",2
03:34,"FOUL  by PHILLIPS,BRANDON",,,,,,,"FOUL  by PHILLIPS,BRANDON",2
03:34,"TURNOVER  by PHILLIPS,BRANDON",,,,,,,"TURNOVER  by PHILLIPS,BRANDON",2
03:34,"SUB OUT by PHILLIPS,BRANDON",,,,,,,"SUB OUT by PHILLIPS,BRANDON",2
03:34,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
03:34,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
03:34,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
03:18,"FOUL  by JAMES,TRAI",,,,,,,"FOUL  by JAMES,TRAI",2
03:18,"SUB OUT by JAMES,TRAI",,,,,,,"SUB OUT by JAMES,TRAI",2
03:18,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",2
03:18,,,,,"MISS FT by GRANT,SHE'CHEM",,,"MISS FT by GRANT,SHE'CHEM",2
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",2
03:02,,,,,"FOUL  by JENKINS,KALEB",,,"FOUL  by JENKINS,KALEB",2
03:02,"GOOD FT by DUPREE,RYAN",65,,70 (+5),,BU 65-70 (+5),,"GOOD FT by DUPREE,RYAN",2
03:02,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
03:02,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
03:02,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
03:02,,,,,"SUB IN by HUGHES,ANTHONY",,,"SUB IN by HUGHES,ANTHONY",2
03:02,"MISS FT by DUPREE,RYAN",,,,,,,"MISS FT by DUPREE,RYAN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
02:58,"MISS DUNK by COOKS,BROSNAN(in the paint)",,,,,,,"MISS DUNK by COOKS,BROSNAN(in the paint)",2
--,,,,,"REBOUND DEF by YOUNG,DILLON",,,"REBOUND DEF by YOUNG,DILLON",2
02:56,"FOUL  by PRUITT,KELVIN",,,,,,,"FOUL  by PRUITT,KELVIN",2
02:56,,65,,71 (+6),"GOOD FT by YOUNG,DILLON(fastbreak)",Mill 65-71 (+6),,"GOOD FT by YOUNG,DILLON(fastbreak)",2
02:56,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
02:56,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
02:56,,65,,72 (+7),"GOOD FT by YOUNG,DILLON(fastbreak)",Mill 65-72 (+7),,"GOOD FT by YOUNG,DILLON(fastbreak)",2
02:56,,,,,"SUB OUT by YOUNG,DILLON",,,"SUB OUT by YOUNG,DILLON",2
02:56,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
02:47,"MISS 3PTR by DUPREE,RYAN",,,,,,,"MISS 3PTR by DUPREE,RYAN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
02:42,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
02:18,,65,,75 (+10),"GOOD 3PTR by HUGHES,ANTHONY",Mill 65-75 (+10),,"GOOD 3PTR by HUGHES,ANTHONY",2
02:06,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",2
02:06,"MISS FT by DUPREE,RYAN",,,,,,,"MISS FT by DUPREE,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:06,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
02:06,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
02:06,,,,,"SUB IN by YOUNG,DILLON",,,"SUB IN by YOUNG,DILLON",2
02:06,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
02:06,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
