Time Remaining,FWB,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
10:03,"TURNOVER  by TERRELL,STEVEN",,,,,,,"TURNOVER  by TERRELL,STEVEN",2
09:51,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
09:49,"STEAL  by MANNING,JAKE",,,,,,,"STEAL  by MANNING,JAKE",2
09:28,"MISS 3PTR by TERRELL,STEVEN",,,,,,,"MISS 3PTR by TERRELL,STEVEN",2
--,,,,,"REBOUND DEF by NELSON,ANVIL",,,"REBOUND DEF by NELSON,ANVIL",2
09:17,,,,,"MISS 3PTR by BRYANT,VALENTINO",,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
09:14,,30,,73 (+43),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEW 30-73 (+43),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
08:56,"TURNOVER  by BRADFORD,JAMES",,,,,,,"TURNOVER  by BRADFORD,JAMES",2
08:42,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by NELSON,ANVIL",,,"REBOUND OFF by NELSON,ANVIL",2
08:39,,,,,"MISS JUMPER by NELSON,ANVIL",,,"MISS JUMPER by NELSON,ANVIL",2
--,,,,,"REBOUND OFF by AFFRONTI,LEWIS",,,"REBOUND OFF by AFFRONTI,LEWIS",2
08:30,,30,,75 (+45),"GOOD JUMPER by NELSON,ANVIL",SEW 30-75 (+45),,"GOOD JUMPER by NELSON,ANVIL",2
08:09,"TURNOVER  by NELSON,STEPHEN",,,,,,,"TURNOVER  by NELSON,STEPHEN",2
07:58,"FOUL  by MANNING,JAKE",,,,,,,"FOUL  by MANNING,JAKE",2
07:52,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by WARREN,NATHAN",,,"REBOUND OFF by WARREN,NATHAN",2
07:46,,,,,"TURNOVER  by WARREN,NATHAN",,,"TURNOVER  by WARREN,NATHAN",2
07:30,,,,,"FOUL  by KIRKPATRICK,TODD",,,"FOUL  by KIRKPATRICK,TODD",2
07:30,"GOOD FT by LANDERS,DAVID",31,,75 (+44),,FWB 31-75 (+44),,"GOOD FT by LANDERS,DAVID",2
07:30,"MISS FT by LANDERS,DAVID",,,,,,,"MISS FT by LANDERS,DAVID",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
07:12,,,,,"MISS 3PTR by GRACE,WES",,,"MISS 3PTR by GRACE,WES",2
--,"REBOUND DEF by GRAYSON,JABAR",,,,,,,"REBOUND DEF by GRAYSON,JABAR",2
06:50,"GOOD JUMPER by GRAYSON,JABAR",33,,75 (+42),,FWB 33-75 (+42),,"GOOD JUMPER by GRAYSON,JABAR",2
06:30,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:14,"GOOD JUMPER by LANDERS,DAVID",35,,75 (+40),,FWB 35-75 (+40),,"GOOD JUMPER by LANDERS,DAVID",2
05:49,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,"REBOUND DEF by GRAYSON,JABAR",,,,,,,"REBOUND DEF by GRAYSON,JABAR",2
05:44,"GOOD DUNK by LANDERS,DAVID(fastbreak)(in the paint)",37,,75 (+38),,FWB 37-75 (+38),,"GOOD DUNK by LANDERS,DAVID(fastbreak)(in the paint)",2
--,"ASSIST  by GRAYSON,JABAR",,,,,,,"ASSIST  by GRAYSON,JABAR",2
05:09,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,"REBOUND DEF by LANDERS,DAVID",,,,,,,"REBOUND DEF by LANDERS,DAVID",2
04:59,"TURNOVER  by GRAYSON,JABAR",,,,,,,"TURNOVER  by GRAYSON,JABAR",2
04:49,,,,,"STEAL  by GRACE,WES",,,"STEAL  by GRACE,WES",2
04:46,,37,,77 (+40),"GOOD JUMPER by GRACE,WES",SEW 37-77 (+40),,"GOOD JUMPER by GRACE,WES",2
04:32,"MISS JUMPER by STOX,KEVIN",,,,,,,"MISS JUMPER by STOX,KEVIN",2
04:32,,,,,"BLOCK  by KIRKPATRICK,TODD",,,"BLOCK  by KIRKPATRICK,TODD",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
04:11,,,,,"TURNOVER  by KIRKPATRICK,TODD",,,"TURNOVER  by KIRKPATRICK,TODD",2
04:09,"STEAL  by STOX,KEVIN",,,,,,,"STEAL  by STOX,KEVIN",2
04:04,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
04:04,"MISS FT by SIDES,KENDRED",,,,,,,"MISS FT by SIDES,KENDRED",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:04,"MISS FT by SIDES,KENDRED",,,,,,,"MISS FT by SIDES,KENDRED",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
03:53,,,,,"MISS 3PTR by WARREN,NATHAN",,,"MISS 3PTR by WARREN,NATHAN",2
--,"REBOUND DEF by DAVENPORT,CHRIS",,,,,,,"REBOUND DEF by DAVENPORT,CHRIS",2
03:44,"GOOD 3PTR by GRAYSON,JABAR",40,,77 (+37),,FWB 40-77 (+37),,"GOOD 3PTR by GRAYSON,JABAR",2
--,"ASSIST  by DAVENPORT,CHRIS",,,,,,,"ASSIST  by DAVENPORT,CHRIS",2
03:23,,40,,80 (+40),"GOOD 3PTR by GRACE,WES",SEW 40-80 (+40),,"GOOD 3PTR by GRACE,WES",2
--,,,,,"ASSIST  by WARREN,NATHAN",,,"ASSIST  by WARREN,NATHAN",2
03:04,"MISS 3PTR by GRAYSON,JABAR",,,,,,,"MISS 3PTR by GRAYSON,JABAR",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
02:40,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",2
--,,,,,"REBOUND OFF by KIRKPATRICK,TODD",,,"REBOUND OFF by KIRKPATRICK,TODD",2
02:37,,40,,82 (+42),"GOOD JUMPER by KIRKPATRICK,TODD(in the paint)",SEW 40-82 (+42),,"GOOD JUMPER by KIRKPATRICK,TODD(in the paint)",2
02:23,"MISS JUMPER by FOSTER,KENNY",,,,,,,"MISS JUMPER by FOSTER,KENNY",2
--,"REBOUND OFF by BRADFORD,JAMES",,,,,,,"REBOUND OFF by BRADFORD,JAMES",2
02:16,"MISS 3PTR by GRAYSON,JABAR",,,,,,,"MISS 3PTR by GRAYSON,JABAR",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
02:09,,40,,84 (+44),"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEW 40-84 (+44),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
01:46,"MISS LAYUP by FOSTER,KENNY",,,,,,,"MISS LAYUP by FOSTER,KENNY",2
--,,,,,"REBOUND DEF by ABELES,ZACH",,,"REBOUND DEF by ABELES,ZACH",2
01:39,"FOUL  by FOSTER,KENNY",,,,,,,"FOUL  by FOSTER,KENNY",2
01:22,,,,,"MISS 3PTR by WARREN,NATHAN",,,"MISS 3PTR by WARREN,NATHAN",2
--,,,,,"REBOUND OFF by ABELES,ZACH",,,"REBOUND OFF by ABELES,ZACH",2
01:19,,,,,"MISS JUMPER by ABELES,ZACH",,,"MISS JUMPER by ABELES,ZACH",2
--,,,,,"REBOUND OFF by LEIBRANDT,ERIC",,,"REBOUND OFF by LEIBRANDT,ERIC",2
01:17,"FOUL  by NELSON,STEPHEN",,,,,,,"FOUL  by NELSON,STEPHEN",2
01:17,,40,,85 (+45),"GOOD FT by LEIBRANDT,ERIC",SEW 40-85 (+45),,"GOOD FT by LEIBRANDT,ERIC",2
01:17,,40,,86 (+46),"GOOD FT by LEIBRANDT,ERIC",SEW 40-86 (+46),,"GOOD FT by LEIBRANDT,ERIC",2
01:08,"MISS 3PTR by GRAYSON,JABAR",,,,,,,"MISS 3PTR by GRAYSON,JABAR",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
00:50,,40,,88 (+48),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEW 40-88 (+48),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",2
00:40,,,,,"FOUL  by ABELES,ZACH",,,"FOUL  by ABELES,ZACH",2
00:40,"GOOD FT by FOSTER,KENNY",41,,88 (+47),,FWB 41-88 (+47),,"GOOD FT by FOSTER,KENNY",2
00:40,"GOOD FT by FOSTER,KENNY",42,,88 (+46),,FWB 42-88 (+46),,"GOOD FT by FOSTER,KENNY",2
00:27,,,,,"MISS LAYUP by VEAL,ROBERT",,,"MISS LAYUP by VEAL,ROBERT",2
--,"REBOUND DEF by GRAYSON,JABAR",,,,,,,"REBOUND DEF by GRAYSON,JABAR",2
00:26,,,,,"FOUL  by LEIBRANDT,ERIC",,,"FOUL  by LEIBRANDT,ERIC",2
00:26,"MISS FT by GRAYSON,JABAR",,,,,,,"MISS FT by GRAYSON,JABAR",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
