Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:52,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
16:48,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
16:48,,,,,"BLOCK  by WHITE,BLAISE",,,"BLOCK  by WHITE,BLAISE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
16:45,"MISS 3PTR by WILLIAMS,TRENT",,,,,,,"MISS 3PTR by WILLIAMS,TRENT",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
16:37,"GOOD LAYUP by BROWN,TYLER(in the paint)",31,,51 (+20),,SEWANEE 31-51 (-20),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
16:23,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
16:23,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
16:23,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
16:20,,31,,54 (+23),"GOOD 3PTR by KEGARISE,KEVIN",BSC 31-54 (-23),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by JONUS,JASEN",,,"ASSIST  by JONUS,JASEN",2
16:18,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
16:18,,31,,55 (+24),"GOOD FT by KEGARISE,KEVIN",BSC 31-55 (-24),,"GOOD FT by KEGARISE,KEVIN",2
16:18,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
16:18,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
16:09,"GOOD 3PTR by AFFRONTI,LEWIS",34,,55 (+21),,SEWANEE 34-55 (-21),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BROWN,TYLER",,,,,,,"ASSIST  by BROWN,TYLER",2
15:59,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
15:59,,34,,56 (+22),"GOOD FT by WHITE,BLAISE",BSC 34-56 (-22),,"GOOD FT by WHITE,BLAISE",2
15:59,,34,,57 (+23),"GOOD FT by WHITE,BLAISE",BSC 34-57 (-23),,"GOOD FT by WHITE,BLAISE",2
15:41,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
15:41,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
15:41,"SUB OUT by WILLIAMS,TRENT",,,,,,,"SUB OUT by WILLIAMS,TRENT",2
15:34,"MISS LAYUP by VEAL,ROBERT",,,,,,,"MISS LAYUP by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
15:20,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
15:18,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
14:56,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
14:54,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",2
14:47,,34,,60 (+26),"GOOD 3PTR by JONUS,JASEN",BSC 34-60 (-26),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
14:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:40,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
14:40,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",2
14:40,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
14:40,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
14:40,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
14:40,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
14:40,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
14:40,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
14:40,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
14:40,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
14:40,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:40,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
14:40,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:40,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
14:19,"MISS LAYUP by BROWN,TYLER",,,,,,,"MISS LAYUP by BROWN,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:57,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
13:57,,34,,61 (+27),"GOOD FT by SCHAMP,GRIFFIN",BSC 34-61 (-27),,"GOOD FT by SCHAMP,GRIFFIN",2
13:57,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
13:30,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
13:11,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",2
13:11,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",2
--,,,,,"REBOUND OFF by LEE,CALEB",,,"REBOUND OFF by LEE,CALEB",2
13:11,"SUB IN by KIRKPATRICK,TODD",,,,,,,"SUB IN by KIRKPATRICK,TODD",2
13:11,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
13:00,,34,,63 (+29),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 34-63 (-29),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
12:36,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
12:36,"GOOD FT by BOULDIN,BRETT",35,,63 (+28),,SEWANEE 35-63 (-28),,"GOOD FT by BOULDIN,BRETT",2
12:36,"GOOD FT by BOULDIN,BRETT",36,,63 (+27),,SEWANEE 36-63 (-27),,"GOOD FT by BOULDIN,BRETT",2
12:05,,,,,"MISS LAYUP by HOLLAND,JASON",,,"MISS LAYUP by HOLLAND,JASON",2
--,,,,,"REBOUND OFF by LEE,CALEB",,,"REBOUND OFF by LEE,CALEB",2
12:01,,,,,"MISS LAYUP by LEE,CALEB",,,"MISS LAYUP by LEE,CALEB",2
--,,,,,"REBOUND OFF by LEE,CALEB",,,"REBOUND OFF by LEE,CALEB",2
11:58,,36,,63 (+27),"GOOD TIPIN by LEE,CALEB(in the paint)",BSC 36-63 (-27),,"GOOD TIPIN by LEE,CALEB(in the paint)",2
11:50,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
11:34,"GOOD JUMPER by KIRKPATRICK,TODD",38,,63 (+25),,SEWANEE 38-63 (-25),,"GOOD JUMPER by KIRKPATRICK,TODD",2
11:28,,38,,66 (+28),"GOOD 3PTR by MURPHY,NICK",BSC 38-66 (-28),,"GOOD 3PTR by MURPHY,NICK",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
10:51,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
10:25,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
10:07,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",2
10:04,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
10:00,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
09:58,"STEAL  by BEVIACQUA,BRYAN",,,,,,,"STEAL  by BEVIACQUA,BRYAN",2
09:53,"MISS 3PTR by KIRKPATRICK,TODD",,,,,,,"MISS 3PTR by KIRKPATRICK,TODD",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
09:46,,38,,69 (+31),"GOOD 3PTR by MURPHY,NICK",BSC 38-69 (-31),,"GOOD 3PTR by MURPHY,NICK",2
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",2
09:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:41,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
09:41,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
09:41,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
09:41,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
09:41,"SUB IN by WILLIAMS,TRENT",,,,,,,"SUB IN by WILLIAMS,TRENT",2
09:41,"SUB OUT by KIRKPATRICK,TODD",,,,,,,"SUB OUT by KIRKPATRICK,TODD",2
09:41,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
09:41,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
09:41,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
09:41,"SUB OUT by BEVIACQUA,BRYAN",,,,,,,"SUB OUT by BEVIACQUA,BRYAN",2
09:41,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
09:41,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
09:41,,,,,"SUB IN by NEINER,JOSEPH",,,"SUB IN by NEINER,JOSEPH",2
09:41,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
09:41,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
09:41,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
09:41,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
09:41,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
09:41,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
09:41,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
09:19,"TURNOVER  by AFFRONTI,LEWIS",,,,,,,"TURNOVER  by AFFRONTI,LEWIS",2
09:19,,,,,"STEAL  by GALFSKY,ANDER",,,"STEAL  by GALFSKY,ANDER",2
09:01,,,,,"MISS JUMPER by MARSCHNER,BRENDAN",,,"MISS JUMPER by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
08:52,,,,,"FOUL  by OLAFSSON,ODDUR",,,"FOUL  by OLAFSSON,ODDUR",2
08:52,"GOOD FT by AFFRONTI,LEWIS",39,,69 (+30),,SEWANEE 39-69 (-30),,"GOOD FT by AFFRONTI,LEWIS",2
08:52,"GOOD FT by AFFRONTI,LEWIS",40,,69 (+29),,SEWANEE 40-69 (-29),,"GOOD FT by AFFRONTI,LEWIS",2
08:18,,40,,71 (+31),"GOOD JUMPER by GALFSKY,ANDER",BSC 40-71 (-31),,"GOOD JUMPER by GALFSKY,ANDER",2
08:04,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",42,,71 (+29),,SEWANEE 42-71 (-29),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
07:51,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
07:31,"MISS LAYUP by NELSON,ANVIL",,,,,,,"MISS LAYUP by NELSON,ANVIL",2
--,,,,,"REBOUND DEF by OLAFSSON,ODDUR",,,"REBOUND DEF by OLAFSSON,ODDUR",2
07:15,,,,,"MISS 3PTR by OLAFSSON,ODDUR",,,"MISS 3PTR by OLAFSSON,ODDUR",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
07:08,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
07:02,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
06:44,,,,,"MISS LAYUP by OLAFSSON,ODDUR",,,"MISS LAYUP by OLAFSSON,ODDUR",2
06:44,"BLOCK  by BRYANT,VALENTINO",,,,,,,"BLOCK  by BRYANT,VALENTINO",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
06:37,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",2
06:32,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by NEINER,JOSEPH",,,"REBOUND DEF by NEINER,JOSEPH",2
06:22,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
06:22,"SUB IN by KIRKPATRICK,TODD",,,,,,,"SUB IN by KIRKPATRICK,TODD",2
06:22,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
06:22,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
06:22,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
06:22,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",2
06:22,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
06:22,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
06:22,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
06:22,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
06:22,"SUB OUT by WILLIAMS,TRENT",,,,,,,"SUB OUT by WILLIAMS,TRENT",2
05:56,"MISS JUMPER by KIRKPATRICK,TODD",,,,,,,"MISS JUMPER by KIRKPATRICK,TODD",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
05:52,"MISS 3PTR by VEAL,ROBERT",,,,,,,"MISS 3PTR by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by OLAFSSON,ODDUR",,,"REBOUND DEF by OLAFSSON,ODDUR",2
05:43,,,,,"FOUL  by NEINER,JOSEPH",,,"FOUL  by NEINER,JOSEPH",2
05:43,,,,,"TURNOVER  by NEINER,JOSEPH",,,"TURNOVER  by NEINER,JOSEPH",2
05:43,,,,,"SUB IN by SHELTON,MIGUEL",,,"SUB IN by SHELTON,MIGUEL",2
05:43,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
05:43,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
05:43,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
05:43,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
05:43,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
05:43,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
05:43,,,,,"SUB OUT by NEINER,JOSEPH",,,"SUB OUT by NEINER,JOSEPH",2
05:43,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
05:43,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
05:25,"MISS 3PTR by BEVIACQUA,BRYAN",,,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
05:11,,,,,"MISS JUMPER by SHELTON,MIGUEL",,,"MISS JUMPER by SHELTON,MIGUEL",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
05:00,"MISS LAYUP by BEVIACQUA,BRYAN",,,,,,,"MISS LAYUP by BEVIACQUA,BRYAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
04:37,,42,,73 (+31),"GOOD LAYUP by MURPHY,NICK(in the paint)",BSC 42-73 (-31),,"GOOD LAYUP by MURPHY,NICK(in the paint)",2
04:17,"MISS JUMPER by KIRKPATRICK,TODD",,,,,,,"MISS JUMPER by KIRKPATRICK,TODD",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
04:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:48,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
03:48,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
03:46,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
03:30,"FOUL  by KIRKPATRICK,TODD",,,,,,,"FOUL  by KIRKPATRICK,TODD",2
03:30,,42,,74 (+32),"GOOD FT by SHELTON,MIGUEL",BSC 42-74 (-32),,"GOOD FT by SHELTON,MIGUEL",2
03:30,,42,,75 (+33),"GOOD FT by SHELTON,MIGUEL",BSC 42-75 (-33),,"GOOD FT by SHELTON,MIGUEL",2
03:15,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
03:06,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
03:06,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:06,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by SHELTON,MIGUEL",,,"REBOUND OFF by SHELTON,MIGUEL",2
03:02,,,,,"MISS JUMPER by SHELTON,MIGUEL",,,"MISS JUMPER by SHELTON,MIGUEL",2
--,"REBOUND DEF by KIRKPATRICK,TODD",,,,,,,"REBOUND DEF by KIRKPATRICK,TODD",2
02:50,"SUB IN by MARTIN,SAM",,,,,,,"SUB IN by MARTIN,SAM",2
02:50,"SUB IN by GRACE,WES",,,,,,,"SUB IN by GRACE,WES",2
02:50,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
02:50,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
02:50,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
02:50,,,,,"SUB IN by NEINER,JOSEPH",,,"SUB IN by NEINER,JOSEPH",2
02:50,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
02:50,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
02:50,,,,,"SUB OUT by SHELTON,MIGUEL",,,"SUB OUT by SHELTON,MIGUEL",2
02:50,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
02:50,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
02:50,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
02:43,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
02:43,"MISS FT by KIRKPATRICK,TODD",,,,,,,"MISS FT by KIRKPATRICK,TODD",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
02:19,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by KIRKPATRICK,TODD",,,,,,,"REBOUND DEF by KIRKPATRICK,TODD",2
02:09,"GOOD 3PTR by BOULDIN,BRETT",45,,75 (+30),,SEWANEE 45-75 (-30),,"GOOD 3PTR by BOULDIN,BRETT",2
01:50,,,,,"MISS LAYUP by OLAFSSON,ODDUR",,,"MISS LAYUP by OLAFSSON,ODDUR",2
--,,,,,"REBOUND OFF by NEINER,JOSEPH",,,"REBOUND OFF by NEINER,JOSEPH",2
01:48,,45,,77 (+32),"GOOD LAYUP by NEINER,JOSEPH(in the paint)",BSC 45-77 (-32),,"GOOD LAYUP by NEINER,JOSEPH(in the paint)",2
01:15,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
01:15,"GOOD FT by BOULDIN,BRETT",46,,77 (+31),,SEWANEE 46-77 (-31),,"GOOD FT by BOULDIN,BRETT",2
01:15,"GOOD FT by BOULDIN,BRETT",47,,77 (+30),,SEWANEE 47-77 (-30),,"GOOD FT by BOULDIN,BRETT",2
00:46,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
00:45,"STEAL  by BOULDIN,BRETT",,,,,,,"STEAL  by BOULDIN,BRETT",2
00:41,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
00:41,"GOOD FT by BOULDIN,BRETT",48,,77 (+29),,SEWANEE 48-77 (-29),,"GOOD FT by BOULDIN,BRETT",2
00:41,"GOOD FT by BOULDIN,BRETT",49,,77 (+28),,SEWANEE 49-77 (-28),,"GOOD FT by BOULDIN,BRETT",2
00:20,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by GRACE,WES",,,,,,,"REBOUND DEF by GRACE,WES",2
00:01,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by NEINER,JOSEPH",,,"REBOUND DEF by NEINER,JOSEPH",2
