Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
11:09,,8,,21 (+13),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 8-21 (-13),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
11:09,"FOUL  by WILLIAMS,TRENT",,,,,,,"FOUL  by WILLIAMS,TRENT",1
11:09,,8,,22 (+14),"GOOD FT by SCHAMP,GRIFFIN",BSC 8-22 (-14),,"GOOD FT by SCHAMP,GRIFFIN",1
10:42,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",1
10:42,"GOOD FT by VEAL,ROBERT",9,,22 (+13),,SEWANEE 9-22 (-13),,"GOOD FT by VEAL,ROBERT",1
10:42,"GOOD FT by VEAL,ROBERT",10,,22 (+12),,SEWANEE 10-22 (-12),,"GOOD FT by VEAL,ROBERT",1
10:42,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",1
10:42,"SUB OUT by WILLIAMS,TRENT",,,,,,,"SUB OUT by WILLIAMS,TRENT",1
10:42,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
10:42,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
10:42,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
10:42,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
10:42,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
10:42,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
10:42,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
10:42,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
10:42,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
10:42,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
10:25,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",1
10:08,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,"REBOUND OFF by BOULDIN,BRETT",,,,,,,"REBOUND OFF by BOULDIN,BRETT",1
10:04,"GOOD JUMPER by BOULDIN,BRETT",12,,22 (+10),,SEWANEE 12-22 (-10),,"GOOD JUMPER by BOULDIN,BRETT",1
09:40,,12,,24 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 12-24 (-12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
09:22,"GOOD JUMPER by VEAL,ROBERT",14,,24 (+10),,SEWANEE 14-24 (-10),,"GOOD JUMPER by VEAL,ROBERT",1
09:15,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",1
09:01,,14,,27 (+13),"GOOD 3PTR by JONUS,JASEN",BSC 14-27 (-13),,"GOOD 3PTR by JONUS,JASEN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:46,"MISS 3PTR by VEAL,ROBERT",,,,,,,"MISS 3PTR by VEAL,ROBERT",1
--,,,,,"REBOUND DEF by WHITE,BLAISE",,,"REBOUND DEF by WHITE,BLAISE",1
08:40,,14,,30 (+16),"GOOD 3PTR by KEGARISE,KEVIN",BSC 14-30 (-16),,"GOOD 3PTR by KEGARISE,KEVIN",1
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",1
08:21,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
08:19,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",1
08:19,"SUB IN by WILLIAMS,TRENT",,,,,,,"SUB IN by WILLIAMS,TRENT",1
08:19,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
08:19,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",1
08:08,"GOOD 3PTR by BOULDIN,BRETT",17,,30 (+13),,SEWANEE 17-30 (-13),,"GOOD 3PTR by BOULDIN,BRETT",1
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",1
07:39,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
07:38,"STEAL  by BOULDIN,BRETT",,,,,,,"STEAL  by BOULDIN,BRETT",1
07:26,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
07:23,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
07:16,,17,,32 (+15),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 17-32 (-15),,"GOOD LAYUP by HENRY,COLIN(in the paint)",1
07:16,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",1
07:16,,17,,33 (+16),"GOOD FT by HENRY,COLIN",BSC 17-33 (-16),,"GOOD FT by HENRY,COLIN",1
07:00,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",1
07:00,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",1
06:46,,17,,36 (+19),"GOOD 3PTR by WHITE,BLAISE",BSC 17-36 (-19),,"GOOD 3PTR by WHITE,BLAISE",1
06:27,"GOOD LAYUP by WILLIAMS,TRENT(in the paint)",19,,36 (+17),,SEWANEE 19-36 (-17),,"GOOD LAYUP by WILLIAMS,TRENT(in the paint)",1
06:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:22,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
06:22,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
06:22,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
06:22,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",1
06:22,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
06:22,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
06:22,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
06:22,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
06:22,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
06:22,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",1
06:09,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
06:07,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",1
05:59,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",1
05:58,,,,,"STEAL  by MURPHY,NICK",,,"STEAL  by MURPHY,NICK",1
05:54,,19,,38 (+19),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 19-38 (-19),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",1
--,,,,,"ASSIST  by MURPHY,NICK",,,"ASSIST  by MURPHY,NICK",1
05:43,"GOOD 3PTR by BOULDIN,BRETT",22,,38 (+16),,SEWANEE 22-38 (-16),,"GOOD 3PTR by BOULDIN,BRETT",1
05:15,,,,,"MISS LAYUP by MURPHY,NICK",,,"MISS LAYUP by MURPHY,NICK",1
--,,,,,"REBOUND OFF by MURPHY,NICK",,,"REBOUND OFF by MURPHY,NICK",1
05:12,,22,,38 (+16),"GOOD TIPIN by MURPHY,NICK(in the paint)",BSC 22-38 (-16),,"GOOD TIPIN by MURPHY,NICK(in the paint)",1
05:08,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",1
05:04,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
05:00,,22,,40 (+18),"GOOD JUMPER by THOMAS,LARRY(in the paint)",BSC 22-40 (-18),,"GOOD JUMPER by THOMAS,LARRY(in the paint)",1
05:00,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",1
05:00,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",1
05:00,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",1
05:00,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",1
05:00,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",1
05:00,"SUB OUT by WILLIAMS,TRENT",,,,,,,"SUB OUT by WILLIAMS,TRENT",1
04:49,"GOOD 3PTR by BOULDIN,BRETT",25,,40 (+15),,SEWANEE 25-40 (-15),,"GOOD 3PTR by BOULDIN,BRETT",1
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",1
04:26,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",,,"MISS LAYUP by FREEMAN,SCHYLAR",1
04:26,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",1
--,"REBOUND DEF by BEVIACQUA,BRYAN",,,,,,,"REBOUND DEF by BEVIACQUA,BRYAN",1
04:10,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
03:53,,25,,42 (+17),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 25-42 (-17),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
03:37,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",1
03:32,,25,,45 (+20),"GOOD 3PTR by MURPHY,NICK",BSC 25-45 (-20),,"GOOD 3PTR by MURPHY,NICK",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
03:21,"GOOD LAYUP by VEAL,ROBERT(in the paint)",27,,45 (+18),,SEWANEE 27-45 (-18),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",1
02:58,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
02:47,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",1
02:28,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",,,"MISS 3PTR by SCHAMP,GRIFFIN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
02:26,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",1
02:26,"SUB IN by WILLIAMS,TRENT",,,,,,,"SUB IN by WILLIAMS,TRENT",1
02:26,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",1
02:26,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",1
02:16,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",1
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",1
02:11,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
02:11,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
02:11,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
02:11,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
02:11,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",1
02:11,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
02:11,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
02:11,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
02:11,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",1
02:11,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
02:05,"MISS 3PTR by VEAL,ROBERT",,,,,,,"MISS 3PTR by VEAL,ROBERT",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:53,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
01:36,"TURNOVER  by VEAL,ROBERT",,,,,,,"TURNOVER  by VEAL,ROBERT",1
01:35,,,,,"STEAL  by JONUS,JASEN",,,"STEAL  by JONUS,JASEN",1
01:08,,,,,"TURNOVER  by JONUS,JASEN",,,"TURNOVER  by JONUS,JASEN",1
01:06,"STEAL  by WILLIAMS,TRENT",,,,,,,"STEAL  by WILLIAMS,TRENT",1
01:02,"GOOD LAYUP by BROWN,TYLER(in the paint)",29,,45 (+16),,SEWANEE 29-45 (-16),,"GOOD LAYUP by BROWN,TYLER(in the paint)",1
--,"ASSIST  by BEVIACQUA,BRYAN",,,,,,,"ASSIST  by BEVIACQUA,BRYAN",1
00:36,,,,,"MISS LAYUP by WHITE,BLAISE",,,"MISS LAYUP by WHITE,BLAISE",1
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",1
00:02,"TURNOVER  by BEVIACQUA,BRYAN",,,,,,,"TURNOVER  by BEVIACQUA,BRYAN",1
00:01,,,,,"STEAL  by JONUS,JASEN",,,"STEAL  by JONUS,JASEN",1
00:00,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
19:46,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
19:40,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
19:22,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
19:02,,,,,"MISS LAYUP by HENRY,COLIN",,,"MISS LAYUP by HENRY,COLIN",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
18:44,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
18:37,,29,,47 (+18),"GOOD LAYUP by JONUS,JASEN(in the paint)",BSC 29-47 (-18),,"GOOD LAYUP by JONUS,JASEN(in the paint)",2
18:07,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
18:07,"TURNOVER  by BROWN,TYLER",,,,,,,"TURNOVER  by BROWN,TYLER",2
18:07,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
18:07,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
18:01,,,,,"MISS LAYUP by KEGARISE,KEVIN",,,"MISS LAYUP by KEGARISE,KEVIN",2
18:01,"BLOCK  by VEAL,ROBERT",,,,,,,"BLOCK  by VEAL,ROBERT",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
17:51,"MISS 3PTR by WILLIAMS,TRENT",,,,,,,"MISS 3PTR by WILLIAMS,TRENT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:49,"MISS JUMPER by AFFRONTI,LEWIS",,,,,,,"MISS JUMPER by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
17:41,,29,,49 (+20),"GOOD LAYUP by HENRY,COLIN(fastbreak)(in the paint)",BSC 29-49 (-20),,"GOOD LAYUP by HENRY,COLIN(fastbreak)(in the paint)",2
17:27,"MISS JUMPER by VEAL,ROBERT",,,,,,,"MISS JUMPER by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
17:20,,29,,51 (+22),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 29-51 (-22),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
16:58,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
