Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,SEW,Game Score,Team Indicator,Play,Period
09:52,,12 (+2),,10,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",SEW 12-10 (-2),,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",1
09:37,"MISS JUMPER by JOHNSON,ADRIAN",,,,,,,"MISS JUMPER by JOHNSON,ADRIAN",1
--,"REBOUND OFF by KOCHER,CHASE",,,,,,,"REBOUND OFF by KOCHER,CHASE",1
09:32,"MISS JUMPER by MATAYA,DANIEL",,,,,,,"MISS JUMPER by MATAYA,DANIEL",1
--,,,,,"REBOUND DEF by WILLIAMS,TRENT",,,"REBOUND DEF by WILLIAMS,TRENT",1
09:18,"FOUL  by MYERS,SEAN",,,,,,,"FOUL  by MYERS,SEAN",1
09:18,,12 (+1),,11,"GOOD FT by BRYANT,VALENTINO",SEW 12-11 (-1),,"GOOD FT by BRYANT,VALENTINO",1
09:18,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",1
--,,,,,"REBOUND OFF by BRYANT,VALENTINO",,,"REBOUND OFF by BRYANT,VALENTINO",1
09:14,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",1
--,"REBOUND DEF by ATIEE,NICK",,,,,,,"REBOUND DEF by ATIEE,NICK",1
09:04,"GOOD LAYUP by ATIEE,NICK(in the paint)",14 (+3),,11,,SUM 14-11 (-3),,"GOOD LAYUP by ATIEE,NICK(in the paint)",1
08:46,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",1
08:46,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",1
08:29,"GOOD LAYUP by KOCHER,CHASE(in the paint)",16 (+5),,11,,SUM 16-11 (-5),,"GOOD LAYUP by KOCHER,CHASE(in the paint)",1
08:18,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",1
08:01,"MISS 3PTR by MATAYA,DANIEL",,,,,,,"MISS 3PTR by MATAYA,DANIEL",1
--,,,,,"REBOUND DEF by WILLIAMS,TRENT",,,"REBOUND DEF by WILLIAMS,TRENT",1
07:39,,,,,"MISS 3PTR by WILLIAMS,TRENT",,,"MISS 3PTR by WILLIAMS,TRENT",1
--,"REBOUND DEF by KOCHER,CHASE",,,,,,,"REBOUND DEF by KOCHER,CHASE",1
07:32,"MISS JUMPER by JOHNSON,ADRIAN",,,,,,,"MISS JUMPER by JOHNSON,ADRIAN",1
--,,,,,"REBOUND DEF by BEVIACQUA,BRYAN",,,"REBOUND DEF by BEVIACQUA,BRYAN",1
07:14,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",,,"MISS 3PTR by BEVIACQUA,BRYAN",1
--,"REBOUND DEF by TATES,JOSHUA",,,,,,,"REBOUND DEF by TATES,JOSHUA",1
07:03,"MISS LAYUP by ATIEE,NICK",,,,,,,"MISS LAYUP by ATIEE,NICK",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
06:51,,,,,"TURNOVER  by BEVIACQUA,BRYAN",,,"TURNOVER  by BEVIACQUA,BRYAN",1
06:49,"STEAL  by ATIEE,NICK",,,,,,,"STEAL  by ATIEE,NICK",1
06:48,"MISS LAYUP by ATIEE,NICK",,,,,,,"MISS LAYUP by ATIEE,NICK",1
06:48,,,,,"BLOCK  by BEVIACQUA,BRYAN",,,"BLOCK  by BEVIACQUA,BRYAN",1
--,"REBOUND OFF by JOHNSON,ADRIAN",,,,,,,"REBOUND OFF by JOHNSON,ADRIAN",1
06:44,"GOOD LAYUP by JOHNSON,ADRIAN(in the paint)",18 (+7),,11,,SUM 18-11 (-7),,"GOOD LAYUP by JOHNSON,ADRIAN(in the paint)",1
06:24,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",1
--,,,,,"REBOUND OFF by VEAL,ROBERT",,,"REBOUND OFF by VEAL,ROBERT",1
06:19,,18 (+5),,13,"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEW 18-13 (-5),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",1
05:59,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
05:27,,,,,"MISS 3PTR by VEAL,ROBERT",,,"MISS 3PTR by VEAL,ROBERT",1
--,,,,,"REBOUND OFF by WILLIAMS,TRENT",,,"REBOUND OFF by WILLIAMS,TRENT",1
05:21,"FOUL  by SPEARMAN,DEMETRICE",,,,,,,"FOUL  by SPEARMAN,DEMETRICE",1
05:13,,18 (+4),,14,"GOOD FT by WILLIAMS,TRENT",SEW 18-14 (-4),,"GOOD FT by WILLIAMS,TRENT",1
05:13,,18 (+3),,15,"GOOD FT by WILLIAMS,TRENT",SEW 18-15 (-3),,"GOOD FT by WILLIAMS,TRENT",1
04:58,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",20 (+5),,15,,SUM 20-15 (-5),,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",1
04:35,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",1
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",1
04:31,,20 (+3),,17,"GOOD JUMPER by BROWN,TYLER(in the paint)",SEW 20-17 (-3),,"GOOD JUMPER by BROWN,TYLER(in the paint)",1
04:04,"TURNOVER  by DAVENPORT,JAMES",,,,,,,"TURNOVER  by DAVENPORT,JAMES",1
04:03,,,,,"STEAL  by BROWN,TYLER",,,"STEAL  by BROWN,TYLER",1
04:02,,20 (+1),,19,"GOOD LAYUP by BROWN,TYLER(fastbreak)(in the paint)",SEW 20-19 (-1),,"GOOD LAYUP by BROWN,TYLER(fastbreak)(in the paint)",1
04:02,"FOUL  by KURTZ,TRAVIS",,,,,,,"FOUL  by KURTZ,TRAVIS",1
04:02,,20,,20,"GOOD FT by BROWN,TYLER",SEW 20-20 (0),,"GOOD FT by BROWN,TYLER",1
03:40,"MISS JUMPER by ATIEE,NICK",,,,,,,"MISS JUMPER by ATIEE,NICK",1
03:40,,,,,"BLOCK  by AFFRONTI,LEWIS",,,"BLOCK  by AFFRONTI,LEWIS",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
03:19,,20,,23 (+3),"GOOD 3PTR by BOULDIN,BRETT",SEW 20-23 (+3),,"GOOD 3PTR by BOULDIN,BRETT",1
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",1
03:05,"GOOD JUMPER by KOCHER,CHASE",22,,23 (+1),,SUM 22-23 (+1),,"GOOD JUMPER by KOCHER,CHASE",1
02:46,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",1
02:44,"STEAL  by TATES,JOSHUA",,,,,,,"STEAL  by TATES,JOSHUA",1
02:43,"GOOD LAYUP by MATAYA,DANIEL(fastbreak)(in the paint)",24 (+1),,23,,SUM 24-23 (-1),,"GOOD LAYUP by MATAYA,DANIEL(fastbreak)(in the paint)",1
02:21,,24,,25 (+1),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEW 24-25 (+1),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",1
01:57,"MISS LAYUP by MATAYA,DANIEL",,,,,,,"MISS LAYUP by MATAYA,DANIEL",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
01:54,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",1
01:53,"GOOD JUMPER by MATAYA,DANIEL(in the paint)",26 (+1),,25,,SUM 26-25 (-1),,"GOOD JUMPER by MATAYA,DANIEL(in the paint)",1
01:53,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",1
01:50,"GOOD FT by MATAYA,DANIEL",27 (+2),,25,,SUM 27-25 (-2),,"GOOD FT by MATAYA,DANIEL",1
01:43,"FOUL  by TATES,JOSHUA",,,,,,,"FOUL  by TATES,JOSHUA",1
01:40,,27 (+1),,26,"GOOD FT by BRYANT,VALENTINO",SEW 27-26 (-1),,"GOOD FT by BRYANT,VALENTINO",1
01:38,,27,,27,"GOOD FT by BRYANT,VALENTINO",SEW 27-27 (0),,"GOOD FT by BRYANT,VALENTINO",1
01:26,"MISS 3PTR by JOHNSON,ADRIAN",,,,,,,"MISS 3PTR by JOHNSON,ADRIAN",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
01:09,"FOUL  by ATIEE,NICK",,,,,,,"FOUL  by ATIEE,NICK",1
01:09,,,,,"MISS FT by WILLIAMS,TRENT",,,"MISS FT by WILLIAMS,TRENT",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:09,,,,,"MISS FT by WILLIAMS,TRENT",,,"MISS FT by WILLIAMS,TRENT",1
--,"REBOUND DEF by TATES,JOSHUA",,,,,,,"REBOUND DEF by TATES,JOSHUA",1
00:55,"MISS 3PTR by ATIEE,NICK",,,,,,,"MISS 3PTR by ATIEE,NICK",1
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",1
00:42,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",1
00:28,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",1
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",1
00:02,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",1
--,"REBOUND DEF by SPEARMAN,DEMETRICE",,,,,,,"REBOUND DEF by SPEARMAN,DEMETRICE",1
19:41,,,,,"TURNOVER  by WILLIAMS,TRENT",,,"TURNOVER  by WILLIAMS,TRENT",2
19:40,"STEAL  by TATES,JOSHUA",,,,,,,"STEAL  by TATES,JOSHUA",2
19:39,"MISS LAYUP by ATIEE,NICK",,,,,,,"MISS LAYUP by ATIEE,NICK",2
19:39,,,,,"BLOCK  by AFFRONTI,LEWIS",,,"BLOCK  by AFFRONTI,LEWIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:37,"MISS 3PTR by MATAYA,DANIEL",,,,,,,"MISS 3PTR by MATAYA,DANIEL",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
19:37,,27,,29 (+2),"GOOD JUMPER by NELSON,ANVIL(in the paint)",SEW 27-29 (+2),,"GOOD JUMPER by NELSON,ANVIL(in the paint)",2
19:37,"MISS JUMPER by TATES,JOSHUA",,,,,,,"MISS JUMPER by TATES,JOSHUA",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
18:58,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
18:56,"STEAL  by DAVENPORT,JAMES",,,,,,,"STEAL  by DAVENPORT,JAMES",2
18:08,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
18:04,"MISS 3PTR by CANTU,MICHAEL",,,,,,,"MISS 3PTR by CANTU,MICHAEL",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
18:01,"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",29,,29,,SUM 29-29 (0),,"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",2
17:38,,29,,32 (+3),"GOOD 3PTR by WILLIAMS,TRENT",SEW 29-32 (+3),,"GOOD 3PTR by WILLIAMS,TRENT",2
--,,,,,"ASSIST  by AFFRONTI,LEWIS",,,"ASSIST  by AFFRONTI,LEWIS",2
17:22,"GOOD 3PTR by KURTZ,TRAVIS",32,,32,,SUM 32-32 (0),,"GOOD 3PTR by KURTZ,TRAVIS",2
--,"ASSIST  by DAVENPORT,JAMES",,,,,,,"ASSIST  by DAVENPORT,JAMES",2
17:01,,32,,35 (+3),"GOOD 3PTR by BRYANT,VALENTINO",SEW 32-35 (+3),,"GOOD 3PTR by BRYANT,VALENTINO",2
16:44,"TURNOVER  by CANTU,MICHAEL",,,,,,,"TURNOVER  by CANTU,MICHAEL",2
16:21,,32,,38 (+6),"GOOD 3PTR by AFFRONTI,LEWIS",SEW 32-38 (+6),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
16:00,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
16:00,"MISS FT by HURLEY,LOGAN",,,,,,,"MISS FT by HURLEY,LOGAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:00,"GOOD FT by HURLEY,LOGAN",33,,38 (+5),,SUM 33-38 (+5),,"GOOD FT by HURLEY,LOGAN",2
15:43,,,,,"MISS 3PTR by BRYANT,VALENTINO",,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
15:40,,33,,40 (+7),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEW 33-40 (+7),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
15:15,"MISS LAYUP by DAVENPORT,JAMES",,,,,,,"MISS LAYUP by DAVENPORT,JAMES",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
15:06,"FOUL  by DAVENPORT,JAMES",,,,,,,"FOUL  by DAVENPORT,JAMES",2
15:06,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:06,,33,,41 (+8),"GOOD FT by BROWN,TYLER",SEW 33-41 (+8),,"GOOD FT by BROWN,TYLER",2
14:49,"GOOD JUMPER by HURLEY,LOGAN",35,,41 (+6),,SUM 35-41 (+6),,"GOOD JUMPER by HURLEY,LOGAN",2
14:25,"FOUL  by HURLEY,LOGAN",,,,,,,"FOUL  by HURLEY,LOGAN",2
14:09,,35,,43 (+8),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEW 35-43 (+8),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
13:54,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
13:54,"MISS FT by MYERS,SEAN",,,,,,,"MISS FT by MYERS,SEAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:54,"GOOD FT by MYERS,SEAN",36,,43 (+7),,SUM 36-43 (+7),,"GOOD FT by MYERS,SEAN",2
13:36,,36,,45 (+9),"GOOD LAYUP by VEAL,ROBERT(in the paint)",SEW 36-45 (+9),,"GOOD LAYUP by VEAL,ROBERT(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
13:36,"FOUL  by MATAYA,DANIEL",,,,,,,"FOUL  by MATAYA,DANIEL",2
13:36,,,,,"MISS FT by VEAL,ROBERT",,,"MISS FT by VEAL,ROBERT",2
--,"REBOUND DEF by ATIEE,NICK",,,,,,,"REBOUND DEF by ATIEE,NICK",2
13:32,"TURNOVER  by ATIEE,NICK",,,,,,,"TURNOVER  by ATIEE,NICK",2
13:30,,,,,"STEAL  by AFFRONTI,LEWIS",,,"STEAL  by AFFRONTI,LEWIS",2
13:29,,,,,"TURNOVER  by AFFRONTI,LEWIS",,,"TURNOVER  by AFFRONTI,LEWIS",2
13:07,"MISS 3PTR by ATIEE,NICK",,,,,,,"MISS 3PTR by ATIEE,NICK",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
12:47,,36,,47 (+11),"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",SEW 36-47 (+11),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",2
12:35,"MISS LAYUP by ATIEE,NICK",,,,,,,"MISS LAYUP by ATIEE,NICK",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
12:21,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
12:02,"TURNOVER  by MYERS,SEAN",,,,,,,"TURNOVER  by MYERS,SEAN",2
11:41,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by CANTU,MICHAEL",,,,,,,"REBOUND DEF by CANTU,MICHAEL",2
11:29,"MISS 3PTR by KURTZ,TRAVIS",,,,,,,"MISS 3PTR by KURTZ,TRAVIS",2
--,,,,,"REBOUND DEF by BEVIACQUA,BRYAN",,,"REBOUND DEF by BEVIACQUA,BRYAN",2
11:07,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
11:02,,36,,49 (+13),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEW 36-49 (+13),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
11:00,"FOUL  by HURLEY,LOGAN",,,,,,,"FOUL  by HURLEY,LOGAN",2
11:00,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,"REBOUND DEF by KURTZ,TRAVIS",,,,,,,"REBOUND DEF by KURTZ,TRAVIS",2
10:32,"GOOD JUMPER by HURLEY,LOGAN(in the paint)",38,,49 (+11),,SUM 38-49 (+11),,"GOOD JUMPER by HURLEY,LOGAN(in the paint)",2
10:07,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,"REBOUND DEF by DAVENPORT,JAMES",,,,,,,"REBOUND DEF by DAVENPORT,JAMES",2
09:56,"MISS JUMPER by CANTU,MICHAEL",,,,,,,"MISS JUMPER by CANTU,MICHAEL",2
--,"REBOUND OFF by DAVENPORT,JAMES",,,,,,,"REBOUND OFF by DAVENPORT,JAMES",2
09:53,"MISS JUMPER by DAVENPORT,JAMES",,,,,,,"MISS JUMPER by DAVENPORT,JAMES",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
09:32,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
