Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
13:14,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
13:14,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",2
13:14,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
13:14,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
12:54,,,,,"MISS 3PTR by MCCUBBIN,NATHAN",,,"MISS 3PTR by MCCUBBIN,NATHAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:45,,,,,"MISS LAYUP by GRAHAM,JOSH",,,"MISS LAYUP by GRAHAM,JOSH",2
--,"REBOUND DEF by BEVIACQUA,BRYAN",,,,,,,"REBOUND DEF by BEVIACQUA,BRYAN",2
12:24,"GOOD 3PTR by BOULDIN,BRETT",40 (+8),,32,,SEW 40-32 (+8),,"GOOD 3PTR by BOULDIN,BRETT",2
--,"ASSIST  by NELSON,ANVIL",,,,,,,"ASSIST  by NELSON,ANVIL",2
12:14,,40 (+5),,35,"GOOD 3PTR by RILEY,JAREN",HC 40-35 (+5),,"GOOD 3PTR by RILEY,JAREN",2
11:57,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",2
--,"REBOUND OFF by NELSON,ANVIL",,,,,,,"REBOUND OFF by NELSON,ANVIL",2
11:54,,,,,"FOUL  by MCCUBBIN,NATHAN",,,"FOUL  by MCCUBBIN,NATHAN",2
11:54,"GOOD FT by NELSON,ANVIL",41 (+6),,35,,SEW 41-35 (+6),,"GOOD FT by NELSON,ANVIL",2
11:54,"MISS FT by NELSON,ANVIL",,,,,,,"MISS FT by NELSON,ANVIL",2
--,"REBOUND OFF by CALDWELL,MARCELLUS",,,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",2
11:54,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
11:54,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
11:54,,,,,"SUB IN by MARTIN,AMMON",,,"SUB IN by MARTIN,AMMON",2
11:54,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
11:54,,,,,"SUB OUT by GOODMAN,CHRIS",,,"SUB OUT by GOODMAN,CHRIS",2
11:54,,,,,"SUB OUT by GRAHAM,JOSH",,,"SUB OUT by GRAHAM,JOSH",2
11:51,"GOOD 3PTR by BOULDIN,BRETT",44 (+9),,35,,SEW 44-35 (+9),,"GOOD 3PTR by BOULDIN,BRETT",2
--,"ASSIST  by CALDWELL,MARCELLUS",,,,,,,"ASSIST  by CALDWELL,MARCELLUS",2
11:30,,,,,"MISS 3PTR by MCCUBBIN,NATHAN",,,"MISS 3PTR by MCCUBBIN,NATHAN",2
--,"REBOUND DEF by CALDWELL,MARCELLUS",,,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",2
11:16,"GOOD 3PTR by BOULDIN,BRETT",47 (+12),,35,,SEW 47-35 (+12),,"GOOD 3PTR by BOULDIN,BRETT",2
--,"ASSIST  by VEAL,ROBERT",,,,,,,"ASSIST  by VEAL,ROBERT",2
11:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:11,,,,,"SUB IN by CONNER,TREY",,,"SUB IN by CONNER,TREY",2
11:11,,,,,"SUB IN by MAINER,ZACH",,,"SUB IN by MAINER,ZACH",2
11:11,,,,,"SUB OUT by MCCUBBIN,NATHAN",,,"SUB OUT by MCCUBBIN,NATHAN",2
11:11,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
11:00,,47 (+9),,38,"GOOD 3PTR by RILEY,JAREN",HC 47-38 (+9),,"GOOD 3PTR by RILEY,JAREN",2
--,,,,,"ASSIST  by MARTIN,AMMON",,,"ASSIST  by MARTIN,AMMON",2
10:36,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
10:17,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
10:17,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
10:17,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
10:17,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
10:17,"SUB OUT by BEVIACQUA,BRYAN",,,,,,,"SUB OUT by BEVIACQUA,BRYAN",2
10:17,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
10:17,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
10:16,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
10:16,,,,,"MISS FT by HEATHSCOTT,NICK",,,"MISS FT by HEATHSCOTT,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:16,,,,,"MISS FT by HEATHSCOTT,NICK",,,"MISS FT by HEATHSCOTT,NICK",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
10:03,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by MAINER,ZACH",,,"REBOUND DEF by MAINER,ZACH",2
09:43,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND OFF by MAINER,ZACH",,,"REBOUND OFF by MAINER,ZACH",2
09:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:35,,47 (+7),,40,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",HC 47-40 (+7),,"GOOD LAYUP by HEATHSCOTT,NICK(in the paint)",2
--,,,,,"ASSIST  by CONNER,TREY",,,"ASSIST  by CONNER,TREY",2
09:23,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
09:12,,,,,"MISS LAYUP by MARTIN,AMMON",,,"MISS LAYUP by MARTIN,AMMON",2
09:12,"BLOCK  by BROWN,TYLER",,,,,,,"BLOCK  by BROWN,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:56,,47 (+4),,43,"GOOD 3PTR by MAINER,ZACH",HC 47-43 (+4),,"GOOD 3PTR by MAINER,ZACH",2
--,,,,,"ASSIST  by CONNER,TREY",,,"ASSIST  by CONNER,TREY",2
08:31,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",2
--,,,,,"REBOUND DEF by MARTIN,AMMON",,,"REBOUND DEF by MARTIN,AMMON",2
08:16,"FOUL  by BOULDIN,BRETT",,,,,,,"FOUL  by BOULDIN,BRETT",2
08:16,,47 (+3),,44,"GOOD FT by RILEY,JAREN",HC 47-44 (+3),,"GOOD FT by RILEY,JAREN",2
08:16,,47 (+2),,45,"GOOD FT by RILEY,JAREN",HC 47-45 (+2),,"GOOD FT by RILEY,JAREN",2
08:16,"SUB IN by VEAL,ROBERT",,,,,,,"SUB IN by VEAL,ROBERT",2
08:16,"SUB IN by WILLIAMS,TRENT",,,,,,,"SUB IN by WILLIAMS,TRENT",2
08:16,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
08:16,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
08:05,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by MARTIN,AMMON",,,"REBOUND DEF by MARTIN,AMMON",2
08:03,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
08:03,,47 (+1),,46,"GOOD FT by MARTIN,AMMON",HC 47-46 (+1),,"GOOD FT by MARTIN,AMMON",2
08:03,,,,,"MISS FT by MARTIN,AMMON",,,"MISS FT by MARTIN,AMMON",2
--,"REBOUND DEF by VEAL,ROBERT",,,,,,,"REBOUND DEF by VEAL,ROBERT",2
07:42,"MISS LAYUP by BROWN,TYLER",,,,,,,"MISS LAYUP by BROWN,TYLER",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
07:34,,,,,"MISS 3PTR by CONNER,TREY",,,"MISS 3PTR by CONNER,TREY",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
07:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:18,"MISS LAYUP by VEAL,ROBERT",,,,,,,"MISS LAYUP by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by HEATHSCOTT,NICK",,,"REBOUND DEF by HEATHSCOTT,NICK",2
06:54,,,,,"TURNOVER  by HEATHSCOTT,NICK",,,"TURNOVER  by HEATHSCOTT,NICK",2
06:54,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
06:54,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
06:54,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
06:54,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
06:54,"SUB OUT by VEAL,ROBERT",,,,,,,"SUB OUT by VEAL,ROBERT",2
06:54,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
06:54,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
06:54,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
06:35,"GOOD 3PTR by WILLIAMS,TRENT",50 (+4),,46,,SEW 50-46 (+4),,"GOOD 3PTR by WILLIAMS,TRENT",2
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",2
06:03,,,,,"MISS 3PTR by RILEY,JAREN",,,"MISS 3PTR by RILEY,JAREN",2
--,,,,,"REBOUND OFF by MAINER,ZACH",,,"REBOUND OFF by MAINER,ZACH",2
05:59,"FOUL  by WILLIAMS,TRENT",,,,,,,"FOUL  by WILLIAMS,TRENT",2
05:59,,50 (+3),,47,"GOOD FT by MAINER,ZACH",HC 50-47 (+3),,"GOOD FT by MAINER,ZACH",2
05:59,,50 (+2),,48,"GOOD FT by MAINER,ZACH",HC 50-48 (+2),,"GOOD FT by MAINER,ZACH",2
05:49,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",52 (+4),,48,,SEW 52-48 (+4),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
05:38,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
05:38,"BLOCK  by BRYANT,VALENTINO",,,,,,,"BLOCK  by BRYANT,VALENTINO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:37,,52 (+2),,50,"GOOD LAYUP by MAINER,ZACH(in the paint)",HC 52-50 (+2),,"GOOD LAYUP by MAINER,ZACH(in the paint)",2
--,,,,,"ASSIST  by CONNER,TREY",,,"ASSIST  by CONNER,TREY",2
05:37,"FOUL  by WILLIAMS,TRENT",,,,,,,"FOUL  by WILLIAMS,TRENT",2
05:37,,,,,"MISS FT by MAINER,ZACH",,,"MISS FT by MAINER,ZACH",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
05:16,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",2
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",2
04:59,"MISS LAYUP by BROWN,TYLER",,,,,,,"MISS LAYUP by BROWN,TYLER",2
04:59,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,"REBOUND OFF by NELSON,ANVIL",,,,,,,"REBOUND OFF by NELSON,ANVIL",2
04:56,"MISS JUMPER by NELSON,ANVIL",,,,,,,"MISS JUMPER by NELSON,ANVIL",2
04:56,,,,,"BLOCK  by MAINER,ZACH",,,"BLOCK  by MAINER,ZACH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:47,"GOOD 3PTR by BROWN,TYLER",55 (+5),,50,,SEW 55-50 (+5),,"GOOD 3PTR by BROWN,TYLER",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
04:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:29,"FOUL  by BROWN,TYLER",,,,,,,"FOUL  by BROWN,TYLER",2
04:29,,55 (+4),,51,"GOOD FT by RILEY,JAREN",HC 55-51 (+4),,"GOOD FT by RILEY,JAREN",2
04:29,,55 (+3),,52,"GOOD FT by RILEY,JAREN",HC 55-52 (+3),,"GOOD FT by RILEY,JAREN",2
04:20,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",57 (+5),,52,,SEW 57-52 (+5),,"GOOD JUMPER by BRYANT,VALENTINO(in the paint)",2
04:20,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
04:20,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND OFF by NELSON,ANVIL",,,,,,,"REBOUND OFF by NELSON,ANVIL",2
03:54,,,,,"FOUL  by CONNER,TREY",,,"FOUL  by CONNER,TREY",2
03:54,"MISS FT by WILLIAMS,TRENT",,,,,,,"MISS FT by WILLIAMS,TRENT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:54,"GOOD FT by WILLIAMS,TRENT",58 (+6),,52,,SEW 58-52 (+6),,"GOOD FT by WILLIAMS,TRENT",2
03:54,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
03:54,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
03:54,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
03:54,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
03:24,,,,,"MISS LAYUP by RILEY,JAREN",,,"MISS LAYUP by RILEY,JAREN",2
--,,,,,"REBOUND OFF by HEATHSCOTT,NICK",,,"REBOUND OFF by HEATHSCOTT,NICK",2
03:19,,,,,"SUB IN by GOODMAN,CHRIS",,,"SUB IN by GOODMAN,CHRIS",2
03:19,,,,,"SUB OUT by CONNER,TREY",,,"SUB OUT by CONNER,TREY",2
03:13,,,,,"TURNOVER  by HEATHSCOTT,NICK",,,"TURNOVER  by HEATHSCOTT,NICK",2
03:12,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
03:10,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,"REBOUND OFF by WILLIAMS,TRENT",,,,,,,"REBOUND OFF by WILLIAMS,TRENT",2
03:07,"MISS LAYUP by WILLIAMS,TRENT",,,,,,,"MISS LAYUP by WILLIAMS,TRENT",2
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",2
03:05,"GOOD LAYUP by BRYANT,VALENTINO(fastbreak)(in the paint)",60 (+8),,52,,SEW 60-52 (+8),,"GOOD LAYUP by BRYANT,VALENTINO(fastbreak)(in the paint)",2
02:52,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
02:25,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
02:25,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
02:25,"MISS FT by AFFRONTI,LEWIS",,,,,,,"MISS FT by AFFRONTI,LEWIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:25,"GOOD FT by AFFRONTI,LEWIS",61 (+9),,52,,SEW 61-52 (+9),,"GOOD FT by AFFRONTI,LEWIS",2
02:25,"GOOD FT by WILLIAMS,TRENT",62 (+10),,52,,SEW 62-52 (+10),,"GOOD FT by WILLIAMS,TRENT",2
02:25,"GOOD FT by WILLIAMS,TRENT",63 (+11),,52,,SEW 63-52 (+11),,"GOOD FT by WILLIAMS,TRENT",2
02:25,,,,,"SUB IN by GRAHAM,JOSH",,,"SUB IN by GRAHAM,JOSH",2
02:25,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
02:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:11,,,,,"MISS 3PTR by MAINER,ZACH",,,"MISS 3PTR by MAINER,ZACH",2
--,"REBOUND DEF by BROWN,TYLER",,,,,,,"REBOUND DEF by BROWN,TYLER",2
01:52,,,,,"FOUL  by GRAHAM,JOSH",,,"FOUL  by GRAHAM,JOSH",2
01:52,"GOOD FT by NELSON,ANVIL",64 (+12),,52,,SEW 64-52 (+12),,"GOOD FT by NELSON,ANVIL",2
01:52,"MISS FT by NELSON,ANVIL",,,,,,,"MISS FT by NELSON,ANVIL",2
--,"REBOUND OFF by BROWN,TYLER",,,,,,,"REBOUND OFF by BROWN,TYLER",2
01:39,,,,,"FOUL  by GRAHAM,JOSH",,,"FOUL  by GRAHAM,JOSH",2
01:39,"GOOD FT by BROWN,TYLER",65 (+13),,52,,SEW 65-52 (+13),,"GOOD FT by BROWN,TYLER",2
01:39,"GOOD FT by BROWN,TYLER",66 (+14),,52,,SEW 66-52 (+14),,"GOOD FT by BROWN,TYLER",2
01:29,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
01:29,,66 (+13),,53,"GOOD FT by GOODMAN,CHRIS",HC 66-53 (+13),,"GOOD FT by GOODMAN,CHRIS",2
01:29,,66 (+12),,54,"GOOD FT by GOODMAN,CHRIS",HC 66-54 (+12),,"GOOD FT by GOODMAN,CHRIS",2
01:29,,66 (+11),,55,"GOOD FT by GOODMAN,CHRIS",HC 66-55 (+11),,"GOOD FT by GOODMAN,CHRIS",2
01:29,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
01:29,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
01:15,,,,,"FOUL  by MARTIN,AMMON",,,"FOUL  by MARTIN,AMMON",2
01:15,"GOOD FT by BRYANT,VALENTINO",67 (+12),,55,,SEW 67-55 (+12),,"GOOD FT by BRYANT,VALENTINO",2
01:15,"GOOD FT by BRYANT,VALENTINO",68 (+13),,55,,SEW 68-55 (+13),,"GOOD FT by BRYANT,VALENTINO",2
00:57,,68 (+11),,57,"GOOD LAYUP by RILEY,JAREN(in the paint)",HC 68-57 (+11),,"GOOD LAYUP by RILEY,JAREN(in the paint)",2
00:39,,,,,"FOUL  by GRAHAM,JOSH",,,"FOUL  by GRAHAM,JOSH",2
00:39,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:39,"GOOD FT by BRYANT,VALENTINO",69 (+12),,57,,SEW 69-57 (+12),,"GOOD FT by BRYANT,VALENTINO",2
00:39,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",2
00:39,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
00:34,,,,,"MISS JUMPER by GOODMAN,CHRIS",,,"MISS JUMPER by GOODMAN,CHRIS",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
00:31,,,,,"FOUL  by GRAHAM,JOSH",,,"FOUL  by GRAHAM,JOSH",2
00:31,"GOOD FT by AFFRONTI,LEWIS",70 (+13),,57,,SEW 70-57 (+13),,"GOOD FT by AFFRONTI,LEWIS",2
00:31,"GOOD FT by AFFRONTI,LEWIS",71 (+14),,57,,SEW 71-57 (+14),,"GOOD FT by AFFRONTI,LEWIS",2
00:26,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by AFFRONTI,LEWIS",,,,,,,"REBOUND DEF by AFFRONTI,LEWIS",2
