Time Remaining,BSC-M,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
17:50,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
17:50,"SUB OUT by PRICE,PATRICK",,,,,,,"SUB OUT by PRICE,PATRICK",2
17:34,,,,,"MISS LAYUP by MARTIN,AMMON",,,"MISS LAYUP by MARTIN,AMMON",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
17:27,"GOOD LAYUP by KEGARISE,KEVIN(fastbreak)(in the paint)",55 (+23),,32,,BSC-M 55-32 (+23),,"GOOD LAYUP by KEGARISE,KEVIN(fastbreak)(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
17:15,,55 (+21),,34,"GOOD LAYUP by MARTIN,AMMON(fastbreak)(in the paint)",HCM 55-34 (+21),,"GOOD LAYUP by MARTIN,AMMON(fastbreak)(in the paint)",2
16:51,"MISS 3PTR by JONUS,JASEN",,,,,,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND OFF by SHEMANSKI,RICKY",,,,,,,"REBOUND OFF by SHEMANSKI,RICKY",2
16:42,"GOOD LAYUP by WHITE,BLAISE(in the paint)",57 (+23),,34,,BSC-M 57-34 (+23),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
--,"ASSIST  by SHEMANSKI,RICKY",,,,,,,"ASSIST  by SHEMANSKI,RICKY",2
16:32,"FOUL  by JONUS,JASEN",,,,,,,"FOUL  by JONUS,JASEN",2
16:32,,57 (+22),,35,"GOOD FT by RILEY,JAREN",HCM 57-35 (+22),,"GOOD FT by RILEY,JAREN",2
16:32,,57 (+21),,36,"GOOD FT by RILEY,JAREN",HCM 57-36 (+21),,"GOOD FT by RILEY,JAREN",2
16:32,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
16:32,,,,,"SUB OUT by EWING,JAMES",,,"SUB OUT by EWING,JAMES",2
16:24,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
16:24,"FOUL TECH by SHEMANSKI,RICKY",,,,,,,"FOUL TECH by SHEMANSKI,RICKY",2
16:24,"MISS FT by SHEMANSKI,RICKY",,,,,,,"MISS FT by SHEMANSKI,RICKY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:24,"GOOD FT by SHEMANSKI,RICKY",58 (+22),,36,,BSC-M 58-36 (+22),,"GOOD FT by SHEMANSKI,RICKY",2
16:24,,58 (+21),,37,"GOOD FT by HEATHSCOTT,NICK",HCM 58-37 (+21),,"GOOD FT by HEATHSCOTT,NICK",2
16:24,,58 (+20),,38,"GOOD FT by HEATHSCOTT,NICK",HCM 58-38 (+20),,"GOOD FT by HEATHSCOTT,NICK",2
16:24,"SUB IN by DOATY,ISIAH",,,,,,,"SUB IN by DOATY,ISIAH",2
16:24,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
16:24,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
16:24,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
16:12,,58 (+18),,40,"GOOD JUMPER by RIZOS,RYAN",HCM 58-40 (+18),,"GOOD JUMPER by RIZOS,RYAN",2
--,,,,,"ASSIST  by GOODMAN,CHRIS",,,"ASSIST  by GOODMAN,CHRIS",2
15:50,"GOOD LAYUP by SHEMANSKI,RICKY(in the paint)",60 (+20),,40,,BSC-M 60-40 (+20),,"GOOD LAYUP by SHEMANSKI,RICKY(in the paint)",2
15:33,,,,,"MISS JUMPER by SHERIDAN,DAYTON",,,"MISS JUMPER by SHERIDAN,DAYTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:32,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
15:32,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
15:15,"MISS 3PTR by KEGARISE,KEVIN",,,,,,,"MISS 3PTR by KEGARISE,KEVIN",2
15:15,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by RIZOS,RYAN",,,"REBOUND DEF by RIZOS,RYAN",2
15:04,,,,,"MISS LAYUP by MARTIN,AMMON",,,"MISS LAYUP by MARTIN,AMMON",2
--,"REBOUND DEF by SHEMANSKI,RICKY",,,,,,,"REBOUND DEF by SHEMANSKI,RICKY",2
14:41,"MISS JUMPER by SHEMANSKI,RICKY",,,,,,,"MISS JUMPER by SHEMANSKI,RICKY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:39,"SUB IN by RODGERS,PHILLIP",,,,,,,"SUB IN by RODGERS,PHILLIP",2
14:39,"SUB OUT by SHEMANSKI,RICKY",,,,,,,"SUB OUT by SHEMANSKI,RICKY",2
14:30,"FOUL  by LEE,CALEB",,,,,,,"FOUL  by LEE,CALEB",2
14:30,,60 (+19),,41,"GOOD FT by RIZOS,RYAN",HCM 60-41 (+19),,"GOOD FT by RIZOS,RYAN",2
14:30,,,,,"MISS FT by RIZOS,RYAN",,,"MISS FT by RIZOS,RYAN",2
--,"REBOUND DEF by RODGERS,PHILLIP",,,,,,,"REBOUND DEF by RODGERS,PHILLIP",2
14:25,,,,,"FOUL  by PRIMM,COLTON",,,"FOUL  by PRIMM,COLTON",2
14:11,"GOOD DUNK by LEE,CALEB(in the paint)",62 (+21),,41,,BSC-M 62-41 (+21),,"GOOD DUNK by LEE,CALEB(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
14:00,"FOUL  by LEE,CALEB",,,,,,,"FOUL  by LEE,CALEB",2
14:00,,62 (+20),,42,"GOOD FT by RIZOS,RYAN",HCM 62-42 (+20),,"GOOD FT by RIZOS,RYAN",2
14:00,,62 (+19),,43,"GOOD FT by RIZOS,RYAN",HCM 62-43 (+19),,"GOOD FT by RIZOS,RYAN",2
14:00,"SUB IN by JONUS,JASEN",,,,,,,"SUB IN by JONUS,JASEN",2
14:00,"SUB OUT by LEE,CALEB",,,,,,,"SUB OUT by LEE,CALEB",2
13:25,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
13:10,,62 (+16),,46,"GOOD 3PTR by GOODMAN,CHRIS",HCM 62-46 (+16),,"GOOD 3PTR by GOODMAN,CHRIS",2
--,,,,,"ASSIST  by MARTIN,AMMON",,,"ASSIST  by MARTIN,AMMON",2
13:00,"MISS LAYUP by JONUS,JASEN",,,,,,,"MISS LAYUP by JONUS,JASEN",2
13:00,,,,,"BLOCK  by PRIMM,COLTON",,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND OFF by RILEY,JAREN",,,"REBOUND OFF by RILEY,JAREN",2
12:53,,62 (+13),,49,"GOOD 3PTR by RILEY,JAREN",HCM 62-49 (+13),,"GOOD 3PTR by RILEY,JAREN",2
--,,,,,"ASSIST  by GOODMAN,CHRIS",,,"ASSIST  by GOODMAN,CHRIS",2
12:46,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
12:46,"SUB IN by MESSENGER,MARK",,,,,,,"SUB IN by MESSENGER,MARK",2
12:46,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
12:46,"SUB IN by PRICE,PATRICK",,,,,,,"SUB IN by PRICE,PATRICK",2
12:46,"SUB OUT by DOATY,ISIAH",,,,,,,"SUB OUT by DOATY,ISIAH",2
12:46,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
12:46,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
12:46,"SUB OUT by RODGERS,PHILLIP",,,,,,,"SUB OUT by RODGERS,PHILLIP",2
12:39,,,,,"FOUL  by RILEY,JAREN",,,"FOUL  by RILEY,JAREN",2
12:39,"MISS FT by MESSENGER,MARK",,,,,,,"MISS FT by MESSENGER,MARK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:39,"GOOD FT by MESSENGER,MARK",63 (+14),,49,,BSC-M 63-49 (+14),,"GOOD FT by MESSENGER,MARK",2
12:15,,63 (+12),,51,"GOOD LAYUP by MARTIN,AMMON(in the paint)",HCM 63-51 (+12),,"GOOD LAYUP by MARTIN,AMMON(in the paint)",2
12:04,,,,,"FOUL  by RIZOS,RYAN",,,"FOUL  by RIZOS,RYAN",2
12:04,,,,,"SUB IN by EWING,JAMES",,,"SUB IN by EWING,JAMES",2
12:04,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
12:04,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
12:04,,,,,"SUB OUT by RIZOS,RYAN",,,"SUB OUT by RIZOS,RYAN",2
11:52,"GOOD DUNK by MESSENGER,MARK(in the paint)",65 (+14),,51,,BSC-M 65-51 (+14),,"GOOD DUNK by MESSENGER,MARK(in the paint)",2
--,"ASSIST  by PRICE,PATRICK",,,,,,,"ASSIST  by PRICE,PATRICK",2
11:36,,,,,"TURNOVER  by HEATHSCOTT,NICK",,,"TURNOVER  by HEATHSCOTT,NICK",2
11:34,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
11:17,,,,,"FOUL  by GOODMAN,CHRIS",,,"FOUL  by GOODMAN,CHRIS",2
11:17,"GOOD FT by JONUS,JASEN",66 (+15),,51,,BSC-M 66-51 (+15),,"GOOD FT by JONUS,JASEN",2
--,"ASSIST  by RICHARDS,ZAC",,,,,,,"ASSIST  by RICHARDS,ZAC",2
11:17,"GOOD FT by JONUS,JASEN",67 (+16),,51,,BSC-M 67-51 (+16),,"GOOD FT by JONUS,JASEN",2
10:56,,67 (+14),,53,"GOOD JUMPER by HEATHSCOTT,NICK(in the paint)",HCM 67-53 (+14),,"GOOD JUMPER by HEATHSCOTT,NICK(in the paint)",2
--,,,,,"ASSIST  by MARTIN,AMMON",,,"ASSIST  by MARTIN,AMMON",2
10:29,"TURNOVER  by MESSENGER,MARK",,,,,,,"TURNOVER  by MESSENGER,MARK",2
10:29,"FOUL  by MESSENGER,MARK",,,,,,,"FOUL  by MESSENGER,MARK",2
10:29,"SUB IN by SHEMANSKI,RICKY",,,,,,,"SUB IN by SHEMANSKI,RICKY",2
10:29,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
10:29,"SUB OUT by MESSENGER,MARK",,,,,,,"SUB OUT by MESSENGER,MARK",2
10:29,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
09:53,,,,,"TURNOVER  by HEATHSCOTT,NICK",,,"TURNOVER  by HEATHSCOTT,NICK",2
09:53,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
09:53,"GOOD FT by SHEMANSKI,RICKY",68 (+15),,53,,BSC-M 68-53 (+15),,"GOOD FT by SHEMANSKI,RICKY",2
09:53,"MISS FT by SHEMANSKI,RICKY",,,,,,,"MISS FT by SHEMANSKI,RICKY",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
09:53,,,,,"SUB IN by PRIMM,COLTON",,,"SUB IN by PRIMM,COLTON",2
09:53,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
09:44,,,,,"MISS JUMPER by MARTIN,AMMON",,,"MISS JUMPER by MARTIN,AMMON",2
--,"REBOUND DEF by PRICE,PATRICK",,,,,,,"REBOUND DEF by PRICE,PATRICK",2
09:19,,,,,"FOUL  by GOODMAN,CHRIS",,,"FOUL  by GOODMAN,CHRIS",2
09:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:19,"GOOD FT by WHITE,BLAISE",69 (+16),,53,,BSC-M 69-53 (+16),,"GOOD FT by WHITE,BLAISE",2
09:19,"GOOD FT by WHITE,BLAISE",70 (+17),,53,,BSC-M 70-53 (+17),,"GOOD FT by WHITE,BLAISE",2
09:19,,,,,"SUB IN by RIZOS,RYAN",,,"SUB IN by RIZOS,RYAN",2
09:19,,,,,"SUB OUT by MARTIN,AMMON",,,"SUB OUT by MARTIN,AMMON",2
09:04,,,,,"TURNOVER  by PRIMM,COLTON",,,"TURNOVER  by PRIMM,COLTON",2
08:58,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
08:46,"TURNOVER  by PRICE,PATRICK",,,,,,,"TURNOVER  by PRICE,PATRICK",2
08:46,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
08:46,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
08:35,,70 (+15),,55,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HCM 70-55 (+15),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
08:35,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
--,,,,,"ASSIST  by EWING,JAMES",,,"ASSIST  by EWING,JAMES",2
08:35,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:10,,,,,"FOUL  by EWING,JAMES",,,"FOUL  by EWING,JAMES",2
08:10,"GOOD FT by WHITE,BLAISE",71 (+16),,55,,BSC-M 71-55 (+16),,"GOOD FT by WHITE,BLAISE",2
08:10,"GOOD FT by WHITE,BLAISE",72 (+17),,55,,BSC-M 72-55 (+17),,"GOOD FT by WHITE,BLAISE",2
08:10,"SUB IN by RODGERS,PHILLIP",,,,,,,"SUB IN by RODGERS,PHILLIP",2
08:10,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
07:56,,,,,"TURNOVER  by EWING,JAMES",,,"TURNOVER  by EWING,JAMES",2
07:55,"STEAL  by WHITE,BLAISE",,,,,,,"STEAL  by WHITE,BLAISE",2
07:52,"GOOD LAYUP by RODGERS,PHILLIP(fastbreak)(in the paint)",74 (+19),,55,,BSC-M 74-55 (+19),,"GOOD LAYUP by RODGERS,PHILLIP(fastbreak)(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
07:36,,,,,"TURNOVER  by PRIMM,COLTON",,,"TURNOVER  by PRIMM,COLTON",2
07:35,"STEAL  by PRICE,PATRICK",,,,,,,"STEAL  by PRICE,PATRICK",2
07:10,,,,,"FOUL  by EWING,JAMES",,,"FOUL  by EWING,JAMES",2
07:10,"MISS FT by RODGERS,PHILLIP",,,,,,,"MISS FT by RODGERS,PHILLIP",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:10,"MISS FT by RODGERS,PHILLIP",,,,,,,"MISS FT by RODGERS,PHILLIP",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
07:10,,,,,"SUB IN by MARTIN,AMMON",,,"SUB IN by MARTIN,AMMON",2
07:10,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
07:10,,,,,"SUB OUT by RIZOS,RYAN",,,"SUB OUT by RIZOS,RYAN",2
07:10,,,,,"SUB OUT by EWING,JAMES",,,"SUB OUT by EWING,JAMES",2
06:38,,,,,"MISS LAYUP by RILEY,JAREN",,,"MISS LAYUP by RILEY,JAREN",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
06:35,,74 (+17),,57,"GOOD LAYUP by PRIMM,COLTON(in the paint)",HCM 74-57 (+17),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
06:19,"TURNOVER  by JONUS,JASEN",,,,,,,"TURNOVER  by JONUS,JASEN",2
06:18,,,,,"STEAL  by PRIMM,COLTON",,,"STEAL  by PRIMM,COLTON",2
06:14,,74 (+15),,59,"GOOD LAYUP by GOODMAN,CHRIS(fastbreak)(in the paint)",HCM 74-59 (+15),,"GOOD LAYUP by GOODMAN,CHRIS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HEATHSCOTT,NICK",,,"ASSIST  by HEATHSCOTT,NICK",2
06:14,"FOUL  by PRICE,PATRICK",,,,,,,"FOUL  by PRICE,PATRICK",2
06:14,,74 (+14),,60,"GOOD FT by GOODMAN,CHRIS",HCM 74-60 (+14),,"GOOD FT by GOODMAN,CHRIS",2
06:14,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
06:14,"SUB IN by RICHARDS,ZAC",,,,,,,"SUB IN by RICHARDS,ZAC",2
06:14,"SUB IN by KEGARISE,KEVIN",,,,,,,"SUB IN by KEGARISE,KEVIN",2
06:14,"SUB IN by DOATY,ISIAH",,,,,,,"SUB IN by DOATY,ISIAH",2
06:14,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
06:14,"SUB OUT by RODGERS,PHILLIP",,,,,,,"SUB OUT by RODGERS,PHILLIP",2
06:14,"SUB OUT by JONUS,JASEN",,,,,,,"SUB OUT by JONUS,JASEN",2
06:14,"SUB OUT by PRICE,PATRICK",,,,,,,"SUB OUT by PRICE,PATRICK",2
05:51,"MISS 3PTR by DOATY,ISIAH",,,,,,,"MISS 3PTR by DOATY,ISIAH",2
--,,,,,"REBOUND DEF by PRIMM,COLTON",,,"REBOUND DEF by PRIMM,COLTON",2
05:40,"SUB IN by WHITE,BLAISE",,,,,,,"SUB IN by WHITE,BLAISE",2
05:40,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
05:34,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
--,,,,,"REBOUND OFF by PRIMM,COLTON",,,"REBOUND OFF by PRIMM,COLTON",2
05:26,"FOUL  by SHEMANSKI,RICKY",,,,,,,"FOUL  by SHEMANSKI,RICKY",2
05:26,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:26,,,,,"MISS FT by PRIMM,COLTON",,,"MISS FT by PRIMM,COLTON",2
--,"REBOUND DEF by SHEMANSKI,RICKY",,,,,,,"REBOUND DEF by SHEMANSKI,RICKY",2
05:10,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
05:10,"GOOD FT by RICHARDS,ZAC",75 (+15),,60,,BSC-M 75-60 (+15),,"GOOD FT by RICHARDS,ZAC",2
--,"ASSIST  by KEGARISE,KEVIN",,,,,,,"ASSIST  by KEGARISE,KEVIN",2
05:10,"GOOD FT by RICHARDS,ZAC",76 (+16),,60,,BSC-M 76-60 (+16),,"GOOD FT by RICHARDS,ZAC",2
05:10,"SUB IN by RODGERS,PHILLIP",,,,,,,"SUB IN by RODGERS,PHILLIP",2
05:10,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
05:10,"SUB OUT by SHEMANSKI,RICKY",,,,,,,"SUB OUT by SHEMANSKI,RICKY",2
05:10,"SUB OUT by RICHARDS,ZAC",,,,,,,"SUB OUT by RICHARDS,ZAC",2
05:10,,,,,"SUB IN by GRAHAM,JOSH",,,"SUB IN by GRAHAM,JOSH",2
05:10,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
04:37,,,,,"MISS LAYUP by GRAHAM,JOSH",,,"MISS LAYUP by GRAHAM,JOSH",2
--,"REBOUND DEF by RODGERS,PHILLIP",,,,,,,"REBOUND DEF by RODGERS,PHILLIP",2
04:22,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",78 (+18),,60,,BSC-M 78-60 (+18),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
04:02,,,,,"MISS 3PTR by MARTIN,AMMON",,,"MISS 3PTR by MARTIN,AMMON",2
--,"REBOUND DEF by RODGERS,PHILLIP",,,,,,,"REBOUND DEF by RODGERS,PHILLIP",2
03:33,"MISS 3PTR by WHITE,BLAISE",,,,,,,"MISS 3PTR by WHITE,BLAISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:28,,,,,"SUB IN by EWING,JAMES",,,"SUB IN by EWING,JAMES",2
03:28,,,,,"SUB IN by HEATHSCOTT,NICK",,,"SUB IN by HEATHSCOTT,NICK",2
03:28,,,,,"SUB IN by RIZOS,RYAN",,,"SUB IN by RIZOS,RYAN",2
03:28,,,,,"SUB OUT by GRAHAM,JOSH",,,"SUB OUT by GRAHAM,JOSH",2
03:28,,,,,"SUB OUT by PRIMM,COLTON",,,"SUB OUT by PRIMM,COLTON",2
03:28,,,,,"SUB OUT by RILEY,JAREN",,,"SUB OUT by RILEY,JAREN",2
03:17,,,,,"TURNOVER  by MARTIN,AMMON",,,"TURNOVER  by MARTIN,AMMON",2
03:06,"GOOD LAYUP by HENRY,COLIN(in the paint)",80 (+20),,60,,BSC-M 80-60 (+20),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,"ASSIST  by WHITE,BLAISE",,,,,,,"ASSIST  by WHITE,BLAISE",2
02:51,,80 (+17),,63,"GOOD 3PTR by MARTIN,AMMON",HCM 80-63 (+17),,"GOOD 3PTR by MARTIN,AMMON",2
--,,,,,"ASSIST  by RIZOS,RYAN",,,"ASSIST  by RIZOS,RYAN",2
02:08,,,,,"FOUL  by HEATHSCOTT,NICK",,,"FOUL  by HEATHSCOTT,NICK",2
02:08,"GOOD FT by HENRY,COLIN",81 (+18),,63,,BSC-M 81-63 (+18),,"GOOD FT by HENRY,COLIN",2
02:08,"MISS FT by HENRY,COLIN",,,,,,,"MISS FT by HENRY,COLIN",2
--,"REBOUND OFF by DOATY,ISIAH",,,,,,,"REBOUND OFF by DOATY,ISIAH",2
02:08,"SUB IN by SHEMANSKI,RICKY",,,,,,,"SUB IN by SHEMANSKI,RICKY",2
02:08,"SUB IN by MURPHY,NICK",,,,,,,"SUB IN by MURPHY,NICK",2
02:08,"SUB OUT by WHITE,BLAISE",,,,,,,"SUB OUT by WHITE,BLAISE",2
02:08,"SUB OUT by KEGARISE,KEVIN",,,,,,,"SUB OUT by KEGARISE,KEVIN",2
02:08,,,,,"SUB IN by NIELSEN,DANE",,,"SUB IN by NIELSEN,DANE",2
02:08,,,,,"SUB OUT by HEATHSCOTT,NICK",,,"SUB OUT by HEATHSCOTT,NICK",2
01:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:55,,,,,"SUB IN by RILEY,JAREN",,,"SUB IN by RILEY,JAREN",2
01:55,,,,,"SUB IN by SMITH,CODY",,,"SUB IN by SMITH,CODY",2
01:55,,,,,"SUB OUT by MARTIN,AMMON",,,"SUB OUT by MARTIN,AMMON",2
01:55,,,,,"SUB OUT by RIZOS,RYAN",,,"SUB OUT by RIZOS,RYAN",2
01:53,,,,,"FOUL  by EWING,JAMES",,,"FOUL  by EWING,JAMES",2
01:53,"GOOD FT by SHEMANSKI,RICKY",82 (+19),,63,,BSC-M 82-63 (+19),,"GOOD FT by SHEMANSKI,RICKY",2
01:53,"GOOD FT by SHEMANSKI,RICKY",83 (+20),,63,,BSC-M 83-63 (+20),,"GOOD FT by SHEMANSKI,RICKY",2
01:53,,,,,"SUB IN by RIZOS,RYAN",,,"SUB IN by RIZOS,RYAN",2
01:53,,,,,"SUB OUT by SMITH,CODY",,,"SUB OUT by SMITH,CODY",2
01:40,,,,,"MISS JUMPER by RILEY,JAREN",,,"MISS JUMPER by RILEY,JAREN",2
--,"REBOUND DEF by MURPHY,NICK",,,,,,,"REBOUND DEF by MURPHY,NICK",2
01:31,"SUB IN by LEE,CALEB",,,,,,,"SUB IN by LEE,CALEB",2
01:31,"SUB OUT by SHEMANSKI,RICKY",,,,,,,"SUB OUT by SHEMANSKI,RICKY",2
01:31,,,,,"SUB IN by MARTIN,AMMON",,,"SUB IN by MARTIN,AMMON",2
01:31,,,,,"SUB IN by SMITH,CODY",,,"SUB IN by SMITH,CODY",2
01:31,,,,,"SUB OUT by EWING,JAMES",,,"SUB OUT by EWING,JAMES",2
01:31,,,,,"SUB OUT by RIZOS,RYAN",,,"SUB OUT by RIZOS,RYAN",2
01:17,"MISS 3PTR by MURPHY,NICK",,,,,,,"MISS 3PTR by MURPHY,NICK",2
--,,,,,"REBOUND DEF by RILEY,JAREN",,,"REBOUND DEF by RILEY,JAREN",2
01:09,,,,,"MISS LAYUP by SMITH,CODY",,,"MISS LAYUP by SMITH,CODY",2
--,,,,,"REBOUND OFF by NIELSEN,DANE",,,"REBOUND OFF by NIELSEN,DANE",2
00:57,,,,,"TURNOVER  by MARTIN,AMMON",,,"TURNOVER  by MARTIN,AMMON",2
00:57,,,,,"FOUL  by MARTIN,AMMON",,,"FOUL  by MARTIN,AMMON",2
00:45,"GOOD JUMPER by MURPHY,NICK(in the paint)",85 (+22),,63,,BSC-M 85-63 (+22),,"GOOD JUMPER by MURPHY,NICK(in the paint)",2
--,"ASSIST  by HENRY,COLIN",,,,,,,"ASSIST  by HENRY,COLIN",2
00:34,,,,,"MISS 3PTR by SMITH,CODY",,,"MISS 3PTR by SMITH,CODY",2
--,"REBOUND DEF by MURPHY,NICK",,,,,,,"REBOUND DEF by MURPHY,NICK",2
