Time Remaining,COVENANT,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:53,,,,,"FOUL  by AHUMADA,HART",,,"FOUL  by AHUMADA,HART",1
01:53,"MISS FT by DEVRIES,JON",,,,,,,"MISS FT by DEVRIES,JON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:53,"GOOD FT by DEVRIES,JON",29,,37 (+8),,COVENANT 29-37 (+8),,"GOOD FT by DEVRIES,JON",1
01:28,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",1
01:28,,29,,38 (+9),"GOOD FT by AHUMADA,HART",BSC 29-38 (+9),,"GOOD FT by AHUMADA,HART",1
01:28,,,,,"MISS FT by AHUMADA,HART",,,"MISS FT by AHUMADA,HART",1
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",1
01:11,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",1
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",1
00:51,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:48,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",1
00:48,,,,,"MISS FT by LEE,CALEB",,,"MISS FT by LEE,CALEB",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:48,,29,,39 (+10),"GOOD FT by LEE,CALEB",BSC 29-39 (+10),,"GOOD FT by LEE,CALEB",1
00:48,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",1
00:48,"SUB IN by JOHNSON,STEPHEN",,,,,,,"SUB IN by JOHNSON,STEPHEN",1
00:48,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",1
00:48,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",1
00:48,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
00:48,,,,,"SUB IN by RODGERS,PHILLIP",,,"SUB IN by RODGERS,PHILLIP",1
00:48,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",1
00:48,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
00:36,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",1
--,,,,,"REBOUND DEF by RODGERS,PHILLIP",,,"REBOUND DEF by RODGERS,PHILLIP",1
00:04,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
00:01,"MISS 3PTR by CHAMBERS,KACEY",,,,,,,"MISS 3PTR by CHAMBERS,KACEY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:41,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
19:11,"MISS LAYUP by BOWMAN,SAM",,,,,,,"MISS LAYUP by BOWMAN,SAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:08,,,,,"FOUL  by AHUMADA,HART",,,"FOUL  by AHUMADA,HART",2
19:07,"MISS LAYUP by BOWMAN,SAM",,,,,,,"MISS LAYUP by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by AHUMADA,HART",,,"REBOUND DEF by AHUMADA,HART",2
18:52,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
18:25,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:23,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",2
18:08,,29,,41 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 29-41 (+12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by AHUMADA,HART",,,"ASSIST  by AHUMADA,HART",2
18:08,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
18:08,,29,,42 (+13),"GOOD FT by RICHARDS,ZAC",BSC 29-42 (+13),,"GOOD FT by RICHARDS,ZAC",2
18:08,"SUB IN by CHAMBERS,KACEY",,,,,,,"SUB IN by CHAMBERS,KACEY",2
18:08,"SUB OUT by MCGAUGHEY,DOMINIQUE",,,,,,,"SUB OUT by MCGAUGHEY,DOMINIQUE",2
17:52,"GOOD JUMPER by CHAMBERS,KACEY",31,,42 (+11),,COVENANT 31-42 (+11),,"GOOD JUMPER by CHAMBERS,KACEY",2
17:45,,31,,45 (+14),"GOOD 3PTR by JONUS,JASEN",BSC 31-45 (+14),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
17:27,"GOOD 3PTR by SEARS,CALLUM",34,,45 (+11),,COVENANT 34-45 (+11),,"GOOD 3PTR by SEARS,CALLUM",2
--,"ASSIST  by BOWMAN,SAM",,,,,,,"ASSIST  by BOWMAN,SAM",2
17:11,,34,,47 (+13),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 34-47 (+13),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
16:51,,,,,"FOUL  by PRICE,PATRICK",,,"FOUL  by PRICE,PATRICK",2
16:51,"SUB IN by DAHMS,LOGAN",,,,,,,"SUB IN by DAHMS,LOGAN",2
16:51,"SUB OUT by LAKEY,ZAROME",,,,,,,"SUB OUT by LAKEY,ZAROME",2
16:50,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:48,,,,,"FOUL  by AHUMADA,HART",,,"FOUL  by AHUMADA,HART",2
16:48,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
16:48,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
16:48,,,,,"SUB IN by SHEMANSKI,RICKY",,,"SUB IN by SHEMANSKI,RICKY",2
16:48,,,,,"SUB IN by DOATY,ISIAH",,,"SUB IN by DOATY,ISIAH",2
16:48,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
16:48,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
16:48,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
16:48,,,,,"SUB OUT by PRICE,PATRICK",,,"SUB OUT by PRICE,PATRICK",2
16:48,,,,,"SUB OUT by AHUMADA,HART",,,"SUB OUT by AHUMADA,HART",2
16:48,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
16:44,"GOOD 3PTR by SEARS,CALLUM",37,,47 (+10),,COVENANT 37-47 (+10),,"GOOD 3PTR by SEARS,CALLUM",2
--,"ASSIST  by BOWMAN,SAM",,,,,,,"ASSIST  by BOWMAN,SAM",2
16:30,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by SHEMANSKI,RICKY",,,"REBOUND OFF by SHEMANSKI,RICKY",2
16:06,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,"REBOUND DEF by SEARS,CALLUM",,,,,,,"REBOUND DEF by SEARS,CALLUM",2
15:59,"MISS JUMPER by SEARS,CALLUM",,,,,,,"MISS JUMPER by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
15:27,,,,,"FOUL  by SHEMANSKI,RICKY",,,"FOUL  by SHEMANSKI,RICKY",2
15:27,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
15:27,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
15:10,"GOOD JUMPER by BOWMAN,SAM",39,,47 (+8),,COVENANT 39-47 (+8),,"GOOD JUMPER by BOWMAN,SAM",2
15:10,,,,,"FOUL  by SHEMANSKI,RICKY",,,"FOUL  by SHEMANSKI,RICKY",2
15:10,"GOOD FT by BOWMAN,SAM",40,,47 (+7),,COVENANT 40-47 (+7),,"GOOD FT by BOWMAN,SAM",2
15:10,,,,,"SUB IN by RODGERS,PHILLIP",,,"SUB IN by RODGERS,PHILLIP",2
15:10,,,,,"SUB OUT by SHEMANSKI,RICKY",,,"SUB OUT by SHEMANSKI,RICKY",2
14:37,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:34,,40,,49 (+9),"GOOD JUMPER by LEE,CALEB",BSC 40-49 (+9),,"GOOD JUMPER by LEE,CALEB",2
--,,,,,"ASSIST  by RODGERS,PHILLIP",,,"ASSIST  by RODGERS,PHILLIP",2
14:34,"SUB IN by WERKEMA,PAUL",,,,,,,"SUB IN by WERKEMA,PAUL",2
14:34,"SUB IN by JOHNSON,STEPHEN",,,,,,,"SUB IN by JOHNSON,STEPHEN",2
14:34,"SUB IN by FOSTER,CHASE",,,,,,,"SUB IN by FOSTER,CHASE",2
14:34,"SUB OUT by DAHMS,LOGAN",,,,,,,"SUB OUT by DAHMS,LOGAN",2
14:34,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
14:34,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
13:57,"TURNOVER  by CHAMBERS,KACEY",,,,,,,"TURNOVER  by CHAMBERS,KACEY",2
13:57,,,,,"SUB IN by SHEMANSKI,RICKY",,,"SUB IN by SHEMANSKI,RICKY",2
13:57,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
13:57,,,,,"SUB OUT by DOATY,ISIAH",,,"SUB OUT by DOATY,ISIAH",2
13:43,,,,,"MISS LAYUP by RODGERS,PHILLIP",,,"MISS LAYUP by RODGERS,PHILLIP",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:40,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
13:04,"MISS JUMPER by JOHNSON,STEPHEN",,,,,,,"MISS JUMPER by JOHNSON,STEPHEN",2
--,"REBOUND OFF by WERKEMA,PAUL",,,,,,,"REBOUND OFF by WERKEMA,PAUL",2
13:01,,,,,"FOUL  by RODGERS,PHILLIP",,,"FOUL  by RODGERS,PHILLIP",2
13:01,"GOOD FT by WERKEMA,PAUL",41,,49 (+8),,COVENANT 41-49 (+8),,"GOOD FT by WERKEMA,PAUL",2
13:01,"GOOD FT by WERKEMA,PAUL",42,,49 (+7),,COVENANT 42-49 (+7),,"GOOD FT by WERKEMA,PAUL",2
13:01,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
13:01,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
12:44,,,,,"MISS JUMPER by HOLLAND,JASON",,,"MISS JUMPER by HOLLAND,JASON",2
--,"REBOUND DEF by JOHNSON,STEPHEN",,,,,,,"REBOUND DEF by JOHNSON,STEPHEN",2
12:18,"MISS JUMPER by MUTCHERSON,ROSBIE",,,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",2
12:18,,,,,"BLOCK  by LEE,CALEB",,,"BLOCK  by LEE,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:16,"SUB IN by LAKEY,ZAROME",,,,,,,"SUB IN by LAKEY,ZAROME",2
12:16,"SUB OUT by CHAMBERS,KACEY",,,,,,,"SUB OUT by CHAMBERS,KACEY",2
12:16,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
12:16,,,,,"SUB OUT by RODGERS,PHILLIP",,,"SUB OUT by RODGERS,PHILLIP",2
12:16,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
11:54,,42,,52 (+10),"GOOD 3PTR by JONUS,JASEN",BSC 42-52 (+10),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
11:34,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
11:34,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
11:29,"MISS JUMPER by JOHNSON,STEPHEN",,,,,,,"MISS JUMPER by JOHNSON,STEPHEN",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
11:13,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by JOHNSON,STEPHEN",,,,,,,"REBOUND DEF by JOHNSON,STEPHEN",2
10:43,"FOUL  by LAKEY,ZAROME",,,,,,,"FOUL  by LAKEY,ZAROME",2
10:43,,,,,"SUB IN by AHUMADA,HART",,,"SUB IN by AHUMADA,HART",2
10:42,"FOUL  by WERKEMA,PAUL",,,,,,,"FOUL  by WERKEMA,PAUL",2
10:29,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
10:29,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
10:29,"SUB OUT by WERKEMA,PAUL",,,,,,,"SUB OUT by WERKEMA,PAUL",2
10:29,"SUB OUT by JOHNSON,STEPHEN",,,,,,,"SUB OUT by JOHNSON,STEPHEN",2
10:12,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
09:58,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
09:58,,42,,53 (+11),"GOOD FT by RICHARDS,ZAC",BSC 42-53 (+11),,"GOOD FT by RICHARDS,ZAC",2
09:58,,42,,54 (+12),"GOOD FT by RICHARDS,ZAC",BSC 42-54 (+12),,"GOOD FT by RICHARDS,ZAC",2
09:58,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
09:58,"SUB IN by CHAMBERS,KACEY",,,,,,,"SUB IN by CHAMBERS,KACEY",2
09:58,"SUB OUT by FOSTER,CHASE",,,,,,,"SUB OUT by FOSTER,CHASE",2
09:58,"SUB OUT by LAKEY,ZAROME",,,,,,,"SUB OUT by LAKEY,ZAROME",2
09:40,"MISS 3PTR by DEVRIES,JON",,,,,,,"MISS 3PTR by DEVRIES,JON",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
09:31,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
09:24,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by JONUS,JASEN",,,"REBOUND DEF by JONUS,JASEN",2
09:19,"SUB IN by MCGAUGHEY,DOMINIQUE",,,,,,,"SUB IN by MCGAUGHEY,DOMINIQUE",2
09:19,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
09:19,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
09:19,,,,,"SUB IN by PRICE,PATRICK",,,"SUB IN by PRICE,PATRICK",2
09:19,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
09:19,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
09:03,,42,,57 (+15),"GOOD 3PTR by PRICE,PATRICK",BSC 42-57 (+15),,"GOOD 3PTR by PRICE,PATRICK",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
08:45,"GOOD JUMPER by BOWMAN,SAM",44,,57 (+13),,COVENANT 44-57 (+13),,"GOOD JUMPER by BOWMAN,SAM",2
--,"ASSIST  by MUTCHERSON,ROSBIE",,,,,,,"ASSIST  by MUTCHERSON,ROSBIE",2
08:41,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:26,,,,,"MISS LAYUP by AHUMADA,HART",,,"MISS LAYUP by AHUMADA,HART",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
08:00,"MISS LAYUP by BOWMAN,SAM",,,,,,,"MISS LAYUP by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
07:48,,44,,59 (+15),"GOOD JUMPER by RICHARDS,ZAC",BSC 44-59 (+15),,"GOOD JUMPER by RICHARDS,ZAC",2
07:25,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,,,,,"REBOUND DEF by PRICE,PATRICK",,,"REBOUND DEF by PRICE,PATRICK",2
07:03,,44,,61 (+17),"GOOD JUMPER by PRICE,PATRICK",BSC 44-61 (+17),,"GOOD JUMPER by PRICE,PATRICK",2
06:52,"GOOD JUMPER by MUTCHERSON,ROSBIE",46,,61 (+15),,COVENANT 46-61 (+15),,"GOOD JUMPER by MUTCHERSON,ROSBIE",2
06:30,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,,,,,"REBOUND OFF by PRICE,PATRICK",,,"REBOUND OFF by PRICE,PATRICK",2
06:14,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
06:14,"SUB IN by FOSTER,CHASE",,,,,,,"SUB IN by FOSTER,CHASE",2
06:14,"SUB IN by JOHNSON,STEPHEN",,,,,,,"SUB IN by JOHNSON,STEPHEN",2
06:14,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
06:14,"SUB OUT by MCGAUGHEY,DOMINIQUE",,,,,,,"SUB OUT by MCGAUGHEY,DOMINIQUE",2
06:00,"TURNOVER  by CHAMBERS,KACEY",,,,,,,"TURNOVER  by CHAMBERS,KACEY",2
05:59,,,,,"STEAL  by AHUMADA,HART",,,"STEAL  by AHUMADA,HART",2
05:55,,,,,"MISS LAYUP by JONUS,JASEN",,,"MISS LAYUP by JONUS,JASEN",2
--,,,,,"REBOUND OFF by AHUMADA,HART",,,"REBOUND OFF by AHUMADA,HART",2
05:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:50,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
05:50,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
05:50,,,,,"SUB IN by DOATY,ISIAH",,,"SUB IN by DOATY,ISIAH",2
05:50,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
05:50,,,,,"SUB OUT by AHUMADA,HART",,,"SUB OUT by AHUMADA,HART",2
05:50,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
05:50,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
05:50,,,,,"SUB OUT by PRICE,PATRICK",,,"SUB OUT by PRICE,PATRICK",2
05:50,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
05:38,,,,,"TURNOVER  by SHEMANSKI,RICKY",,,"TURNOVER  by SHEMANSKI,RICKY",2
05:16,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
05:16,"GOOD FT by CHAMBERS,KACEY",47,,61 (+14),,COVENANT 47-61 (+14),,"GOOD FT by CHAMBERS,KACEY",2
05:16,"MISS FT by CHAMBERS,KACEY",,,,,,,"MISS FT by CHAMBERS,KACEY",2
05:13,"MISS LAYUP by MUTCHERSON,ROSBIE",,,,,,,"MISS LAYUP by MUTCHERSON,ROSBIE",2
--,"REBOUND OFF by MUTCHERSON,ROSBIE",,,,,,,"REBOUND OFF by MUTCHERSON,ROSBIE",2
05:09,"MISS 3PTR by CHAMBERS,KACEY",,,,,,,"MISS 3PTR by CHAMBERS,KACEY",2
--,"REBOUND OFF by JOHNSON,STEPHEN",,,,,,,"REBOUND OFF by JOHNSON,STEPHEN",2
05:08,,,,,"FOUL  by SHEMANSKI,RICKY",,,"FOUL  by SHEMANSKI,RICKY",2
05:08,"GOOD FT by JOHNSON,STEPHEN",48,,61 (+13),,COVENANT 48-61 (+13),,"GOOD FT by JOHNSON,STEPHEN",2
05:08,"GOOD FT by JOHNSON,STEPHEN",49,,61 (+12),,COVENANT 49-61 (+12),,"GOOD FT by JOHNSON,STEPHEN",2
05:08,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
05:08,"SUB OUT by CHAMBERS,KACEY",,,,,,,"SUB OUT by CHAMBERS,KACEY",2
05:08,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
05:08,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
05:08,,,,,"SUB IN by PRICE,PATRICK",,,"SUB IN by PRICE,PATRICK",2
05:08,,,,,"SUB IN by AHUMADA,HART",,,"SUB IN by AHUMADA,HART",2
05:08,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
05:08,,,,,"SUB OUT by SHEMANSKI,RICKY",,,"SUB OUT by SHEMANSKI,RICKY",2
05:08,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
05:08,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
05:08,,,,,"SUB OUT by DOATY,ISIAH",,,"SUB OUT by DOATY,ISIAH",2
05:08,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
04:55,"FOUL  by MUTCHERSON,ROSBIE",,,,,,,"FOUL  by MUTCHERSON,ROSBIE",2
04:41,"SUB IN by MCGAUGHEY,DOMINIQUE",,,,,,,"SUB IN by MCGAUGHEY,DOMINIQUE",2
04:41,"SUB OUT by FOSTER,CHASE",,,,,,,"SUB OUT by FOSTER,CHASE",2
04:32,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
04:30,"STEAL  by MUTCHERSON,ROSBIE",,,,,,,"STEAL  by MUTCHERSON,ROSBIE",2
04:29,"GOOD LAYUP by MCGAUGHEY,DOMINIQUE(in the paint)",51,,61 (+10),,COVENANT 51-61 (+10),,"GOOD LAYUP by MCGAUGHEY,DOMINIQUE(in the paint)",2
03:59,,51,,64 (+13),"GOOD 3PTR by JONUS,JASEN",BSC 51-64 (+13),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by PRICE,PATRICK",,,"ASSIST  by PRICE,PATRICK",2
03:41,,,,,"FOUL  by JONUS,JASEN",,,"FOUL  by JONUS,JASEN",2
03:41,"GOOD FT by SEARS,CALLUM",52,,64 (+12),,COVENANT 52-64 (+12),,"GOOD FT by SEARS,CALLUM",2
03:41,"GOOD FT by SEARS,CALLUM",53,,64 (+11),,COVENANT 53-64 (+11),,"GOOD FT by SEARS,CALLUM",2
03:41,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
03:41,"SUB IN by WERKEMA,PAUL",,,,,,,"SUB IN by WERKEMA,PAUL",2
03:41,"SUB IN by CHAMBERS,KACEY",,,,,,,"SUB IN by CHAMBERS,KACEY",2
03:41,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
03:41,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
03:41,"SUB OUT by JOHNSON,STEPHEN",,,,,,,"SUB OUT by JOHNSON,STEPHEN",2
03:10,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
03:09,"STEAL  by MCGAUGHEY,DOMINIQUE",,,,,,,"STEAL  by MCGAUGHEY,DOMINIQUE",2
03:03,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
03:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:03,"SUB IN by JOHNSON,STEPHEN",,,,,,,"SUB IN by JOHNSON,STEPHEN",2
03:03,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
02:40,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
02:38,"STEAL  by SEARS,CALLUM",,,,,,,"STEAL  by SEARS,CALLUM",2
02:36,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
02:36,"GOOD FT by SEARS,CALLUM",54,,64 (+10),,COVENANT 54-64 (+10),,"GOOD FT by SEARS,CALLUM",2
02:36,"GOOD FT by SEARS,CALLUM",55,,64 (+9),,COVENANT 55-64 (+9),,"GOOD FT by SEARS,CALLUM",2
02:07,,,,,"TURNOVER  by PRICE,PATRICK",,,"TURNOVER  by PRICE,PATRICK",2
01:53,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:47,"TURNOVER  by DEVRIES,JON",,,,,,,"TURNOVER  by DEVRIES,JON",2
01:47,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
01:47,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
01:47,"SUB OUT by WERKEMA,PAUL",,,,,,,"SUB OUT by WERKEMA,PAUL",2
01:12,"FOUL  by CHAMBERS,KACEY",,,,,,,"FOUL  by CHAMBERS,KACEY",2
01:12,,55,,65 (+10),"GOOD FT by WHITE,BLAISE",BSC 55-65 (+10),,"GOOD FT by WHITE,BLAISE",2
01:12,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
01:12,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
01:12,,,,,"SUB IN by RODGERS,PHILLIP",,,"SUB IN by RODGERS,PHILLIP",2
01:12,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
01:12,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
00:50,"MISS LAYUP by CHAMBERS,KACEY",,,,,,,"MISS LAYUP by CHAMBERS,KACEY",2
