Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
16:25,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",40,,46 (+6),,CENTRE_M 40-46 (-6),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
16:10,,40,,48 (+8),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 40-48 (-8),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
15:46,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
15:27,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
15:16,"GOOD 3PTR by KARSNER,JOSH",43,,48 (+5),,CENTRE_M 43-48 (-5),,"GOOD 3PTR by KARSNER,JOSH",2
14:58,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:58,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
14:58,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
14:58,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
14:58,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
14:58,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:58,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
14:58,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:58,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
14:39,"MISS JUMPER by KARSNER,JOSH",,,,,,,"MISS JUMPER by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
14:27,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
14:27,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
14:27,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
14:25,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
14:07,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
14:05,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
13:48,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
13:39,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
13:39,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
13:39,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
13:39,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
13:39,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:39,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
13:39,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:39,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
13:28,"MISS LAYUP by GEEGAN,MIKE",,,,,,,"MISS LAYUP by GEEGAN,MIKE",2
13:28,,,,,"BLOCK  by HOECK,RYAN VAN",,,"BLOCK  by HOECK,RYAN VAN",2
--,"REBOUND OFF by GEEGAN,MIKE",,,,,,,"REBOUND OFF by GEEGAN,MIKE",2
13:22,"GOOD LAYUP by GUMP,MATT(in the paint)",45,,48 (+3),,CENTRE_M 45-48 (-3),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
13:00,,45,,50 (+5),"GOOD LAYUP by GEE,TYLER(in the paint)",RHODES 45-50 (-5),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
12:38,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND OFF by SCHMUCKER,ZACH",,,,,,,"REBOUND OFF by SCHMUCKER,ZACH",2
12:24,"GOOD 3PTR by GEEGAN,MIKE",48,,50 (+2),,CENTRE_M 48-50 (-2),,"GOOD 3PTR by GEEGAN,MIKE",2
--,"ASSIST  by GRUBER,SAM",,,,,,,"ASSIST  by GRUBER,SAM",2
12:00,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
12:00,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
12:00,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
12:00,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
12:00,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
12:00,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
12:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:00,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
12:00,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
11:51,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
11:41,,,,,"TURNOVER  by WAGNER,MATT",,,"TURNOVER  by WAGNER,MATT",2
11:21,"MISS LAYUP by SCHMUCKER,ZACH",,,,,,,"MISS LAYUP by SCHMUCKER,ZACH",2
11:21,,,,,"BLOCK  by GEE,TYLER",,,"BLOCK  by GEE,TYLER",2
--,"REBOUND OFF by SCHMUCKER,ZACH",,,,,,,"REBOUND OFF by SCHMUCKER,ZACH",2
11:15,"TURNOVER  by SCHMUCKER,ZACH",,,,,,,"TURNOVER  by SCHMUCKER,ZACH",2
11:13,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
11:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:05,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
11:05,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:05,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
11:05,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:50,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:15,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:15,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:12,"MISS JUMPER by KARSNER,JOSH",,,,,,,"MISS JUMPER by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
10:03,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:52,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
09:50,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
09:48,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",2
--,"REBOUND DEF by GEEGAN,MIKE",,,,,,,"REBOUND DEF by GEEGAN,MIKE",2
09:36,"MISS JUMPER by GEEGAN,MIKE",,,,,,,"MISS JUMPER by GEEGAN,MIKE",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
09:32,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
09:32,"GOOD FT by SCINTA,BLAKE",49,,50 (+1),,CENTRE_M 49-50 (-1),,"GOOD FT by SCINTA,BLAKE",2
09:32,"GOOD FT by SCINTA,BLAKE",50,,50,,CENTRE_M 50-50 (0),,"GOOD FT by SCINTA,BLAKE",2
09:32,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
09:32,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
09:13,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
08:49,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
08:35,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
08:35,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
08:35,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
08:35,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:35,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:08,,,,,"MISS JUMPER by HOECK,RYAN VAN",,,"MISS JUMPER by HOECK,RYAN VAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
07:52,"TURNOVER  by GRUBER,SAM",,,,,,,"TURNOVER  by GRUBER,SAM",2
07:51,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",2
07:44,,50,,52 (+2),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 50-52 (-2),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
07:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:36,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
07:36,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
07:36,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
07:36,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
07:36,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
07:36,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
07:17,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
07:09,,50,,54 (+4),"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",RHODES 50-54 (-4),,"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",2
06:45,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
06:45,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
06:45,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
06:45,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
06:45,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
06:45,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
06:25,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
06:22,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
06:22,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
06:19,"FOUL  by SCHMUCKER,ZACH",,,,,,,"FOUL  by SCHMUCKER,ZACH",2
06:19,,50,,55 (+5),"GOOD FT by COLLINS,LUKE",RHODES 50-55 (-5),,"GOOD FT by COLLINS,LUKE",2
06:19,,50,,56 (+6),"GOOD FT by COLLINS,LUKE",RHODES 50-56 (-6),,"GOOD FT by COLLINS,LUKE",2
05:59,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",52,,56 (+4),,CENTRE_M 52-56 (-4),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
05:35,,52,,58 (+6),"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHODES 52-58 (-6),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
05:20,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
05:20,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
05:20,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
05:20,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
05:04,"GOOD LAYUP by WESLEY,TYLER(in the paint)",54,,58 (+4),,CENTRE_M 54-58 (-4),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
04:45,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
04:45,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
04:45,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
04:45,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
04:30,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
04:30,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:30,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
04:30,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
04:30,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:30,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:19,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
04:19,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
03:56,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
03:45,,54,,61 (+7),"GOOD 3PTR by COLLINS,LUKE",RHODES 54-61 (-7),,"GOOD 3PTR by COLLINS,LUKE",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
03:21,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
03:21,"GOOD FT by SCINTA,BLAKE",55,,61 (+6),,CENTRE_M 55-61 (-6),,"GOOD FT by SCINTA,BLAKE",2
03:21,"GOOD FT by SCINTA,BLAKE",56,,61 (+5),,CENTRE_M 56-61 (-5),,"GOOD FT by SCINTA,BLAKE",2
03:21,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
03:21,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
03:08,,56,,64 (+8),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 56-64 (-8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
03:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:03,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
03:03,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
02:45,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
02:22,,56,,66 (+10),"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",RHODES 56-66 (-10),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
02:11,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
02:11,"GOOD FT by SCINTA,BLAKE",57,,66 (+9),,CENTRE_M 57-66 (-9),,"GOOD FT by SCINTA,BLAKE",2
02:11,"GOOD FT by SCINTA,BLAKE",58,,66 (+8),,CENTRE_M 58-66 (-8),,"GOOD FT by SCINTA,BLAKE",2
02:11,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
02:11,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
01:49,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
01:49,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
01:44,,58,,68 (+10),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 58-68 (-10),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
01:22,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
01:18,"GOOD 3PTR by KARSNER,JOSH",61,,68 (+7),,CENTRE_M 61-68 (-7),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
01:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:18,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:18,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:17,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
01:10,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
01:10,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
01:10,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
01:09,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
01:09,,,,,"MISS FT by HOECK,RYAN VAN",,,"MISS FT by HOECK,RYAN VAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
01:09,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:09,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
01:01,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
01:01,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:01,"GOOD FT by GUMP,MATT",62,,68 (+6),,CENTRE_M 62-68 (-6),,"GOOD FT by GUMP,MATT",2
01:01,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
01:01,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:39,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:39,,62,,69 (+7),"GOOD FT by COLLINS,LUKE",RHODES 62-69 (-7),,"GOOD FT by COLLINS,LUKE",2
00:39,,62,,70 (+8),"GOOD FT by COLLINS,LUKE",RHODES 62-70 (-8),,"GOOD FT by COLLINS,LUKE",2
00:39,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:39,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:39,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
00:39,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
00:32,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
00:32,,,,,"FOUL TECH by BUTTS,KEYSHAWN",,,"FOUL TECH by BUTTS,KEYSHAWN",2
00:32,"GOOD FT by KARSNER,JOSH",63,,70 (+7),,CENTRE_M 63-70 (-7),,"GOOD FT by KARSNER,JOSH",2
00:32,"GOOD FT by KARSNER,JOSH",64,,70 (+6),,CENTRE_M 64-70 (-6),,"GOOD FT by KARSNER,JOSH",2
00:32,"GOOD FT by GUMP,MATT",65,,70 (+5),,CENTRE_M 65-70 (-5),,"GOOD FT by GUMP,MATT",2
00:32,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
00:32,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
00:32,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
00:32,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
00:32,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
00:27,"GOOD LAYUP by WESLEY,TYLER(in the paint)",67,,70 (+3),,CENTRE_M 67-70 (-3),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
00:24,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:24,,67,,71 (+4),"GOOD FT by COLLINS,LUKE",RHODES 67-71 (-4),,"GOOD FT by COLLINS,LUKE",2
00:24,,67,,72 (+5),"GOOD FT by COLLINS,LUKE",RHODES 67-72 (-5),,"GOOD FT by COLLINS,LUKE",2
00:24,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:24,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:16,"MISS 3PTR by GEEGAN,MIKE",,,,,,,"MISS 3PTR by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
00:14,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
00:14,,67,,73 (+6),"GOOD FT by HOECK,RYAN VAN",RHODES 67-73 (-6),,"GOOD FT by HOECK,RYAN VAN",2
00:14,,67,,74 (+7),"GOOD FT by HOECK,RYAN VAN",RHODES 67-74 (-7),,"GOOD FT by HOECK,RYAN VAN",2
00:08,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
