Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,MVCM,Game Score,Team Indicator,Play,Period
15:32,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",2
15:32,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
15:03,,,,,"MISS JUMPER by BREWER,LOGAN",,,"MISS JUMPER by BREWER,LOGAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
14:43,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND DEF by BREWER,LOGAN",,,"REBOUND DEF by BREWER,LOGAN",2
14:33,,,,,"TURNOVER  by BOWYER,JAYLEN",,,"TURNOVER  by BOWYER,JAYLEN",2
14:32,"STEAL  by STEGGEMAN,ANDREW",,,,,,,"STEAL  by STEGGEMAN,ANDREW",2
14:30,"GOOD LAYUP by STEGGEMAN,ANDREW(fastbreak)(in the paint)",40 (+6),,34,,CENTRE_M 40-34 (+6),,"GOOD LAYUP by STEGGEMAN,ANDREW(fastbreak)(in the paint)",2
13:59,,,,,"MISS JUMPER by BUTLER,OSCAR",,,"MISS JUMPER by BUTLER,OSCAR",2
--,"REBOUND DEF by STEGGEMAN,ANDREW",,,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",2
13:52,"TURNOVER  by STEGGEMAN,ANDREW",,,,,,,"TURNOVER  by STEGGEMAN,ANDREW",2
13:51,,,,,"STEAL  by BREWER,LOGAN",,,"STEAL  by BREWER,LOGAN",2
13:44,,,,,"MISS LAYUP by FORD,CHRISTIAN",,,"MISS LAYUP by FORD,CHRISTIAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
13:24,,,,,"FOUL  by BREWER,LOGAN",,,"FOUL  by BREWER,LOGAN",2
13:24,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
13:24,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
13:24,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
13:24,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
13:24,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:24,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
13:24,,,,,"SUB IN by JACKSON,ANTONIO",,,"SUB IN by JACKSON,ANTONIO",2
13:24,,,,,"SUB OUT by BOWYER,JAYLEN",,,"SUB OUT by BOWYER,JAYLEN",2
13:21,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",2
13:12,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:42,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
12:41,,,,,"STEAL  by JACKSON,ANTONIO",,,"STEAL  by JACKSON,ANTONIO",2
12:23,,,,,"MISS LAYUP by TORRES,TANNER",,,"MISS LAYUP by TORRES,TANNER",2
12:23,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by BREWER,LOGAN",,,"REBOUND OFF by BREWER,LOGAN",2
12:21,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
12:21,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
12:21,,,,,"SUB IN by GREENE,SAM",,,"SUB IN by GREENE,SAM",2
12:21,,,,,"SUB IN by SHOFFNER,SPENCER",,,"SUB IN by SHOFFNER,SPENCER",2
12:21,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
12:21,,,,,"SUB OUT by BREWER,LOGAN",,,"SUB OUT by BREWER,LOGAN",2
12:21,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",2
12:21,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",2
12:19,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
12:19,,40 (+5),,35,"GOOD FT by BYRD,JAUMONEE",MVCM 40-35 (+5),,"GOOD FT by BYRD,JAUMONEE",2
--,,,,,"ASSIST  by JACKSON,ANTONIO",,,"ASSIST  by JACKSON,ANTONIO",2
12:19,,40 (+4),,36,"GOOD FT by BYRD,JAUMONEE",MVCM 40-36 (+4),,"GOOD FT by BYRD,JAUMONEE",2
12:19,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
12:19,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
12:19,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
12:19,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
12:00,,,,,"FOUL  by GREENE,SAM",,,"FOUL  by GREENE,SAM",2
12:00,"MISS FT by GEEGAN,MIKE",,,,,,,"MISS FT by GEEGAN,MIKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:00,"GOOD FT by GEEGAN,MIKE",41 (+5),,36,,CENTRE_M 41-36 (+5),,"GOOD FT by GEEGAN,MIKE",2
12:00,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
12:00,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
11:43,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",2
11:43,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
11:43,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
11:40,,,,,"TURNOVER  by SHOFFNER,SPENCER",,,"TURNOVER  by SHOFFNER,SPENCER",2
11:40,"STEAL  by REPISHTI,BRYAN",,,,,,,"STEAL  by REPISHTI,BRYAN",2
11:40,,,,,"FOUL  by SHOFFNER,SPENCER",,,"FOUL  by SHOFFNER,SPENCER",2
11:19,,,,,"FOUL  by GREENE,SAM",,,"FOUL  by GREENE,SAM",2
11:19,"GOOD FT by SCINTA,BLAKE",42 (+6),,36,,CENTRE_M 42-36 (+6),,"GOOD FT by SCINTA,BLAKE",2
11:19,"GOOD FT by SCINTA,BLAKE",43 (+7),,36,,CENTRE_M 43-36 (+7),,"GOOD FT by SCINTA,BLAKE",2
11:19,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",2
11:19,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",2
11:08,,,,,"TURNOVER  by GREENE,SAM",,,"TURNOVER  by GREENE,SAM",2
11:07,"STEAL  by GEEGAN,MIKE",,,,,,,"STEAL  by GEEGAN,MIKE",2
10:49,"GOOD 3PTR by KARSNER,JOSH",46 (+10),,36,,CENTRE_M 46-36 (+10),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
10:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:37,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",2
10:37,,,,,"SUB OUT by GREENE,SAM",,,"SUB OUT by GREENE,SAM",2
10:15,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",2
10:15,"BLOCK  by KARSNER,JOSH",,,,,,,"BLOCK  by KARSNER,JOSH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:15,,,,,"SUB IN by BOWYER,JAYLEN",,,"SUB IN by BOWYER,JAYLEN",2
10:15,,,,,"SUB OUT by TORRES,TANNER",,,"SUB OUT by TORRES,TANNER",2
10:11,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
10:11,,46 (+9),,37,"GOOD FT by FORD,CHRISTIAN",MVCM 46-37 (+9),,"GOOD FT by FORD,CHRISTIAN",2
10:11,,46 (+8),,38,"GOOD FT by FORD,CHRISTIAN",MVCM 46-38 (+8),,"GOOD FT by FORD,CHRISTIAN",2
10:11,,46 (+7),,39,"GOOD FT by FORD,CHRISTIAN",MVCM 46-39 (+7),,"GOOD FT by FORD,CHRISTIAN",2
10:11,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
10:11,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
09:40,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",2
09:23,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,"REBOUND DEF by GEEGAN,MIKE",,,,,,,"REBOUND DEF by GEEGAN,MIKE",2
09:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:05,,,,,"SUB IN by TORRES,TANNER",,,"SUB IN by TORRES,TANNER",2
09:05,,,,,"SUB OUT by JACKSON,ANTONIO",,,"SUB OUT by JACKSON,ANTONIO",2
08:53,"MISS 3PTR by REPISHTI,BRYAN",,,,,,,"MISS 3PTR by REPISHTI,BRYAN",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
08:37,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
08:37,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
08:29,"MISS JUMPER by BURNS,DREW",,,,,,,"MISS JUMPER by BURNS,DREW",2
08:29,,,,,"BLOCK  by TORRES,TANNER",,,"BLOCK  by TORRES,TANNER",2
--,"REBOUND OFF by BURNS,DREW",,,,,,,"REBOUND OFF by BURNS,DREW",2
08:25,"GOOD JUMPER by BURNS,DREW(in the paint)",48 (+9),,39,,CENTRE_M 48-39 (+9),,"GOOD JUMPER by BURNS,DREW(in the paint)",2
08:08,,,,,"MISS JUMPER by FORD,CHRISTIAN",,,"MISS JUMPER by FORD,CHRISTIAN",2
--,"REBOUND DEF by BURNS,DREW",,,,,,,"REBOUND DEF by BURNS,DREW",2
07:46,"TURNOVER  by GEEGAN,MIKE",,,,,,,"TURNOVER  by GEEGAN,MIKE",2
07:46,,,,,"STEAL  by TORRES,TANNER",,,"STEAL  by TORRES,TANNER",2
07:46,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
07:46,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
07:46,,,,,"SUB IN by SHOFFNER,SPENCER",,,"SUB IN by SHOFFNER,SPENCER",2
07:46,,,,,"SUB IN by MURRAY,WESLEY",,,"SUB IN by MURRAY,WESLEY",2
07:46,,,,,"SUB OUT by BOWYER,JAYLEN",,,"SUB OUT by BOWYER,JAYLEN",2
07:46,,,,,"SUB OUT by MURRAY,WESLEY",,,"SUB OUT by MURRAY,WESLEY",2
07:34,,,,,"MISS JUMPER by BUTLER,OSCAR",,,"MISS JUMPER by BUTLER,OSCAR",2
--,,,,,"REBOUND OFF by BYRD,JAUMONEE",,,"REBOUND OFF by BYRD,JAUMONEE",2
07:31,,48 (+7),,41,"GOOD TIPIN by BYRD,JAUMONEE(in the paint)",MVCM 48-41 (+7),,"GOOD TIPIN by BYRD,JAUMONEE(in the paint)",2
07:13,,,,,"FOUL  by BUTLER,OSCAR",,,"FOUL  by BUTLER,OSCAR",2
07:13,"GOOD FT by KARSNER,JOSH",49 (+8),,41,,CENTRE_M 49-41 (+8),,"GOOD FT by KARSNER,JOSH",2
07:13,"GOOD FT by KARSNER,JOSH",50 (+9),,41,,CENTRE_M 50-41 (+9),,"GOOD FT by KARSNER,JOSH",2
06:57,,50 (+7),,43,"GOOD JUMPER by SHOFFNER,SPENCER",MVCM 50-43 (+7),,"GOOD JUMPER by SHOFFNER,SPENCER",2
06:33,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by SHOFFNER,SPENCER",,,"REBOUND DEF by SHOFFNER,SPENCER",2
06:24,,50 (+5),,45,"GOOD LAYUP by BUTLER,OSCAR(fastbreak)(in the paint)",MVCM 50-45 (+5),,"GOOD LAYUP by BUTLER,OSCAR(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TORRES,TANNER",,,"ASSIST  by TORRES,TANNER",2
06:06,"GOOD LAYUP by GUMP,MATT(in the paint)",52 (+7),,45,,CENTRE_M 52-45 (+7),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
05:52,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",2
05:52,,52 (+6),,46,"GOOD FT by BYRD,JAUMONEE",MVCM 52-46 (+6),,"GOOD FT by BYRD,JAUMONEE",2
05:52,,,,,"MISS FT by BYRD,JAUMONEE",,,"MISS FT by BYRD,JAUMONEE",2
--,"REBOUND DEF by ARNETT,MICHAEL",,,,,,,"REBOUND DEF by ARNETT,MICHAEL",2
05:52,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
05:52,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
05:52,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
05:52,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
05:52,,,,,"SUB IN by BOWYER,JAYLEN",,,"SUB IN by BOWYER,JAYLEN",2
05:52,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",2
05:35,"GOOD 3PTR by KARSNER,JOSH",55 (+9),,46,,CENTRE_M 55-46 (+9),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
05:17,,,,,"MISS 3PTR by TORRES,TANNER",,,"MISS 3PTR by TORRES,TANNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:12,,,,,"SUB IN by BREWER,LOGAN",,,"SUB IN by BREWER,LOGAN",2
05:12,,,,,"SUB IN by SHOFFNER,SPENCER",,,"SUB IN by SHOFFNER,SPENCER",2
05:12,,,,,"SUB OUT by TORRES,TANNER",,,"SUB OUT by TORRES,TANNER",2
05:12,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
04:53,,,,,"FOUL  by FORD,CHRISTIAN",,,"FOUL  by FORD,CHRISTIAN",2
04:53,"GOOD FT by GUMP,MATT",56 (+10),,46,,CENTRE_M 56-46 (+10),,"GOOD FT by GUMP,MATT",2
04:53,"GOOD FT by GUMP,MATT",57 (+11),,46,,CENTRE_M 57-46 (+11),,"GOOD FT by GUMP,MATT",2
04:53,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
04:53,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
04:47,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
04:47,,57 (+10),,47,"GOOD FT by SHOFFNER,SPENCER",MVCM 57-47 (+10),,"GOOD FT by SHOFFNER,SPENCER",2
04:47,,57 (+9),,48,"GOOD FT by SHOFFNER,SPENCER",MVCM 57-48 (+9),,"GOOD FT by SHOFFNER,SPENCER",2
04:24,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",59 (+11),,48,,CENTRE_M 59-48 (+11),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
04:11,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,"REBOUND DEF by ARNETT,MICHAEL",,,,,,,"REBOUND DEF by ARNETT,MICHAEL",2
04:05,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
04:05,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
04:05,,,,,"SUB IN by JACKSON,ANTONIO",,,"SUB IN by JACKSON,ANTONIO",2
04:05,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
04:05,,,,,"SUB OUT by BREWER,LOGAN",,,"SUB OUT by BREWER,LOGAN",2
04:05,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",2
03:45,"GOOD 3PTR by KARSNER,JOSH",62 (+14),,48,,CENTRE_M 62-48 (+14),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
03:26,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
03:26,,,,,"MISS FT by BUTLER,OSCAR",,,"MISS FT by BUTLER,OSCAR",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
03:26,,,,,"FOUL  by SHOFFNER,SPENCER",,,"FOUL  by SHOFFNER,SPENCER",2
03:26,"GOOD FT by SCINTA,BLAKE",63 (+15),,48,,CENTRE_M 63-48 (+15),,"GOOD FT by SCINTA,BLAKE",2
03:26,"GOOD FT by SCINTA,BLAKE",64 (+16),,48,,CENTRE_M 64-48 (+16),,"GOOD FT by SCINTA,BLAKE",2
03:26,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",2
03:26,,,,,"SUB OUT by SHOFFNER,SPENCER",,,"SUB OUT by SHOFFNER,SPENCER",2
03:12,,64 (+14),,50,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVCM 64-50 (+14),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
02:43,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
02:43,,,,,"STEAL  by BUTLER,OSCAR",,,"STEAL  by BUTLER,OSCAR",2
02:43,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
02:43,,64 (+13),,51,"GOOD FT by BUTLER,OSCAR",MVCM 64-51 (+13),,"GOOD FT by BUTLER,OSCAR",2
02:43,,64 (+12),,52,"GOOD FT by BUTLER,OSCAR",MVCM 64-52 (+12),,"GOOD FT by BUTLER,OSCAR",2
02:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:10,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:52,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
01:52,,64 (+11),,53,"GOOD FT by JACKSON,ANTONIO",MVCM 64-53 (+11),,"GOOD FT by JACKSON,ANTONIO",2
01:52,,,,,"MISS FT by JACKSON,ANTONIO",,,"MISS FT by JACKSON,ANTONIO",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
01:48,,,,,"FOUL  by BOWYER,JAYLEN",,,"FOUL  by BOWYER,JAYLEN",2
01:48,"GOOD FT by KARSNER,JOSH",65 (+12),,53,,CENTRE_M 65-53 (+12),,"GOOD FT by KARSNER,JOSH",2
01:48,"MISS FT by KARSNER,JOSH",,,,,,,"MISS FT by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",2
01:38,,65 (+10),,55,"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",MVCM 65-55 (+10),,"GOOD LAYUP by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
01:38,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
01:38,,65 (+9),,56,"GOOD FT by BYRD,JAUMONEE",MVCM 65-56 (+9),,"GOOD FT by BYRD,JAUMONEE",2
01:38,,,,,"SUB IN by TORRES,TANNER",,,"SUB IN by TORRES,TANNER",2
01:38,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
01:36,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
01:34,,,,,"STEAL  by JACKSON,ANTONIO",,,"STEAL  by JACKSON,ANTONIO",2
01:30,,,,,"MISS LAYUP by BUTLER,OSCAR",,,"MISS LAYUP by BUTLER,OSCAR",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
01:13,,,,,"FOUL  by JACKSON,ANTONIO",,,"FOUL  by JACKSON,ANTONIO",2
01:13,"GOOD FT by STEGGEMAN,ANDREW",66 (+10),,56,,CENTRE_M 66-56 (+10),,"GOOD FT by STEGGEMAN,ANDREW",2
01:13,"GOOD FT by STEGGEMAN,ANDREW",67 (+11),,56,,CENTRE_M 67-56 (+11),,"GOOD FT by STEGGEMAN,ANDREW",2
01:13,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
01:13,,,,,"SUB OUT by TORRES,TANNER",,,"SUB OUT by TORRES,TANNER",2
01:03,,67 (+9),,58,"GOOD LAYUP by JACKSON,ANTONIO(in the paint)",MVCM 67-58 (+9),,"GOOD LAYUP by JACKSON,ANTONIO(in the paint)",2
00:53,,,,,"FOUL  by FORD,CHRISTIAN",,,"FOUL  by FORD,CHRISTIAN",2
00:53,"GOOD FT by KARSNER,JOSH",68 (+10),,58,,CENTRE_M 68-58 (+10),,"GOOD FT by KARSNER,JOSH",2
00:53,"GOOD FT by KARSNER,JOSH",69 (+11),,58,,CENTRE_M 69-58 (+11),,"GOOD FT by KARSNER,JOSH",2
00:43,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",2
00:43,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:42,,69 (+9),,60,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",MVCM 69-60 (+9),,"GOOD JUMPER by BYRD,JAUMONEE(in the paint)",2
--,,,,,"ASSIST  by JACKSON,ANTONIO",,,"ASSIST  by JACKSON,ANTONIO",2
00:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:41,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
00:41,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:41,,,,,"SUB IN by TORRES,TANNER",,,"SUB IN by TORRES,TANNER",2
00:41,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
00:35,"GOOD LAYUP by STEGGEMAN,ANDREW(fastbreak)(in the paint)",71 (+11),,60,,CENTRE_M 71-60 (+11),,"GOOD LAYUP by STEGGEMAN,ANDREW(fastbreak)(in the paint)",2
--,"ASSIST  by KARSNER,JOSH",,,,,,,"ASSIST  by KARSNER,JOSH",2
00:21,,,,,"TURNOVER  by BOWYER,JAYLEN",,,"TURNOVER  by BOWYER,JAYLEN",2
00:20,"STEAL  by GEEGAN,MIKE",,,,,,,"STEAL  by GEEGAN,MIKE",2
00:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:06,"GOOD LAYUP by GUMP,MATT(in the paint)",73 (+13),,60,,CENTRE_M 73-60 (+13),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
--,"ASSIST  by KARSNER,JOSH",,,,,,,"ASSIST  by KARSNER,JOSH",2
00:02,,73 (+11),,62,"GOOD LAYUP by BUTLER,OSCAR(fastbreak)(in the paint)",MVCM 73-62 (+11),,"GOOD LAYUP by BUTLER,OSCAR(fastbreak)(in the paint)",2
