Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
19:39,"MISS JUMPER by THIGPEN,LOGAN",,,,,,,"MISS JUMPER by THIGPEN,LOGAN",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
19:16,,0,,3 (+3),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 0-3 (+3),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
18:56,"MISS LAYUP by HARVILLE,TYLER",,,,,,,"MISS LAYUP by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
18:48,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
18:32,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
18:32,,,,,"BLOCK  by KARSNER,JOSH",,,"BLOCK  by KARSNER,JOSH",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
18:08,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",1
18:07,"STEAL  by HARVILLE,TYLER",,,,,,,"STEAL  by HARVILLE,TYLER",1
18:03,"GOOD 3PTR by HARVILLE,TYLER",3,,3,,BCM 3-3 (0),,"GOOD 3PTR by HARVILLE,TYLER",1
17:38,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
17:17,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
17:07,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
17:04,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,"REBOUND DEF by THIGPEN,LOGAN",,,,,,,"REBOUND DEF by THIGPEN,LOGAN",1
17:02,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1
16:50,"MISS JUMPER by THIGPEN,LOGAN",,,,,,,"MISS JUMPER by THIGPEN,LOGAN",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
16:44,,3,,5 (+2),"GOOD LAYUP by SCINTA,BLAKE(fastbreak)(in the paint)",CENTRE_M 3-5 (+2),,"GOOD LAYUP by SCINTA,BLAKE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",1
16:22,"TURNOVER  by JACOBS,OWEN",,,,,,,"TURNOVER  by JACOBS,OWEN",1
16:22,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",1
16:22,"SUB OUT by THIGPEN,LOGAN",,,,,,,"SUB OUT by THIGPEN,LOGAN",1
16:22,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
16:22,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
