Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
13:46,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,"REBOUND DEF by BURNS,DREW",,,,,,,"REBOUND DEF by BURNS,DREW",2
13:46,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
13:46,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
13:27,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
13:27,"GOOD FT by KARSNER,JOSH",43,,44 (+1),,CENTRE_M 43-44 (-1),,"GOOD FT by KARSNER,JOSH",2
13:27,"GOOD FT by KARSNER,JOSH",44,,44,,CENTRE_M 44-44 (0),,"GOOD FT by KARSNER,JOSH",2
13:27,"GOOD FT by KARSNER,JOSH",45 (+1),,44,,CENTRE_M 45-44 (+1),,"GOOD FT by KARSNER,JOSH",2
13:13,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
12:54,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by HARVILLE,TYLER",,,"REBOUND DEF by HARVILLE,TYLER",2
12:46,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
12:46,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
12:46,,,,,"SUB IN by THIGPEN,LOGAN",,,"SUB IN by THIGPEN,LOGAN",2
12:46,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
12:40,,,,,"MISS LAYUP by HARVILLE,TYLER",,,"MISS LAYUP by HARVILLE,TYLER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
12:11,"MISS JUMPER by GEEGAN,MIKE",,,,,,,"MISS JUMPER by GEEGAN,MIKE",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
12:08,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND OFF by BURNS,DREW",,,,,,,"REBOUND OFF by BURNS,DREW",2
12:06,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
11:45,"GOOD 3PTR by KARSNER,JOSH",48 (+4),,44,,CENTRE_M 48-44 (+4),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
11:31,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",2
11:31,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
11:31,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
11:12,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
10:49,,,,,"FOUL  by THIGPEN,LOGAN",,,"FOUL  by THIGPEN,LOGAN",2
10:47,"FOUL  by BURNS,DREW",,,,,,,"FOUL  by BURNS,DREW",2
10:32,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND OFF by THIGPEN,LOGAN",,,"REBOUND OFF by THIGPEN,LOGAN",2
10:29,,,,,"TURNOVER  by THIGPEN,LOGAN",,,"TURNOVER  by THIGPEN,LOGAN",2
10:15,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
10:15,,,,,"BLOCK  by THIGPEN,LOGAN",,,"BLOCK  by THIGPEN,LOGAN",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
10:08,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
10:03,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
10:03,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
10:03,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
10:03,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
10:03,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
10:03,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
10:03,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
09:38,,,,,"FOUL  by THIGPEN,LOGAN",,,"FOUL  by THIGPEN,LOGAN",2
09:38,"GOOD FT by SCINTA,BLAKE",49 (+5),,44,,CENTRE_M 49-44 (+5),,"GOOD FT by SCINTA,BLAKE",2
09:38,"GOOD FT by SCINTA,BLAKE",50 (+6),,44,,CENTRE_M 50-44 (+6),,"GOOD FT by SCINTA,BLAKE",2
09:38,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
09:38,,,,,"SUB OUT by THIGPEN,LOGAN",,,"SUB OUT by THIGPEN,LOGAN",2
09:28,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
09:28,,50 (+4),,46,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 50-46 (+4),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
09:28,"FOUL  by SCHMUCKER,ZACH",,,,,,,"FOUL  by SCHMUCKER,ZACH",2
09:27,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
09:06,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",2
09:06,"GOOD FT by GEEGAN,MIKE",51 (+5),,46,,CENTRE_M 51-46 (+5),,"GOOD FT by GEEGAN,MIKE",2
09:06,"GOOD FT by GEEGAN,MIKE",52 (+6),,46,,CENTRE_M 52-46 (+6),,"GOOD FT by GEEGAN,MIKE",2
09:06,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
09:06,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
09:06,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
09:06,,,,,"SUB OUT by HARVILLE,TYLER",,,"SUB OUT by HARVILLE,TYLER",2
08:43,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
08:43,,52 (+5),,47,"GOOD FT by MARDER,NICK",BCM 52-47 (+5),,"GOOD FT by MARDER,NICK",2
08:43,,52 (+4),,48,"GOOD FT by MARDER,NICK",BCM 52-48 (+4),,"GOOD FT by MARDER,NICK",2
08:43,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
08:43,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
08:43,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",2
08:43,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
08:43,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
08:43,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
08:17,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
07:52,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
07:30,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
07:30,"GOOD FT by REPISHTI,BRYAN",53 (+5),,48,,CENTRE_M 53-48 (+5),,"GOOD FT by REPISHTI,BRYAN",2
07:30,"GOOD FT by REPISHTI,BRYAN",54 (+6),,48,,CENTRE_M 54-48 (+6),,"GOOD FT by REPISHTI,BRYAN",2
07:30,,,,,"SUB IN by HARVILLE,TYLER",,,"SUB IN by HARVILLE,TYLER",2
07:30,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
07:18,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
07:01,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",56 (+8),,48,,CENTRE_M 56-48 (+8),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
06:41,,56 (+6),,50,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 56-50 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
06:41,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
06:41,,56 (+5),,51,"GOOD FT by JACOBS,OWEN",BCM 56-51 (+5),,"GOOD FT by JACOBS,OWEN",2
06:41,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
06:41,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
06:25,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
06:25,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:25,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",,,"REBOUND DEF by CHAYKOWSKY,ZACK",2
06:25,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
06:25,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
06:09,,56 (+3),,53,"GOOD JUMPER by ELLINGSWORTH,COLEMAN",BCM 56-53 (+3),,"GOOD JUMPER by ELLINGSWORTH,COLEMAN",2
--,,,,,"ASSIST  by MARDER,NICK",,,"ASSIST  by MARDER,NICK",2
05:47,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",,,"REBOUND DEF by CHAYKOWSKY,ZACK",2
05:30,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
05:30,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
05:30,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
05:06,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
04:55,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
04:55,,56 (+2),,54,"GOOD FT by MARDER,NICK",BCM 56-54 (+2),,"GOOD FT by MARDER,NICK",2
04:55,,56 (+1),,55,"GOOD FT by MARDER,NICK",BCM 56-55 (+1),,"GOOD FT by MARDER,NICK",2
04:36,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",58 (+3),,55,,CENTRE_M 58-55 (+3),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GEEGAN,MIKE",,,,,,,"ASSIST  by GEEGAN,MIKE",2
04:23,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
04:23,"BLOCK  by GUMP,MATT",,,,,,,"BLOCK  by GUMP,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:23,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
04:23,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
04:14,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
03:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:58,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
03:58,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
03:58,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
03:58,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
03:44,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
03:44,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
03:44,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
03:33,,,,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",2
03:33,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
03:08,"MISS JUMPER by GEEGAN,MIKE",,,,,,,"MISS JUMPER by GEEGAN,MIKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:05,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
03:05,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
02:55,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
02:46,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
02:46,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:44,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
02:27,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
02:27,"GOOD FT by KARSNER,JOSH",59 (+4),,55,,CENTRE_M 59-55 (+4),,"GOOD FT by KARSNER,JOSH",2
02:27,"GOOD FT by KARSNER,JOSH",60 (+5),,55,,CENTRE_M 60-55 (+5),,"GOOD FT by KARSNER,JOSH",2
02:27,"GOOD FT by KARSNER,JOSH",61 (+6),,55,,CENTRE_M 61-55 (+6),,"GOOD FT by KARSNER,JOSH",2
02:27,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
02:27,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
02:04,,61 (+4),,57,"GOOD JUMPER by ELLINGSWORTH,COLEMAN",BCM 61-57 (+4),,"GOOD JUMPER by ELLINGSWORTH,COLEMAN",2
--,,,,,"ASSIST  by JACOBS,OWEN",,,"ASSIST  by JACOBS,OWEN",2
02:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:38,"GOOD 3PTR by GUMP,MATT",64 (+7),,57,,CENTRE_M 64-57 (+7),,"GOOD 3PTR by GUMP,MATT",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
01:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:14,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
01:12,"STEAL  by KARSNER,JOSH",,,,,,,"STEAL  by KARSNER,JOSH",2
01:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
00:54,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:54,"GOOD FT by GUMP,MATT",65 (+8),,57,,CENTRE_M 65-57 (+8),,"GOOD FT by GUMP,MATT",2
00:42,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
00:40,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
00:40,"GOOD FT by KARSNER,JOSH",66 (+9),,57,,CENTRE_M 66-57 (+9),,"GOOD FT by KARSNER,JOSH",2
00:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:40,"GOOD FT by KARSNER,JOSH",67 (+10),,57,,CENTRE_M 67-57 (+10),,"GOOD FT by KARSNER,JOSH",2
00:40,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",2
00:40,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
00:35,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
00:29,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
00:29,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
00:29,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:28,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
00:28,"GOOD FT by SCINTA,BLAKE",68 (+11),,57,,CENTRE_M 68-57 (+11),,"GOOD FT by SCINTA,BLAKE",2
00:28,"GOOD FT by SCINTA,BLAKE",69 (+12),,57,,CENTRE_M 69-57 (+12),,"GOOD FT by SCINTA,BLAKE",2
00:28,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
00:28,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
00:28,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
00:28,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",2
00:22,,69 (+10),,59,"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 69-59 (+10),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
00:19,"GOOD FT by KARSNER,JOSH",70 (+11),,59,,CENTRE_M 70-59 (+11),,"GOOD FT by KARSNER,JOSH",2
00:19,"GOOD FT by KARSNER,JOSH",71 (+12),,59,,CENTRE_M 71-59 (+12),,"GOOD FT by KARSNER,JOSH",2
00:19,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:19,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
00:19,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
00:19,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:19,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
00:19,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
00:15,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
00:14,,71 (+10),,61,"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 71-61 (+10),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:14,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
00:14,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
00:11,"FOUL  by GEEGAN,MIKE",,,,,,,"FOUL  by GEEGAN,MIKE",2
00:11,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:11,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
00:08,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
00:03,"STEAL  by GUMP,MATT",,,,,,,"STEAL  by GUMP,MATT",2
