Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
14:42,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
14:42,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",1
14:42,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
14:22,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",1
--,"REBOUND DEF by VASILIADIS,AUSTIN",,,,,,,"REBOUND DEF by VASILIADIS,AUSTIN",1
14:07,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",1
14:07,"GOOD FT by BUGARINOVIC,GEORGE",3,,7 (+4),,JHUM 3-7 (+4),,"GOOD FT by BUGARINOVIC,GEORGE",1
14:07,"MISS FT by BUGARINOVIC,GEORGE",,,,,,,"MISS FT by BUGARINOVIC,GEORGE",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
14:07,"SUB IN by BILLUPS,MATT",,,,,,,"SUB IN by BILLUPS,MATT",1
14:07,"SUB OUT by CURRAN,RYAN",,,,,,,"SUB OUT by CURRAN,RYAN",1
13:44,,3,,9 (+6),"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE_M 3-9 (+6),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",1
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1
13:44,"FOUL  by VASILIADIS,AUSTIN",,,,,,,"FOUL  by VASILIADIS,AUSTIN",1
13:44,,3,,10 (+7),"GOOD FT by SCHMUCKER,ZACH",CENTRE_M 3-10 (+7),,"GOOD FT by SCHMUCKER,ZACH",1
13:44,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
13:44,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
13:27,"GOOD LAYUP by BILLUPS,MATT(in the paint)",5,,10 (+5),,JHUM 5-10 (+5),,"GOOD LAYUP by BILLUPS,MATT(in the paint)",1
--,"ASSIST  by BUGARINOVIC,GEORGE",,,,,,,"ASSIST  by BUGARINOVIC,GEORGE",1
12:52,,,,,"MISS JUMPER by REPISHTI,BRYAN",,,"MISS JUMPER by REPISHTI,BRYAN",1
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",1
12:44,,5,,12 (+7),"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE_M 5-12 (+7),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",1
12:21,"GOOD JUMPER by HAMMER,JIMMY",7,,12 (+5),,JHUM 7-12 (+5),,"GOOD JUMPER by HAMMER,JIMMY",1
11:53,"FOUL  by WILLIAMS,GENE",,,,,,,"FOUL  by WILLIAMS,GENE",1
11:53,"SUB IN by PANU,NIKHIL",,,,,,,"SUB IN by PANU,NIKHIL",1
11:53,"SUB OUT by VASILIADIS,AUSTIN",,,,,,,"SUB OUT by VASILIADIS,AUSTIN",1
11:53,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
11:53,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
11:53,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",1
11:53,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
11:53,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
11:53,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
11:32,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
11:30,"STEAL  by PANU,NIKHIL",,,,,,,"STEAL  by PANU,NIKHIL",1
11:29,"TURNOVER  by PANU,NIKHIL",,,,,,,"TURNOVER  by PANU,NIKHIL",1
11:26,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",1
11:24,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",1
11:23,"STEAL  by BILLUPS,MATT",,,,,,,"STEAL  by BILLUPS,MATT",1
11:13,"GOOD 3PTR by WILLIAMS,GENE",10,,12 (+2),,JHUM 10-12 (+2),,"GOOD 3PTR by WILLIAMS,GENE",1
--,"ASSIST  by PANU,NIKHIL",,,,,,,"ASSIST  by PANU,NIKHIL",1
10:50,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
10:49,"STEAL  by WILLIAMS,GENE",,,,,,,"STEAL  by WILLIAMS,GENE",1
10:39,"SUB IN by CHIUSANO,MATT",,,,,,,"SUB IN by CHIUSANO,MATT",1
10:39,"SUB OUT by BUGARINOVIC,GEORGE",,,,,,,"SUB OUT by BUGARINOVIC,GEORGE",1
10:39,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
10:39,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
10:28,"MISS JUMPER by BILLUPS,MATT",,,,,,,"MISS JUMPER by BILLUPS,MATT",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
10:03,,10,,15 (+5),"GOOD 3PTR by GEEGAN,MIKE",CENTRE_M 10-15 (+5),,"GOOD 3PTR by GEEGAN,MIKE",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
09:40,"MISS 3PTR by WILLIAMS,GENE",,,,,,,"MISS 3PTR by WILLIAMS,GENE",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
09:09,,10,,18 (+8),"GOOD 3PTR by GEEGAN,MIKE",CENTRE_M 10-18 (+8),,"GOOD 3PTR by GEEGAN,MIKE",1
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",1
09:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
08:52,"MISS JUMPER by BILLUPS,MATT",,,,,,,"MISS JUMPER by BILLUPS,MATT",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
08:32,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",1
--,"REBOUND DEF by HAMMER,JIMMY",,,,,,,"REBOUND DEF by HAMMER,JIMMY",1
08:16,"GOOD 3PTR by HAMMER,JIMMY",13,,18 (+5),,JHUM 13-18 (+5),,"GOOD 3PTR by HAMMER,JIMMY",1
07:55,,13,,20 (+7),"GOOD JUMPER by SCINTA,BLAKE(in the paint)",CENTRE_M 13-20 (+7),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",1
07:32,"GOOD 3PTR by WILLIAMS,GENE",16,,20 (+4),,JHUM 16-20 (+4),,"GOOD 3PTR by WILLIAMS,GENE",1
--,"ASSIST  by HAMMER,JIMMY",,,,,,,"ASSIST  by HAMMER,JIMMY",1
07:13,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
07:12,"STEAL  by WILLIAMS,GENE",,,,,,,"STEAL  by WILLIAMS,GENE",1
07:09,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:09,"MISS FT by HAMMER,JIMMY",,,,,,,"MISS FT by HAMMER,JIMMY",1
07:09,"MISS FT by HAMMER,JIMMY",,,,,,,"MISS FT by HAMMER,JIMMY",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
07:09,"SUB IN by BUGARINOVIC,GEORGE",,,,,,,"SUB IN by BUGARINOVIC,GEORGE",1
07:09,"SUB OUT by CHIUSANO,MATT",,,,,,,"SUB OUT by CHIUSANO,MATT",1
07:09,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
07:09,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
07:09,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
07:09,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
06:47,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",1
--,"REBOUND DEF by WILLIAMS,GENE",,,,,,,"REBOUND DEF by WILLIAMS,GENE",1
06:21,"GOOD 3PTR by PANU,NIKHIL",19,,20 (+1),,JHUM 19-20 (+1),,"GOOD 3PTR by PANU,NIKHIL",1
--,"ASSIST  by BILLUPS,MATT",,,,,,,"ASSIST  by BILLUPS,MATT",1
05:56,,19,,23 (+4),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 19-23 (+4),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1
05:36,"MISS LAYUP by BUGARINOVIC,GEORGE",,,,,,,"MISS LAYUP by BUGARINOVIC,GEORGE",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
05:16,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",1
05:15,"STEAL  by BUGARINOVIC,GEORGE",,,,,,,"STEAL  by BUGARINOVIC,GEORGE",1
05:12,"GOOD 3PTR by WILLIAMS,GENE(fastbreak)",22,,23 (+1),,JHUM 22-23 (+1),,"GOOD 3PTR by WILLIAMS,GENE(fastbreak)",1
--,"ASSIST  by HAMMER,JIMMY",,,,,,,"ASSIST  by HAMMER,JIMMY",1
05:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:09,"SUB IN by VASILIADIS,AUSTIN",,,,,,,"SUB IN by VASILIADIS,AUSTIN",1
05:09,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",1
05:09,"SUB IN by CURRAN,RYAN",,,,,,,"SUB IN by CURRAN,RYAN",1
05:09,"SUB OUT by PANU,NIKHIL",,,,,,,"SUB OUT by PANU,NIKHIL",1
05:09,"SUB OUT by BILLUPS,MATT",,,,,,,"SUB OUT by BILLUPS,MATT",1
05:09,"SUB OUT by HAMMER,JIMMY",,,,,,,"SUB OUT by HAMMER,JIMMY",1
05:09,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",1
05:09,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",1
04:50,"FOUL  by BUGARINOVIC,GEORGE",,,,,,,"FOUL  by BUGARINOVIC,GEORGE",1
04:50,,22,,24 (+2),"GOOD FT by SCINTA,BLAKE",CENTRE_M 22-24 (+2),,"GOOD FT by SCINTA,BLAKE",1
04:50,,22,,25 (+3),"GOOD FT by SCINTA,BLAKE",CENTRE_M 22-25 (+3),,"GOOD FT by SCINTA,BLAKE",1
04:50,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
04:50,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
04:30,"TURNOVER  by CURRAN,RYAN",,,,,,,"TURNOVER  by CURRAN,RYAN",1
04:02,,,,,"MISS 3PTR by REPISHTI,BRYAN",,,"MISS 3PTR by REPISHTI,BRYAN",1
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",1
03:51,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",1
--,"REBOUND DEF by DORAN,KYLE",,,,,,,"REBOUND DEF by DORAN,KYLE",1
03:36,"GOOD JUMPER by BUGARINOVIC,GEORGE(in the paint)",24,,25 (+1),,JHUM 24-25 (+1),,"GOOD JUMPER by BUGARINOVIC,GEORGE(in the paint)",1
03:15,"FOUL  by VASILIADIS,AUSTIN",,,,,,,"FOUL  by VASILIADIS,AUSTIN",1
03:15,,,,,"MISS FT by BURNS,DREW",,,"MISS FT by BURNS,DREW",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:15,,,,,"MISS FT by BURNS,DREW",,,"MISS FT by BURNS,DREW",1
--,"REBOUND DEF by CURRAN,RYAN",,,,,,,"REBOUND DEF by CURRAN,RYAN",1
03:15,"SUB IN by PANU,NIKHIL",,,,,,,"SUB IN by PANU,NIKHIL",1
03:15,"SUB OUT by VASILIADIS,AUSTIN",,,,,,,"SUB OUT by VASILIADIS,AUSTIN",1
03:15,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
03:15,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
02:59,"GOOD 3PTR by WILLIAMS,GENE",27 (+2),,25,,JHUM 27-25 (-2),,"GOOD 3PTR by WILLIAMS,GENE",1
--,"ASSIST  by BUGARINOVIC,GEORGE",,,,,,,"ASSIST  by BUGARINOVIC,GEORGE",1
02:39,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,"REBOUND DEF by PANU,NIKHIL",,,,,,,"REBOUND DEF by PANU,NIKHIL",1
02:25,"MISS JUMPER by BUGARINOVIC,GEORGE",,,,,,,"MISS JUMPER by BUGARINOVIC,GEORGE",1
--,"REBOUND OFF by CURRAN,RYAN",,,,,,,"REBOUND OFF by CURRAN,RYAN",1
02:21,"MISS LAYUP by CURRAN,RYAN",,,,,,,"MISS LAYUP by CURRAN,RYAN",1
02:21,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",1
--,,,,,"REBOUND DEF by REPISHTI,BRYAN",,,"REBOUND DEF by REPISHTI,BRYAN",1
02:09,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
02:08,"STEAL  by BUGARINOVIC,GEORGE",,,,,,,"STEAL  by BUGARINOVIC,GEORGE",1
02:03,"MISS LAYUP by DORAN,KYLE",,,,,,,"MISS LAYUP by DORAN,KYLE",1
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",1
01:56,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:53,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",1
01:53,"SUB IN by HAMMER,JIMMY",,,,,,,"SUB IN by HAMMER,JIMMY",1
01:53,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",1
01:53,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
01:53,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",1
01:53,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
01:53,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
01:53,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
01:53,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
01:36,"GOOD LAYUP by HAMMER,JIMMY(in the paint)",29 (+4),,25,,JHUM 29-25 (-4),,"GOOD LAYUP by HAMMER,JIMMY(in the paint)",1
--,"ASSIST  by WILLIAMS,GENE",,,,,,,"ASSIST  by WILLIAMS,GENE",1
01:14,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",1
--,"REBOUND DEF by BUGARINOVIC,GEORGE",,,,,,,"REBOUND DEF by BUGARINOVIC,GEORGE",1
00:38,"MISS JUMPER by BUGARINOVIC,GEORGE",,,,,,,"MISS JUMPER by BUGARINOVIC,GEORGE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:35,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
00:35,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
00:00,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",1
--,"REBOUND DEF by CURRAN,RYAN",,,,,,,"REBOUND DEF by CURRAN,RYAN",1
19:48,"MISS 3PTR by VASILIADIS,AUSTIN",,,,,,,"MISS 3PTR by VASILIADIS,AUSTIN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
19:20,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
18:55,"GOOD 3PTR by RANDALL,OMAR",32 (+7),,25,,JHUM 32-25 (-7),,"GOOD 3PTR by RANDALL,OMAR",2
--,"ASSIST  by VASILIADIS,AUSTIN",,,,,,,"ASSIST  by VASILIADIS,AUSTIN",2
18:31,,32 (+5),,27,"GOOD JUMPER by KARSNER,JOSH",CENTRE_M 32-27 (-5),,"GOOD JUMPER by KARSNER,JOSH",2
18:13,"GOOD 3PTR by HAMMER,JIMMY",35 (+8),,27,,JHUM 35-27 (-8),,"GOOD 3PTR by HAMMER,JIMMY",2
17:54,"FOUL  by HAMMER,JIMMY",,,,,,,"FOUL  by HAMMER,JIMMY",2
17:29,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
17:28,"STEAL  by HAMMER,JIMMY",,,,,,,"STEAL  by HAMMER,JIMMY",2
17:20,"MISS JUMPER by HAMMER,JIMMY",,,,,,,"MISS JUMPER by HAMMER,JIMMY",2
--,"REBOUND OFF by CURRAN,RYAN",,,,,,,"REBOUND OFF by CURRAN,RYAN",2
17:11,"GOOD DUNK by CURRAN,RYAN(in the paint)",37 (+10),,27,,JHUM 37-27 (-10),,"GOOD DUNK by CURRAN,RYAN(in the paint)",2
17:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:51,,37 (+8),,29,"GOOD JUMPER by KARSNER,JOSH",CENTRE_M 37-29 (-8),,"GOOD JUMPER by KARSNER,JOSH",2
16:30,"MISS JUMPER by BUGARINOVIC,GEORGE",,,,,,,"MISS JUMPER by BUGARINOVIC,GEORGE",2
16:30,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
16:19,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
--,"REBOUND DEF by VASILIADIS,AUSTIN",,,,,,,"REBOUND DEF by VASILIADIS,AUSTIN",2
16:04,"GOOD 3PTR by CURRAN,RYAN",40 (+11),,29,,JHUM 40-29 (-11),,"GOOD 3PTR by CURRAN,RYAN",2
--,"ASSIST  by VASILIADIS,AUSTIN",,,,,,,"ASSIST  by VASILIADIS,AUSTIN",2
15:48,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
15:48,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
15:18,"MISS JUMPER by BUGARINOVIC,GEORGE",,,,,,,"MISS JUMPER by BUGARINOVIC,GEORGE",2
--,"REBOUND OFF by CURRAN,RYAN",,,,,,,"REBOUND OFF by CURRAN,RYAN",2
15:12,"GOOD LAYUP by RANDALL,OMAR(in the paint)",42 (+13),,29,,JHUM 42-29 (-13),,"GOOD LAYUP by RANDALL,OMAR(in the paint)",2
--,"ASSIST  by HAMMER,JIMMY",,,,,,,"ASSIST  by HAMMER,JIMMY",2
14:40,"FOUL  by BUGARINOVIC,GEORGE",,,,,,,"FOUL  by BUGARINOVIC,GEORGE",2
14:40,,42 (+12),,30,"GOOD FT by WESLEY,TYLER",CENTRE_M 42-30 (-12),,"GOOD FT by WESLEY,TYLER",2
14:40,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by HAMMER,JIMMY",,,,,,,"REBOUND DEF by HAMMER,JIMMY",2
14:40,"SUB IN by KOTOULAS,NIKO",,,,,,,"SUB IN by KOTOULAS,NIKO",2
14:40,"SUB OUT by BUGARINOVIC,GEORGE",,,,,,,"SUB OUT by BUGARINOVIC,GEORGE",2
14:40,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
14:40,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
14:40,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
14:40,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
14:24,"MISS 3PTR by HAMMER,JIMMY",,,,,,,"MISS 3PTR by HAMMER,JIMMY",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
14:06,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
14:06,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
13:56,"FOUL  by CURRAN,RYAN",,,,,,,"FOUL  by CURRAN,RYAN",2
13:56,,42 (+11),,31,"GOOD FT by GEEGAN,MIKE",CENTRE_M 42-31 (-11),,"GOOD FT by GEEGAN,MIKE",2
13:56,,42 (+10),,32,"GOOD FT by GEEGAN,MIKE",CENTRE_M 42-32 (-10),,"GOOD FT by GEEGAN,MIKE",2
13:56,"SUB IN by BILLUPS,MATT",,,,,,,"SUB IN by BILLUPS,MATT",2
13:56,"SUB OUT by CURRAN,RYAN",,,,,,,"SUB OUT by CURRAN,RYAN",2
13:24,"MISS JUMPER by RANDALL,OMAR",,,,,,,"MISS JUMPER by RANDALL,OMAR",2
--,"REBOUND OFF by RANDALL,OMAR",,,,,,,"REBOUND OFF by RANDALL,OMAR",2
13:20,"MISS 3PTR by HAMMER,JIMMY",,,,,,,"MISS 3PTR by HAMMER,JIMMY",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
13:05,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by VASILIADIS,AUSTIN",,,,,,,"REBOUND DEF by VASILIADIS,AUSTIN",2
12:40,"GOOD JUMPER by KOTOULAS,NIKO(in the paint)",44 (+12),,32,,JHUM 44-32 (-12),,"GOOD JUMPER by KOTOULAS,NIKO(in the paint)",2
12:23,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
12:23,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
12:23,"SUB IN by WILLIAMS,GENE",,,,,,,"SUB IN by WILLIAMS,GENE",2
12:23,"SUB OUT by HAMMER,JIMMY",,,,,,,"SUB OUT by HAMMER,JIMMY",2
12:23,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
12:23,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:50,"MISS JUMPER by BILLUPS,MATT",,,,,,,"MISS JUMPER by BILLUPS,MATT",2
