Time Remaining,TRANSY,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:32,"SUB OUT by SERGEANT,SAM",,,,,,,"SUB OUT by SERGEANT,SAM",2
16:25,"TURNOVER  by JONES,ALEX",,,,,,,"TURNOVER  by JONES,ALEX",2
16:22,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
16:01,,38,,50 (+12),"GOOD 3PTR by GUMP,MATT",CENTRE_M 38-50 (+12),,"GOOD 3PTR by GUMP,MATT",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
15:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:58,"SUB IN by CAGGINS,ZACH",,,,,,,"SUB IN by CAGGINS,ZACH",2
15:58,"SUB OUT by JONES,ALEX",,,,,,,"SUB OUT by JONES,ALEX",2
15:58,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
15:58,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:49,"MISS JUMPER by PULLIAM,DILLON",,,,,,,"MISS JUMPER by PULLIAM,DILLON",2
--,"REBOUND OFF by BICKEL,TIM",,,,,,,"REBOUND OFF by BICKEL,TIM",2
15:43,"MISS 3PTR by CAGGINS,ZACH",,,,,,,"MISS 3PTR by CAGGINS,ZACH",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
15:18,,38,,52 (+14),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 38-52 (+14),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
14:45,"MISS LAYUP by PULLIAM,DILLON",,,,,,,"MISS LAYUP by PULLIAM,DILLON",2
14:45,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
14:35,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND DEF by BICKEL,TIM",,,,,,,"REBOUND DEF by BICKEL,TIM",2
14:31,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:31,"SUB IN by WILLIAMS,JAKE",,,,,,,"SUB IN by WILLIAMS,JAKE",2
14:31,"SUB OUT by PULLIAM,DILLON",,,,,,,"SUB OUT by PULLIAM,DILLON",2
14:31,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
14:31,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
14:07,"MISS JUMPER by SIRKIN,TOMMY",,,,,,,"MISS JUMPER by SIRKIN,TOMMY",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
14:00,"FOUL  by CAGGINS,ZACH",,,,,,,"FOUL  by CAGGINS,ZACH",2
14:00,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
14:00,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
13:49,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
13:47,"STEAL  by STANSBERRY,PARKER",,,,,,,"STEAL  by STANSBERRY,PARKER",2
13:44,,,,,"FOUL  by REPISHTI,BRYAN",,,"FOUL  by REPISHTI,BRYAN",2
13:44,"MISS FT by SIRKIN,TOMMY",,,,,,,"MISS FT by SIRKIN,TOMMY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:44,"GOOD FT by SIRKIN,TOMMY",39,,52 (+13),,TRANSY 39-52 (+13),,"GOOD FT by SIRKIN,TOMMY",2
13:44,"SUB IN by JONES,ALEX",,,,,,,"SUB IN by JONES,ALEX",2
13:44,"SUB OUT by STANSBERRY,PARKER",,,,,,,"SUB OUT by STANSBERRY,PARKER",2
13:44,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
13:44,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:37,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
13:37,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
13:37,"SUB OUT by BICKEL,TIM",,,,,,,"SUB OUT by BICKEL,TIM",2
13:16,"GOOD 3PTR by SIRKIN,TOMMY",42,,52 (+10),,TRANSY 42-52 (+10),,"GOOD 3PTR by SIRKIN,TOMMY",2
--,"ASSIST  by JONES,ALEX",,,,,,,"ASSIST  by JONES,ALEX",2
12:56,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND DEF by SIRKIN,TOMMY",,,,,,,"REBOUND DEF by SIRKIN,TOMMY",2
12:42,"GOOD 3PTR by WILLIAMS,JAKE",45,,52 (+7),,TRANSY 45-52 (+7),,"GOOD 3PTR by WILLIAMS,JAKE",2
--,"ASSIST  by SIRKIN,TOMMY",,,,,,,"ASSIST  by SIRKIN,TOMMY",2
12:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:36,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
12:36,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
12:36,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
12:36,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
12:36,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
12:36,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
12:12,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
12:04,"FOUL  by CAGGINS,ZACH",,,,,,,"FOUL  by CAGGINS,ZACH",2
12:04,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
12:04,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
12:01,"FOUL  by CAGGINS,ZACH",,,,,,,"FOUL  by CAGGINS,ZACH",2
12:01,,45,,53 (+8),"GOOD FT by SCINTA,BLAKE",CENTRE_M 45-53 (+8),,"GOOD FT by SCINTA,BLAKE",2
12:01,,45,,54 (+9),"GOOD FT by SCINTA,BLAKE",CENTRE_M 45-54 (+9),,"GOOD FT by SCINTA,BLAKE",2
11:50,"MISS LAYUP by CAGGINS,ZACH",,,,,,,"MISS LAYUP by CAGGINS,ZACH",2
11:50,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
11:26,,45,,57 (+12),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 45-57 (+12),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
11:00,"MISS 3PTR by SIRKIN,TOMMY",,,,,,,"MISS 3PTR by SIRKIN,TOMMY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:58,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
10:58,"SUB IN by STANSBERRY,PARKER",,,,,,,"SUB IN by STANSBERRY,PARKER",2
10:58,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
10:58,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
10:58,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
10:57,"MISS 3PTR by WILLIAMS,JAKE",,,,,,,"MISS 3PTR by WILLIAMS,JAKE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
10:43,,45,,59 (+14),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 45-59 (+14),,"GOOD JUMPER by SCINTA,BLAKE",2
10:26,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
10:15,"MISS 3PTR by JONES,ALEX",,,,,,,"MISS 3PTR by JONES,ALEX",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
10:12,"FOUL  by STANSBERRY,PARKER",,,,,,,"FOUL  by STANSBERRY,PARKER",2
10:12,,45,,60 (+15),"GOOD FT by WESLEY,TYLER",CENTRE_M 45-60 (+15),,"GOOD FT by WESLEY,TYLER",2
10:12,,45,,61 (+16),"GOOD FT by WESLEY,TYLER",CENTRE_M 45-61 (+16),,"GOOD FT by WESLEY,TYLER",2
10:12,"SUB IN by PULLIAM,DILLON",,,,,,,"SUB IN by PULLIAM,DILLON",2
10:12,"SUB IN by MONROE,MASON",,,,,,,"SUB IN by MONROE,MASON",2
10:12,"SUB OUT by CAGGINS,ZACH",,,,,,,"SUB OUT by CAGGINS,ZACH",2
10:12,"SUB OUT by SIRKIN,TOMMY",,,,,,,"SUB OUT by SIRKIN,TOMMY",2
09:53,"MISS 3PTR by JONES,ALEX",,,,,,,"MISS 3PTR by JONES,ALEX",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
09:43,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
09:43,"BLOCK  by JONES,ALEX",,,,,,,"BLOCK  by JONES,ALEX",2
--,"REBOUND DEF by STANSBERRY,PARKER",,,,,,,"REBOUND DEF by STANSBERRY,PARKER",2
09:20,"MISS 3PTR by STANSBERRY,PARKER",,,,,,,"MISS 3PTR by STANSBERRY,PARKER",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
09:02,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND DEF by MONROE,MASON",,,,,,,"REBOUND DEF by MONROE,MASON",2
08:53,"SUB IN by KEYER,DAVIS",,,,,,,"SUB IN by KEYER,DAVIS",2
08:53,"SUB OUT by STANSBERRY,PARKER",,,,,,,"SUB OUT by STANSBERRY,PARKER",2
08:53,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
08:53,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
08:51,"MISS 3PTR by WILLIAMS,JAKE",,,,,,,"MISS 3PTR by WILLIAMS,JAKE",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
08:34,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
08:30,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
08:30,"BLOCK  by JONES,ALEX",,,,,,,"BLOCK  by JONES,ALEX",2
--,"REBOUND DEF by KEYER,DAVIS",,,,,,,"REBOUND DEF by KEYER,DAVIS",2
08:08,"GOOD LAYUP by WILLIAMS,JAKE(in the paint)",47,,61 (+14),,TRANSY 47-61 (+14),,"GOOD LAYUP by WILLIAMS,JAKE(in the paint)",2
08:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:06,"SUB IN by DENCE,ROBERT",,,,,,,"SUB IN by DENCE,ROBERT",2
08:06,"SUB IN by SERGEANT,SAM",,,,,,,"SUB IN by SERGEANT,SAM",2
08:06,"SUB OUT by KEYER,DAVIS",,,,,,,"SUB OUT by KEYER,DAVIS",2
08:06,"SUB OUT by MONROE,MASON",,,,,,,"SUB OUT by MONROE,MASON",2
08:06,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
08:06,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
07:36,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND OFF by BURNS,DREW",,,"REBOUND OFF by BURNS,DREW",2
07:19,,,,,"MISS LAYUP by KARSNER,JOSH",,,"MISS LAYUP by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
07:16,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
07:16,"FOUL  by DENCE,ROBERT",,,,,,,"FOUL  by DENCE,ROBERT",2
07:16,,47,,62 (+15),"GOOD FT by KARSNER,JOSH",CENTRE_M 47-62 (+15),,"GOOD FT by KARSNER,JOSH",2
07:16,,47,,63 (+16),"GOOD FT by KARSNER,JOSH",CENTRE_M 47-63 (+16),,"GOOD FT by KARSNER,JOSH",2
07:16,"SUB IN by STANSBERRY,PARKER",,,,,,,"SUB IN by STANSBERRY,PARKER",2
07:16,"SUB IN by SIRKIN,TOMMY",,,,,,,"SUB IN by SIRKIN,TOMMY",2
07:16,"SUB OUT by DENCE,ROBERT",,,,,,,"SUB OUT by DENCE,ROBERT",2
07:16,"SUB OUT by PULLIAM,DILLON",,,,,,,"SUB OUT by PULLIAM,DILLON",2
07:06,,,,,"FOUL  by REPISHTI,BRYAN",,,"FOUL  by REPISHTI,BRYAN",2
07:06,"GOOD FT by SERGEANT,SAM",48,,63 (+15),,TRANSY 48-63 (+15),,"GOOD FT by SERGEANT,SAM",2
07:06,"GOOD FT by SERGEANT,SAM",49,,63 (+14),,TRANSY 49-63 (+14),,"GOOD FT by SERGEANT,SAM",2
07:06,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
07:06,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
07:06,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
07:06,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:55,,,,,"MISS LAYUP by BURNS,DREW",,,"MISS LAYUP by BURNS,DREW",2
06:55,"BLOCK  by STANSBERRY,PARKER",,,,,,,"BLOCK  by STANSBERRY,PARKER",2
--,"REBOUND DEF by JONES,ALEX",,,,,,,"REBOUND DEF by JONES,ALEX",2
06:42,"GOOD LAYUP by SERGEANT,SAM(in the paint)",51,,63 (+12),,TRANSY 51-63 (+12),,"GOOD LAYUP by SERGEANT,SAM(in the paint)",2
06:11,,51,,65 (+14),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 51-65 (+14),,"GOOD JUMPER by SCINTA,BLAKE",2
06:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:08,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
06:08,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
05:56,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",2
05:56,"GOOD FT by SERGEANT,SAM",52,,65 (+13),,TRANSY 52-65 (+13),,"GOOD FT by SERGEANT,SAM",2
05:56,"GOOD FT by SERGEANT,SAM",53,,65 (+12),,TRANSY 53-65 (+12),,"GOOD FT by SERGEANT,SAM",2
05:56,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
05:56,"SUB OUT by JONES,ALEX",,,,,,,"SUB OUT by JONES,ALEX",2
05:46,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
05:46,"BLOCK  by STANSBERRY,PARKER",,,,,,,"BLOCK  by STANSBERRY,PARKER",2
--,"REBOUND DEF by SERGEANT,SAM",,,,,,,"REBOUND DEF by SERGEANT,SAM",2
05:44,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
05:44,"MISS FT by SERGEANT,SAM",,,,,,,"MISS FT by SERGEANT,SAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:34,"GOOD LAYUP by SERGEANT,SAM(in the paint)",55,,65 (+10),,TRANSY 55-65 (+10),,"GOOD LAYUP by SERGEANT,SAM(in the paint)",2
05:09,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
05:07,"STEAL  by SIRKIN,TOMMY",,,,,,,"STEAL  by SIRKIN,TOMMY",2
05:05,"MISS LAYUP by SIRKIN,TOMMY",,,,,,,"MISS LAYUP by SIRKIN,TOMMY",2
05:05,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:56,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
04:56,"GOOD FT by SERGEANT,SAM",56,,65 (+9),,TRANSY 56-65 (+9),,"GOOD FT by SERGEANT,SAM",2
04:56,"GOOD FT by SERGEANT,SAM",57,,65 (+8),,TRANSY 57-65 (+8),,"GOOD FT by SERGEANT,SAM",2
04:56,"SUB IN by JONES,ALEX",,,,,,,"SUB IN by JONES,ALEX",2
04:56,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
04:47,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
04:44,"STEAL  by SIRKIN,TOMMY",,,,,,,"STEAL  by SIRKIN,TOMMY",2
04:44,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
04:44,"MISS FT by SERGEANT,SAM",,,,,,,"MISS FT by SERGEANT,SAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:44,"GOOD FT by SERGEANT,SAM",58,,65 (+7),,TRANSY 58-65 (+7),,"GOOD FT by SERGEANT,SAM",2
04:44,"SUB IN by BURGESS,TRISTAN",,,,,,,"SUB IN by BURGESS,TRISTAN",2
04:44,"SUB OUT by JONES,ALEX",,,,,,,"SUB OUT by JONES,ALEX",2
04:44,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
04:44,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
04:26,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
04:25,"STEAL  by SERGEANT,SAM",,,,,,,"STEAL  by SERGEANT,SAM",2
04:22,"GOOD LAYUP by STANSBERRY,PARKER(in the paint)",60,,65 (+5),,TRANSY 60-65 (+5),,"GOOD LAYUP by STANSBERRY,PARKER(in the paint)",2
--,"ASSIST  by SERGEANT,SAM",,,,,,,"ASSIST  by SERGEANT,SAM",2
04:20,"SUB IN by JONES,ALEX",,,,,,,"SUB IN by JONES,ALEX",2
04:20,"SUB OUT by BURGESS,TRISTAN",,,,,,,"SUB OUT by BURGESS,TRISTAN",2
04:15,"FOUL  by SIRKIN,TOMMY",,,,,,,"FOUL  by SIRKIN,TOMMY",2
04:15,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by JONES,ALEX",,,,,,,"REBOUND DEF by JONES,ALEX",2
04:05,"GOOD LAYUP by SERGEANT,SAM(in the paint)",62,,65 (+3),,TRANSY 62-65 (+3),,"GOOD LAYUP by SERGEANT,SAM(in the paint)",2
03:46,"FOUL  by WILLIAMS,JAKE",,,,,,,"FOUL  by WILLIAMS,JAKE",2
03:46,,62,,66 (+4),"GOOD FT by WESLEY,TYLER",CENTRE_M 62-66 (+4),,"GOOD FT by WESLEY,TYLER",2
03:46,,62,,67 (+5),"GOOD FT by WESLEY,TYLER",CENTRE_M 62-67 (+5),,"GOOD FT by WESLEY,TYLER",2
03:46,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
03:46,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
03:37,"GOOD LAYUP by SERGEANT,SAM(in the paint)",64,,67 (+3),,TRANSY 64-67 (+3),,"GOOD LAYUP by SERGEANT,SAM(in the paint)",2
03:21,,64,,69 (+5),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 64-69 (+5),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
03:02,"GOOD 3PTR by JONES,ALEX",67,,69 (+2),,TRANSY 67-69 (+2),,"GOOD 3PTR by JONES,ALEX",2
--,"ASSIST  by SERGEANT,SAM",,,,,,,"ASSIST  by SERGEANT,SAM",2
02:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:29,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by WILLIAMS,JAKE",,,,,,,"REBOUND DEF by WILLIAMS,JAKE",2
02:01,"TURNOVER  by SERGEANT,SAM",,,,,,,"TURNOVER  by SERGEANT,SAM",2
01:59,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
01:44,,67,,72 (+5),"GOOD 3PTR by STEGGEMAN,ANDREW",CENTRE_M 67-72 (+5),,"GOOD 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
01:18,"TURNOVER  by SERGEANT,SAM",,,,,,,"TURNOVER  by SERGEANT,SAM",2
01:18,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
01:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:17,"FOUL  by SERGEANT,SAM",,,,,,,"FOUL  by SERGEANT,SAM",2
01:17,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:17,,67,,73 (+6),"GOOD FT by GUMP,MATT",CENTRE_M 67-73 (+6),,"GOOD FT by GUMP,MATT",2
01:08,"GOOD 3PTR by SERGEANT,SAM",70,,73 (+3),,TRANSY 70-73 (+3),,"GOOD 3PTR by SERGEANT,SAM",2
--,"ASSIST  by JONES,ALEX",,,,,,,"ASSIST  by JONES,ALEX",2
01:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:38,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
00:37,"STEAL  by SIRKIN,TOMMY",,,,,,,"STEAL  by SIRKIN,TOMMY",2
00:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:11,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
00:11,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
00:08,"GOOD FT by SIRKIN,TOMMY",71,,73 (+2),,TRANSY 71-73 (+2),,"GOOD FT by SIRKIN,TOMMY",2
00:08,"GOOD FT by SIRKIN,TOMMY",72,,73 (+1),,TRANSY 72-73 (+1),,"GOOD FT by SIRKIN,TOMMY",2
00:06,,72,,74 (+2),"GOOD FT by GEEGAN,MIKE",CENTRE_M 72-74 (+2),,"GOOD FT by GEEGAN,MIKE",2
00:06,,,,,"MISS FT by GEEGAN,MIKE",,,"MISS FT by GEEGAN,MIKE",2
--,"REBOUND DEF by STANSBERRY,PARKER",,,,,,,"REBOUND DEF by STANSBERRY,PARKER",2
00:02,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
00:02,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
00:00,"MISS 3PTR by SERGEANT,SAM",,,,,,,"MISS 3PTR by SERGEANT,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
