Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
15:11,"GOOD FT by MCCLOUD,LEE",37,,60 (+23),,BCM 37-60 (+23),,"GOOD FT by MCCLOUD,LEE",2
15:11,"GOOD FT by MCCLOUD,LEE",38,,60 (+22),,BCM 38-60 (+22),,"GOOD FT by MCCLOUD,LEE",2
15:11,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
15:11,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
15:11,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
15:11,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
15:11,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
15:11,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
14:53,,,,,"TURNOVER  by GRUBER,SAM",,,"TURNOVER  by GRUBER,SAM",2
14:42,"TURNOVER  by POWELL,SAMUEL",,,,,,,"TURNOVER  by POWELL,SAMUEL",2
14:40,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
14:36,"FOUL  by POWELL,SAMUEL",,,,,,,"FOUL  by POWELL,SAMUEL",2
14:36,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
14:36,"SUB OUT by POWELL,SAMUEL",,,,,,,"SUB OUT by POWELL,SAMUEL",2
14:17,,38,,62 (+24),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 38-62 (+24),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
14:10,"TURNOVER  by HARVILLE,TYLER",,,,,,,"TURNOVER  by HARVILLE,TYLER",2
14:09,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
14:06,,38,,64 (+26),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 38-64 (+26),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
13:52,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
13:52,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
13:49,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
13:32,,38,,67 (+29),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 38-67 (+29),,"GOOD 3PTR by KARSNER,JOSH",2
13:21,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
13:18,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
13:18,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
13:18,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
13:18,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
13:18,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
13:18,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
13:18,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
13:18,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:18,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
13:18,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
13:18,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
13:17,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
13:10,,,,,"MISS JUMPER by REPISHTI,BRYAN",,,"MISS JUMPER by REPISHTI,BRYAN",2
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",2
13:05,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
12:27,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
12:25,"STEAL  by PARK,BRANDON",,,,,,,"STEAL  by PARK,BRANDON",2
12:22,"GOOD LAYUP by CHAYKOWSKY,ZACK(in the paint)",40,,67 (+27),,BCM 40-67 (+27),,"GOOD LAYUP by CHAYKOWSKY,ZACK(in the paint)",2
--,"ASSIST  by PARK,BRANDON",,,,,,,"ASSIST  by PARK,BRANDON",2
12:16,,40,,70 (+30),"GOOD 3PTR by REPISHTI,BRYAN",CENTRE_M 40-70 (+30),,"GOOD 3PTR by REPISHTI,BRYAN",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
12:05,"TURNOVER  by PARK,BRANDON",,,,,,,"TURNOVER  by PARK,BRANDON",2
11:56,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",2
11:54,,40,,72 (+32),"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",CENTRE_M 40-72 (+32),,"GOOD LAYUP by REPISHTI,BRYAN(in the paint)",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
11:40,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",2
11:40,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
11:40,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
11:40,"SUB IN by LEWIS,AJ",,,,,,,"SUB IN by LEWIS,AJ",2
11:40,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
11:40,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",2
11:40,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
11:40,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
11:33,"GOOD LAYUP by JACOBS,OWEN(in the paint)",42,,72 (+30),,BCM 42-72 (+30),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
11:24,"FOUL  by FORTE,MCCARTY",,,,,,,"FOUL  by FORTE,MCCARTY",2
11:24,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
11:24,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
11:18,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",2
11:10,"GOOD 3PTR by FORTE,MCCARTY",45,,72 (+27),,BCM 45-72 (+27),,"GOOD 3PTR by FORTE,MCCARTY",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
10:54,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
10:53,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:53,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
10:53,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
10:53,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
10:45,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
10:25,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
10:22,,45,,74 (+29),"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE_M 45-74 (+29),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",2
10:06,"GOOD LAYUP by JACOBS,OWEN(in the paint)",47,,74 (+27),,BCM 47-74 (+27),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
09:34,,,,,"MISS LAYUP by SCHMUCKER,ZACH",,,"MISS LAYUP by SCHMUCKER,ZACH",2
09:34,"BLOCK  by ELLINGSWORTH,COLEMAN",,,,,,,"BLOCK  by ELLINGSWORTH,COLEMAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:34,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
09:34,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
09:29,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
--,"REBOUND DEF by FORTE,MCCARTY",,,,,,,"REBOUND DEF by FORTE,MCCARTY",2
09:21,"MISS 3PTR by POWELL,SAMUEL",,,,,,,"MISS 3PTR by POWELL,SAMUEL",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:14,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
09:13,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
09:11,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:38,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by SCHMUCKER,ZACH",,,"REBOUND OFF by SCHMUCKER,ZACH",2
08:06,,47,,76 (+29),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 47-76 (+29),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
07:49,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
07:24,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
07:24,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
07:24,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
07:24,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
07:24,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
07:19,"MISS 3PTR by JACOBS,OWEN",,,,,,,"MISS 3PTR by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by REPISHTI,BRYAN",,,"REBOUND DEF by REPISHTI,BRYAN",2
07:02,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
07:02,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",2
07:02,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:55,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",2
06:47,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
06:25,,,,,"TURNOVER  by BURNS,DREW",,,"TURNOVER  by BURNS,DREW",2
06:23,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
06:19,,,,,"TURNOVER  by BURNS,DREW",,,"TURNOVER  by BURNS,DREW",2
06:19,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
06:19,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",2
06:19,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",2
06:19,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
06:19,"SUB OUT by LEWIS,AJ",,,,,,,"SUB OUT by LEWIS,AJ",2
06:19,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
06:18,"GOOD FT by JACOBS,OWEN",48,,76 (+28),,BCM 48-76 (+28),,"GOOD FT by JACOBS,OWEN",2
06:18,,,,,"FOUL  by BURNS,DREW",,,"FOUL  by BURNS,DREW",2
06:18,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
06:18,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
06:18,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
05:45,,,,,"MISS JUMPER by GEEGAN,MIKE",,,"MISS JUMPER by GEEGAN,MIKE",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
05:34,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
05:15,"FOUL  by CHAYKOWSKY,ZACK",,,,,,,"FOUL  by CHAYKOWSKY,ZACK",2
05:15,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
05:15,"SUB OUT by POWELL,SAMUEL",,,,,,,"SUB OUT by POWELL,SAMUEL",2
05:15,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
05:15,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
05:09,,,,,"MISS LAYUP by SCHMUCKER,ZACH",,,"MISS LAYUP by SCHMUCKER,ZACH",2
--,"REBOUND DEF by KORN,LUKAS",,,,,,,"REBOUND DEF by KORN,LUKAS",2
05:00,"GOOD JUMPER by CHAYKOWSKY,ZACK",50,,76 (+26),,BCM 50-76 (+26),,"GOOD JUMPER by CHAYKOWSKY,ZACK",2
04:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:56,,,,,"SUB IN by MANN,KYLE",,,"SUB IN by MANN,KYLE",2
04:56,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
04:49,,,,,"TURNOVER  by REPISHTI,BRYAN",,,"TURNOVER  by REPISHTI,BRYAN",2
04:45,"GOOD JUMPER by CHAYKOWSKY,ZACK",52,,76 (+24),,BCM 52-76 (+24),,"GOOD JUMPER by CHAYKOWSKY,ZACK",2
04:27,,52,,78 (+26),"GOOD LAYUP by BURNS,DREW(in the paint)",CENTRE_M 52-78 (+26),,"GOOD LAYUP by BURNS,DREW(in the paint)",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
04:18,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by REPISHTI,BRYAN",,,"REBOUND DEF by REPISHTI,BRYAN",2
04:05,,,,,"MISS LAYUP by REPISHTI,BRYAN",,,"MISS LAYUP by REPISHTI,BRYAN",2
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",2
03:57,"GOOD LAYUP by JACOBS,OWEN(in the paint)",54,,78 (+24),,BCM 54-78 (+24),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
03:39,,54,,80 (+26),"GOOD LAYUP by BURNS,DREW(in the paint)",CENTRE_M 54-80 (+26),,"GOOD LAYUP by BURNS,DREW(in the paint)",2
03:33,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
03:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:24,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
03:24,"SUB IN by LEWIS,AJ",,,,,,,"SUB IN by LEWIS,AJ",2
03:24,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
03:24,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
03:24,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",2
03:24,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",2
03:24,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
03:24,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
03:24,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",2
03:24,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
03:24,,,,,"SUB IN by MAGUIRE,WILL",,,"SUB IN by MAGUIRE,WILL",2
03:24,,,,,"SUB IN by MILLER,GUNNAR",,,"SUB IN by MILLER,GUNNAR",2
03:24,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
03:24,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",2
03:12,,54,,83 (+29),"GOOD 3PTR by MAGUIRE,WILL",CENTRE_M 54-83 (+29),,"GOOD 3PTR by MAGUIRE,WILL",2
--,,,,,"ASSIST  by MANN,KYLE",,,"ASSIST  by MANN,KYLE",2
03:02,,,,,"FOUL  by MILLER,GUNNAR",,,"FOUL  by MILLER,GUNNAR",2
03:02,"GOOD FT by LEWIS,AJ",55,,83 (+28),,BCM 55-83 (+28),,"GOOD FT by LEWIS,AJ",2
03:02,"GOOD FT by LEWIS,AJ",56,,83 (+27),,BCM 56-83 (+27),,"GOOD FT by LEWIS,AJ",2
02:39,,56,,85 (+29),"GOOD JUMPER by SANDOVAL,MARK",CENTRE_M 56-85 (+29),,"GOOD JUMPER by SANDOVAL,MARK",2
--,,,,,"ASSIST  by MILLER,GUNNAR",,,"ASSIST  by MILLER,GUNNAR",2
02:29,"MISS LAYUP by PARK,BRANDON",,,,,,,"MISS LAYUP by PARK,BRANDON",2
--,,,,,"REBOUND DEF by MANN,KYLE",,,"REBOUND DEF by MANN,KYLE",2
02:13,,56,,87 (+31),"GOOD LAYUP by ARNETT,MICHAEL(in the paint)",CENTRE_M 56-87 (+31),,"GOOD LAYUP by ARNETT,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by MILLER,GUNNAR",,,"ASSIST  by MILLER,GUNNAR",2
02:13,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
02:13,,,,,"MISS FT by ARNETT,MICHAEL",,,"MISS FT by ARNETT,MICHAEL",2
--,"REBOUND DEF by FORTE,MCCARTY",,,,,,,"REBOUND DEF by FORTE,MCCARTY",2
02:13,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",2
02:13,,,,,"SUB OUT by MANN,KYLE",,,"SUB OUT by MANN,KYLE",2
02:12,,,,,"FOUL  by ARNETT,MICHAEL",,,"FOUL  by ARNETT,MICHAEL",2
02:12,"GOOD FT by FORTE,MCCARTY",57,,87 (+30),,BCM 57-87 (+30),,"GOOD FT by FORTE,MCCARTY",2
02:12,"MISS FT by FORTE,MCCARTY",,,,,,,"MISS FT by FORTE,MCCARTY",2
--,,,,,"REBOUND DEF by MAGUIRE,WILL",,,"REBOUND DEF by MAGUIRE,WILL",2
02:04,,,,,"TURNOVER  by SANDOVAL,MARK",,,"TURNOVER  by SANDOVAL,MARK",2
02:03,"STEAL  by POWELL,SAMUEL",,,,,,,"STEAL  by POWELL,SAMUEL",2
02:01,,,,,"FOUL  by MILLER,GUNNAR",,,"FOUL  by MILLER,GUNNAR",2
02:01,"GOOD FT by PARK,BRANDON",58,,87 (+29),,BCM 58-87 (+29),,"GOOD FT by PARK,BRANDON",2
02:01,"GOOD FT by PARK,BRANDON",59,,87 (+28),,BCM 59-87 (+28),,"GOOD FT by PARK,BRANDON",2
02:01,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",2
02:01,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
01:57,,,,,"TURNOVER  by SANDOVAL,MARK",,,"TURNOVER  by SANDOVAL,MARK",2
01:55,"STEAL  by PARK,BRANDON",,,,,,,"STEAL  by PARK,BRANDON",2
01:53,"GOOD LAYUP by THIGPEN,LOGAN(in the paint)",61,,87 (+26),,BCM 61-87 (+26),,"GOOD LAYUP by THIGPEN,LOGAN(in the paint)",2
--,"ASSIST  by PARK,BRANDON",,,,,,,"ASSIST  by PARK,BRANDON",2
01:43,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
01:43,,61,,88 (+27),"GOOD FT by MILLER,GUNNAR",CENTRE_M 61-88 (+27),,"GOOD FT by MILLER,GUNNAR",2
01:43,,,,,"MISS FT by MILLER,GUNNAR",,,"MISS FT by MILLER,GUNNAR",2
--,"REBOUND DEF by LEWIS,AJ",,,,,,,"REBOUND DEF by LEWIS,AJ",2
01:43,,,,,"SUB IN by TARTER,ZACH",,,"SUB IN by TARTER,ZACH",2
01:43,,,,,"SUB OUT by MAGUIRE,WILL",,,"SUB OUT by MAGUIRE,WILL",2
01:36,"GOOD LAYUP by LEWIS,AJ(in the paint)",63,,88 (+25),,BCM 63-88 (+25),,"GOOD LAYUP by LEWIS,AJ(in the paint)",2
01:27,,,,,"MISS 3PTR by JONES,BRETT",,,"MISS 3PTR by JONES,BRETT",2
--,"REBOUND DEF by LEWIS,AJ",,,,,,,"REBOUND DEF by LEWIS,AJ",2
01:19,"MISS 3PTR by LEWIS,AJ",,,,,,,"MISS 3PTR by LEWIS,AJ",2
--,,,,,"REBOUND DEF by ARNETT,MICHAEL",,,"REBOUND DEF by ARNETT,MICHAEL",2
01:06,,63,,90 (+27),"GOOD LAYUP by TARTER,ZACH(in the paint)",CENTRE_M 63-90 (+27),,"GOOD LAYUP by TARTER,ZACH(in the paint)",2
--,,,,,"ASSIST  by JONES,BRETT",,,"ASSIST  by JONES,BRETT",2
00:55,"GOOD FT by PARK,BRANDON",64,,90 (+26),,BCM 64-90 (+26),,"GOOD FT by PARK,BRANDON",2
00:55,"MISS FT by PARK,BRANDON",,,,,,,"MISS FT by PARK,BRANDON",2
--,"REBOUND OFF by LEWIS,AJ",,,,,,,"REBOUND OFF by LEWIS,AJ",2
00:51,"FOUL  by PARK,BRANDON",,,,,,,"FOUL  by PARK,BRANDON",2
00:51,,,,,"FOUL  by SANDOVAL,MARK",,,"FOUL  by SANDOVAL,MARK",2
00:51,,64,,91 (+27),"GOOD FT by SANDOVAL,MARK",CENTRE_M 64-91 (+27),,"GOOD FT by SANDOVAL,MARK",2
00:51,,64,,92 (+28),"GOOD FT by SANDOVAL,MARK",CENTRE_M 64-92 (+28),,"GOOD FT by SANDOVAL,MARK",2
00:51,"GOOD FT by POWELL,SAMUEL",65,,92 (+27),,BCM 65-92 (+27),,"GOOD FT by POWELL,SAMUEL",2
00:51,"MISS FT by POWELL,SAMUEL",,,,,,,"MISS FT by POWELL,SAMUEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:51,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
00:51,,,,,"SUB IN by MAGUIRE,WILL",,,"SUB IN by MAGUIRE,WILL",2
00:51,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
00:51,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",2
00:41,"MISS 3PTR by PARK,BRANDON",,,,,,,"MISS 3PTR by PARK,BRANDON",2
--,,,,,"REBOUND DEF by JONES,BRETT",,,"REBOUND DEF by JONES,BRETT",2
00:35,,,,,"TURNOVER  by JONES,BRETT",,,"TURNOVER  by JONES,BRETT",2
00:27,"MISS JUMPER by LEWIS,AJ",,,,,,,"MISS JUMPER by LEWIS,AJ",2
--,"REBOUND OFF by THIGPEN,LOGAN",,,,,,,"REBOUND OFF by THIGPEN,LOGAN",2
00:27,"MISS LAYUP by THIGPEN,LOGAN",,,,,,,"MISS LAYUP by THIGPEN,LOGAN",2
--,"REBOUND OFF by POWELL,SAMUEL",,,,,,,"REBOUND OFF by POWELL,SAMUEL",2
00:23,"MISS LAYUP by POWELL,SAMUEL",,,,,,,"MISS LAYUP by POWELL,SAMUEL",2
--,"REBOUND OFF by POWELL,SAMUEL",,,,,,,"REBOUND OFF by POWELL,SAMUEL",2
00:10,,,,,"FOUL  by ARNETT,MICHAEL",,,"FOUL  by ARNETT,MICHAEL",2
00:10,"GOOD FT by POWELL,SAMUEL",66,,92 (+26),,BCM 66-92 (+26),,"GOOD FT by POWELL,SAMUEL",2
00:09,,,,,"TURNOVER  by MILLER,GUNNAR",,,"TURNOVER  by MILLER,GUNNAR",2
00:08,"MISS 3PTR by LEWIS,AJ",,,,,,,"MISS 3PTR by LEWIS,AJ",2
--,,,,,"REBOUND DEF by ARNETT,MICHAEL",,,"REBOUND DEF by ARNETT,MICHAEL",2
