Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
13:01,"GOOD LAYUP by JACOBS,OWEN(in the paint)",10,,17 (+7),,BCM 10-17 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
12:43,,,,,"TURNOVER  by GRUBER,SAM",,,"TURNOVER  by GRUBER,SAM",1
12:41,"STEAL  by HARVILLE,TYLER",,,,,,,"STEAL  by HARVILLE,TYLER",1
12:38,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",13,,17 (+4),,BCM 13-17 (+4),,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",1
--,"ASSIST  by CHAYKOWSKY,ZACK",,,,,,,"ASSIST  by CHAYKOWSKY,ZACK",1
12:23,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
12:01,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",16,,17 (+1),,BCM 16-17 (+1),,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",1
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",1
11:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:57,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
11:57,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
11:57,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
11:57,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
11:57,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
11:57,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
11:57,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
11:57,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
11:43,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
11:36,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",1
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",1
11:27,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by BURNS,DREW",,,"REBOUND DEF by BURNS,DREW",1
11:14,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",1
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
10:40,"GOOD LAYUP by JACOBS,OWEN(in the paint)",18 (+1),,17,,BCM 18-17 (-1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,"ASSIST  by CHAYKOWSKY,ZACK",,,,,,,"ASSIST  by CHAYKOWSKY,ZACK",1
10:30,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
10:30,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",1
10:30,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
10:18,,,,,"MISS LAYUP by GEEGAN,MIKE",,,"MISS LAYUP by GEEGAN,MIKE",1
--,,,,,"REBOUND OFF by GEEGAN,MIKE",,,"REBOUND OFF by GEEGAN,MIKE",1
10:15,,18,,19 (+1),"GOOD LAYUP by GEEGAN,MIKE(in the paint)",CENTRE_M 18-19 (+1),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",1
09:44,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
09:43,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",1
09:42,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
09:42,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",1
09:42,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
09:42,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",1
09:42,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
09:29,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",1
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",1
09:09,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",1
09:07,"STEAL  by KORN,LUKAS",,,,,,,"STEAL  by KORN,LUKAS",1
08:45,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",1
08:33,"GOOD 3PTR by CHAYKOWSKY,ZACK",21 (+2),,19,,BCM 21-19 (-2),,"GOOD 3PTR by CHAYKOWSKY,ZACK",1
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",1
08:17,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",1
08:17,,21 (+1),,20,"GOOD FT by BURNS,DREW",CENTRE_M 21-20 (-1),,"GOOD FT by BURNS,DREW",1
08:17,,21,,21,"GOOD FT by BURNS,DREW",CENTRE_M 21-21 (0),,"GOOD FT by BURNS,DREW",1
08:17,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",1
08:17,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",1
08:17,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
08:17,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
08:17,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
08:17,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
08:17,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
08:17,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
08:02,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
07:33,"GOOD FT by KORN,LUKAS",22 (+1),,21,,BCM 22-21 (-1),,"GOOD FT by KORN,LUKAS",1
07:19,"GOOD FT by KORN,LUKAS",23 (+2),,21,,BCM 23-21 (-2),,"GOOD FT by KORN,LUKAS",1
07:19,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",1
07:19,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
07:19,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
07:19,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",1
07:16,,23,,24 (+1),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 23-24 (+1),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
07:10,"TURNOVER  by KORN,LUKAS",,,,,,,"TURNOVER  by KORN,LUKAS",1
07:10,,23,,26 (+3),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 23-26 (+3),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",1
--,,,,,"ASSIST  by REPISHTI,BRYAN",,,"ASSIST  by REPISHTI,BRYAN",1
07:10,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",1
07:01,"MISS JUMPER by KORN,LUKAS",,,,,,,"MISS JUMPER by KORN,LUKAS",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
06:37,"GOOD LAYUP by JACOBS,OWEN(in the paint)",25,,26 (+1),,BCM 25-26 (+1),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
06:32,,,,,"MISS 3PTR by REPISHTI,BRYAN",,,"MISS 3PTR by REPISHTI,BRYAN",1
--,"REBOUND DEF by CHAYKOWSKY,ZACK",,,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",1
06:13,"MISS JUMPER by KORN,LUKAS",,,,,,,"MISS JUMPER by KORN,LUKAS",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
06:06,,,,,"MISS LAYUP by SCHMUCKER,ZACH",,,"MISS LAYUP by SCHMUCKER,ZACH",1
--,"REBOUND DEF by CHAYKOWSKY,ZACK",,,,,,,"REBOUND DEF by CHAYKOWSKY,ZACK",1
05:58,,,,,"SUB IN by BURNS,DREW",,,"SUB IN by BURNS,DREW",1
05:58,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
05:58,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
05:58,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
05:58,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
05:58,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",1
05:58,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
05:58,,,,,"SUB OUT by REPISHTI,BRYAN",,,"SUB OUT by REPISHTI,BRYAN",1
05:39,,,,,"FOUL  by SCHMUCKER,ZACH",,,"FOUL  by SCHMUCKER,ZACH",1
05:36,"TURNOVER  by POWELL,SAMUEL",,,,,,,"TURNOVER  by POWELL,SAMUEL",1
05:19,,25,,29 (+4),"GOOD 3PTR by GRUBER,SAM",CENTRE_M 25-29 (+4),,"GOOD 3PTR by GRUBER,SAM",1
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",1
05:06,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
04:57,,25,,32 (+7),"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 25-32 (+7),,"GOOD 3PTR by SCINTA,BLAKE",1
--,,,,,"ASSIST  by GRUBER,SAM",,,"ASSIST  by GRUBER,SAM",1
04:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
04:30,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",1
04:30,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",1
04:21,"MISS 3PTR by POWELL,SAMUEL",,,,,,,"MISS 3PTR by POWELL,SAMUEL",1
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",1
04:13,,25,,34 (+9),"GOOD LAYUP by GRUBER,SAM(in the paint)",CENTRE_M 25-34 (+9),,"GOOD LAYUP by GRUBER,SAM(in the paint)",1
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",1
04:13,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
04:11,,25,,35 (+10),"GOOD FT by GRUBER,SAM",CENTRE_M 25-35 (+10),,"GOOD FT by GRUBER,SAM",1
04:11,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",1
04:11,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
04:11,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
04:11,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
03:53,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",1
03:53,"GOOD FT by CHAYKOWSKY,ZACK",26,,35 (+9),,BCM 26-35 (+9),,"GOOD FT by CHAYKOWSKY,ZACK",1
03:53,"GOOD FT by CHAYKOWSKY,ZACK",27,,35 (+8),,BCM 27-35 (+8),,"GOOD FT by CHAYKOWSKY,ZACK",1
03:53,"GOOD FT by CHAYKOWSKY,ZACK",28,,35 (+7),,BCM 28-35 (+7),,"GOOD FT by CHAYKOWSKY,ZACK",1
03:53,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
03:53,,,,,"SUB OUT by BURNS,DREW",,,"SUB OUT by BURNS,DREW",1
03:33,,28,,38 (+10),"GOOD 3PTR by GRUBER,SAM",CENTRE_M 28-38 (+10),,"GOOD 3PTR by GRUBER,SAM",1
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",1
03:01,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",1
--,"REBOUND OFF by THIGPEN,LOGAN",,,,,,,"REBOUND OFF by THIGPEN,LOGAN",1
02:54,"MISS LAYUP by THIGPEN,LOGAN",,,,,,,"MISS LAYUP by THIGPEN,LOGAN",1
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",1
02:51,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
02:51,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
02:34,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",1
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",1
02:24,,28,,41 (+13),"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 28-41 (+13),,"GOOD 3PTR by SCINTA,BLAKE",1
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1
02:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
02:17,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",1
02:17,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
02:17,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",1
02:17,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
01:47,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",1
01:47,"MISS FT by CHAYKOWSKY,ZACK",,,,,,,"MISS FT by CHAYKOWSKY,ZACK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:47,"GOOD FT by CHAYKOWSKY,ZACK",29,,41 (+12),,BCM 29-41 (+12),,"GOOD FT by CHAYKOWSKY,ZACK",1
01:47,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",1
01:47,"SUB OUT by THIGPEN,LOGAN",,,,,,,"SUB OUT by THIGPEN,LOGAN",1
01:47,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
01:47,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
01:19,,29,,43 (+14),"GOOD LAYUP by GEEGAN,MIKE(in the paint)",CENTRE_M 29-43 (+14),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",1
00:49,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",1
00:49,"GOOD FT by POWELL,SAMUEL",30,,43 (+13),,BCM 30-43 (+13),,"GOOD FT by POWELL,SAMUEL",1
00:49,"GOOD FT by POWELL,SAMUEL",31,,43 (+12),,BCM 31-43 (+12),,"GOOD FT by POWELL,SAMUEL",1
00:49,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",1
00:49,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",1
00:49,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
00:49,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
00:43,,31,,45 (+14),"GOOD LAYUP by GRUBER,SAM(in the paint)",CENTRE_M 31-45 (+14),,"GOOD LAYUP by GRUBER,SAM(in the paint)",1
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",1
00:30,"TURNOVER  by PARK,BRANDON",,,,,,,"TURNOVER  by PARK,BRANDON",1
00:30,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",1
00:30,"SUB OUT by PARK,BRANDON",,,,,,,"SUB OUT by PARK,BRANDON",1
00:07,,31,,48 (+17),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 31-48 (+17),,"GOOD 3PTR by KARSNER,JOSH",1
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",1
00:00,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:40,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
19:38,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",2
19:05,"TURNOVER  by HARVILLE,TYLER",,,,,,,"TURNOVER  by HARVILLE,TYLER",2
19:03,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
18:59,,31,,50 (+19),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 31-50 (+19),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
18:43,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
18:43,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
18:42,"GOOD LAYUP by HARVILLE,TYLER(in the paint)",33,,50 (+17),,BCM 33-50 (+17),,"GOOD LAYUP by HARVILLE,TYLER(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
18:40,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",2
18:36,,33,,51 (+18),"GOOD FT by SCINTA,BLAKE",CENTRE_M 33-51 (+18),,"GOOD FT by SCINTA,BLAKE",2
18:21,,33,,52 (+19),"GOOD FT by SCINTA,BLAKE",CENTRE_M 33-52 (+19),,"GOOD FT by SCINTA,BLAKE",2
18:05,"MISS JUMPER by CHAYKOWSKY,ZACK",,,,,,,"MISS JUMPER by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
17:54,,33,,54 (+21),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 33-54 (+21),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
17:47,"MISS 3PTR by HARVILLE,TYLER",,,,,,,"MISS 3PTR by HARVILLE,TYLER",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
17:21,,33,,56 (+23),"GOOD LAYUP by GEEGAN,MIKE",CENTRE_M 33-56 (+23),,"GOOD LAYUP by GEEGAN,MIKE",2
17:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:15,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",2
17:15,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
16:56,"TURNOVER  by JACOBS,OWEN",,,,,,,"TURNOVER  by JACOBS,OWEN",2
16:56,,33,,58 (+25),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 33-58 (+25),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
16:20,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
16:07,"GOOD 3PTR by HARVILLE,TYLER",36,,58 (+22),,BCM 36-58 (+22),,"GOOD 3PTR by HARVILLE,TYLER",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
15:53,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",2
15:45,"TURNOVER  by HARVILLE,TYLER",,,,,,,"TURNOVER  by HARVILLE,TYLER",2
15:43,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
15:19,,36,,60 (+24),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 36-60 (+24),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
15:11,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
