,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,19:36,,,,,"MISS 3PTR by MCDONALD,CHRISTIAN",,,"MISS 3PTR by MCDONALD,CHRISTIAN",1,three pointer,missed,whitman college,"mcdonald,christian",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1176.0,whitman college,1,0,0.0
1,1,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,--,,,,,"REBOUND OFF by BUTLER,AUSTIN",,,"REBOUND OFF by BUTLER,AUSTIN",1,offensive rebound,,whitman college,"butler,austin",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",,whitman college,1,0,0.0
2,2,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,19:27,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",1,jumper,missed,whitman college,"howell,tim",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1167.0,whitman college,1,0,0.0
3,3,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,19:27,"BLOCK  by GAGEN,BRENNAN",,,,,,,"BLOCK  by GAGEN,BRENNAN",1,block,,millsaps college,"gagen,brennan",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1167.0,whitman college,1,0,0.0
4,4,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,--,,,,,"REBOUND OFF by CHIRCU,PHILIP",,,"REBOUND OFF by CHIRCU,PHILIP",1,offensive rebound,,whitman college,"chircu,philip",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",,whitman college,1,0,0.0
5,5,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,19:16,,,,,"MISS JUMPER by MCDONALD,CHRISTIAN",,,"MISS JUMPER by MCDONALD,CHRISTIAN",1,jumper,missed,whitman college,"mcdonald,christian",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1156.0,whitman college,1,0,0.0
6,6,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,--,,,,,"REBOUND OFF by BUTLER,AUSTIN",,,"REBOUND OFF by BUTLER,AUSTIN",1,offensive rebound,,whitman college,"butler,austin",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",,whitman college,1,0,0.0
7,7,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,19:13,,,,,"MISS JUMPER by HOWELL,TIM",,,"MISS JUMPER by HOWELL,TIM",1,jumper,missed,whitman college,"howell,tim",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1153.0,whitman college,1,0,0.0
8,8,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,--,,,,,"REBOUND OFF by BUTLER,AUSTIN",,,"REBOUND OFF by BUTLER,AUSTIN",1,offensive rebound,,whitman college,"butler,austin",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",,whitman college,1,0,0.0
9,9,943,Whitman College,Millsaps College,0,52-95,"39,56","29,23",8-0,1-9,2-0,,12/20/15,1 p.m.,,"Sherwood Center; Walla Walla, Wash.",Win,2,False,87,False,18:58,,,,,"MISS 3PTR by CHIRCU,PHILIP",,,"MISS 3PTR by CHIRCU,PHILIP",1,three pointer,missed,whitman college,"chircu,philip",,"['robertson,marc', 'hanstad,rajan', 'mcswain,joshua', 'gagen,brennan', 'markwith,trent']","['mcdonald,christian', 'howell,tim', 'butler,austin', 'chircu,philip', 'martin,evan']",1138.0,whitman college,1,0,0.0
