,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,Time Remaining,away_play,Away Team Score,Play Team Indicator,Home Team Score,home_play,Game Score,Team Indicator,Play,Period,Play Type,Shot Outcome,Team,Player,Points Earned,Away Lineup,Home Lineup,Time(seconds),Poss,Poss_num,PPP_Home,PPP_Away
0,0,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,19:49,,0,,3,"GOOD 3PTR by SMITH,CONNOR",OUM 0-3 (-3),,"GOOD 3PTR by SMITH,CONNOR",1,three pointer,good,oglethorpe,"smith,connor",3.0,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1189.0,oglethorpe,1,0,0.0
1,1,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,--,,0,,3,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",1,assist,,oglethorpe,"perry,will",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",,oglethorpe,1,0,0.0
2,2,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,19:26,"GOOD JUMPER by ATKINSON,QUINN",2,,3,,MCM 2-3 (-1),,"GOOD JUMPER by ATKINSON,QUINN",1,jumper,good,millsaps,"atkinson,quinn",2.0,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1166.0,oglethorpe,1,0,0.0
3,3,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,19:07,,2,,3,"TURNOVER  by INUNGU,TOM",,,"TURNOVER  by INUNGU,TOM",1,turnover,,oglethorpe,"inungu,tom",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1147.0,oglethorpe,1,0,0.0
4,4,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,18:50,"MISS LAYUP by ATKINSON,QUINN",2,,3,,,,"MISS LAYUP by ATKINSON,QUINN",1,layup,missed,millsaps,"atkinson,quinn",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1130.0,millsaps,2,0,0.0
5,5,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,--,,2,,3,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1,defensive rebound,,oglethorpe,"inungu,tom",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",,millsaps,2,0,0.0
6,6,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,18:30,,2,,5,"GOOD JUMPER by PERRY,WILL(in the paint)",OUM 2-5 (-3),,"GOOD JUMPER by PERRY,WILL(in the paint)",1,jumper,good,oglethorpe,"perry,will",2.0,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1110.0,oglethorpe,3,0,0.0
7,7,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,--,,2,,5,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",1,assist,,oglethorpe,"edwards,justin",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",,oglethorpe,3,0,0.0
8,8,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,18:13,"TURNOVER  by JONES,BLAKE",2,,5,,,,"TURNOVER  by JONES,BLAKE",1,turnover,,millsaps,"jones,blake",,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1093.0,oglethorpe,3,0,0.0
9,9,946,Oglethorpe,Millsaps,1,56-91,"58,33","22,34",6-7,1-12,1-1,0-2,01/08/16,8 p.m.,,"Dorough Field House - Atlanta, Ga.",Win,2,False,227,False,17:52,,2,,7,"GOOD LAYUP by INUNGU,TOM(in the paint)",OUM 2-7 (-5),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1,layup,good,oglethorpe,"inungu,tom",2.0,"['markwith,trent', 'robertson,marc', 'atkinson,quinn', 'gerchow,alex', 'jones,blake']","['perry,will', 'edwards,justin', 'lawrence,chris', 'smith,connor', 'inungu,tom']",1072.0,oglethorpe,3,0,0.0
