,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,19:46,"MISS 3PTR by WRIGHT,TY",,,,,,,"MISS 3PTR by WRIGHT,TY",1,three pointer,missed,franklin,"wright,ty",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1186.0,centre,1,0,0.0,1
1,1,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1,defensive rebound,,centre,"smith,rj",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",,centre,1,0,0.0,0
2,2,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,19:29,"FOUL  by DEERE,TJ",,,,,,,"FOUL  by DEERE,TJ",1,foul,,franklin,"deere,tj",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1169.0,centre,1,0,0.0,0
3,3,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,19:24,,0.0,,2.0,"GOOD LAYUP by MOORE,CHEZ(in the paint)",Centre 0-2 (+2),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1,layup,good,centre,"moore,chez",2.0,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1164.0,centre,1,0,0.0,0
4,4,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,19:04,"MISS 3PTR by KRAUSE,MATT",0.0,,2.0,,,,"MISS 3PTR by KRAUSE,MATT",1,three pointer,missed,franklin,"krause,matt",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1144.0,centre,1,0,0.0,0
5,5,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,--,,0.0,,2.0,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1,defensive rebound,,centre,"smith,rj",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",,centre,1,0,0.0,0
6,6,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,18:55,,0.0,,5.0,"GOOD 3PTR by GERALD,DUSTIN",Centre 0-5 (+5),,"GOOD 3PTR by GERALD,DUSTIN",1,three pointer,good,centre,"gerald,dustin",3.0,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1135.0,centre,1,0,0.0,0
7,7,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,--,,0.0,,5.0,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",1,assist,,centre,"baughman,carter",,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",,centre,1,0,0.0,0
8,8,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,18:39,"GOOD LAYUP by WIGGINS,RYAN(in the paint)",2.0,,5.0,,Frank 2-5 (+3),,"GOOD LAYUP by WIGGINS,RYAN(in the paint)",1,layup,good,franklin,"wiggins,ryan",2.0,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1119.0,centre,1,0,0.0,0
9,9,4840,Centre,Franklin,0,75-64,"29,35","34,41",2-4,2-1,0-0,0-0,11/23/21,7:30 PM,,"Alumni Gymnasium, Danville, KY",Lose,2,False,112,False,18:23,,2.0,,7.0,"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 2-7 (+5),,"GOOD LAYUP by SMITH,RJ(in the paint)",1,layup,good,centre,"smith,rj",2.0,"['wright,ty', 'krause,matt', ""o'mara,mitch"", 'wiggins,ryan', 'deere,tj']","['gerald,dustin', 'smith,rj', 'moore,chez', 'williams,jalen', 'baughman,carter']",1103.0,centre,1,0,0.0,0
