Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:10,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",4 (+1),,3,,OUM 4-3 (-1),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",1
15:56,,,,,"MISS 3PTR by KRAUS,HAYDEN",,,"MISS 3PTR by KRAUS,HAYDEN",1
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",1
15:48,"MISS LAYUP by EZIGBO,UBA",,,,,,,"MISS LAYUP by EZIGBO,UBA",1
--,,,,,"REBOUND DEF by MCDONOUGH,SEAN",,,"REBOUND DEF by MCDONOUGH,SEAN",1
15:39,,,,,"MISS LAYUP by HOLLOWAY,JACK",,,"MISS LAYUP by HOLLOWAY,JACK",1
--,,,,,"REBOUND OFF by KRAUS,HAYDEN",,,"REBOUND OFF by KRAUS,HAYDEN",1
15:34,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
15:27,"GOOD JUMPER by CHAMBERS,DIMETRI",6 (+3),,3,,OUM 6-3 (-3),,"GOOD JUMPER by CHAMBERS,DIMETRI",1
15:03,,,,,"TURNOVER  by KNOX,JOEY",,,"TURNOVER  by KNOX,JOEY",1
15:01,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",1
14:59,"MISS LAYUP by SONE,CARLOS",,,,,,,"MISS LAYUP by SONE,CARLOS",1
--,,,,,"REBOUND DEF by KRAUS,HAYDEN",,,"REBOUND DEF by KRAUS,HAYDEN",1
14:42,,,,,"TURNOVER  by KNOX,JOEY",,,"TURNOVER  by KNOX,JOEY",1
14:40,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",1
14:36,"MISS LAYUP by CHAMBERS,DIMETRI",,,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by HOLLOWAY,JACK",,,"REBOUND DEF by HOLLOWAY,JACK",1
14:25,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",1
14:08,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
14:05,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
14:05,"SUB IN by SWILLING,BRETT",,,,,,,"SUB IN by SWILLING,BRETT",1
14:05,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",1
14:05,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",1
14:05,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",1
14:05,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",1
14:03,"MISS JUMPER by FOSTER,LANE",,,,,,,"MISS JUMPER by FOSTER,LANE",1
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",1
13:53,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
13:38,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",1
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",1
13:20,,,,,"TURNOVER  by GARWOOD,MACKIE",,,"TURNOVER  by GARWOOD,MACKIE",1
13:20,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",1
13:20,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",1
13:20,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",1
13:20,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
13:20,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
13:20,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",1
13:20,,,,,"SUB OUT by KRAUS,HAYDEN",,,"SUB OUT by KRAUS,HAYDEN",1
13:11,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",1
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",1
12:47,,,,,"MISS LAYUP by CRUMP,JOHN",,,"MISS LAYUP by CRUMP,JOHN",1
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",1
12:29,"MISS 3PTR by FOSTER,LANE",,,,,,,"MISS 3PTR by FOSTER,LANE",1
--,,,,,"REBOUND DEF by KNOX,JOEY",,,"REBOUND DEF by KNOX,JOEY",1
11:56,,,,,"TURNOVER  by KNOX,JOEY",,,"TURNOVER  by KNOX,JOEY",1
11:55,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",1
11:52,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",9 (+6),,3,,OUM 9-3 (-6),,"GOOD 3PTR by CHAMBERS,DIMETRI(fastbreak)",1
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",1
11:36,,9 (+4),,5,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 9-5 (-4),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",1
11:12,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",1
10:54,,9 (+1),,8,"GOOD 3PTR by CRUMP,JOHN",SEWANEE 9-8 (-1),,"GOOD 3PTR by CRUMP,JOHN",1
--,,,,,"ASSIST  by KNOX,JOEY",,,"ASSIST  by KNOX,JOEY",1
10:30,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",11 (+3),,8,,OUM 11-8 (-3),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
10:11,,11 (+1),,10,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 11-10 (-1),,"GOOD LAYUP by KAHL,COLIN(in the paint)",1
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",1
10:09,"FOUL  by MURRAH,JACK",,,,,,,"FOUL  by MURRAH,JACK",1
10:09,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
10:09,,11,,11,"GOOD FT by KAHL,COLIN",SEWANEE 11-11 (0),,"GOOD FT by KAHL,COLIN",1
10:09,"SUB IN by PALMER,CHRISTIAN",,,,,,,"SUB IN by PALMER,CHRISTIAN",1
10:09,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",1
10:09,"SUB IN by KRIVITZKIN,TYLER",,,,,,,"SUB IN by KRIVITZKIN,TYLER",1
10:09,"SUB OUT by SWILLING,BRETT",,,,,,,"SUB OUT by SWILLING,BRETT",1
10:09,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",1
10:09,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
10:09,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",1
10:09,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",1
09:58,"GOOD LAYUP by EZIGBO,UBA(in the paint)",13 (+2),,11,,OUM 13-11 (-2),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
--,"ASSIST  by CHAMBERS,DIMETRI",,,,,,,"ASSIST  by CHAMBERS,DIMETRI",1
09:43,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",1
09:31,,,,,"FOUL  by GARWOOD,MACKIE",,,"FOUL  by GARWOOD,MACKIE",1
09:31,"GOOD FT by CHAMBERS,DIMETRI",14 (+3),,11,,OUM 14-11 (-3),,"GOOD FT by CHAMBERS,DIMETRI",1
09:31,"GOOD FT by CHAMBERS,DIMETRI",15 (+4),,11,,OUM 15-11 (-4),,"GOOD FT by CHAMBERS,DIMETRI",1
09:31,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
09:31,,,,,"SUB IN by RICHARD,CHARLES",,,"SUB IN by RICHARD,CHARLES",1
09:31,,,,,"SUB OUT by GARWOOD,MACKIE",,,"SUB OUT by GARWOOD,MACKIE",1
09:31,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
09:21,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",1
09:09,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",17 (+6),,11,,OUM 17-11 (-6),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
09:06,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",1
09:06,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",1
08:48,,17 (+4),,13,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 17-13 (-4),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",1
08:31,"GOOD 3PTR by EZIGBO,UBA",20 (+7),,13,,OUM 20-13 (-7),,"GOOD 3PTR by EZIGBO,UBA",1
08:26,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",1
08:26,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",1
08:23,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",1
08:21,"STEAL  by PALMER,CHRISTIAN",,,,,,,"STEAL  by PALMER,CHRISTIAN",1
08:19,"MISS JUMPER by PALMER,CHRISTIAN",,,,,,,"MISS JUMPER by PALMER,CHRISTIAN",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
08:01,,,,,"MISS JUMPER by WARLICK,JORDAN",,,"MISS JUMPER by WARLICK,JORDAN",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
07:52,"GOOD LAYUP by EZIGBO,UBA(in the paint)",22 (+9),,13,,OUM 22-13 (-9),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",1
07:35,,22 (+7),,15,"GOOD LAYUP by CRUMP,JOHN(in the paint)",SEWANEE 22-15 (-7),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",1
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",1
07:24,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
07:15,,22 (+4),,18,"GOOD 3PTR by BOULDIN,BLAKE",SEWANEE 22-18 (-4),,"GOOD 3PTR by BOULDIN,BLAKE",1
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",1
06:46,"TURNOVER  by EZIGBO,UBA",,,,,,,"TURNOVER  by EZIGBO,UBA",1
06:45,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",1
06:34,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
06:16,"GOOD 3PTR by JENEI,RYAN",25 (+7),,18,,OUM 25-18 (-7),,"GOOD 3PTR by JENEI,RYAN",1
--,"ASSIST  by KRIVITZKIN,TYLER",,,,,,,"ASSIST  by KRIVITZKIN,TYLER",1
06:05,,25 (+4),,21,"GOOD 3PTR by BOULDIN,BLAKE",SEWANEE 25-21 (-4),,"GOOD 3PTR by BOULDIN,BLAKE",1
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",1
05:46,"GOOD 3PTR by JENEI,RYAN",28 (+7),,21,,OUM 28-21 (-7),,"GOOD 3PTR by JENEI,RYAN",1
--,"ASSIST  by KRIVITZKIN,TYLER",,,,,,,"ASSIST  by KRIVITZKIN,TYLER",1
05:29,,,,,"TURNOVER  by HOLLOWAY,JACK",,,"TURNOVER  by HOLLOWAY,JACK",1
05:28,"STEAL  by KRIVITZKIN,TYLER",,,,,,,"STEAL  by KRIVITZKIN,TYLER",1
05:24,"MISS LAYUP by KRIVITZKIN,TYLER",,,,,,,"MISS LAYUP by KRIVITZKIN,TYLER",1
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",1
05:17,,28 (+5),,23,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 28-23 (-5),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",1
04:59,"GOOD LAYUP by PALMER,CHRISTIAN(in the paint)",30 (+7),,23,,OUM 30-23 (-7),,"GOOD LAYUP by PALMER,CHRISTIAN(in the paint)",1
04:58,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",1
04:58,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
04:58,"GOOD FT by PALMER,CHRISTIAN",31 (+8),,23,,OUM 31-23 (-8),,"GOOD FT by PALMER,CHRISTIAN",1
04:58,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",1
04:58,"SUB IN by SWILLING,BRETT",,,,,,,"SUB IN by SWILLING,BRETT",1
04:58,"SUB IN by CHAMBERS,DIMETRI",,,,,,,"SUB IN by CHAMBERS,DIMETRI",1
04:58,"SUB OUT by PALMER,CHRISTIAN",,,,,,,"SUB OUT by PALMER,CHRISTIAN",1
04:58,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",1
04:58,"SUB OUT by KRIVITZKIN,TYLER",,,,,,,"SUB OUT by KRIVITZKIN,TYLER",1
04:58,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",1
04:58,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",1
04:58,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",1
04:58,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
04:58,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
04:58,,,,,"SUB OUT by RICHARD,CHARLES",,,"SUB OUT by RICHARD,CHARLES",1
04:58,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
04:58,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",1
04:39,,31 (+6),,25,"GOOD LAYUP by CRUMP,JOHN(in the paint)",SEWANEE 31-25 (-6),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",1
04:15,"MISS 3PTR by SWILLING,BRETT",,,,,,,"MISS 3PTR by SWILLING,BRETT",1
--,,,,,"REBOUND DEF by KNOX,JOEY",,,"REBOUND DEF by KNOX,JOEY",1
03:58,,31 (+4),,27,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 31-27 (-4),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by MCDONOUGH,SEAN",,,"ASSIST  by MCDONOUGH,SEAN",1
03:50,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",33 (+6),,27,,OUM 33-27 (-6),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",1
03:33,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",1
03:18,"GOOD 3PTR by FOSTER,LANE",36 (+9),,27,,OUM 36-27 (-9),,"GOOD 3PTR by FOSTER,LANE",1
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",1
03:05,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
03:03,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:03,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",1
03:03,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",1
03:03,,,,,"SUB IN by KRAUS,HAYDEN",,,"SUB IN by KRAUS,HAYDEN",1
03:03,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",1
03:03,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",1
03:03,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",1
02:50,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",1
02:50,"BLOCK  by SWILLING,BRETT",,,,,,,"BLOCK  by SWILLING,BRETT",1
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",1
02:46,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",38 (+11),,27,,OUM 38-27 (-11),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",1
02:29,,,,,"MISS LAYUP by KAHL,COLIN",,,"MISS LAYUP by KAHL,COLIN",1
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",1
02:17,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
01:55,,38 (+9),,29,"GOOD LAYUP by KNOX,JOEY(in the paint)",SEWANEE 38-29 (-9),,"GOOD LAYUP by KNOX,JOEY(in the paint)",1
--,,,,,"ASSIST  by GARWOOD,MACKIE",,,"ASSIST  by GARWOOD,MACKIE",1
01:55,"FOUL  by SWILLING,BRETT",,,,,,,"FOUL  by SWILLING,BRETT",1
01:55,,38 (+8),,30,"GOOD FT by KNOX,JOEY",SEWANEE 38-30 (-8),,"GOOD FT by KNOX,JOEY",1
01:55,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",1
01:55,"SUB OUT by SWILLING,BRETT",,,,,,,"SUB OUT by SWILLING,BRETT",1
01:42,"GOOD LAYUP by FOSTER,LANE(in the paint)",40 (+10),,30,,OUM 40-30 (-10),,"GOOD LAYUP by FOSTER,LANE(in the paint)",1
01:20,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",1
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",1
01:16,,40 (+8),,32,"GOOD DUNK by KAHL,COLIN(in the paint)",SEWANEE 40-32 (-8),,"GOOD DUNK by KAHL,COLIN(in the paint)",1
01:13,"GOOD LAYUP by EZIGBO,UBA(in the paint)",42 (+10),,32,,OUM 42-32 (-10),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",1
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",1
00:50,,,,,"MISS 3PTR by WARLICK,JORDAN",,,"MISS 3PTR by WARLICK,JORDAN",1
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",1
00:35,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",1
--,,,,,"REBOUND DEF by GARWOOD,MACKIE",,,"REBOUND DEF by GARWOOD,MACKIE",1
00:10,,,,,"TURNOVER  by GARWOOD,MACKIE",,,"TURNOVER  by GARWOOD,MACKIE",1
00:09,"STEAL  by CHAMBERS,DIMETRI",,,,,,,"STEAL  by CHAMBERS,DIMETRI",1
00:07,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",44 (+12),,32,,OUM 44-32 (-12),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",1
19:51,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
19:38,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",2
19:36,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
19:28,"MISS 3PTR by FOSTER,LANE",,,,,,,"MISS 3PTR by FOSTER,LANE",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
19:12,,,,,"TURNOVER  by HOLLOWAY,JACK",,,"TURNOVER  by HOLLOWAY,JACK",2
19:11,"STEAL  by SONE,CARLOS",,,,,,,"STEAL  by SONE,CARLOS",2
19:07,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND DEF by HOLLOWAY,JACK",,,"REBOUND DEF by HOLLOWAY,JACK",2
18:44,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND OFF by WARLICK,JORDAN",,,"REBOUND OFF by WARLICK,JORDAN",2
18:32,,,,,"MISS LAYUP by KNOX,JOEY",,,"MISS LAYUP by KNOX,JOEY",2
--,"REBOUND DEF by EZIGBO,UBA",,,,,,,"REBOUND DEF by EZIGBO,UBA",2
18:23,"GOOD LAYUP by EZIGBO,UBA(in the paint)",46 (+14),,32,,OUM 46-32 (-14),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
18:04,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
17:50,,46 (+12),,34,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",SEWANEE 46-34 (-12),,"GOOD LAYUP by HOLLOWAY,JACK(in the paint)",2
17:37,"GOOD LAYUP by JENEI,RYAN(in the paint)",48 (+14),,34,,OUM 48-34 (-14),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
17:17,,48 (+12),,36,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",SEWANEE 48-36 (-12),,"GOOD LAYUP by WARLICK,JORDAN(in the paint)",2
17:17,"FOUL  by EZIGBO,UBA",,,,,,,"FOUL  by EZIGBO,UBA",2
17:17,,48 (+11),,37,"GOOD FT by WARLICK,JORDAN",SEWANEE 48-37 (-11),,"GOOD FT by WARLICK,JORDAN",2
17:17,,,,,"SUB IN by GARWOOD,MACKIE",,,"SUB IN by GARWOOD,MACKIE",2
17:17,,,,,"SUB OUT by KRAUS,HAYDEN",,,"SUB OUT by KRAUS,HAYDEN",2
17:10,"GOOD LAYUP by FOSTER,LANE(in the paint)",50 (+13),,37,,OUM 50-37 (-13),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
16:49,,,,,"MISS LAYUP by HOLLOWAY,JACK",,,"MISS LAYUP by HOLLOWAY,JACK",2
