Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
14:50,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",12 (+11),,1,,BSCM 12-1 (+11),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
14:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
14:36,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,,,,,"REBOUND OFF by BATES,ROMELLO",,,"REBOUND OFF by BATES,ROMELLO",1
14:15,,,,,"MISS JUMPER by LAWRENCE,CHRIS",,,"MISS JUMPER by LAWRENCE,CHRIS",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
13:57,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
13:56,,,,,"STEAL  by WARDLAW,CHASE",,,"STEAL  by WARDLAW,CHASE",1
13:54,,12 (+9),,3,"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",OUM 12-3 (+9),,"GOOD DUNK by WARDLAW,CHASE(fastbreak)(in the paint)",1
13:34,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
13:34,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
13:34,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
13:34,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",1
13:34,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
13:34,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
13:34,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
13:34,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
13:34,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
13:34,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
13:34,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
13:34,,,,,"SUB IN by PATRICK,DREW",,,"SUB IN by PATRICK,DREW",1
13:34,,,,,"SUB IN by KINNEY,JORDAN",,,"SUB IN by KINNEY,JORDAN",1
13:34,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
13:34,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
13:34,,,,,"SUB OUT by BATES,ROMELLO",,,"SUB OUT by BATES,ROMELLO",1
13:34,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
13:25,,,,,"MISS LAYUP by PATRICK,DREW",,,"MISS LAYUP by PATRICK,DREW",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
13:03,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
12:52,"MISS LAYUP by HARDIMAN,BEN",,,,,,,"MISS LAYUP by HARDIMAN,BEN",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
12:45,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
12:36,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",14 (+11),,3,,BSCM 14-3 (+11),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
12:04,,,,,"MISS LAYUP by KINNEY,JORDAN",,,"MISS LAYUP by KINNEY,JORDAN",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
12:01,,,,,"MISS LAYUP by PATRICK,DREW",,,"MISS LAYUP by PATRICK,DREW",1
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",1
11:48,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by KINNEY,JORDAN",,,"REBOUND DEF by KINNEY,JORDAN",1
11:37,,,,,"MISS LAYUP by DAVIS,ALEX",,,"MISS LAYUP by DAVIS,ALEX",1
--,,,,,"REBOUND OFF by DAVIS,ALEX",,,"REBOUND OFF by DAVIS,ALEX",1
11:35,,14 (+9),,5,"GOOD LAYUP by DAVIS,ALEX(in the paint)",OUM 14-5 (+9),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
11:06,"GOOD JUMPER by LEWIS,EVAN(in the paint)",16 (+11),,5,,BSCM 16-5 (+11),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",1
10:56,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
10:36,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",1
10:31,,,,,"FOUL  by KINNEY,JORDAN",,,"FOUL  by KINNEY,JORDAN",1
10:31,"GOOD FT by LEWIS,EVAN",17 (+12),,5,,BSCM 17-5 (+12),,"GOOD FT by LEWIS,EVAN",1
10:31,"GOOD FT by LEWIS,EVAN",18 (+13),,5,,BSCM 18-5 (+13),,"GOOD FT by LEWIS,EVAN",1
10:31,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
10:31,,,,,"SUB OUT by KINNEY,JORDAN",,,"SUB OUT by KINNEY,JORDAN",1
10:18,,18 (+11),,7,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",OUM 18-7 (+11),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",1
09:59,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",20 (+13),,7,,BSCM 20-7 (+13),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",1
09:45,,20 (+10),,10,"GOOD 3PTR by LAWRENCE,CHRIS",OUM 20-10 (+10),,"GOOD 3PTR by LAWRENCE,CHRIS",1
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",1
09:14,"GOOD 3PTR by CRAIN,JOHN",23 (+13),,10,,BSCM 23-10 (+13),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
08:52,,,,,"MISS 3PTR by PATRICK,DREW",,,"MISS 3PTR by PATRICK,DREW",1
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",1
08:45,"MISS LAYUP by HOLLE,MASON",,,,,,,"MISS LAYUP by HOLLE,MASON",1
--,"REBOUND OFF by HARDIMAN,BEN",,,,,,,"REBOUND OFF by HARDIMAN,BEN",1
08:42,"MISS TIPIN by HARDIMAN,BEN",,,,,,,"MISS TIPIN by HARDIMAN,BEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:42,"FOUL  by HOLLE,MASON",,,,,,,"FOUL  by HOLLE,MASON",1
08:42,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
08:42,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
08:42,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
08:42,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
08:42,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
08:42,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
08:42,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",1
08:42,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
08:42,,,,,"SUB IN by BATES,ROMELLO",,,"SUB IN by BATES,ROMELLO",1
08:42,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
08:32,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",1
--,,,,,"REBOUND OFF by PATRICK,DREW",,,"REBOUND OFF by PATRICK,DREW",1
08:29,,23 (+11),,12,"GOOD TIPIN by PATRICK,DREW(in the paint)",OUM 23-12 (+11),,"GOOD TIPIN by PATRICK,DREW(in the paint)",1
08:11,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by PATRICK,DREW",,,"REBOUND DEF by PATRICK,DREW",1
08:02,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
07:56,,23 (+9),,14,"GOOD JUMPER by SMITH,CONNOR(in the paint)",OUM 23-14 (+9),,"GOOD JUMPER by SMITH,CONNOR(in the paint)",1
07:47,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",1
07:47,,,,,"BLOCK  by PATRICK,DREW",,,"BLOCK  by PATRICK,DREW",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
07:45,,,,,"SUB IN by DAVIS,ALEX",,,"SUB IN by DAVIS,ALEX",1
07:45,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
07:34,"GOOD LAYUP by AVERY,ALEX(in the paint)",25 (+11),,14,,BSCM 25-14 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
07:24,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
07:24,,,,,"MISS FT by BATES,ROMELLO",,,"MISS FT by BATES,ROMELLO",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:24,,25 (+10),,15,"GOOD FT by BATES,ROMELLO",OUM 25-15 (+10),,"GOOD FT by BATES,ROMELLO",1
07:24,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
07:24,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
06:49,"GOOD LAYUP by AVERY,ALEX(in the paint)",27 (+12),,15,,BSCM 27-15 (+12),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
06:39,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,,,,,"REBOUND OFF by BATES,ROMELLO",,,"REBOUND OFF by BATES,ROMELLO",1
06:31,,27 (+9),,18,"GOOD 3PTR by PATRICK,DREW",OUM 27-18 (+9),,"GOOD 3PTR by PATRICK,DREW",1
--,,,,,"ASSIST  by DAVIS,ALEX",,,"ASSIST  by DAVIS,ALEX",1
06:19,,,,,"FOUL  by PATRICK,DREW",,,"FOUL  by PATRICK,DREW",1
06:19,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
06:19,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
06:19,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",1
06:19,,,,,"SUB OUT by PATRICK,DREW",,,"SUB OUT by PATRICK,DREW",1
06:10,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",1
06:05,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",1
06:02,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by DAVIS,ALEX",,,"REBOUND DEF by DAVIS,ALEX",1
05:43,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
05:43,,27 (+8),,19,"GOOD FT by BATES,ROMELLO",OUM 27-19 (+8),,"GOOD FT by BATES,ROMELLO",1
05:43,,,,,"MISS FT by BATES,ROMELLO",,,"MISS FT by BATES,ROMELLO",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
05:29,"GOOD 3PTR by DENEKA,HARRISON",30 (+11),,19,,BSCM 30-19 (+11),,"GOOD 3PTR by DENEKA,HARRISON",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
05:15,,30 (+9),,21,"GOOD DUNK by DAVIS,ALEX(in the paint)",OUM 30-21 (+9),,"GOOD DUNK by DAVIS,ALEX(in the paint)",1
04:50,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",1
04:50,,,,,"BLOCK  by SIGRIST,CONNOR",,,"BLOCK  by SIGRIST,CONNOR",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
04:49,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
04:49,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
04:40,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
04:38,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
04:38,,30 (+8),,22,"GOOD FT by SIGRIST,CONNOR",OUM 30-22 (+8),,"GOOD FT by SIGRIST,CONNOR",1
04:38,,,,,"MISS FT by SIGRIST,CONNOR",,,"MISS FT by SIGRIST,CONNOR",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
04:38,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
04:38,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
04:38,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
04:38,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
04:23,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",32 (+10),,22,,BSCM 32-22 (+10),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",1
04:00,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,,,,,"REBOUND OFF by SIGRIST,CONNOR",,,"REBOUND OFF by SIGRIST,CONNOR",1
03:47,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
03:35,,,,,"FOUL  by BATES,ROMELLO",,,"FOUL  by BATES,ROMELLO",1
03:35,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
03:35,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
03:35,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
03:35,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
03:35,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
03:35,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
03:35,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
03:35,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",1
03:35,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
03:16,,,,,"MISS 3PTR by DAVIS,ALEX",,,"MISS 3PTR by DAVIS,ALEX",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
03:08,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",1
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",1
02:42,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
02:42,,,,,"MISS FT by DAVIS,ALEX",,,"MISS FT by DAVIS,ALEX",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
02:25,"GOOD LAYUP by LEWIS,EVAN(in the paint)",34 (+12),,22,,BSCM 34-22 (+12),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
02:11,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
01:55,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",1
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",1
01:51,"GOOD JUMPER by AVERY,ALEX(in the paint)",36 (+14),,22,,BSCM 36-22 (+14),,"GOOD JUMPER by AVERY,ALEX(in the paint)",1
01:45,,36 (+12),,24,"GOOD JUMPER by BATES,ROMELLO(fastbreak)(in the paint)",OUM 36-24 (+12),,"GOOD JUMPER by BATES,ROMELLO(fastbreak)(in the paint)",1
01:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:42,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
01:42,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
01:37,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
01:36,,,,,"STEAL  by BATES,ROMELLO",,,"STEAL  by BATES,ROMELLO",1
01:31,,,,,"FOUL  by DAVIS,ALEX",,,"FOUL  by DAVIS,ALEX",1
01:31,,,,,"TURNOVER  by DAVIS,ALEX",,,"TURNOVER  by DAVIS,ALEX",1
01:31,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
01:31,,,,,"SUB OUT by DAVIS,ALEX",,,"SUB OUT by DAVIS,ALEX",1
01:25,"GOOD 3PTR by WELCH,ROSS(fastbreak)",39 (+15),,24,,BSCM 39-24 (+15),,"GOOD 3PTR by WELCH,ROSS(fastbreak)",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
01:15,,39 (+13),,26,"GOOD JUMPER by LAWRENCE,CHRIS",OUM 39-26 (+13),,"GOOD JUMPER by LAWRENCE,CHRIS",1
00:59,"GOOD LAYUP by AVERY,ALEX(in the paint)",41 (+15),,26,,BSCM 41-26 (+15),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",1
00:48,,,,,"MISS LAYUP by BATES,ROMELLO",,,"MISS LAYUP by BATES,ROMELLO",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
00:26,"GOOD 3PTR by WELCH,ROSS",44 (+18),,26,,BSCM 44-26 (+18),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
00:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:22,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
00:22,"SUB IN by MCKINLEY,CONNER",,,,,,,"SUB IN by MCKINLEY,CONNER",1
00:22,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
00:22,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
00:02,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
19:45,,,,,"MISS JUMPER by KINNEY,JORDAN",,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
19:22,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",46 (+20),,26,,BSCM 46-26 (+20),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
19:11,,,,,"TURNOVER  by PATRICK,DREW",,,"TURNOVER  by PATRICK,DREW",2
18:43,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
18:42,,,,,"STEAL  by DAVIS,ALEX",,,"STEAL  by DAVIS,ALEX",2
18:40,,,,,"TURNOVER  by BATES,ROMELLO",,,"TURNOVER  by BATES,ROMELLO",2
18:38,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
18:33,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
