Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:02,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:47,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
19:28,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
19:21,,44 (+10),,34,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 44-34 (-10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
19:04,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
18:49,,44 (+8),,36,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 44-36 (-8),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
18:49,"FOUL  by BATES,ROMELLO",,,,,,,"FOUL  by BATES,ROMELLO",2
18:49,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
18:29,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
18:26,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",46 (+10),,36,,OUM 46-36 (-10),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
18:26,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
18:26,"MISS FT by KINNEY,JORDAN",,,,,,,"MISS FT by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
18:19,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
18:19,,46 (+9),,37,"GOOD FT by THOMAS,LARRY",BSC 46-37 (-9),,"GOOD FT by THOMAS,LARRY",2
18:19,,46 (+8),,38,"GOOD FT by THOMAS,LARRY",BSC 46-38 (-8),,"GOOD FT by THOMAS,LARRY",2
18:19,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
18:19,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
18:07,"MISS 3PTR by DAVIS,ALEX",,,,,,,"MISS 3PTR by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
18:00,,46 (+5),,41,"GOOD 3PTR by THOMAS,LARRY",BSC 46-41 (-5),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
17:45,"GOOD LAYUP by DAVIS,ALEX(in the paint)",48 (+7),,41,,OUM 48-41 (-7),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
--,"ASSIST  by SMITH,CONNOR",,,,,,,"ASSIST  by SMITH,CONNOR",2
17:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:33,,48 (+4),,44,"GOOD 3PTR by THOMAS,LARRY",BSC 48-44 (-4),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
17:18,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
17:18,"GOOD FT by KINNEY,JORDAN",49 (+5),,44,,OUM 49-44 (-5),,"GOOD FT by KINNEY,JORDAN",2
17:18,"MISS FT by KINNEY,JORDAN",,,,,,,"MISS FT by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
17:18,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
17:18,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
17:09,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
16:58,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
16:56,,,,,"STEAL  by HARDIMAN,BEN",,,"STEAL  by HARDIMAN,BEN",2
16:49,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",2
16:25,"GOOD 3PTR by PATRICK,DREW",52 (+8),,44,,OUM 52-44 (-8),,"GOOD 3PTR by PATRICK,DREW",2
16:06,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
15:37,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
15:37,"GOOD FT by SMITH,CONNOR",53 (+9),,44,,OUM 53-44 (-9),,"GOOD FT by SMITH,CONNOR",2
15:37,"GOOD FT by SMITH,CONNOR",54 (+10),,44,,OUM 54-44 (-10),,"GOOD FT by SMITH,CONNOR",2
15:37,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
15:37,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
15:37,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
15:37,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
15:37,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
15:37,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
15:28,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",2
14:57,"GOOD 3PTR by WARDLAW,CHASE",57 (+13),,44,,OUM 57-44 (-13),,"GOOD 3PTR by WARDLAW,CHASE",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
14:25,,57 (+11),,46,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 57-46 (-11),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
14:25,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
14:25,,57 (+10),,47,"GOOD FT by THOMAS,LARRY",BSC 57-47 (-10),,"GOOD FT by THOMAS,LARRY",2
14:25,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
14:25,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
14:25,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
14:25,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
14:25,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
14:25,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
14:25,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
14:25,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
14:25,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
14:25,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
14:08,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
14:08,"GOOD FT by PATRICK,DREW",58 (+11),,47,,OUM 58-47 (-11),,"GOOD FT by PATRICK,DREW",2
14:08,"MISS FT by PATRICK,DREW",,,,,,,"MISS FT by PATRICK,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:08,"GOOD FT by PATRICK,DREW",59 (+12),,47,,OUM 59-47 (-12),,"GOOD FT by PATRICK,DREW",2
13:57,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
13:49,,59 (+9),,50,"GOOD 3PTR by THOMAS,LARRY",BSC 59-50 (-9),,"GOOD 3PTR by THOMAS,LARRY",2
13:23,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
13:16,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
13:06,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
13:06,"GOOD FT by BATES,ROMELLO",60 (+10),,50,,OUM 60-50 (-10),,"GOOD FT by BATES,ROMELLO",2
13:06,"GOOD FT by BATES,ROMELLO",61 (+11),,50,,OUM 61-50 (-11),,"GOOD FT by BATES,ROMELLO",2
13:06,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
13:06,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
13:06,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
13:06,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
13:06,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
13:06,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
13:06,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
13:06,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
12:48,"MISS 3PTR by MARCO,JOE",,,,,,,"MISS 3PTR by MARCO,JOE",2
--,,,,,"REBOUND DEF by MCKAY,COLLIN",,,"REBOUND DEF by MCKAY,COLLIN",2
12:13,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
12:13,,,,,"BLOCK  by LEWIS,EVAN",,,"BLOCK  by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
12:08,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
12:08,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
12:08,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
12:08,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
12:08,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
12:08,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
12:08,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
12:08,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
12:04,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
11:50,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
11:48,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",2
11:24,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",63 (+13),,50,,OUM 63-50 (-13),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
11:15,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
11:15,,63 (+12),,51,"GOOD FT by LEWIS,EVAN",BSC 63-51 (-12),,"GOOD FT by LEWIS,EVAN",2
11:15,,63 (+11),,52,"GOOD FT by LEWIS,EVAN",BSC 63-52 (-11),,"GOOD FT by LEWIS,EVAN",2
11:15,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
11:15,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
11:15,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
11:15,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
11:15,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:15,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
10:58,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
10:58,"GOOD FT by PATRICK,DREW",64 (+12),,52,,OUM 64-52 (-12),,"GOOD FT by PATRICK,DREW",2
10:58,"GOOD FT by PATRICK,DREW",65 (+13),,52,,OUM 65-52 (-13),,"GOOD FT by PATRICK,DREW",2
10:45,,65 (+11),,54,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 65-54 (-11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
10:31,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
10:11,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
09:50,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
09:43,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",2
09:36,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",2
09:35,"STEAL  by BATES,ROMELLO",,,,,,,"STEAL  by BATES,ROMELLO",2
09:33,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",67 (+13),,54,,OUM 67-54 (-13),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",2
09:32,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
09:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:32,"GOOD FT by BATES,ROMELLO",68 (+14),,54,,OUM 68-54 (-14),,"GOOD FT by BATES,ROMELLO",2
09:32,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
09:32,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
09:32,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
09:32,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
09:17,,68 (+12),,56,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 68-56 (-12),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
08:38,"MISS JUMPER by LAWRENCE,CHRIS",,,,,,,"MISS JUMPER by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
08:22,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
08:22,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:22,,68 (+11),,57,"GOOD FT by AVERY,ALEX",BSC 68-57 (-11),,"GOOD FT by AVERY,ALEX",2
08:22,"SUB IN by WARDLAW,CHASE",,,,,,,"SUB IN by WARDLAW,CHASE",2
08:22,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
07:58,"MISS LAYUP by PATRICK,DREW",,,,,,,"MISS LAYUP by PATRICK,DREW",2
--,"REBOUND OFF by LAWRENCE,CHRIS",,,,,,,"REBOUND OFF by LAWRENCE,CHRIS",2
07:41,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
07:31,,68 (+9),,59,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 68-59 (-9),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
07:31,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
07:31,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
07:28,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
07:28,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:28,,,,,"FOUL TECH by AVERY,ALEX",,,"FOUL TECH by AVERY,ALEX",2
07:28,"GOOD FT by SMITH,CONNOR",69 (+10),,59,,OUM 69-59 (-10),,"GOOD FT by SMITH,CONNOR",2
07:28,"MISS FT by SMITH,CONNOR",,,,,,,"MISS FT by SMITH,CONNOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:28,,69 (+9),,60,"GOOD FT by AVERY,ALEX",BSC 69-60 (-9),,"GOOD FT by AVERY,ALEX",2
07:28,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
07:28,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
07:08,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",71 (+11),,60,,OUM 71-60 (-11),,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",2
06:46,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
06:39,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:39,,71 (+10),,61,"GOOD FT by LEWIS,EVAN",BSC 71-61 (-10),,"GOOD FT by LEWIS,EVAN",2
06:28,"GOOD LAYUP by BATES,ROMELLO(in the paint)",73 (+12),,61,,OUM 73-61 (-12),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
--,"ASSIST  by WARDLAW,CHASE",,,,,,,"ASSIST  by WARDLAW,CHASE",2
06:16,,,,,"MISS LAYUP by HARDIMAN,BEN",,,"MISS LAYUP by HARDIMAN,BEN",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
06:14,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
06:04,,73 (+9),,64,"GOOD 3PTR by THOMAS,LARRY",BSC 73-64 (-9),,"GOOD 3PTR by THOMAS,LARRY",2
05:46,"GOOD JUMPER by BATES,ROMELLO(in the paint)",75 (+11),,64,,OUM 75-64 (-11),,"GOOD JUMPER by BATES,ROMELLO(in the paint)",2
05:37,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by WARDLAW,CHASE",,,,,,,"REBOUND DEF by WARDLAW,CHASE",2
05:29,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
05:15,,75 (+9),,66,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 75-66 (-9),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
05:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:12,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
05:12,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
04:50,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",77 (+11),,66,,OUM 77-66 (-11),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",2
04:38,,77 (+9),,68,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 77-68 (-9),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
04:17,"GOOD LAYUP by DAVIS,ALEX(in the paint)",79 (+11),,68,,OUM 79-68 (-11),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
03:54,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
03:54,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
03:54,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
03:54,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
03:54,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
03:54,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
03:42,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",2
03:41,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
03:30,,79 (+9),,70,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 79-70 (-9),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
03:17,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
03:17,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
03:01,"FOUL  by WARDLAW,CHASE",,,,,,,"FOUL  by WARDLAW,CHASE",2
03:01,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:01,,79 (+8),,71,"GOOD FT by AVERY,ALEX",BSC 79-71 (-8),,"GOOD FT by AVERY,ALEX",2
03:01,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
03:01,"SUB OUT by WARDLAW,CHASE",,,,,,,"SUB OUT by WARDLAW,CHASE",2
02:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:40,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
02:40,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
02:29,"GOOD LAYUP by DAVIS,ALEX(in the paint)",81 (+10),,71,,OUM 81-71 (-10),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
02:07,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
02:07,,81 (+9),,72,"GOOD FT by LEWIS,EVAN",BSC 81-72 (-9),,"GOOD FT by LEWIS,EVAN",2
02:07,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",2
02:07,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
02:07,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
02:04,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
02:04,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:04,"GOOD FT by LAWRENCE,CHRIS",82 (+10),,72,,OUM 82-72 (-10),,"GOOD FT by LAWRENCE,CHRIS",2
01:49,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
01:47,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:22,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
01:22,"MISS FT by BATES,ROMELLO",,,,,,,"MISS FT by BATES,ROMELLO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:22,"GOOD FT by BATES,ROMELLO",83 (+11),,72,,OUM 83-72 (-11),,"GOOD FT by BATES,ROMELLO",2
01:22,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
01:22,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
01:10,,83 (+8),,75,"GOOD 3PTR by THOMAS,LARRY",BSC 83-75 (-8),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
01:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:08,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
01:08,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
01:04,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
01:04,"GOOD FT by BATES,ROMELLO",84 (+9),,75,,OUM 84-75 (-9),,"GOOD FT by BATES,ROMELLO",2
01:04,"GOOD FT by BATES,ROMELLO",85 (+10),,75,,OUM 85-75 (-10),,"GOOD FT by BATES,ROMELLO",2
01:04,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
01:04,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
00:51,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
00:46,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
00:46,"MISS FT by BATES,ROMELLO",,,,,,,"MISS FT by BATES,ROMELLO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
