Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
18:42,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
18:38,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
18:38,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
18:38,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
18:35,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
18:35,"GOOD FT by AVERY,ALEX",42 (+15),,27,,BSC 42-27 (+15),,"GOOD FT by AVERY,ALEX",2
18:35,"GOOD FT by AVERY,ALEX",43 (+16),,27,,BSC 43-27 (+16),,"GOOD FT by AVERY,ALEX",2
18:25,,,,,"TURNOVER  by KORN,LUKAS",,,"TURNOVER  by KORN,LUKAS",2
18:21,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
18:21,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",45 (+18),,27,,BSC 45-27 (+18),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
18:11,,45 (+16),,29,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 45-29 (+16),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
18:11,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
18:11,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
17:51,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
17:43,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:32,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",2
17:23,"GOOD LAYUP by AVERY,ALEX(in the paint)",47 (+18),,29,,BSC 47-29 (+18),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
17:11,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
17:09,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
16:43,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
16:34,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
16:21,"GOOD LAYUP by AVERY,ALEX(in the paint)",49 (+20),,29,,BSC 49-29 (+20),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
16:12,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
15:58,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
15:54,"GOOD LAYUP by AVERY,ALEX(in the paint)",51 (+22),,29,,BSC 51-29 (+22),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
15:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:51,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
15:51,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
15:36,,51 (+19),,32,"GOOD 3PTR by HARVILLE,TYLER",BCM 51-32 (+19),,"GOOD 3PTR by HARVILLE,TYLER",2
15:29,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
15:25,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
15:22,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",2
15:20,,51 (+17),,34,"GOOD JUMPER by KORN,LUKAS(fastbreak)(in the paint)",BCM 51-34 (+17),,"GOOD JUMPER by KORN,LUKAS(fastbreak)(in the paint)",2
15:14,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
15:14,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
15:14,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
15:14,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
15:14,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
15:14,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:14,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
15:14,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:14,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
15:14,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
15:14,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
14:53,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by HOLLE,MASON",,,,,,,"REBOUND DEF by HOLLE,MASON",2
14:43,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
14:37,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
14:37,,,,,"STEAL  by HARVILLE,TYLER",,,"STEAL  by HARVILLE,TYLER",2
14:37,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
14:37,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
14:37,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
14:26,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",2
14:11,"TURNOVER  by CRAIN,JOHN",,,,,,,"TURNOVER  by CRAIN,JOHN",2
14:07,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",2
13:49,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
13:45,,51 (+15),,36,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 51-36 (+15),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
13:42,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
13:42,"TURNOVER  by HOLLE,MASON",,,,,,,"TURNOVER  by HOLLE,MASON",2
13:42,"SUB IN by REBIC,ANTE",,,,,,,"SUB IN by REBIC,ANTE",2
13:42,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
13:42,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
13:42,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
13:32,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
13:30,"FOUL  by REBIC,ANTE",,,,,,,"FOUL  by REBIC,ANTE",2
13:29,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:29,,51 (+14),,37,"GOOD FT by JACOBS,OWEN",BCM 51-37 (+14),,"GOOD FT by JACOBS,OWEN",2
13:29,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
13:29,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
13:19,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
13:19,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
13:19,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
13:16,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
13:07,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
12:57,"MISS FT by CRAIN,JOHN",,,,,,,"MISS FT by CRAIN,JOHN",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
12:57,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
12:57,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
12:57,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
12:57,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
12:57,"SUB OUT by REBIC,ANTE",,,,,,,"SUB OUT by REBIC,ANTE",2
12:57,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
12:57,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
12:57,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
12:57,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
12:11,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
11:57,,51 (+12),,39,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 51-39 (+12),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
11:52,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
11:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:28,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
11:27,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
11:27,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
11:02,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
11:02,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
11:02,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
11:02,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
11:02,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
10:48,,51 (+9),,42,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",BCM 51-42 (+9),,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"ASSIST  by CHAYKOWSKY,ZACK",,,"ASSIST  by CHAYKOWSKY,ZACK",2
10:25,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
10:25,"GOOD FT by AVERY,ALEX",52 (+10),,42,,BSC 52-42 (+10),,"GOOD FT by AVERY,ALEX",2
10:25,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
10:25,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
10:25,,52 (+8),,44,"GOOD LAYUP by CHAYKOWSKY,ZACK(fastbreak)(in the paint)",BCM 52-44 (+8),,"GOOD LAYUP by CHAYKOWSKY,ZACK(fastbreak)(in the paint)",2
10:24,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
09:53,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
09:53,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
09:34,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
09:34,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
09:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:30,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
09:30,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
09:05,,52 (+6),,46,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 52-46 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:48,"GOOD LAYUP by LEWIS,EVAN(in the paint)",54 (+8),,46,,BSC 54-46 (+8),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
08:41,,54 (+6),,48,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 54-48 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:01,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
08:00,"GOOD 3PTR by WELCH,ROSS",57 (+9),,48,,BSC 57-48 (+9),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",2
07:57,,57 (+7),,50,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 57-50 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
07:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:45,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
07:24,"GOOD 3PTR by WELCH,ROSS",60 (+10),,50,,BSC 60-50 (+10),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
07:15,,60 (+7),,53,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",BCM 60-53 (+7),,"GOOD 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
07:06,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",2
07:05,"GOOD FT by THOM,IAN",61 (+8),,53,,BSC 61-53 (+8),,"GOOD FT by THOM,IAN",2
07:05,"GOOD FT by THOM,IAN",62 (+9),,53,,BSC 62-53 (+9),,"GOOD FT by THOM,IAN",2
07:05,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
07:05,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
06:52,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
06:52,,62 (+8),,54,"GOOD FT by KORN,LUKAS",BCM 62-54 (+8),,"GOOD FT by KORN,LUKAS",2
06:52,,62 (+7),,55,"GOOD FT by KORN,LUKAS",BCM 62-55 (+7),,"GOOD FT by KORN,LUKAS",2
06:52,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
06:52,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
06:24,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
06:24,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
06:24,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
06:00,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
05:56,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
05:56,"GOOD FT by THOM,IAN",63 (+8),,55,,BSC 63-55 (+8),,"GOOD FT by THOM,IAN",2
05:55,"GOOD FT by THOM,IAN",64 (+9),,55,,BSC 64-55 (+9),,"GOOD FT by THOM,IAN",2
05:55,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
05:55,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
05:55,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
05:55,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
05:38,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by KORN,LUKAS",,,"REBOUND OFF by KORN,LUKAS",2
05:35,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
05:35,,64 (+8),,56,"GOOD FT by JACOBS,OWEN",BCM 64-56 (+8),,"GOOD FT by JACOBS,OWEN",2
05:35,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:35,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
05:35,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
05:32,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
05:32,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
05:07,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
05:05,,,,,"STEAL  by PARK,BRANDON",,,"STEAL  by PARK,BRANDON",2
04:50,,64 (+6),,58,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 64-58 (+6),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
04:50,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
04:49,,64 (+5),,59,"GOOD FT by MCCLOUD,LEE",BCM 64-59 (+5),,"GOOD FT by MCCLOUD,LEE",2
04:49,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
04:49,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
04:42,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
04:42,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
04:42,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
04:17,,,,,"MISS JUMPER by CHAYKOWSKY,ZACK",,,"MISS JUMPER by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by KORN,LUKAS",,,"REBOUND OFF by KORN,LUKAS",2
04:11,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
04:11,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
04:11,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
04:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:39,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
03:31,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
03:12,"GOOD LAYUP by THOM,IAN(in the paint)",66 (+7),,59,,BSC 66-59 (+7),,"GOOD LAYUP by THOM,IAN(in the paint)",2
02:49,,66 (+5),,61,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 66-61 (+5),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
02:41,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
02:41,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
02:41,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
02:41,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
02:41,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
02:29,,66 (+2),,64,"GOOD 3PTR by CHAYKOWSKY,ZACK",BCM 66-64 (+2),,"GOOD 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
02:14,"GOOD LAYUP by THOM,IAN(in the paint)",68 (+4),,64,,BSC 68-64 (+4),,"GOOD LAYUP by THOM,IAN(in the paint)",2
02:00,,68 (+2),,66,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 68-66 (+2),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
01:53,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
01:53,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:53,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
01:42,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
01:37,,68,,68,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 68-68 (0),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
01:24,"GOOD LAYUP by THOM,IAN(in the paint)",70 (+2),,68,,BSC 70-68 (+2),,"GOOD LAYUP by THOM,IAN(in the paint)",2
01:04,,70,,71 (+1),"GOOD 3PTR by MCCLOUD,LEE",BCM 70-71 (-1),,"GOOD 3PTR by MCCLOUD,LEE",2
00:50,"GOOD FT by THOM,IAN",71,,71,,BSC 71-71 (0),,"GOOD FT by THOM,IAN",2
00:50,"GOOD FT by MCLEAN,JAMES",72 (+1),,71,,BSC 72-71 (+1),,"GOOD FT by MCLEAN,JAMES",2
00:50,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
00:47,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
00:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:35,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
00:35,,72,,72,"GOOD FT by MCCLOUD,LEE",BCM 72-72 (0),,"GOOD FT by MCCLOUD,LEE",2
00:35,,72,,73 (+1),"GOOD FT by MCCLOUD,LEE",BCM 72-73 (-1),,"GOOD FT by MCCLOUD,LEE",2
00:35,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
00:35,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
00:21,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
00:17,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:16,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
00:16,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
00:15,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
00:15,,72,,74 (+2),"GOOD FT by MCCLOUD,LEE",BCM 72-74 (-2),,"GOOD FT by MCCLOUD,LEE",2
00:15,,72,,75 (+3),"GOOD FT by MCCLOUD,LEE",BCM 72-75 (-3),,"GOOD FT by MCCLOUD,LEE",2
00:15,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",2
00:15,"STEAL  by LEWIS,EVAN",,,,,,,"STEAL  by LEWIS,EVAN",2
00:10,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
00:10,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
00:10,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:10,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
00:10,,,,,"SUB IN by POWELL,SAMUEL",,,"SUB IN by POWELL,SAMUEL",2
00:10,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
00:08,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
00:08,,,,,"MISS FT by KORN,LUKAS",,,"MISS FT by KORN,LUKAS",2
