Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
14:28,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
14:28,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
14:28,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
14:22,,13,,13,"GOOD 3PTR by CRAIN,JOHN",BSC 13-13 (0),,"GOOD 3PTR by CRAIN,JOHN",1
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",1
14:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:43,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",1
13:43,,13,,14 (+1),"GOOD FT by LEWIS,EVAN",BSC 13-14 (+1),,"GOOD FT by LEWIS,EVAN",1
13:43,,13,,15 (+2),"GOOD FT by LEWIS,EVAN",BSC 13-15 (+2),,"GOOD FT by LEWIS,EVAN",1
13:39,"GOOD DUNK by KORN,LUKAS(in the paint)",15,,15,,BCM 15-15 (0),,"GOOD DUNK by KORN,LUKAS(in the paint)",1
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",1
13:38,"FOUL TECH by KORN,LUKAS",,,,,,,"FOUL TECH by KORN,LUKAS",1
13:38,,15,,16 (+1),"GOOD FT by MCLEAN,JAMES",BSC 15-16 (+1),,"GOOD FT by MCLEAN,JAMES",1
13:38,,15,,17 (+2),"GOOD FT by MCLEAN,JAMES",BSC 15-17 (+2),,"GOOD FT by MCLEAN,JAMES",1
13:23,,15,,19 (+4),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 15-19 (+4),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
13:11,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
13:09,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
12:59,,15,,22 (+7),"GOOD 3PTR by CRAIN,JOHN",BSC 15-22 (+7),,"GOOD 3PTR by CRAIN,JOHN",1
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",1
12:48,"GOOD LAYUP by KORN,LUKAS(in the paint)",17,,22 (+5),,BCM 17-22 (+5),,"GOOD LAYUP by KORN,LUKAS(in the paint)",1
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",1
12:48,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
12:48,"GOOD FT by KORN,LUKAS",18,,22 (+4),,BCM 18-22 (+4),,"GOOD FT by KORN,LUKAS",1
12:35,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",1
12:35,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",1
12:35,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
12:29,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",1
12:29,"GOOD FT by JACOBS,OWEN",19,,22 (+3),,BCM 19-22 (+3),,"GOOD FT by JACOBS,OWEN",1
12:29,"GOOD FT by JACOBS,OWEN",20,,22 (+2),,BCM 20-22 (+2),,"GOOD FT by JACOBS,OWEN",1
12:29,"SUB IN by THIGPEN,LOGAN",,,,,,,"SUB IN by THIGPEN,LOGAN",1
12:29,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
12:29,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
12:29,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
12:17,"FOUL  by THIGPEN,LOGAN",,,,,,,"FOUL  by THIGPEN,LOGAN",1
12:17,,20,,23 (+3),"GOOD FT by MCLEAN,JAMES",BSC 20-23 (+3),,"GOOD FT by MCLEAN,JAMES",1
12:17,,20,,24 (+4),"GOOD FT by MCLEAN,JAMES",BSC 20-24 (+4),,"GOOD FT by MCLEAN,JAMES",1
12:17,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
12:17,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
12:11,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",1
12:09,,,,,"STEAL  by CRAIN,JOHN",,,"STEAL  by CRAIN,JOHN",1
12:06,"FOUL  by THIGPEN,LOGAN",,,,,,,"FOUL  by THIGPEN,LOGAN",1
12:06,,20,,25 (+5),"GOOD FT by CRAIN,JOHN",BSC 20-25 (+5),,"GOOD FT by CRAIN,JOHN",1
12:06,,,,,"MISS FT by CRAIN,JOHN",,,"MISS FT by CRAIN,JOHN",1
--,"REBOUND DEF by KORN,LUKAS",,,,,,,"REBOUND DEF by KORN,LUKAS",1
11:54,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
11:54,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
11:54,"SUB OUT by THIGPEN,LOGAN",,,,,,,"SUB OUT by THIGPEN,LOGAN",1
11:40,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
11:40,"GOOD FT by KORN,LUKAS",21,,25 (+4),,BCM 21-25 (+4),,"GOOD FT by KORN,LUKAS",1
11:40,"GOOD FT by KORN,LUKAS",22,,25 (+3),,BCM 22-25 (+3),,"GOOD FT by KORN,LUKAS",1
11:21,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND DEF by HARVILLE,TYLER",,,,,,,"REBOUND DEF by HARVILLE,TYLER",1
10:53,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",1
10:53,,22,,26 (+4),"GOOD FT by CRAIN,JOHN",BSC 22-26 (+4),,"GOOD FT by CRAIN,JOHN",1
10:53,,22,,27 (+5),"GOOD FT by CRAIN,JOHN",BSC 22-27 (+5),,"GOOD FT by CRAIN,JOHN",1
10:53,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
10:53,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
10:53,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
10:53,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
10:53,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
10:53,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
10:50,"GOOD 3PTR by CHAYKOWSKY,ZACK",25,,27 (+2),,BCM 25-27 (+2),,"GOOD 3PTR by CHAYKOWSKY,ZACK",1
--,"ASSIST  by HARVILLE,TYLER",,,,,,,"ASSIST  by HARVILLE,TYLER",1
10:48,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
10:48,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",1
10:44,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
10:43,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",1
10:41,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",27,,27,,BCM 27-27 (0),,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",1
10:24,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
10:06,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",29 (+2),,27,,BCM 29-27 (-2),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",1
--,"ASSIST  by CHAYKOWSKY,ZACK",,,,,,,"ASSIST  by CHAYKOWSKY,ZACK",1
09:58,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
09:51,"MISS 3PTR by MARDER,NICK",,,,,,,"MISS 3PTR by MARDER,NICK",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
09:47,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
09:47,"GOOD 3PTR by CHAYKOWSKY,ZACK",32 (+5),,27,,BCM 32-27 (-5),,"GOOD 3PTR by CHAYKOWSKY,ZACK",1
09:47,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",1
09:47,,32 (+4),,28,"GOOD FT by AVERY,ALEX",BSC 32-28 (-4),,"GOOD FT by AVERY,ALEX",1
09:47,,32 (+3),,29,"GOOD FT by AVERY,ALEX",BSC 32-29 (-3),,"GOOD FT by AVERY,ALEX",1
09:47,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",1
09:47,"GOOD FT by JACOBS,OWEN",33 (+4),,29,,BCM 33-29 (-4),,"GOOD FT by JACOBS,OWEN",1
08:54,"GOOD FT by JACOBS,OWEN",34 (+5),,29,,BCM 34-29 (-5),,"GOOD FT by JACOBS,OWEN",1
08:44,,34 (+3),,31,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 34-31 (-3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
08:18,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
08:18,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",1
08:18,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
08:08,"MISS LAYUP by ELLINGSWORTH,COLEMAN",,,,,,,"MISS LAYUP by ELLINGSWORTH,COLEMAN",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
08:07,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
08:07,,34 (+2),,32,"GOOD FT by AVERY,ALEX",BSC 34-32 (-2),,"GOOD FT by AVERY,ALEX",1
08:07,,34 (+1),,33,"GOOD FT by AVERY,ALEX",BSC 34-33 (-1),,"GOOD FT by AVERY,ALEX",1
07:54,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
07:45,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:42,"SUB IN by POWELL,SAMUEL",,,,,,,"SUB IN by POWELL,SAMUEL",1
07:42,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
07:29,"MISS JUMPER by HARVILLE,TYLER",,,,,,,"MISS JUMPER by HARVILLE,TYLER",1
07:29,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
07:23,,34,,36 (+2),"GOOD 3PTR by WELCH,ROSS",BSC 34-36 (+2),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",1
07:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
07:18,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
07:18,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
07:18,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
07:18,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
07:18,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
07:18,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
07:18,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
07:18,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
07:09,"MISS JUMPER by JACOBS,OWEN",,,,,,,"MISS JUMPER by JACOBS,OWEN",1
07:09,,,,,"BLOCK  by BARRON,MAC",,,"BLOCK  by BARRON,MAC",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
06:49,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
06:45,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
06:45,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
06:40,,34,,39 (+5),"GOOD 3PTR by WELCH,ROSS",BSC 34-39 (+5),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
06:21,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
06:21,"GOOD FT by POWELL,SAMUEL",35,,39 (+4),,BCM 35-39 (+4),,"GOOD FT by POWELL,SAMUEL",1
06:21,"MISS FT by POWELL,SAMUEL",,,,,,,"MISS FT by POWELL,SAMUEL",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
06:21,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",1
06:21,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
06:21,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
06:21,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",1
05:22,"MISS 3PTR by CHAYKOWSKY,ZACK",,,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",1
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",1
05:17,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
05:12,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
05:10,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",1
05:08,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",1
05:08,"GOOD FT by MCCLOUD,LEE",36,,39 (+3),,BCM 36-39 (+3),,"GOOD FT by MCCLOUD,LEE",1
05:08,"GOOD FT by MCCLOUD,LEE",37,,39 (+2),,BCM 37-39 (+2),,"GOOD FT by MCCLOUD,LEE",1
05:08,"SUB IN by HARVILLE,TYLER",,,,,,,"SUB IN by HARVILLE,TYLER",1
05:08,"SUB OUT by CHAYKOWSKY,ZACK",,,,,,,"SUB OUT by CHAYKOWSKY,ZACK",1
05:08,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
05:08,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
05:08,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
05:08,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
04:54,,37,,42 (+5),"GOOD 3PTR by MCLEAN,JAMES",BSC 37-42 (+5),,"GOOD 3PTR by MCLEAN,JAMES",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
04:32,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
04:32,"GOOD FT by MARDER,NICK",38,,42 (+4),,BCM 38-42 (+4),,"GOOD FT by MARDER,NICK",1
04:32,"GOOD FT by MARDER,NICK",39,,42 (+3),,BCM 39-42 (+3),,"GOOD FT by MARDER,NICK",1
04:32,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
04:32,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
04:16,,39,,44 (+5),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 39-44 (+5),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",1
03:58,"GOOD JUMPER by HARVILLE,TYLER",41,,44 (+3),,BCM 41-44 (+3),,"GOOD JUMPER by HARVILLE,TYLER",1
03:49,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",1
03:49,,41,,45 (+4),"GOOD FT by MCLEAN,JAMES",BSC 41-45 (+4),,"GOOD FT by MCLEAN,JAMES",1
03:49,,41,,46 (+5),"GOOD FT by MCLEAN,JAMES",BSC 41-46 (+5),,"GOOD FT by MCLEAN,JAMES",1
03:49,"SUB IN by CHAYKOWSKY,ZACK",,,,,,,"SUB IN by CHAYKOWSKY,ZACK",1
03:49,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
03:48,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
03:46,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",1
03:46,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",1
03:46,"TURNOVER  by CHAYKOWSKY,ZACK",,,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",1
03:40,,41,,48 (+7),"GOOD JUMPER by AVERY,ALEX(in the paint)",BSC 41-48 (+7),,"GOOD JUMPER by AVERY,ALEX(in the paint)",1
03:22,"MISS JUMPER by POWELL,SAMUEL",,,,,,,"MISS JUMPER by POWELL,SAMUEL",1
03:22,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
03:12,,41,,50 (+9),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 41-50 (+9),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
03:12,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",1
03:12,,41,,51 (+10),"GOOD FT by LEWIS,EVAN",BSC 41-51 (+10),,"GOOD FT by LEWIS,EVAN",1
03:12,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
03:12,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
03:01,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
03:01,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
03:01,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
03:01,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
02:44,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
02:20,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",1
02:20,"GOOD FT by HARVILLE,TYLER",42,,51 (+9),,BCM 42-51 (+9),,"GOOD FT by HARVILLE,TYLER",1
02:20,"GOOD FT by HARVILLE,TYLER",43,,51 (+8),,BCM 43-51 (+8),,"GOOD FT by HARVILLE,TYLER",1
02:20,"SUB IN by PARK,BRANDON",,,,,,,"SUB IN by PARK,BRANDON",1
02:20,"SUB OUT by HARVILLE,TYLER",,,,,,,"SUB OUT by HARVILLE,TYLER",1
02:08,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
02:08,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:08,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",1
--,"REBOUND DEF by POWELL,SAMUEL",,,,,,,"REBOUND DEF by POWELL,SAMUEL",1
