Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
13:47,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
13:47,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
13:47,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
13:47,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
13:47,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
13:47,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
13:47,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:47,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
13:47,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
13:47,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
13:47,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
13:47,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
13:29,"TURNOVER  by BARRON,MAC",,,,,,,"TURNOVER  by BARRON,MAC",2
13:17,"FOUL  by HOLLE,MASON",,,,,,,"FOUL  by HOLLE,MASON",2
13:10,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
13:10,,45 (+11),,34,"GOOD FT by GEEGAN,MIKE",CENTRE_M 45-34 (+11),,"GOOD FT by GEEGAN,MIKE",2
13:10,,45 (+10),,35,"GOOD FT by GEEGAN,MIKE",CENTRE_M 45-35 (+10),,"GOOD FT by GEEGAN,MIKE",2
13:01,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",2
13:01,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:59,"TURNOVER  by CRAIN,JOHN",,,,,,,"TURNOVER  by CRAIN,JOHN",2
12:58,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",2
12:56,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
12:56,,45 (+9),,36,"GOOD FT by GEEGAN,MIKE",CENTRE_M 45-36 (+9),,"GOOD FT by GEEGAN,MIKE",2
12:56,,,,,"MISS FT by GEEGAN,MIKE",,,"MISS FT by GEEGAN,MIKE",2
--,"REBOUND DEF by BARRON,MAC",,,,,,,"REBOUND DEF by BARRON,MAC",2
12:54,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
12:40,"MISS 3PTR by HOLLE,MASON",,,,,,,"MISS 3PTR by HOLLE,MASON",2
--,"REBOUND OFF by HOLLE,MASON",,,,,,,"REBOUND OFF by HOLLE,MASON",2
12:29,"GOOD 3PTR by HOLLE,MASON",48 (+12),,36,,BSC 48-36 (+12),,"GOOD 3PTR by HOLLE,MASON",2
12:21,,48 (+9),,39,"GOOD 3PTR by GRUBER,SAM",CENTRE_M 48-39 (+9),,"GOOD 3PTR by GRUBER,SAM",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
11:59,"GOOD 3PTR by CRAIN,JOHN",51 (+12),,39,,BSC 51-39 (+12),,"GOOD 3PTR by CRAIN,JOHN",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
11:44,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
11:44,"BLOCK  by BARRON,MAC",,,,,,,"BLOCK  by BARRON,MAC",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
11:36,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by BARRON,MAC",,,,,,,"REBOUND DEF by BARRON,MAC",2
11:34,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
11:34,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
11:34,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
11:34,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:34,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
11:34,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
11:34,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
11:34,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
11:34,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:12,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
10:57,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
10:32,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
10:32,,51 (+11),,40,"GOOD FT by WESLEY,TYLER",CENTRE_M 51-40 (+11),,"GOOD FT by WESLEY,TYLER",2
10:32,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
10:15,"MISS LAYUP by CRAIN,JOHN",,,,,,,"MISS LAYUP by CRAIN,JOHN",2
10:15,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
10:04,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
09:47,"GOOD LAYUP by THOMAS,LARRY(in the paint)",53 (+13),,40,,BSC 53-40 (+13),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
09:32,,53 (+10),,43,"GOOD 3PTR by GRUBER,SAM",CENTRE_M 53-43 (+10),,"GOOD 3PTR by GRUBER,SAM",2
09:13,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
09:13,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
09:13,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
09:13,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
09:13,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
09:13,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
09:13,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
09:13,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
09:13,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
09:13,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
09:13,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
09:13,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
09:13,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
09:07,"MISS LAYUP by BARRON,MAC",,,,,,,"MISS LAYUP by BARRON,MAC",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
08:51,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
08:49,"STEAL  by MCLEAN,JAMES",,,,,,,"STEAL  by MCLEAN,JAMES",2
08:44,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
08:33,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
08:33,"BLOCK  by BARRON,MAC",,,,,,,"BLOCK  by BARRON,MAC",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
08:27,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
08:21,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
08:21,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
08:21,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
08:21,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
08:21,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
07:58,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
07:46,,53 (+8),,45,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 53-45 (+8),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
07:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:11,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
07:09,,,,,"STEAL  by SCHMUCKER,ZACH",,,"STEAL  by SCHMUCKER,ZACH",2
07:02,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
06:32,"GOOD 3PTR by MCLEAN,JAMES",56 (+11),,45,,BSC 56-45 (+11),,"GOOD 3PTR by MCLEAN,JAMES",2
--,"ASSIST  by HOLLE,MASON",,,,,,,"ASSIST  by HOLLE,MASON",2
06:18,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
05:59,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
05:48,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
05:48,,56 (+10),,46,"GOOD FT by SCINTA,BLAKE",CENTRE_M 56-46 (+10),,"GOOD FT by SCINTA,BLAKE",2
05:48,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
05:48,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
05:48,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
05:48,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
05:48,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
05:48,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
05:48,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
05:48,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
05:48,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
05:32,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
05:32,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
05:18,,56 (+8),,48,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",CENTRE_M 56-48 (+8),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
04:56,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
04:56,"GOOD FT by MCLEAN,JAMES",57 (+9),,48,,BSC 57-48 (+9),,"GOOD FT by MCLEAN,JAMES",2
04:56,"GOOD FT by MCLEAN,JAMES",58 (+10),,48,,BSC 58-48 (+10),,"GOOD FT by MCLEAN,JAMES",2
04:56,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
04:56,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
04:43,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
04:43,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:43,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
04:43,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
04:43,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
04:15,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
03:52,,58 (+8),,50,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 58-50 (+8),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
03:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:23,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
03:17,"GOOD 3PTR by THOMAS,LARRY",61 (+11),,50,,BSC 61-50 (+11),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
02:59,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
02:59,,61 (+10),,51,"GOOD FT by SCINTA,BLAKE",CENTRE_M 61-51 (+10),,"GOOD FT by SCINTA,BLAKE",2
02:59,,61 (+9),,52,"GOOD FT by SCINTA,BLAKE",CENTRE_M 61-52 (+9),,"GOOD FT by SCINTA,BLAKE",2
02:42,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND DEF by GEEGAN,MIKE",,,"REBOUND DEF by GEEGAN,MIKE",2
02:41,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
02:41,,61 (+8),,53,"GOOD FT by GEEGAN,MIKE",CENTRE_M 61-53 (+8),,"GOOD FT by GEEGAN,MIKE",2
02:41,,61 (+7),,54,"GOOD FT by GEEGAN,MIKE",CENTRE_M 61-54 (+7),,"GOOD FT by GEEGAN,MIKE",2
02:05,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:05,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
01:56,,,,,"MISS LAYUP by GUMP,MATT",,,"MISS LAYUP by GUMP,MATT",2
01:56,"BLOCK  by THOM,IAN",,,,,,,"BLOCK  by THOM,IAN",2
--,,,,,"REBOUND OFF by GUMP,MATT",,,"REBOUND OFF by GUMP,MATT",2
01:55,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
01:55,,61 (+6),,55,"GOOD FT by GUMP,MATT",CENTRE_M 61-55 (+6),,"GOOD FT by GUMP,MATT",2
01:55,,61 (+5),,56,"GOOD FT by GUMP,MATT",CENTRE_M 61-56 (+5),,"GOOD FT by GUMP,MATT",2
01:46,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
01:46,"GOOD FT by THOMAS,LARRY",62 (+6),,56,,BSC 62-56 (+6),,"GOOD FT by THOMAS,LARRY",2
01:46,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
01:38,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
01:33,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
01:33,"GOOD FT by THOM,IAN",63 (+7),,56,,BSC 63-56 (+7),,"GOOD FT by THOM,IAN",2
01:33,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
01:16,,63 (+5),,58,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 63-58 (+5),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
01:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:11,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
01:07,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
00:49,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
00:49,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:49,"GOOD FT by LEWIS,EVAN",64 (+6),,58,,BSC 64-58 (+6),,"GOOD FT by LEWIS,EVAN",2
00:49,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
00:49,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
00:36,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
00:31,,64 (+3),,61,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 64-61 (+3),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
00:25,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
00:25,"GOOD FT by LEWIS,EVAN",65 (+4),,61,,BSC 65-61 (+4),,"GOOD FT by LEWIS,EVAN",2
00:25,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:25,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
00:25,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
00:21,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
00:21,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:21,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
00:21,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
00:21,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
00:21,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
00:21,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
00:14,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
00:09,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
00:09,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
00:09,"GOOD FT by LEWIS,EVAN",66 (+5),,61,,BSC 66-61 (+5),,"GOOD FT by LEWIS,EVAN",2
00:09,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
00:09,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
00:05,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
