Time Remaining,LAG,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:44,"GOOD LAYUP by JOHNSON,JORDAN(in the paint)",43 (+2),,41,,LAG 43-41 (-2),,"GOOD LAYUP by JOHNSON,JORDAN(in the paint)",2
19:44,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
19:44,"MISS FT by JOHNSON,JORDAN",,,,,,,"MISS FT by JOHNSON,JORDAN",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
19:13,,43,,44 (+1),"GOOD 3PTR by WELCH,ROSS",BSC 43-44 (+1),,"GOOD 3PTR by WELCH,ROSS",2
19:00,"GOOD 3PTR by WAGNER,MARK",46 (+2),,44,,LAG 46-44 (-2),,"GOOD 3PTR by WAGNER,MARK",2
18:49,,46,,46,"GOOD JUMPER by THOMAS,LARRY",BSC 46-46 (0),,"GOOD JUMPER by THOMAS,LARRY",2
18:33,"GOOD JUMPER by MITCHELL,NICK(in the paint)",48 (+2),,46,,LAG 48-46 (-2),,"GOOD JUMPER by MITCHELL,NICK(in the paint)",2
18:33,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
18:33,"GOOD FT by MITCHELL,NICK",49 (+3),,46,,LAG 49-46 (-3),,"GOOD FT by MITCHELL,NICK",2
18:19,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by FORD,BRAXTON",,,,,,,"REBOUND DEF by FORD,BRAXTON",2
18:09,"MISS LAYUP by FORD,BRAXTON",,,,,,,"MISS LAYUP by FORD,BRAXTON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
18:01,,49 (+1),,48,"GOOD LAYUP by THOM,IAN(in the paint)",BSC 49-48 (-1),,"GOOD LAYUP by THOM,IAN(in the paint)",2
17:50,"MISS 3PTR by WAGNER,MARK",,,,,,,"MISS 3PTR by WAGNER,MARK",2
--,"REBOUND OFF by WAGNER,MARK",,,,,,,"REBOUND OFF by WAGNER,MARK",2
17:41,"TURNOVER  by JOHNSON,JORDAN",,,,,,,"TURNOVER  by JOHNSON,JORDAN",2
17:39,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
17:33,,49,,51 (+2),"GOOD 3PTR by AVERY,ALEX",BSC 49-51 (+2),,"GOOD 3PTR by AVERY,ALEX",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
17:00,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
16:51,"FOUL  by WHITE,MIKE",,,,,,,"FOUL  by WHITE,MIKE",2
16:51,"FOUL TECH by WHITE,MIKE",,,,,,,"FOUL TECH by WHITE,MIKE",2
16:51,"FOUL  by WHITE,MIKE",,,,,,,"FOUL  by WHITE,MIKE",2
16:51,,49,,52 (+3),"GOOD FT by THOMAS,LARRY",BSC 49-52 (+3),,"GOOD FT by THOMAS,LARRY",2
16:51,,49,,53 (+4),"GOOD FT by THOMAS,LARRY",BSC 49-53 (+4),,"GOOD FT by THOMAS,LARRY",2
16:44,,49,,55 (+6),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 49-55 (+6),,"GOOD LAYUP by THOM,IAN(in the paint)",2
16:24,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
16:24,"MISS FT by WHITE,MIKE",,,,,,,"MISS FT by WHITE,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:24,"MISS FT by WHITE,MIKE",,,,,,,"MISS FT by WHITE,MIKE",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
16:05,"FOUL  by WHITE,MIKE",,,,,,,"FOUL  by WHITE,MIKE",2
16:05,,,,,"MISS FT by GALFSKY,ANDER",,,"MISS FT by GALFSKY,ANDER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:05,,49,,56 (+7),"GOOD FT by GALFSKY,ANDER",BSC 49-56 (+7),,"GOOD FT by GALFSKY,ANDER",2
16:05,"SUB IN by ENWEREANA,TYMON",,,,,,,"SUB IN by ENWEREANA,TYMON",2
16:05,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",2
16:05,"SUB OUT by WHITE,MIKE",,,,,,,"SUB OUT by WHITE,MIKE",2
16:05,"SUB OUT by FORD,BRAXTON",,,,,,,"SUB OUT by FORD,BRAXTON",2
16:05,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
16:05,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
16:05,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
16:05,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
16:05,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
16:05,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
16:05,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
16:05,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
16:05,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
16:05,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:43,"TURNOVER  by DANIEL,DONTA",,,,,,,"TURNOVER  by DANIEL,DONTA",2
15:22,,49,,58 (+9),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 49-58 (+9),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
15:14,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
14:58,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
14:51,,,,,"TURNOVER  by HARDIMAN,BEN",,,"TURNOVER  by HARDIMAN,BEN",2
14:49,"STEAL  by DANIEL,DONTA",,,,,,,"STEAL  by DANIEL,DONTA",2
14:46,"MISS LAYUP by DANIEL,DONTA",,,,,,,"MISS LAYUP by DANIEL,DONTA",2
--,"REBOUND OFF by WAGNER,MARK",,,,,,,"REBOUND OFF by WAGNER,MARK",2
14:43,"MISS JUMPER by WAGNER,MARK",,,,,,,"MISS JUMPER by WAGNER,MARK",2
--,,,,,"REBOUND DEF by HOLLE,MASON",,,"REBOUND DEF by HOLLE,MASON",2
14:40,,,,,"TURNOVER  by HOLLE,MASON",,,"TURNOVER  by HOLLE,MASON",2
14:32,"FOUL  by MITCHELL,NICK",,,,,,,"FOUL  by MITCHELL,NICK",2
14:32,"TURNOVER  by MITCHELL,NICK",,,,,,,"TURNOVER  by MITCHELL,NICK",2
14:28,"FOUL  by DANIEL,DONTA",,,,,,,"FOUL  by DANIEL,DONTA",2
14:22,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
14:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:16,"SUB IN by WHITE,MIKE",,,,,,,"SUB IN by WHITE,MIKE",2
14:16,"SUB IN by FORD,BRAXTON",,,,,,,"SUB IN by FORD,BRAXTON",2
14:16,"SUB OUT by ENWEREANA,TYMON",,,,,,,"SUB OUT by ENWEREANA,TYMON",2
14:16,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",2
14:05,,,,,"FOUL  by HARDIMAN,BEN",,,"FOUL  by HARDIMAN,BEN",2
14:03,"MISS 3PTR by WHITE,MIKE",,,,,,,"MISS 3PTR by WHITE,MIKE",2
--,"REBOUND OFF by MITCHELL,NICK",,,,,,,"REBOUND OFF by MITCHELL,NICK",2
14:01,"MISS LAYUP by MITCHELL,NICK",,,,,,,"MISS LAYUP by MITCHELL,NICK",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
13:50,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
13:49,"STEAL  by WAGNER,MARK",,,,,,,"STEAL  by WAGNER,MARK",2
13:35,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:20,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:17,"SUB IN by FORD,ADOLPHUS",,,,,,,"SUB IN by FORD,ADOLPHUS",2
13:17,"SUB OUT by JOHNSON,JORDAN",,,,,,,"SUB OUT by JOHNSON,JORDAN",2
13:17,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
13:17,,,,,"SUB IN by MARTIN,SAM",,,"SUB IN by MARTIN,SAM",2
13:17,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
13:17,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
13:17,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
13:17,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
13:17,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
13:17,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
13:17,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
13:17,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
12:57,"GOOD LAYUP by MITCHELL,NICK(in the paint)",51,,58 (+7),,LAG 51-58 (+7),,"GOOD LAYUP by MITCHELL,NICK(in the paint)",2
12:38,,51,,60 (+9),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 51-60 (+9),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
12:27,"GOOD 3PTR by FORD,BRAXTON",54,,60 (+6),,LAG 54-60 (+6),,"GOOD 3PTR by FORD,BRAXTON",2
12:13,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",2
12:11,"STEAL  by WAGNER,MARK",,,,,,,"STEAL  by WAGNER,MARK",2
12:10,"GOOD LAYUP by WAGNER,MARK(fastbreak)(in the paint)",56,,60 (+4),,LAG 56-60 (+4),,"GOOD LAYUP by WAGNER,MARK(fastbreak)(in the paint)",2
11:49,,56,,63 (+7),"GOOD 3PTR by HAYES,CONNER",BSC 56-63 (+7),,"GOOD 3PTR by HAYES,CONNER",2
--,,,,,"ASSIST  by MARTIN,SAM",,,"ASSIST  by MARTIN,SAM",2
11:24,"MISS 3PTR by FORD,BRAXTON",,,,,,,"MISS 3PTR by FORD,BRAXTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:23,"MISS 3PTR by WAGNER,MARK",,,,,,,"MISS 3PTR by WAGNER,MARK",2
--,,,,,"REBOUND DEF by HAYES,CONNER",,,"REBOUND DEF by HAYES,CONNER",2
10:40,,56,,65 (+9),"GOOD JUMPER by BARRON,MAC(in the paint)",BSC 56-65 (+9),,"GOOD JUMPER by BARRON,MAC(in the paint)",2
10:33,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
10:30,"FOUL  by MITCHELL,NICK",,,,,,,"FOUL  by MITCHELL,NICK",2
10:30,"TURNOVER  by MITCHELL,NICK",,,,,,,"TURNOVER  by MITCHELL,NICK",2
10:14,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",2
--,"REBOUND DEF by WHITE,MIKE",,,,,,,"REBOUND DEF by WHITE,MIKE",2
10:05,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
10:05,"GOOD FT by MITCHELL,NICK",57,,65 (+8),,LAG 57-65 (+8),,"GOOD FT by MITCHELL,NICK",2
10:05,"GOOD FT by MITCHELL,NICK",58,,65 (+7),,LAG 58-65 (+7),,"GOOD FT by MITCHELL,NICK",2
10:05,"SUB IN by JOHNSON,JORDAN",,,,,,,"SUB IN by JOHNSON,JORDAN",2
10:05,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",2
10:05,"SUB OUT by MITCHELL,NICK",,,,,,,"SUB OUT by MITCHELL,NICK",2
10:05,"SUB OUT by FORD,BRAXTON",,,,,,,"SUB OUT by FORD,BRAXTON",2
10:05,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
10:05,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
10:05,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
10:05,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:05,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
10:05,,,,,"SUB OUT by MARTIN,SAM",,,"SUB OUT by MARTIN,SAM",2
10:05,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
10:05,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
09:49,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",2
--,"REBOUND DEF by WAGNER,MARK",,,,,,,"REBOUND DEF by WAGNER,MARK",2
09:40,"GOOD JUMPER by WHITE,MIKE(in the paint)",60,,65 (+5),,LAG 60-65 (+5),,"GOOD JUMPER by WHITE,MIKE(in the paint)",2
09:40,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
09:40,"MISS FT by WHITE,MIKE",,,,,,,"MISS FT by WHITE,MIKE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
09:19,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
09:15,"FOUL  by FORD,ADOLPHUS",,,,,,,"FOUL  by FORD,ADOLPHUS",2
09:15,,60,,66 (+6),"GOOD FT by GALFSKY,ANDER",BSC 60-66 (+6),,"GOOD FT by GALFSKY,ANDER",2
09:15,,60,,67 (+7),"GOOD FT by GALFSKY,ANDER",BSC 60-67 (+7),,"GOOD FT by GALFSKY,ANDER",2
08:58,"MISS JUMPER by FORD,ADOLPHUS",,,,,,,"MISS JUMPER by FORD,ADOLPHUS",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
08:50,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
08:38,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:35,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
08:35,"GOOD FT by DANIEL,DONTA",61,,67 (+6),,LAG 61-67 (+6),,"GOOD FT by DANIEL,DONTA",2
08:35,"MISS FT by DANIEL,DONTA",,,,,,,"MISS FT by DANIEL,DONTA",2
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",2
08:20,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
08:20,"BLOCK  by WHITE,MIKE",,,,,,,"BLOCK  by WHITE,MIKE",2
--,"REBOUND DEF by FORD,ADOLPHUS",,,,,,,"REBOUND DEF by FORD,ADOLPHUS",2
08:13,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
08:13,"GOOD FT by WHITE,MIKE",62,,67 (+5),,LAG 62-67 (+5),,"GOOD FT by WHITE,MIKE",2
08:13,"MISS FT by WHITE,MIKE",,,,,,,"MISS FT by WHITE,MIKE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
08:13,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
08:13,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
07:53,,62,,70 (+8),"GOOD 3PTR by WELCH,ROSS",BSC 62-70 (+8),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
07:53,"FOUL  by WAGNER,MARK",,,,,,,"FOUL  by WAGNER,MARK",2
07:53,,62,,71 (+9),"GOOD FT by WELCH,ROSS",BSC 62-71 (+9),,"GOOD FT by WELCH,ROSS",2
07:53,"SUB IN by MITCHELL,NICK",,,,,,,"SUB IN by MITCHELL,NICK",2
07:53,"SUB IN by FORD,BRAXTON",,,,,,,"SUB IN by FORD,BRAXTON",2
07:53,"SUB OUT by FORD,ADOLPHUS",,,,,,,"SUB OUT by FORD,ADOLPHUS",2
07:53,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",2
07:35,"MISS JUMPER by MITCHELL,NICK",,,,,,,"MISS JUMPER by MITCHELL,NICK",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
07:25,,62,,74 (+12),"GOOD 3PTR by THOMAS,LARRY",BSC 62-74 (+12),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
07:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:06,"TURNOVER  by WHITE,MIKE",,,,,,,"TURNOVER  by WHITE,MIKE",2
06:55,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
06:49,,62,,76 (+14),"GOOD JUMPER by THOM,IAN",BSC 62-76 (+14),,"GOOD JUMPER by THOM,IAN",2
06:32,"FOUL  by WAGNER,MARK",,,,,,,"FOUL  by WAGNER,MARK",2
06:32,"TURNOVER  by WAGNER,MARK",,,,,,,"TURNOVER  by WAGNER,MARK",2
06:02,"FOUL  by WHITE,MIKE",,,,,,,"FOUL  by WHITE,MIKE",2
06:02,,62,,77 (+15),"GOOD FT by AVERY,ALEX",BSC 62-77 (+15),,"GOOD FT by AVERY,ALEX",2
06:02,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by MITCHELL,NICK",,,,,,,"REBOUND DEF by MITCHELL,NICK",2
06:02,"SUB IN by ENWEREANA,TYMON",,,,,,,"SUB IN by ENWEREANA,TYMON",2
06:02,"SUB IN by DANIEL,DONTA",,,,,,,"SUB IN by DANIEL,DONTA",2
06:02,"SUB OUT by JOHNSON,JORDAN",,,,,,,"SUB OUT by JOHNSON,JORDAN",2
06:02,"SUB OUT by WAGNER,MARK",,,,,,,"SUB OUT by WAGNER,MARK",2
05:34,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
05:34,"GOOD FT by FORD,BRAXTON",63,,77 (+14),,LAG 63-77 (+14),,"GOOD FT by FORD,BRAXTON",2
05:34,"GOOD FT by FORD,BRAXTON",64,,77 (+13),,LAG 64-77 (+13),,"GOOD FT by FORD,BRAXTON",2
05:34,"SUB IN by PARKER,DUNCAN",,,,,,,"SUB IN by PARKER,DUNCAN",2
05:34,"SUB OUT by WHITE,MIKE",,,,,,,"SUB OUT by WHITE,MIKE",2
05:34,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
05:34,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
05:34,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
05:34,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
05:34,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
05:34,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
05:34,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:34,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
05:24,,64,,79 (+15),"GOOD LAYUP by MCLEAN,JAMES(in the paint)",BSC 64-79 (+15),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
05:16,"MISS 3PTR by FORD,BRAXTON",,,,,,,"MISS 3PTR by FORD,BRAXTON",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
04:44,,,,,"MISS 3PTR by HOLLE,MASON",,,"MISS 3PTR by HOLLE,MASON",2
--,"REBOUND DEF by PARKER,DUNCAN",,,,,,,"REBOUND DEF by PARKER,DUNCAN",2
04:09,"GOOD JUMPER by DANIEL,DONTA",66,,79 (+13),,LAG 66-79 (+13),,"GOOD JUMPER by DANIEL,DONTA",2
03:45,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",2
03:09,,66,,81 (+15),"GOOD LAYUP by HARDIMAN,BEN(in the paint)",BSC 66-81 (+15),,"GOOD LAYUP by HARDIMAN,BEN(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
03:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:07,"SUB IN by WHITE,MIKE",,,,,,,"SUB IN by WHITE,MIKE",2
03:07,"SUB IN by WAGNER,MARK",,,,,,,"SUB IN by WAGNER,MARK",2
03:07,"SUB OUT by PARKER,DUNCAN",,,,,,,"SUB OUT by PARKER,DUNCAN",2
03:07,"SUB OUT by ENWEREANA,TYMON",,,,,,,"SUB OUT by ENWEREANA,TYMON",2
03:07,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
03:07,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
03:07,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
03:07,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:07,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
03:07,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
03:07,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
03:07,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
02:35,"MISS JUMPER by WHITE,MIKE",,,,,,,"MISS JUMPER by WHITE,MIKE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
02:14,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
02:13,"STEAL  by DANIEL,DONTA",,,,,,,"STEAL  by DANIEL,DONTA",2
02:05,"MISS JUMPER by DANIEL,DONTA",,,,,,,"MISS JUMPER by DANIEL,DONTA",2
02:05,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
01:54,"FOUL  by DANIEL,DONTA",,,,,,,"FOUL  by DANIEL,DONTA",2
01:54,,66,,82 (+16),"GOOD FT by THOM,IAN",BSC 66-82 (+16),,"GOOD FT by THOM,IAN",2
01:54,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,"REBOUND DEF by WHITE,MIKE",,,,,,,"REBOUND DEF by WHITE,MIKE",2
01:54,"SUB IN by OLSON,JUSTYN",,,,,,,"SUB IN by OLSON,JUSTYN",2
01:54,"SUB OUT by DANIEL,DONTA",,,,,,,"SUB OUT by DANIEL,DONTA",2
01:46,"MISS 3PTR by FORD,BRAXTON",,,,,,,"MISS 3PTR by FORD,BRAXTON",2
--,"REBOUND OFF by OLSON,JUSTYN",,,,,,,"REBOUND OFF by OLSON,JUSTYN",2
01:44,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
01:44,"GOOD FT by OLSON,JUSTYN",67,,82 (+15),,LAG 67-82 (+15),,"GOOD FT by OLSON,JUSTYN",2
01:44,"GOOD FT by OLSON,JUSTYN",68,,82 (+14),,LAG 68-82 (+14),,"GOOD FT by OLSON,JUSTYN",2
01:44,"SUB IN by FORD,ADOLPHUS",,,,,,,"SUB IN by FORD,ADOLPHUS",2
01:44,"SUB OUT by WHITE,MIKE",,,,,,,"SUB OUT by WHITE,MIKE",2
01:18,"FOUL  by MITCHELL,NICK",,,,,,,"FOUL  by MITCHELL,NICK",2
01:18,,68,,83 (+15),"GOOD FT by THOMAS,LARRY",BSC 68-83 (+15),,"GOOD FT by THOMAS,LARRY",2
01:18,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
00:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:41,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
00:29,"MISS LAYUP by OLSON,JUSTYN",,,,,,,"MISS LAYUP by OLSON,JUSTYN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
00:25,"FOUL  by OLSON,JUSTYN",,,,,,,"FOUL  by OLSON,JUSTYN",2
00:25,,68,,84 (+16),"GOOD FT by THOMAS,LARRY",BSC 68-84 (+16),,"GOOD FT by THOMAS,LARRY",2
00:25,,68,,85 (+17),"GOOD FT by THOMAS,LARRY",BSC 68-85 (+17),,"GOOD FT by THOMAS,LARRY",2
00:13,"MISS 3PTR by WAGNER,MARK",,,,,,,"MISS 3PTR by WAGNER,MARK",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
