Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,DUBUQUE,Game Score,Team Indicator,Play,Period
01:25,"GOOD FT by WELCH,ROSS",33,,38 (+5),,BSC 33-38 (-5),,"GOOD FT by WELCH,ROSS",1
01:13,,,,,"SUB IN by WARE,TYLER",,,"SUB IN by WARE,TYLER",1
01:13,,,,,"SUB IN by ARTHOFER,KAIN",,,"SUB IN by ARTHOFER,KAIN",1
01:13,,,,,"SUB OUT by MORAGNE,CHRISTOPHER",,,"SUB OUT by MORAGNE,CHRISTOPHER",1
01:13,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",1
01:06,,,,,"TURNOVER  by COOKE,TANNER",,,"TURNOVER  by COOKE,TANNER",1
00:57,,,,,"FOUL  by WARE,TYLER",,,"FOUL  by WARE,TYLER",1
00:57,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:57,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",1
--,,,,,"REBOUND DEF by WARE,LUCAS",,,"REBOUND DEF by WARE,LUCAS",1
00:57,,,,,"SUB IN by HEFFERNAN,GAGE",,,"SUB IN by HEFFERNAN,GAGE",1
00:57,,,,,"SUB IN by MORRISSEY,MITCHELL",,,"SUB IN by MORRISSEY,MITCHELL",1
00:57,,,,,"SUB OUT by WARE,TYLER",,,"SUB OUT by WARE,TYLER",1
00:57,,,,,"SUB OUT by COOKE,TANNER",,,"SUB OUT by COOKE,TANNER",1
00:45,,,,,"MISS 3PTR by ARTHOFER,KAIN",,,"MISS 3PTR by ARTHOFER,KAIN",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
00:18,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",1
--,,,,,"REBOUND DEF by MORRISSEY,MITCHELL",,,"REBOUND DEF by MORRISSEY,MITCHELL",1
00:04,,,,,"MISS JUMPER by WARE,LUCAS",,,"MISS JUMPER by WARE,LUCAS",1
--,"REBOUND DEF by BARRON,MAC",,,,,,,"REBOUND DEF by BARRON,MAC",1
19:38,"TURNOVER  by GALFSKY,ANDER",,,,,,,"TURNOVER  by GALFSKY,ANDER",2
19:35,,,,,"STEAL  by NORRIS,ANDRE",,,"STEAL  by NORRIS,ANDRE",2
19:27,,,,,"TURNOVER  by NORRIS,ANDRE",,,"TURNOVER  by NORRIS,ANDRE",2
19:09,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by HEFFERNAN,GAGE",,,"REBOUND DEF by HEFFERNAN,GAGE",2
18:46,,,,,"FOUL  by WARE,LUCAS",,,"FOUL  by WARE,LUCAS",2
18:46,,,,,"TURNOVER  by WARE,LUCAS",,,"TURNOVER  by WARE,LUCAS",2
18:34,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by NORRIS,ANDRE",,,"REBOUND DEF by NORRIS,ANDRE",2
18:14,,,,,"MISS 3PTR by FERGUSON,BRANDON",,,"MISS 3PTR by FERGUSON,BRANDON",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
17:55,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
17:53,,,,,"STEAL  by FERGUSON,BRANDON",,,"STEAL  by FERGUSON,BRANDON",2
17:34,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
17:34,,33,,39 (+6),"GOOD FT by NORRIS,ANDRE",DUBUQUE 33-39 (-6),,"GOOD FT by NORRIS,ANDRE",2
17:34,,33,,40 (+7),"GOOD FT by NORRIS,ANDRE",DUBUQUE 33-40 (-7),,"GOOD FT by NORRIS,ANDRE",2
17:09,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
17:07,,,,,"STEAL  by MOHLIS,JACOB",,,"STEAL  by MOHLIS,JACOB",2
17:00,,33,,42 (+9),"GOOD LAYUP by FERGUSON,BRANDON(in the paint)",DUBUQUE 33-42 (-9),,"GOOD LAYUP by FERGUSON,BRANDON(in the paint)",2
--,,,,,"ASSIST  by HEFFERNAN,GAGE",,,"ASSIST  by HEFFERNAN,GAGE",2
16:52,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
16:26,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
16:24,,,,,"STEAL  by MOHLIS,JACOB",,,"STEAL  by MOHLIS,JACOB",2
16:21,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
16:21,,,,,"MISS FT by MOHLIS,JACOB",,,"MISS FT by MOHLIS,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:21,,33,,43 (+10),"GOOD FT by MOHLIS,JACOB",DUBUQUE 33-43 (-10),,"GOOD FT by MOHLIS,JACOB",2
16:21,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
16:21,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
16:21,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
16:21,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
16:21,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
16:21,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
16:21,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
16:21,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
16:21,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
16:21,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
16:21,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",2
16:21,,,,,"SUB IN by COOKE,TANNER",,,"SUB IN by COOKE,TANNER",2
16:21,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",2
16:21,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",2
15:55,,,,,"MISS LAYUP by COOPER,SPENCER",,,"MISS LAYUP by COOPER,SPENCER",2
15:55,"BLOCK  by HOLLE,MASON",,,,,,,"BLOCK  by HOLLE,MASON",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
15:41,,,,,"FOUL  by WARE,LUCAS",,,"FOUL  by WARE,LUCAS",2
15:41,,,,,"SUB IN by MOHLIS,JACOB",,,"SUB IN by MOHLIS,JACOB",2
15:41,,,,,"SUB OUT by WARE,LUCAS",,,"SUB OUT by WARE,LUCAS",2
15:37,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND DEF by WARE,JEREMY",,,"REBOUND DEF by WARE,JEREMY",2
15:31,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
15:31,,33,,44 (+11),"GOOD FT by WARE,JEREMY",DUBUQUE 33-44 (-11),,"GOOD FT by WARE,JEREMY",2
15:31,,33,,45 (+12),"GOOD FT by WARE,JEREMY",DUBUQUE 33-45 (-12),,"GOOD FT by WARE,JEREMY",2
15:31,,,,,"SUB IN by MORRISSEY,MITCHELL",,,"SUB IN by MORRISSEY,MITCHELL",2
15:31,,,,,"SUB OUT by NORRIS,ANDRE",,,"SUB OUT by NORRIS,ANDRE",2
15:19,,,,,"FOUL  by WARE,JEREMY",,,"FOUL  by WARE,JEREMY",2
15:19,,,,,"SUB IN by ARTHOFER,KAIN",,,"SUB IN by ARTHOFER,KAIN",2
15:19,,,,,"SUB OUT by FERGUSON,BRANDON",,,"SUB OUT by FERGUSON,BRANDON",2
15:10,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
15:09,,,,,"STEAL  by WARE,JEREMY",,,"STEAL  by WARE,JEREMY",2
15:05,,,,,"FOUL  by WARE,JEREMY",,,"FOUL  by WARE,JEREMY",2
15:05,,,,,"TURNOVER  by WARE,JEREMY",,,"TURNOVER  by WARE,JEREMY",2
14:42,"MISS LAYUP by HARDIMAN,BEN",,,,,,,"MISS LAYUP by HARDIMAN,BEN",2
--,,,,,"REBOUND DEF by MORRISSEY,MITCHELL",,,"REBOUND DEF by MORRISSEY,MITCHELL",2
14:18,,33,,47 (+14),"GOOD LAYUP by MORRISSEY,MITCHELL(in the paint)",DUBUQUE 33-47 (-14),,"GOOD LAYUP by MORRISSEY,MITCHELL(in the paint)",2
14:15,"FOUL  by HARDIMAN,BEN",,,,,,,"FOUL  by HARDIMAN,BEN",2
14:15,,33,,48 (+15),"GOOD FT by MORRISSEY,MITCHELL",DUBUQUE 33-48 (-15),,"GOOD FT by MORRISSEY,MITCHELL",2
14:15,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
14:15,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
14:15,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
14:15,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",2
14:15,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
14:15,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
14:15,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
14:15,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
14:15,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
14:15,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
13:42,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by COOKE,TANNER",,,"REBOUND DEF by COOKE,TANNER",2
13:36,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
13:22,,,,,"TURNOVER  by MOHLIS,JACOB",,,"TURNOVER  by MOHLIS,JACOB",2
13:19,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
13:17,"GOOD LAYUP by THOMAS,LARRY(in the paint)",35,,48 (+13),,BSC 35-48 (-13),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
13:01,,,,,"MISS 3PTR by COOKE,TANNER",,,"MISS 3PTR by COOKE,TANNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:58,,,,,"SUB IN by WARE,TYLER",,,"SUB IN by WARE,TYLER",2
12:58,,,,,"SUB IN by HEFFERNAN,GAGE",,,"SUB IN by HEFFERNAN,GAGE",2
12:58,,,,,"SUB IN by FERGUSON,BRANDON",,,"SUB IN by FERGUSON,BRANDON",2
12:58,,,,,"SUB IN by NORRIS,ANDRE",,,"SUB IN by NORRIS,ANDRE",2
12:58,,,,,"SUB IN by WARE,LUCAS",,,"SUB IN by WARE,LUCAS",2
12:58,,,,,"SUB OUT by COOKE,TANNER",,,"SUB OUT by COOKE,TANNER",2
12:58,,,,,"SUB OUT by MORRISSEY,MITCHELL",,,"SUB OUT by MORRISSEY,MITCHELL",2
12:58,,,,,"SUB OUT by WARE,JEREMY",,,"SUB OUT by WARE,JEREMY",2
12:58,,,,,"SUB OUT by ARTHOFER,KAIN",,,"SUB OUT by ARTHOFER,KAIN",2
12:58,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",2
12:47,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HEFFERNAN,GAGE",,,"REBOUND DEF by HEFFERNAN,GAGE",2
12:39,,35,,50 (+15),"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",DUBUQUE 35-50 (-15),,"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",2
12:18,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
12:18,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",2
11:59,,,,,"FOUL  by WARE,TYLER",,,"FOUL  by WARE,TYLER",2
11:59,"MISS FT by BARRON,MAC",,,,,,,"MISS FT by BARRON,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:59,"GOOD FT by BARRON,MAC",36,,50 (+14),,BSC 36-50 (-14),,"GOOD FT by BARRON,MAC",2
11:59,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
11:59,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
11:59,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
11:59,"SUB OUT by HAYES,CONNER",,,,,,,"SUB OUT by HAYES,CONNER",2
11:59,,,,,"SUB IN by MORRISSEY,MITCHELL",,,"SUB IN by MORRISSEY,MITCHELL",2
11:59,,,,,"SUB OUT by WARE,TYLER",,,"SUB OUT by WARE,TYLER",2
11:38,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
11:22,"GOOD JUMPER by WELCH,ROSS",38,,50 (+12),,BSC 38-50 (-12),,"GOOD JUMPER by WELCH,ROSS",2
11:12,,38,,52 (+14),"GOOD JUMPER by FERGUSON,BRANDON",DUBUQUE 38-52 (-14),,"GOOD JUMPER by FERGUSON,BRANDON",2
11:03,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
11:03,,,,,"BLOCK  by FERGUSON,BRANDON",,,"BLOCK  by FERGUSON,BRANDON",2
--,,,,,"REBOUND DEF by NORRIS,ANDRE",,,"REBOUND DEF by NORRIS,ANDRE",2
10:46,,,,,"TURNOVER  by NORRIS,ANDRE",,,"TURNOVER  by NORRIS,ANDRE",2
10:44,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
10:41,"GOOD 3PTR by WELCH,ROSS",41,,52 (+11),,BSC 41-52 (-11),,"GOOD 3PTR by WELCH,ROSS",2
10:18,,41,,54 (+13),"GOOD LAYUP by MORRISSEY,MITCHELL(in the paint)",DUBUQUE 41-54 (-13),,"GOOD LAYUP by MORRISSEY,MITCHELL(in the paint)",2
--,,,,,"ASSIST  by NORRIS,ANDRE",,,"ASSIST  by NORRIS,ANDRE",2
10:03,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
09:46,,,,,"FOUL  by HEFFERNAN,GAGE",,,"FOUL  by HEFFERNAN,GAGE",2
09:46,"GOOD FT by AVERY,ALEX",42,,54 (+12),,BSC 42-54 (-12),,"GOOD FT by AVERY,ALEX",2
09:46,"GOOD FT by AVERY,ALEX",43,,54 (+11),,BSC 43-54 (-11),,"GOOD FT by AVERY,ALEX",2
09:46,,,,,"SUB IN by COOKE,TANNER",,,"SUB IN by COOKE,TANNER",2
09:46,,,,,"SUB OUT by MORRISSEY,MITCHELL",,,"SUB OUT by MORRISSEY,MITCHELL",2
09:25,,,,,"MISS LAYUP by HEFFERNAN,GAGE",,,"MISS LAYUP by HEFFERNAN,GAGE",2
09:25,"BLOCK  by CRAIN,JOHN",,,,,,,"BLOCK  by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by HEFFERNAN,GAGE",,,"REBOUND OFF by HEFFERNAN,GAGE",2
09:17,,43,,56 (+13),"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",DUBUQUE 43-56 (-13),,"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",2
09:12,,,,,"SUB IN by MOHLIS,JACOB",,,"SUB IN by MOHLIS,JACOB",2
09:12,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",2
09:06,"GOOD LAYUP by AVERY,ALEX(in the paint)",45,,56 (+11),,BSC 45-56 (-11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
08:48,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
08:48,,,,,"MISS FT by FERGUSON,BRANDON",,,"MISS FT by FERGUSON,BRANDON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:48,,,,,"MISS FT by FERGUSON,BRANDON",,,"MISS FT by FERGUSON,BRANDON",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
08:48,"GOOD 3PTR by CRAIN,JOHN",48,,56 (+8),,BSC 48-56 (-8),,"GOOD 3PTR by CRAIN,JOHN",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
08:39,,,,,"TURNOVER  by FERGUSON,BRANDON",,,"TURNOVER  by FERGUSON,BRANDON",2
08:06,"GOOD LAYUP by AVERY,ALEX(in the paint)",50,,56 (+6),,BSC 50-56 (-6),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
08:05,,,,,"FOUL  by NORRIS,ANDRE",,,"FOUL  by NORRIS,ANDRE",2
08:05,"GOOD FT by AVERY,ALEX",51,,56 (+5),,BSC 51-56 (-5),,"GOOD FT by AVERY,ALEX",2
08:05,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
08:05,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
07:45,,51,,58 (+7),"GOOD LAYUP by NORRIS,ANDRE(in the paint)",DUBUQUE 51-58 (-7),,"GOOD LAYUP by NORRIS,ANDRE(in the paint)",2
07:32,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
07:32,,,,,"BLOCK  by NORRIS,ANDRE",,,"BLOCK  by NORRIS,ANDRE",2
--,,,,,"REBOUND DEF by MOHLIS,JACOB",,,"REBOUND DEF by MOHLIS,JACOB",2
07:26,,51,,60 (+9),"GOOD LAYUP by FERGUSON,BRANDON(in the paint)",DUBUQUE 51-60 (-9),,"GOOD LAYUP by FERGUSON,BRANDON(in the paint)",2
--,,,,,"ASSIST  by MOHLIS,JACOB",,,"ASSIST  by MOHLIS,JACOB",2
06:54,,,,,"FOUL  by NORRIS,ANDRE",,,"FOUL  by NORRIS,ANDRE",2
06:54,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:54,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
06:54,,,,,"SUB IN by WARE,TYLER",,,"SUB IN by WARE,TYLER",2
06:54,,,,,"SUB IN by HEFFERNAN,GAGE",,,"SUB IN by HEFFERNAN,GAGE",2
06:54,,,,,"SUB OUT by COOKE,TANNER",,,"SUB OUT by COOKE,TANNER",2
06:54,,,,,"SUB OUT by NORRIS,ANDRE",,,"SUB OUT by NORRIS,ANDRE",2
06:42,"TURNOVER  by CRAIN,JOHN",,,,,,,"TURNOVER  by CRAIN,JOHN",2
06:40,,,,,"STEAL  by WARE,JEREMY",,,"STEAL  by WARE,JEREMY",2
06:39,,,,,"FOUL  by HEFFERNAN,GAGE",,,"FOUL  by HEFFERNAN,GAGE",2
06:39,"GOOD FT by THOMAS,LARRY",52,,60 (+8),,BSC 52-60 (-8),,"GOOD FT by THOMAS,LARRY",2
06:39,"GOOD FT by THOMAS,LARRY",53,,60 (+7),,BSC 53-60 (-7),,"GOOD FT by THOMAS,LARRY",2
06:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:12,,53,,62 (+9),"GOOD JUMPER by HEFFERNAN,GAGE",DUBUQUE 53-62 (-9),,"GOOD JUMPER by HEFFERNAN,GAGE",2
--,,,,,"ASSIST  by FERGUSON,BRANDON",,,"ASSIST  by FERGUSON,BRANDON",2
05:59,"GOOD JUMPER by THOMAS,LARRY",55,,62 (+7),,BSC 55-62 (-7),,"GOOD JUMPER by THOMAS,LARRY",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
05:45,,,,,"MISS 3PTR by MOHLIS,JACOB",,,"MISS 3PTR by MOHLIS,JACOB",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
05:34,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:19,,,,,"TURNOVER  by WARE,TYLER",,,"TURNOVER  by WARE,TYLER",2
05:18,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
05:14,,,,,"FOUL  by WARE,LUCAS",,,"FOUL  by WARE,LUCAS",2
05:14,"MISS FT by THOMAS,LARRY",,,,,,,"MISS FT by THOMAS,LARRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:14,"GOOD FT by THOMAS,LARRY",56,,62 (+6),,BSC 56-62 (-6),,"GOOD FT by THOMAS,LARRY",2
05:14,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",2
05:14,,,,,"SUB OUT by WARE,LUCAS",,,"SUB OUT by WARE,LUCAS",2
05:12,,,,,"TURNOVER  by MOHLIS,JACOB",,,"TURNOVER  by MOHLIS,JACOB",2
05:10,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",2
05:06,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:02,,,,,"SUB IN by NORRIS,ANDRE",,,"SUB IN by NORRIS,ANDRE",2
05:02,,,,,"SUB OUT by WARE,TYLER",,,"SUB OUT by WARE,TYLER",2
04:36,,,,,"MISS 3PTR by WARE,JEREMY",,,"MISS 3PTR by WARE,JEREMY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:34,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
04:34,,56,,63 (+7),"GOOD FT by HEFFERNAN,GAGE",DUBUQUE 56-63 (-7),,"GOOD FT by HEFFERNAN,GAGE",2
04:34,,,,,"MISS FT by HEFFERNAN,GAGE",,,"MISS FT by HEFFERNAN,GAGE",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
04:15,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,"REBOUND DEF by WARE,JEREMY",,,"REBOUND DEF by WARE,JEREMY",2
03:59,,56,,65 (+9),"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",DUBUQUE 56-65 (-9),,"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",2
--,,,,,"ASSIST  by FERGUSON,BRANDON",,,"ASSIST  by FERGUSON,BRANDON",2
03:41,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by NORRIS,ANDRE",,,"REBOUND DEF by NORRIS,ANDRE",2
03:04,,,,,"MISS 3PTR by MOHLIS,JACOB",,,"MISS 3PTR by MOHLIS,JACOB",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
02:41,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
02:41,,,,,"BLOCK  by HEFFERNAN,GAGE",,,"BLOCK  by HEFFERNAN,GAGE",2
--,,,,,"REBOUND DEF by NORRIS,ANDRE",,,"REBOUND DEF by NORRIS,ANDRE",2
02:15,,,,,"TURNOVER  by MOHLIS,JACOB",,,"TURNOVER  by MOHLIS,JACOB",2
02:13,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
02:09,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
02:07,"GOOD LAYUP by THOMAS,LARRY(in the paint)",58,,65 (+7),,BSC 58-65 (-7),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
02:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:05,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
02:05,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
02:05,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
02:05,,,,,"SUB IN by WARE,LUCAS",,,"SUB IN by WARE,LUCAS",2
02:05,,,,,"SUB OUT by WARE,JEREMY",,,"SUB OUT by WARE,JEREMY",2
01:57,,,,,"MISS LAYUP by FERGUSON,BRANDON",,,"MISS LAYUP by FERGUSON,BRANDON",2
--,,,,,"REBOUND OFF by MOHLIS,JACOB",,,"REBOUND OFF by MOHLIS,JACOB",2
01:43,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
01:43,,58,,66 (+8),"GOOD FT by NORRIS,ANDRE",DUBUQUE 58-66 (-8),,"GOOD FT by NORRIS,ANDRE",2
01:43,,58,,67 (+9),"GOOD FT by NORRIS,ANDRE",DUBUQUE 58-67 (-9),,"GOOD FT by NORRIS,ANDRE",2
01:43,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
01:43,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
01:33,"GOOD LAYUP by LEWIS,EVAN(in the paint)",60,,67 (+7),,BSC 60-67 (-7),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
01:31,,,,,"FOUL  by HEFFERNAN,GAGE",,,"FOUL  by HEFFERNAN,GAGE",2
01:31,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",2
01:31,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
01:31,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
01:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:23,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
01:23,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
