Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,DUBUQUE,Game Score,Team Indicator,Play,Period
12:16,"GOOD 3PTR by HOLLE,MASON",18 (+1),,17,,BSC 18-17 (+1),,"GOOD 3PTR by HOLLE,MASON",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
11:55,,,,,"MISS LAYUP by HEFFERNAN,GAGE",,,"MISS LAYUP by HEFFERNAN,GAGE",1
--,,,,,"REBOUND OFF by HEFFERNAN,GAGE",,,"REBOUND OFF by HEFFERNAN,GAGE",1
11:46,,,,,"MISS 3PTR by MOHLIS,JACOB",,,"MISS 3PTR by MOHLIS,JACOB",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
11:34,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
11:34,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
11:34,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
11:34,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",1
11:34,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",1
11:34,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
11:34,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
11:34,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",1
11:34,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
11:34,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
11:29,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND OFF by HAYES,CONNER",,,,,,,"REBOUND OFF by HAYES,CONNER",1
11:12,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by WARE,LUCAS",,,"REBOUND DEF by WARE,LUCAS",1
11:02,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",1
11:00,,,,,"MISS JUMPER by MOHLIS,JACOB",,,"MISS JUMPER by MOHLIS,JACOB",1
--,,,,,"REBOUND OFF by MOHLIS,JACOB",,,"REBOUND OFF by MOHLIS,JACOB",1
10:52,,,,,"MISS 3PTR by ARTHOFER,KAIN",,,"MISS 3PTR by ARTHOFER,KAIN",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
10:33,"GOOD LAYUP by BARRON,MAC(in the paint)",20 (+3),,17,,BSC 20-17 (+3),,"GOOD LAYUP by BARRON,MAC(in the paint)",1
10:12,,,,,"MISS 3PTR by ARTHOFER,KAIN",,,"MISS 3PTR by ARTHOFER,KAIN",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
10:03,,,,,"FOUL  by NORRIS,ANDRE",,,"FOUL  by NORRIS,ANDRE",1
10:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
10:03,,,,,"SUB IN by COOKE,TANNER",,,"SUB IN by COOKE,TANNER",1
10:03,,,,,"SUB IN by FERGUSON,BRANDON",,,"SUB IN by FERGUSON,BRANDON",1
10:03,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",1
10:03,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",1
10:03,,,,,"SUB OUT by ARTHOFER,KAIN",,,"SUB OUT by ARTHOFER,KAIN",1
10:03,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",1
09:55,"MISS LAYUP by BARRON,MAC",,,,,,,"MISS LAYUP by BARRON,MAC",1
--,,,,,"REBOUND DEF by COOKE,TANNER",,,"REBOUND DEF by COOKE,TANNER",1
09:40,,20,,20,"GOOD 3PTR by FERGUSON,BRANDON",DUBUQUE 20-20 (0),,"GOOD 3PTR by FERGUSON,BRANDON",1
--,,,,,"ASSIST  by WARE,LUCAS",,,"ASSIST  by WARE,LUCAS",1
09:25,"GOOD LAYUP by BARRON,MAC(in the paint)",22 (+2),,20,,BSC 22-20 (+2),,"GOOD LAYUP by BARRON,MAC(in the paint)",1
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",1
09:09,,22,,23 (+1),"GOOD 3PTR by FERGUSON,BRANDON",DUBUQUE 22-23 (-1),,"GOOD 3PTR by FERGUSON,BRANDON",1
--,,,,,"ASSIST  by NORRIS,ANDRE",,,"ASSIST  by NORRIS,ANDRE",1
08:52,"MISS 3PTR by HAYES,CONNER",,,,,,,"MISS 3PTR by HAYES,CONNER",1
--,,,,,"REBOUND DEF by WARE,LUCAS",,,"REBOUND DEF by WARE,LUCAS",1
08:44,,,,,"MISS LAYUP by WARE,LUCAS",,,"MISS LAYUP by WARE,LUCAS",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
08:34,"MISS 3PTR by PERKINS,ALEX",,,,,,,"MISS 3PTR by PERKINS,ALEX",1
--,,,,,"REBOUND DEF by COOKE,TANNER",,,"REBOUND DEF by COOKE,TANNER",1
08:26,,,,,"MISS LAYUP by WARE,JEREMY",,,"MISS LAYUP by WARE,JEREMY",1
--,,,,,"REBOUND OFF by WARE,LUCAS",,,"REBOUND OFF by WARE,LUCAS",1
08:21,,,,,"TURNOVER  by WARE,LUCAS",,,"TURNOVER  by WARE,LUCAS",1
08:18,"STEAL  by HAYES,CONNER",,,,,,,"STEAL  by HAYES,CONNER",1
08:00,"GOOD JUMPER by BARRON,MAC",24 (+1),,23,,BSC 24-23 (+1),,"GOOD JUMPER by BARRON,MAC",1
--,"ASSIST  by THOMAS,LARRY",,,,,,,"ASSIST  by THOMAS,LARRY",1
07:37,,24,,26 (+2),"GOOD 3PTR by COOKE,TANNER",DUBUQUE 24-26 (-2),,"GOOD 3PTR by COOKE,TANNER",1
--,,,,,"ASSIST  by WARE,LUCAS",,,"ASSIST  by WARE,LUCAS",1
07:34,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:34,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
07:34,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",1
07:34,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
07:34,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
07:34,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
07:34,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
07:34,"SUB OUT by HAYES,CONNER",,,,,,,"SUB OUT by HAYES,CONNER",1
07:34,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",1
07:34,,,,,"SUB IN by WARE,TYLER",,,"SUB IN by WARE,TYLER",1
07:34,,,,,"SUB IN by HEFFERNAN,GAGE",,,"SUB IN by HEFFERNAN,GAGE",1
07:34,,,,,"SUB IN by MOHLIS,JACOB",,,"SUB IN by MOHLIS,JACOB",1
07:34,,,,,"SUB OUT by WARE,JEREMY",,,"SUB OUT by WARE,JEREMY",1
07:34,,,,,"SUB OUT by NORRIS,ANDRE",,,"SUB OUT by NORRIS,ANDRE",1
07:34,,,,,"SUB OUT by WARE,LUCAS",,,"SUB OUT by WARE,LUCAS",1
07:16,"GOOD 3PTR by THOMAS,LARRY",27 (+1),,26,,BSC 27-26 (+1),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
06:56,,27,,28 (+1),"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",DUBUQUE 27-28 (-1),,"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",1
--,,,,,"ASSIST  by MOHLIS,JACOB",,,"ASSIST  by MOHLIS,JACOB",1
06:31,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",1
06:31,,,,,"BLOCK  by FERGUSON,BRANDON",,,"BLOCK  by FERGUSON,BRANDON",1
--,,,,,"REBOUND DEF by MOHLIS,JACOB",,,"REBOUND DEF by MOHLIS,JACOB",1
06:25,,,,,"MISS 3PTR by FERGUSON,BRANDON",,,"MISS 3PTR by FERGUSON,BRANDON",1
--,,,,,"REBOUND OFF by FERGUSON,BRANDON",,,"REBOUND OFF by FERGUSON,BRANDON",1
06:18,,,,,"MISS 3PTR by COOKE,TANNER",,,"MISS 3PTR by COOKE,TANNER",1
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",1
05:49,,,,,"FOUL  by COOKE,TANNER",,,"FOUL  by COOKE,TANNER",1
05:49,"GOOD FT by WELCH,ROSS",28,,28,,BSC 28-28 (0),,"GOOD FT by WELCH,ROSS",1
05:49,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",1
--,,,,,"REBOUND DEF by HEFFERNAN,GAGE",,,"REBOUND DEF by HEFFERNAN,GAGE",1
05:49,,,,,"SUB IN by MORRISSEY,MITCHELL",,,"SUB IN by MORRISSEY,MITCHELL",1
05:49,,,,,"SUB OUT by COOKE,TANNER",,,"SUB OUT by COOKE,TANNER",1
05:34,,28,,30 (+2),"GOOD LAYUP by WARE,TYLER(in the paint)",DUBUQUE 28-30 (-2),,"GOOD LAYUP by WARE,TYLER(in the paint)",1
05:22,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
05:07,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",1
05:04,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
04:52,,28,,32 (+4),"GOOD JUMPER by WARE,TYLER",DUBUQUE 28-32 (-4),,"GOOD JUMPER by WARE,TYLER",1
04:28,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by MORRISSEY,MITCHELL",,,"REBOUND DEF by MORRISSEY,MITCHELL",1
04:24,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
04:24,,,,,"MISS FT by MORRISSEY,MITCHELL",,,"MISS FT by MORRISSEY,MITCHELL",1
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",1
04:24,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
04:24,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
04:24,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",1
04:24,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
04:24,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
04:24,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
04:24,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
04:24,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",1
04:24,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
04:24,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
04:24,,,,,"SUB IN by WARE,JEREMY",,,"SUB IN by WARE,JEREMY",1
04:24,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",1
03:59,,,,,"FOUL  by WARE,TYLER",,,"FOUL  by WARE,TYLER",1
03:59,"MISS FT by HARDIMAN,BEN",,,,,,,"MISS FT by HARDIMAN,BEN",1
--,,,,,"REBOUND DEF by WARE,TYLER",,,"REBOUND DEF by WARE,TYLER",1
03:59,,,,,"SUB IN by WARE,LUCAS",,,"SUB IN by WARE,LUCAS",1
03:59,,,,,"SUB OUT by MOHLIS,JACOB",,,"SUB OUT by MOHLIS,JACOB",1
03:47,,,,,"MISS LAYUP by FERGUSON,BRANDON",,,"MISS LAYUP by FERGUSON,BRANDON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:43,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
03:43,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
03:27,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by WARE,TYLER",,,"REBOUND DEF by WARE,TYLER",1
03:20,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",1
03:20,,28,,33 (+5),"GOOD FT by MORRISSEY,MITCHELL",DUBUQUE 28-33 (-5),,"GOOD FT by MORRISSEY,MITCHELL",1
03:20,,,,,"MISS FT by MORRISSEY,MITCHELL",,,"MISS FT by MORRISSEY,MITCHELL",1
--,,,,,"REBOUND OFF by WARE,LUCAS",,,"REBOUND OFF by WARE,LUCAS",1
03:12,,,,,"MISS 3PTR by WARE,JEREMY",,,"MISS 3PTR by WARE,JEREMY",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
03:03,,,,,"FOUL  by WARE,TYLER",,,"FOUL  by WARE,TYLER",1
03:03,"GOOD FT by LEWIS,EVAN",29,,33 (+4),,BSC 29-33 (-4),,"GOOD FT by LEWIS,EVAN",1
03:03,"GOOD FT by LEWIS,EVAN",30,,33 (+3),,BSC 30-33 (-3),,"GOOD FT by LEWIS,EVAN",1
03:03,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
03:03,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
03:03,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
03:03,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
03:03,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",1
03:03,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
03:03,,,,,"SUB IN by MORAGNE,CHRISTOPHER",,,"SUB IN by MORAGNE,CHRISTOPHER",1
03:03,,,,,"SUB IN by HEFFERNAN,GAGE",,,"SUB IN by HEFFERNAN,GAGE",1
03:03,,,,,"SUB OUT by WARE,TYLER",,,"SUB OUT by WARE,TYLER",1
03:03,,,,,"SUB OUT by MORRISSEY,MITCHELL",,,"SUB OUT by MORRISSEY,MITCHELL",1
02:50,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
02:50,,30,,34 (+4),"GOOD FT by WARE,JEREMY",DUBUQUE 30-34 (-4),,"GOOD FT by WARE,JEREMY",1
02:50,,30,,35 (+5),"GOOD FT by WARE,JEREMY",DUBUQUE 30-35 (-5),,"GOOD FT by WARE,JEREMY",1
02:32,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",1
--,,,,,"REBOUND DEF by HEFFERNAN,GAGE",,,"REBOUND DEF by HEFFERNAN,GAGE",1
02:17,,,,,"MISS JUMPER by HEFFERNAN,GAGE",,,"MISS JUMPER by HEFFERNAN,GAGE",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
02:10,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",1
02:09,,,,,"STEAL  by MORAGNE,CHRISTOPHER",,,"STEAL  by MORAGNE,CHRISTOPHER",1
02:06,,30,,37 (+7),"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",DUBUQUE 30-37 (-7),,"GOOD LAYUP by HEFFERNAN,GAGE(in the paint)",1
02:04,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
02:04,,30,,38 (+8),"GOOD FT by HEFFERNAN,GAGE",DUBUQUE 30-38 (-8),,"GOOD FT by HEFFERNAN,GAGE",1
02:04,,,,,"SUB IN by MOHLIS,JACOB",,,"SUB IN by MOHLIS,JACOB",1
02:04,,,,,"SUB OUT by FERGUSON,BRANDON",,,"SUB OUT by FERGUSON,BRANDON",1
01:58,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",1
01:58,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
01:58,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
01:58,,,,,"SUB IN by COOKE,TANNER",,,"SUB IN by COOKE,TANNER",1
01:58,,,,,"SUB OUT by HEFFERNAN,GAGE",,,"SUB OUT by HEFFERNAN,GAGE",1
01:43,,,,,"TURNOVER  by WARE,LUCAS",,,"TURNOVER  by WARE,LUCAS",1
01:42,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",1
01:25,"GOOD JUMPER by WELCH,ROSS",32,,38 (+6),,BSC 32-38 (-6),,"GOOD JUMPER by WELCH,ROSS",1
01:25,,,,,"FOUL  by MOHLIS,JACOB",,,"FOUL  by MOHLIS,JACOB",1
