Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
00:22,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",1
00:22,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",1
00:22,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",1
00:22,,,,,"SUB OUT by DALLAS,MICHAEL",,,"SUB OUT by DALLAS,MICHAEL",1
00:22,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",1
00:22,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",1
00:03,,,,,"FOUL  by JONES,RJ",,,"FOUL  by JONES,RJ",1
00:03,"GOOD FT by THOMAS,LARRY",43 (+3),,40,,BSC 43-40 (+3),,"GOOD FT by THOMAS,LARRY",1
00:03,"GOOD FT by THOMAS,LARRY",44 (+4),,40,,BSC 44-40 (+4),,"GOOD FT by THOMAS,LARRY",1
00:03,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
00:03,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",1
00:03,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
00:03,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
00:03,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
00:03,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
00:03,,,,,"SUB IN by DALLAS,MICHAEL",,,"SUB IN by DALLAS,MICHAEL",1
00:03,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",1
00:03,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",1
00:03,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
00:00,,,,,"MISS 3PTR by DAVIS,JEROME",,,"MISS 3PTR by DAVIS,JEROME",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
20:00,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
20:00,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",2
19:54,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",2
19:52,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
19:40,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:21,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,"MISS LAYUP by WASHINGTON,DANTAVIUS",2
--,,,,,"REBOUND OFF by WASHINGTON,DANTAVIUS",,,"REBOUND OFF by WASHINGTON,DANTAVIUS",2
19:19,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,"MISS LAYUP by WASHINGTON,DANTAVIUS",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
19:12,"GOOD 3PTR by THOMAS,LARRY",47 (+7),,40,,BSC 47-40 (+7),,"GOOD 3PTR by THOMAS,LARRY",2
18:58,,,,,"MISS 3PTR by JONES,RJ",,,"MISS 3PTR by JONES,RJ",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
18:34,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
18:21,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND OFF by THOM,IAN",,,,,,,"REBOUND OFF by THOM,IAN",2
18:21,,,,,"FOUL  by JOHNSON,CHARLIE",,,"FOUL  by JOHNSON,CHARLIE",2
18:21,"GOOD FT by THOM,IAN",48 (+8),,40,,BSC 48-40 (+8),,"GOOD FT by THOM,IAN",2
18:21,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:21,,,,,"SUB IN by BERRY,RAHEEM",,,"SUB IN by BERRY,RAHEEM",2
18:21,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",2
18:12,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
18:05,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
18:05,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",2
18:05,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
17:49,,48 (+5),,43,"GOOD 3PTR by LAYSON,ALEX",HCM 48-43 (+5),,"GOOD 3PTR by LAYSON,ALEX",2
--,,,,,"ASSIST  by BERRY,RAHEEM",,,"ASSIST  by BERRY,RAHEEM",2
17:32,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",50 (+7),,43,,BSC 50-43 (+7),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
17:19,,50 (+5),,45,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 50-45 (+5),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",2
--,,,,,"ASSIST  by LAYSON,ALEX",,,"ASSIST  by LAYSON,ALEX",2
16:56,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
16:56,"GOOD FT by THOMAS,LARRY",51 (+6),,45,,BSC 51-45 (+6),,"GOOD FT by THOMAS,LARRY",2
16:56,"GOOD FT by THOMAS,LARRY",52 (+7),,45,,BSC 52-45 (+7),,"GOOD FT by THOMAS,LARRY",2
16:56,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",2
16:56,,,,,"SUB OUT by BERRY,RAHEEM",,,"SUB OUT by BERRY,RAHEEM",2
16:45,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",2
16:30,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",2
16:22,,,,,"MISS 3PTR by DAVIS,JEROME",,,"MISS 3PTR by DAVIS,JEROME",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
16:08,"GOOD 3PTR by THOMAS,LARRY",55 (+10),,45,,BSC 55-45 (+10),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
15:45,,55 (+7),,48,"GOOD 3PTR by LAYSON,ALEX",HCM 55-48 (+7),,"GOOD 3PTR by LAYSON,ALEX",2
15:23,"GOOD LAYUP by AVERY,ALEX(in the paint)",57 (+9),,48,,BSC 57-48 (+9),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
15:05,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
15:05,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:05,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:05,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",2
15:05,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
14:53,,,,,"TURNOVER  by DAVIS,JEROME",,,"TURNOVER  by DAVIS,JEROME",2
14:53,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
14:53,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
14:30,"GOOD LAYUP by AVERY,ALEX(in the paint)",59 (+11),,48,,BSC 59-48 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
14:17,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",2
14:16,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
14:12,"TURNOVER  by HOLLE,MASON",,,,,,,"TURNOVER  by HOLLE,MASON",2
13:53,,59 (+9),,50,"GOOD LAYUP by JOHNSON,CHARLIE(in the paint)",HCM 59-50 (+9),,"GOOD LAYUP by JOHNSON,CHARLIE(in the paint)",2
--,,,,,"ASSIST  by ASHLEY,ANDRE",,,"ASSIST  by ASHLEY,ANDRE",2
13:45,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
13:39,"GOOD LAYUP by AVERY,ALEX(in the paint)",61 (+11),,50,,BSC 61-50 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
13:29,,,,,"TURNOVER  by LAYSON,ALEX",,,"TURNOVER  by LAYSON,ALEX",2
13:28,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
13:24,"GOOD 3PTR by THOMAS,LARRY",64 (+14),,50,,BSC 64-50 (+14),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
13:22,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:22,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
13:22,,,,,"SUB OUT by JOHNSON,CHARLIE",,,"SUB OUT by JOHNSON,CHARLIE",2
13:04,,,,,"MISS 3PTR by LAYSON,ALEX",,,"MISS 3PTR by LAYSON,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:53,,,,,"FOUL  by POPOVICH,WYATT",,,"FOUL  by POPOVICH,WYATT",2
12:50,,,,,"FOUL  by WASHINGTON,DANTAVIUS",,,"FOUL  by WASHINGTON,DANTAVIUS",2
12:44,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by LAYSON,ALEX",,,"REBOUND DEF by LAYSON,ALEX",2
12:19,,,,,"TURNOVER  by ASHLEY,ANDRE",,,"TURNOVER  by ASHLEY,ANDRE",2
12:18,"STEAL  by HOLLE,MASON",,,,,,,"STEAL  by HOLLE,MASON",2
12:14,"GOOD LAYUP by THOMAS,LARRY(in the paint)",66 (+16),,50,,BSC 66-50 (+16),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
12:07,"FOUL  by HOLLE,MASON",,,,,,,"FOUL  by HOLLE,MASON",2
12:07,,66 (+15),,51,"GOOD FT by ASHLEY,ANDRE",HCM 66-51 (+15),,"GOOD FT by ASHLEY,ANDRE",2
12:07,,66 (+14),,52,"GOOD FT by ASHLEY,ANDRE",HCM 66-52 (+14),,"GOOD FT by ASHLEY,ANDRE",2
12:07,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
12:07,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
12:07,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
12:07,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
12:07,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
12:07,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
12:07,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",2
12:07,,,,,"SUB IN by DALLAS,MICHAEL",,,"SUB IN by DALLAS,MICHAEL",2
12:07,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
12:07,,,,,"SUB OUT by POPOVICH,WYATT",,,"SUB OUT by POPOVICH,WYATT",2
11:50,"GOOD LAYUP by LEWIS,EVAN(in the paint)",68 (+16),,52,,BSC 68-52 (+16),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
11:49,,,,,"FOUL  by DALLAS,MICHAEL",,,"FOUL  by DALLAS,MICHAEL",2
11:49,"GOOD FT by LEWIS,EVAN",69 (+17),,52,,BSC 69-52 (+17),,"GOOD FT by LEWIS,EVAN",2
11:31,,69 (+15),,54,"GOOD JUMPER by DAVIS,JEROME(in the paint)",HCM 69-54 (+15),,"GOOD JUMPER by DAVIS,JEROME(in the paint)",2
11:04,"TURNOVER  by HOLLE,MASON",,,,,,,"TURNOVER  by HOLLE,MASON",2
10:52,,,,,"MISS 3PTR by DAVIS,JEROME",,,"MISS 3PTR by DAVIS,JEROME",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
10:42,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
10:36,"GOOD LAYUP by LEWIS,EVAN(in the paint)",71 (+17),,54,,BSC 71-54 (+17),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
10:26,,,,,"MISS 3PTR by DALLAS,MICHAEL",,,"MISS 3PTR by DALLAS,MICHAEL",2
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",2
10:16,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",73 (+19),,54,,BSC 73-54 (+19),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",2
--,"ASSIST  by HOLLE,MASON",,,,,,,"ASSIST  by HOLLE,MASON",2
10:00,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",2
--,"REBOUND DEF by HOLLE,MASON",,,,,,,"REBOUND DEF by HOLLE,MASON",2
09:51,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:48,,,,,"FOUL  by WASHINGTON,DANTAVIUS",,,"FOUL  by WASHINGTON,DANTAVIUS",2
09:48,,,,,"SUB IN by BROOKS,JOSEPH",,,"SUB IN by BROOKS,JOSEPH",2
09:48,,,,,"SUB IN by HUGHES,TAYLOR",,,"SUB IN by HUGHES,TAYLOR",2
09:48,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",2
09:48,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
09:48,,,,,"SUB OUT by LAYSON,ALEX",,,"SUB OUT by LAYSON,ALEX",2
09:48,,,,,"SUB OUT by DAVIS,JEROME",,,"SUB OUT by DAVIS,JEROME",2
09:35,"MISS LAYUP by HARDIMAN,BEN",,,,,,,"MISS LAYUP by HARDIMAN,BEN",2
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",2
09:24,,73 (+17),,56,"GOOD LAYUP by BROOKS,JOSEPH(in the paint)",HCM 73-56 (+17),,"GOOD LAYUP by BROOKS,JOSEPH(in the paint)",2
--,,,,,"ASSIST  by STRAWN,LOGAN",,,"ASSIST  by STRAWN,LOGAN",2
09:14,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",2
09:14,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
09:14,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
09:14,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
09:14,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
09:10,"MISS 3PTR by HOLLE,MASON",,,,,,,"MISS 3PTR by HOLLE,MASON",2
--,"REBOUND OFF by HAYES,CONNER",,,,,,,"REBOUND OFF by HAYES,CONNER",2
09:03,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
09:03,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
09:03,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
09:03,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
09:03,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
09:02,"TURNOVER  by HARDIMAN,BEN",,,,,,,"TURNOVER  by HARDIMAN,BEN",2
09:00,"FOUL  by HARDIMAN,BEN",,,,,,,"FOUL  by HARDIMAN,BEN",2
08:31,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
08:31,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:31,,,,,"MISS FT by ASHLEY,ANDRE",,,"MISS FT by ASHLEY,ANDRE",2
--,"REBOUND DEF by HARDIMAN,BEN",,,,,,,"REBOUND DEF by HARDIMAN,BEN",2
08:31,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",75 (+19),,56,,BSC 75-56 (+19),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
08:23,,,,,"MISS 3PTR by STRAWN,LOGAN",,,"MISS 3PTR by STRAWN,LOGAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:13,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
08:13,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
08:13,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
08:13,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
08:13,"SUB OUT by HAYES,CONNER",,,,,,,"SUB OUT by HAYES,CONNER",2
08:13,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",2
08:13,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
08:13,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
08:13,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",2
08:13,,,,,"SUB IN by DAVIS,JEROME",,,"SUB IN by DAVIS,JEROME",2
08:13,,,,,"SUB OUT by STRAWN,LOGAN",,,"SUB OUT by STRAWN,LOGAN",2
08:13,,,,,"SUB OUT by BROOKS,JOSEPH",,,"SUB OUT by BROOKS,JOSEPH",2
08:03,"MISS LAYUP by BARRON,MAC",,,,,,,"MISS LAYUP by BARRON,MAC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:51,,,,,"SUB IN by JONES,RJ",,,"SUB IN by JONES,RJ",2
07:51,,,,,"SUB OUT by DALLAS,MICHAEL",,,"SUB OUT by DALLAS,MICHAEL",2
07:43,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",2
07:39,"GOOD 3PTR by MCLEAN,JAMES",78 (+22),,56,,BSC 78-56 (+22),,"GOOD 3PTR by MCLEAN,JAMES",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
07:22,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,"MISS LAYUP by WASHINGTON,DANTAVIUS",2
--,"REBOUND DEF by BARRON,MAC",,,,,,,"REBOUND DEF by BARRON,MAC",2
07:10,,,,,"FOUL  by DAVIS,JEROME",,,"FOUL  by DAVIS,JEROME",2
07:10,"GOOD FT by THOM,IAN",79 (+23),,56,,BSC 79-56 (+23),,"GOOD FT by THOM,IAN",2
07:10,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by WASHINGTON,DANTAVIUS",,,"REBOUND DEF by WASHINGTON,DANTAVIUS",2
07:01,,,,,"MISS LAYUP by DAVIS,JEROME",,,"MISS LAYUP by DAVIS,JEROME",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
06:54,"GOOD LAYUP by BARRON,MAC(in the paint)",81 (+25),,56,,BSC 81-56 (+25),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
06:41,,81 (+23),,58,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",HCM 81-58 (+23),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",2
--,,,,,"ASSIST  by HUGHES,TAYLOR",,,"ASSIST  by HUGHES,TAYLOR",2
06:17,"MISS LAYUP by MCLEAN,JAMES",,,,,,,"MISS LAYUP by MCLEAN,JAMES",2
06:17,,,,,"BLOCK  by WASHINGTON,DANTAVIUS",,,"BLOCK  by WASHINGTON,DANTAVIUS",2
--,,,,,"REBOUND DEF by ASHLEY,ANDRE",,,"REBOUND DEF by ASHLEY,ANDRE",2
06:10,,,,,"TURNOVER  by JONES,RJ",,,"TURNOVER  by JONES,RJ",2
06:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:10,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
06:10,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
06:10,,,,,"SUB IN by DALLAS,MICHAEL",,,"SUB IN by DALLAS,MICHAEL",2
06:10,,,,,"SUB IN by LAYSON,ALEX",,,"SUB IN by LAYSON,ALEX",2
06:10,,,,,"SUB IN by JOHNSON,CHARLIE",,,"SUB IN by JOHNSON,CHARLIE",2
06:10,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",2
06:10,,,,,"SUB OUT by JONES,RJ",,,"SUB OUT by JONES,RJ",2
06:10,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",2
05:54,,,,,"FOUL  by ASHLEY,ANDRE",,,"FOUL  by ASHLEY,ANDRE",2
05:54,"GOOD FT by MCLEAN,JAMES",82 (+24),,58,,BSC 82-58 (+24),,"GOOD FT by MCLEAN,JAMES",2
05:54,"GOOD FT by MCLEAN,JAMES",83 (+25),,58,,BSC 83-58 (+25),,"GOOD FT by MCLEAN,JAMES",2
05:34,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
05:34,,83 (+24),,59,"GOOD FT by DAVIS,JEROME",HCM 83-59 (+24),,"GOOD FT by DAVIS,JEROME",2
05:34,,83 (+23),,60,"GOOD FT by DAVIS,JEROME",HCM 83-60 (+23),,"GOOD FT by DAVIS,JEROME",2
05:34,"SUB IN by MCKAY,COLLIN",,,,,,,"SUB IN by MCKAY,COLLIN",2
05:34,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
05:34,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
05:34,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",2
05:13,"GOOD 3PTR by PERKINS,ALEX",86 (+26),,60,,BSC 86-60 (+26),,"GOOD 3PTR by PERKINS,ALEX",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
04:57,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
04:57,"SUB OUT by MCKAY,COLLIN",,,,,,,"SUB OUT by MCKAY,COLLIN",2
04:52,,,,,"MISS 3PTR by DALLAS,MICHAEL",,,"MISS 3PTR by DALLAS,MICHAEL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:52,"FOUL  by PERKINS,ALEX",,,,,,,"FOUL  by PERKINS,ALEX",2
04:52,,86 (+25),,61,"GOOD FT by ASHLEY,ANDRE",HCM 86-61 (+25),,"GOOD FT by ASHLEY,ANDRE",2
04:52,,86 (+24),,62,"GOOD FT by ASHLEY,ANDRE",HCM 86-62 (+24),,"GOOD FT by ASHLEY,ANDRE",2
04:52,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",2
04:52,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",2
04:52,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
04:52,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:52,,,,,"SUB IN by POPOVICH,WYATT",,,"SUB IN by POPOVICH,WYATT",2
04:52,,,,,"SUB OUT by ASHLEY,ANDRE",,,"SUB OUT by ASHLEY,ANDRE",2
04:33,"GOOD LAYUP by HAYES,CONNER(in the paint)",88 (+26),,62,,BSC 88-62 (+26),,"GOOD LAYUP by HAYES,CONNER(in the paint)",2
--,"ASSIST  by HOLLE,MASON",,,,,,,"ASSIST  by HOLLE,MASON",2
04:11,"FOUL  by PERKINS,ALEX",,,,,,,"FOUL  by PERKINS,ALEX",2
04:11,,88 (+25),,63,"GOOD FT by LAYSON,ALEX",HCM 88-63 (+25),,"GOOD FT by LAYSON,ALEX",2
04:11,,88 (+24),,64,"GOOD FT by LAYSON,ALEX",HCM 88-64 (+24),,"GOOD FT by LAYSON,ALEX",2
04:11,,,,,"SUB IN by STRAWN,LOGAN",,,"SUB IN by STRAWN,LOGAN",2
04:11,,,,,"SUB OUT by DAVIS,JEROME",,,"SUB OUT by DAVIS,JEROME",2
03:53,"MISS LAYUP by HOLLE,MASON",,,,,,,"MISS LAYUP by HOLLE,MASON",2
--,,,,,"REBOUND DEF by DALLAS,MICHAEL",,,"REBOUND DEF by DALLAS,MICHAEL",2
03:37,,,,,"MISS 3PTR by LAYSON,ALEX",,,"MISS 3PTR by LAYSON,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:34,"FOUL  by PERKINS,ALEX",,,,,,,"FOUL  by PERKINS,ALEX",2
03:34,,88 (+23),,65,"GOOD FT by JOHNSON,CHARLIE",HCM 88-65 (+23),,"GOOD FT by JOHNSON,CHARLIE",2
03:34,,88 (+22),,66,"GOOD FT by JOHNSON,CHARLIE",HCM 88-66 (+22),,"GOOD FT by JOHNSON,CHARLIE",2
03:34,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
03:34,,88 (+21),,67,"GOOD FT by LAYSON,ALEX",HCM 88-67 (+21),,"GOOD FT by LAYSON,ALEX",2
03:34,,88 (+20),,68,"GOOD FT by LAYSON,ALEX",HCM 88-68 (+20),,"GOOD FT by LAYSON,ALEX",2
