Time Remaining,UNIONM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:38,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
00:38,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
00:38,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
00:38,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
00:38,,,,,"SUB IN by MCKINLEY,CONNER",,,"SUB IN by MCKINLEY,CONNER",1
00:38,,,,,"SUB OUT by MCKINLEY,CONNER",,,"SUB OUT by MCKINLEY,CONNER",1
00:38,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
00:38,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
00:38,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
00:38,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
00:30,,41,,45 (+4),"GOOD FT by THOMAS,LARRY",BSC 41-45 (+4),,"GOOD FT by THOMAS,LARRY",1
00:30,,41,,46 (+5),"GOOD FT by THOMAS,LARRY",BSC 41-46 (+5),,"GOOD FT by THOMAS,LARRY",1
00:30,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
00:30,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
00:30,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
00:30,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
00:26,"SUB IN by WINNEY,TERELL",,,,,,,"SUB IN by WINNEY,TERELL",1
00:26,"SUB IN by BOUTON,ZACHARY",,,,,,,"SUB IN by BOUTON,ZACHARY",1
00:26,"SUB OUT by MCNAMARA,WADE",,,,,,,"SUB OUT by MCNAMARA,WADE",1
00:26,"SUB OUT by WECKWORTH,KEVIN",,,,,,,"SUB OUT by WECKWORTH,KEVIN",1
00:03,"GOOD JUMPER by BURGESS,DESHON(in the paint)",43,,46 (+3),,UNIONM 43-46 (+3),,"GOOD JUMPER by BURGESS,DESHON(in the paint)",1
19:48,,43,,48 (+5),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 43-48 (+5),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
19:48,"FOUL  by WHELPLEY,RYAN",,,,,,,"FOUL  by WHELPLEY,RYAN",2
19:48,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by HYTHON,WILLIAM",,,,,,,"REBOUND DEF by HYTHON,WILLIAM",2
19:34,"GOOD LAYUP by BURGESS,DESHON(in the paint)",45,,48 (+3),,UNIONM 45-48 (+3),,"GOOD LAYUP by BURGESS,DESHON(in the paint)",2
19:34,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
19:34,"GOOD FT by BURGESS,DESHON",46,,48 (+2),,UNIONM 46-48 (+2),,"GOOD FT by BURGESS,DESHON",2
19:21,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
19:16,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
19:12,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
18:49,"MISS JUMPER by WHELPLEY,RYAN",,,,,,,"MISS JUMPER by WHELPLEY,RYAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
18:25,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
18:25,"BLOCK  by HYTHON,WILLIAM",,,,,,,"BLOCK  by HYTHON,WILLIAM",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
18:21,,46,,50 (+4),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 46-50 (+4),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
18:11,"GOOD 3PTR by HYTHON,WILLIAM",49,,50 (+1),,UNIONM 49-50 (+1),,"GOOD 3PTR by HYTHON,WILLIAM",2
--,"ASSIST  by WHELPLEY,RYAN",,,,,,,"ASSIST  by WHELPLEY,RYAN",2
17:52,,49,,52 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 49-52 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
17:45,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",51,,52 (+1),,UNIONM 51-52 (+1),,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",2
17:44,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
17:44,"MISS FT by BURGESS,DESHON",,,,,,,"MISS FT by BURGESS,DESHON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
17:44,"SUB IN by MCNAMARA,WADE",,,,,,,"SUB IN by MCNAMARA,WADE",2
17:44,"SUB IN by BOUTON,ZACHARY",,,,,,,"SUB IN by BOUTON,ZACHARY",2
17:44,"SUB OUT by WINNEY,TERELL",,,,,,,"SUB OUT by WINNEY,TERELL",2
17:44,"SUB OUT by WECKWORTH,KEVIN",,,,,,,"SUB OUT by WECKWORTH,KEVIN",2
17:31,,51,,54 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 51-54 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
17:12,"GOOD LAYUP by HYTHON,WILLIAM(in the paint)",53,,54 (+1),,UNIONM 53-54 (+1),,"GOOD LAYUP by HYTHON,WILLIAM(in the paint)",2
16:58,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
16:32,"MISS 3PTR by HYTHON,WILLIAM",,,,,,,"MISS 3PTR by HYTHON,WILLIAM",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
16:21,,53,,56 (+3),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 53-56 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
16:02,"GOOD LAYUP by BOUTON,ZACHARY(in the paint)",55,,56 (+1),,UNIONM 55-56 (+1),,"GOOD LAYUP by BOUTON,ZACHARY(in the paint)",2
15:52,"FOUL  by WHELPLEY,RYAN",,,,,,,"FOUL  by WHELPLEY,RYAN",2
15:52,"SUB IN by WINNEY,TERELL",,,,,,,"SUB IN by WINNEY,TERELL",2
15:52,"SUB OUT by WHELPLEY,RYAN",,,,,,,"SUB OUT by WHELPLEY,RYAN",2
15:45,,,,,"MISS JUMPER by AVERY,ALEX",,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",2
15:31,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by MCNAMARA,WADE",,,,,,,"REBOUND DEF by MCNAMARA,WADE",2
15:20,"MISS 3PTR by MCNAMARA,WADE",,,,,,,"MISS 3PTR by MCNAMARA,WADE",2
--,"REBOUND OFF by HYTHON,WILLIAM",,,,,,,"REBOUND OFF by HYTHON,WILLIAM",2
15:16,"GOOD LAYUP by HYTHON,WILLIAM(in the paint)",57 (+1),,56,,UNIONM 57-56 (-1),,"GOOD LAYUP by HYTHON,WILLIAM(in the paint)",2
15:16,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
15:16,"MISS FT by HYTHON,WILLIAM",,,,,,,"MISS FT by HYTHON,WILLIAM",2
--,"REBOUND OFF by WINNEY,TERELL",,,,,,,"REBOUND OFF by WINNEY,TERELL",2
15:16,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
15:16,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
15:16,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
15:16,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
15:16,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:16,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
15:16,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:16,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
15:16,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
15:16,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:02,"MISS 3PTR by WINNEY,TERELL",,,,,,,"MISS 3PTR by WINNEY,TERELL",2
--,,,,,"REBOUND DEF by HOLLE,MASON",,,"REBOUND DEF by HOLLE,MASON",2
14:44,"FOUL  by BURGESS,DESHON",,,,,,,"FOUL  by BURGESS,DESHON",2
14:44,,57,,57,"GOOD FT by MCLEAN,JAMES",BSC 57-57 (0),,"GOOD FT by MCLEAN,JAMES",2
14:44,,57,,58 (+1),"GOOD FT by MCLEAN,JAMES",BSC 57-58 (+1),,"GOOD FT by MCLEAN,JAMES",2
14:24,"GOOD LAYUP by MCNAMARA,WADE(in the paint)",59 (+1),,58,,UNIONM 59-58 (-1),,"GOOD LAYUP by MCNAMARA,WADE(in the paint)",2
14:24,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
14:24,"MISS FT by MCNAMARA,WADE",,,,,,,"MISS FT by MCNAMARA,WADE",2
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",2
14:08,,,,,"TURNOVER  by CRAIN,JOHN",,,"TURNOVER  by CRAIN,JOHN",2
13:54,"GOOD JUMPER by BURGESS,DESHON",61 (+3),,58,,UNIONM 61-58 (-3),,"GOOD JUMPER by BURGESS,DESHON",2
13:46,,,,,"MISS LAYUP by HARDIMAN,BEN",,,"MISS LAYUP by HARDIMAN,BEN",2
--,"REBOUND DEF by HYTHON,WILLIAM",,,,,,,"REBOUND DEF by HYTHON,WILLIAM",2
13:39,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
13:39,"GOOD FT by BOUTON,ZACHARY",62 (+4),,58,,UNIONM 62-58 (-4),,"GOOD FT by BOUTON,ZACHARY",2
13:39,"GOOD FT by BOUTON,ZACHARY",63 (+5),,58,,UNIONM 63-58 (-5),,"GOOD FT by BOUTON,ZACHARY",2
13:31,"FOUL  by HYTHON,WILLIAM",,,,,,,"FOUL  by HYTHON,WILLIAM",2
13:31,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:31,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by MCNAMARA,WADE",,,,,,,"REBOUND DEF by MCNAMARA,WADE",2
13:31,"SUB IN by WHELPLEY,RYAN",,,,,,,"SUB IN by WHELPLEY,RYAN",2
13:31,"SUB OUT by HYTHON,WILLIAM",,,,,,,"SUB OUT by HYTHON,WILLIAM",2
13:17,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
13:17,"MISS FT by BURGESS,DESHON",,,,,,,"MISS FT by BURGESS,DESHON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:17,"GOOD FT by BURGESS,DESHON",64 (+6),,58,,UNIONM 64-58 (-6),,"GOOD FT by BURGESS,DESHON",2
13:17,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
13:17,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
13:00,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",2
--,"REBOUND DEF by BURGESS,DESHON",,,,,,,"REBOUND DEF by BURGESS,DESHON",2
12:54,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",66 (+8),,58,,UNIONM 66-58 (-8),,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",2
12:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:43,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
12:43,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
12:43,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
12:43,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
12:43,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
12:43,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
12:43,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
12:43,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
12:25,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",2
--,"REBOUND DEF by BURGESS,DESHON",,,,,,,"REBOUND DEF by BURGESS,DESHON",2
12:12,"MISS 3PTR by WINNEY,TERELL",,,,,,,"MISS 3PTR by WINNEY,TERELL",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
12:04,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by MCNAMARA,WADE",,,,,,,"REBOUND DEF by MCNAMARA,WADE",2
11:31,"GOOD JUMPER by BURGESS,DESHON(in the paint)",68 (+10),,58,,UNIONM 68-58 (-10),,"GOOD JUMPER by BURGESS,DESHON(in the paint)",2
11:03,,68 (+8),,60,"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 68-60 (-8),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,,,,,"ASSIST  by HAYES,CONNER",,,"ASSIST  by HAYES,CONNER",2
10:39,"GOOD JUMPER by MCNAMARA,WADE",70 (+10),,60,,UNIONM 70-60 (-10),,"GOOD JUMPER by MCNAMARA,WADE",2
--,"ASSIST  by BOUTON,ZACHARY",,,,,,,"ASSIST  by BOUTON,ZACHARY",2
10:23,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:19,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
10:19,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
10:19,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:19,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
10:19,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
10:19,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
10:00,"GOOD 3PTR by MCNAMARA,WADE",73 (+13),,60,,UNIONM 73-60 (-13),,"GOOD 3PTR by MCNAMARA,WADE",2
--,"ASSIST  by BOUTON,ZACHARY",,,,,,,"ASSIST  by BOUTON,ZACHARY",2
09:40,,73 (+10),,63,"GOOD 3PTR by DENEKA,HARRISON",BSC 73-63 (-10),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
09:20,"MISS LAYUP by WHELPLEY,RYAN",,,,,,,"MISS LAYUP by WHELPLEY,RYAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
09:12,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by WHELPLEY,RYAN",,,,,,,"REBOUND DEF by WHELPLEY,RYAN",2
09:02,"MISS JUMPER by BURGESS,DESHON",,,,,,,"MISS JUMPER by BURGESS,DESHON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:27,"MISS JUMPER by BURGESS,DESHON",,,,,,,"MISS JUMPER by BURGESS,DESHON",2
--,"REBOUND OFF by WHELPLEY,RYAN",,,,,,,"REBOUND OFF by WHELPLEY,RYAN",2
08:24,"MISS LAYUP by WHELPLEY,RYAN",,,,,,,"MISS LAYUP by WHELPLEY,RYAN",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
08:14,"SUB IN by HYTHON,WILLIAM",,,,,,,"SUB IN by HYTHON,WILLIAM",2
08:14,"SUB OUT by MCNAMARA,WADE",,,,,,,"SUB OUT by MCNAMARA,WADE",2
08:14,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
08:14,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
08:12,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
08:12,"STEAL  by WINNEY,TERELL",,,,,,,"STEAL  by WINNEY,TERELL",2
07:46,"MISS JUMPER by BURGESS,DESHON",,,,,,,"MISS JUMPER by BURGESS,DESHON",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
07:41,,73 (+8),,65,"GOOD LAYUP by WELCH,ROSS(fastbreak)(in the paint)",BSC 73-65 (-8),,"GOOD LAYUP by WELCH,ROSS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
07:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:30,"SUB IN by WECKWORTH,KEVIN",,,,,,,"SUB IN by WECKWORTH,KEVIN",2
07:30,"SUB OUT by BOUTON,ZACHARY",,,,,,,"SUB OUT by BOUTON,ZACHARY",2
07:30,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
07:30,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
07:30,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
07:30,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
07:18,"MISS JUMPER by WHELPLEY,RYAN",,,,,,,"MISS JUMPER by WHELPLEY,RYAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
06:58,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
06:58,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
06:46,"TURNOVER  by HYTHON,WILLIAM",,,,,,,"TURNOVER  by HYTHON,WILLIAM",2
06:45,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
06:36,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by HYTHON,WILLIAM",,,,,,,"REBOUND DEF by HYTHON,WILLIAM",2
06:22,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",75 (+10),,65,,UNIONM 75-65 (-10),,"GOOD LAYUP by BURGESS,DESHON(fastbreak)(in the paint)",2
06:14,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by WHELPLEY,RYAN",,,,,,,"REBOUND DEF by WHELPLEY,RYAN",2
05:52,"MISS 3PTR by WECKWORTH,KEVIN",,,,,,,"MISS 3PTR by WECKWORTH,KEVIN",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
05:33,"FOUL  by HYTHON,WILLIAM",,,,,,,"FOUL  by HYTHON,WILLIAM",2
05:33,,75 (+9),,66,"GOOD FT by AVERY,ALEX",BSC 75-66 (-9),,"GOOD FT by AVERY,ALEX",2
05:33,,75 (+8),,67,"GOOD FT by AVERY,ALEX",BSC 75-67 (-8),,"GOOD FT by AVERY,ALEX",2
05:33,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
05:33,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
05:24,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
05:24,"GOOD FT by WECKWORTH,KEVIN",76 (+9),,67,,UNIONM 76-67 (-9),,"GOOD FT by WECKWORTH,KEVIN",2
05:24,"GOOD FT by WECKWORTH,KEVIN",77 (+10),,67,,UNIONM 77-67 (-10),,"GOOD FT by WECKWORTH,KEVIN",2
05:06,,77 (+7),,70,"GOOD 3PTR by CRAIN,JOHN",BSC 77-70 (-7),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
04:46,"GOOD JUMPER by WECKWORTH,KEVIN",79 (+9),,70,,UNIONM 79-70 (-9),,"GOOD JUMPER by WECKWORTH,KEVIN",2
--,"ASSIST  by HYTHON,WILLIAM",,,,,,,"ASSIST  by HYTHON,WILLIAM",2
04:25,"SUB IN by BOUTON,ZACHARY",,,,,,,"SUB IN by BOUTON,ZACHARY",2
04:25,"SUB OUT by WINNEY,TERELL",,,,,,,"SUB OUT by WINNEY,TERELL",2
04:25,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
04:25,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
04:25,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
04:25,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
04:13,,79 (+6),,73,"GOOD 3PTR by CRAIN,JOHN",BSC 79-73 (-6),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
04:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:11,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
04:11,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
03:45,"GOOD 3PTR by WECKWORTH,KEVIN",82 (+9),,73,,UNIONM 82-73 (-9),,"GOOD 3PTR by WECKWORTH,KEVIN",2
--,"ASSIST  by BOUTON,ZACHARY",,,,,,,"ASSIST  by BOUTON,ZACHARY",2
03:36,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by HYTHON,WILLIAM",,,,,,,"REBOUND DEF by HYTHON,WILLIAM",2
03:26,"MISS 3PTR by BURGESS,DESHON",,,,,,,"MISS 3PTR by BURGESS,DESHON",2
--,"REBOUND OFF by WHELPLEY,RYAN",,,,,,,"REBOUND OFF by WHELPLEY,RYAN",2
03:07,"MISS 3PTR by BURGESS,DESHON",,,,,,,"MISS 3PTR by BURGESS,DESHON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
02:59,,82 (+6),,76,"GOOD 3PTR by THOMAS,LARRY(fastbreak)",BSC 82-76 (-6),,"GOOD 3PTR by THOMAS,LARRY(fastbreak)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
02:33,"TURNOVER  by WHELPLEY,RYAN",,,,,,,"TURNOVER  by WHELPLEY,RYAN",2
02:32,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
02:29,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by WHELPLEY,RYAN",,,,,,,"REBOUND DEF by WHELPLEY,RYAN",2
02:05,"MISS JUMPER by WECKWORTH,KEVIN",,,,,,,"MISS JUMPER by WECKWORTH,KEVIN",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
01:47,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:47,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
01:47,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
01:40,,,,,"SUB IN by MCKINLEY,CONNER",,,"SUB IN by MCKINLEY,CONNER",2
01:40,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
01:38,"FOUL  by HYTHON,WILLIAM",,,,,,,"FOUL  by HYTHON,WILLIAM",2
01:38,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
01:38,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
01:20,,82 (+3),,79,"GOOD 3PTR by CRAIN,JOHN",BSC 82-79 (-3),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
01:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:06,"SUB IN by WINNEY,TERELL",,,,,,,"SUB IN by WINNEY,TERELL",2
01:06,"SUB OUT by BOUTON,ZACHARY",,,,,,,"SUB OUT by BOUTON,ZACHARY",2
01:06,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
01:06,,,,,"SUB OUT by MCKINLEY,CONNER",,,"SUB OUT by MCKINLEY,CONNER",2
00:51,"MISS JUMPER by BURGESS,DESHON",,,,,,,"MISS JUMPER by BURGESS,DESHON",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
00:35,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:35,"SUB IN by MCNAMARA,WADE",,,,,,,"SUB IN by MCNAMARA,WADE",2
00:35,"SUB OUT by WECKWORTH,KEVIN",,,,,,,"SUB OUT by WECKWORTH,KEVIN",2
00:27,,82 (+1),,81,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 82-81 (-1),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
00:27,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:27,"SUB IN by WECKWORTH,KEVIN",,,,,,,"SUB IN by WECKWORTH,KEVIN",2
00:27,"SUB IN by BOUTON,ZACHARY",,,,,,,"SUB IN by BOUTON,ZACHARY",2
