Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:38,,5,,8 (+3),"GOOD 3PTR by THOMAS,LARRY",BSC 5-8 (+3),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
17:28,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",1
16:59,,,,,"MISS JUMPER by AVERY,ALEX",,,"MISS JUMPER by AVERY,ALEX",1
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",1
16:53,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
16:44,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",1
16:44,,5,,9 (+4),"GOOD FT by AVERY,ALEX",BSC 5-9 (+4),,"GOOD FT by AVERY,ALEX",1
16:44,,5,,10 (+5),"GOOD FT by AVERY,ALEX",BSC 5-10 (+5),,"GOOD FT by AVERY,ALEX",1
16:43,"TURNOVER  by FERGUSON,TERON",,,,,,,"TURNOVER  by FERGUSON,TERON",1
16:40,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by FERGUSON,TERON",,,,,,,"REBOUND DEF by FERGUSON,TERON",1
16:32,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
16:22,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
16:00,"MISS JUMPER by COX,TJ",,,,,,,"MISS JUMPER by COX,TJ",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
15:48,,5,,13 (+8),"GOOD 3PTR by WELCH,ROSS",BSC 5-13 (+8),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
15:25,"FOUL  by GARRETT,DANIEL",,,,,,,"FOUL  by GARRETT,DANIEL",1
15:25,"TURNOVER  by GARRETT,DANIEL",,,,,,,"TURNOVER  by GARRETT,DANIEL",1
15:25,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
15:25,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",1
15:25,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
15:25,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
15:25,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
15:25,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",1
15:25,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
15:25,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",1
15:25,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
15:25,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
15:10,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",1
--,"REBOUND DEF by ENGBERS,BRYANT",,,,,,,"REBOUND DEF by ENGBERS,BRYANT",1
14:52,"MISS JUMPER by PHELPS,BEN",,,,,,,"MISS JUMPER by PHELPS,BEN",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
14:41,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
14:34,,5,,15 (+10),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 5-15 (+10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
14:00,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",1
14:00,"TURNOVER  by FRIERSON,NATE",,,,,,,"TURNOVER  by FRIERSON,NATE",1
14:00,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
14:00,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
14:00,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
14:00,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
14:00,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
14:00,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
13:36,,,,,"TURNOVER  by HARDIMAN,BEN",,,"TURNOVER  by HARDIMAN,BEN",1
13:34,"STEAL  by PHELPS,BEN",,,,,,,"STEAL  by PHELPS,BEN",1
13:21,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",1
13:21,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
13:21,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
13:06,"TURNOVER  by FRIERSON,NATE",,,,,,,"TURNOVER  by FRIERSON,NATE",1
12:42,,5,,18 (+13),"GOOD 3PTR by THOMAS,LARRY",BSC 5-18 (+13),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",1
12:35,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",1
12:13,"TURNOVER  by DULK,MATT DEN",,,,,,,"TURNOVER  by DULK,MATT DEN",1
12:12,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",1
11:59,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",1
11:59,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
11:59,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",1
11:59,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
11:59,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
11:59,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",1
11:59,"SUB OUT by DULK,MATT DEN",,,,,,,"SUB OUT by DULK,MATT DEN",1
11:59,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
11:59,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
11:59,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
11:53,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by GARRETT,DANIEL",,,,,,,"REBOUND DEF by GARRETT,DANIEL",1
11:26,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",1
11:25,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",1
11:22,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
11:12,,5,,20 (+15),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 5-20 (+15),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
10:40,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
10:25,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
10:25,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
10:25,"MISS JUMPER by FERGUSON,TERON",,,,,,,"MISS JUMPER by FERGUSON,TERON",1
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",1
10:25,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
10:25,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",1
10:25,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",1
10:24,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
10:20,,5,,22 (+17),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 5-22 (+17),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",1
10:08,"MISS FT by MCGRIFF,COLTON",,,,,,,"MISS FT by MCGRIFF,COLTON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:08,"GOOD FT by MCGRIFF,COLTON",6,,22 (+16),,CCM 6-22 (+16),,"GOOD FT by MCGRIFF,COLTON",1
10:02,,6,,24 (+18),"GOOD JUMPER by BARRON,MAC",BSC 6-24 (+18),,"GOOD JUMPER by BARRON,MAC",1
09:57,"GOOD JUMPER by BOYD,CHRIS",8,,24 (+16),,CCM 8-24 (+16),,"GOOD JUMPER by BOYD,CHRIS",1
09:48,,,,,"MISS JUMPER by BARRON,MAC",,,"MISS JUMPER by BARRON,MAC",1
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",1
09:43,,8,,26 (+18),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 8-26 (+18),,"GOOD LAYUP by BARRON,MAC(in the paint)",1
08:53,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",1
08:53,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",1
08:53,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
08:53,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",1
08:53,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
08:53,"SUB OUT by GARRETT,DANIEL",,,,,,,"SUB OUT by GARRETT,DANIEL",1
08:53,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
08:53,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",1
08:53,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
08:53,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
08:53,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
08:53,,,,,"SUB IN by MARTIN,SAM",,,"SUB IN by MARTIN,SAM",1
08:53,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
08:53,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",1
08:53,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",1
08:53,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
08:53,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
08:53,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
08:53,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
08:53,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
08:43,"MISS JUMPER by PHELPS,BEN",,,,,,,"MISS JUMPER by PHELPS,BEN",1
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",1
08:26,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
08:24,"STEAL  by BOYD,CHRIS",,,,,,,"STEAL  by BOYD,CHRIS",1
08:07,"GOOD JUMPER by PHELPS,BEN",10,,26 (+16),,CCM 10-26 (+16),,"GOOD JUMPER by PHELPS,BEN",1
07:54,,,,,"MISS 3PTR by HAYES,CONNER",,,"MISS 3PTR by HAYES,CONNER",1
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
07:46,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",1
07:44,"FOUL  by PHELPS,BEN",,,,,,,"FOUL  by PHELPS,BEN",1
07:29,,,,,"TURNOVER  by HAYES,CONNER",,,"TURNOVER  by HAYES,CONNER",1
07:29,,,,,"FOUL  by HAYES,CONNER",,,"FOUL  by HAYES,CONNER",1
07:20,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,"REBOUND OFF by ENGBERS,BRYANT",,,,,,,"REBOUND OFF by ENGBERS,BRYANT",1
07:11,"MISS 3PTR by FRIERSON,NATE",,,,,,,"MISS 3PTR by FRIERSON,NATE",1
--,,,,,"REBOUND DEF by MARTIN,SAM",,,"REBOUND DEF by MARTIN,SAM",1
07:05,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
07:05,,,,,"TURNOVER  by BARRON,MAC",,,"TURNOVER  by BARRON,MAC",1
06:37,"MISS LAYUP by DULK,MATT DEN",,,,,,,"MISS LAYUP by DULK,MATT DEN",1
--,,,,,"REBOUND DEF by HAYES,CONNER",,,"REBOUND DEF by HAYES,CONNER",1
06:28,,10,,29 (+19),"GOOD 3PTR by HAYES,CONNER",BSC 10-29 (+19),,"GOOD 3PTR by HAYES,CONNER",1
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",1
06:02,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,,,,,"REBOUND DEF by HAYES,CONNER",,,"REBOUND DEF by HAYES,CONNER",1
05:57,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",1
05:37,,,,,"TURNOVER  by MARTIN,SAM",,,"TURNOVER  by MARTIN,SAM",1
05:36,"STEAL  by BOYD,CHRIS",,,,,,,"STEAL  by BOYD,CHRIS",1
05:18,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",12,,29 (+17),,CCM 12-29 (+17),,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",1
--,"ASSIST  by PHELPS,BEN",,,,,,,"ASSIST  by PHELPS,BEN",1
05:05,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
05:05,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
05:05,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
05:05,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
05:05,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
05:05,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
05:05,,,,,"SUB OUT by MARTIN,SAM",,,"SUB OUT by MARTIN,SAM",1
05:05,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
05:05,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",1
05:05,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
05:02,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
04:48,"GOOD LAYUP by COX,TJ(in the paint)",14,,29 (+15),,CCM 14-29 (+15),,"GOOD LAYUP by COX,TJ(in the paint)",1
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",1
04:35,,14,,32 (+18),"GOOD 3PTR by WELCH,ROSS",BSC 14-32 (+18),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
04:26,"SUB IN by GARRETT,DANIEL",,,,,,,"SUB IN by GARRETT,DANIEL",1
04:26,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
04:26,"SUB IN by FERGUSON,TERON",,,,,,,"SUB IN by FERGUSON,TERON",1
04:26,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
04:26,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
04:26,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",1
04:26,"SUB OUT by DULK,MATT DEN",,,,,,,"SUB OUT by DULK,MATT DEN",1
04:26,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
04:26,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",1
04:26,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",1
04:20,"MISS JUMPER by GARRETT,DANIEL",,,,,,,"MISS JUMPER by GARRETT,DANIEL",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
04:18,"FOUL  by GARRETT,DANIEL",,,,,,,"FOUL  by GARRETT,DANIEL",1
04:18,,14,,33 (+19),"GOOD FT by WELCH,ROSS",BSC 14-33 (+19),,"GOOD FT by WELCH,ROSS",1
04:18,,14,,34 (+20),"GOOD FT by WELCH,ROSS",BSC 14-34 (+20),,"GOOD FT by WELCH,ROSS",1
03:47,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",1
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",1
03:29,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
03:11,"MISS 3PTR by FERGUSON,TERON",,,,,,,"MISS 3PTR by FERGUSON,TERON",1
--,,,,,"REBOUND DEF by GALFSKY,ANDER",,,"REBOUND DEF by GALFSKY,ANDER",1
02:51,,14,,37 (+23),"GOOD 3PTR by THOMAS,LARRY",BSC 14-37 (+23),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
02:21,"MISS 3PTR by GARRETT,DANIEL",,,,,,,"MISS 3PTR by GARRETT,DANIEL",1
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",1
02:10,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
02:10,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
02:10,"SUB OUT by FERGUSON,TERON",,,,,,,"SUB OUT by FERGUSON,TERON",1
02:10,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
02:10,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",1
02:10,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
02:10,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
02:10,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
02:10,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
02:10,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
02:10,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
02:10,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
02:10,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
01:43,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",16,,37 (+21),,CCM 16-37 (+21),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",1
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",1
01:28,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",1
01:28,,16,,38 (+22),"GOOD FT by MCLEAN,JAMES",BSC 16-38 (+22),,"GOOD FT by MCLEAN,JAMES",1
01:28,,16,,39 (+23),"GOOD FT by MCLEAN,JAMES",BSC 16-39 (+23),,"GOOD FT by MCLEAN,JAMES",1
01:08,"GOOD JUMPER by COX,TJ",18,,39 (+21),,CCM 18-39 (+21),,"GOOD JUMPER by COX,TJ",1
00:59,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",1
00:43,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",1
00:43,,18,,40 (+22),"GOOD FT by MCLEAN,JAMES",BSC 18-40 (+22),,"GOOD FT by MCLEAN,JAMES",1
00:43,,18,,41 (+23),"GOOD FT by MCLEAN,JAMES",BSC 18-41 (+23),,"GOOD FT by MCLEAN,JAMES",1
00:22,"GOOD LAYUP by COX,TJ(in the paint)",20,,41 (+21),,CCM 20-41 (+21),,"GOOD LAYUP by COX,TJ(in the paint)",1
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",1
00:00,,20,,44 (+24),"GOOD 3PTR by MCLEAN,JAMES",BSC 20-44 (+24),,"GOOD 3PTR by MCLEAN,JAMES",1
19:51,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",2
19:31,,20,,46 (+26),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 20-46 (+26),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
19:22,"GOOD JUMPER by MCGRIFF,COLTON",22,,46 (+24),,CCM 22-46 (+24),,"GOOD JUMPER by MCGRIFF,COLTON",2
19:01,,22,,49 (+27),"GOOD 3PTR by THOMAS,LARRY",BSC 22-49 (+27),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
18:48,"MISS DUNK by GARRETT,DANIEL",,,,,,,"MISS DUNK by GARRETT,DANIEL",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
18:40,"FOUL  by GARRETT,DANIEL",,,,,,,"FOUL  by GARRETT,DANIEL",2
18:31,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
18:31,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
18:20,"GOOD 3PTR by MCGRIFF,COLTON",25,,49 (+24),,CCM 25-49 (+24),,"GOOD 3PTR by MCGRIFF,COLTON",2
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",2
17:53,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
17:52,"STEAL  by GARRETT,DANIEL",,,,,,,"STEAL  by GARRETT,DANIEL",2
17:49,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
17:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:49,"GOOD FT by GARRETT,DANIEL",26,,49 (+23),,CCM 26-49 (+23),,"GOOD FT by GARRETT,DANIEL",2
17:49,"GOOD FT by GARRETT,DANIEL",27,,49 (+22),,CCM 27-49 (+22),,"GOOD FT by GARRETT,DANIEL",2
17:45,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
17:45,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
17:39,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
17:32,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
17:31,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
17:21,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
17:13,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
17:10,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",2
17:08,"GOOD LAYUP by GARRETT,DANIEL(fastbreak)(in the paint)",29,,49 (+20),,CCM 29-49 (+20),,"GOOD LAYUP by GARRETT,DANIEL(fastbreak)(in the paint)",2
16:51,,29,,51 (+22),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 29-51 (+22),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
