Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:37,"GOOD LAYUP by WAITS,LADARIUS(in the paint)",39 (+3),,36,,RUST 39-36 (-3),,"GOOD LAYUP by WAITS,LADARIUS(in the paint)",2
19:19,"FOUL  by CUNNINGHAM,AJ",,,,,,,"FOUL  by CUNNINGHAM,AJ",2
19:19,,39 (+2),,37,"GOOD FT by WELCH,ROSS",BSC 39-37 (-2),,"GOOD FT by WELCH,ROSS",2
19:19,,,,,"MISS FT by WELCH,ROSS",,,"MISS FT by WELCH,ROSS",2
--,"REBOUND DEF by LOWE,O'DARIUS",,,,,,,"REBOUND DEF by LOWE,O'DARIUS",2
19:08,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
19:08,"MISS FT by FAIRMAN,FREDERICK",,,,,,,"MISS FT by FAIRMAN,FREDERICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:08,"MISS FT by FAIRMAN,FREDERICK",,,,,,,"MISS FT by FAIRMAN,FREDERICK",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
18:40,,39,,40 (+1),"GOOD 3PTR by WELCH,ROSS",BSC 39-40 (+1),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",2
18:17,"MISS 3PTR by CUNNINGHAM,AJ",,,,,,,"MISS 3PTR by CUNNINGHAM,AJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:15,"SUB IN by HUDSON,DOMONIC",,,,,,,"SUB IN by HUDSON,DOMONIC",2
18:15,"SUB OUT by CUNNINGHAM,AJ",,,,,,,"SUB OUT by CUNNINGHAM,AJ",2
17:56,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
17:54,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
17:46,"GOOD JUMPER by LOWE,O'DARIUS",41 (+1),,40,,RUST 41-40 (-1),,"GOOD JUMPER by LOWE,O'DARIUS",2
17:30,,41,,42 (+1),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 41-42 (+1),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:16,"MISS 3PTR by HUDSON,DOMONIC",,,,,,,"MISS 3PTR by HUDSON,DOMONIC",2
--,"REBOUND OFF by FAIRMAN,FREDERICK",,,,,,,"REBOUND OFF by FAIRMAN,FREDERICK",2
17:16,"GOOD LAYUP by FAIRMAN,FREDERICK(in the paint)",43 (+1),,42,,RUST 43-42 (-1),,"GOOD LAYUP by FAIRMAN,FREDERICK(in the paint)",2
17:16,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
17:16,"MISS FT by FAIRMAN,FREDERICK",,,,,,,"MISS FT by FAIRMAN,FREDERICK",2
17:14,"GOOD FT by FAIRMAN,FREDERICK",44 (+2),,42,,RUST 44-42 (-2),,"GOOD FT by FAIRMAN,FREDERICK",2
17:02,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:45,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",46 (+4),,42,,RUST 46-42 (-4),,"GOOD LAYUP by LOWE,O'DARIUS(in the paint)",2
16:45,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
16:45,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:45,,46 (+3),,43,"GOOD FT by AVERY,ALEX",BSC 46-43 (-3),,"GOOD FT by AVERY,ALEX",2
16:44,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
16:44,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
16:35,"GOOD LAYUP by FAIRMAN,FREDERICK(in the paint)",48 (+5),,43,,RUST 48-43 (-5),,"GOOD LAYUP by FAIRMAN,FREDERICK(in the paint)",2
16:13,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
16:10,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
16:01,,,,,"MISS FT by GALFSKY,ANDER",,,"MISS FT by GALFSKY,ANDER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:01,,48 (+4),,44,"GOOD FT by GALFSKY,ANDER",BSC 48-44 (-4),,"GOOD FT by GALFSKY,ANDER",2
16:01,"SUB IN by ANDERSON,PAUL",,,,,,,"SUB IN by ANDERSON,PAUL",2
16:01,"SUB IN by DEAN,QUANTARIUS",,,,,,,"SUB IN by DEAN,QUANTARIUS",2
16:01,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
16:01,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
15:46,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
15:46,"SUB IN by BOWNES,JOHNATHAN",,,,,,,"SUB IN by BOWNES,JOHNATHAN",2
15:46,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
15:46,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
15:46,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
15:46,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
15:46,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
15:46,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:46,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
15:46,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
15:46,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
15:46,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
15:46,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:43,"MISS LAYUP by FAIRMAN,FREDERICK",,,,,,,"MISS LAYUP by FAIRMAN,FREDERICK",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
15:15,,48 (+1),,47,"GOOD 3PTR by HOLLE,MASON",BSC 48-47 (-1),,"GOOD 3PTR by HOLLE,MASON",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
15:03,"GOOD LAYUP by DEAN,QUANTARIUS(in the paint)",50 (+3),,47,,RUST 50-47 (-3),,"GOOD LAYUP by DEAN,QUANTARIUS(in the paint)",2
--,"ASSIST  by FAIRMAN,FREDERICK",,,,,,,"ASSIST  by FAIRMAN,FREDERICK",2
14:39,,50,,50,"GOOD 3PTR by CRAIN,JOHN",BSC 50-50 (0),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
14:05,"MISS LAYUP by FAIRMAN,FREDERICK",,,,,,,"MISS LAYUP by FAIRMAN,FREDERICK",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
13:58,,50,,52 (+2),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 50-52 (+2),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
13:47,"MISS 3PTR by HUDSON,DOMONIC",,,,,,,"MISS 3PTR by HUDSON,DOMONIC",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
13:40,,50,,55 (+5),"GOOD 3PTR by CRAIN,JOHN",BSC 50-55 (+5),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",2
13:33,"SUB IN by HUDSON,DOMONIC",,,,,,,"SUB IN by HUDSON,DOMONIC",2
13:33,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
13:33,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",2
13:33,"SUB IN by JOHNSON,DEVONTE",,,,,,,"SUB IN by JOHNSON,DEVONTE",2
13:33,"SUB IN by WAITS,LADARIUS",,,,,,,"SUB IN by WAITS,LADARIUS",2
13:33,"SUB OUT by ANDERSON,PAUL",,,,,,,"SUB OUT by ANDERSON,PAUL",2
13:33,"SUB OUT by FAIRMAN,FREDERICK",,,,,,,"SUB OUT by FAIRMAN,FREDERICK",2
13:33,"SUB OUT by BOWNES,JOHNATHAN",,,,,,,"SUB OUT by BOWNES,JOHNATHAN",2
13:33,"SUB OUT by DEAN,QUANTARIUS",,,,,,,"SUB OUT by DEAN,QUANTARIUS",2
13:33,"SUB OUT by HUDSON,DOMONIC",,,,,,,"SUB OUT by HUDSON,DOMONIC",2
13:29,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
13:21,,,,,"FOUL  by HOLLE,MASON",,,"FOUL  by HOLLE,MASON",2
13:17,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
13:17,"TURNOVER  by LOWE,O'DARIUS",,,,,,,"TURNOVER  by LOWE,O'DARIUS",2
13:08,,50,,57 (+7),"GOOD LAYUP by HOLLE,MASON(in the paint)",BSC 50-57 (+7),,"GOOD LAYUP by HOLLE,MASON(in the paint)",2
12:59,"TURNOVER  by MCCOLLUM,RICK",,,,,,,"TURNOVER  by MCCOLLUM,RICK",2
12:58,,,,,"STEAL  by MCLEAN,JAMES",,,"STEAL  by MCLEAN,JAMES",2
12:56,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
12:56,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",2
12:56,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
12:39,"TURNOVER  by MCCOLLUM,RICK",,,,,,,"TURNOVER  by MCCOLLUM,RICK",2
12:37,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",2
12:35,,50,,60 (+10),"GOOD 3PTR by CRAIN,JOHN",BSC 50-60 (+10),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",2
12:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:24,"SUB IN by MCCOLLUM,RICK",,,,,,,"SUB IN by MCCOLLUM,RICK",2
12:24,"SUB OUT by JOHNSON,DEVONTE",,,,,,,"SUB OUT by JOHNSON,DEVONTE",2
12:05,"MISS 3PTR by MCCOLLUM,RICK",,,,,,,"MISS 3PTR by MCCOLLUM,RICK",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
11:57,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
11:57,,50,,61 (+11),"GOOD FT by MCLEAN,JAMES",BSC 50-61 (+11),,"GOOD FT by MCLEAN,JAMES",2
11:57,,50,,62 (+12),"GOOD FT by MCLEAN,JAMES",BSC 50-62 (+12),,"GOOD FT by MCLEAN,JAMES",2
11:51,"MISS 3PTR by HUDSON,DOMONIC",,,,,,,"MISS 3PTR by HUDSON,DOMONIC",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
11:10,,50,,64 (+14),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 50-64 (+14),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
10:53,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
10:53,"SUB IN by CUNNINGHAM,AJ",,,,,,,"SUB IN by CUNNINGHAM,AJ",2
10:53,"SUB IN by WAITS,LADARIUS",,,,,,,"SUB IN by WAITS,LADARIUS",2
10:53,"SUB OUT by WILKINS,RYAN",,,,,,,"SUB OUT by WILKINS,RYAN",2
10:53,"SUB OUT by MCCOLLUM,RICK",,,,,,,"SUB OUT by MCCOLLUM,RICK",2
10:46,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
10:46,"GOOD FT by CUNNINGHAM,AJ",51,,64 (+13),,RUST 51-64 (+13),,"GOOD FT by CUNNINGHAM,AJ",2
10:46,"GOOD FT by CUNNINGHAM,AJ",52,,64 (+12),,RUST 52-64 (+12),,"GOOD FT by CUNNINGHAM,AJ",2
10:16,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
10:16,,,,,"MISS FT by HOLLE,MASON",,,"MISS FT by HOLLE,MASON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:16,,,,,"MISS FT by HOLLE,MASON",,,"MISS FT by HOLLE,MASON",2
--,"REBOUND DEF by CUNNINGHAM,AJ",,,,,,,"REBOUND DEF by CUNNINGHAM,AJ",2
10:16,"SUB IN by DEAN,QUANTARIUS",,,,,,,"SUB IN by DEAN,QUANTARIUS",2
10:16,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
10:03,"GOOD JUMPER by LOWE,O'DARIUS",54,,64 (+10),,RUST 54-64 (+10),,"GOOD JUMPER by LOWE,O'DARIUS",2
09:54,,54,,67 (+13),"GOOD 3PTR by MCLEAN,JAMES",BSC 54-67 (+13),,"GOOD 3PTR by MCLEAN,JAMES",2
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",2
09:45,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
09:45,"MISS FT by WAITS,LADARIUS",,,,,,,"MISS FT by WAITS,LADARIUS",2
--,,,,,"REBOUND DEF by MARTIN,SAM",,,"REBOUND DEF by MARTIN,SAM",2
09:45,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
09:45,,,,,"SUB IN by MARTIN,SAM",,,"SUB IN by MARTIN,SAM",2
09:45,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
09:45,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
09:45,,,,,"SUB IN by HAYES,CONNER",,,"SUB IN by HAYES,CONNER",2
09:45,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",2
09:45,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
09:45,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
09:45,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
09:45,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
09:27,,54,,69 (+15),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 54-69 (+15),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
09:14,"MISS 3PTR by DEAN,QUANTARIUS",,,,,,,"MISS 3PTR by DEAN,QUANTARIUS",2
--,"REBOUND OFF by HUDSON,DOMONIC",,,,,,,"REBOUND OFF by HUDSON,DOMONIC",2
09:04,"MISS 3PTR by HUDSON,DOMONIC",,,,,,,"MISS 3PTR by HUDSON,DOMONIC",2
--,"REBOUND OFF by CUNNINGHAM,AJ",,,,,,,"REBOUND OFF by CUNNINGHAM,AJ",2
09:02,"GOOD LAYUP by CUNNINGHAM,AJ(in the paint)",56,,69 (+13),,RUST 56-69 (+13),,"GOOD LAYUP by CUNNINGHAM,AJ(in the paint)",2
08:53,,56,,71 (+15),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 56-71 (+15),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,,,,,"ASSIST  by MARTIN,SAM",,,"ASSIST  by MARTIN,SAM",2
08:44,"MISS LAYUP by HUDSON,DOMONIC",,,,,,,"MISS LAYUP by HUDSON,DOMONIC",2
08:44,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:44,"SUB IN by FAIRMAN,FREDERICK",,,,,,,"SUB IN by FAIRMAN,FREDERICK",2
08:44,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
08:44,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
08:44,"SUB OUT by DEAN,QUANTARIUS",,,,,,,"SUB OUT by DEAN,QUANTARIUS",2
08:38,"GOOD 3PTR by CUNNINGHAM,AJ",59,,71 (+12),,RUST 59-71 (+12),,"GOOD 3PTR by CUNNINGHAM,AJ",2
--,"ASSIST  by WAITS,LADARIUS",,,,,,,"ASSIST  by WAITS,LADARIUS",2
08:20,,59,,73 (+14),"GOOD LAYUP by BARRON,MAC(in the paint)",BSC 59-73 (+14),,"GOOD LAYUP by BARRON,MAC(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
08:12,"MISS JUMPER by HUDSON,DOMONIC",,,,,,,"MISS JUMPER by HUDSON,DOMONIC",2
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",2
08:03,,59,,76 (+17),"GOOD 3PTR by MARTIN,SAM",BSC 59-76 (+17),,"GOOD 3PTR by MARTIN,SAM",2
07:50,"MISS 3PTR by CUNNINGHAM,AJ",,,,,,,"MISS 3PTR by CUNNINGHAM,AJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:47,"TURNOVER  by HUDSON,DOMONIC",,,,,,,"TURNOVER  by HUDSON,DOMONIC",2
07:47,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
07:47,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
07:47,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
07:47,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
07:46,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
07:46,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",2
07:46,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",2
07:46,"SUB OUT by HUDSON,DOMONIC",,,,,,,"SUB OUT by HUDSON,DOMONIC",2
07:39,,59,,79 (+20),"GOOD 3PTR by MARTIN,SAM",BSC 59-79 (+20),,"GOOD 3PTR by MARTIN,SAM",2
--,,,,,"ASSIST  by HAYES,CONNER",,,"ASSIST  by HAYES,CONNER",2
07:28,"GOOD 3PTR by STUCKEY,CURTIS",62,,79 (+17),,RUST 62-79 (+17),,"GOOD 3PTR by STUCKEY,CURTIS",2
--,"ASSIST  by WAITS,LADARIUS",,,,,,,"ASSIST  by WAITS,LADARIUS",2
07:12,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
07:12,,62,,80 (+18),"GOOD FT by HAYES,CONNER",BSC 62-80 (+18),,"GOOD FT by HAYES,CONNER",2
07:12,,62,,81 (+19),"GOOD FT by HAYES,CONNER",BSC 62-81 (+19),,"GOOD FT by HAYES,CONNER",2
07:12,"SUB IN by BOWNES,JOHNATHAN",,,,,,,"SUB IN by BOWNES,JOHNATHAN",2
07:12,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",2
07:07,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
07:07,"MISS FT by STUCKEY,CURTIS",,,,,,,"MISS FT by STUCKEY,CURTIS",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
06:43,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
06:40,"STEAL  by CUNNINGHAM,AJ",,,,,,,"STEAL  by CUNNINGHAM,AJ",2
06:33,"MISS 3PTR by CUNNINGHAM,AJ",,,,,,,"MISS 3PTR by CUNNINGHAM,AJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:31,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
06:31,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
06:31,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
06:31,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
06:31,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
06:31,,,,,"SUB OUT by MARTIN,SAM",,,"SUB OUT by MARTIN,SAM",2
06:31,,,,,"SUB OUT by HAYES,CONNER",,,"SUB OUT by HAYES,CONNER",2
06:31,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",2
06:16,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
06:16,,62,,82 (+20),"GOOD FT by THOMAS,LARRY",BSC 62-82 (+20),,"GOOD FT by THOMAS,LARRY",2
06:16,,62,,83 (+21),"GOOD FT by THOMAS,LARRY",BSC 62-83 (+21),,"GOOD FT by THOMAS,LARRY",2
06:13,"TURNOVER  by FAIRMAN,FREDERICK",,,,,,,"TURNOVER  by FAIRMAN,FREDERICK",2
06:12,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
06:09,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
06:07,,62,,86 (+24),"GOOD 3PTR by WELCH,ROSS",BSC 62-86 (+24),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by GALFSKY,ANDER",,,"ASSIST  by GALFSKY,ANDER",2
05:57,"TURNOVER  by WAITS,LADARIUS",,,,,,,"TURNOVER  by WAITS,LADARIUS",2
05:55,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
05:53,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
05:50,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
05:42,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
05:36,,62,,89 (+27),"GOOD 3PTR by THOMAS,LARRY",BSC 62-89 (+27),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
05:30,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
05:30,"MISS FT by WAITS,LADARIUS",,,,,,,"MISS FT by WAITS,LADARIUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:30,"MISS FT by WAITS,LADARIUS",,,,,,,"MISS FT by WAITS,LADARIUS",2
--,"REBOUND OFF by FAIRMAN,FREDERICK",,,,,,,"REBOUND OFF by FAIRMAN,FREDERICK",2
05:30,"GOOD TIPIN by FAIRMAN,FREDERICK(in the paint)",64,,89 (+25),,RUST 64-89 (+25),,"GOOD TIPIN by FAIRMAN,FREDERICK(in the paint)",2
05:30,"SUB IN by JOHNSON,DEVONTE",,,,,,,"SUB IN by JOHNSON,DEVONTE",2
05:30,"SUB IN by JEFFRIES,DEANDRE",,,,,,,"SUB IN by JEFFRIES,DEANDRE",2
05:30,"SUB IN by WILLIAMS,JAY",,,,,,,"SUB IN by WILLIAMS,JAY",2
05:30,"SUB OUT by BOWNES,JOHNATHAN",,,,,,,"SUB OUT by BOWNES,JOHNATHAN",2
05:30,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
05:30,"SUB OUT by CUNNINGHAM,AJ",,,,,,,"SUB OUT by CUNNINGHAM,AJ",2
05:14,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
05:14,"SUB IN by ANDERSON,PAUL",,,,,,,"SUB IN by ANDERSON,PAUL",2
05:14,"SUB OUT by FAIRMAN,FREDERICK",,,,,,,"SUB OUT by FAIRMAN,FREDERICK",2
05:14,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
05:06,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
05:06,"BLOCK  by POTTS,ALLEN",,,,,,,"BLOCK  by POTTS,ALLEN",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
05:03,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
05:01,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by POTTS,ALLEN",,,,,,,"REBOUND DEF by POTTS,ALLEN",2
05:01,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
05:01,"GOOD FT by POTTS,ALLEN",65,,89 (+24),,RUST 65-89 (+24),,"GOOD FT by POTTS,ALLEN",2
05:01,"GOOD FT by POTTS,ALLEN",66,,89 (+23),,RUST 66-89 (+23),,"GOOD FT by POTTS,ALLEN",2
05:01,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",2
05:01,"SUB OUT by JEFFRIES,DEANDRE",,,,,,,"SUB OUT by JEFFRIES,DEANDRE",2
04:49,,66,,91 (+25),"GOOD LAYUP by GALFSKY,ANDER(in the paint)",BSC 66-91 (+25),,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
04:33,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
04:33,"GOOD FT by JOHNSON,DEVONTE",67,,91 (+24),,RUST 67-91 (+24),,"GOOD FT by JOHNSON,DEVONTE",2
