Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,BSCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
17:18,,9 (+4),,5,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 9-5 (-4),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",1
17:04,"GOOD JUMPER by KINNEY,JORDAN(fastbreak)",11 (+6),,5,,OUM 11-5 (-6),,"GOOD JUMPER by KINNEY,JORDAN(fastbreak)",1
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",1
16:38,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
16:38,"STEAL  by PATRICK,DREW",,,,,,,"STEAL  by PATRICK,DREW",1
16:38,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",1
16:38,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",1
16:38,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
16:25,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
16:12,,11 (+4),,7,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSCM 11-7 (-4),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
15:59,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",1
15:46,"MISS JUMPER by BATES,ROMELLO",,,,,,,"MISS JUMPER by BATES,ROMELLO",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
15:39,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",1
15:30,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",13 (+6),,7,,OUM 13-7 (-6),,"GOOD LAYUP by BATES,ROMELLO(fastbreak)(in the paint)",1
--,"ASSIST  by LAWRENCE,CHRIS",,,,,,,"ASSIST  by LAWRENCE,CHRIS",1
15:10,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
15:09,"STEAL  by BATES,ROMELLO",,,,,,,"STEAL  by BATES,ROMELLO",1
15:04,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
15:03,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",1
15:00,,13 (+4),,9,"GOOD LAYUP by WELCH,ROSS(fastbreak)(in the paint)",BSCM 13-9 (-4),,"GOOD LAYUP by WELCH,ROSS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
14:22,"GOOD 3PTR by LAWRENCE,CHRIS",16 (+7),,9,,OUM 16-9 (-7),,"GOOD 3PTR by LAWRENCE,CHRIS",1
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",1
14:04,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,"REBOUND DEF by SIGRIST,CONNOR",,,,,,,"REBOUND DEF by SIGRIST,CONNOR",1
14:04,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",1
14:04,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
14:04,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",1
14:04,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
14:04,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",1
14:04,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",1
14:04,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",1
14:04,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",1
14:04,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
14:04,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
14:04,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
14:04,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
14:04,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
13:49,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",1
--,"REBOUND OFF by DAVIS,ALEX",,,,,,,"REBOUND OFF by DAVIS,ALEX",1
13:31,"MISS JUMPER by SMITH,CONNOR",,,,,,,"MISS JUMPER by SMITH,CONNOR",1
--,,,,,"REBOUND DEF by HARDIMAN,BEN",,,"REBOUND DEF by HARDIMAN,BEN",1
13:16,,,,,"TURNOVER  by HARDIMAN,BEN",,,"TURNOVER  by HARDIMAN,BEN",1
13:13,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",1
13:13,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",1
12:58,"GOOD 3PTR by ANDINO,GEORGE",19 (+10),,9,,OUM 19-9 (-10),,"GOOD 3PTR by ANDINO,GEORGE",1
--,"ASSIST  by SMITH,CONNOR",,,,,,,"ASSIST  by SMITH,CONNOR",1
12:25,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",1
12:24,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",1
12:24,,19 (+9),,10,"GOOD FT by THOMAS,LARRY",BSCM 19-10 (-9),,"GOOD FT by THOMAS,LARRY",1
12:24,,19 (+8),,11,"GOOD FT by THOMAS,LARRY",BSCM 19-11 (-8),,"GOOD FT by THOMAS,LARRY",1
12:24,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
12:24,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
11:59,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
11:59,"MISS FT by DAVIS,ALEX",,,,,,,"MISS FT by DAVIS,ALEX",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:59,"GOOD FT by DAVIS,ALEX",20 (+9),,11,,OUM 20-11 (-9),,"GOOD FT by DAVIS,ALEX",1
11:59,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",1
11:59,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",1
11:31,,20 (+7),,13,"GOOD LAYUP by CRAIN,JOHN(in the paint)",BSCM 20-13 (-7),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",1
11:22,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
10:58,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",1
10:58,,,,,"MISS FT by HARDIMAN,BEN",,,"MISS FT by HARDIMAN,BEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:58,,20 (+6),,14,"GOOD FT by HARDIMAN,BEN",BSCM 20-14 (-6),,"GOOD FT by HARDIMAN,BEN",1
10:58,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",1
10:58,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
10:58,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
10:58,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
10:58,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
10:58,,,,,"SUB OUT by HARDIMAN,BEN",,,"SUB OUT by HARDIMAN,BEN",1
10:58,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
10:58,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
10:56,"GOOD LAYUP by BATES,ROMELLO(in the paint)",22 (+8),,14,,OUM 22-14 (-8),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",1
10:25,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",1
10:15,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",24 (+10),,14,,OUM 24-14 (-10),,"GOOD LAYUP by PATRICK,DREW(fastbreak)(in the paint)",1
09:59,,24 (+7),,17,"GOOD 3PTR by WELCH,ROSS",BSCM 24-17 (-7),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
09:20,"MISS JUMPER by BATES,ROMELLO",,,,,,,"MISS JUMPER by BATES,ROMELLO",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
09:15,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",1
09:08,"GOOD 3PTR by PATRICK,DREW(fastbreak)",27 (+10),,17,,OUM 27-17 (-10),,"GOOD 3PTR by PATRICK,DREW(fastbreak)",1
08:45,,,,,"MISS LAYUP by WELCH,ROSS",,,"MISS LAYUP by WELCH,ROSS",1
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",1
08:41,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
08:41,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",1
08:41,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",1
08:41,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
08:41,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
08:26,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",1
08:26,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
08:26,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
08:21,,27 (+8),,19,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSCM 27-19 (-8),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
08:21,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",1
08:21,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",1
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",1
08:04,"MISS JUMPER by SIGRIST,CONNOR",,,,,,,"MISS JUMPER by SIGRIST,CONNOR",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
07:40,,,,,"MISS LAYUP by WELCH,ROSS",,,"MISS LAYUP by WELCH,ROSS",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
07:38,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",1
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",1
07:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
07:13,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",1
07:13,"GOOD FT by DAVIS,ALEX",28 (+9),,19,,OUM 28-19 (-9),,"GOOD FT by DAVIS,ALEX",1
07:13,"GOOD FT by DAVIS,ALEX",29 (+10),,19,,OUM 29-19 (-10),,"GOOD FT by DAVIS,ALEX",1
07:13,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",1
07:13,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
07:13,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
07:13,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
06:54,,29 (+8),,21,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSCM 29-21 (-8),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
06:43,"GOOD 3PTR by SMITH,CONNOR",32 (+11),,21,,OUM 32-21 (-11),,"GOOD 3PTR by SMITH,CONNOR",1
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",1
06:29,,32 (+9),,23,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 32-23 (-9),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
06:14,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
06:14,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
06:14,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
05:52,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
05:51,"STEAL  by SMITH,CONNOR",,,,,,,"STEAL  by SMITH,CONNOR",1
05:51,"TURNOVER  by SMITH,CONNOR",,,,,,,"TURNOVER  by SMITH,CONNOR",1
05:51,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
05:51,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
05:51,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
05:51,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
05:38,,32 (+7),,25,"GOOD LAYUP by THOM,IAN(in the paint)",BSCM 32-25 (-7),,"GOOD LAYUP by THOM,IAN(in the paint)",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
05:38,"FOUL  by SMITH,CONNOR",,,,,,,"FOUL  by SMITH,CONNOR",1
05:38,,32 (+6),,26,"GOOD FT by THOM,IAN",BSCM 32-26 (-6),,"GOOD FT by THOM,IAN",1
05:18,"MISS LAYUP by BATES,ROMELLO",,,,,,,"MISS LAYUP by BATES,ROMELLO",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
05:13,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",1
05:13,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:13,,32 (+5),,27,"GOOD FT by THOMAS,LARRY",BSCM 32-27 (-5),,"GOOD FT by THOMAS,LARRY",1
05:13,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
05:13,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",1
04:59,"MISS JUMPER by PATRICK,DREW",,,,,,,"MISS JUMPER by PATRICK,DREW",1
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",1
04:57,"MISS JUMPER by SIGRIST,CONNOR",,,,,,,"MISS JUMPER by SIGRIST,CONNOR",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
04:49,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",1
04:44,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",1
04:23,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",1
04:23,"GOOD FT by SMITH,CONNOR",33 (+6),,27,,OUM 33-27 (-6),,"GOOD FT by SMITH,CONNOR",1
04:23,"GOOD FT by SMITH,CONNOR",34 (+7),,27,,OUM 34-27 (-7),,"GOOD FT by SMITH,CONNOR",1
04:10,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",1
04:10,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
04:10,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
03:47,"MISS LAYUP by PATRICK,DREW",,,,,,,"MISS LAYUP by PATRICK,DREW",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
03:43,,34 (+5),,29,"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",BSCM 34-29 (-5),,"GOOD LAYUP by MCLEAN,JAMES(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
03:27,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",1
03:27,"GOOD FT by SMITH,CONNOR",35 (+6),,29,,OUM 35-29 (-6),,"GOOD FT by SMITH,CONNOR",1
03:27,"GOOD FT by SMITH,CONNOR",36 (+7),,29,,OUM 36-29 (-7),,"GOOD FT by SMITH,CONNOR",1
03:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
03:27,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",1
03:27,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",1
03:27,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
03:27,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
03:27,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
03:27,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
03:05,,36 (+5),,31,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 36-31 (-5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
02:52,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
02:41,,36 (+3),,33,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",BSCM 36-33 (-3),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",1
02:17,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",1
02:17,"TURNOVER  by LAWRENCE,CHRIS",,,,,,,"TURNOVER  by LAWRENCE,CHRIS",1
02:17,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
02:17,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
02:17,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
02:17,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
02:04,,36 (+1),,35,"GOOD LAYUP by WELCH,ROSS(in the paint)",BSCM 36-35 (-1),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
01:52,"GOOD JUMPER by BATES,ROMELLO",38 (+3),,35,,OUM 38-35 (-3),,"GOOD JUMPER by BATES,ROMELLO",1
01:27,,38,,38,"GOOD 3PTR by HOLLE,MASON",BSCM 38-38 (0),,"GOOD 3PTR by HOLLE,MASON",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
01:11,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
01:02,,,,,"MISS LAYUP by LEWIS,EVAN",,,"MISS LAYUP by LEWIS,EVAN",1
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",1
00:41,"MISS 3PTR by BATES,ROMELLO",,,,,,,"MISS 3PTR by BATES,ROMELLO",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
00:10,,38,,40 (+2),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSCM 38-40 (+2),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
00:03,"TURNOVER  by BATES,ROMELLO",,,,,,,"TURNOVER  by BATES,ROMELLO",1
00:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:00,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:42,,38,,43 (+5),"GOOD 3PTR by DENEKA,HARRISON",BSCM 38-43 (+5),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
19:25,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",40,,43 (+3),,OUM 40-43 (+3),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
19:12,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
19:01,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",42,,43 (+1),,OUM 42-43 (+1),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",2
18:48,,42,,46 (+4),"GOOD 3PTR by THOMAS,LARRY",BSCM 42-46 (+4),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
18:33,"GOOD JUMPER by KINNEY,JORDAN",44,,46 (+2),,OUM 44-46 (+2),,"GOOD JUMPER by KINNEY,JORDAN",2
18:13,,44,,49 (+5),"GOOD 3PTR by THOMAS,LARRY",BSCM 44-49 (+5),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
17:52,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
17:22,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
17:22,"BLOCK  by LAWRENCE,CHRIS",,,,,,,"BLOCK  by LAWRENCE,CHRIS",2
--,"REBOUND DEF by LAWRENCE,CHRIS",,,,,,,"REBOUND DEF by LAWRENCE,CHRIS",2
