Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
19:30,,0,,3 (+3),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 0-3 (-3),,"GOOD 3PTR by WILLIAMS,JORDEN",1
19:25,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
19:25,,0,,4 (+4),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 0-4 (-4),,"GOOD FT by WILLIAMS,JORDEN",1
19:08,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",1
18:56,,0,,7 (+7),"GOOD 3PTR by BROWN,SETH",SEWANEE 0-7 (-7),,"GOOD 3PTR by BROWN,SETH",1
18:34,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
18:00,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
17:29,"MISS JUMPER by GALFSKY,ANDER",,,,,,,"MISS JUMPER by GALFSKY,ANDER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
16:49,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
16:36,"GOOD 3PTR by WELCH,ROSS",3,,7 (+4),,BIRMINGH 3-7 (-4),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by GALFSKY,ANDER",,,,,,,"ASSIST  by GALFSKY,ANDER",1
16:21,,3,,10 (+7),"GOOD 3PTR by TOME,MATT",SEWANEE 3-10 (-7),,"GOOD 3PTR by TOME,MATT",1
--,,,,,"ASSIST  by CALDWELL,MARCELLUS",,,"ASSIST  by CALDWELL,MARCELLUS",1
15:56,"GOOD 3PTR by WELCH,ROSS",6,,10 (+4),,BIRMINGH 6-10 (-4),,"GOOD 3PTR by WELCH,ROSS",1
15:35,,6,,12 (+6),"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 6-12 (-6),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
15:26,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
15:19,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
15:19,,6,,13 (+7),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 6-13 (-7),,"GOOD FT by WILLIAMS,JORDEN",1
15:19,,6,,14 (+8),"GOOD FT by WILLIAMS,JORDEN",SEWANEE 6-14 (-8),,"GOOD FT by WILLIAMS,JORDEN",1
15:19,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
15:19,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
15:19,"SUB IN by HARDIMAN,BEN",,,,,,,"SUB IN by HARDIMAN,BEN",1
15:19,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
15:19,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
15:19,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
15:19,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",1
15:19,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
15:19,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
15:19,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
15:19,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
15:19,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
15:09,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
15:01,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",1
15:01,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
15:01,,6,,15 (+9),"GOOD FT by CALDWELL,MARCELLUS",SEWANEE 6-15 (-9),,"GOOD FT by CALDWELL,MARCELLUS",1
15:01,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
15:01,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
14:42,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
14:26,"GOOD 3PTR by WELCH,ROSS",9,,15 (+6),,BIRMINGH 9-15 (-6),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
13:56,,9,,17 (+8),"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 9-17 (-8),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
13:43,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
13:30,,,,,"STEAL  by CALDWELL,MARCELLUS",,,"STEAL  by CALDWELL,MARCELLUS",1
13:28,,9,,19 (+10),"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",SEWANEE 9-19 (-10),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",1
13:10,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
13:02,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",1
12:58,"GOOD JUMPER by MCLEAN,JAMES",11,,19 (+8),,BIRMINGH 11-19 (-8),,"GOOD JUMPER by MCLEAN,JAMES",1
12:58,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
12:58,"GOOD FT by MCLEAN,JAMES",12,,19 (+7),,BIRMINGH 12-19 (-7),,"GOOD FT by MCLEAN,JAMES",1
12:58,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",1
12:58,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
12:58,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
12:58,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
12:58,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
12:58,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
12:58,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
12:50,,12,,21 (+9),"GOOD JUMPER by VEAL,ROBERT(in the paint)",SEWANEE 12-21 (-9),,"GOOD JUMPER by VEAL,ROBERT(in the paint)",1
12:21,"MISS 3PTR by HOLLE,MASON",,,,,,,"MISS 3PTR by HOLLE,MASON",1
--,"REBOUND OFF by CRAIN,JOHN",,,,,,,"REBOUND OFF by CRAIN,JOHN",1
12:07,"GOOD JUMPER by HARDIMAN,BEN(in the paint)",14,,21 (+7),,BIRMINGH 14-21 (-7),,"GOOD JUMPER by HARDIMAN,BEN(in the paint)",1
11:55,,,,,"MISS LAYUP by JENNINGS,WILL",,,"MISS LAYUP by JENNINGS,WILL",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
11:42,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
11:42,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
11:36,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",1
11:36,"GOOD FT by LEWIS,EVAN",15,,21 (+6),,BIRMINGH 15-21 (-6),,"GOOD FT by LEWIS,EVAN",1
11:36,"GOOD FT by LEWIS,EVAN",16,,21 (+5),,BIRMINGH 16-21 (-5),,"GOOD FT by LEWIS,EVAN",1
11:36,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",1
11:36,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
11:36,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
11:36,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
11:36,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
11:36,"SUB OUT by HARDIMAN,BEN",,,,,,,"SUB OUT by HARDIMAN,BEN",1
11:36,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",1
11:36,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
11:36,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
11:36,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
11:36,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
11:36,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
11:36,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
11:36,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
11:19,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",1
11:16,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
11:16,"MISS FT by BARRON,MAC",,,,,,,"MISS FT by BARRON,MAC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:16,"MISS FT by BARRON,MAC",,,,,,,"MISS FT by BARRON,MAC",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
11:14,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
11:14,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
11:04,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
10:37,"MISS JUMPER by BARRON,MAC",,,,,,,"MISS JUMPER by BARRON,MAC",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
10:24,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
10:11,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",1
10:07,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",1
10:02,,16,,23 (+7),"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",SEWANEE 16-23 (-7),,"GOOD LAYUP by CALDWELL,MARCELLUS(fastbreak)(in the paint)",1
