Time Remaining,M-973,Away Team Score,Play Team Indicator,Home Team Score,M-426,Game Score,Team Indicator,Play,Period
19:36,,,,,"MISS 3PTR by BLANZ,BUCK",,,"MISS 3PTR by BLANZ,BUCK",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
19:29,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",1
19:29,"TURNOVER  by MOORE,MYLES",,,,,,,"TURNOVER  by MOORE,MYLES",1
19:17,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",1
19:04,"GOOD JUMPER by MOORE,MYLES(in the paint)",2 (+2),,0,,M-973 2-0 (-2),,"GOOD JUMPER by MOORE,MYLES(in the paint)",1
18:50,,2,,2,"GOOD JUMPER by CARVELLI,CAMERON(in the paint)",M-426 2-2 (0),,"GOOD JUMPER by CARVELLI,CAMERON(in the paint)",1
18:29,"GOOD 3PTR by WEHUNT,DAWSON",5 (+3),,2,,M-973 5-2 (-3),,"GOOD 3PTR by WEHUNT,DAWSON",1
--,"ASSIST  by HAYNES,CALEB",,,,,,,"ASSIST  by HAYNES,CALEB",1
18:17,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",1
18:01,"TURNOVER  by HAYNES,CALEB",,,,,,,"TURNOVER  by HAYNES,CALEB",1
18:01,,,,,"STEAL  by SULLIVAN,MICHAEL",,,"STEAL  by SULLIVAN,MICHAEL",1
17:55,"FOUL  by WEHUNT,DAWSON",,,,,,,"FOUL  by WEHUNT,DAWSON",1
17:55,,5 (+2),,3,"GOOD FT by SULLIVAN,MICHAEL(fastbreak)",M-426 5-3 (-2),,"GOOD FT by SULLIVAN,MICHAEL(fastbreak)",1
17:55,,5 (+1),,4,"GOOD FT by SULLIVAN,MICHAEL(fastbreak)",M-426 5-4 (-1),,"GOOD FT by SULLIVAN,MICHAEL(fastbreak)",1
17:35,"MISS 3PTR by CLARK,ETHAN",,,,,,,"MISS 3PTR by CLARK,ETHAN",1
--,,,,,"REBOUND DEF by VAN PELT,JUSTIN",,,"REBOUND DEF by VAN PELT,JUSTIN",1
17:23,,,,,"MISS 3PTR by MCLAURIN,RYAN",,,"MISS 3PTR by MCLAURIN,RYAN",1
--,,,,,"REBOUND OFF by VAN PELT,JUSTIN",,,"REBOUND OFF by VAN PELT,JUSTIN",1
17:01,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",,,"MISS 3PTR by SULLIVAN,MICHAEL",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
16:50,"TURNOVER  by HAYNES,CALEB",,,,,,,"TURNOVER  by HAYNES,CALEB",1
16:50,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",1
16:50,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",1
