Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,LETU,Game Score,Team Indicator,Play,Period
14:29,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",1
14:29,"SUB IN by MEADS,TYSIN",,,,,,,"SUB IN by MEADS,TYSIN",1
14:29,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",1
14:22,,,,,"MISS 3PTR by WEST,NATE",,,"MISS 3PTR by WEST,NATE",1
--,,,,,"REBOUND OFF by MOORE,JUSTIN",,,"REBOUND OFF by MOORE,JUSTIN",1
14:10,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",1
14:10,,,,,"MISS FT by MATTHEWS,KYLE",,,"MISS FT by MATTHEWS,KYLE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:10,,8,,14 (+6),"GOOD FT by MATTHEWS,KYLE",LETU 8-14 (-6),,"GOOD FT by MATTHEWS,KYLE",1
14:10,,,,,"SUB IN by MATTSON,SETH",,,"SUB IN by MATTSON,SETH",1
14:10,,,,,"SUB OUT by MATTHEWS,KYLE",,,"SUB OUT by MATTHEWS,KYLE",1
13:57,"GOOD 3PTR by BECKER,SAXTON",11,,14 (+3),,MIL 11-14 (-3),,"GOOD 3PTR by BECKER,SAXTON",1
13:28,,,,,"MISS 3PTR by MOORE,JUSTIN",,,"MISS 3PTR by MOORE,JUSTIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:14,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",1
13:13,,,,,"STEAL  by MOORE,JUSTIN",,,"STEAL  by MOORE,JUSTIN",1
13:11,,,,,"MISS LAYUP by MOORE,JUSTIN",,,"MISS LAYUP by MOORE,JUSTIN",1
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",1
12:58,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",1
--,,,,,"REBOUND DEF by SEIDL,CHRISTIAN",,,"REBOUND DEF by SEIDL,CHRISTIAN",1
12:48,,11,,16 (+5),"GOOD JUMPER by WEST,NATE",LETU 11-16 (-5),,"GOOD JUMPER by WEST,NATE",1
12:24,,,,,"SUB IN by TAYLOR,KORRIN",,,"SUB IN by TAYLOR,KORRIN",1
12:24,,,,,"SUB OUT by SEIDL,CHRISTIAN",,,"SUB OUT by SEIDL,CHRISTIAN",1
12:15,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",1
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",1
12:13,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",13,,16 (+3),,MIL 13-16 (-3),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",1
12:00,,,,,"MISS LAYUP by TAYLOR,KORRIN",,,"MISS LAYUP by TAYLOR,KORRIN",1
12:00,"BLOCK  by VAN PELT,JUSTIN",,,,,,,"BLOCK  by VAN PELT,JUSTIN",1
--,,,,,"REBOUND OFF by TAYLOR,KORRIN",,,"REBOUND OFF by TAYLOR,KORRIN",1
11:56,,,,,"MISS LAYUP by TAYLOR,KORRIN",,,"MISS LAYUP by TAYLOR,KORRIN",1
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",1
11:39,"TURNOVER  by MCLAURIN,RYAN",,,,,,,"TURNOVER  by MCLAURIN,RYAN",1
11:38,,,,,"STEAL  by MOORE,JUSTIN",,,"STEAL  by MOORE,JUSTIN",1
11:33,,,,,"MISS LAYUP by MOORE,JUSTIN",,,"MISS LAYUP by MOORE,JUSTIN",1
--,,,,,"REBOUND OFF by LOGGINS,CALEB",,,"REBOUND OFF by LOGGINS,CALEB",1
11:31,,13,,18 (+5),"GOOD TIPIN by LOGGINS,CALEB(in the paint)",LETU 13-18 (-5),,"GOOD TIPIN by LOGGINS,CALEB(in the paint)",1
11:15,"GOOD 3PTR by BECKER,SAXTON",16,,18 (+2),,MIL 16-18 (-2),,"GOOD 3PTR by BECKER,SAXTON",1
--,"ASSIST  by MCLAURIN,RYAN",,,,,,,"ASSIST  by MCLAURIN,RYAN",1
10:57,,,,,"TURNOVER  by WEST,NATE",,,"TURNOVER  by WEST,NATE",1
10:57,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,1
10:57,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",1
10:57,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",1
10:57,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",1
10:57,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",1
10:57,"SUB OUT by MEADS,TYSIN",,,,,,,"SUB OUT by MEADS,TYSIN",1
10:57,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",1
10:42,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",1
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",1
10:23,,16,,20 (+4),"GOOD JUMPER by LOGGINS,CALEB",LETU 16-20 (-4),,"GOOD JUMPER by LOGGINS,CALEB",1
10:04,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",18,,20 (+2),,MIL 18-20 (-2),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",1
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",1
09:47,,,,,"MISS JUMPER by LOGGINS,CALEB",,,"MISS JUMPER by LOGGINS,CALEB",1
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",1
09:39,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",1
09:39,,,,,"SUB IN by GERBER,ELIJAH",,,"SUB IN by GERBER,ELIJAH",1
09:39,,,,,"SUB IN by SEIDL,CHRISTIAN",,,"SUB IN by SEIDL,CHRISTIAN",1
09:39,,,,,"SUB OUT by LOGGINS,CALEB",,,"SUB OUT by LOGGINS,CALEB",1
09:39,,,,,"SUB OUT by TAYLOR,KORRIN",,,"SUB OUT by TAYLOR,KORRIN",1
09:26,,,,,"MISS 3PTR by GERBER,ELIJAH",,,"MISS 3PTR by GERBER,ELIJAH",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:23,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",1
09:17,,,,,"TURNOVER  by WEST,NATE",,,"TURNOVER  by WEST,NATE",1
09:17,"STEAL  by BECKER,SAXTON",,,,,,,"STEAL  by BECKER,SAXTON",1
09:17,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",1
09:13,,,,,"MISS 3PTR by WEST,NATE",,,"MISS 3PTR by WEST,NATE",1
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",1
09:04,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:01,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",1
09:01,,,,,"SUB IN by JOHNSON,RASHARD",,,"SUB IN by JOHNSON,RASHARD",1
09:01,,,,,"SUB IN by BIRD,CJ",,,"SUB IN by BIRD,CJ",1
09:01,,,,,"SUB OUT by MOORE,JUSTIN",,,"SUB OUT by MOORE,JUSTIN",1
09:01,,,,,"SUB OUT by MATTSON,SETH",,,"SUB OUT by MATTSON,SETH",1
08:53,,18,,22 (+4),"GOOD JUMPER by WEST,NATE(in the paint)",LETU 18-22 (-4),,"GOOD JUMPER by WEST,NATE(in the paint)",1
08:24,"MISS 3PTR by BURNETT,DREW",,,,,,,"MISS 3PTR by BURNETT,DREW",1
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",1
08:15,,18,,25 (+7),"GOOD 3PTR by BIRD,CJ(fastbreak)",LETU 18-25 (-7),,"GOOD 3PTR by BIRD,CJ(fastbreak)",1
--,,,,,"ASSIST  by WEST,NATE",,,"ASSIST  by WEST,NATE",1
07:39,"TURNOVER  by BECKER,SAXTON",,,,,,,"TURNOVER  by BECKER,SAXTON",1
07:39,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:39,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",1
07:39,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",1
07:39,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",1
07:39,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",1
07:39,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
07:39,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",1
07:39,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",1
07:39,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",1
07:21,"FOUL  by OWENS,MATT",,,,,,,"FOUL  by OWENS,MATT",1
07:21,,18,,26 (+8),"GOOD FT by JOHNSON,RASHARD",LETU 18-26 (-8),,"GOOD FT by JOHNSON,RASHARD",1
07:21,,,,,"MISS FT by JOHNSON,RASHARD",,,"MISS FT by JOHNSON,RASHARD",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
07:15,"GOOD LAYUP by OWENS,MATT(fastbreak)(in the paint)",20,,26 (+6),,MIL 20-26 (-6),,"GOOD LAYUP by OWENS,MATT(fastbreak)(in the paint)",1
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",1
07:02,,,,,"MISS JUMPER by BIRD,CJ",,,"MISS JUMPER by BIRD,CJ",1
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",1
06:53,"GOOD 3PTR by SULLIVAN,MICHAEL",23,,26 (+3),,MIL 23-26 (-3),,"GOOD 3PTR by SULLIVAN,MICHAEL",1
--,"ASSIST  by CARVELLI,CAMERON",,,,,,,"ASSIST  by CARVELLI,CAMERON",1
06:27,,,,,"MISS LAYUP by JOHNSON,RASHARD",,,"MISS LAYUP by JOHNSON,RASHARD",1
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",1
06:21,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",1
--,,,,,"REBOUND DEF by BIRD,CJ",,,"REBOUND DEF by BIRD,CJ",1
06:01,,23,,29 (+6),"GOOD 3PTR by WEST,NATE",LETU 23-29 (-6),,"GOOD 3PTR by WEST,NATE",1
05:34,"MISS JUMPER by OWENS,MATT",,,,,,,"MISS JUMPER by OWENS,MATT",1
05:34,,,,,"BLOCK  by GERBER,ELIJAH",,,"BLOCK  by GERBER,ELIJAH",1
--,,,,,"REBOUND DEF by GERBER,ELIJAH",,,"REBOUND DEF by GERBER,ELIJAH",1
05:22,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",1
05:22,,23,,30 (+7),"GOOD FT by WEST,NATE",LETU 23-30 (-7),,"GOOD FT by WEST,NATE",1
05:22,,23,,31 (+8),"GOOD FT by WEST,NATE",LETU 23-31 (-8),,"GOOD FT by WEST,NATE",1
05:22,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",1
05:22,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",1
05:22,,,,,"SUB IN by LOGGINS,CALEB",,,"SUB IN by LOGGINS,CALEB",1
05:22,,,,,"SUB IN by MATTHEWS,KYLE",,,"SUB IN by MATTHEWS,KYLE",1
05:22,,,,,"SUB IN by MOORE,JUSTIN",,,"SUB IN by MOORE,JUSTIN",1
05:22,,,,,"SUB OUT by GERBER,ELIJAH",,,"SUB OUT by GERBER,ELIJAH",1
05:22,,,,,"SUB OUT by JOHNSON,RASHARD",,,"SUB OUT by JOHNSON,RASHARD",1
05:22,,,,,"SUB OUT by BIRD,CJ",,,"SUB OUT by BIRD,CJ",1
05:11,,,,,"FOUL  by LOGGINS,CALEB",,,"FOUL  by LOGGINS,CALEB",1
05:07,"MISS JUMPER by OWENS,MATT",,,,,,,"MISS JUMPER by OWENS,MATT",1
--,,,,,"REBOUND DEF by SEIDL,CHRISTIAN",,,"REBOUND DEF by SEIDL,CHRISTIAN",1
04:47,,,,,"MISS JUMPER by LOGGINS,CALEB",,,"MISS JUMPER by LOGGINS,CALEB",1
--,"REBOUND DEF by TURNER,JAMES",,,,,,,"REBOUND DEF by TURNER,JAMES",1
04:33,,,,,"FOUL  by LOGGINS,CALEB",,,"FOUL  by LOGGINS,CALEB",1
04:33,"GOOD FT by MCLAURIN,RYAN",24,,31 (+7),,MIL 24-31 (-7),,"GOOD FT by MCLAURIN,RYAN",1
04:33,"GOOD FT by MCLAURIN,RYAN",25,,31 (+6),,MIL 25-31 (-6),,"GOOD FT by MCLAURIN,RYAN",1
04:33,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",1
04:33,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",1
04:33,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",1
04:33,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",1
04:33,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",1
04:33,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",1
04:33,,,,,"SUB IN by TAYLOR,KORRIN",,,"SUB IN by TAYLOR,KORRIN",1
04:33,,,,,"SUB OUT by LOGGINS,CALEB",,,"SUB OUT by LOGGINS,CALEB",1
04:11,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",1
04:11,,25,,32 (+7),"GOOD FT by MOORE,JUSTIN",LETU 25-32 (-7),,"GOOD FT by MOORE,JUSTIN",1
04:11,,25,,33 (+8),"GOOD FT by MOORE,JUSTIN",LETU 25-33 (-8),,"GOOD FT by MOORE,JUSTIN",1
03:58,,,,,"FOUL  by TAYLOR,KORRIN",,,"FOUL  by TAYLOR,KORRIN",1
03:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:55,"GOOD JUMPER by BLANZ,BUCK(in the paint)",27,,33 (+6),,MIL 27-33 (-6),,"GOOD JUMPER by BLANZ,BUCK(in the paint)",1
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",1
03:40,,,,,"MISS 3PTR by MOORE,JUSTIN",,,"MISS 3PTR by MOORE,JUSTIN",1
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",1
03:21,"GOOD 3PTR by MCLAURIN,RYAN",30,,33 (+3),,MIL 30-33 (-3),,"GOOD 3PTR by MCLAURIN,RYAN",1
03:09,"FOUL  by BECKER,SAXTON",,,,,,,"FOUL  by BECKER,SAXTON",1
03:09,,30,,34 (+4),"GOOD FT by MATTHEWS,KYLE",LETU 30-34 (-4),,"GOOD FT by MATTHEWS,KYLE",1
03:09,,30,,35 (+5),"GOOD FT by MATTHEWS,KYLE",LETU 30-35 (-5),,"GOOD FT by MATTHEWS,KYLE",1
03:09,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",1
03:09,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",1
03:09,,,,,"SUB IN by EBERHARDT,ANDREW",,,"SUB IN by EBERHARDT,ANDREW",1
03:09,,,,,"SUB OUT by MATTHEWS,KYLE",,,"SUB OUT by MATTHEWS,KYLE",1
02:53,,,,,"FOUL  by EBERHARDT,ANDREW",,,"FOUL  by EBERHARDT,ANDREW",1
02:51,,,,,"FOUL  by TAYLOR,KORRIN",,,"FOUL  by TAYLOR,KORRIN",1
02:51,"GOOD FT by VAN PELT,JUSTIN",31,,35 (+4),,MIL 31-35 (-4),,"GOOD FT by VAN PELT,JUSTIN",1
02:51,"GOOD FT by VAN PELT,JUSTIN",32,,35 (+3),,MIL 32-35 (-3),,"GOOD FT by VAN PELT,JUSTIN",1
02:51,,,,,"SUB IN by GERBER,ELIJAH",,,"SUB IN by GERBER,ELIJAH",1
02:51,,,,,"SUB OUT by TAYLOR,KORRIN",,,"SUB OUT by TAYLOR,KORRIN",1
02:37,,,,,"MISS JUMPER by SEIDL,CHRISTIAN",,,"MISS JUMPER by SEIDL,CHRISTIAN",1
02:37,"BLOCK  by BLANZ,BUCK",,,,,,,"BLOCK  by BLANZ,BUCK",1
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",1
02:27,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",1
--,"REBOUND OFF by SULLIVAN,MICHAEL",,,,,,,"REBOUND OFF by SULLIVAN,MICHAEL",1
02:01,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",1
--,,,,,"REBOUND DEF by MOORE,JUSTIN",,,"REBOUND DEF by MOORE,JUSTIN",1
01:51,,32,,38 (+6),"GOOD 3PTR by SEIDL,CHRISTIAN",LETU 32-38 (-6),,"GOOD 3PTR by SEIDL,CHRISTIAN",1
--,,,,,"ASSIST  by EBERHARDT,ANDREW",,,"ASSIST  by EBERHARDT,ANDREW",1
01:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:20,"MISS LAYUP by SULLIVAN,MICHAEL",,,,,,,"MISS LAYUP by SULLIVAN,MICHAEL",1
01:20,,,,,"BLOCK  by GERBER,ELIJAH",,,"BLOCK  by GERBER,ELIJAH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:16,,,,,"FOUL  by WEST,NATE",,,"FOUL  by WEST,NATE",1
01:16,"GOOD FT by VAN PELT,JUSTIN",33,,38 (+5),,MIL 33-38 (-5),,"GOOD FT by VAN PELT,JUSTIN",1
01:16,"GOOD FT by VAN PELT,JUSTIN",34,,38 (+4),,MIL 34-38 (-4),,"GOOD FT by VAN PELT,JUSTIN",1
01:16,"SUB IN by DEVALL,ANDREW",,,,,,,"SUB IN by DEVALL,ANDREW",1
01:16,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",1
01:00,,34,,41 (+7),"GOOD 3PTR by WEST,NATE",LETU 34-41 (-7),,"GOOD 3PTR by WEST,NATE",1
--,,,,,"ASSIST  by SEIDL,CHRISTIAN",,,"ASSIST  by SEIDL,CHRISTIAN",1
00:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:57,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",1
00:57,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",1
00:57,,,,,"SUB IN by BIRD,CJ",,,"SUB IN by BIRD,CJ",1
00:57,,,,,"SUB IN by MATTSON,SETH",,,"SUB IN by MATTSON,SETH",1
00:57,,,,,"SUB IN by BEENE,GARRETT",,,"SUB IN by BEENE,GARRETT",1
00:57,,,,,"SUB OUT by GERBER,ELIJAH",,,"SUB OUT by GERBER,ELIJAH",1
00:57,,,,,"SUB OUT by EBERHARDT,ANDREW",,,"SUB OUT by EBERHARDT,ANDREW",1
00:57,,,,,"SUB OUT by WEST,NATE",,,"SUB OUT by WEST,NATE",1
00:44,"FOUL  by DEVALL,ANDREW",,,,,,,"FOUL  by DEVALL,ANDREW",1
00:44,"TURNOVER  by DEVALL,ANDREW",,,,,,,"TURNOVER  by DEVALL,ANDREW",1
00:38,,34,,43 (+9),"GOOD LAYUP by MOORE,JUSTIN(in the paint)",LETU 34-43 (-9),,"GOOD LAYUP by MOORE,JUSTIN(in the paint)",1
00:27,,,,,"FOUL  by GERBER,ELIJAH",,,"FOUL  by GERBER,ELIJAH",1
