Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,LETU,Game Score,Team Indicator,Play,Period
00:27,"GOOD FT by MCLAURIN,RYAN",35,,43 (+8),,MIL 35-43 (-8),,"GOOD FT by MCLAURIN,RYAN",1
00:27,"GOOD FT by MCLAURIN,RYAN",36,,43 (+7),,MIL 36-43 (-7),,"GOOD FT by MCLAURIN,RYAN",1
00:27,,,,,"SUB IN by WEST,NATE",,,"SUB IN by WEST,NATE",1
00:27,,,,,"SUB IN by GERBER,ELIJAH",,,"SUB IN by GERBER,ELIJAH",1
00:27,,,,,"SUB OUT by BIRD,CJ",,,"SUB OUT by BIRD,CJ",1
00:27,,,,,"SUB OUT by BEENE,GARRETT",,,"SUB OUT by BEENE,GARRETT",1
00:03,,36,,45 (+9),"GOOD LAYUP by MOORE,JUSTIN(in the paint)",LETU 36-45 (-9),,"GOOD LAYUP by MOORE,JUSTIN(in the paint)",1
00:00,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",1
00:00,,,,,"STEAL  by MOORE,JUSTIN",,,"STEAL  by MOORE,JUSTIN",1
20:00,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
20:00,"SUB IN by GRANT,SHE'CHEM",,,,,,,"SUB IN by GRANT,SHE'CHEM",2
20:00,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
20:00,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
20:00,"SUB OUT by CARVELLI,CAMERON",,,,,,,"SUB OUT by CARVELLI,CAMERON",2
20:00,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
19:50,"GOOD 3PTR by GRANT,SHE'CHEM",39,,45 (+6),,MIL 39-45 (-6),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
19:18,,,,,"TURNOVER  by MOORE,JUSTIN",,,"TURNOVER  by MOORE,JUSTIN",2
19:05,,,,,"FOUL  by LOGGINS,CALEB",,,"FOUL  by LOGGINS,CALEB",2
18:59,"MISS JUMPER by VAN PELT,JUSTIN",,,,,,,"MISS JUMPER by VAN PELT,JUSTIN",2
--,,,,,"REBOUND DEF by LOGGINS,CALEB",,,"REBOUND DEF by LOGGINS,CALEB",2
18:57,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",2
18:45,,,,,"MISS 3PTR by WEST,NATE",,,"MISS 3PTR by WEST,NATE",2
--,"REBOUND DEF by GILLIHAN,NEWLON",,,,,,,"REBOUND DEF by GILLIHAN,NEWLON",2
18:28,"MISS LAYUP by VAN PELT,JUSTIN",,,,,,,"MISS LAYUP by VAN PELT,JUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:11,,39,,48 (+9),"GOOD 3PTR by WEST,NATE",LETU 39-48 (-9),,"GOOD 3PTR by WEST,NATE",2
--,,,,,"ASSIST  by SEIDL,CHRISTIAN",,,"ASSIST  by SEIDL,CHRISTIAN",2
17:39,"GOOD JUMPER by BLANZ,BUCK(in the paint)",41,,48 (+7),,MIL 41-48 (-7),,"GOOD JUMPER by BLANZ,BUCK(in the paint)",2
17:28,,41,,51 (+10),"GOOD 3PTR by MOORE,JUSTIN",LETU 41-51 (-10),,"GOOD 3PTR by MOORE,JUSTIN",2
--,,,,,"ASSIST  by WEST,NATE",,,"ASSIST  by WEST,NATE",2
17:03,"GOOD 3PTR by BLANZ,BUCK",44,,51 (+7),,MIL 44-51 (-7),,"GOOD 3PTR by BLANZ,BUCK",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
16:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:59,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",2
16:59,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
16:54,,,,,"TURNOVER  by MATTHEWS,KYLE",,,"TURNOVER  by MATTHEWS,KYLE",2
16:38,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
16:38,"TURNOVER  by BLANZ,BUCK",,,,,,,"TURNOVER  by BLANZ,BUCK",2
16:20,,,,,"MISS 3PTR by WEST,NATE",,,"MISS 3PTR by WEST,NATE",2
--,"REBOUND DEF by BLANZ,BUCK",,,,,,,"REBOUND DEF by BLANZ,BUCK",2
15:56,"GOOD 3PTR by SULLIVAN,MICHAEL",47,,51 (+4),,MIL 47-51 (-4),,"GOOD 3PTR by SULLIVAN,MICHAEL",2
15:56,,,,,"FOUL  by MOORE,JUSTIN",,,"FOUL  by MOORE,JUSTIN",2
15:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:56,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by MATTHEWS,KYLE",,,"REBOUND DEF by MATTHEWS,KYLE",2
15:50,,,,,"FOUL  by MOORE,JUSTIN",,,"FOUL  by MOORE,JUSTIN",2
15:50,,,,,"TURNOVER  by MOORE,JUSTIN",,,"TURNOVER  by MOORE,JUSTIN",2
15:28,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,,,,,"REBOUND DEF by LOGGINS,CALEB",,,"REBOUND DEF by LOGGINS,CALEB",2
15:16,,,,,"TURNOVER  by SEIDL,CHRISTIAN",,,"TURNOVER  by SEIDL,CHRISTIAN",2
15:15,"STEAL  by GRANT,SHE'CHEM",,,,,,,"STEAL  by GRANT,SHE'CHEM",2
15:11,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
15:11,,,,,"SUB IN by MATTSON,SETH",,,"SUB IN by MATTSON,SETH",2
15:11,,,,,"SUB OUT by MATTHEWS,KYLE",,,"SUB OUT by MATTHEWS,KYLE",2
15:02,,,,,"MISS JUMPER by SEIDL,CHRISTIAN",,,"MISS JUMPER by SEIDL,CHRISTIAN",2
--,"REBOUND DEF by GRANT,SHE'CHEM",,,,,,,"REBOUND DEF by GRANT,SHE'CHEM",2
14:55,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
14:44,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
14:44,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
14:44,"SUB OUT by GILLIHAN,NEWLON",,,,,,,"SUB OUT by GILLIHAN,NEWLON",2
14:37,,,,,"MISS 3PTR by SEIDL,CHRISTIAN",,,"MISS 3PTR by SEIDL,CHRISTIAN",2
--,"REBOUND DEF by OWENS,MATT",,,,,,,"REBOUND DEF by OWENS,MATT",2
14:24,"MISS LAYUP by GRANT,SHE'CHEM",,,,,,,"MISS LAYUP by GRANT,SHE'CHEM",2
--,"REBOUND OFF by OWENS,MATT",,,,,,,"REBOUND OFF by OWENS,MATT",2
14:21,"MISS LAYUP by OWENS,MATT",,,,,,,"MISS LAYUP by OWENS,MATT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:20,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
14:20,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
14:14,"MISS LAYUP by OWENS,MATT",,,,,,,"MISS LAYUP by OWENS,MATT",2
--,,,,,"REBOUND DEF by SEIDL,CHRISTIAN",,,"REBOUND DEF by SEIDL,CHRISTIAN",2
14:04,,,,,"TURNOVER  by SEIDL,CHRISTIAN",,,"TURNOVER  by SEIDL,CHRISTIAN",2
14:03,"STEAL  by OWENS,MATT",,,,,,,"STEAL  by OWENS,MATT",2
13:57,"MISS 3PTR by GRANT,SHE'CHEM",,,,,,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:54,,,,,"FOUL  by SEIDL,CHRISTIAN",,,"FOUL  by SEIDL,CHRISTIAN",2
13:54,,,,,"SUB IN by GERBER,ELIJAH",,,"SUB IN by GERBER,ELIJAH",2
13:54,,,,,"SUB OUT by SEIDL,CHRISTIAN",,,"SUB OUT by SEIDL,CHRISTIAN",2
13:50,"MISS LAYUP by GRANT,SHE'CHEM",,,,,,,"MISS LAYUP by GRANT,SHE'CHEM",2
13:50,,,,,"BLOCK  by LOGGINS,CALEB",,,"BLOCK  by LOGGINS,CALEB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:44,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:42,"FOUL  by BURNETT,DREW",,,,,,,"FOUL  by BURNETT,DREW",2
13:42,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
13:42,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
13:27,,47,,53 (+6),"GOOD JUMPER by MATTSON,SETH(in the paint)",LETU 47-53 (-6),,"GOOD JUMPER by MATTSON,SETH(in the paint)",2
13:14,"MISS LAYUP by GRANT,SHE'CHEM",,,,,,,"MISS LAYUP by GRANT,SHE'CHEM",2
13:14,,,,,"BLOCK  by LOGGINS,CALEB",,,"BLOCK  by LOGGINS,CALEB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:12,"GOOD 3PTR by GRANT,SHE'CHEM",50,,53 (+3),,MIL 50-53 (-3),,"GOOD 3PTR by GRANT,SHE'CHEM",2
--,"ASSIST  by MCLAURIN,RYAN",,,,,,,"ASSIST  by MCLAURIN,RYAN",2
12:55,"FOUL  by SPIKES,KALVIN",,,,,,,"FOUL  by SPIKES,KALVIN",2
12:55,,50,,54 (+4),"GOOD FT by LOGGINS,CALEB",LETU 50-54 (-4),,"GOOD FT by LOGGINS,CALEB",2
12:55,,50,,55 (+5),"GOOD FT by LOGGINS,CALEB",LETU 50-55 (-5),,"GOOD FT by LOGGINS,CALEB",2
12:51,"FOUL  by SPIKES,KALVIN",,,,,,,"FOUL  by SPIKES,KALVIN",2
12:51,"TURNOVER  by SPIKES,KALVIN",,,,,,,"TURNOVER  by SPIKES,KALVIN",2
12:49,"SUB IN by SPIKES,KALVIN",,,,,,,"SUB IN by SPIKES,KALVIN",2
12:49,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",2
12:38,,,,,"MISS LAYUP by LOGGINS,CALEB",,,"MISS LAYUP by LOGGINS,CALEB",2
--,"REBOUND DEF by SPIKES,KALVIN",,,,,,,"REBOUND DEF by SPIKES,KALVIN",2
12:34,"TURNOVER  by SPIKES,KALVIN",,,,,,,"TURNOVER  by SPIKES,KALVIN",2
12:33,,,,,"STEAL  by MOORE,JUSTIN",,,"STEAL  by MOORE,JUSTIN",2
12:21,,,,,"TURNOVER  by MATTSON,SETH",,,"TURNOVER  by MATTSON,SETH",2
12:21,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",2
12:21,"SUB OUT by SPIKES,KALVIN",,,,,,,"SUB OUT by SPIKES,KALVIN",2
12:02,"GOOD LAYUP by OWENS,MATT(in the paint)",52,,55 (+3),,MIL 52-55 (-3),,"GOOD LAYUP by OWENS,MATT(in the paint)",2
--,"ASSIST  by MCLAURIN,RYAN",,,,,,,"ASSIST  by MCLAURIN,RYAN",2
11:48,,52,,57 (+5),"GOOD JUMPER by WEST,NATE",LETU 52-57 (-5),,"GOOD JUMPER by WEST,NATE",2
11:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:45,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
11:45,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
11:31,"TURNOVER  by GRANT,SHE'CHEM",,,,,,,"TURNOVER  by GRANT,SHE'CHEM",2
11:13,,52,,60 (+8),"GOOD 3PTR by MOORE,JUSTIN",LETU 52-60 (-8),,"GOOD 3PTR by MOORE,JUSTIN",2
--,,,,,"ASSIST  by MATTSON,SETH",,,"ASSIST  by MATTSON,SETH",2
11:01,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",2
--,,,,,"REBOUND DEF by GERBER,ELIJAH",,,"REBOUND DEF by GERBER,ELIJAH",2
10:51,,52,,63 (+11),"GOOD 3PTR by MOORE,JUSTIN(fastbreak)",LETU 52-63 (-11),,"GOOD 3PTR by MOORE,JUSTIN(fastbreak)",2
10:32,"MISS LAYUP by OWENS,MATT",,,,,,,"MISS LAYUP by OWENS,MATT",2
10:32,,,,,"BLOCK  by LOGGINS,CALEB",,,"BLOCK  by LOGGINS,CALEB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:32,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
10:32,"SUB OUT by GRANT,SHE'CHEM",,,,,,,"SUB OUT by GRANT,SHE'CHEM",2
10:30,"MISS LAYUP by BLANZ,BUCK",,,,,,,"MISS LAYUP by BLANZ,BUCK",2
--,"REBOUND OFF by MCLAURIN,RYAN",,,,,,,"REBOUND OFF by MCLAURIN,RYAN",2
10:28,,,,,"FOUL  by WEST,NATE",,,"FOUL  by WEST,NATE",2
10:25,"MISS JUMPER by BECKER,SAXTON",,,,,,,"MISS JUMPER by BECKER,SAXTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:19,"TURNOVER  by MCLAURIN,RYAN",,,,,,,"TURNOVER  by MCLAURIN,RYAN",2
10:05,,52,,65 (+13),"GOOD JUMPER by WEST,NATE(in the paint)",LETU 52-65 (-13),,"GOOD JUMPER by WEST,NATE(in the paint)",2
09:51,"MISS LAYUP by OWENS,MATT",,,,,,,"MISS LAYUP by OWENS,MATT",2
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",2
09:45,,,,,"MISS 3PTR by MOORE,JUSTIN",,,"MISS 3PTR by MOORE,JUSTIN",2
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",2
09:35,"MISS LAYUP by MCLAURIN,RYAN",,,,,,,"MISS LAYUP by MCLAURIN,RYAN",2
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",2
09:29,,,,,"MISS 3PTR by MATTSON,SETH",,,"MISS 3PTR by MATTSON,SETH",2
--,"REBOUND DEF by BECKER,SAXTON",,,,,,,"REBOUND DEF by BECKER,SAXTON",2
09:12,"TURNOVER  by MCLAURIN,RYAN",,,,,,,"TURNOVER  by MCLAURIN,RYAN",2
09:12,,,,,"STEAL  by MATTSON,SETH",,,"STEAL  by MATTSON,SETH",2
09:12,"SUB IN by TURNER,JAMES",,,,,,,"SUB IN by TURNER,JAMES",2
09:12,"SUB IN by TULLOS,ZACHARY",,,,,,,"SUB IN by TULLOS,ZACHARY",2
09:12,"SUB IN by MEADS,TYSIN",,,,,,,"SUB IN by MEADS,TYSIN",2
09:12,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
09:12,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
09:12,"SUB OUT by OWENS,MATT",,,,,,,"SUB OUT by OWENS,MATT",2
09:12,,,,,"SUB IN by SEIDL,CHRISTIAN",,,"SUB IN by SEIDL,CHRISTIAN",2
09:12,,,,,"SUB OUT by LOGGINS,CALEB",,,"SUB OUT by LOGGINS,CALEB",2
09:01,,,,,"MISS 3PTR by WEST,NATE",,,"MISS 3PTR by WEST,NATE",2
--,,,,,"REBOUND OFF by GERBER,ELIJAH",,,"REBOUND OFF by GERBER,ELIJAH",2
08:49,,,,,"MISS JUMPER by GERBER,ELIJAH",,,"MISS JUMPER by GERBER,ELIJAH",2
--,"REBOUND DEF by TULLOS,ZACHARY",,,,,,,"REBOUND DEF by TULLOS,ZACHARY",2
08:48,,,,,"FOUL  by SEIDL,CHRISTIAN",,,"FOUL  by SEIDL,CHRISTIAN",2
08:48,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
08:48,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
08:38,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",54,,65 (+11),,MIL 54-65 (-11),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
08:33,"FOUL  by MEADS,TYSIN",,,,,,,"FOUL  by MEADS,TYSIN",2
08:33,,54,,66 (+12),"GOOD FT by MOORE,JUSTIN",LETU 54-66 (-12),,"GOOD FT by MOORE,JUSTIN",2
08:33,,54,,67 (+13),"GOOD FT by MOORE,JUSTIN",LETU 54-67 (-13),,"GOOD FT by MOORE,JUSTIN",2
08:23,,,,,"FOUL  by GERBER,ELIJAH",,,"FOUL  by GERBER,ELIJAH",2
08:22,"MISS FT by TULLOS,ZACHARY",,,,,,,"MISS FT by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by GERBER,ELIJAH",,,"REBOUND DEF by GERBER,ELIJAH",2
08:18,,,,,"TURNOVER  by GERBER,ELIJAH",,,"TURNOVER  by GERBER,ELIJAH",2
08:07,,,,,"FOUL  by MOORE,JUSTIN",,,"FOUL  by MOORE,JUSTIN",2
08:07,"GOOD FT by SULLIVAN,MICHAEL",55,,67 (+12),,MIL 55-67 (-12),,"GOOD FT by SULLIVAN,MICHAEL",2
08:07,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:07,"GOOD FT by SULLIVAN,MICHAEL",56,,67 (+11),,MIL 56-67 (-11),,"GOOD FT by SULLIVAN,MICHAEL",2
08:07,,,,,"SUB IN by LOGGINS,CALEB",,,"SUB IN by LOGGINS,CALEB",2
08:07,,,,,"SUB OUT by GERBER,ELIJAH",,,"SUB OUT by GERBER,ELIJAH",2
07:54,,,,,"TURNOVER  by LOGGINS,CALEB",,,"TURNOVER  by LOGGINS,CALEB",2
07:53,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
07:42,,,,,"FOUL  by LOGGINS,CALEB",,,"FOUL  by LOGGINS,CALEB",2
07:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:42,"GOOD FT by SULLIVAN,MICHAEL",57,,67 (+10),,MIL 57-67 (-10),,"GOOD FT by SULLIVAN,MICHAEL",2
07:42,"GOOD FT by SULLIVAN,MICHAEL",58,,67 (+9),,MIL 58-67 (-9),,"GOOD FT by SULLIVAN,MICHAEL",2
07:42,,,,,"SUB IN by BIRD,CJ",,,"SUB IN by BIRD,CJ",2
07:42,,,,,"SUB IN by TAYLOR,KORRIN",,,"SUB IN by TAYLOR,KORRIN",2
07:42,,,,,"SUB OUT by LOGGINS,CALEB",,,"SUB OUT by LOGGINS,CALEB",2
07:42,,,,,"SUB OUT by MATTSON,SETH",,,"SUB OUT by MATTSON,SETH",2
07:20,,,,,"TURNOVER  by MOORE,JUSTIN",,,"TURNOVER  by MOORE,JUSTIN",2
06:53,"MISS 3PTR by MILLER,JOSHUA",,,,,,,"MISS 3PTR by MILLER,JOSHUA",2
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",2
06:34,,,,,"MISS LAYUP by WEST,NATE",,,"MISS LAYUP by WEST,NATE",2
--,,,,,"REBOUND OFF by TAYLOR,KORRIN",,,"REBOUND OFF by TAYLOR,KORRIN",2
06:31,,58,,69 (+11),"GOOD LAYUP by TAYLOR,KORRIN(in the paint)",LETU 58-69 (-11),,"GOOD LAYUP by TAYLOR,KORRIN(in the paint)",2
06:16,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",60,,69 (+9),,MIL 60-69 (-9),,"GOOD LAYUP by SULLIVAN,MICHAEL(in the paint)",2
06:06,,,,,"TURNOVER  by BIRD,CJ",,,"TURNOVER  by BIRD,CJ",2
06:00,"STEAL  by MILLER,JOSHUA",,,,,,,"STEAL  by MILLER,JOSHUA",2
05:58,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",62,,69 (+7),,MIL 62-69 (-7),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
05:58,,,,,"FOUL  by MOORE,JUSTIN",,,"FOUL  by MOORE,JUSTIN",2
05:58,"MISS FT by MILLER,JOSHUA",,,,,,,"MISS FT by MILLER,JOSHUA",2
--,"REBOUND OFF by TURNER,JAMES",,,,,,,"REBOUND OFF by TURNER,JAMES",2
05:53,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",2
05:47,,,,,"MISS LAYUP by WEST,NATE",,,"MISS LAYUP by WEST,NATE",2
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",2
05:39,"MISS 3PTR by TURNER,JAMES",,,,,,,"MISS 3PTR by TURNER,JAMES",2
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",2
05:35,"TURNOVER  by VAN PELT,JUSTIN",,,,,,,"TURNOVER  by VAN PELT,JUSTIN",2
05:33,,,,,"STEAL  by WEST,NATE",,,"STEAL  by WEST,NATE",2
05:17,,62,,71 (+9),"GOOD LAYUP by WEST,NATE(in the paint)",LETU 62-71 (-9),,"GOOD LAYUP by WEST,NATE(in the paint)",2
05:00,"GOOD JUMPER by SULLIVAN,MICHAEL",64,,71 (+7),,MIL 64-71 (-7),,"GOOD JUMPER by SULLIVAN,MICHAEL",2
04:43,,64,,73 (+9),"GOOD LAYUP by SEIDL,CHRISTIAN(in the paint)",LETU 64-73 (-9),,"GOOD LAYUP by SEIDL,CHRISTIAN(in the paint)",2
--,,,,,"ASSIST  by LOGGINS,CALEB",,,"ASSIST  by LOGGINS,CALEB",2
04:43,"FOUL  by VAN PELT,JUSTIN",,,,,,,"FOUL  by VAN PELT,JUSTIN",2
04:43,,,,,"MISS FT by SEIDL,CHRISTIAN",,,"MISS FT by SEIDL,CHRISTIAN",2
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",2
04:43,"SUB IN by MCLAURIN,RYAN",,,,,,,"SUB IN by MCLAURIN,RYAN",2
04:43,"SUB OUT by TURNER,JAMES",,,,,,,"SUB OUT by TURNER,JAMES",2
04:27,,,,,"FOUL  by LOGGINS,CALEB",,,"FOUL  by LOGGINS,CALEB",2
04:27,"GOOD FT by VAN PELT,JUSTIN",65,,73 (+8),,MIL 65-73 (-8),,"GOOD FT by VAN PELT,JUSTIN",2
04:27,"GOOD FT by VAN PELT,JUSTIN",66,,73 (+7),,MIL 66-73 (-7),,"GOOD FT by VAN PELT,JUSTIN",2
04:25,"FOUL  by MCLAURIN,RYAN",,,,,,,"FOUL  by MCLAURIN,RYAN",2
04:25,,66,,74 (+8),"GOOD FT by WEST,NATE",LETU 66-74 (-8),,"GOOD FT by WEST,NATE",2
04:25,,66,,75 (+9),"GOOD FT by WEST,NATE",LETU 66-75 (-9),,"GOOD FT by WEST,NATE",2
04:25,"SUB IN by BLANZ,BUCK",,,,,,,"SUB IN by BLANZ,BUCK",2
04:25,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
04:25,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
04:25,"SUB OUT by MEADS,TYSIN",,,,,,,"SUB OUT by MEADS,TYSIN",2
04:25,,,,,"SUB IN by GERBER,ELIJAH",,,"SUB IN by GERBER,ELIJAH",2
04:25,,,,,"SUB OUT by TAYLOR,KORRIN",,,"SUB OUT by TAYLOR,KORRIN",2
04:14,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",68,,75 (+7),,MIL 68-75 (-7),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,"ASSIST  by SULLIVAN,MICHAEL",,,,,,,"ASSIST  by SULLIVAN,MICHAEL",2
04:02,,,,,"MISS LAYUP by BIRD,CJ",,,"MISS LAYUP by BIRD,CJ",2
--,"REBOUND DEF by VAN PELT,JUSTIN",,,,,,,"REBOUND DEF by VAN PELT,JUSTIN",2
03:51,"MISS 3PTR by BLANZ,BUCK",,,,,,,"MISS 3PTR by BLANZ,BUCK",2
--,,,,,"REBOUND DEF by GERBER,ELIJAH",,,"REBOUND DEF by GERBER,ELIJAH",2
03:29,,,,,"MISS 3PTR by SEIDL,CHRISTIAN",,,"MISS 3PTR by SEIDL,CHRISTIAN",2
--,,,,,"REBOUND OFF by MOORE,JUSTIN",,,"REBOUND OFF by MOORE,JUSTIN",2
03:24,"FOUL  by MILLER,JOSHUA",,,,,,,"FOUL  by MILLER,JOSHUA",2
03:24,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:24,,,,,"MISS FT by MOORE,JUSTIN",,,"MISS FT by MOORE,JUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:24,,68,,76 (+8),"GOOD FT by MOORE,JUSTIN",LETU 68-76 (-8),,"GOOD FT by MOORE,JUSTIN",2
03:24,,,,,"SUB IN by MATTHEWS,KYLE",,,"SUB IN by MATTHEWS,KYLE",2
03:24,,,,,"SUB OUT by BIRD,CJ",,,"SUB OUT by BIRD,CJ",2
03:10,"MISS LAYUP by VAN PELT,JUSTIN",,,,,,,"MISS LAYUP by VAN PELT,JUSTIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:08,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by SEIDL,CHRISTIAN",,,"REBOUND DEF by SEIDL,CHRISTIAN",2
02:47,,68,,78 (+10),"GOOD JUMPER by WEST,NATE(in the paint)",LETU 68-78 (-10),,"GOOD JUMPER by WEST,NATE(in the paint)",2
02:36,"MISS 3PTR by MCLAURIN,RYAN",,,,,,,"MISS 3PTR by MCLAURIN,RYAN",2
--,,,,,"REBOUND DEF by WEST,NATE",,,"REBOUND DEF by WEST,NATE",2
02:15,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
02:15,,68,,79 (+11),"GOOD FT by WEST,NATE",LETU 68-79 (-11),,"GOOD FT by WEST,NATE",2
02:15,,68,,80 (+12),"GOOD FT by WEST,NATE",LETU 68-80 (-12),,"GOOD FT by WEST,NATE",2
02:15,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
02:15,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
02:15,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
