Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
--,"ASSIST ASSIST by SULLIVAN,MICHAEL",,,,,,,"ASSIST ASSIST by SULLIVAN,MICHAEL",2
06:07,,,,,"MISS LAYUP by HOGAN,KAM",,,"MISS LAYUP by HOGAN,KAM",2
--,,,,,"REBOUND OFF by BRUMBAUGH,LUKE",,,"REBOUND OFF by BRUMBAUGH,LUKE",2
06:01,,72 (+15),,57,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",ACM 72-57 (+15),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",2
06:01,"FOUL  by TULLOS,ZACHARY",,,,,,,"FOUL  by TULLOS,ZACHARY",2
06:01,,72 (+14),,58,"GOOD FT by ROLAND,DEVIN",ACM 72-58 (+14),,"GOOD FT by ROLAND,DEVIN",2
06:01,"SUB IN by CARVELLI,CAMERON",,,,,,,"SUB IN by CARVELLI,CAMERON",2
06:01,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
06:01,"SUB IN by VAN PELT,JUSTIN",,,,,,,"SUB IN by VAN PELT,JUSTIN",2
06:01,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
06:01,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
06:01,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",2
06:01,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",2
06:01,,,,,"SUB OUT by BRUMBAUGH,LUKE",,,"SUB OUT by BRUMBAUGH,LUKE",2
05:47,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",74 (+16),,58,,MIL 74-58 (+16),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,"ASSIST ASSIST by SULLIVAN,MICHAEL",,,,,,,"ASSIST ASSIST by SULLIVAN,MICHAEL",2
05:34,,74 (+14),,60,"GOOD JUMPER by HOGAN,KAM(in the paint)",ACM 74-60 (+14),,"GOOD JUMPER by HOGAN,KAM(in the paint)",2
05:12,"GOOD LAYUP by BURNETT,DREW(in the paint)",76 (+16),,60,,MIL 76-60 (+16),,"GOOD LAYUP by BURNETT,DREW(in the paint)",2
--,"ASSIST ASSIST by CARVELLI,CAMERON",,,,,,,"ASSIST ASSIST by CARVELLI,CAMERON",2
05:10,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:54,,,,,"MISS JUMPER by ROLAND,DEVIN",,,"MISS JUMPER by ROLAND,DEVIN",2
--,"REBOUND DEF by MCLAURIN,RYAN",,,,,,,"REBOUND DEF by MCLAURIN,RYAN",2
04:34,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,"REBOUND OFF by VAN PELT,JUSTIN",,,,,,,"REBOUND OFF by VAN PELT,JUSTIN",2
04:30,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",78 (+18),,60,,MIL 78-60 (+18),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
04:23,,,,,"TURNOVER  by HOLLAND,MICHAEL",,,"TURNOVER  by HOLLAND,MICHAEL",2
04:22,"STEAL  by MCLAURIN,RYAN",,,,,,,"STEAL  by MCLAURIN,RYAN",2
04:21,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",80 (+20),,60,,MIL 80-60 (+20),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",2
04:09,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND DEF by CARVELLI,CAMERON",,,,,,,"REBOUND DEF by CARVELLI,CAMERON",2
03:46,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",82 (+22),,60,,MIL 82-60 (+22),,"GOOD LAYUP by VAN PELT,JUSTIN(in the paint)",2
--,"ASSIST ASSIST by SULLIVAN,MICHAEL",,,,,,,"ASSIST ASSIST by SULLIVAN,MICHAEL",2
03:33,,,,,"TURNOVER  by HOGAN,KAM",,,"TURNOVER  by HOGAN,KAM",2
03:33,"SUB IN by DEVALL,ANDREW",,,,,,,"SUB IN by DEVALL,ANDREW",2
03:33,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
03:33,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
03:33,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
03:33,,,,,"SUB IN by MCKENZIE,NATHAN",,,"SUB IN by MCKENZIE,NATHAN",2
03:33,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
03:33,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
03:33,,,,,"SUB OUT by FEIDER,JP",,,"SUB OUT by FEIDER,JP",2
03:19,"TURNOVER  by DEVALL,ANDREW",,,,,,,"TURNOVER  by DEVALL,ANDREW",2
03:18,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",2
03:11,,82 (+20),,62,"GOOD JUMPER by ROLAND,DEVIN(in the paint)",ACM 82-62 (+20),,"GOOD JUMPER by ROLAND,DEVIN(in the paint)",2
03:10,"FOUL  by DEVALL,ANDREW",,,,,,,"FOUL  by DEVALL,ANDREW",2
03:10,,,,,"MISS FT by ROLAND,DEVIN",,,"MISS FT by ROLAND,DEVIN",2
--,"REBOUND DEF by MANNING,JOHNATHAN",,,,,,,"REBOUND DEF by MANNING,JOHNATHAN",2
02:57,"MISS JUMPER by DEVALL,ANDREW",,,,,,,"MISS JUMPER by DEVALL,ANDREW",2
--,,,,,"REBOUND DEF by HILL,KAMERON",,,"REBOUND DEF by HILL,KAMERON",2
02:51,"SUB IN by OWENS,MATT",,,,,,,"SUB IN by OWENS,MATT",2
02:51,"SUB OUT by VAN PELT,JUSTIN",,,,,,,"SUB OUT by VAN PELT,JUSTIN",2
02:50,,,,,"MISS LAYUP by HOLLAND,MICHAEL",,,"MISS LAYUP by HOLLAND,MICHAEL",2
--,"REBOUND DEF by OWENS,MATT",,,,,,,"REBOUND DEF by OWENS,MATT",2
02:31,"GOOD 3PTR by MCLAURIN,RYAN",85 (+23),,62,,MIL 85-62 (+23),,"GOOD 3PTR by MCLAURIN,RYAN",2
--,"ASSIST ASSIST by CARVELLI,CAMERON",,,,,,,"ASSIST ASSIST by CARVELLI,CAMERON",2
02:20,,,,,"MISS 3PTR by HILL,KAMERON",,,"MISS 3PTR by HILL,KAMERON",2
--,"REBOUND DEF by DEVALL,ANDREW",,,,,,,"REBOUND DEF by DEVALL,ANDREW",2
02:12,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,,,,,"REBOUND DEF by ROLAND,DEVIN",,,"REBOUND DEF by ROLAND,DEVIN",2
02:03,,85 (+21),,64,"GOOD JUMPER by ROLAND,DEVIN(in the paint)",ACM 85-64 (+21),,"GOOD JUMPER by ROLAND,DEVIN(in the paint)",2
01:43,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:43,"SUB IN by ZEITLER,BLAISE",,,,,,,"SUB IN by ZEITLER,BLAISE",2
01:43,"SUB OUT by MCLAURIN,RYAN",,,,,,,"SUB OUT by MCLAURIN,RYAN",2
01:43,,,,,"SUB IN by TABOR,QUINTEN",,,"SUB IN by TABOR,QUINTEN",2
01:43,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
01:30,"GOOD LAYUP by OWENS,MATT(in the paint)",87 (+23),,64,,MIL 87-64 (+23),,"GOOD LAYUP by OWENS,MATT(in the paint)",2
01:16,,,,,"MISS 3PTR by LOCKMAN,DEREK",,,"MISS 3PTR by LOCKMAN,DEREK",2
--,,,,,"REBOUND OFF by MCKENZIE,NATHAN",,,"REBOUND OFF by MCKENZIE,NATHAN",2
01:12,,87 (+20),,67,"GOOD 3PTR by LOCKMAN,DEREK",ACM 87-67 (+20),,"GOOD 3PTR by LOCKMAN,DEREK",2
--,,,,,"ASSIST ASSIST by MCKENZIE,NATHAN",,,"ASSIST ASSIST by MCKENZIE,NATHAN",2
00:56,"GOOD 3PTR by ZEITLER,BLAISE",90 (+23),,67,,MIL 90-67 (+23),,"GOOD 3PTR by ZEITLER,BLAISE",2
00:48,,,,,"MISS JUMPER by ROLAND,DEVIN",,,"MISS JUMPER by ROLAND,DEVIN",2
--,"REBOUND DEF by OWENS,MATT",,,,,,,"REBOUND DEF by OWENS,MATT",2
00:22,,,,,"FOUL  by LOCKMAN,DEREK",,,"FOUL  by LOCKMAN,DEREK",2
00:22,"MISS FT by MANNING,JOHNATHAN",,,,,,,"MISS FT by MANNING,JOHNATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:22,"MISS FT by MANNING,JOHNATHAN",,,,,,,"MISS FT by MANNING,JOHNATHAN",2
--,,,,,"REBOUND DEF by MCKENZIE,NATHAN",,,"REBOUND DEF by MCKENZIE,NATHAN",2
