Time Remaining,BEL,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
05:17,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",1
05:17,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",1
05:17,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
05:17,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",1
05:17,,,,,"SUB OUT by DEVALL,ANDREW",,,"SUB OUT by DEVALL,ANDREW",1
05:17,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
05:17,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",1
05:17,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",1
05:03,,,,,"FOUL  by TULLOS,ZACHARY",,,"FOUL  by TULLOS,ZACHARY",1
05:03,"MISS FT by JONES,JOSEPH",,,,,,,"MISS FT by JONES,JOSEPH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:03,"GOOD FT by JONES,JOSEPH",23,,35 (+12),,BEL 23-35 (+12),,"GOOD FT by JONES,JOSEPH",1
05:03,"SUB IN by WEBBER,BRENT",,,,,,,"SUB IN by WEBBER,BRENT",1
05:03,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",1
05:03,,,,,"SUB IN by DEVALL,ANDREW",,,"SUB IN by DEVALL,ANDREW",1
05:03,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",1
04:47,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",1
04:47,"STEAL  by JONES,JOSEPH",,,,,,,"STEAL  by JONES,JOSEPH",1
04:41,"MISS LAYUP by JONES,JOSEPH",,,,,,,"MISS LAYUP by JONES,JOSEPH",1
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",1
04:41,"FOUL  by RAYMOND RIOS,JR",,,,,,,"FOUL  by RAYMOND RIOS,JR",1
04:41,,23,,36 (+13),"GOOD FT by GRANT,SHE'CHEM",MIL 23-36 (+13),,"GOOD FT by GRANT,SHE'CHEM",1
04:41,,23,,37 (+14),"GOOD FT by GRANT,SHE'CHEM",MIL 23-37 (+14),,"GOOD FT by GRANT,SHE'CHEM",1
04:32,"MISS 3PTR by WEBBER,BRENT",,,,,,,"MISS 3PTR by WEBBER,BRENT",1
--,"REBOUND OFF by MCCOY,TOMMY",,,,,,,"REBOUND OFF by MCCOY,TOMMY",1
04:26,"MISS LAYUP by MCCOY,TOMMY",,,,,,,"MISS LAYUP by MCCOY,TOMMY",1
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",1
04:20,,,,,"MISS 3PTR by CARVELLI,CAMERON",,,"MISS 3PTR by CARVELLI,CAMERON",1
--,"REBOUND DEF by RAYMOND RIOS,JR",,,,,,,"REBOUND DEF by RAYMOND RIOS,JR",1
04:16,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",1
04:16,"MISS FT by RAYMOND RIOS,JR",,,,,,,"MISS FT by RAYMOND RIOS,JR",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:16,"GOOD FT by RAYMOND RIOS,JR",24,,37 (+13),,BEL 24-37 (+13),,"GOOD FT by RAYMOND RIOS,JR",1
04:16,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",1
04:16,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",1
03:50,,,,,"MISS JUMPER by MILLER,JOSHUA",,,"MISS JUMPER by MILLER,JOSHUA",1
--,"REBOUND DEF by DORRAH,CHRIS",,,,,,,"REBOUND DEF by DORRAH,CHRIS",1
03:44,"GOOD LAYUP by JONES,JOSEPH(fastbreak)(in the paint)",26,,37 (+11),,BEL 26-37 (+11),,"GOOD LAYUP by JONES,JOSEPH(fastbreak)(in the paint)",1
--,"ASSIST  by DORRAH,CHRIS",,,,,,,"ASSIST  by DORRAH,CHRIS",1
03:21,,26,,40 (+14),"GOOD 3PTR by GRANT,SHE'CHEM",MIL 26-40 (+14),,"GOOD 3PTR by GRANT,SHE'CHEM",1
--,,,,,"ASSIST  by DEVALL,ANDREW",,,"ASSIST  by DEVALL,ANDREW",1
03:13,"MISS 3PTR by JONES,JOSEPH",,,,,,,"MISS 3PTR by JONES,JOSEPH",1
--,,,,,"REBOUND DEF by BECKER,SAXTON",,,"REBOUND DEF by BECKER,SAXTON",1
02:52,,,,,"TURNOVER  by CARVELLI,CAMERON",,,"TURNOVER  by CARVELLI,CAMERON",1
02:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:27,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:11,"MISS LAYUP by MCCOY,TOMMY",,,,,,,"MISS LAYUP by MCCOY,TOMMY",1
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",1
02:05,"MISS LAYUP by MCCOY,TOMMY",,,,,,,"MISS LAYUP by MCCOY,TOMMY",1
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",1
01:55,,26,,42 (+16),"GOOD JUMPER by MCLAURIN,RYAN(fastbreak)",MIL 26-42 (+16),,"GOOD JUMPER by MCLAURIN,RYAN(fastbreak)",1
--,,,,,"ASSIST  by SPIKES,KALVIN",,,"ASSIST  by SPIKES,KALVIN",1
01:41,"MISS 3PTR by WEBBER,BRENT",,,,,,,"MISS 3PTR by WEBBER,BRENT",1
--,,,,,"REBOUND DEF by BECKER,SAXTON",,,"REBOUND DEF by BECKER,SAXTON",1
01:39,"FOUL  by JONES,JOSEPH",,,,,,,"FOUL  by JONES,JOSEPH",1
01:39,,26,,43 (+17),"GOOD FT by BECKER,SAXTON",MIL 26-43 (+17),,"GOOD FT by BECKER,SAXTON",1
01:39,,26,,44 (+18),"GOOD FT by BECKER,SAXTON",MIL 26-44 (+18),,"GOOD FT by BECKER,SAXTON",1
01:32,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",1
01:32,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",1
01:20,,,,,"MISS JUMPER by SPIKES,KALVIN",,,"MISS JUMPER by SPIKES,KALVIN",1
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",1
01:07,"GOOD LAYUP by JONES,JOSEPH(in the paint)",28,,44 (+16),,BEL 28-44 (+16),,"GOOD LAYUP by JONES,JOSEPH(in the paint)",1
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",1
00:50,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",1
--,"REBOUND DEF by MCCOY,TOMMY",,,,,,,"REBOUND DEF by MCCOY,TOMMY",1
00:42,,,,,"FOUL  by GRANT,SHE'CHEM",,,"FOUL  by GRANT,SHE'CHEM",1
00:42,"GOOD FT by JONES,JOSEPH(fastbreak)",29,,44 (+15),,BEL 29-44 (+15),,"GOOD FT by JONES,JOSEPH(fastbreak)",1
00:42,"GOOD FT by JONES,JOSEPH(fastbreak)",30,,44 (+14),,BEL 30-44 (+14),,"GOOD FT by JONES,JOSEPH(fastbreak)",1
00:42,"SUB IN by DURHAM,JONATHAN",,,,,,,"SUB IN by DURHAM,JONATHAN",1
00:42,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",1
00:42,"SUB OUT by WEBBER,BRENT",,,,,,,"SUB OUT by WEBBER,BRENT",1
00:42,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",1
00:17,,30,,46 (+16),"GOOD JUMPER by GRANT,SHE'CHEM",MIL 30-46 (+16),,"GOOD JUMPER by GRANT,SHE'CHEM",1
00:16,"FOUL  by JONES,JOSEPH",,,,,,,"FOUL  by JONES,JOSEPH",1
00:16,,30,,47 (+17),"GOOD FT by SPIKES,KALVIN",MIL 30-47 (+17),,"GOOD FT by SPIKES,KALVIN",1
00:16,,,,,"MISS FT by SPIKES,KALVIN",,,"MISS FT by SPIKES,KALVIN",1
--,"REBOUND DEF by WORKS,JOHN",,,,,,,"REBOUND DEF by WORKS,JOHN",1
00:16,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",1
00:16,"SUB OUT by JONES,JOSEPH",,,,,,,"SUB OUT by JONES,JOSEPH",1
00:16,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",1
00:16,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
00:16,,,,,"SUB OUT by DEVALL,ANDREW",,,"SUB OUT by DEVALL,ANDREW",1
00:16,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",1
00:07,"GOOD 3PTR by ROBERTS,JOSHUA",33,,47 (+14),,BEL 33-47 (+14),,"GOOD 3PTR by ROBERTS,JOSHUA",1
20:00,"SUB IN by LONG,LARAMIE",,,,,,,"SUB IN by LONG,LARAMIE",2
19:46,,,,,"TURNOVER  by SULLIVAN,MICHAEL",,,"TURNOVER  by SULLIVAN,MICHAEL",2
19:46,"STEAL  by LONG,LARAMIE",,,,,,,"STEAL  by LONG,LARAMIE",2
19:42,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",2
19:42,"GOOD FT by LONG,LARAMIE(fastbreak)",34,,47 (+13),,BEL 34-47 (+13),,"GOOD FT by LONG,LARAMIE(fastbreak)",2
19:42,"GOOD FT by LONG,LARAMIE(fastbreak)",35,,47 (+12),,BEL 35-47 (+12),,"GOOD FT by LONG,LARAMIE(fastbreak)",2
19:35,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
19:35,"STEAL  by ROBERTS,JOSHUA",,,,,,,"STEAL  by ROBERTS,JOSHUA",2
19:25,"GOOD LAYUP by JONES,JUSTIN(in the paint)",37,,47 (+10),,BEL 37-47 (+10),,"GOOD LAYUP by JONES,JUSTIN(in the paint)",2
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",2
19:13,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
19:13,"STEAL  by LONG,LARAMIE",,,,,,,"STEAL  by LONG,LARAMIE",2
19:07,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
19:07,"GOOD FT by LONG,LARAMIE(fastbreak)",38,,47 (+9),,BEL 38-47 (+9),,"GOOD FT by LONG,LARAMIE(fastbreak)",2
19:07,"GOOD FT by LONG,LARAMIE(fastbreak)",39,,47 (+8),,BEL 39-47 (+8),,"GOOD FT by LONG,LARAMIE(fastbreak)",2
19:07,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
18:40,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
18:40,"STEAL  by COOKS,BROSNAN",,,,,,,"STEAL  by COOKS,BROSNAN",2
18:24,"MISS 3PTR by MCCOY,TOMMY",,,,,,,"MISS 3PTR by MCCOY,TOMMY",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
18:22,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",2
18:22,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
18:22,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
18:11,"MISS 3PTR by JONES,JUSTIN",,,,,,,"MISS 3PTR by JONES,JUSTIN",2
--,"REBOUND OFF by ROBERTS,JOSHUA",,,,,,,"REBOUND OFF by ROBERTS,JOSHUA",2
18:07,,,,,"FOUL  by BECKER,SAXTON",,,"FOUL  by BECKER,SAXTON",2
18:07,"FOUL  by MCCOY,TOMMY",,,,,,,"FOUL  by MCCOY,TOMMY",2
18:07,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",2
17:34,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",2
17:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:24,"FOUL  by MCCOY,TOMMY",,,,,,,"FOUL  by MCCOY,TOMMY",2
17:24,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",2
17:04,,,,,"TURNOVER  by GRANT,SHE'CHEM",,,"TURNOVER  by GRANT,SHE'CHEM",2
17:04,"STEAL  by JONES,JUSTIN",,,,,,,"STEAL  by JONES,JUSTIN",2
16:58,"MISS LAYUP by JONES,JUSTIN",,,,,,,"MISS LAYUP by JONES,JUSTIN",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
16:55,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",41,,47 (+6),,BEL 41-47 (+6),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
16:34,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND DEF by JONES,JUSTIN",,,,,,,"REBOUND DEF by JONES,JUSTIN",2
16:22,"GOOD 3PTR by JONES,JUSTIN",44,,47 (+3),,BEL 44-47 (+3),,"GOOD 3PTR by JONES,JUSTIN",2
--,"ASSIST  by LONG,LARAMIE",,,,,,,"ASSIST  by LONG,LARAMIE",2
15:58,,44,,49 (+5),"GOOD LAYUP by GRANT,SHE'CHEM(in the paint)",MIL 44-49 (+5),,"GOOD LAYUP by GRANT,SHE'CHEM(in the paint)",2
15:58,"FOUL  by ROBERTS,JOSHUA",,,,,,,"FOUL  by ROBERTS,JOSHUA",2
15:58,,,,,"MISS FT by GRANT,SHE'CHEM",,,"MISS FT by GRANT,SHE'CHEM",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
15:58,,,,,"SUB IN by OWENS,MATT",,,"SUB IN by OWENS,MATT",2
15:58,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
15:42,"GOOD DUNK by ROBERTS,JOSHUA(in the paint)",46,,49 (+3),,BEL 46-49 (+3),,"GOOD DUNK by ROBERTS,JOSHUA(in the paint)",2
15:20,"FOUL  by COOKS,BROSNAN",,,,,,,"FOUL  by COOKS,BROSNAN",2
15:20,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:17,,,,,"FOUL  by OWENS,MATT",,,"FOUL  by OWENS,MATT",2
15:17,,,,,"TURNOVER  by OWENS,MATT",,,"TURNOVER  by OWENS,MATT",2
15:04,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",2
14:47,,46,,51 (+5),"GOOD JUMPER by OWENS,MATT(in the paint)",MIL 46-51 (+5),,"GOOD JUMPER by OWENS,MATT(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
14:28,"TURNOVER  by JONES,JUSTIN",,,,,,,"TURNOVER  by JONES,JUSTIN",2
14:28,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
14:28,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
14:14,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,"REBOUND DEF by LONG,LARAMIE",,,,,,,"REBOUND DEF by LONG,LARAMIE",2
14:05,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",48,,51 (+3),,BEL 48-51 (+3),,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",2
13:32,,48,,54 (+6),"GOOD 3PTR by GRANT,SHE'CHEM",MIL 48-54 (+6),,"GOOD 3PTR by GRANT,SHE'CHEM",2
13:16,"MISS LAYUP by LONG,LARAMIE",,,,,,,"MISS LAYUP by LONG,LARAMIE",2
13:16,,,,,"BLOCK  by GILLIHAN,NEWLON",,,"BLOCK  by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by GRANT,SHE'CHEM",,,"REBOUND DEF by GRANT,SHE'CHEM",2
13:06,,,,,"MISS 3PTR by GRANT,SHE'CHEM",,,"MISS 3PTR by GRANT,SHE'CHEM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:04,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
13:04,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
13:04,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",2
13:04,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
12:48,"TURNOVER  by PRUITT,KELVIN",,,,,,,"TURNOVER  by PRUITT,KELVIN",2
12:43,,,,,"MISS LAYUP by MCLAURIN,RYAN",,,"MISS LAYUP by MCLAURIN,RYAN",2
--,"REBOUND DEF by MCCOY,TOMMY",,,,,,,"REBOUND DEF by MCCOY,TOMMY",2
12:37,"FOUL  by MCCOY,TOMMY",,,,,,,"FOUL  by MCCOY,TOMMY",2
12:37,"TURNOVER  by MCCOY,TOMMY",,,,,,,"TURNOVER  by MCCOY,TOMMY",2
12:37,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
12:37,"SUB IN by DURHAM,JONATHAN",,,,,,,"SUB IN by DURHAM,JONATHAN",2
12:37,"SUB IN by DORRAH,CHRIS",,,,,,,"SUB IN by DORRAH,CHRIS",2
12:37,"SUB OUT by MCCOY,TOMMY",,,,,,,"SUB OUT by MCCOY,TOMMY",2
12:37,"SUB OUT by ROBERTS,JOSHUA",,,,,,,"SUB OUT by ROBERTS,JOSHUA",2
12:37,"SUB OUT by COOKS,BROSNAN",,,,,,,"SUB OUT by COOKS,BROSNAN",2
12:37,"SUB OUT by LONG,LARAMIE",,,,,,,"SUB OUT by LONG,LARAMIE",2
12:37,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
12:37,,,,,"SUB IN by SPIKES,KALVIN",,,"SUB IN by SPIKES,KALVIN",2
12:37,,,,,"SUB IN by SULLIVAN,MICHAEL",,,"SUB IN by SULLIVAN,MICHAEL",2
12:37,,,,,"SUB OUT by GRANT,SHE'CHEM",,,"SUB OUT by GRANT,SHE'CHEM",2
12:37,,,,,"SUB OUT by OWENS,MATT",,,"SUB OUT by OWENS,MATT",2
12:17,"FOUL  by JONES,JUSTIN",,,,,,,"FOUL  by JONES,JUSTIN",2
12:17,"SUB IN by ROBERTS,JOSHUA",,,,,,,"SUB IN by ROBERTS,JOSHUA",2
12:17,"SUB OUT by JONES,JUSTIN",,,,,,,"SUB OUT by JONES,JUSTIN",2
12:06,,,,,"MISS LAYUP by MCLAURIN,RYAN",,,"MISS LAYUP by MCLAURIN,RYAN",2
--,,,,,"REBOUND OFF by SPIKES,KALVIN",,,"REBOUND OFF by SPIKES,KALVIN",2
12:00,,48,,56 (+8),"GOOD LAYUP by SPIKES,KALVIN(in the paint)",MIL 48-56 (+8),,"GOOD LAYUP by SPIKES,KALVIN(in the paint)",2
11:54,"TURNOVER  by ROBERTS,JOSHUA",,,,,,,"TURNOVER  by ROBERTS,JOSHUA",2
11:54,,,,,"STEAL  by BURNETT,DREW",,,"STEAL  by BURNETT,DREW",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:34,,48,,58 (+10),"GOOD LAYUP by MCLAURIN,RYAN(in the paint)",MIL 48-58 (+10),,"GOOD LAYUP by MCLAURIN,RYAN(in the paint)",2
11:11,"MISS 3PTR by DURHAM,JONATHAN",,,,,,,"MISS 3PTR by DURHAM,JONATHAN",2
--,,,,,"REBOUND DEF by MCLAURIN,RYAN",,,"REBOUND DEF by MCLAURIN,RYAN",2
10:59,,,,,"TURNOVER  by SPIKES,KALVIN",,,"TURNOVER  by SPIKES,KALVIN",2
10:52,"TURNOVER  by JONES,JOSEPH",,,,,,,"TURNOVER  by JONES,JOSEPH",2
10:52,,,,,"STEAL  by MCLAURIN,RYAN",,,"STEAL  by MCLAURIN,RYAN",2
10:45,,48,,60 (+12),"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",MIL 48-60 (+12),,"GOOD LAYUP by MCLAURIN,RYAN(fastbreak)(in the paint)",2
10:32,"MISS 3PTR by ROBERTS,JOSHUA",,,,,,,"MISS 3PTR by ROBERTS,JOSHUA",2
--,"REBOUND OFF by DORRAH,CHRIS",,,,,,,"REBOUND OFF by DORRAH,CHRIS",2
10:15,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
10:15,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
10:15,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
10:12,,,,,"FOUL  by SPIKES,KALVIN",,,"FOUL  by SPIKES,KALVIN",2
10:12,"GOOD FT by DORRAH,CHRIS",49,,60 (+11),,BEL 49-60 (+11),,"GOOD FT by DORRAH,CHRIS",2
10:12,"GOOD FT by DORRAH,CHRIS",50,,60 (+10),,BEL 50-60 (+10),,"GOOD FT by DORRAH,CHRIS",2
10:12,"SUB IN by HODUM,RICK",,,,,,,"SUB IN by HODUM,RICK",2
10:12,"SUB OUT by DURHAM,JONATHAN",,,,,,,"SUB OUT by DURHAM,JONATHAN",2
09:57,,,,,"TURNOVER  by MCLAURIN,RYAN",,,"TURNOVER  by MCLAURIN,RYAN",2
09:42,"MISS 3PTR by DORRAH,CHRIS",,,,,,,"MISS 3PTR by DORRAH,CHRIS",2
--,,,,,"REBOUND DEF by SPIKES,KALVIN",,,"REBOUND DEF by SPIKES,KALVIN",2
09:30,,50,,62 (+12),"GOOD DUNK by SPIKES,KALVIN(in the paint)",MIL 50-62 (+12),,"GOOD DUNK by SPIKES,KALVIN(in the paint)",2
--,,,,,"ASSIST  by MCLAURIN,RYAN",,,"ASSIST  by MCLAURIN,RYAN",2
09:20,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",2
09:20,"SUB OUT by JONES,JOSEPH",,,,,,,"SUB OUT by JONES,JOSEPH",2
09:20,,,,,"SUB IN by CARVELLI,CAMERON",,,"SUB IN by CARVELLI,CAMERON",2
09:20,,,,,"SUB IN by VAN PELT,JUSTIN",,,"SUB IN by VAN PELT,JUSTIN",2
09:20,,,,,"SUB IN by GRANT,SHE'CHEM",,,"SUB IN by GRANT,SHE'CHEM",2
09:20,,,,,"SUB OUT by MCLAURIN,RYAN",,,"SUB OUT by MCLAURIN,RYAN",2
09:20,,,,,"SUB OUT by SPIKES,KALVIN",,,"SUB OUT by SPIKES,KALVIN",2
09:20,,,,,"SUB OUT by SULLIVAN,MICHAEL",,,"SUB OUT by SULLIVAN,MICHAEL",2
09:15,"GOOD LAYUP by LONG,LARAMIE(in the paint)",52,,62 (+10),,BEL 52-62 (+10),,"GOOD LAYUP by LONG,LARAMIE(in the paint)",2
--,"ASSIST  by ROBERTS,JOSHUA",,,,,,,"ASSIST  by ROBERTS,JOSHUA",2
09:15,,,,,"FOUL  by CARVELLI,CAMERON",,,"FOUL  by CARVELLI,CAMERON",2
09:15,"MISS FT by LONG,LARAMIE",,,,,,,"MISS FT by LONG,LARAMIE",2
--,"REBOUND OFF by HODUM,RICK",,,,,,,"REBOUND OFF by HODUM,RICK",2
09:15,"SUB IN by LONG,LARAMIE",,,,,,,"SUB IN by LONG,LARAMIE",2
09:15,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",2
08:59,,,,,"FOUL  by VAN PELT,JUSTIN",,,"FOUL  by VAN PELT,JUSTIN",2
08:59,"GOOD FT by WORKS,JOHN",53,,62 (+9),,BEL 53-62 (+9),,"GOOD FT by WORKS,JOHN",2
08:59,"MISS FT by WORKS,JOHN",,,,,,,"MISS FT by WORKS,JOHN",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
08:59,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
08:59,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
08:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:48,"SUB IN by PRUITT,KELVIN",,,,,,,"SUB IN by PRUITT,KELVIN",2
08:48,"SUB IN by COOKS,BROSNAN",,,,,,,"SUB IN by COOKS,BROSNAN",2
08:48,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",2
08:48,"SUB OUT by DORRAH,CHRIS",,,,,,,"SUB OUT by DORRAH,CHRIS",2
08:48,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
08:48,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
08:24,,,,,"TURNOVER  by GILLIHAN,NEWLON",,,"TURNOVER  by GILLIHAN,NEWLON",2
08:00,"TURNOVER  by COOKS,BROSNAN",,,,,,,"TURNOVER  by COOKS,BROSNAN",2
08:00,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
08:00,,,,,"SUB OUT by VAN PELT,JUSTIN",,,"SUB OUT by VAN PELT,JUSTIN",2
07:36,,,,,"MISS LAYUP by CARVELLI,CAMERON",,,"MISS LAYUP by CARVELLI,CAMERON",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
07:28,"MISS 3PTR by HODUM,RICK",,,,,,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND OFF by COOKS,BROSNAN",,,,,,,"REBOUND OFF by COOKS,BROSNAN",2
07:23,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",55,,62 (+7),,BEL 55-62 (+7),,"GOOD LAYUP by COOKS,BROSNAN(in the paint)",2
06:58,,,,,"MISS LAYUP by CARVELLI,CAMERON",,,"MISS LAYUP by CARVELLI,CAMERON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
06:41,,,,,"FOUL  by SULLIVAN,MICHAEL",,,"FOUL  by SULLIVAN,MICHAEL",2
06:41,,,,,"TURNOVER  by SULLIVAN,MICHAEL",,,"TURNOVER  by SULLIVAN,MICHAEL",2
06:41,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",2
06:41,,,,,"SUB IN by MCLAURIN,RYAN",,,"SUB IN by MCLAURIN,RYAN",2
