Time Remaining,MVCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
03:07,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
03:07,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",1
02:55,"FOUL  by HOPPA,DANTE",,,,,,,"FOUL  by HOPPA,DANTE",1
02:55,,33,,41 (+8),"GOOD FT by LEWIS,EVAN",BSC 33-41 (+8),,"GOOD FT by LEWIS,EVAN",1
02:55,,33,,42 (+9),"GOOD FT by LEWIS,EVAN",BSC 33-42 (+9),,"GOOD FT by LEWIS,EVAN",1
02:34,"TURNOVER  by GARCIA,EMANUELLE",,,,,,,"TURNOVER  by GARCIA,EMANUELLE",1
02:32,,,,,"STEAL  by RUDAK,MATTY",,,"STEAL  by RUDAK,MATTY",1
02:32,"FOUL  by BOWYER,JAY",,,,,,,"FOUL  by BOWYER,JAY",1
02:32,,33,,43 (+10),"GOOD FT by MCLEAN,JAMES",BSC 33-43 (+10),,"GOOD FT by MCLEAN,JAMES",1
02:32,,33,,44 (+11),"GOOD FT by MCLEAN,JAMES",BSC 33-44 (+11),,"GOOD FT by MCLEAN,JAMES",1
02:18,"GOOD JUMPER by BREWER,LOGAN(in the paint)",35,,44 (+9),,MVCM 35-44 (+9),,"GOOD JUMPER by BREWER,LOGAN(in the paint)",1
01:50,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
01:45,,,,,"MISS JUMPER by WELCH,ROSS",,,"MISS JUMPER by WELCH,ROSS",1
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
01:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:41,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",1
01:41,"SUB OUT by BREWER,LOGAN",,,,,,,"SUB OUT by BREWER,LOGAN",1
01:15,,,,,"MISS LAYUP by MCLEAN,JAMES",,,"MISS LAYUP by MCLEAN,JAMES",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
01:12,,,,,"MISS TIPIN by RUDAK,MATTY",,,"MISS TIPIN by RUDAK,MATTY",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
01:12,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",1
01:04,"TURNOVER  by BOWYER,JAY",,,,,,,"TURNOVER  by BOWYER,JAY",1
00:46,,35,,46 (+11),"GOOD LAYUP by MCLEAN,JAMES(in the paint)",BSC 35-46 (+11),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",1
00:35,"MISS 3PTR by HOPPA,DANTE",,,,,,,"MISS 3PTR by HOPPA,DANTE",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
00:27,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",1
--,,,,,"REBOUND OFF by MCLEAN,JAMES",,,"REBOUND OFF by MCLEAN,JAMES",1
00:01,,35,,48 (+13),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 35-48 (+13),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
19:51,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
19:51,"TURNOVER  by BOWYER,JAY",,,,,,,"TURNOVER  by BOWYER,JAY",2
19:35,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
19:18,"MISS LAYUP by SPICER,TYLER",,,,,,,"MISS LAYUP by SPICER,TYLER",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
19:10,,35,,50 (+15),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 35-50 (+15),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
18:54,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
18:44,"MISS JUMPER by BREWER,LOGAN",,,,,,,"MISS JUMPER by BREWER,LOGAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
18:30,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
18:28,"STEAL  by BOWYER,JAY",,,,,,,"STEAL  by BOWYER,JAY",2
18:26,"GOOD LAYUP by BOWYER,JAY(fastbreak)(in the paint)",37,,50 (+13),,MVCM 37-50 (+13),,"GOOD LAYUP by BOWYER,JAY(fastbreak)(in the paint)",2
18:12,,37,,52 (+15),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 37-52 (+15),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
17:55,"MISS JUMPER by BREWER,LOGAN",,,,,,,"MISS JUMPER by BREWER,LOGAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:39,,37,,54 (+17),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 37-54 (+17),,"GOOD LAYUP by THOM,IAN(in the paint)",2
17:26,"MISS LAYUP by BREWER,LOGAN",,,,,,,"MISS LAYUP by BREWER,LOGAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:25,"SUB IN by NOKES,COLT",,,,,,,"SUB IN by NOKES,COLT",2
17:25,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
17:25,"SUB IN by BOWMAN,BLAKE",,,,,,,"SUB IN by BOWMAN,BLAKE",2
17:25,"SUB IN by BROOKS,JOSHUA",,,,,,,"SUB IN by BROOKS,JOSHUA",2
17:25,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",2
17:25,"SUB OUT by BREWER,LOGAN",,,,,,,"SUB OUT by BREWER,LOGAN",2
17:25,"SUB OUT by SPICER,TYLER",,,,,,,"SUB OUT by SPICER,TYLER",2
17:25,"SUB OUT by HOPPA,DANTE",,,,,,,"SUB OUT by HOPPA,DANTE",2
17:25,"SUB OUT by SHOFFNER,SPENCER",,,,,,,"SUB OUT by SHOFFNER,SPENCER",2
17:25,"SUB OUT by BOWYER,JAY",,,,,,,"SUB OUT by BOWYER,JAY",2
17:07,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
16:48,,37,,57 (+20),"GOOD 3PTR by DENEKA,HARRISON",BSC 37-57 (+20),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
16:37,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
16:37,"MISS FT by NOKES,COLT",,,,,,,"MISS FT by NOKES,COLT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:37,"MISS FT by NOKES,COLT",,,,,,,"MISS FT by NOKES,COLT",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
16:16,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
16:16,"BLOCK  by BOWMAN,EMIER",,,,,,,"BLOCK  by BOWMAN,EMIER",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
16:16,,37,,59 (+22),"GOOD JUMPER by THOM,IAN",BSC 37-59 (+22),,"GOOD JUMPER by THOM,IAN",2
16:16,"FOUL  by NOKES,COLT",,,,,,,"FOUL  by NOKES,COLT",2
16:16,,37,,60 (+23),"GOOD FT by THOM,IAN",BSC 37-60 (+23),,"GOOD FT by THOM,IAN",2
16:04,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
15:45,,37,,63 (+26),"GOOD 3PTR by WELCH,ROSS",BSC 37-63 (+26),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
15:24,"MISS JUMPER by BROOKS,JOSHUA",,,,,,,"MISS JUMPER by BROOKS,JOSHUA",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
15:10,"FOUL  by BROOKS,JOSHUA",,,,,,,"FOUL  by BROOKS,JOSHUA",2
15:10,,,,,"MISS FT by THOM,IAN",,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:10,,37,,64 (+27),"GOOD FT by THOM,IAN",BSC 37-64 (+27),,"GOOD FT by THOM,IAN",2
14:54,"GOOD LAYUP by BOWMAN,BLAKE(in the paint)",39,,64 (+25),,MVCM 39-64 (+25),,"GOOD LAYUP by BOWMAN,BLAKE(in the paint)",2
14:54,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
14:54,"GOOD FT by BOWMAN,BLAKE",40,,64 (+24),,MVCM 40-64 (+24),,"GOOD FT by BOWMAN,BLAKE",2
14:43,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
14:39,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
14:34,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,"REBOUND DEF by NOKES,COLT",,,,,,,"REBOUND DEF by NOKES,COLT",2
14:33,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
14:33,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
14:33,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
14:33,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
14:33,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
14:22,"MISS LAYUP by NOKES,COLT",,,,,,,"MISS LAYUP by NOKES,COLT",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
14:12,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND DEF by BOWMAN,EMIER",,,,,,,"REBOUND DEF by BOWMAN,EMIER",2
14:02,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
13:55,"GOOD 3PTR by GARCIA,EMANUELLE",43,,64 (+21),,MVCM 43-64 (+21),,"GOOD 3PTR by GARCIA,EMANUELLE",2
--,"ASSIST  by BOWMAN,BLAKE",,,,,,,"ASSIST  by BOWMAN,BLAKE",2
13:34,,43,,66 (+23),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 43-66 (+23),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
13:34,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
13:34,,43,,67 (+24),"GOOD FT by AVERY,ALEX",BSC 43-67 (+24),,"GOOD FT by AVERY,ALEX",2
13:34,"SUB IN by SPICER,TYLER",,,,,,,"SUB IN by SPICER,TYLER",2
13:34,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
13:22,"GOOD 3PTR by GARCIA,EMANUELLE",46,,67 (+21),,MVCM 46-67 (+21),,"GOOD 3PTR by GARCIA,EMANUELLE",2
--,"ASSIST  by BOWMAN,BLAKE",,,,,,,"ASSIST  by BOWMAN,BLAKE",2
13:22,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
13:22,"GOOD FT by GARCIA,EMANUELLE",47,,67 (+20),,MVCM 47-67 (+20),,"GOOD FT by GARCIA,EMANUELLE",2
13:22,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
13:22,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
13:22,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
13:22,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
13:15,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:08,"MISS 3PTR by BROOKS,JOSHUA",,,,,,,"MISS 3PTR by BROOKS,JOSHUA",2
--,"REBOUND OFF by NOKES,COLT",,,,,,,"REBOUND OFF by NOKES,COLT",2
13:02,"MISS LAYUP by NOKES,COLT",,,,,,,"MISS LAYUP by NOKES,COLT",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
12:45,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
12:36,,47,,70 (+23),"GOOD 3PTR by WELCH,ROSS",BSC 47-70 (+23),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
12:32,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
12:32,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
12:32,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
12:32,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
12:24,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,"REBOUND OFF by BOWMAN,BLAKE",,,,,,,"REBOUND OFF by BOWMAN,BLAKE",2
12:24,,,,,"FOUL  by MCLEAN,JAMES",,,"FOUL  by MCLEAN,JAMES",2
12:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:24,"GOOD FT by BOWMAN,BLAKE",48,,70 (+22),,MVCM 48-70 (+22),,"GOOD FT by BOWMAN,BLAKE",2
12:24,"SUB IN by BREWER,LOGAN",,,,,,,"SUB IN by BREWER,LOGAN",2
12:24,"SUB IN by SHOFFNER,SPENCER",,,,,,,"SUB IN by SHOFFNER,SPENCER",2
12:24,"SUB IN by BOWYER,JAY",,,,,,,"SUB IN by BOWYER,JAY",2
12:24,"SUB OUT by NOKES,COLT",,,,,,,"SUB OUT by NOKES,COLT",2
12:24,"SUB OUT by BROOKS,JOSHUA",,,,,,,"SUB OUT by BROOKS,JOSHUA",2
12:24,"SUB OUT by GARCIA,EMANUELLE",,,,,,,"SUB OUT by GARCIA,EMANUELLE",2
12:06,"MISS FT by BOWMAN,BLAKE",,,,,,,"MISS FT by BOWMAN,BLAKE",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
11:55,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
11:55,"SUB IN by HOPPA,DANTE",,,,,,,"SUB IN by HOPPA,DANTE",2
11:55,"SUB OUT by BOWMAN,BLAKE",,,,,,,"SUB OUT by BOWMAN,BLAKE",2
11:52,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
11:52,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
11:47,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
11:47,"GOOD FT by BREWER,LOGAN",49,,70 (+21),,MVCM 49-70 (+21),,"GOOD FT by BREWER,LOGAN",2
11:47,"MISS FT by BREWER,LOGAN",,,,,,,"MISS FT by BREWER,LOGAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
11:47,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:47,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
11:23,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
11:15,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
11:15,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
11:02,"FOUL  by BOWYER,JAY",,,,,,,"FOUL  by BOWYER,JAY",2
11:02,,49,,71 (+22),"GOOD FT by THOM,IAN",BSC 49-71 (+22),,"GOOD FT by THOM,IAN",2
11:02,,49,,72 (+23),"GOOD FT by THOM,IAN",BSC 49-72 (+23),,"GOOD FT by THOM,IAN",2
10:52,"MISS LAYUP by BREWER,LOGAN",,,,,,,"MISS LAYUP by BREWER,LOGAN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
10:29,,49,,74 (+25),"GOOD LAYUP by THOM,IAN(in the paint)",BSC 49-74 (+25),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
10:15,"GOOD JUMPER by BREWER,LOGAN(in the paint)",51,,74 (+23),,MVCM 51-74 (+23),,"GOOD JUMPER by BREWER,LOGAN(in the paint)",2
09:54,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by BOWYER,JAY",,,,,,,"REBOUND DEF by BOWYER,JAY",2
09:47,"MISS LAYUP by HOPPA,DANTE",,,,,,,"MISS LAYUP by HOPPA,DANTE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
09:46,"FOUL  by BOWYER,JAY",,,,,,,"FOUL  by BOWYER,JAY",2
09:46,,51,,75 (+24),"GOOD FT by WELCH,ROSS",BSC 51-75 (+24),,"GOOD FT by WELCH,ROSS",2
09:46,,51,,76 (+25),"GOOD FT by WELCH,ROSS",BSC 51-76 (+25),,"GOOD FT by WELCH,ROSS",2
09:46,"SUB IN by BOWMAN,EMIER",,,,,,,"SUB IN by BOWMAN,EMIER",2
09:46,"SUB IN by GARCIA,EMANUELLE",,,,,,,"SUB IN by GARCIA,EMANUELLE",2
09:46,"SUB OUT by SPICER,TYLER",,,,,,,"SUB OUT by SPICER,TYLER",2
09:46,"SUB OUT by BOWYER,JAY",,,,,,,"SUB OUT by BOWYER,JAY",2
09:46,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
09:46,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
09:33,"TURNOVER  by GARCIA,EMANUELLE",,,,,,,"TURNOVER  by GARCIA,EMANUELLE",2
09:21,,51,,78 (+27),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 51-78 (+27),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
09:08,"MISS 3PTR by BOWMAN,EMIER",,,,,,,"MISS 3PTR by BOWMAN,EMIER",2
--,"REBOUND OFF by BREWER,LOGAN",,,,,,,"REBOUND OFF by BREWER,LOGAN",2
09:04,"GOOD LAYUP by BREWER,LOGAN(in the paint)",53,,78 (+25),,MVCM 53-78 (+25),,"GOOD LAYUP by BREWER,LOGAN(in the paint)",2
08:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:33,"FOUL  by BOWMAN,EMIER",,,,,,,"FOUL  by BOWMAN,EMIER",2
08:33,,53,,79 (+26),"GOOD FT by DENEKA,HARRISON",BSC 53-79 (+26),,"GOOD FT by DENEKA,HARRISON",2
08:33,,53,,80 (+27),"GOOD FT by DENEKA,HARRISON",BSC 53-80 (+27),,"GOOD FT by DENEKA,HARRISON",2
08:33,"SUB IN by SPICER,TYLER",,,,,,,"SUB IN by SPICER,TYLER",2
08:33,"SUB OUT by BOWMAN,EMIER",,,,,,,"SUB OUT by BOWMAN,EMIER",2
08:33,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
08:33,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
08:25,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
08:25,"GOOD FT by BREWER,LOGAN",54,,80 (+26),,MVCM 54-80 (+26),,"GOOD FT by BREWER,LOGAN",2
08:25,"GOOD FT by BREWER,LOGAN",55,,80 (+25),,MVCM 55-80 (+25),,"GOOD FT by BREWER,LOGAN",2
08:17,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
08:12,,55,,82 (+27),"GOOD TIPIN by RUDAK,MATTY(in the paint)",BSC 55-82 (+27),,"GOOD TIPIN by RUDAK,MATTY(in the paint)",2
08:01,"GOOD LAYUP by BREWER,LOGAN(in the paint)",57,,82 (+25),,MVCM 57-82 (+25),,"GOOD LAYUP by BREWER,LOGAN(in the paint)",2
07:53,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
07:49,"STEAL  by SHOFFNER,SPENCER",,,,,,,"STEAL  by SHOFFNER,SPENCER",2
07:47,"MISS 3PTR by GARCIA,EMANUELLE",,,,,,,"MISS 3PTR by GARCIA,EMANUELLE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:44,"SUB IN by BROOKS,JOSHUA",,,,,,,"SUB IN by BROOKS,JOSHUA",2
07:44,"SUB OUT by SHOFFNER,SPENCER",,,,,,,"SUB OUT by SHOFFNER,SPENCER",2
07:39,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by HOPPA,DANTE",,,,,,,"REBOUND DEF by HOPPA,DANTE",2
07:33,"TURNOVER  by HOPPA,DANTE",,,,,,,"TURNOVER  by HOPPA,DANTE",2
07:32,,,,,"STEAL  by DENEKA,HARRISON",,,"STEAL  by DENEKA,HARRISON",2
07:15,"SUB IN by WINTON,WILL",,,,,,,"SUB IN by WINTON,WILL",2
07:15,"SUB OUT by HOPPA,DANTE",,,,,,,"SUB OUT by HOPPA,DANTE",2
07:15,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
07:15,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
07:10,,57,,85 (+28),"GOOD 3PTR by DENEKA,HARRISON",BSC 57-85 (+28),,"GOOD 3PTR by DENEKA,HARRISON",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
06:54,"MISS JUMPER by BROOKS,JOSHUA",,,,,,,"MISS JUMPER by BROOKS,JOSHUA",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
06:52,"FOUL  by SPICER,TYLER",,,,,,,"FOUL  by SPICER,TYLER",2
06:52,,57,,86 (+29),"GOOD FT by DENEKA,HARRISON",BSC 57-86 (+29),,"GOOD FT by DENEKA,HARRISON",2
06:52,,57,,87 (+30),"GOOD FT by DENEKA,HARRISON",BSC 57-87 (+30),,"GOOD FT by DENEKA,HARRISON",2
06:37,"MISS 3PTR by SPICER,TYLER",,,,,,,"MISS 3PTR by SPICER,TYLER",2
--,,,,,"REBOUND DEF by PERKINS,ALEX",,,"REBOUND DEF by PERKINS,ALEX",2
06:17,,57,,89 (+32),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 57-89 (+32),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
06:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:56,"GOOD 3PTR by GARCIA,EMANUELLE",60,,89 (+29),,MVCM 60-89 (+29),,"GOOD 3PTR by GARCIA,EMANUELLE",2
--,"ASSIST  by BROOKS,JOSHUA",,,,,,,"ASSIST  by BROOKS,JOSHUA",2
05:52,"SUB IN by WATSON,CHRIS",,,,,,,"SUB IN by WATSON,CHRIS",2
05:52,"SUB OUT by SPICER,TYLER",,,,,,,"SUB OUT by SPICER,TYLER",2
05:41,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by WINTON,WILL",,,,,,,"REBOUND DEF by WINTON,WILL",2
05:38,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
05:38,"GOOD FT by BREWER,LOGAN",61,,89 (+28),,MVCM 61-89 (+28),,"GOOD FT by BREWER,LOGAN",2
05:38,"MISS FT by BREWER,LOGAN",,,,,,,"MISS FT by BREWER,LOGAN",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
05:38,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
05:38,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
05:38,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
05:38,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
05:15,,61,,91 (+30),"GOOD LAYUP by CRAIN,JOHN(in the paint)",BSC 61-91 (+30),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
05:08,"TURNOVER  by WATSON,CHRIS",,,,,,,"TURNOVER  by WATSON,CHRIS",2
05:07,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
05:04,"FOUL  by GARCIA,EMANUELLE",,,,,,,"FOUL  by GARCIA,EMANUELLE",2
04:54,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:54,,61,,92 (+31),"GOOD FT by AVERY,ALEX",BSC 61-92 (+31),,"GOOD FT by AVERY,ALEX",2
04:54,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
04:54,,,,,"SUB IN by HARDIMAN,BEN",,,"SUB IN by HARDIMAN,BEN",2
04:54,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
04:54,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
04:47,"MISS 3PTR by WATSON,CHRIS",,,,,,,"MISS 3PTR by WATSON,CHRIS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:43,"SUB IN by WRIGHT,SETH",,,,,,,"SUB IN by WRIGHT,SETH",2
04:43,"SUB IN by ESTES,KALEB",,,,,,,"SUB IN by ESTES,KALEB",2
