Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"ASSIST  by BOURDAGE,TAYLOR",,,,,,,"ASSIST  by BOURDAGE,TAYLOR",1
01:30,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",1
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
01:28,,21,,34 (+13),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 21-34 (+13),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
01:28,"FOUL  by MCGRATH,JOSH",,,,,,,"FOUL  by MCGRATH,JOSH",1
01:28,,21,,35 (+14),"GOOD FT by DENEKA,HARRISON",BSC 21-35 (+14),,"GOOD FT by DENEKA,HARRISON",1
01:23,"MISS 3PTR by BOURDAGE,TAYLOR",,,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
00:43,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:42,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",1
00:42,"GOOD FT by BRITVAR,STEFAN",22,,35 (+13),,OUM 22-35 (+13),,"GOOD FT by BRITVAR,STEFAN",1
00:42,"MISS FT by BRITVAR,STEFAN",,,,,,,"MISS FT by BRITVAR,STEFAN",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
00:42,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
00:42,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
00:42,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
00:42,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
00:29,"FOUL  by MCGRATH,JOSH",,,,,,,"FOUL  by MCGRATH,JOSH",1
00:29,,22,,36 (+14),"GOOD FT by RUDAK,MATTY",BSC 22-36 (+14),,"GOOD FT by RUDAK,MATTY",1
00:29,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",1
--,"REBOUND DEF by BOURDAGE,TAYLOR",,,,,,,"REBOUND DEF by BOURDAGE,TAYLOR",1
00:29,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
00:29,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
00:29,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
00:29,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
00:03,"MISS 3PTR by BOURDAGE,TAYLOR",,,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:56,"SUB IN by MCGRATH,JOSH",,,,,,,"SUB IN by MCGRATH,JOSH",2
19:56,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
19:46,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:44,"FOUL  by MCGRATH,JOSH",,,,,,,"FOUL  by MCGRATH,JOSH",2
19:27,,22,,38 (+16),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 22-38 (+16),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
19:11,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
19:02,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
19:00,"STEAL  by MCGRATH,JOSH",,,,,,,"STEAL  by MCGRATH,JOSH",2
18:57,"GOOD LAYUP by SMITH,CONNOR(in the paint)",24,,38 (+14),,OUM 24-38 (+14),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
--,"ASSIST  by MCGRATH,JOSH",,,,,,,"ASSIST  by MCGRATH,JOSH",2
18:51,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
18:51,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
18:48,,24,,39 (+15),"GOOD FT by LEWIS,EVAN",BSC 24-39 (+15),,"GOOD FT by LEWIS,EVAN",2
18:48,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
18:18,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",26,,39 (+13),,OUM 26-39 (+13),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
17:55,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
17:31,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
17:01,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,"REBOUND DEF by MCGRATH,JOSH",,,,,,,"REBOUND DEF by MCGRATH,JOSH",2
16:54,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND OFF by MCGRATH,JOSH",,,,,,,"REBOUND OFF by MCGRATH,JOSH",2
16:49,"GOOD TIPIN by MCGRATH,JOSH(in the paint)",28,,39 (+11),,OUM 28-39 (+11),,"GOOD TIPIN by MCGRATH,JOSH(in the paint)",2
16:46,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
16:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:46,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
16:46,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
16:46,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
16:46,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
16:46,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
16:46,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
16:27,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",30,,39 (+9),,OUM 30-39 (+9),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",2
16:03,,30,,42 (+12),"GOOD 3PTR by THOM,IAN",BSC 30-42 (+12),,"GOOD 3PTR by THOM,IAN",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
15:40,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
15:40,"GOOD FT by SMITH,CONNOR",31,,42 (+11),,OUM 31-42 (+11),,"GOOD FT by SMITH,CONNOR",2
15:40,"GOOD FT by SMITH,CONNOR",32,,42 (+10),,OUM 32-42 (+10),,"GOOD FT by SMITH,CONNOR",2
15:40,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
15:40,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
15:40,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
15:40,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
15:40,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:40,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
15:14,,,,,"MISS JUMPER by RUDAK,MATTY",,,"MISS JUMPER by RUDAK,MATTY",2
15:14,"BLOCK  by EDWARDS,JUSTIN",,,,,,,"BLOCK  by EDWARDS,JUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:44,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",34,,42 (+8),,OUM 34-42 (+8),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
14:22,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:20,"FOUL  by HUFFMAN,DEVIN",,,,,,,"FOUL  by HUFFMAN,DEVIN",2
14:20,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
14:20,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
14:20,"SUB OUT by MCGRATH,JOSH",,,,,,,"SUB OUT by MCGRATH,JOSH",2
14:20,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
13:52,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
13:52,,34,,43 (+9),"GOOD FT by AVERY,ALEX",BSC 34-43 (+9),,"GOOD FT by AVERY,ALEX",2
13:52,,34,,44 (+10),"GOOD FT by AVERY,ALEX",BSC 34-44 (+10),,"GOOD FT by AVERY,ALEX",2
13:52,"SUB IN by MCGRATH,JOSH",,,,,,,"SUB IN by MCGRATH,JOSH",2
13:52,"SUB IN by BRITVAR,STEFAN",,,,,,,"SUB IN by BRITVAR,STEFAN",2
13:52,"SUB OUT by HUFFMAN,DEVIN",,,,,,,"SUB OUT by HUFFMAN,DEVIN",2
13:52,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
13:52,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
13:52,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
13:52,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:52,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
13:52,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
13:52,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:44,"GOOD 3PTR by ANDINO,GEORGE",37,,44 (+7),,OUM 37-44 (+7),,"GOOD 3PTR by ANDINO,GEORGE",2
--,"ASSIST  by MCGRATH,JOSH",,,,,,,"ASSIST  by MCGRATH,JOSH",2
13:12,,37,,47 (+10),"GOOD 3PTR by CRAIN,JOHN",BSC 37-47 (+10),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
13:02,"TURNOVER  by BRITVAR,STEFAN",,,,,,,"TURNOVER  by BRITVAR,STEFAN",2
13:01,,,,,"STEAL  by RUDAK,MATTY",,,"STEAL  by RUDAK,MATTY",2
12:57,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:55,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
12:55,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
12:55,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
12:55,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
12:55,"SUB OUT by BRITVAR,STEFAN",,,,,,,"SUB OUT by BRITVAR,STEFAN",2
12:55,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",2
12:55,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
12:33,"GOOD LAYUP by INUNGU,TOM(in the paint)",39,,47 (+8),,OUM 39-47 (+8),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
12:11,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
11:58,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
11:58,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
11:58,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
11:58,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
11:58,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
11:55,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",2
11:55,"GOOD FT by INUNGU,TOM",40,,47 (+7),,OUM 40-47 (+7),,"GOOD FT by INUNGU,TOM",2
11:55,"MISS FT by INUNGU,TOM",,,,,,,"MISS FT by INUNGU,TOM",2
--,"REBOUND OFF by LAWRENCE,CHRIS",,,,,,,"REBOUND OFF by LAWRENCE,CHRIS",2
11:55,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:55,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",2
11:49,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",2
11:31,,40,,49 (+9),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 40-49 (+9),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
11:08,"TURNOVER  by MCGRATH,JOSH",,,,,,,"TURNOVER  by MCGRATH,JOSH",2
11:07,,,,,"STEAL  by MURPHY,JUWAN",,,"STEAL  by MURPHY,JUWAN",2
11:03,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,"REBOUND DEF by EDWARDS,JUSTIN",,,,,,,"REBOUND DEF by EDWARDS,JUSTIN",2
10:48,"MISS JUMPER by EDWARDS,JUSTIN",,,,,,,"MISS JUMPER by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
10:44,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:42,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:42,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
10:15,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
10:15,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
10:10,"GOOD 3PTR by ANDINO,GEORGE",43,,49 (+6),,OUM 43-49 (+6),,"GOOD 3PTR by ANDINO,GEORGE",2
09:50,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:50,"FOUL  by MCGRATH,JOSH",,,,,,,"FOUL  by MCGRATH,JOSH",2
09:50,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
09:50,"SUB OUT by MCGRATH,JOSH",,,,,,,"SUB OUT by MCGRATH,JOSH",2
09:50,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
09:50,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
09:50,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
09:50,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
09:37,,,,,"MISS 3PTR by THOM,IAN",,,"MISS 3PTR by THOM,IAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:22,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
09:10,,43,,51 (+8),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 43-51 (+8),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
09:02,"GOOD 3PTR by LAWRENCE,CHRIS",46,,51 (+5),,OUM 46-51 (+5),,"GOOD 3PTR by LAWRENCE,CHRIS",2
09:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:02,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
09:02,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
08:40,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
08:37,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
08:37,,46,,52 (+6),"GOOD FT by DENEKA,HARRISON",BSC 46-52 (+6),,"GOOD FT by DENEKA,HARRISON",2
08:37,,46,,53 (+7),"GOOD FT by DENEKA,HARRISON",BSC 46-53 (+7),,"GOOD FT by DENEKA,HARRISON",2
08:30,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
08:08,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
08:05,"FOUL  by ROMAGUERA,COLE",,,,,,,"FOUL  by ROMAGUERA,COLE",2
08:05,,46,,54 (+8),"GOOD FT by DENEKA,HARRISON",BSC 46-54 (+8),,"GOOD FT by DENEKA,HARRISON",2
08:05,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
07:48,"MISS JUMPER by ANDINO,GEORGE",,,,,,,"MISS JUMPER by ANDINO,GEORGE",2
07:48,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
07:22,,46,,56 (+10),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 46-56 (+10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
06:59,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
06:59,"SUB IN by MCGRATH,JOSH",,,,,,,"SUB IN by MCGRATH,JOSH",2
06:59,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
06:59,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
06:59,"SUB OUT by ROMAGUERA,COLE",,,,,,,"SUB OUT by ROMAGUERA,COLE",2
06:59,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
06:59,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
06:55,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
06:27,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
06:24,,46,,58 (+12),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 46-58 (+12),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
06:17,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:06,"MISS JUMPER by MCGRATH,JOSH",,,,,,,"MISS JUMPER by MCGRATH,JOSH",2
06:06,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
05:49,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND DEF by MCGRATH,JOSH",,,,,,,"REBOUND DEF by MCGRATH,JOSH",2
05:31,"GOOD 3PTR by SMITH,CONNOR",49,,58 (+9),,OUM 49-58 (+9),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by MCGRATH,JOSH",,,,,,,"ASSIST  by MCGRATH,JOSH",2
05:11,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
05:08,"FOUL  by SIGRIST,CONNOR",,,,,,,"FOUL  by SIGRIST,CONNOR",2
05:08,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by MCGRATH,JOSH",,,,,,,"REBOUND DEF by MCGRATH,JOSH",2
05:08,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
05:08,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
05:08,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
05:08,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
05:08,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
05:08,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
04:48,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
04:44,"MISS JUMPER by LAWRENCE,CHRIS",,,,,,,"MISS JUMPER by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
04:18,,49,,61 (+12),"GOOD 3PTR by WELCH,ROSS",BSC 49-61 (+12),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
03:52,"MISS 3PTR by ANDINO,GEORGE",,,,,,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
03:22,,49,,64 (+15),"GOOD 3PTR by LEWIS,EVAN",BSC 49-64 (+15),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
02:59,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
02:41,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:38,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
02:38,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
02:26,"MISS JUMPER by SMITH,CONNOR",,,,,,,"MISS JUMPER by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
02:09,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
02:09,"SUB IN by ROMAGUERA,COLE",,,,,,,"SUB IN by ROMAGUERA,COLE",2
02:09,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
02:09,"SUB OUT by MCGRATH,JOSH",,,,,,,"SUB OUT by MCGRATH,JOSH",2
02:09,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
01:59,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
01:59,"GOOD FT by EDWARDS,JUSTIN",50,,64 (+14),,OUM 50-64 (+14),,"GOOD FT by EDWARDS,JUSTIN",2
01:59,"GOOD FT by EDWARDS,JUSTIN",51,,64 (+13),,OUM 51-64 (+13),,"GOOD FT by EDWARDS,JUSTIN",2
01:45,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
01:40,,51,,66 (+15),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 51-66 (+15),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
01:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:24,"MISS LAYUP by EDWARDS,JUSTIN",,,,,,,"MISS LAYUP by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",2
01:14,"FOUL  by ROMAGUERA,COLE",,,,,,,"FOUL  by ROMAGUERA,COLE",2
01:14,,,,,"MISS FT by LEWIS,EVAN",,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:14,"SUB IN by HUFFMAN,DEVIN",,,,,,,"SUB IN by HUFFMAN,DEVIN",2
01:14,"SUB IN by BOURDAGE,TAYLOR",,,,,,,"SUB IN by BOURDAGE,TAYLOR",2
01:14,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
01:14,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
01:14,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
01:14,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
01:06,"GOOD JUMPER by ANDINO,GEORGE(in the paint)",53,,66 (+13),,OUM 53-66 (+13),,"GOOD JUMPER by ANDINO,GEORGE(in the paint)",2
00:40,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by HUFFMAN,DEVIN",,,,,,,"REBOUND DEF by HUFFMAN,DEVIN",2
00:37,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
00:33,"MISS FT by HUFFMAN,DEVIN",,,,,,,"MISS FT by HUFFMAN,DEVIN",2
