Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
18:01,"GOOD TIPIN by AVERY,ALEX(in the paint)",33,,39 (+6),,BSC 33-39 (-6),,"GOOD TIPIN by AVERY,ALEX(in the paint)",2
17:57,,33,,41 (+8),"GOOD LAYUP by PARKER,DUNCAN(in the paint)",LCM 33-41 (-8),,"GOOD LAYUP by PARKER,DUNCAN(in the paint)",2
--,,,,,"ASSIST  by OLSON,JUSTYN",,,"ASSIST  by OLSON,JUSTYN",2
17:47,"GOOD LAYUP by THOM,IAN(in the paint)",35,,41 (+6),,BSC 35-41 (-6),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
17:47,,,,,"FOUL  by PARKER,DUNCAN",,,"FOUL  by PARKER,DUNCAN",2
17:47,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:40,,,,,"SUB IN by HENDERSON,JARED",,,"SUB IN by HENDERSON,JARED",2
17:40,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",2
17:40,,,,,"SUB OUT by PARKER,DUNCAN",,,"SUB OUT by PARKER,DUNCAN",2
17:40,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",2
17:23,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
17:19,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
17:12,"GOOD JUMPER by LEWIS,EVAN(in the paint)",37,,41 (+4),,BSC 37-41 (-4),,"GOOD JUMPER by LEWIS,EVAN(in the paint)",2
17:02,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
16:54,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:36,,37,,43 (+6),"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 37-43 (-6),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",2
16:19,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
16:14,,37,,45 (+8),"GOOD LAYUP by HENDERSON,JARED(in the paint)",LCM 37-45 (-8),,"GOOD LAYUP by HENDERSON,JARED(in the paint)",2
--,,,,,"ASSIST  by FORD,BRAXTON",,,"ASSIST  by FORD,BRAXTON",2
16:02,"GOOD LAYUP by AVERY,ALEX(in the paint)",39,,45 (+6),,BSC 39-45 (-6),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
15:49,,,,,"MISS JUMPER by OLSON,JUSTYN",,,"MISS JUMPER by OLSON,JUSTYN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
15:21,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:03,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
15:03,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
15:03,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:03,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:44,,,,,"MISS 3PTR by WAGNER,MARK",,,"MISS 3PTR by WAGNER,MARK",2
--,,,,,"REBOUND OFF by VANDERBROOK,DREW",,,"REBOUND OFF by VANDERBROOK,DREW",2
14:41,,,,,"MISS JUMPER by VANDERBROOK,DREW",,,"MISS JUMPER by VANDERBROOK,DREW",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
14:29,"MISS JUMPER by RUDAK,MATTY",,,,,,,"MISS JUMPER by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",2
14:23,,39,,47 (+8),"GOOD JUMPER by OLSON,JUSTYN(in the paint)",LCM 39-47 (-8),,"GOOD JUMPER by OLSON,JUSTYN(in the paint)",2
14:23,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
14:23,,39,,48 (+9),"GOOD FT by OLSON,JUSTYN",LCM 39-48 (-9),,"GOOD FT by OLSON,JUSTYN",2
14:23,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
14:23,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
14:23,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
14:23,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
14:08,"MISS 3PTR by RUDAK,MATTY",,,,,,,"MISS 3PTR by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",2
13:59,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
13:52,,,,,"FOUL  by VANDERBROOK,DREW",,,"FOUL  by VANDERBROOK,DREW",2
13:32,"TURNOVER  by BARRON,MAC",,,,,,,"TURNOVER  by BARRON,MAC",2
13:22,,,,,"MISS JUMPER by BONNER,ALEX",,,"MISS JUMPER by BONNER,ALEX",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
13:12,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
13:12,"TURNOVER  by CRAIN,JOHN",,,,,,,"TURNOVER  by CRAIN,JOHN",2
13:02,,39,,51 (+12),"GOOD 3PTR by WAGNER,MARK",LCM 39-51 (-12),,"GOOD 3PTR by WAGNER,MARK",2
--,,,,,"ASSIST  by BONNER,ALEX",,,"ASSIST  by BONNER,ALEX",2
12:44,,,,,"FOUL  by HENDERSON,JARED",,,"FOUL  by HENDERSON,JARED",2
12:44,"SUB IN by PERKINS,ALEX",,,,,,,"SUB IN by PERKINS,ALEX",2
12:44,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
12:44,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
12:44,,,,,"SUB OUT by HENDERSON,JARED",,,"SUB OUT by HENDERSON,JARED",2
12:35,"GOOD LAYUP by THOM,IAN(in the paint)",41,,51 (+10),,BSC 41-51 (-10),,"GOOD LAYUP by THOM,IAN(in the paint)",2
12:26,,,,,"TURNOVER  by OLSON,JUSTYN",,,"TURNOVER  by OLSON,JUSTYN",2
12:26,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
12:26,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",2
12:11,,,,,"FOUL  by WAGNER,MARK",,,"FOUL  by WAGNER,MARK",2
12:04,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by ADEDOYIN,ELIJAH",,,"REBOUND DEF by ADEDOYIN,ELIJAH",2
11:57,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
11:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:57,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
11:57,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:57,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
11:57,"SUB OUT by PERKINS,ALEX",,,,,,,"SUB OUT by PERKINS,ALEX",2
11:49,,,,,"MISS 3PTR by WAGNER,MARK",,,"MISS 3PTR by WAGNER,MARK",2
--,,,,,"REBOUND OFF by VANDERBROOK,DREW",,,"REBOUND OFF by VANDERBROOK,DREW",2
11:42,,,,,"MISS LAYUP by VANDERBROOK,DREW",,,"MISS LAYUP by VANDERBROOK,DREW",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
11:22,"GOOD LAYUP by LEWIS,EVAN(in the paint)",43,,51 (+8),,BSC 43-51 (-8),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
11:09,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
10:57,"GOOD LAYUP by CRAIN,JOHN(in the paint)",45,,51 (+6),,BSC 45-51 (-6),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",2
10:40,,45,,53 (+8),"GOOD JUMPER by BONNER,ALEX(in the paint)",LCM 45-53 (-8),,"GOOD JUMPER by BONNER,ALEX(in the paint)",2
10:19,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",2
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",2
10:13,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by ADEDOYIN,ELIJAH",,,"REBOUND DEF by ADEDOYIN,ELIJAH",2
09:59,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
09:59,,45,,54 (+9),"GOOD FT by VANDERBROOK,DREW",LCM 45-54 (-9),,"GOOD FT by VANDERBROOK,DREW",2
09:59,,45,,55 (+10),"GOOD FT by VANDERBROOK,DREW",LCM 45-55 (-10),,"GOOD FT by VANDERBROOK,DREW",2
09:59,,,,,"SUB IN by GAETANOS,JACOB",,,"SUB IN by GAETANOS,JACOB",2
09:59,,,,,"SUB IN by THOMPSON,TRAVIS",,,"SUB IN by THOMPSON,TRAVIS",2
09:59,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",2
09:59,,,,,"SUB OUT by VANDERBROOK,DREW",,,"SUB OUT by VANDERBROOK,DREW",2
09:59,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
09:59,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
09:37,"GOOD 3PTR by LEWIS,EVAN",48,,55 (+7),,BSC 48-55 (-7),,"GOOD 3PTR by LEWIS,EVAN",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
09:16,,,,,"MISS JUMPER by GAETANOS,JACOB",,,"MISS JUMPER by GAETANOS,JACOB",2
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",2
09:03,"GOOD LAYUP by LEWIS,EVAN(in the paint)",50,,55 (+5),,BSC 50-55 (-5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
09:03,,,,,"FOUL  by OLSON,JUSTYN",,,"FOUL  by OLSON,JUSTYN",2
09:03,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
08:58,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by OLSON,JUSTYN",,,"REBOUND DEF by OLSON,JUSTYN",2
08:49,,50,,57 (+7),"GOOD JUMPER by FORD,BRAXTON",LCM 50-57 (-7),,"GOOD JUMPER by FORD,BRAXTON",2
08:26,"GOOD LAYUP by LEWIS,EVAN(in the paint)",52,,57 (+5),,BSC 52-57 (-5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
08:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:05,,,,,"MISS JUMPER by FORD,BRAXTON",,,"MISS JUMPER by FORD,BRAXTON",2
--,,,,,"REBOUND OFF by GAETANOS,JACOB",,,"REBOUND OFF by GAETANOS,JACOB",2
07:59,,,,,"MISS JUMPER by GAETANOS,JACOB",,,"MISS JUMPER by GAETANOS,JACOB",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
07:38,"GOOD JUMPER by AVERY,ALEX(in the paint)",54,,57 (+3),,BSC 54-57 (-3),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
07:38,,,,,"FOUL  by GAETANOS,JACOB",,,"FOUL  by GAETANOS,JACOB",2
07:38,"GOOD FT by AVERY,ALEX",55,,57 (+2),,BSC 55-57 (-2),,"GOOD FT by AVERY,ALEX",2
07:38,,,,,"SUB IN by PARKER,DUNCAN",,,"SUB IN by PARKER,DUNCAN",2
07:38,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",2
07:38,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",2
07:38,,,,,"SUB OUT by THOMPSON,TRAVIS",,,"SUB OUT by THOMPSON,TRAVIS",2
07:12,,55,,59 (+4),"GOOD JUMPER by OLSON,JUSTYN",LCM 55-59 (-4),,"GOOD JUMPER by OLSON,JUSTYN",2
06:44,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",2
06:22,,55,,61 (+6),"GOOD LAYUP by WAGNER,MARK(in the paint)",LCM 55-61 (-6),,"GOOD LAYUP by WAGNER,MARK(in the paint)",2
--,,,,,"ASSIST  by PARKER,DUNCAN",,,"ASSIST  by PARKER,DUNCAN",2
05:54,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
05:53,,,,,"STEAL  by PARKER,DUNCAN",,,"STEAL  by PARKER,DUNCAN",2
05:49,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
05:49,,55,,62 (+7),"GOOD FT by FORD,BRAXTON",LCM 55-62 (-7),,"GOOD FT by FORD,BRAXTON",2
05:49,,55,,63 (+8),"GOOD FT by FORD,BRAXTON",LCM 55-63 (-8),,"GOOD FT by FORD,BRAXTON",2
05:49,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
05:49,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
05:49,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
05:49,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
05:49,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
05:49,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
05:49,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
05:49,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",2
05:31,,,,,"FOUL  by VANDERBROOK,DREW",,,"FOUL  by VANDERBROOK,DREW",2
05:31,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:31,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by FORD,BRAXTON",,,"REBOUND DEF by FORD,BRAXTON",2
05:21,,,,,"MISS 3PTR by BONNER,ALEX",,,"MISS 3PTR by BONNER,ALEX",2
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",2
05:07,"GOOD LAYUP by RUDAK,MATTY(in the paint)",57,,63 (+6),,BSC 57-63 (-6),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
04:49,,,,,"MISS JUMPER by WAGNER,MARK",,,"MISS JUMPER by WAGNER,MARK",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
04:44,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
04:44,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
04:44,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:44,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
04:44,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:44,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
04:30,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",2
04:30,,57,,64 (+7),"GOOD FT by VANDERBROOK,DREW",LCM 57-64 (-7),,"GOOD FT by VANDERBROOK,DREW",2
04:30,,57,,65 (+8),"GOOD FT by VANDERBROOK,DREW",LCM 57-65 (-8),,"GOOD FT by VANDERBROOK,DREW",2
04:30,,,,,"MISS FT by VANDERBROOK,DREW",,,"MISS FT by VANDERBROOK,DREW",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
04:13,"GOOD LAYUP by AVERY,ALEX(in the paint)",59,,65 (+6),,BSC 59-65 (-6),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
03:51,,59,,67 (+8),"GOOD LAYUP by BONNER,ALEX(in the paint)",LCM 59-67 (-8),,"GOOD LAYUP by BONNER,ALEX(in the paint)",2
03:24,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",2
03:16,"GOOD 3PTR by WELCH,ROSS",62,,67 (+5),,BSC 62-67 (-5),,"GOOD 3PTR by WELCH,ROSS",2
03:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:16,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
03:16,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
02:58,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
02:58,,62,,68 (+6),"GOOD FT by OLSON,JUSTYN",LCM 62-68 (-6),,"GOOD FT by OLSON,JUSTYN",2
02:58,,,,,"MISS FT by OLSON,JUSTYN",,,"MISS FT by OLSON,JUSTYN",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
02:55,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",2
02:55,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
02:41,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
02:41,,,,,"BLOCK  by PARKER,DUNCAN",,,"BLOCK  by PARKER,DUNCAN",2
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",2
02:31,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,,,,,"REBOUND DEF by PARKER,DUNCAN",,,"REBOUND DEF by PARKER,DUNCAN",2
02:20,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
02:20,,,,,"MISS FT by BONNER,ALEX",,,"MISS FT by BONNER,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:20,,62,,69 (+7),"GOOD FT by BONNER,ALEX",LCM 62-69 (-7),,"GOOD FT by BONNER,ALEX",2
02:20,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
02:20,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",2
02:02,,,,,"FOUL  by BONNER,ALEX",,,"FOUL  by BONNER,ALEX",2
02:02,"GOOD FT by LEWIS,EVAN",63,,69 (+6),,BSC 63-69 (-6),,"GOOD FT by LEWIS,EVAN",2
02:02,"GOOD FT by LEWIS,EVAN",64,,69 (+5),,BSC 64-69 (-5),,"GOOD FT by LEWIS,EVAN",2
02:02,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",2
02:02,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
01:49,,,,,"TURNOVER  by BONNER,ALEX",,,"TURNOVER  by BONNER,ALEX",2
01:48,"STEAL  by RUDAK,MATTY",,,,,,,"STEAL  by RUDAK,MATTY",2
01:44,"GOOD 3PTR by WELCH,ROSS",67,,69 (+2),,BSC 67-69 (-2),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
01:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:41,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
01:41,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
01:25,,,,,"FOUL  by VANDERBROOK,DREW",,,"FOUL  by VANDERBROOK,DREW",2
01:25,,,,,"TURNOVER  by VANDERBROOK,DREW",,,"TURNOVER  by VANDERBROOK,DREW",2
01:18,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
01:18,,,,,"BLOCK  by PARKER,DUNCAN",,,"BLOCK  by PARKER,DUNCAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:18,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
01:18,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
00:58,,,,,"FOUL  by WAGNER,MARK",,,"FOUL  by WAGNER,MARK",2
00:58,"GOOD FT by WELCH,ROSS",68,,69 (+1),,BSC 68-69 (-1),,"GOOD FT by WELCH,ROSS",2
00:58,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",2
--,"REBOUND OFF by RUDAK,MATTY",,,,,,,"REBOUND OFF by RUDAK,MATTY",2
00:58,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
00:58,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
00:55,"GOOD LAYUP by RUDAK,MATTY(in the paint)",70 (+1),,69,,BSC 70-69 (+1),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
00:45,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
00:45,,70,,70,"GOOD FT by WAGNER,MARK",LCM 70-70 (0),,"GOOD FT by WAGNER,MARK",2
00:45,,70,,71 (+1),"GOOD FT by WAGNER,MARK",LCM 70-71 (-1),,"GOOD FT by WAGNER,MARK",2
00:45,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
00:45,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
00:45,,,,,"SUB OUT by VANDERBROOK,DREW",,,"SUB OUT by VANDERBROOK,DREW",2
00:45,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
00:33,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
00:33,,,,,"STEAL  by OLSON,JUSTYN",,,"STEAL  by OLSON,JUSTYN",2
00:32,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
00:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:32,,,,,"MISS FT by OLSON,JUSTYN",,,"MISS FT by OLSON,JUSTYN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:32,,70,,72 (+2),"GOOD FT by OLSON,JUSTYN",LCM 70-72 (-2),,"GOOD FT by OLSON,JUSTYN",2
00:15,"GOOD JUMPER by RUDAK,MATTY(in the paint)",72,,72,,BSC 72-72 (0),,"GOOD JUMPER by RUDAK,MATTY(in the paint)",2
00:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:00,,,,,"MISS JUMPER by WAGNER,MARK",,,"MISS JUMPER by WAGNER,MARK",2
--,,,,,"REBOUND OFF by ADEDOYIN,ELIJAH",,,"REBOUND OFF by ADEDOYIN,ELIJAH",2
05:00,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",3
05:00,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",3
05:00,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",3
05:00,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",3
04:39,"GOOD LAYUP by RUDAK,MATTY(in the paint)",74 (+2),,72,,BSC 74-72 (+2),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",3
04:25,,74,,74,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 74-74 (0),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",3
04:06,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",3
04:00,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",3
03:57,,,,,"MISS LAYUP by WAGNER,MARK",,,"MISS LAYUP by WAGNER,MARK",3
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",3
03:54,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,3
03:49,,74,,77 (+3),"GOOD 3PTR by FORD,BRAXTON",LCM 74-77 (-3),,"GOOD 3PTR by FORD,BRAXTON",3
--,,,,,"ASSIST  by OLSON,JUSTYN",,,"ASSIST  by OLSON,JUSTYN",3
03:25,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",3
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",3
03:21,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",3
--,"REBOUND OFF by RUDAK,MATTY",,,,,,,"REBOUND OFF by RUDAK,MATTY",3
03:12,"GOOD LAYUP by RUDAK,MATTY(in the paint)",76,,77 (+1),,BSC 76-77 (-1),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",3
