Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
14:23,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",1
14:23,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
14:23,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
14:06,,,,,"MISS JUMPER by DAGUE,AUSTIN",,,"MISS JUMPER by DAGUE,AUSTIN",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
13:53,"GOOD LAYUP by THOM,IAN(in the paint)",11 (+6),,5,,BSC 11-5 (+6),,"GOOD LAYUP by THOM,IAN(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
13:35,,,,,"MISS JUMPER by TRAWICK,WILL",,,"MISS JUMPER by TRAWICK,WILL",1
--,,,,,"REBOUND OFF by TRAWICK,WILL",,,"REBOUND OFF by TRAWICK,WILL",1
13:32,,11 (+4),,7,"GOOD LAYUP by TRAWICK,WILL(in the paint)",EUM 11-7 (+4),,"GOOD LAYUP by TRAWICK,WILL(in the paint)",1
13:31,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
13:31,,11 (+3),,8,"GOOD FT by TRAWICK,WILL",EUM 11-8 (+3),,"GOOD FT by TRAWICK,WILL",1
13:31,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
13:31,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
13:31,,,,,"SUB IN by RAO,DAVIS",,,"SUB IN by RAO,DAVIS",1
13:31,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",1
13:15,"GOOD LAYUP by THOM,IAN(in the paint)",13 (+5),,8,,BSC 13-8 (+5),,"GOOD LAYUP by THOM,IAN(in the paint)",1
13:03,,,,,"MISS 3PTR by RAO,DAVIS",,,"MISS 3PTR by RAO,DAVIS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
13:00,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
13:00,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
12:48,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
12:42,,13 (+2),,11,"GOOD 3PTR by RAO,DAVIS(fastbreak)",EUM 13-11 (+2),,"GOOD 3PTR by RAO,DAVIS(fastbreak)",1
--,,,,,"ASSIST  by RAPP,WHIT",,,"ASSIST  by RAPP,WHIT",1
12:23,"MISS 3PTR by MCLEAN,JAMES",,,,,,,"MISS 3PTR by MCLEAN,JAMES",1
--,,,,,"REBOUND DEF by DAGUE,AUSTIN",,,"REBOUND DEF by DAGUE,AUSTIN",1
12:12,,13,,13,"GOOD LAYUP by RAO,DAVIS(fastbreak)(in the paint)",EUM 13-13 (0),,"GOOD LAYUP by RAO,DAVIS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by DAGUE,AUSTIN",,,"ASSIST  by DAGUE,AUSTIN",1
12:12,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
12:12,,13,,14 (+1),"GOOD FT by RAO,DAVIS",EUM 13-14 (-1),,"GOOD FT by RAO,DAVIS",1
12:04,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",1
12:04,,,,,"STEAL  by DAGUE,AUSTIN",,,"STEAL  by DAGUE,AUSTIN",1
11:49,,,,,"MISS 3PTR by TERRY,JONATHAN",,,"MISS 3PTR by TERRY,JONATHAN",1
--,"REBOUND DEF by BARRON,MAC",,,,,,,"REBOUND DEF by BARRON,MAC",1
11:38,"MISS 3PTR by CRAIN,JOHN",,,,,,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",1
11:30,,,,,"MISS 3PTR by TERRY,JONATHAN",,,"MISS 3PTR by TERRY,JONATHAN",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
11:17,"GOOD JUMPER by THOM,IAN(in the paint)",15 (+1),,14,,BSC 15-14 (+1),,"GOOD JUMPER by THOM,IAN(in the paint)",1
11:05,,15,,17 (+2),"GOOD 3PTR by RAO,DAVIS",EUM 15-17 (-2),,"GOOD 3PTR by RAO,DAVIS",1
--,,,,,"ASSIST  by GIGAX,ADAM",,,"ASSIST  by GIGAX,ADAM",1
10:38,"GOOD LAYUP by RUDAK,MATTY(in the paint)",17,,17,,BSC 17-17 (0),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
10:10,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
09:51,"MISS JUMPER by BARRON,MAC",,,,,,,"MISS JUMPER by BARRON,MAC",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:48,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
09:48,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
09:48,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
09:48,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
09:48,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
09:48,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
09:48,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
09:48,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
09:48,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
09:48,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
09:48,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",1
09:48,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",1
09:29,,17,,20 (+3),"GOOD 3PTR by GIGAX,ADAM",EUM 17-20 (-3),,"GOOD 3PTR by GIGAX,ADAM",1
--,,,,,"ASSIST  by RAPP,WHIT",,,"ASSIST  by RAPP,WHIT",1
09:08,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
09:07,,,,,"STEAL  by GIGAX,ADAM",,,"STEAL  by GIGAX,ADAM",1
08:58,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
08:30,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",1
08:30,,,,,"SUB OUT by TERRY,JONATHAN",,,"SUB OUT by TERRY,JONATHAN",1
08:28,"MISS JUMPER by WELCH,ROSS",,,,,,,"MISS JUMPER by WELCH,ROSS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:18,,,,,"MISS 3PTR by TRAWICK,WILL",,,"MISS 3PTR by TRAWICK,WILL",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
08:07,,,,,"FOUL  by RAO,DAVIS",,,"FOUL  by RAO,DAVIS",1
07:55,"GOOD LAYUP by LEWIS,EVAN(in the paint)",19,,20 (+1),,BSC 19-20 (-1),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
07:41,,19,,22 (+3),"GOOD LAYUP by RAO,DAVIS(in the paint)",EUM 19-22 (-3),,"GOOD LAYUP by RAO,DAVIS(in the paint)",1
07:35,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",1
07:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:35,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",1
07:35,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",1
07:35,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",1
07:35,,,,,"SUB OUT by RAPP,WHIT",,,"SUB OUT by RAPP,WHIT",1
07:14,"GOOD LAYUP by THOM,IAN(in the paint)",21,,22 (+1),,BSC 21-22 (-1),,"GOOD LAYUP by THOM,IAN(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
07:14,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",1
07:14,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",1
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",1
07:14,,,,,"SUB IN by TERRY,JONATHAN",,,"SUB IN by TERRY,JONATHAN",1
07:14,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",1
06:50,,21,,24 (+3),"GOOD JUMPER by RAO,DAVIS",EUM 21-24 (-3),,"GOOD JUMPER by RAO,DAVIS",1
06:34,"GOOD LAYUP by AVERY,ALEX(in the paint)",23,,24 (+1),,BSC 23-24 (-1),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
06:06,,,,,"MISS JUMPER by GIGAX,ADAM",,,"MISS JUMPER by GIGAX,ADAM",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
05:53,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND OFF by LEWIS,EVAN",,,,,,,"REBOUND OFF by LEWIS,EVAN",1
05:36,,,,,"FOUL  by TERRY,JONATHAN",,,"FOUL  by TERRY,JONATHAN",1
05:36,,,,,"SUB IN by DAGUE,AUSTIN",,,"SUB IN by DAGUE,AUSTIN",1
05:36,,,,,"SUB IN by TRAWICK,WILL",,,"SUB IN by TRAWICK,WILL",1
05:36,,,,,"SUB IN by RAPP,WHIT",,,"SUB IN by RAPP,WHIT",1
05:36,,,,,"SUB OUT by BOMMARITO,BEAU",,,"SUB OUT by BOMMARITO,BEAU",1
05:36,,,,,"SUB OUT by BAITEY,GEBEREAL",,,"SUB OUT by BAITEY,GEBEREAL",1
05:36,,,,,"SUB OUT by TERRY,JONATHAN",,,"SUB OUT by TERRY,JONATHAN",1
05:29,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by RAO,DAVIS",,,"REBOUND DEF by RAO,DAVIS",1
05:16,,,,,"MISS JUMPER by GIGAX,ADAM",,,"MISS JUMPER by GIGAX,ADAM",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
05:03,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",1
05:03,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
05:03,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
05:03,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
05:03,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
05:03,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",1
05:03,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",1
04:56,"GOOD LAYUP by WELCH,ROSS(in the paint)",25 (+1),,24,,BSC 25-24 (+1),,"GOOD LAYUP by WELCH,ROSS(in the paint)",1
04:56,,,,,"FOUL  by TRAWICK,WILL",,,"FOUL  by TRAWICK,WILL",1
04:56,"MISS FT by WELCH,ROSS",,,,,,,"MISS FT by WELCH,ROSS",1
--,"REBOUND OFF by MCLEAN,JAMES",,,,,,,"REBOUND OFF by MCLEAN,JAMES",1
04:56,,,,,"SUB IN by BOMMARITO,BEAU",,,"SUB IN by BOMMARITO,BEAU",1
04:56,,,,,"SUB OUT by TRAWICK,WILL",,,"SUB OUT by TRAWICK,WILL",1
04:34,"GOOD LAYUP by AVERY,ALEX(in the paint)",27 (+3),,24,,BSC 27-24 (+3),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
04:20,,27 (+1),,26,"GOOD LAYUP by AVANT,DONALD(in the paint)",EUM 27-26 (+1),,"GOOD LAYUP by AVANT,DONALD(in the paint)",1
03:54,"GOOD LAYUP by RUDAK,MATTY(in the paint)",29 (+3),,26,,BSC 29-26 (+3),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
03:53,,,,,"FOUL  by RAO,DAVIS",,,"FOUL  by RAO,DAVIS",1
03:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:53,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",1
--,,,,,"REBOUND DEF by BOMMARITO,BEAU",,,"REBOUND DEF by BOMMARITO,BEAU",1
03:53,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
03:53,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
03:53,,,,,"SUB IN by BAITEY,GEBEREAL",,,"SUB IN by BAITEY,GEBEREAL",1
03:53,,,,,"SUB OUT by RAO,DAVIS",,,"SUB OUT by RAO,DAVIS",1
03:32,,,,,"MISS LAYUP by GIGAX,ADAM",,,"MISS LAYUP by GIGAX,ADAM",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
03:10,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
03:09,,,,,"STEAL  by GIGAX,ADAM",,,"STEAL  by GIGAX,ADAM",1
03:00,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:59,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
02:59,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
02:59,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
02:49,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
02:49,,,,,"MISS FT by AVANT,DONALD",,,"MISS FT by AVANT,DONALD",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:49,,29 (+2),,27,"GOOD FT by AVANT,DONALD",EUM 29-27 (+2),,"GOOD FT by AVANT,DONALD",1
02:49,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
02:49,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
02:49,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
02:49,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
02:49,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
02:49,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
02:30,"TURNOVER  by RUDAK,MATTY",,,,,,,"TURNOVER  by RUDAK,MATTY",1
02:30,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
02:30,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
02:13,,,,,"MISS 3PTR by BAITEY,GEBEREAL",,,"MISS 3PTR by BAITEY,GEBEREAL",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
01:52,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
01:32,,,,,"MISS 3PTR by RAPP,WHIT",,,"MISS 3PTR by RAPP,WHIT",1
--,,,,,"REBOUND OFF by AVANT,DONALD",,,"REBOUND OFF by AVANT,DONALD",1
01:28,,29,,29,"GOOD LAYUP by AVANT,DONALD(in the paint)",EUM 29-29 (0),,"GOOD LAYUP by AVANT,DONALD(in the paint)",1
01:05,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by RAPP,WHIT",,,"REBOUND DEF by RAPP,WHIT",1
00:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:49,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",1
--,,,,,"REBOUND OFF by BAITEY,GEBEREAL",,,"REBOUND OFF by BAITEY,GEBEREAL",1
00:15,,,,,"MISS JUMPER by AVANT,DONALD",,,"MISS JUMPER by AVANT,DONALD",1
--,,,,,"REBOUND OFF by BOMMARITO,BEAU",,,"REBOUND OFF by BOMMARITO,BEAU",1
00:10,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",1
00:10,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:10,,29,,30 (+1),"GOOD FT by BOMMARITO,BEAU",EUM 29-30 (-1),,"GOOD FT by BOMMARITO,BEAU",1
00:10,,,,,"MISS FT by BOMMARITO,BEAU",,,"MISS FT by BOMMARITO,BEAU",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
00:10,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
00:10,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
19:35,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
19:35,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
19:20,,,,,"TURNOVER  by RAO,DAVIS",,,"TURNOVER  by RAO,DAVIS",2
19:09,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND DEF by GIGAX,ADAM",,,"REBOUND DEF by GIGAX,ADAM",2
18:59,,29,,32 (+3),"GOOD LAYUP by TRAWICK,WILL(in the paint)",EUM 29-32 (-3),,"GOOD LAYUP by TRAWICK,WILL(in the paint)",2
18:48,"GOOD 3PTR by WELCH,ROSS(fastbreak)",32,,32,,BSC 32-32 (0),,"GOOD 3PTR by WELCH,ROSS(fastbreak)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
18:27,,,,,"TURNOVER  by DAGUE,AUSTIN",,,"TURNOVER  by DAGUE,AUSTIN",2
18:16,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",2
18:16,,,,,"BLOCK  by DAGUE,AUSTIN",,,"BLOCK  by DAGUE,AUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:15,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
17:55,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",2
--,,,,,"REBOUND OFF by TRAWICK,WILL",,,"REBOUND OFF by TRAWICK,WILL",2
17:48,,32,,34 (+2),"GOOD LAYUP by TRAWICK,WILL(in the paint)",EUM 32-34 (-2),,"GOOD LAYUP by TRAWICK,WILL(in the paint)",2
17:47,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
17:47,,32,,35 (+3),"GOOD FT by TRAWICK,WILL",EUM 32-35 (-3),,"GOOD FT by TRAWICK,WILL",2
17:47,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
17:47,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
17:26,,,,,"FOUL  by DAGUE,AUSTIN",,,"FOUL  by DAGUE,AUSTIN",2
17:26,"GOOD FT by THOM,IAN",33,,35 (+2),,BSC 33-35 (-2),,"GOOD FT by THOM,IAN",2
17:26,"GOOD FT by THOM,IAN",34,,35 (+1),,BSC 34-35 (-1),,"GOOD FT by THOM,IAN",2
17:26,,,,,"SUB IN by TERRY,JONATHAN",,,"SUB IN by TERRY,JONATHAN",2
17:26,,,,,"SUB OUT by DAGUE,AUSTIN",,,"SUB OUT by DAGUE,AUSTIN",2
17:15,,,,,"TURNOVER  by RAO,DAVIS",,,"TURNOVER  by RAO,DAVIS",2
17:15,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
16:59,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
16:45,,34,,37 (+3),"GOOD JUMPER by TRAWICK,WILL",EUM 34-37 (-3),,"GOOD JUMPER by TRAWICK,WILL",2
16:32,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
16:16,,34,,39 (+5),"GOOD LAYUP by RAO,DAVIS(in the paint)",EUM 34-39 (-5),,"GOOD LAYUP by RAO,DAVIS(in the paint)",2
15:54,,,,,"FOUL  by GIGAX,ADAM",,,"FOUL  by GIGAX,ADAM",2
15:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:54,"GOOD FT by AVERY,ALEX",35,,39 (+4),,BSC 35-39 (-4),,"GOOD FT by AVERY,ALEX",2
15:54,"GOOD FT by AVERY,ALEX",36,,39 (+3),,BSC 36-39 (-3),,"GOOD FT by AVERY,ALEX",2
15:54,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
15:54,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
15:54,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",2
