Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
17:43,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
17:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:43,"GOOD FT by AVERY,ALEX",25,,29 (+4),,BSC 25-29 (-4),,"GOOD FT by AVERY,ALEX",2
17:43,"GOOD FT by AVERY,ALEX",26,,29 (+3),,BSC 26-29 (-3),,"GOOD FT by AVERY,ALEX",2
17:15,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
17:12,"FOUL  by LEWIS,EVAN",,,,,,,"FOUL  by LEWIS,EVAN",2
17:02,,26,,31 (+5),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 26-31 (-5),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
16:43,"GOOD 3PTR by DENEKA,HARRISON",29,,31 (+2),,BSC 29-31 (-2),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
16:23,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
16:22,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
16:16,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",31,,31,,BSC 31-31 (0),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
16:02,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
16:02,"STEAL  by THOM,IAN",,,,,,,"STEAL  by THOM,IAN",2
15:57,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",33 (+2),,31,,BSC 33-31 (+2),,"GOOD LAYUP by THOM,IAN(fastbreak)(in the paint)",2
15:44,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
15:44,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:44,,,,,"MISS FT by BUTTS,KEYSHAWN",,,"MISS FT by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
15:44,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
15:44,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
15:29,"GOOD 3PTR by WELCH,ROSS",36 (+5),,31,,BSC 36-31 (+5),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",2
14:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:55,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
14:54,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
14:31,"GOOD LAYUP by LEWIS,EVAN(in the paint)",38 (+7),,31,,BSC 38-31 (+7),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
14:15,,38 (+5),,33,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 38-33 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
13:59,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",40 (+7),,33,,BSC 40-33 (+7),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
13:43,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
13:43,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",2
13:43,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
13:43,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
13:43,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
13:43,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
13:43,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
13:43,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
13:43,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
13:43,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
13:43,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:43,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
13:43,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
13:33,,40 (+5),,35,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",RHO 40-35 (+5),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
13:08,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
13:08,"GOOD FT by THOM,IAN",41 (+6),,35,,BSC 41-35 (+6),,"GOOD FT by THOM,IAN",2
13:08,"GOOD FT by THOM,IAN",42 (+7),,35,,BSC 42-35 (+7),,"GOOD FT by THOM,IAN",2
13:08,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
13:08,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
13:08,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
13:08,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
12:55,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
12:53,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
12:53,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:53,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
12:51,,42 (+5),,37,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 42-37 (+5),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
12:43,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
12:39,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",44 (+7),,37,,BSC 44-37 (+7),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",2
12:39,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
12:39,"GOOD FT by MCLEAN,JAMES",45 (+8),,37,,BSC 45-37 (+8),,"GOOD FT by MCLEAN,JAMES",2
12:39,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:39,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:30,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
12:28,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",2
12:28,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
12:28,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",2
12:16,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",2
12:07,"FOUL  by MURPHY,JUWAN",,,,,,,"FOUL  by MURPHY,JUWAN",2
12:07,,45 (+7),,38,"GOOD FT by SULLIVAN,BRENNAN",RHO 45-38 (+7),,"GOOD FT by SULLIVAN,BRENNAN",2
12:07,,45 (+6),,39,"GOOD FT by SULLIVAN,BRENNAN",RHO 45-39 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
12:00,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
12:00,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:00,"GOOD FT by LEWIS,EVAN",46 (+7),,39,,BSC 46-39 (+7),,"GOOD FT by LEWIS,EVAN",2
12:00,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
12:00,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
12:00,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
12:00,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
12:00,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:00,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
12:00,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:00,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:00,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
12:00,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
12:00,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:00,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
11:42,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",2
11:42,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:42,,46 (+6),,40,"GOOD FT by GEE,TYLER",RHO 46-40 (+6),,"GOOD FT by GEE,TYLER",2
11:30,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
11:30,"MISS FT by MCLEAN,JAMES",,,,,,,"MISS FT by MCLEAN,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:30,"GOOD FT by MCLEAN,JAMES",47 (+7),,40,,BSC 47-40 (+7),,"GOOD FT by MCLEAN,JAMES",2
11:30,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
11:30,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
11:30,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
11:30,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
11:30,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:30,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
11:30,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
11:30,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
11:30,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
11:30,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
11:30,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
11:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:19,,,,,"MISS JUMPER by BUTTS,KEYSHAWN",,,"MISS JUMPER by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
11:04,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
10:49,,47 (+5),,42,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 47-42 (+5),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
10:31,"GOOD LAYUP by THOM,IAN(in the paint)",49 (+7),,42,,BSC 49-42 (+7),,"GOOD LAYUP by THOM,IAN(in the paint)",2
10:31,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
10:31,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
10:31,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
10:31,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
10:23,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
10:19,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
10:19,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:19,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
09:57,"MISS LAYUP by AVERY,ALEX",,,,,,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
09:50,,49 (+5),,44,"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",RHO 49-44 (+5),,"GOOD LAYUP by SULLIVAN,BRENNAN(fastbreak)(in the paint)",2
09:50,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
09:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:50,,49 (+4),,45,"GOOD FT by SULLIVAN,BRENNAN",RHO 49-45 (+4),,"GOOD FT by SULLIVAN,BRENNAN",2
09:50,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:50,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:41,"GOOD 3PTR by WELCH,ROSS",52 (+7),,45,,BSC 52-45 (+7),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
09:21,,52 (+5),,47,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 52-47 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
09:01,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
09:01,"GOOD FT by AVERY,ALEX",53 (+6),,47,,BSC 53-47 (+6),,"GOOD FT by AVERY,ALEX",2
09:01,"GOOD FT by AVERY,ALEX",54 (+7),,47,,BSC 54-47 (+7),,"GOOD FT by AVERY,ALEX",2
08:41,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
08:41,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:41,,54 (+6),,48,"GOOD FT by GEE,TYLER",RHO 54-48 (+6),,"GOOD FT by GEE,TYLER",2
08:32,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
08:32,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
08:23,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
08:23,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:23,"GOOD FT by AVERY,ALEX",55 (+7),,48,,BSC 55-48 (+7),,"GOOD FT by AVERY,ALEX",2
08:23,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
08:23,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:09,,,,,"MISS JUMPER by BUTTS,KEYSHAWN",,,"MISS JUMPER by BUTTS,KEYSHAWN",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
07:43,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
07:27,,55 (+5),,50,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",RHO 55-50 (+5),,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",2
07:11,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",57 (+7),,50,,BSC 57-50 (+7),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
06:47,,57 (+5),,52,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 57-52 (+5),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
06:28,"GOOD 3PTR by DENEKA,HARRISON",60 (+8),,52,,BSC 60-52 (+8),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",2
06:11,,60 (+6),,54,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",RHO 60-54 (+6),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
05:54,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
05:54,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
05:54,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:54,"GOOD FT by DENEKA,HARRISON",61 (+7),,54,,BSC 61-54 (+7),,"GOOD FT by DENEKA,HARRISON",2
05:54,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
05:54,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
05:54,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",2
05:54,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
05:54,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",2
05:54,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
05:54,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
05:54,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
05:54,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
05:54,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
05:54,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
05:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:54,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
05:54,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
05:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:54,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
05:54,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
05:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:54,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
05:35,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",2
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",2
05:18,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",2
05:08,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:02,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
05:02,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:38,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
04:28,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
04:27,"STEAL  by RUDAK,MATTY",,,,,,,"STEAL  by RUDAK,MATTY",2
04:08,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",2
04:08,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",2
04:08,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
04:08,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
04:08,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
04:08,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
04:08,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:08,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
04:08,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
04:08,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:08,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
04:08,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
04:08,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
04:08,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
04:08,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
04:08,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
04:08,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:08,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
04:08,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
04:08,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
04:08,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:54,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",2
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",2
03:33,"MISS LAYUP by RUDAK,MATTY",,,,,,,"MISS LAYUP by RUDAK,MATTY",2
03:33,,,,,"BLOCK  by WEIR,JJ",,,"BLOCK  by WEIR,JJ",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
03:19,,,,,"TURNOVER  by GALVIN,DANIEL",,,"TURNOVER  by GALVIN,DANIEL",2
03:18,"STEAL  by RUDAK,MATTY",,,,,,,"STEAL  by RUDAK,MATTY",2
02:54,"GOOD JUMPER by AVERY,ALEX(in the paint)",63 (+9),,54,,BSC 63-54 (+9),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
02:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:53,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:53,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",2
02:40,,63 (+7),,56,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 63-56 (+7),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
02:21,"GOOD LAYUP by THOM,IAN(in the paint)",65 (+9),,56,,BSC 65-56 (+9),,"GOOD LAYUP by THOM,IAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
02:03,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
02:02,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
02:02,"GOOD FT by AVERY,ALEX",66 (+10),,56,,BSC 66-56 (+10),,"GOOD FT by AVERY,ALEX",2
02:02,"GOOD FT by AVERY,ALEX",67 (+11),,56,,BSC 67-56 (+11),,"GOOD FT by AVERY,ALEX",2
02:02,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
02:02,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
01:54,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",2
01:54,,67 (+10),,57,"GOOD FT by GEE,TYLER",RHO 67-57 (+10),,"GOOD FT by GEE,TYLER",2
01:54,,,,,"MISS FT by GEE,TYLER",,,"MISS FT by GEE,TYLER",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
01:27,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",2
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",2
01:26,"GOOD TIPIN by AVERY,ALEX(in the paint)",69 (+12),,57,,BSC 69-57 (+12),,"GOOD TIPIN by AVERY,ALEX(in the paint)",2
01:26,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
01:26,"GOOD FT by AVERY,ALEX",70 (+13),,57,,BSC 70-57 (+13),,"GOOD FT by AVERY,ALEX",2
01:26,"MISS FT by AVERY,ALEX",,,,,,,"MISS FT by AVERY,ALEX",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
01:11,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
