Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:26,,36,,38 (+2),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 36-38 (+2),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
00:05,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",38,,38,,BCM 38-38 (0),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",1
19:44,,38,,40 (+2),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 38-40 (+2),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",2
19:44,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
19:44,,38,,41 (+3),"GOOD FT by AVERY,ALEX",BSC 38-41 (+3),,"GOOD FT by AVERY,ALEX",2
19:33,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",40,,41 (+1),,BCM 40-41 (+1),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
19:06,,40,,44 (+4),"GOOD 3PTR by WELCH,ROSS",BSC 40-44 (+4),,"GOOD 3PTR by WELCH,ROSS",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
18:28,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
18:14,,40,,46 (+6),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 40-46 (+6),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
--,,,,,"ASSIST  by DENEKA,HARRISON",,,"ASSIST  by DENEKA,HARRISON",2
17:48,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
17:48,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:48,"GOOD FT by MCCLOUD,ALTON",41,,46 (+5),,BCM 41-46 (+5),,"GOOD FT by MCCLOUD,ALTON",2
17:22,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
17:19,"STEAL  by JACOBS,OWEN",,,,,,,"STEAL  by JACOBS,OWEN",2
17:06,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",43,,46 (+3),,BCM 43-46 (+3),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
16:56,,,,,"MISS 3PTR by LEWIS,EVAN",,,"MISS 3PTR by LEWIS,EVAN",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
16:47,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
16:32,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",45,,46 (+1),,BCM 45-46 (+1),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
16:16,,45,,48 (+3),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 45-48 (+3),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
16:07,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
16:07,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
16:01,,45,,50 (+5),"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 45-50 (+5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
16:01,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
16:01,,45,,51 (+6),"GOOD FT by LEWIS,EVAN",BSC 45-51 (+6),,"GOOD FT by LEWIS,EVAN",2
16:01,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
16:01,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
15:44,"GOOD 3PTR by SCHERRMAN,BLAKE",48,,51 (+3),,BCM 48-51 (+3),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
15:28,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",2
15:09,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:07,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
15:07,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
15:07,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
15:07,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
15:07,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
14:46,"MISS JUMPER by SCHERRMAN,BLAKE",,,,,,,"MISS JUMPER by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
14:44,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
14:39,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
14:39,,48,,52 (+4),"GOOD FT by DENEKA,HARRISON",BSC 48-52 (+4),,"GOOD FT by DENEKA,HARRISON",2
14:39,,48,,53 (+5),"GOOD FT by DENEKA,HARRISON",BSC 48-53 (+5),,"GOOD FT by DENEKA,HARRISON",2
14:22,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
14:22,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
14:13,,48,,55 (+7),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 48-55 (+7),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
14:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:00,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
14:00,,,,,"BLOCK  by RUDAK,MATTY",,,"BLOCK  by RUDAK,MATTY",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
13:59,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
13:36,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
13:36,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
13:36,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
13:36,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
13:36,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
13:36,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
13:36,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
13:36,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
13:09,"GOOD LAYUP by KORN,LUKAS(in the paint)",50,,55 (+5),,BCM 50-55 (+5),,"GOOD LAYUP by KORN,LUKAS(in the paint)",2
12:56,,50,,58 (+8),"GOOD 3PTR by MCLEAN,JAMES",BSC 50-58 (+8),,"GOOD 3PTR by MCLEAN,JAMES",2
12:46,"MISS LAYUP by KORN,LUKAS",,,,,,,"MISS LAYUP by KORN,LUKAS",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
12:40,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
12:40,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
12:40,"FOUL TECH by KORN,LUKAS",,,,,,,"FOUL TECH by KORN,LUKAS",2
12:40,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
12:40,,,,,"FOUL TECH by DENEKA,HARRISON",,,"FOUL TECH by DENEKA,HARRISON",2
12:40,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
12:40,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
12:31,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
12:25,,50,,60 (+10),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 50-60 (+10),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
12:17,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",52,,60 (+8),,BCM 52-60 (+8),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
12:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:09,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
12:09,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
12:03,,52,,62 (+10),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 52-62 (+10),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
11:40,"GOOD 3PTR by SCHERRMAN,BLAKE",55,,62 (+7),,BCM 55-62 (+7),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
11:31,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
11:31,,,,,"MISS FT by MURPHY,JUWAN",,,"MISS FT by MURPHY,JUWAN",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
11:31,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
11:31,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
11:31,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
11:31,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
11:11,"GOOD 3PTR by SCHERRMAN,BLAKE",58,,62 (+4),,BCM 58-62 (+4),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
10:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:54,"SUB IN by NEWKIRK,KAHLIL",,,,,,,"SUB IN by NEWKIRK,KAHLIL",2
10:54,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
10:54,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
10:54,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
10:41,,58,,64 (+6),"GOOD LAYUP by RUDAK,MATTY(in the paint)",BSC 58-64 (+6),,"GOOD LAYUP by RUDAK,MATTY(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
10:16,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
10:01,,58,,67 (+9),"GOOD 3PTR by CRAIN,JOHN",BSC 58-67 (+9),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
09:50,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
09:50,"SUB OUT by NEWKIRK,KAHLIL",,,,,,,"SUB OUT by NEWKIRK,KAHLIL",2
09:50,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
09:50,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
09:47,"MISS LAYUP by SPALDING,TANNER",,,,,,,"MISS LAYUP by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
09:17,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",2
09:17,"BLOCK  by MARDER,NICK",,,,,,,"BLOCK  by MARDER,NICK",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
09:06,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
09:06,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
08:51,"GOOD LAYUP by MARDER,NICK(in the paint)",60,,67 (+7),,BCM 60-67 (+7),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
08:48,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:48,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
08:48,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
08:48,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
08:40,,,,,"MISS 3PTR by DENEKA,HARRISON",,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
08:23,,60,,69 (+9),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 60-69 (+9),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by CRAIN,JOHN",,,"ASSIST  by CRAIN,JOHN",2
08:12,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
08:12,"GOOD FT by MCCLOUD,ALTON",61,,69 (+8),,BCM 61-69 (+8),,"GOOD FT by MCCLOUD,ALTON",2
08:12,"GOOD FT by MCCLOUD,ALTON",62,,69 (+7),,BCM 62-69 (+7),,"GOOD FT by MCCLOUD,ALTON",2
08:12,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
08:12,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
08:12,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
08:12,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
07:45,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
07:45,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
07:45,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
07:45,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
07:29,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by JACOBS,OWEN",,,,,,,"REBOUND OFF by JACOBS,OWEN",2
07:26,,,,,"FOUL  by RUDAK,MATTY",,,"FOUL  by RUDAK,MATTY",2
07:26,"GOOD FT by JACOBS,OWEN",63,,69 (+6),,BCM 63-69 (+6),,"GOOD FT by JACOBS,OWEN",2
07:26,"GOOD FT by JACOBS,OWEN",64,,69 (+5),,BCM 64-69 (+5),,"GOOD FT by JACOBS,OWEN",2
07:11,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
07:11,,64,,70 (+6),"GOOD FT by RUDAK,MATTY",BSC 64-70 (+6),,"GOOD FT by RUDAK,MATTY",2
07:11,,64,,71 (+7),"GOOD FT by RUDAK,MATTY",BSC 64-71 (+7),,"GOOD FT by RUDAK,MATTY",2
07:11,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
07:11,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
07:11,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
07:11,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
07:03,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",2
07:00,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",66,,71 (+5),,BCM 66-71 (+5),,"GOOD LAYUP by ELLINGSWORTH,COLEMAN(in the paint)",2
06:56,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:54,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
06:54,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:54,,66,,72 (+6),"GOOD FT by RUDAK,MATTY",BSC 66-72 (+6),,"GOOD FT by RUDAK,MATTY",2
06:40,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
06:21,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
06:17,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",2
06:15,"STEAL  by SCHERRMAN,BLAKE",,,,,,,"STEAL  by SCHERRMAN,BLAKE",2
06:14,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
06:13,,,,,"STEAL  by RUDAK,MATTY",,,"STEAL  by RUDAK,MATTY",2
06:08,,66,,75 (+9),"GOOD 3PTR by LEWIS,EVAN",BSC 66-75 (+9),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
05:45,"GOOD LAYUP by JACOBS,OWEN(in the paint)",68,,75 (+7),,BCM 68-75 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
05:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:44,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
05:44,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
05:44,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
05:44,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
05:28,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
05:26,"STEAL  by ELLINGSWORTH,COLEMAN",,,,,,,"STEAL  by ELLINGSWORTH,COLEMAN",2
05:06,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",70,,75 (+5),,BCM 70-75 (+5),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
04:42,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",2
04:40,"STEAL  by SCHERRMAN,BLAKE",,,,,,,"STEAL  by SCHERRMAN,BLAKE",2
04:26,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,"REBOUND OFF by JOHNSON,CALEB",,,,,,,"REBOUND OFF by JOHNSON,CALEB",2
04:24,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",72,,75 (+3),,BCM 72-75 (+3),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
04:08,,72,,77 (+5),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 72-77 (+5),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
03:49,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
03:30,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
03:29,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
03:27,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
03:27,"GOOD FT by MCCLOUD,LEE",73,,77 (+4),,BCM 73-77 (+4),,"GOOD FT by MCCLOUD,LEE",2
03:27,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
03:27,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
03:27,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
03:27,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
03:27,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:15,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by MCCLOUD,LEE",,,,,,,"REBOUND DEF by MCCLOUD,LEE",2
02:57,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",2
02:38,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
02:38,"BLOCK  by JOHNSON,CALEB",,,,,,,"BLOCK  by JOHNSON,CALEB",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
02:32,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
02:23,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
02:19,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
02:15,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",2
02:13,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
02:13,,73,,78 (+5),"GOOD FT by DENEKA,HARRISON",BSC 73-78 (+5),,"GOOD FT by DENEKA,HARRISON",2
02:13,,73,,79 (+6),"GOOD FT by DENEKA,HARRISON",BSC 73-79 (+6),,"GOOD FT by DENEKA,HARRISON",2
02:13,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
02:13,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
01:51,"MISS JUMPER by SCHERRMAN,BLAKE",,,,,,,"MISS JUMPER by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
01:48,"MISS JUMPER by MCCLOUD,ALTON",,,,,,,"MISS JUMPER by MCCLOUD,ALTON",2
01:48,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
01:44,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
01:44,,73,,80 (+7),"GOOD FT by DENEKA,HARRISON",BSC 73-80 (+7),,"GOOD FT by DENEKA,HARRISON",2
01:44,,73,,81 (+8),"GOOD FT by DENEKA,HARRISON",BSC 73-81 (+8),,"GOOD FT by DENEKA,HARRISON",2
01:29,"GOOD 3PTR by MCCLOUD,LEE",76,,81 (+5),,BCM 76-81 (+5),,"GOOD 3PTR by MCCLOUD,LEE",2
01:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:04,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
01:02,,76,,83 (+7),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 76-83 (+7),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
01:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:01,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
01:01,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
00:45,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
00:37,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
00:37,,,,,"BLOCK  by AVERY,ALEX",,,"BLOCK  by AVERY,ALEX",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
00:31,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",2
00:26,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
00:26,,76,,84 (+8),"GOOD FT by WELCH,ROSS",BSC 76-84 (+8),,"GOOD FT by WELCH,ROSS",2
00:26,,76,,85 (+9),"GOOD FT by WELCH,ROSS",BSC 76-85 (+9),,"GOOD FT by WELCH,ROSS",2
