Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
15:23,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by FORD,BRAXTON",,,"REBOUND DEF by FORD,BRAXTON",1
14:52,,,,,"MISS JUMPER by WHITE,MIKE",,,"MISS JUMPER by WHITE,MIKE",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
14:37,"GOOD 3PTR by WELCH,ROSS",10,,14 (+4),,BSC 10-14 (-4),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
14:30,,,,,"MISS 3PTR by WAGNER,MARK",,,"MISS 3PTR by WAGNER,MARK",1
--,,,,,"REBOUND OFF by BONNER,ALEX",,,"REBOUND OFF by BONNER,ALEX",1
14:24,,,,,"MISS 3PTR by WAGNER,MARK",,,"MISS 3PTR by WAGNER,MARK",1
--,,,,,"REBOUND OFF by BONNER,ALEX",,,"REBOUND OFF by BONNER,ALEX",1
14:19,,10,,16 (+6),"GOOD LAYUP by BONNER,ALEX(in the paint)",LCM 10-16 (-6),,"GOOD LAYUP by BONNER,ALEX(in the paint)",1
14:09,,,,,"FOUL  by WHITE,MIKE",,,"FOUL  by WHITE,MIKE",1
14:09,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
14:09,"MISS FT by THOM,IAN",,,,,,,"MISS FT by THOM,IAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:09,"GOOD FT by THOM,IAN",11,,16 (+5),,BSC 11-16 (-5),,"GOOD FT by THOM,IAN",1
14:09,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
14:09,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
14:09,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
14:09,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
14:09,,,,,"SUB IN by PARKER,DUNCAN",,,"SUB IN by PARKER,DUNCAN",1
14:09,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",1
14:09,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",1
14:09,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",1
13:35,,,,,"MISS JUMPER by WAGNER,MARK",,,"MISS JUMPER by WAGNER,MARK",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
13:30,"MISS LAYUP by RUDAK,MATTY",,,,,,,"MISS LAYUP by RUDAK,MATTY",1
--,,,,,"REBOUND DEF by FORD,BRAXTON",,,"REBOUND DEF by FORD,BRAXTON",1
13:23,,11,,19 (+8),"GOOD 3PTR by FORD,BRAXTON(fastbreak)",LCM 11-19 (-8),,"GOOD 3PTR by FORD,BRAXTON(fastbreak)",1
--,,,,,"ASSIST  by BONNER,ALEX",,,"ASSIST  by BONNER,ALEX",1
13:13,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
13:13,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
13:13,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
13:13,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
12:50,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
12:41,,,,,"MISS JUMPER by BONNER,ALEX",,,"MISS JUMPER by BONNER,ALEX",1
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",1
12:38,,,,,"FOUL  by VANDERBROOK,DREW",,,"FOUL  by VANDERBROOK,DREW",1
12:16,"MISS LAYUP by BARRON,MAC",,,,,,,"MISS LAYUP by BARRON,MAC",1
12:16,,,,,"BLOCK  by PARKER,DUNCAN",,,"BLOCK  by PARKER,DUNCAN",1
--,,,,,"REBOUND DEF by BONNER,ALEX",,,"REBOUND DEF by BONNER,ALEX",1
12:09,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",1
12:07,,11,,20 (+9),"GOOD FT by BONNER,ALEX",LCM 11-20 (-9),,"GOOD FT by BONNER,ALEX",1
12:07,,,,,"MISS FT by BONNER,ALEX",,,"MISS FT by BONNER,ALEX",1
--,"REBOUND DEF by MCLEAN,JAMES",,,,,,,"REBOUND DEF by MCLEAN,JAMES",1
12:07,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
12:07,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
12:07,,,,,"SUB IN by LANGSTON,TYLER",,,"SUB IN by LANGSTON,TYLER",1
12:07,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",1
11:40,"GOOD 3PTR by MCLEAN,JAMES",14,,20 (+6),,BSC 14-20 (-6),,"GOOD 3PTR by MCLEAN,JAMES",1
--,"ASSIST  by CRAIN,JOHN",,,,,,,"ASSIST  by CRAIN,JOHN",1
11:32,,,,,"MISS LAYUP by BONNER,ALEX",,,"MISS LAYUP by BONNER,ALEX",1
11:32,"BLOCK  by BARRON,MAC",,,,,,,"BLOCK  by BARRON,MAC",1
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",1
11:19,"FOUL  by BARRON,MAC",,,,,,,"FOUL  by BARRON,MAC",1
11:19,"TURNOVER  by BARRON,MAC",,,,,,,"TURNOVER  by BARRON,MAC",1
11:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:18,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
11:18,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
11:18,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
11:18,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
11:18,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",1
11:18,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",1
10:52,,14,,22 (+8),"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 14-22 (-8),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",1
10:28,"GOOD 3PTR by WELCH,ROSS",17,,22 (+5),,BSC 17-22 (-5),,"GOOD 3PTR by WELCH,ROSS",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
10:09,,,,,"MISS LAYUP by PARKER,DUNCAN",,,"MISS LAYUP by PARKER,DUNCAN",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
10:01,"MISS LAYUP by LEWIS,EVAN",,,,,,,"MISS LAYUP by LEWIS,EVAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:57,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
09:57,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
09:57,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
09:57,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
09:48,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",1
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",1
09:39,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND OFF by WELCH,ROSS",,,,,,,"REBOUND OFF by WELCH,ROSS",1
09:32,"GOOD 3PTR by LEWIS,EVAN",20,,22 (+2),,BSC 20-22 (-2),,"GOOD 3PTR by LEWIS,EVAN",1
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",1
09:22,,,,,"TURNOVER  by OLSON,JUSTYN",,,"TURNOVER  by OLSON,JUSTYN",1
09:21,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",1
09:17,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",22,,22,,BSC 22-22 (0),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",1
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",1
09:17,,,,,"FOUL  by OLSON,JUSTYN",,,"FOUL  by OLSON,JUSTYN",1
09:17,"GOOD FT by DENEKA,HARRISON",23 (+1),,22,,BSC 23-22 (+1),,"GOOD FT by DENEKA,HARRISON",1
09:17,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",1
09:17,,,,,"SUB OUT by LANGSTON,TYLER",,,"SUB OUT by LANGSTON,TYLER",1
09:06,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
08:57,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",25 (+3),,22,,BSC 25-22 (+3),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
08:30,,,,,"TURNOVER  by WAGNER,MARK",,,"TURNOVER  by WAGNER,MARK",1
08:28,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",1
08:22,,,,,"FOUL  by FORD,BRAXTON",,,"FOUL  by FORD,BRAXTON",1
08:22,"GOOD FT by DENEKA,HARRISON",26 (+4),,22,,BSC 26-22 (+4),,"GOOD FT by DENEKA,HARRISON",1
08:22,"GOOD FT by DENEKA,HARRISON",27 (+5),,22,,BSC 27-22 (+5),,"GOOD FT by DENEKA,HARRISON",1
08:22,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
08:22,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
08:22,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
08:22,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
08:22,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",1
08:22,,,,,"SUB IN by GAETANOS,JACOB",,,"SUB IN by GAETANOS,JACOB",1
08:22,,,,,"SUB OUT by PARKER,DUNCAN",,,"SUB OUT by PARKER,DUNCAN",1
08:22,,,,,"SUB OUT by VANDERBROOK,DREW",,,"SUB OUT by VANDERBROOK,DREW",1
08:11,,,,,"TURNOVER  by OLSON,JUSTYN",,,"TURNOVER  by OLSON,JUSTYN",1
08:10,,,,,"FOUL  by BONNER,ALEX",,,"FOUL  by BONNER,ALEX",1
07:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:46,"MISS FT by RUDAK,MATTY",,,,,,,"MISS FT by RUDAK,MATTY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:46,"GOOD FT by RUDAK,MATTY",28 (+6),,22,,BSC 28-22 (+6),,"GOOD FT by RUDAK,MATTY",1
07:46,,,,,"TURNOVER  by FORD,BRAXTON",,,"TURNOVER  by FORD,BRAXTON",1
07:46,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
07:46,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
07:46,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",1
07:46,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",1
07:44,"STEAL  by AVERY,ALEX",,,,,,,"STEAL  by AVERY,ALEX",1
07:43,"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",30 (+8),,22,,BSC 30-22 (+8),,"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",1
07:42,,,,,"FOUL  by FORD,BRAXTON",,,"FOUL  by FORD,BRAXTON",1
07:42,"GOOD FT by AVERY,ALEX",31 (+9),,22,,BSC 31-22 (+9),,"GOOD FT by AVERY,ALEX",1
07:40,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
07:10,,,,,"MISS JUMPER by VANDERBROOK,DREW",,,"MISS JUMPER by VANDERBROOK,DREW",1
--,"REBOUND DEF by RUDAK,MATTY",,,,,,,"REBOUND DEF by RUDAK,MATTY",1
06:59,"MISS LAYUP by RUDAK,MATTY",,,,,,,"MISS LAYUP by RUDAK,MATTY",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
06:48,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
06:48,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
06:48,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
06:39,,,,,"MISS JUMPER by VANDERBROOK,DREW",,,"MISS JUMPER by VANDERBROOK,DREW",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
06:33,"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",33 (+11),,22,,BSC 33-22 (+11),,"GOOD LAYUP by AVERY,ALEX(fastbreak)(in the paint)",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
06:24,,33 (+9),,24,"GOOD LAYUP by FORD,BRAXTON(fastbreak)(in the paint)",LCM 33-24 (+9),,"GOOD LAYUP by FORD,BRAXTON(fastbreak)(in the paint)",1
06:24,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",1
06:24,,33 (+8),,25,"GOOD FT by FORD,BRAXTON",LCM 33-25 (+8),,"GOOD FT by FORD,BRAXTON",1
06:24,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",1
06:24,,,,,"SUB OUT by VANDERBROOK,DREW",,,"SUB OUT by VANDERBROOK,DREW",1
06:03,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",35 (+10),,25,,BSC 35-25 (+10),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",1
--,"ASSIST  by MCLEAN,JAMES",,,,,,,"ASSIST  by MCLEAN,JAMES",1
06:03,,,,,"FOUL  by GAETANOS,JACOB",,,"FOUL  by GAETANOS,JACOB",1
06:03,"GOOD FT by DENEKA,HARRISON",36 (+11),,25,,BSC 36-25 (+11),,"GOOD FT by DENEKA,HARRISON",1
06:03,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
06:03,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
06:03,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
06:03,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
05:50,,,,,"MISS LAYUP by OLSON,JUSTYN",,,"MISS LAYUP by OLSON,JUSTYN",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
05:40,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",1
05:40,,,,,"SUB IN by PARKER,DUNCAN",,,"SUB IN by PARKER,DUNCAN",1
05:40,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",1
05:40,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",1
05:40,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",1
05:37,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",1
05:31,,36 (+10),,26,"GOOD FT by FORD,BRAXTON",LCM 36-26 (+10),,"GOOD FT by FORD,BRAXTON",1
05:31,,36 (+9),,27,"GOOD FT by FORD,BRAXTON",LCM 36-27 (+9),,"GOOD FT by FORD,BRAXTON",1
05:31,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
05:31,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
05:20,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by ADEDOYIN,ELIJAH",,,"REBOUND DEF by ADEDOYIN,ELIJAH",1
05:06,,,,,"FOUL  by FORD,BRAXTON",,,"FOUL  by FORD,BRAXTON",1
05:06,,,,,"TURNOVER  by FORD,BRAXTON",,,"TURNOVER  by FORD,BRAXTON",1
05:06,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",1
05:06,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",1
05:03,"MISS LAYUP by THOM,IAN",,,,,,,"MISS LAYUP by THOM,IAN",1
--,"REBOUND OFF by AVERY,ALEX",,,,,,,"REBOUND OFF by AVERY,ALEX",1
04:59,"GOOD LAYUP by AVERY,ALEX(in the paint)",38 (+11),,27,,BSC 38-27 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
04:39,,38 (+9),,29,"GOOD JUMPER by OLSON,JUSTYN",LCM 38-29 (+9),,"GOOD JUMPER by OLSON,JUSTYN",1
04:30,"GOOD 3PTR by CRAIN,JOHN",41 (+12),,29,,BSC 41-29 (+12),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by THOM,IAN",,,,,,,"ASSIST  by THOM,IAN",1
04:16,,41 (+9),,32,"GOOD 3PTR by WAGNER,MARK",LCM 41-32 (+9),,"GOOD 3PTR by WAGNER,MARK",1
03:51,"GOOD LAYUP by AVERY,ALEX(in the paint)",43 (+11),,32,,BSC 43-32 (+11),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
03:35,,,,,"MISS 3PTR by OLSON,JUSTYN",,,"MISS 3PTR by OLSON,JUSTYN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:33,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
03:33,,43 (+10),,33,"GOOD FT by PARKER,DUNCAN",LCM 43-33 (+10),,"GOOD FT by PARKER,DUNCAN",1
03:33,,43 (+9),,34,"GOOD FT by PARKER,DUNCAN",LCM 43-34 (+9),,"GOOD FT by PARKER,DUNCAN",1
02:57,,,,,"FOUL  by PARKER,DUNCAN",,,"FOUL  by PARKER,DUNCAN",1
02:54,"GOOD FT by AVERY,ALEX",44 (+10),,34,,BSC 44-34 (+10),,"GOOD FT by AVERY,ALEX",1
02:54,"GOOD FT by AVERY,ALEX",45 (+11),,34,,BSC 45-34 (+11),,"GOOD FT by AVERY,ALEX",1
02:54,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
02:54,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
02:54,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",1
02:54,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",1
02:47,,,,,"TURNOVER  by VANDERBROOK,DREW",,,"TURNOVER  by VANDERBROOK,DREW",1
02:45,"STEAL  by LEWIS,EVAN",,,,,,,"STEAL  by LEWIS,EVAN",1
02:42,,,,,"FOUL  by VANDERBROOK,DREW",,,"FOUL  by VANDERBROOK,DREW",1
02:42,"GOOD FT by LEWIS,EVAN",46 (+12),,34,,BSC 46-34 (+12),,"GOOD FT by LEWIS,EVAN",1
02:42,"MISS FT by LEWIS,EVAN",,,,,,,"MISS FT by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by OLSON,JUSTYN",,,"REBOUND DEF by OLSON,JUSTYN",1
02:42,,46 (+10),,36,"GOOD LAYUP by BONNER,ALEX(fastbreak)(in the paint)",LCM 46-36 (+10),,"GOOD LAYUP by BONNER,ALEX(fastbreak)(in the paint)",1
02:08,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:07,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",1
02:07,,46 (+9),,37,"GOOD FT by WAGNER,MARK",LCM 46-37 (+9),,"GOOD FT by WAGNER,MARK",1
02:07,,46 (+8),,38,"GOOD FT by WAGNER,MARK",LCM 46-38 (+8),,"GOOD FT by WAGNER,MARK",1
02:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:07,"SUB IN by RUDAK,MATTY",,,,,,,"SUB IN by RUDAK,MATTY",1
02:07,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
01:47,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",1
--,,,,,"REBOUND DEF by VANDERBROOK,DREW",,,"REBOUND DEF by VANDERBROOK,DREW",1
01:38,,46 (+5),,41,"GOOD 3PTR by VANDERBROOK,DREW(fastbreak)",LCM 46-41 (+5),,"GOOD 3PTR by VANDERBROOK,DREW(fastbreak)",1
--,,,,,"ASSIST  by BONNER,ALEX",,,"ASSIST  by BONNER,ALEX",1
01:09,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",1
01:09,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",1
01:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:53,"FOUL  by RUDAK,MATTY",,,,,,,"FOUL  by RUDAK,MATTY",1
00:53,,46 (+4),,42,"GOOD FT by OLSON,JUSTYN",LCM 46-42 (+4),,"GOOD FT by OLSON,JUSTYN",1
00:53,,46 (+3),,43,"GOOD FT by OLSON,JUSTYN",LCM 46-43 (+3),,"GOOD FT by OLSON,JUSTYN",1
00:53,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
00:53,"SUB OUT by RUDAK,MATTY",,,,,,,"SUB OUT by RUDAK,MATTY",1
00:37,"GOOD LAYUP by LEWIS,EVAN(in the paint)",48 (+5),,43,,BSC 48-43 (+5),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",1
00:23,,48 (+2),,46,"GOOD 3PTR by OLSON,JUSTYN",LCM 48-46 (+2),,"GOOD 3PTR by OLSON,JUSTYN",1
00:02,"GOOD JUMPER by THOM,IAN(in the paint)",50 (+4),,46,,BSC 50-46 (+4),,"GOOD JUMPER by THOM,IAN(in the paint)",1
19:49,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
19:48,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",2
