Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
15:59,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",1
15:59,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
15:59,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
15:31,"GOOD 3PTR by SINE,TUCKER",8 (+6),,2,,CENTRE 8-2 (-6),,"GOOD 3PTR by SINE,TUCKER",1
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",1
15:06,,,,,"MISS JUMPER by THOM,IAN",,,"MISS JUMPER by THOM,IAN",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
14:55,"MISS LAYUP by SCHMUCKER,ZACH",,,,,,,"MISS LAYUP by SCHMUCKER,ZACH",1
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",1
14:42,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",1
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",1
14:29,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
14:29,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",1
14:29,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
14:29,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",1
14:29,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",1
14:29,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
14:29,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
14:08,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",1
14:08,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
14:08,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
13:57,"GOOD 3PTR by GRUBER,SAM",11 (+9),,2,,CENTRE 11-2 (-9),,"GOOD 3PTR by GRUBER,SAM",1
--,"ASSIST  by REPISHTI,BRYAN",,,,,,,"ASSIST  by REPISHTI,BRYAN",1
13:31,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",1
13:29,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",1
13:26,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",13 (+11),,2,,CENTRE 13-2 (-11),,"GOOD LAYUP by SINE,TUCKER(fastbreak)(in the paint)",1
13:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
13:24,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
13:24,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
13:24,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
13:24,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
13:01,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
13:01,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
13:01,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
13:01,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
12:55,,13 (+9),,4,"GOOD JUMPER by MCLEAN,JAMES(in the paint)",BSC 13-4 (-9),,"GOOD JUMPER by MCLEAN,JAMES(in the paint)",1
12:25,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by CRAIN,JOHN",,,"REBOUND DEF by CRAIN,JOHN",1
12:12,,,,,"MISS 3PTR by MURPHY,JUWAN",,,"MISS 3PTR by MURPHY,JUWAN",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
11:50,,,,,"MISS 3PTR by RUDAK,MATTY",,,"MISS 3PTR by RUDAK,MATTY",1
--,,,,,"REBOUND OFF by CRAIN,JOHN",,,"REBOUND OFF by CRAIN,JOHN",1
11:49,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
11:49,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
11:49,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
11:49,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
11:49,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",1
11:49,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",1
11:49,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",1
11:37,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",1
--,,,,,"REBOUND DEF by MCLEAN,JAMES",,,"REBOUND DEF by MCLEAN,JAMES",1
11:23,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",1
11:06,,,,,"MISS LAYUP by RUDAK,MATTY",,,"MISS LAYUP by RUDAK,MATTY",1
11:06,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",1
--,,,,,"REBOUND OFF by MURPHY,JUWAN",,,"REBOUND OFF by MURPHY,JUWAN",1
10:59,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",1
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",1
10:41,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",1
10:41,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
10:41,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
10:41,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
10:41,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",1
10:33,,,,,"TURNOVER  by RUDAK,MATTY",,,"TURNOVER  by RUDAK,MATTY",1
10:32,"STEAL  by GUMP,MATT",,,,,,,"STEAL  by GUMP,MATT",1
10:29,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",15 (+11),,4,,CENTRE 15-4 (-11),,"GOOD LAYUP by GUMP,MATT(fastbreak)(in the paint)",1
10:18,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",1
10:07,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",1
09:47,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",1
09:47,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:47,,15 (+10),,5,"GOOD FT by AVERY,ALEX",BSC 15-5 (-10),,"GOOD FT by AVERY,ALEX",1
09:47,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",1
09:47,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
09:47,"SUB IN by JONES,BRETT",,,,,,,"SUB IN by JONES,BRETT",1
09:47,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",1
09:47,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
09:47,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
09:47,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
09:47,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
09:47,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
09:47,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
09:47,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
09:47,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",1
09:47,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",1
09:45,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
09:45,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
09:45,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
09:45,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
09:45,"SUB OUT by MAGUIRE,WILL",,,,,,,"SUB OUT by MAGUIRE,WILL",1
09:45,"SUB OUT by JONES,BRETT",,,,,,,"SUB OUT by JONES,BRETT",1
09:45,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",1
09:36,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",17 (+12),,5,,CENTRE 17-5 (-12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
09:10,,17 (+10),,7,"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 17-7 (-10),,"GOOD LAYUP by AVERY,ALEX(in the paint)",1
08:56,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",19 (+12),,7,,CENTRE 19-7 (-12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",1
08:21,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",1
08:19,"STEAL  by SCHMUCKER,ZACH",,,,,,,"STEAL  by SCHMUCKER,ZACH",1
08:09,"FOUL  by SCHMUCKER,ZACH",,,,,,,"FOUL  by SCHMUCKER,ZACH",1
08:09,"TURNOVER  by SCHMUCKER,ZACH",,,,,,,"TURNOVER  by SCHMUCKER,ZACH",1
08:09,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",1
08:09,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
08:09,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
08:09,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
07:47,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",1
07:47,,19 (+11),,8,"GOOD FT by AVERY,ALEX",BSC 19-8 (-11),,"GOOD FT by AVERY,ALEX",1
07:47,,19 (+10),,9,"GOOD FT by AVERY,ALEX",BSC 19-9 (-10),,"GOOD FT by AVERY,ALEX",1
07:47,"SUB IN by REPISHTI,BRYAN",,,,,,,"SUB IN by REPISHTI,BRYAN",1
07:47,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",1
07:32,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
07:29,,,,,"STEAL  by LEWIS,EVAN",,,"STEAL  by LEWIS,EVAN",1
07:27,,19 (+8),,11,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",BSC 19-11 (-8),,"GOOD LAYUP by LEWIS,EVAN(fastbreak)(in the paint)",1
07:07,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",1
07:07,,,,,"BLOCK  by DENEKA,HARRISON",,,"BLOCK  by DENEKA,HARRISON",1
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",1
07:00,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
06:42,"MISS JUMPER by SCHMUCKER,ZACH",,,,,,,"MISS JUMPER by SCHMUCKER,ZACH",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
06:27,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND OFF by DENEKA,HARRISON",,,"REBOUND OFF by DENEKA,HARRISON",1
06:23,,19 (+6),,13,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",BSC 19-13 (-6),,"GOOD TIPIN by DENEKA,HARRISON(in the paint)",1
06:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:23,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
06:23,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",1
06:23,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",1
06:23,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",1
06:23,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",1
06:23,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",1
06:14,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",1
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",1
06:07,"TURNOVER  by SCHMUCKER,ZACH",,,,,,,"TURNOVER  by SCHMUCKER,ZACH",1
05:50,,,,,"TURNOVER  by DENEKA,HARRISON",,,"TURNOVER  by DENEKA,HARRISON",1
05:47,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",1
05:43,"GOOD LAYUP by SINE,TUCKER(in the paint)",21 (+8),,13,,CENTRE 21-13 (-8),,"GOOD LAYUP by SINE,TUCKER(in the paint)",1
05:09,,21 (+5),,16,"GOOD 3PTR by WELCH,ROSS",BSC 21-16 (-5),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by LEWIS,EVAN",,,"ASSIST  by LEWIS,EVAN",1
04:48,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",1
04:48,"TURNOVER  by SINE,TUCKER",,,,,,,"TURNOVER  by SINE,TUCKER",1
04:48,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",1
04:48,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
04:48,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
04:48,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",1
04:48,,,,,"SUB IN by BARRON,MAC",,,"SUB IN by BARRON,MAC",1
04:48,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",1
04:48,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",1
04:48,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",1
04:48,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
04:48,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
04:40,,21 (+3),,18,"GOOD DUNK by RUDAK,MATTY(in the paint)",BSC 21-18 (-3),,"GOOD DUNK by RUDAK,MATTY(in the paint)",1
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",1
04:23,"TURNOVER  by ARNETT,MICHAEL",,,,,,,"TURNOVER  by ARNETT,MICHAEL",1
04:23,,,,,"STEAL  by WELCH,ROSS",,,"STEAL  by WELCH,ROSS",1
03:47,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND OFF by BARRON,MAC",,,"REBOUND OFF by BARRON,MAC",1
03:31,,,,,"MISS LAYUP by BARRON,MAC",,,"MISS LAYUP by BARRON,MAC",1
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",1
03:07,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",1
--,,,,,"REBOUND DEF by BARRON,MAC",,,"REBOUND DEF by BARRON,MAC",1
02:55,,21,,21,"GOOD 3PTR by WELCH,ROSS",BSC 21-21 (0),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",1
02:41,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",1
02:41,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:41,"GOOD FT by GUMP,MATT",22 (+1),,21,,CENTRE 22-21 (-1),,"GOOD FT by GUMP,MATT",1
02:41,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",1
02:41,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
02:17,,22,,23 (+1),"GOOD JUMPER by BARRON,MAC(in the paint)",BSC 22-23 (+1),,"GOOD JUMPER by BARRON,MAC(in the paint)",1
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",1
02:00,,,,,"FOUL  by BARRON,MAC",,,"FOUL  by BARRON,MAC",1
02:00,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",1
02:00,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",1
01:56,"GOOD FT by GUMP,MATT",23,,23,,CENTRE 23-23 (0),,"GOOD FT by GUMP,MATT",1
01:56,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
01:56,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",1
01:56,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",1
01:56,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
01:56,,,,,"SUB OUT by BARRON,MAC",,,"SUB OUT by BARRON,MAC",1
01:47,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",1
01:47,,23,,24 (+1),"GOOD FT by RUDAK,MATTY",BSC 23-24 (+1),,"GOOD FT by RUDAK,MATTY",1
01:47,,23,,25 (+2),"GOOD FT by RUDAK,MATTY",BSC 23-25 (+2),,"GOOD FT by RUDAK,MATTY",1
01:47,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",1
01:47,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
01:47,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",1
01:47,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",1
01:35,"GOOD 3PTR by GRIFFIN,JAROD",26 (+1),,25,,CENTRE 26-25 (-1),,"GOOD 3PTR by GRIFFIN,JAROD",1
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",1
01:13,,,,,"MISS 3PTR by MCLEAN,JAMES",,,"MISS 3PTR by MCLEAN,JAMES",1
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",1
01:01,"GOOD 3PTR by GRIFFIN,JAROD",29 (+4),,25,,CENTRE 29-25 (-4),,"GOOD 3PTR by GRIFFIN,JAROD",1
00:40,,29 (+1),,28,"GOOD 3PTR by WELCH,ROSS",BSC 29-28 (-1),,"GOOD 3PTR by WELCH,ROSS",1
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",1
00:07,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",1
--,,,,,"REBOUND DEF by AVERY,ALEX",,,"REBOUND DEF by AVERY,ALEX",1
00:00,,29,,31 (+2),"GOOD 3PTR by WELCH,ROSS",BSC 29-31 (+2),,"GOOD 3PTR by WELCH,ROSS",1
19:38,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
19:23,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,,,,,"REBOUND DEF by DENEKA,HARRISON",,,"REBOUND DEF by DENEKA,HARRISON",2
19:03,,29,,33 (+4),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSC 29-33 (+4),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
18:47,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",31,,33 (+2),,CENTRE 31-33 (+2),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",2
18:16,,31,,35 (+4),"GOOD JUMPER by AVERY,ALEX(in the paint)",BSC 31-35 (+4),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
18:05,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
18:05,"GOOD FT by SCINTA,BLAKE",32,,35 (+3),,CENTRE 32-35 (+3),,"GOOD FT by SCINTA,BLAKE",2
18:05,"GOOD FT by SCINTA,BLAKE",33,,35 (+2),,CENTRE 33-35 (+2),,"GOOD FT by SCINTA,BLAKE",2
17:52,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
17:52,,33,,36 (+3),"GOOD FT by LEWIS,EVAN",BSC 33-36 (+3),,"GOOD FT by LEWIS,EVAN",2
17:52,,33,,37 (+4),"GOOD FT by LEWIS,EVAN",BSC 33-37 (+4),,"GOOD FT by LEWIS,EVAN",2
17:41,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
17:40,,,,,"STEAL  by THOM,IAN",,,"STEAL  by THOM,IAN",2
17:37,,,,,"TURNOVER  by THOM,IAN",,,"TURNOVER  by THOM,IAN",2
17:36,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
17:36,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
17:14,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
17:14,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:14,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
16:56,,,,,"MISS LAYUP by DENEKA,HARRISON",,,"MISS LAYUP by DENEKA,HARRISON",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
16:52,,33,,39 (+6),"GOOD LAYUP by DENEKA,HARRISON(in the paint)",BSC 33-39 (+6),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,,,,,"ASSIST  by AVERY,ALEX",,,"ASSIST  by AVERY,ALEX",2
16:41,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
16:41,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:41,"GOOD FT by GUMP,MATT",34,,39 (+5),,CENTRE 34-39 (+5),,"GOOD FT by GUMP,MATT",2
16:41,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
16:41,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
16:28,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
